Date,rate_COST,rate_COST_5D,rate_COST_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-11-03,8.52,7.7,8.326,0.19,-2.15,-1.7355
2023-11-06,10.18,8.228,8.419,0.38,-1.242,-1.6985000000000003
2023-11-07,10.45,8.902000000000001,8.495999999999999,0.65,-0.394,-1.673
2023-11-08,9.72,9.294,8.504,0.73,0.25,-1.6644999999999999
2023-11-09,8.95,9.564,8.49,-0.01,0.388,-1.6635000000000002
2023-11-10,11.56,10.172,8.5775,1.52,0.654,-1.56
2023-11-13,11.77,10.49,8.623999999999999,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,14.14,11.228,8.769000000000002,3.34,1.4,-1.3695
2023-11-15,15.27,12.338,8.968,3.57,1.968,-1.1485
2023-11-16,11.83,12.914000000000001,9.0805,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,11.56,12.913999999999998,9.3,3.86,3.18,-0.5415000000000001
2023-11-20,12.25,13.010000000000002,9.56,4.63,3.822,-0.15700000000000008
2023-11-21,12.91,12.764000000000001,9.8575,4.36,4.026,0.17799999999999994
2023-11-22,13.82,12.474,10.218,4.81,4.273999999999999,0.6034999999999999
2023-11-24,14.25,12.958000000000002,10.622499999999999,4.87,4.505999999999999,1.0905
2023-11-27,14.91,13.628,11.1035,4.69,4.672,1.589
2023-11-28,14.74,14.126,11.4635,4.79,4.704,2.0364999999999998
2023-11-29,13.59,14.262,11.789,4.72,4.776000000000001,2.452
2023-11-30,14.51,14.4,12.1265,5.12,4.837999999999999,2.8325
2023-12-01,14.89,14.528,12.491000000000001,5.62,4.988,3.1485
2023-12-04,15.41,14.628,12.8355,5.11,5.072,3.3945
2023-12-05,16.59,14.998,13.156,5.08,5.130000000000001,3.6295
2023-12-06,16.98,15.675999999999998,13.482500000000002,4.72,5.13,3.8329999999999997
2023-12-07,17.64,16.302,13.878499999999999,5.4,5.186,4.0665
2023-12-08,17.61,16.845999999999997,14.3115,5.77,5.215999999999999,4.3555
2023-12-11,20.06,17.776,14.736500000000001,6.12,5.418,4.585500000000001
2023-12-12,21.12,18.682,15.203999999999999,6.6,5.7219999999999995,4.8445
2023-12-13,23.46,19.978,15.670000000000002,7.92,6.362,5.0735
2023-12-14,21.36,20.721999999999998,15.9745,8.21,6.9239999999999995,5.3055
2023-12-15,26.62,22.524,16.714,8.06,7.382000000000001,5.523
2023-12-18,30.83,24.678,17.677500000000002,8.62,7.882,5.761
2023-12-19,30.37,26.528,18.5835,9.16,8.394,5.9875
2023-12-20,28.17,27.47,19.3465,7.51,8.312,6.1450000000000005
2023-12-21,28.71,28.940000000000005,20.091,8.36,8.341999999999999,6.3225
2023-12-22,29.56,29.528000000000002,20.8565,8.57,8.443999999999999,6.5075
2023-12-26,29.96,29.354000000000003,21.609,8.94,8.508,6.720000000000001
2023-12-27,28.93,29.066000000000003,22.3185,9.1,8.495999999999999,6.9355
2023-12-28,28.44,29.119999999999997,23.061,9.11,8.815999999999999,7.154999999999999
2023-12-29,28.05,28.988,23.738,8.87,8.918000000000001,7.342499999999999
2024-01-02,26.32,28.340000000000003,24.3095,8.16,8.836,7.469499999999999
2024-01-03,25.37,27.422000000000004,24.8075,7.53,8.553999999999998,7.5905000000000005
2024-01-04,26.02,26.840000000000003,25.279,7.23,8.18,7.698
2024-01-05,27.42,26.636000000000003,25.801,7.36,7.830000000000001,7.83
2024-01-08,28.49,26.724,26.3435,8.85,7.8260000000000005,8.0025
2024-01-09,29.38,27.336000000000002,26.932,8.62,7.918000000000001,8.145
2024-01-10,30.28,28.318,27.443,9.22,8.256,8.3
2024-01-11,30.42,29.198,27.908000000000005,9.19,8.648,8.429499999999999
2024-01-12,31.99,30.112000000000002,28.3345,9.23,9.022,8.495000000000001
2024-01-16,31.7,30.753999999999998,28.851499999999998,8.92,9.036,8.5305
2024-01-17,32.14,31.306,29.127499999999998,8.42,8.996,8.5485
2024-01-18,32.65,31.78,29.2185,9.22,8.995999999999999,8.578500000000002
2024-01-19,33.89,32.474000000000004,29.394500000000004,10.34,9.226,8.6375
2024-01-22,33.49,32.774,29.660499999999995,10.55,9.49,8.7895
2024-01-23,32.62,32.958000000000006,29.856,10.83,9.872,8.913
2024-01-24,32.43,33.016,29.9995,10.91,10.370000000000001,9.03
2024-01-25,31.26,32.738,30.0645,11.43,10.812000000000001,9.1545
2024-01-26,32.5,32.46,30.243000000000002,11.37,11.017999999999999,9.267999999999999
2024-01-29,33.76,32.513999999999996,30.509000000000004,12.06,11.32,9.4155
2024-01-30,34.81,32.952,30.846999999999998,11.99,11.552,9.5715
2024-01-31,33.89,33.244,31.225500000000004,10.45,11.459999999999999,9.686
2024-02-01,34.76,33.944,31.695000000000004,11.46,11.466,9.8825
2024-02-02,35.53,34.55,32.1705,12.41,11.674000000000001,10.141499999999999
2024-02-05,35.79,34.956,32.589,12.07,11.676,10.377
2024-02-06,35.73,35.14,32.951,12.35,11.748,10.552000000000001
2024-02-07,37.12,35.785999999999994,33.338,13.07,12.272,10.7745
2024-02-08,37.79,36.391999999999996,33.713499999999996,13.13,12.606,10.97
2024-02-09,37.68,36.821999999999996,34.076499999999996,13.64,12.852,11.1925
2024-02-12,37.52,37.168,34.353,13.6,13.157999999999998,11.411
2024-02-13,36.32,37.286,34.583999999999996,12.17,13.122,11.5735
2024-02-14,37.49,37.36,34.8515,13.12,13.132,11.808499999999999
2024-02-15,37.83,37.367999999999995,35.1105,13.8,13.266,12.0375
2024-02-16,37.76,37.384,35.304,13.28,13.193999999999999,12.1845
2024-02-20,38.01,37.482,35.53,12.73,13.02,12.2935
2024-02-21,37.61,37.739999999999995,35.7795,12.83,13.151999999999997,12.3935
2024-02-22,39.29,38.1,36.122499999999995,14.94,13.516,12.595
2024-02-23,39.81,38.496,36.55,14.99,13.754000000000001,12.773
2024-02-26,40.9,39.124,36.97,14.61,14.02,12.934999999999999
2024-02-27,40.8,39.682,37.321999999999996,14.81,14.435999999999998,13.0725
2024-02-28,41.28,40.416000000000004,37.645500000000006,14.65,14.8,13.2055
2024-02-29,40.68,40.694,37.985,15.05,14.822,13.435500000000001
2024-03-01,40.77,40.886,38.2855,15.81,14.986,13.653
2024-03-04,42.18,41.142,38.618,15.68,15.2,13.8165
2024-03-05,42.26,41.434000000000005,38.941500000000005,14.57,15.152000000000001,13.941500000000001
2024-03-06,43.6,41.898,39.335,15.15,15.252,14.0815
2024-03-07,44.85,42.732,39.7215,16.24,15.49,14.24
2024-03-08,38.78,42.333999999999996,39.771,15.57,15.442000000000002,14.362
2024-03-11,37.62,41.422000000000004,39.768,15.48,15.402000000000001,14.454000000000002
2024-03-12,40.96,41.162,39.94,16.5,15.788,14.599
2024-03-13,40.57,40.556,40.1525,16.35,16.028,14.807999999999998
2024-03-14,40.24,39.634,40.290000000000006,16.14,16.008000000000003,14.958999999999998
2024-03-15,39.31,39.739999999999995,40.364,15.48,15.989999999999998,15.043000000000001
2024-03-18,40.18,40.251999999999995,40.485,16.07,16.108,15.1825
2024-03-19,40.29,40.11800000000001,40.599000000000004,16.58,16.124000000000002,15.375
2024-03-20,41.72,40.348,40.804500000000004,17.38,16.33,15.602500000000001
2024-03-21,42.02,40.70399999999999,40.941,17.69,16.639999999999997,15.74
2024-03-22,40.73,40.988,40.987,17.27,16.998,15.854
2024-03-25,40.08,40.968,40.946,17.03,17.19,15.975
2024-03-26,40.09,40.928000000000004,40.9105,16.78,17.23,16.073500000000003
2024-03-27,40.28,40.64,40.860499999999995,17.57,17.268,16.2195
2024-03-28,40.38,40.312,40.8455,17.56,17.242,16.345
2024-04-01,37.68,39.702,40.691,17.14,17.216,16.411499999999997
2024-04-02,35.87,38.86,40.3755,16.47,17.104,16.451
2024-04-03,34.85,37.812,40.005,16.56,17.06,16.5505
2024-04-04,34.7,36.696000000000005,39.559999999999995,15.31,16.608,16.558500000000002
2024-04-05,36.31,35.882000000000005,39.133,16.37,16.369999999999997,16.565
2024-04-08,35.96,35.538,38.992,16.41,16.224,16.607
2024-04-09,37.22,35.808,38.971999999999994,16.55,16.240000000000002,16.6605
2024-04-10,37.95,36.428000000000004,38.8215,15.5,16.028,16.6105
2024-04-11,39.76,37.44,38.781,16.27,16.22,16.6065
2024-04-12,39.56,38.089999999999996,38.747,14.8,15.906,16.5395
2024-04-15,37.16,38.33,38.639500000000005,13.46,15.315999999999999,16.438499999999998
2024-04-16,36.73,38.232,38.467,13.26,14.658000000000001,16.298000000000002
2024-04-17,36.58,37.958,38.2815,12.6,14.078,16.098999999999997
2024-04-18,35.85,37.176,37.988,12.36,13.296000000000001,15.847999999999999
2024-04-19,35.52,36.368,37.663,11.45,12.626,15.535999999999998
2024-04-22,36.63,36.262,37.458,12.38,12.41,15.2915
2024-04-23,37.98,36.512,37.353,13.77,12.512,15.128499999999999
2024-04-24,38.21,36.838,37.259,13.69,12.73,14.974
2024-04-25,37.83,37.234,37.1365,13.23,12.904,14.757
2024-04-26,39.2,37.97,37.0775,14.34,13.482,14.596
2024-04-29,38.66,38.376,37.1265,14.73,13.952000000000002,14.4755
2024-04-30,38.02,38.384,37.233999999999995,12.94,13.785999999999998,14.298999999999998
2024-05-01,37.25,38.192,37.354,12.36,13.52,14.088999999999999
2024-05-02,39.13,38.452,37.5755,13.38,13.55,13.992499999999998
2024-05-03,41.24,38.86,37.821999999999996,14.75,13.632,13.911499999999998
2024-05-06,43.54,39.836,38.20100000000001,15.88,13.862,13.885
2024-05-07,46.3,41.492,38.655,16.04,14.482,13.8595
2024-05-08,44.84,43.010000000000005,38.9995,16.05,15.219999999999999,13.887
2024-05-09,47.74,44.732,39.3985,16.7,15.884,13.9085
2024-05-10,49.26,46.336,39.883500000000005,16.85,16.304000000000002,14.011000000000001
2024-05-13,47.02,47.032,40.3765,16.85,16.497999999999998,14.180499999999999
2024-05-14,47.53,47.278000000000006,40.9165,17.4,16.77,14.3875
2024-05-15,49.23,48.156000000000006,41.549,18.81,17.322,14.698000000000002
2024-05-16,50.35,48.678000000000004,42.274,18.58,17.698,15.009
2024-05-17,50.86,48.998,43.041000000000004,18.76,18.08,15.374500000000001
2024-05-20,50.34,49.662,43.7265,18.87,18.484,15.699000000000002
2024-05-21,51.6,50.476,44.4075,19.19,18.842000000000002,15.969999999999999
2024-05-22,51.74,50.977999999999994,45.083999999999996,18.84,18.848000000000003,16.2275
2024-05-23,50.87,51.082,45.736000000000004,17.97,18.726000000000003,16.4645
2024-05-24,52.99,51.508,46.4255,18.76,18.726,16.685499999999998
2024-05-28,53.54,52.148,47.1695,18.86,18.724,16.892000000000003
2024-05-29,52.48,52.324,47.8925,18.03,18.492,17.1465
2024-05-30,53.88,52.751999999999995,48.724000000000004,17.25,18.174,17.391
2024-05-31,53.02,53.182,49.4185,18.26,18.232,17.635
2024-06-03,52.99,53.181999999999995,50.006,18.08,18.096,17.8015
2024-06-04,54.31,53.336,50.5445,18.22,17.968,17.9185
2024-06-05,55.06,53.852,50.9825,19.6,18.282000000000004,18.0965
2024-06-06,55.97,54.27,51.539,19.58,18.747999999999998,18.273
2024-06-07,56.29,54.924,51.966499999999996,19.43,18.982,18.4095
2024-06-10,56.6,55.646,52.3335,19.81,19.328,18.557499999999997
2024-06-11,56.7,56.124,52.817499999999995,20.08,19.7,18.719
2024-06-12,56.54,56.42,53.26800000000001,21.06,19.991999999999997,18.901999999999997
2024-06-13,56.33,56.492,53.623000000000005,21.28,20.332,19.0255
2024-06-14,57.4,56.714,53.9755,21.38,20.722,19.1655
2024-06-17,58.73,57.14,54.36900000000001,22.32,21.224,19.3435
2024-06-18,58.95,57.589999999999996,54.7995,22.64,21.736,19.532
2024-06-20,58.32,57.946000000000005,55.1355,22.31,21.985999999999997,19.688
2024-06-21,57.23,58.126,55.410000000000004,22.04,22.137999999999998,19.848000000000003
2024-06-24,57.22,58.089999999999996,55.7275,21.72,22.206,20.0355
2024-06-25,58.09,57.962,55.982499999999995,22.14,22.17,20.2045
2024-06-26,58.25,57.822,56.217999999999996,22.26,22.094,20.3745
2024-06-27,57.51,57.660000000000004,56.4695,22.42,22.116000000000003,20.594
2024-06-28,57.44,57.702,56.6475,21.66,22.04,20.814500000000002
2024-07-01,55.99,57.455999999999996,56.79600000000001,21.54,22.003999999999998,20.9785
2024-07-02,58.03,57.443999999999996,57.048,22.15,22.006,21.182
2024-07-03,58.52,57.498000000000005,57.258500000000005,22.58,22.07,21.4
2024-07-05,61.94,58.384,57.6025,23.16,22.218,21.578
2024-07-08,61.22,59.14,57.864999999999995,23.25,22.535999999999998,21.7615
2024-07-09,62.22,60.386,58.161500000000004,23.35,22.898000000000003,21.9575
2024-07-10,61.79,61.138,58.42100000000001,24.29,23.326,22.1815
2024-07-11,55.55,60.544000000000004,58.3635,23.45,23.5,22.35
2024-07-12,54.94,59.144000000000005,58.283500000000004,24.05,23.678,22.4995
