Date,rate_CVX,rate_CVX_5D,rate_CVX_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-05-23,17.72,16.228,19.097,-4.8,-4.109999999999999,-5.1025
2023-05-24,18.03,16.464000000000002,18.769000000000002,-5.51,-4.3,-5.039
2023-05-25,16.03,16.548000000000002,18.31,-4.7,-4.51,-5.012
2023-05-26,15.67,16.382,17.7815,-3.48,-4.446,-4.958
2023-05-30,14.97,16.484,17.2875,-3.45,-4.388,-4.905
2023-05-31,13.12,15.563999999999998,16.946,-3.96,-4.220000000000001,-4.8285
2023-06-01,13.96,14.75,16.7555,-2.99,-3.716,-4.674
2023-06-02,16.97,14.937999999999999,16.7365,-1.6,-3.096,-4.4185
2023-06-05,16.41,15.086000000000002,16.5535,-1.79,-2.758,-4.250500000000001
2023-06-06,16.62,15.416000000000002,16.4025,-1.59,-2.386,-4.0745
2023-06-07,19.62,16.716,16.418,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,19.18,17.76,16.484,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,18.9,18.146,16.567,-1.17,-1.558,-3.5035000000000003
2023-06-12,17.76,18.416,16.5785,-0.27,-1.254,-3.2495
2023-06-13,18.64,18.82,16.6135,0.38,-0.86,-2.9785
2023-06-14,17.59,18.414,16.7305,0.45,-0.388,-2.6735
2023-06-15,18.47,18.272,16.811500000000002,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,17.71,18.034,16.916500000000003,1.35,0.7260000000000001,-2.1095
2023-06-20,15.05,17.492,16.844,0.89,0.958,-1.875
2023-06-21,15.94,16.952,16.918,0.35,0.9520000000000002,-1.6705
2023-06-22,14.27,16.288,16.7455,0.71,1.004,-1.395
2023-06-23,13.31,15.256,16.5095,-0.04,0.652,-1.1215
2023-06-26,15.29,14.772,16.4725,-0.45,0.292,-0.909
2023-06-27,14.94,14.75,16.436,0.64,0.242,-0.7030000000000001
2023-06-28,15.97,14.756,16.486,0.69,0.30999999999999994,-0.496
2023-06-29,16.95,15.291999999999998,16.677500000000002,0.68,0.304,-0.26400000000000007
2023-06-30,17.78,16.186,16.8685,1.85,0.682,-0.022
2023-07-03,17.31,16.59,16.8855,2.0,1.1720000000000002,0.158
2023-07-05,16.65,16.932,16.8975,1.78,1.4,0.3365
2023-07-06,14.12,16.562,16.7725,0.97,1.456,0.46449999999999997
2023-07-07,15.11,16.194,16.547,0.74,1.468,0.597
2023-07-10,15.87,15.812000000000001,16.3815,1.01,1.3,0.7140000000000001
2023-07-11,17.99,15.947999999999999,16.336,1.65,1.23,0.8550000000000001
2023-07-12,19.12,16.442,16.404,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,17.54,17.125999999999998,16.349,3.26,1.8199999999999998,1.1345
2023-07-14,14.63,17.029999999999998,16.201,3.18,2.308,1.2710000000000001
2023-07-17,14.53,16.762,16.003999999999998,3.53,2.812,1.3615
2023-07-18,14.76,16.116,15.8565,4.31,3.344,1.5095
2023-07-19,15.46,15.384,15.877,4.53,3.7619999999999996,1.6915
2023-07-20,16.73,15.222,15.916500000000003,3.86,3.882,1.8669999999999998
2023-07-21,18.43,15.982,16.1245,3.87,4.0200000000000005,2.025
2023-07-24,20.75,17.226,16.496499999999997,4.3,4.1739999999999995,2.242
2023-07-25,21.3,18.534,16.797,4.56,4.224,2.4925
2023-07-26,20.4,19.522,17.07,4.58,4.234,2.6895
2023-07-27,19.15,20.006,17.229,3.99,4.26,2.8545000000000003
2023-07-28,18.56,20.032,17.3095,4.84,4.454,3.0625
2023-07-31,22.12,20.305999999999997,17.5265,5.01,4.595999999999999,3.2205
2023-08-01,20.69,20.183999999999997,17.695500000000003,4.66,4.616,3.3534999999999995
2023-08-02,18.82,19.868000000000002,17.804,3.53,4.406000000000001,3.441
2023-08-03,18.77,19.791999999999998,18.036499999999997,3.31,4.27,3.558
2023-08-04,18.51,19.782000000000004,18.2065,2.92,3.886,3.6670000000000003
2023-08-07,18.93,19.144,18.359500000000004,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,18.8,18.766000000000002,18.4,3.32,3.342,3.8815
2023-08-09,18.92,18.786,18.39,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,19.45,18.922000000000004,18.4855,2.89,3.1220000000000003,3.8835
2023-08-11,21.29,19.478,18.8185,2.83,3.104,3.8659999999999997
2023-08-14,21.23,19.938000000000002,19.1535,3.23,3.024,3.851
2023-08-15,18.8,19.938,19.3555,2.44,2.848,3.7574999999999994
2023-08-16,18.5,19.854,19.5075,1.94,2.666,3.6279999999999992
2023-08-17,19.06,19.776,19.624,1.39,2.366,3.5044999999999993
2023-08-18,19.64,19.446,19.6845,1.45,2.09,3.3835
2023-08-21,19.37,19.074,19.615500000000004,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,18.71,19.056,19.486,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,18.82,19.119999999999997,19.407,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,18.17,18.942,19.358,1.53,1.8039999999999998,2.8905
2023-08-25,18.75,18.764,19.3675,1.97,1.908,2.747
2023-08-28,19.3,18.75,19.2265,2.41,2.0100000000000002,2.617
2023-08-29,19.17,18.842000000000002,19.1505,3.38,2.3440000000000003,2.553
2023-08-30,19.28,18.934000000000005,19.1735,3.66,2.59,2.5595
2023-08-31,19.74,19.247999999999998,19.222,3.58,3.0,2.573
2023-09-01,20.91,19.68,19.342,3.65,3.336,2.6094999999999997
2023-09-05,21.95,20.21,19.493,3.35,3.524,2.5955
2023-09-06,22.06,20.788,19.656,2.76,3.4,2.5675
2023-09-07,22.06,21.344,19.813,2.49,3.166,2.5495
2023-09-08,22.46,21.887999999999998,19.963500000000003,2.62,2.974,2.5360000000000005
2023-09-11,20.05,21.716,19.9015,3.26,2.896,2.5575
2023-09-12,22.23,21.772,19.9515,2.72,2.77,2.532
2023-09-13,21.79,21.718,20.101000000000003,2.84,2.786,2.5520000000000005
2023-09-14,22.53,21.812,20.302500000000002,3.7,3.028,2.6399999999999997
2023-09-15,22.01,21.722,20.45,2.45,2.9939999999999998,2.693
2023-09-18,22.52,22.216,20.594,2.56,2.854,2.7485
2023-09-19,22.51,22.272,20.750999999999998,2.36,2.782,2.7715000000000005
2023-09-20,22.14,22.342,20.9225,1.42,2.498,2.757
2023-09-21,21.06,22.048000000000002,21.0345,-0.2,1.718,2.6255
2023-09-22,21.84,22.014000000000003,21.218,-0.44,1.1400000000000001,2.527
2023-09-25,23.6,22.23,21.4605,-0.03,0.622,2.4270000000000005
2023-09-26,23.04,22.336000000000002,21.6475,-1.48,-0.146,2.2325
2023-09-27,25.04,22.916,21.941,-1.46,-0.722,1.9904999999999997
2023-09-28,24.76,23.656,22.215,-1.26,-0.9339999999999999,1.7445
2023-09-29,23.55,23.997999999999998,22.405499999999996,-1.49,-1.1440000000000001,1.491
2023-10-02,21.83,23.644,22.451500000000003,-1.47,-1.432,1.2349999999999999
2023-10-03,22.09,23.454,22.4585,-2.77,-1.69,0.929
2023-10-04,19.49,22.344,22.330000000000002,-2.07,-1.812,0.6875
2023-10-05,20.07,21.406,22.2305,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,18.95,20.486,22.055,-1.01,-1.8939999999999997,0.274
2023-10-09,21.95,20.509999999999998,22.15,-0.36,-1.672,0.09300000000000001
2023-10-10,21.83,20.458,22.130000000000003,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,18.02,20.163999999999998,21.941499999999998,0.56,-0.564,-0.14999999999999997
2023-10-12,18.12,19.773999999999997,21.721,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,20.09,20.002,21.625,-0.55,-0.048,-0.48650000000000004
2023-10-16,21.03,19.818,21.5505,0.47,0.118,-0.591
2023-10-17,22.59,19.970000000000002,21.554499999999997,0.48,0.186,-0.6849999999999999
2023-10-18,23.54,21.074,21.6245,-0.85,-0.09600000000000002,-0.7985
2023-10-19,23.67,22.184,21.755000000000003,-1.68,-0.426,-0.8724999999999999
2023-10-20,22.05,22.576,21.765499999999996,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,17.66,21.902,21.4685,-3.06,-1.6,-1.1465
2023-10-24,14.75,20.334,21.054,-2.34,-2.164,-1.1895
2023-10-25,14.19,18.464000000000002,20.5115,-3.7,-2.7340000000000004,-1.3015
2023-10-26,13.38,16.406,19.9425,-4.87,-3.372,-1.482
2023-10-27,5.88,13.172,19.059,-5.28,-3.85,-1.6715
2023-10-30,7.14,11.068000000000001,18.3245,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,6.87,9.492,17.563499999999998,-3.59,-4.319999999999999,-1.847
2023-11-01,5.5,7.754,16.863999999999997,-2.49,-4.078,-1.8679999999999999
2023-11-02,8.9,6.858,16.305500000000002,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,8.08,7.298,15.762,0.19,-2.15,-1.7355
2023-11-06,7.65,7.4,15.047000000000002,0.38,-1.242,-1.6985000000000003
2023-11-07,5.78,7.1819999999999995,14.244499999999999,0.65,-0.394,-1.673
2023-11-08,4.33,6.948,13.559999999999999,0.73,0.25,-1.6644999999999999
2023-11-09,3.99,5.966,12.8535,-0.01,0.388,-1.6635000000000002
2023-11-10,4.72,5.294,12.084999999999999,1.52,0.654,-1.56
2023-11-13,5.48,4.86,11.307500000000001,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,6.25,4.954,10.4905,3.34,1.4,-1.3695
2023-11-15,6.62,5.412000000000001,9.644499999999999,3.57,1.968,-1.1485
2023-11-16,3.86,5.386,8.654,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,5.82,5.606,7.842499999999999,3.86,3.18,-0.5415000000000001
2023-11-20,5.76,5.662000000000001,7.2475000000000005,4.63,3.822,-0.15700000000000008
2023-11-21,5.51,5.514,6.785500000000001,4.36,4.026,0.17799999999999994
2023-11-22,5.72,5.334,6.362,4.81,4.273999999999999,0.6034999999999999
2023-11-24,6.14,5.79,6.0,4.87,4.505999999999999,1.0905
2023-11-27,5.74,5.773999999999999,5.993,4.69,4.672,1.589
2023-11-28,6.58,5.938000000000001,5.965,4.79,4.704,2.0364999999999998
2023-11-29,5.42,5.92,5.8925,4.72,4.776000000000001,2.452
2023-11-30,5.19,5.814,5.877,5.12,4.837999999999999,2.8325
2023-12-01,5.96,5.7780000000000005,5.73,5.62,4.988,3.1485
2023-12-04,6.0,5.83,5.626,5.11,5.072,3.3945
2023-12-05,4.55,5.424,5.471,5.08,5.130000000000001,3.6295
2023-12-06,4.31,5.202,5.3975,4.72,5.13,3.8329999999999997
2023-12-07,4.23,5.01,5.3925,5.4,5.186,4.0665
2023-12-08,5.6,4.938,5.473000000000001,5.77,5.215999999999999,4.3555
2023-12-11,5.63,4.864,5.5185,6.12,5.418,4.585500000000001
2023-12-12,4.28,4.81,5.4585,6.6,5.7219999999999995,4.8445
2023-12-13,5.82,5.112,5.437,7.92,6.362,5.0735
2023-12-14,9.68,6.202,5.59,8.21,6.9239999999999995,5.3055
2023-12-15,9.26,6.934,5.86,8.06,7.382000000000001,5.523
2023-12-18,9.5,7.708,6.044,8.62,7.882,5.761
2023-12-19,10.92,9.036,6.3020000000000005,9.16,8.394,5.9875
2023-12-20,9.91,9.854,6.522,7.51,8.312,6.1450000000000005
2023-12-21,10.25,9.968,6.7485,8.36,8.341999999999999,6.3225
2023-12-22,10.49,10.214,6.966000000000001,8.57,8.443999999999999,6.5075
2023-12-26,11.48,10.61,7.253,8.94,8.508,6.720000000000001
2023-12-27,11.12,10.65,7.4799999999999995,9.1,8.495999999999999,6.9355
2023-12-28,9.56,10.580000000000002,7.687,9.11,8.815999999999999,7.154999999999999
2023-12-29,9.12,10.354000000000001,7.883500000000001,8.87,8.918000000000001,7.342499999999999
2024-01-02,9.18,10.092,8.0445,8.16,8.836,7.469499999999999
2024-01-03,11.24,10.044,8.3065,7.53,8.553999999999998,7.5905000000000005
2024-01-04,10.21,9.862,8.589500000000001,7.23,8.18,7.698
2024-01-05,10.03,9.956,8.8755,7.36,7.830000000000001,7.83
2024-01-08,9.4,10.012,9.134,8.85,7.8260000000000005,8.0025
2024-01-09,6.68,9.512,9.187999999999999,8.62,7.918000000000001,8.145
2024-01-10,5.82,8.428,9.1975,9.22,8.256,8.3
2024-01-11,6.38,7.662000000000001,9.3025,9.19,8.648,8.429499999999999
2024-01-12,7.81,7.217999999999999,9.402000000000001,9.23,9.022,8.495000000000001
2024-01-16,5.24,6.386,9.18,8.92,9.036,8.5305
2024-01-17,4.83,6.016,8.9585,8.42,8.996,8.5485
2024-01-18,3.9,5.632,8.678500000000001,9.22,8.995999999999999,8.578500000000002
2024-01-19,4.2,5.196,8.3425,10.34,9.226,8.6375
2024-01-22,4.38,4.51,8.065999999999999,10.55,9.49,8.7895
2024-01-23,4.09,4.279999999999999,7.758,10.83,9.872,8.913
2024-01-24,6.14,4.542,7.5405,10.91,10.370000000000001,9.03
2024-01-25,8.78,5.517999999999999,7.405499999999999,11.43,10.812000000000001,9.1545
2024-01-26,9.19,6.516,7.309,11.37,11.017999999999999,9.267999999999999
2024-01-29,9.15,7.470000000000001,7.288499999999999,12.06,11.32,9.4155
2024-01-30,9.9,8.632,7.327499999999999,11.99,11.552,9.5715
2024-01-31,7.95,8.994,7.266000000000001,10.45,11.459999999999999,9.686
2024-02-01,8.14,8.866,7.111,11.46,11.466,9.8825
2024-02-02,11.24,9.276,7.1625,12.41,11.674000000000001,10.141499999999999
2024-02-05,11.3,9.706,7.225999999999999,12.07,11.676,10.377
2024-02-06,11.31,9.988,7.3215,12.35,11.748,10.552000000000001
2024-02-07,11.16,10.629999999999999,7.5455,13.07,12.272,10.7745
2024-02-08,12.54,11.510000000000002,7.8815,13.13,12.606,10.97
2024-02-09,10.37,11.336,8.081,13.64,12.852,11.1925
2024-02-12,11.12,11.3,8.2465,13.6,13.157999999999998,11.411
2024-02-13,10.05,11.047999999999998,8.487,12.17,13.122,11.5735
2024-02-14,10.35,10.886,8.763,13.12,13.132,11.808499999999999
2024-02-15,12.84,10.946,9.209999999999999,13.8,13.266,12.0375
2024-02-16,12.97,11.466,9.6485,13.28,13.193999999999999,12.1845
2024-02-20,12.51,11.744,10.055,12.73,13.02,12.2935
2024-02-21,13.55,12.443999999999999,10.528,12.83,13.151999999999997,12.3935
2024-02-22,13.55,13.084,10.898500000000002,14.94,13.516,12.595
2024-02-23,12.99,13.114,11.109,14.99,13.754000000000001,12.773
2024-02-26,12.84,13.088,11.291500000000001,14.61,14.02,12.934999999999999
2024-02-27,11.17,12.819999999999999,11.392500000000002,14.81,14.435999999999998,13.0725
2024-02-28,11.3,12.370000000000001,11.4625,14.65,14.8,13.2055
2024-02-29,11.06,11.872,11.617999999999999,15.05,14.822,13.435500000000001
2024-03-01,11.44,11.562000000000001,11.783,15.81,14.986,13.653
2024-03-04,8.64,10.722,11.653,15.68,15.2,13.8165
2024-03-05,9.15,10.318000000000001,11.5455,14.57,15.152000000000001,13.941500000000001
2024-03-06,8.24,9.706,11.392,15.15,15.252,14.0815
2024-03-07,8.99,9.292,11.2835,16.24,15.49,14.24
2024-03-08,9.36,8.876000000000001,11.1245,15.57,15.442000000000002,14.362
2024-03-11,10.88,9.324000000000002,11.150000000000002,15.48,15.402000000000001,14.454000000000002
2024-03-12,10.8,9.654,11.134,16.5,15.788,14.599
2024-03-13,12.25,10.456,11.244,16.35,16.028,14.807999999999998
2024-03-14,13.56,11.370000000000001,11.4045,16.14,16.008000000000003,14.958999999999998
2024-03-15,13.45,12.187999999999999,11.434999999999999,15.48,15.989999999999998,15.043000000000001
2024-03-18,13.35,12.681999999999999,11.454,16.07,16.108,15.1825
2024-03-19,14.23,13.368,11.540000000000001,16.58,16.124000000000002,15.375
2024-03-20,12.72,13.462,11.4985,17.38,16.33,15.602500000000001
2024-03-21,12.95,13.34,11.4685,17.69,16.639999999999997,15.74
2024-03-22,12.8,13.209999999999999,11.459,17.27,16.998,15.854
2024-03-25,14.12,13.364,11.523,17.03,17.19,15.975
2024-03-26,13.25,13.168000000000001,11.626999999999999,16.78,17.23,16.073500000000003
2024-03-27,14.03,13.430000000000001,11.7635,17.57,17.268,16.2195
2024-03-28,15.04,13.847999999999999,11.9625,17.56,17.242,16.345
2024-04-01,15.73,14.434000000000001,12.177000000000001,17.14,17.216,16.411499999999997
2024-04-02,16.24,14.857999999999999,12.556999999999999,16.47,17.104,16.451
2024-04-03,16.71,15.55,12.934999999999999,16.56,17.06,16.5505
2024-04-04,16.89,16.122,13.367500000000001,15.31,16.608,16.558500000000002
2024-04-05,17.55,16.624,13.795499999999999,16.37,16.369999999999997,16.565
2024-04-08,17.31,16.94,14.192999999999998,16.41,16.224,16.607
2024-04-09,17.83,17.258000000000003,14.5405,16.55,16.240000000000002,16.6605
2024-04-10,18.32,17.580000000000002,14.9165,15.5,16.028,16.6105
2024-04-11,17.76,17.753999999999998,15.191999999999998,16.27,16.22,16.6065
2024-04-12,15.64,17.372,15.295999999999998,14.8,15.906,16.5395
2024-04-15,14.65,16.84,15.356,13.46,15.315999999999999,16.438499999999998
2024-04-16,13.71,16.016,15.374,13.26,14.658000000000001,16.298000000000002
2024-04-17,13.79,15.11,15.352,12.6,14.078,16.098999999999997
2024-04-18,14.64,14.485999999999999,15.447999999999999,12.36,13.296000000000001,15.847999999999999
2024-04-19,16.4,14.638,15.620499999999998,11.45,12.626,15.535999999999998
2024-04-22,17.79,15.266,15.87,12.38,12.41,15.2915
2024-04-23,18.36,16.195999999999998,16.082,13.77,12.512,15.128499999999999
2024-04-24,18.8,17.198,16.3595,13.69,12.73,14.974
2024-04-25,19.86,18.242,16.651,13.23,12.904,14.757
2024-04-26,20.23,19.008,16.9105,14.34,13.482,14.596
2024-04-29,20.51,19.552,17.1495,14.73,13.952000000000002,14.4755
2024-04-30,17.11,19.302,17.193,12.94,13.785999999999998,14.298999999999998
2024-05-01,15.74,18.69,17.1445,12.36,13.52,14.088999999999999
2024-05-02,16.47,18.012,17.1235,13.38,13.55,13.992499999999998
2024-05-03,16.15,17.196,17.053499999999996,14.75,13.632,13.911499999999998
2024-05-06,17.5,16.594,17.063,15.88,13.862,13.885
2024-05-07,17.76,16.724,17.0595,16.04,14.482,13.8595
2024-05-08,17.67,17.11,17.026999999999997,16.05,15.219999999999999,13.887
2024-05-09,19.67,17.750000000000004,17.1225,16.7,15.884,13.9085
2024-05-10,19.93,18.506,17.337,16.85,16.304000000000002,14.011000000000001
2024-05-13,19.04,18.814,17.5565,16.85,16.497999999999998,14.180499999999999
2024-05-14,18.39,18.94,17.7905,17.4,16.77,14.3875
2024-05-15,18.0,19.006,18.000999999999998,18.81,17.322,14.698000000000002
2024-05-16,16.61,18.394,18.0995,18.58,17.698,15.009
2024-05-17,17.73,17.954,18.166,18.76,18.08,15.374500000000001
2024-05-20,16.65,17.476,18.109,18.87,18.484,15.699000000000002
2024-05-21,15.81,16.96,17.9815,19.19,18.842000000000002,15.969999999999999
2024-05-22,14.1,16.18,17.7465,18.84,18.848000000000003,16.2275
2024-05-23,13.65,15.588,17.436,17.97,18.726000000000003,16.4645
2024-05-24,14.23,14.888,17.136,18.76,18.726,16.685499999999998
2024-05-28,15.15,14.588,16.868000000000002,18.86,18.724,16.892000000000003
2024-05-29,13.62,14.15,16.6935,18.03,18.492,17.1465
2024-05-30,14.59,14.248000000000001,16.636,17.25,18.174,17.391
2024-05-31,17.48,15.014,16.686500000000002,18.26,18.232,17.635
2024-06-03,13.79,14.925999999999998,16.5685,18.08,18.096,17.8015
2024-06-04,12.84,14.463999999999999,16.335500000000003,18.22,17.968,17.9185
2024-06-05,12.03,14.146,16.049,19.6,18.282000000000004,18.0965
2024-06-06,12.7,13.768,15.800500000000003,19.58,18.747999999999998,18.273
2024-06-07,12.81,12.834,15.457500000000001,19.43,18.982,18.4095
2024-06-10,13.28,12.732,15.125,19.81,19.328,18.557499999999997
2024-06-11,13.1,12.783999999999999,14.828,20.08,19.7,18.719
2024-06-12,11.48,12.674000000000001,14.482499999999998,21.06,19.991999999999997,18.901999999999997
2024-06-13,10.49,12.232,14.107,21.28,20.332,19.0255
2024-06-14,10.3,11.73,13.7915,21.38,20.722,19.1655
2024-06-17,10.74,11.222,13.442000000000002,22.32,21.224,19.3435
2024-06-18,10.84,10.77,13.151499999999999,22.64,21.736,19.532
2024-06-20,13.21,11.116000000000001,13.0215,22.31,21.985999999999997,19.688
2024-06-21,12.24,11.466000000000001,12.9285,22.04,22.137999999999998,19.848000000000003
2024-06-24,15.13,12.431999999999999,13.002500000000001,21.72,22.206,20.0355
2024-06-25,14.52,13.187999999999999,13.017,22.14,22.17,20.2045
2024-06-26,12.71,13.562000000000001,12.895,22.26,22.094,20.3745
2024-06-27,12.98,13.516,12.863,22.42,22.116000000000003,20.594
2024-06-28,13.05,13.678,12.786000000000001,21.66,22.04,20.814500000000002
2024-07-01,12.91,13.234,12.557500000000001,21.54,22.003999999999998,20.9785
2024-07-02,13.07,12.943999999999999,12.5215,22.15,22.006,21.182
2024-07-03,13.04,13.01,12.5315,22.58,22.07,21.4
2024-07-05,11.33,12.68,12.496500000000001,23.16,22.218,21.578
2024-07-08,11.34,12.338,12.428500000000001,23.25,22.535999999999998,21.7615
2024-07-09,10.38,11.832,12.307,23.35,22.898000000000003,21.9575
2024-07-10,11.92,11.602,12.239,24.29,23.326,22.1815
2024-07-11,12.01,11.395999999999999,12.1845,23.45,23.5,22.35
2024-07-12,12.24,11.578,12.2225,24.05,23.678,22.4995
