Date,rate_OXY,rate_OXY_5D,rate_OXY_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-11,59.69,56.775999999999996,34.7945,-9.21,-8.86,-6.8605
2022-03-14,54.14,56.876,36.0175,-9.84,-8.962,-7.0905000000000005
2022-03-15,51.42,56.798,37.3375,-7.92,-8.55,-7.210000000000001
2022-03-16,47.48,54.568000000000005,38.6565,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,60.33,54.612,40.646499999999996,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,55.8,53.834,42.3805,-3.77,-6.45,-7.235000000000001
2022-03-21,67.89,56.584,44.7615,-3.77,-5.236,-7.0985
2022-03-22,64.51,59.202,47.1495,-2.68,-4.188,-6.858499999999999
2022-03-23,65.02,62.71,49.5105,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,59.67,62.577999999999996,51.5715,-2.83,-3.3899999999999997,-6.3555
2022-03-25,62.13,63.843999999999994,53.781000000000006,-2.35,-3.106,-6.182499999999999
2022-03-28,56.83,61.632000000000005,55.016,-1.69,-2.69,-5.965000000000001
2022-03-29,57.23,60.176,56.0245,-0.48,-2.25,-5.63
2022-03-30,59.06,58.984,56.972,-1.09,-1.688,-5.4055
2022-03-31,57.09,58.467999999999996,57.880500000000005,-2.57,-1.636,-5.2325
2022-04-01,58.95,57.831999999999994,58.07149999999999,-2.24,-1.614,-5.0075
2022-04-04,58.13,58.092000000000006,58.29600000000001,-1.45,-1.566,-4.6135
2022-04-05,52.63,57.172000000000004,58.337,-2.62,-1.9939999999999998,-4.2455
2022-04-06,53.64,56.088,58.0875,-3.57,-2.4899999999999998,-4.0395
2022-04-07,57.84,56.238000000000014,57.974000000000004,-3.1,-2.596,-3.79
2022-04-08,68.78,58.20399999999999,58.42850000000001,-3.33,-2.814,-3.496
2022-04-11,58.47,58.272000000000006,58.644999999999996,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,61.76,60.098,59.162,-5.28,-4.044,-3.119
2022-04-13,63.06,61.982000000000006,59.94100000000001,-4.23,-4.176,-3.0345
2022-04-14,62.3,62.874,60.0395,-5.37,-4.630000000000001,-3.063
2022-04-18,67.77,62.672000000000004,60.638,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,65.09,63.996,60.498000000000005,-3.88,-4.822000000000001,-3.1475
2022-04-20,68.04,65.252,60.6745,-3.95,-4.556,-3.211
2022-04-21,61.89,65.018,60.517999999999994,-5.34,-4.7780000000000005,-3.283
2022-04-22,54.9,63.538,60.279500000000006,-7.86,-5.276,-3.5345
2022-04-25,50.29,60.04200000000001,59.6875,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,50.02,57.028,59.347,-9.95,-6.894,-4.1985
2022-04-27,52.11,53.842,59.090999999999994,-9.73,-8.05,-4.661
2022-04-28,56.03,52.67,58.939499999999995,-7.52,-8.485999999999999,-4.9825
2022-04-29,50.75,51.839999999999996,58.62249999999999,-10.83,-9.08,-5.3955
2022-05-02,57.79,53.339999999999996,58.56450000000001,-9.99,-9.604,-5.7829999999999995
2022-05-03,60.3,55.396,58.673,-9.62,-9.538,-6.1915
2022-05-04,66.53,58.279999999999994,59.36800000000001,-6.99,-8.99,-6.410000000000001
2022-05-05,68.46,60.766,60.109,-10.13,-9.512,-6.7379999999999995
2022-05-06,75.55,65.726,60.9945,-10.67,-9.48,-7.1165
2022-05-09,56.56,65.47999999999999,60.383500000000005,-13.43,-10.168,-7.6215
2022-05-10,60.78,65.576,60.499,-13.22,-10.888,-8.0355
2022-05-11,62.64,64.798,60.543000000000006,-14.58,-12.406,-8.500499999999999
2022-05-12,60.27,63.160000000000004,60.403499999999994,-14.64,-13.308000000000002,-9.021
2022-05-13,73.34,62.718,60.955499999999994,-12.68,-13.709999999999999,-9.3865
2022-05-16,83.13,68.032,61.7235,-12.99,-13.622,-9.7685
2022-05-17,83.72,72.62,62.65500000000001,-11.29,-13.236,-10.139
2022-05-18,73.93,74.878,62.9495,-14.71,-13.262,-10.677
2022-05-19,73.02,77.428,63.50599999999999,-15.27,-13.388,-11.1735
2022-05-20,71.13,76.98599999999999,64.3175,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,76.94,75.74799999999999,65.65,-13.68,-14.040000000000001,-11.8585
2022-05-24,76.0,74.204,66.949,-14.29,-14.64,-12.075500000000002
2022-05-25,79.56,75.33,68.3215,-13.59,-14.416,-12.2685
2022-05-26,85.68,77.862,69.804,-11.92,-13.745999999999999,-12.4885
2022-05-27,91.61,81.958,71.84700000000001,-9.77,-12.65,-12.435500000000001
2022-05-31,87.43,84.05600000000001,73.329,-10.26,-11.966,-12.449
2022-06-01,87.91,86.43800000000002,74.7095,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,84.95,87.516,75.6305,-9.06,-10.34,-12.606
2022-06-03,87.19,87.81800000000001,76.567,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,85.75,86.646,77.077,-10.26,-10.154,-12.604
2022-06-07,87.7,86.7,78.634,-9.4,-9.982,-12.4025
2022-06-08,84.54,86.02600000000001,79.822,-10.37,-9.918000000000001,-12.26
2022-06-09,76.55,84.346,80.5175,-12.42,-10.59,-12.152
2022-06-10,73.84,81.676,81.196,-14.93,-11.475999999999999,-12.1665
2022-06-13,65.45,77.616,80.8015,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,70.92,74.26,80.191,-18.32,-14.831999999999999,-12.705
2022-06-15,66.54,70.66,79.332,-17.18,-16.194,-12.999500000000001
2022-06-16,58.15,66.97999999999999,78.543,-19.83,-17.676,-13.255500000000001
2022-06-17,55.41,63.294000000000004,77.66250000000001,-19.62,-18.614,-13.472999999999999
2022-06-21,60.71,62.346000000000004,77.1415,-17.71,-18.532,-13.596
2022-06-22,55.63,59.288,76.076,-17.88,-18.444,-13.806000000000001
2022-06-23,56.41,57.262,75.0965,-17.04,-18.416,-13.9435
2022-06-24,59.86,57.604,74.1115,-14.53,-17.356,-13.9905
2022-06-27,63.2,59.162,72.9875,-14.84,-16.4,-14.136499999999998
2022-06-28,70.48,61.11600000000001,71.93100000000001,-16.63,-16.184,-14.479499999999998
2022-06-29,63.72,62.734,70.7455,-16.92,-15.992,-14.8125
2022-06-30,63.15,64.082,69.5075,-17.56,-16.096,-15.156
2022-07-01,65.38,65.186,68.52900000000001,-16.28,-16.446,-15.517
2022-07-05,62.02,64.95,67.2705,-16.14,-16.706,-15.799000000000001
2022-07-06,62.02,63.258,66.084,-15.85,-16.55,-16.0785
2022-07-07,68.36,64.186,65.11699999999999,-14.65,-16.096,-16.341
2022-07-08,66.19,64.79400000000001,64.1995,-14.7,-15.524000000000001,-16.5575
2022-07-11,63.07,64.33200000000001,63.5255,-15.64,-15.395999999999997,-16.7185
2022-07-12,57.22,63.372,62.69449999999999,-16.4,-15.447999999999999,-16.792
2022-07-13,58.96,62.760000000000005,62.370000000000005,-16.77,-15.632,-16.7245
2022-07-14,56.84,60.455999999999996,61.66600000000001,-16.99,-16.1,-16.658
2022-07-15,60.87,59.391999999999996,61.38250000000001,-15.46,-16.252000000000002,-16.572
2022-07-18,64.52,59.681999999999995,61.701,-16.14,-16.352,-16.3875
2022-07-19,72.08,62.653999999999996,62.534499999999994,-13.93,-15.857999999999999,-16.103
2022-07-20,74.07,65.676,63.20250000000001,-13.4,-15.184000000000001,-15.8875
2022-07-21,69.84,68.27599999999998,63.913,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,67.27,69.556,64.45599999999999,-13.32,-13.868,-15.434999999999999
2022-07-25,76.42,71.936,65.284,-13.24,-13.288,-15.370499999999998
2022-07-26,70.02,71.524,65.625,-14.25,-13.352,-15.341
2022-07-27,71.96,71.102,65.699,-12.07,-13.086000000000002,-15.113
2022-07-28,71.58,71.45,66.092,-10.99,-12.774,-14.8165
2022-07-29,80.08,74.012,66.9385,-9.72,-12.053999999999998,-14.4245
2022-08-01,76.59,74.046,67.499,-9.72,-11.350000000000001,-14.0965
2022-08-02,76.24,75.29,68.21,-10.15,-10.53,-13.797
2022-08-03,68.03,74.50399999999999,68.51050000000001,-9.12,-9.94,-13.460500000000001
2022-08-04,60.91,72.37,68.138,-9.18,-9.578,-13.187000000000001
2022-08-05,64.04,69.162,68.03049999999999,-9.31,-9.496,-12.9175
2022-08-08,66.11,67.066,68.1825,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,70.58,65.934,68.8505,-9.62,-9.319999999999999,-12.265
2022-08-10,71.43,66.614,69.474,-8.33,-9.162,-11.843
2022-08-11,76.76,69.78399999999999,70.47,-8.33,-8.992,-11.41
2022-08-12,76.84,72.34400000000001,71.26849999999999,-7.26,-8.581999999999999,-11.0
2022-08-15,74.22,73.96600000000001,71.7535,-6.98,-8.104000000000001,-10.542
2022-08-16,72.7,74.39000000000001,71.78450000000001,-6.87,-7.554,-10.189
2022-08-17,71.72,74.44800000000001,71.667,-7.3,-7.348000000000001,-9.884
2022-08-18,75.2,74.13600000000001,71.935,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,86.9,76.148,72.9165,-7.96,-7.244,-9.344
2022-08-22,82.78,77.85999999999999,73.2345,-9.24,-7.696,-9.144
2022-08-23,91.24,81.568,74.29549999999999,-9.38,-8.198,-8.9005
2022-08-24,93.23,85.87,75.359,-9.2,-8.578,-8.757
2022-08-25,92.47,89.324,76.4035,-8.33,-8.822,-8.623999999999999
2022-08-26,90.81,90.106,76.94000000000001,-10.4,-9.31,-8.658
2022-08-29,93.86,92.322,77.8035,-10.79,-9.620000000000001,-8.7115
2022-08-30,90.91,92.256,78.537,-11.42,-10.028,-8.774999999999999
2022-08-31,90.0,91.61,79.63550000000001,-11.87,-10.562,-8.9125
2022-09-01,85.39,90.194,80.8595,-11.4,-11.175999999999998,-9.0235
2022-09-02,85.72,89.176,81.9435,-11.98,-11.492,-9.157
2022-09-06,84.05,87.214,82.84049999999999,-12.17,-11.768,-9.297
2022-09-07,81.42,85.316,83.38250000000001,-10.9,-11.664,-9.361
2022-09-08,79.54,83.224,83.788,-10.38,-11.366,-9.4635
2022-09-09,81.83,82.512,84.0415,-9.13,-10.912,-9.503499999999999
2022-09-12,84.56,82.28,84.42750000000001,-8.23,-10.162,-9.552
2022-09-13,80.87,81.644,84.76,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,85.57,82.474,85.4035,-11.7,-10.290000000000001,-10.045
2022-09-15,80.24,82.614,85.8295,-12.63,-10.74,-10.311499999999999
2022-09-16,78.52,81.952,85.99549999999999,-13.28,-11.57,-10.620000000000001
2022-09-19,79.2,80.88,85.6105,-12.65,-12.453999999999999,-10.8545
2022-09-20,78.14,80.33399999999999,85.3785,-13.61,-12.774,-11.073
2022-09-21,73.91,78.002,84.512,-15.08,-13.45,-11.358
2022-09-22,71.79,76.312,83.44000000000001,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,63.46,73.3,81.98949999999999,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,61.21,69.702,80.5095,-17.92,-15.906,-12.503499999999999
2022-09-27,62.97,66.668,78.965,-18.14,-16.812,-12.871
2022-09-28,70.78,66.042,77.95849999999999,-16.92,-17.18,-13.146
2022-09-29,72.68,66.22,77.0925,-18.62,-17.748,-13.483500000000001
2022-09-30,70.89,67.706,76.3675,-19.84,-18.288,-13.905499999999998
2022-10-03,76.02,70.668,75.88250000000001,-17.32,-18.168,-14.172500000000003
2022-10-04,81.71,74.416,75.7655,-14.89,-17.518,-14.3085
2022-10-05,85.94,77.448,75.9915,-15.03,-17.14,-14.515
2022-10-06,93.37,81.58599999999998,76.683,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,91.49,85.70599999999999,77.16600000000001,-18.18,-16.264,-15.243500000000001
2022-10-10,80.25,86.55199999999999,76.9505,-18.77,-16.554,-15.770500000000002
2022-10-11,75.9,85.39000000000001,76.702,-19.3,-17.436,-16.135
2022-10-12,78.84,83.97,76.36550000000001,-19.54,-18.338,-16.526999999999997
2022-10-13,86.7,82.636,76.6885,-17.48,-18.654,-16.7695
2022-10-14,83.11,80.96000000000001,76.918,-19.3,-18.878,-17.070500000000003
2022-10-17,84.96,81.902,77.206,-17.29,-18.582,-17.3025
2022-10-18,86.11,83.944,77.6045,-16.34,-17.99,-17.439
2022-10-19,87.96,85.768,78.307,-16.91,-17.464,-17.530499999999996
2022-10-20,89.03,86.23400000000001,79.169,-17.57,-17.482,-17.619999999999997
2022-10-21,95.62,88.736,80.77700000000002,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,94.44,90.632,82.4385,-14.63,-16.216,-17.380000000000003
2022-10-25,95.15,92.44,84.0475,-13.27,-15.602,-17.1365
2022-10-26,99.07,94.662,85.462,-13.9,-15.0,-16.9855
2022-10-27,97.29,96.314,86.6925,-14.35,-14.356,-16.772
2022-10-28,97.2,96.63,88.008,-12.4,-13.709999999999999,-16.4
2022-10-31,99.28,97.598,89.17099999999999,-12.98,-13.38,-16.183
2022-11-01,100.07,98.58200000000001,90.08900000000001,-13.0,-13.325999999999999,-16.0885
2022-11-02,92.85,97.338,90.4345,-15.11,-13.568000000000001,-16.0925
2022-11-03,95.69,97.018,90.5505,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,98.65,97.308,90.90849999999999,-14.8,-14.372,-15.927000000000001
2022-11-07,105.87,98.626,92.1895,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,102.82,99.176,93.5355,-13.57,-14.696000000000002,-15.4035
2022-11-09,84.38,97.482,93.8125,-15.28,-14.73,-15.1905
2022-11-10,91.2,96.584,94.0375,-10.81,-13.697999999999999,-14.857
2022-11-11,101.49,97.152,94.95649999999999,-9.98,-12.734,-14.391
2022-11-14,98.68,95.714,95.6425,-10.68,-12.064,-14.060500000000001
2022-11-15,101.78,95.506,96.426,-9.96,-11.342,-13.741499999999998
2022-11-16,95.05,97.64,96.78049999999999,-10.63,-10.412,-13.4275
2022-11-17,93.78,98.15599999999999,97.018,-10.88,-10.426,-13.093
2022-11-18,93.22,96.502,96.898,-10.49,-10.528,-12.836000000000002
2022-11-21,88.75,94.51599999999999,96.6135,-10.8,-10.552000000000001,-12.6445
2022-11-22,97.34,93.628,96.723,-9.64,-10.488000000000001,-12.463
2022-11-23,92.88,93.194,96.4135,-9.09,-10.180000000000001,-12.2225
2022-11-25,90.61,92.56,96.07950000000001,-9.1,-9.824,-11.96
2022-11-28,85.07,90.92999999999999,95.473,-10.5,-9.825999999999999,-11.865
2022-11-29,87.45,90.67,94.8815,-10.66,-9.798,-11.749
2022-11-30,88.48,88.898,94.30199999999999,-7.97,-9.464,-11.4975
2022-12-01,84.55,87.232,93.887,-7.76,-9.198,-11.129999999999999
2022-12-02,83.0,85.71000000000001,93.2525,-7.89,-8.956,-10.725999999999999
2022-12-05,78.11,84.31800000000001,92.2255,-9.46,-8.748000000000001,-10.459
2022-12-06,72.2,81.268,90.542,-10.72,-8.76,-10.2935
2022-12-07,71.7,77.912,88.986,-10.89,-9.344,-10.1595
2022-12-08,71.06,75.214,88.32,-10.21,-9.834,-9.906000000000002
2022-12-09,68.11,72.236,87.16550000000001,-10.84,-10.424000000000001,-9.9075
2022-12-12,71.91,70.99600000000001,85.6865,-9.61,-10.454,-9.889
2022-12-13,72.58,71.072,84.3815,-8.96,-10.102,-9.803
2022-12-14,70.98,70.928,82.8415,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,69.59,70.634,81.5685,-11.68,-10.118,-9.8325
2022-12-16,67.91,70.59400000000001,80.275,-12.71,-10.492,-9.924
2022-12-19,67.58,69.72800000000001,78.99300000000001,-13.44,-11.258,-10.0715
2022-12-20,67.48,68.708,77.9295,-13.72,-12.209999999999999,-10.2175
2022-12-21,71.12,68.73599999999999,76.6185,-12.46,-12.802000000000001,-10.3585
2022-12-22,65.95,68.00800000000001,75.272,-13.66,-13.197999999999999,-10.587
2022-12-23,71.71,68.768,74.327,-13.19,-13.294,-10.7915
2022-12-27,72.72,69.796,73.7095,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,66.7,69.64,72.672,-14.56,-13.478,-11.1375
2022-12-29,67.24,68.864,71.60999999999999,-13.08,-13.602,-11.392999999999999
2022-12-30,69.14,69.502,70.8395,-13.31,-13.532,-11.6705
2023-01-03,62.46,67.652,69.8125,-13.32,-13.558000000000002,-11.942
2023-01-04,62.62,65.63199999999999,69.038,-12.72,-13.398000000000001,-12.105
2023-01-05,65.55,65.402,68.7055,-13.65,-13.216,-12.2515
2023-01-06,69.62,65.878,68.6015,-11.74,-12.948000000000002,-12.294
2023-01-09,70.49,66.148,68.57300000000001,-11.8,-12.646,-12.3735
2023-01-10,70.68,67.792,68.7015,-11.18,-12.218,-12.3905
2023-01-11,70.52,69.372,68.632,-10.08,-11.690000000000001,-12.414
2023-01-12,74.9,71.24199999999999,68.74799999999999,-9.75,-10.91,-12.4535
2023-01-13,73.76,72.07000000000001,68.88700000000001,-9.41,-10.444,-12.449
2023-01-17,72.19,72.41,69.017,-9.54,-9.992,-12.342
2023-01-18,71.4,72.554,69.19149999999999,-10.98,-9.952,-12.255500000000001
2023-01-19,74.72,73.394,69.5485,-11.6,-10.256,-12.1635
2023-01-20,78.01,74.016,70.075,-10.01,-10.308,-11.978
2023-01-23,76.92,74.648,70.36500000000001,-8.94,-10.213999999999999,-11.802
2023-01-24,71.42,74.494,70.6385,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,71.66,74.546,70.636,-9.01,-9.72,-11.362
2023-01-26,78.49,75.3,70.9245,-8.06,-9.012,-11.089
2023-01-27,77.03,75.104,71.441,-7.8,-8.57,-10.751
2023-01-30,70.62,73.84400000000001,71.60999999999999,-8.93,-8.568,-10.5435
2023-01-31,72.38,74.036,71.772,-7.66,-8.291999999999998,-10.261
2023-02-01,67.38,73.17999999999999,72.018,-6.52,-7.794,-9.921
2023-02-02,64.71,70.42399999999999,72.1225,-5.25,-7.231999999999999,-9.5475
2023-02-03,61.52,67.322,71.92099999999999,-6.21,-6.914,-9.175500000000001
2023-02-06,62.32,65.662,71.55600000000001,-6.73,-6.473999999999999,-8.925
2023-02-07,70.29,65.244,71.546,-5.74,-6.09,-8.622
2023-02-08,68.54,65.476,71.439,-6.59,-6.104,-8.3925
2023-02-09,66.63,65.86,71.24449999999999,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,72.99,68.154,71.149,-7.06,-6.6739999999999995,-8.1165
2023-02-13,70.71,69.832,70.9965,-6.18,-6.564,-7.955
2023-02-14,74.86,70.74600000000001,71.13000000000001,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,65.83,70.204,70.8515,-5.96,-6.531999999999999,-7.5375
2023-02-16,64.78,69.834,70.3545,-6.98,-6.478,-7.3065
2023-02-17,60.14,67.264,69.461,-7.17,-6.5,-7.164500000000001
2023-02-21,57.75,64.672,68.50250000000001,-8.6,-6.984,-7.147500000000001
2023-02-22,54.08,60.516,67.63550000000001,-8.69,-7.4799999999999995,-7.13
2023-02-23,56.18,58.586,66.8615,-8.34,-7.956,-7.096500000000001
2023-02-24,55.55,56.739999999999995,65.7145,-9.1,-8.379999999999999,-7.1485
2023-02-27,55.5,55.812,64.638,-8.85,-8.716,-7.2010000000000005
2023-02-28,54.45,55.152,63.82950000000001,-9.16,-8.828,-7.2125
2023-03-01,56.19,55.574,63.019999999999996,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,57.63,55.864,62.532500000000006,-8.66,-9.001999999999999,-7.3985
2023-03-03,60.15,56.784000000000006,62.304500000000004,-7.41,-8.663999999999998,-7.5065
2023-03-06,61.26,57.936,62.291500000000006,-7.32,-8.358,-7.561999999999999
2023-03-07,59.11,58.86800000000001,62.13099999999999,-8.65,-8.256,-7.6579999999999995
2023-03-08,62.47,60.124,61.739999999999995,-8.52,-8.112,-7.797
2023-03-09,58.36,60.27,61.230999999999995,-10.08,-8.396,-7.971499999999999
2023-03-10,56.54,59.548,60.7265,-11.27,-9.168000000000001,-8.1725
2023-03-13,54.7,58.236000000000004,59.812,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,57.41,57.896,59.147000000000006,-10.0,-10.256,-8.581
2023-03-15,48.59,55.120000000000005,57.833499999999994,-10.53,-10.658,-8.797
2023-03-16,54.42,54.331999999999994,57.263,-9.06,-10.453999999999999,-8.952
2023-03-17,52.96,53.616,56.672000000000004,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,54.26,53.528,56.378,-9.23,-9.768,-9.206999999999999
2023-03-21,57.55,53.556000000000004,56.367999999999995,-8.08,-9.384,-9.181000000000001
2023-03-22,53.48,54.534000000000006,56.338,-9.56,-9.190000000000001,-9.2245
2023-03-23,52.96,54.242,56.177,-9.35,-9.248000000000001,-9.275
2023-03-24,52.17,54.084,56.007999999999996,-9.13,-9.069999999999999,-9.2765
2023-03-27,56.01,54.43399999999999,56.033500000000004,-8.98,-9.02,-9.283
2023-03-28,62.69,55.462,56.445499999999996,-9.14,-9.232000000000001,-9.282
2023-03-29,62.38,57.242,56.75500000000001,-7.87,-8.894,-9.2135
2023-03-30,62.98,59.246,57.0225,-7.33,-8.49,-9.147
2023-03-31,63.27,61.465999999999994,57.1785,-6.05,-7.8740000000000006,-9.079
2023-04-03,68.92,64.048,57.5615,-5.56,-7.19,-8.991000000000001
2023-04-04,68.02,65.114,58.007000000000005,-6.08,-6.578,-8.8625
2023-04-05,67.35,66.108,58.251,-6.3,-6.264,-8.7515
2023-04-06,63.41,66.19399999999999,58.50350000000001,-5.95,-5.988,-8.545
2023-04-10,66.11,66.762,58.982000000000006,-5.85,-5.9479999999999995,-8.274
2023-04-11,66.83,66.344,59.588499999999996,-5.84,-6.004,-7.9955
2023-04-12,68.05,66.35,60.12049999999999,-6.21,-6.029999999999999,-7.806
2023-04-13,67.87,66.454,61.084500000000006,-5.01,-5.772,-7.529999999999999
2023-04-14,67.12,67.196,61.7195,-5.2,-5.622,-7.337000000000001
2023-04-17,63.15,66.604,62.229,-4.88,-5.428,-7.08
2023-04-18,63.3,65.898,62.681,-4.82,-5.224,-6.8595
2023-04-19,61.93,64.674,62.9,-4.83,-4.948,-6.697
2023-04-20,60.79,63.258,63.265499999999996,-5.36,-5.018000000000001,-6.487
2023-04-21,60.38,61.910000000000004,63.6365,-5.3,-5.037999999999999,-6.2845
2023-04-24,62.68,61.815999999999995,64.162,-5.18,-5.098000000000001,-6.087
2023-04-25,58.98,60.952,64.3105,-6.43,-5.42,-5.9595
2023-04-26,56.21,59.80800000000001,63.9865,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,57.04,59.05800000000001,63.7195,-5.24,-5.786,-5.71
2023-04-28,59.5,58.882000000000005,63.54549999999999,-4.56,-5.638,-5.5715
2023-05-01,57.32,57.81,63.248000000000005,-4.51,-5.504,-5.4944999999999995
2023-05-02,54.44,56.902,62.52399999999999,-5.49,-5.316,-5.4910000000000005
2023-05-03,51.71,56.001999999999995,61.708499999999994,-6.08,-5.176,-5.4910000000000005
2023-05-04,51.02,54.798,60.891999999999996,-6.71,-5.47,-5.5115
2023-05-05,56.09,54.116,60.525999999999996,-5.15,-5.588,-5.471500000000001
2023-05-08,51.68,52.988,59.8045,-5.11,-5.708,-5.4345
2023-05-09,51.68,52.436,59.047000000000004,-5.5,-5.71,-5.4174999999999995
2023-05-10,46.28,51.35,57.958499999999994,-5.1,-5.514,-5.362
2023-05-11,49.05,50.956,57.0175,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,49.46,49.63,56.1345,-5.35,-5.258,-5.3805000000000005
2023-05-15,50.56,49.406,55.504999999999995,-5.04,-5.244,-5.3885
2023-05-16,49.58,48.986000000000004,54.819,-5.65,-5.274,-5.430000000000001
2023-05-17,51.58,50.046,54.3015,-4.56,-5.166,-5.416500000000001
2023-05-18,49.86,50.208000000000006,53.75500000000001,-3.65,-4.85,-5.331
2023-05-19,52.12,50.739999999999995,53.342000000000006,-3.8,-4.54,-5.255999999999999
2023-05-22,51.89,51.006,52.802499999999995,-3.74,-4.28,-5.184
2023-05-23,53.54,51.798,52.530499999999996,-4.8,-4.109999999999999,-5.1025
2023-05-24,52.79,52.04,52.359500000000004,-5.51,-4.3,-5.039
