Date,rate_GE_5D,rate_GE_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-2.982,-4.214,-1.688,-5.4055
2022-03-31,-3.5200000000000005,-4.2545,-1.636,-5.2325
2022-04-01,-3.806,-4.0745,-1.614,-5.0075
2022-04-04,-3.772,-3.7329999999999997,-1.566,-4.6135
2022-04-05,-4.674,-3.629,-1.9939999999999998,-4.2455
2022-04-06,-5.6,-3.6905,-2.4899999999999998,-4.0395
2022-04-07,-5.984,-3.7795,-2.596,-3.79
2022-04-08,-6.542,-3.9019999999999997,-2.814,-3.496
2022-04-11,-7.0200000000000005,-4.037,-3.5120000000000005,-3.2510000000000003
2022-04-12,-7.039999999999999,-4.1495,-4.044,-3.119
2022-04-13,-6.867999999999999,-4.343500000000001,-4.176,-3.0345
2022-04-14,-6.587999999999999,-4.576,-4.630000000000001,-3.063
2022-04-18,-6.452,-4.8335,-5.034000000000001,-3.1420000000000003
2022-04-19,-5.994,-4.975,-4.822000000000001,-3.1475
2022-04-20,-5.7059999999999995,-5.146,-4.556,-3.211
2022-04-21,-5.505999999999999,-5.238999999999999,-4.7780000000000005,-3.283
2022-04-22,-5.867999999999999,-5.49,-5.276,-3.5345
2022-04-25,-5.976,-5.694,-5.680000000000001,-3.7855000000000003
2022-04-26,-8.308,-6.2735,-6.894,-4.1985
2022-04-27,-11.028,-7.112,-8.05,-4.661
2022-04-28,-13.913999999999998,-7.9719999999999995,-8.485999999999999,-4.9825
2022-04-29,-16.91,-8.8375,-9.08,-5.3955
2022-05-02,-19.741999999999997,-9.678,-9.604,-5.7829999999999995
2022-05-03,-20.226,-10.386999999999999,-9.538,-6.1915
2022-05-04,-19.654,-10.857,-8.99,-6.410000000000001
2022-05-05,-19.357999999999997,-11.4115,-9.512,-6.7379999999999995
2022-05-06,-18.48,-11.9615,-9.48,-7.1165
2022-05-09,-19.008000000000003,-12.7945,-10.168,-7.6215
2022-05-10,-19.896,-13.606,-10.888,-8.0355
2022-05-11,-21.53,-14.479499999999998,-12.406,-8.500499999999999
2022-05-12,-22.616,-15.348499999999998,-13.308000000000002,-9.021
2022-05-13,-23.262,-16.13,-13.709999999999999,-9.3865
2022-05-16,-22.918,-16.910999999999998,-13.622,-9.7685
2022-05-17,-22.28,-17.677500000000002,-13.236,-10.139
2022-05-18,-21.71,-18.4805,-13.262,-10.677
2022-05-19,-21.2,-19.272,-13.388,-11.1735
2022-05-20,-21.158,-19.9525,-13.901999999999997,-11.543000000000001
2022-05-23,-20.985999999999997,-20.6635,-14.040000000000001,-11.8585
2022-05-24,-21.375999999999998,-20.944499999999998,-14.64,-12.075500000000002
2022-05-25,-21.516,-21.1025,-14.416,-12.2685
2022-05-26,-21.252000000000002,-21.106500000000004,-13.745999999999999,-12.4885
2022-05-27,-20.522000000000002,-20.8555,-12.65,-12.435500000000001
2022-05-31,-19.934,-20.7115,-11.966,-12.449
2022-06-01,-19.204,-20.689,-11.245999999999999,-12.502500000000001
2022-06-02,-18.378,-20.783499999999997,-10.34,-12.606
2022-06-03,-18.282,-20.8375,-10.056000000000001,-12.624500000000001
2022-06-06,-18.544,-20.871499999999997,-10.154,-12.604
2022-06-07,-18.498,-20.584,-9.982,-12.4025
2022-06-08,-18.574,-20.3585,-9.918000000000001,-12.26
2022-06-09,-19.246000000000002,-20.2125,-10.59,-12.152
2022-06-10,-20.446,-20.295,-11.475999999999999,-12.1665
2022-06-13,-22.388,-20.653000000000002,-13.048000000000002,-12.438500000000001
2022-06-14,-24.47,-20.972,-14.831999999999999,-12.705
2022-06-15,-26.156,-21.3275,-16.194,-12.999500000000001
2022-06-16,-28.142000000000003,-21.8205,-17.676,-13.255500000000001
2022-06-17,-29.238,-22.3045,-18.614,-13.472999999999999
2022-06-21,-29.65,-22.776,-18.532,-13.596
2022-06-22,-30.386000000000003,-23.322000000000003,-18.444,-13.806000000000001
2022-06-23,-31.439999999999998,-23.8435,-18.416,-13.9435
2022-06-24,-31.066000000000003,-24.208000000000002,-17.356,-13.9905
2022-06-27,-30.918,-24.720999999999997,-16.4,-14.136499999999998
2022-06-28,-30.892000000000003,-25.3685,-16.184,-14.479499999999998
2022-06-29,-31.07,-26.106,-15.992,-14.8125
2022-06-30,-31.153999999999996,-26.831,-16.096,-15.156
2022-07-01,-31.715999999999998,-27.542499999999997,-16.446,-15.517
2022-07-05,-32.507999999999996,-28.277499999999996,-16.706,-15.799000000000001
2022-07-06,-33.222,-29.038,-16.55,-16.0785
2022-07-07,-33.178000000000004,-29.776,-16.096,-16.341
2022-07-08,-33.076,-30.4565,-15.524000000000001,-16.5575
2022-07-11,-33.410000000000004,-31.083499999999997,-15.395999999999997,-16.7185
2022-07-12,-33.2,-31.465999999999998,-15.447999999999999,-16.792
2022-07-13,-33.11,-31.7185,-15.632,-16.7245
2022-07-14,-33.513999999999996,-32.037,-16.1,-16.658
2022-07-15,-33.596000000000004,-32.316500000000005,-16.252000000000002,-16.572
2022-07-18,-33.22,-32.353,-16.352,-16.3875
2022-07-19,-32.43,-32.264,-15.857999999999999,-16.103
2022-07-20,-31.178000000000004,-32.1005,-15.184000000000001,-15.8875
2022-07-21,-29.682,-31.861,-14.296000000000001,-15.620999999999999
2022-07-22,-28.55,-31.594,-13.868,-15.434999999999999
2022-07-25,-27.554000000000002,-31.475,-13.288,-15.370499999999998
2022-07-26,-26.538,-31.169,-13.352,-15.341
2022-07-27,-25.754,-30.816000000000003,-13.086000000000002,-15.113
2022-07-28,-24.688,-30.265499999999996,-12.774,-14.8165
2022-07-29,-23.470000000000002,-29.672999999999995,-12.053999999999998,-14.4245
2022-08-01,-21.788000000000004,-28.993000000000002,-11.350000000000001,-14.0965
2022-08-02,-21.004,-28.293,-10.53,-13.797
2022-08-03,-20.174,-27.554000000000002,-9.94,-13.460500000000001
2022-08-04,-19.846,-26.932499999999997,-9.578,-13.187000000000001
2022-08-05,-19.572,-26.296999999999997,-9.496,-12.9175
2022-08-08,-19.669999999999998,-25.558,-9.425999999999998,-12.604000000000001
2022-08-09,-19.576,-24.887,-9.319999999999999,-12.265
2022-08-10,-19.218,-24.081,-9.162,-11.843
2022-08-11,-18.43,-23.1615,-8.992,-11.41
2022-08-12,-17.6,-22.298000000000002,-8.581999999999999,-11.0
2022-08-15,-16.918,-21.4825,-8.104000000000001,-10.542
2022-08-16,-16.02,-20.7845,-7.554,-10.189
2022-08-17,-15.61,-20.189,-7.348000000000001,-9.884
2022-08-18,-15.562000000000001,-19.6315,-7.104000000000001,-9.611999999999998
2022-08-19,-15.878,-19.130000000000003,-7.244,-9.344
2022-08-22,-16.594,-18.7425,-7.696,-9.144
2022-08-23,-17.3,-18.475,-8.198,-8.9005
2022-08-24,-17.752,-18.188499999999998,-8.578,-8.757
2022-08-25,-17.9,-17.9345,-8.822,-8.623999999999999
2022-08-26,-18.247999999999998,-17.8245,-9.31,-8.658
2022-08-29,-18.066,-17.812,-9.620000000000001,-8.7115
2022-08-30,-18.206,-17.7755,-10.028,-8.774999999999999
2022-08-31,-18.676,-17.814,-10.562,-8.9125
2022-09-01,-19.294,-17.7965,-11.175999999999998,-9.0235
2022-09-02,-19.592000000000002,-17.8295,-11.492,-9.157
2022-09-06,-20.038,-17.904000000000003,-11.768,-9.297
2022-09-07,-20.098,-17.906,-11.664,-9.361
2022-09-08,-19.880000000000003,-17.9795,-11.366,-9.4635
2022-09-09,-19.662,-18.1045,-10.912,-9.503499999999999
2022-09-12,-19.098000000000003,-18.204,-10.162,-9.552
2022-09-13,-19.434,-18.532999999999998,-10.129999999999999,-9.803500000000001
2022-09-14,-20.192,-18.949,-10.290000000000001,-10.045
2022-09-15,-21.222,-19.3825,-10.74,-10.311499999999999
2022-09-16,-22.832,-19.922,-11.57,-10.620000000000001
2022-09-19,-24.558,-20.374000000000002,-12.453999999999999,-10.8545
2022-09-20,-25.448,-20.7465,-12.774,-11.073
2022-09-21,-26.462,-21.2395,-13.45,-11.358
2022-09-22,-27.212,-21.7475,-14.080000000000002,-11.687000000000001
2022-09-23,-27.610000000000003,-22.3495,-14.851999999999999,-12.127500000000001
2022-09-26,-28.189999999999998,-22.8595,-15.906,-12.503499999999999
2022-09-27,-28.644,-23.391,-16.812,-12.871
2022-09-28,-28.808,-23.89,-17.18,-13.146
2022-09-29,-29.377999999999997,-24.423000000000002,-17.748,-13.483500000000001
2022-09-30,-29.951999999999998,-25.014,-18.288,-13.905499999999998
2022-10-03,-29.964,-25.4525,-18.168,-14.172500000000003
2022-10-04,-29.148000000000003,-25.6685,-17.518,-14.3085
2022-10-05,-28.351999999999997,-25.9535,-17.14,-14.515
2022-10-06,-27.444,-26.314,-16.595999999999997,-14.791000000000002
2022-10-07,-26.718,-26.778,-16.264,-15.243500000000001
2022-10-10,-26.419999999999998,-27.283000000000005,-16.554,-15.770500000000002
2022-10-11,-27.190000000000005,-27.607499999999998,-17.436,-16.135
2022-10-12,-27.776,-27.849499999999995,-18.338,-16.526999999999997
2022-10-13,-27.395999999999997,-27.857499999999998,-18.654,-16.7695
2022-10-14,-26.736,-27.754,-18.878,-17.070500000000003
2022-10-17,-25.933999999999997,-27.627,-18.582,-17.3025
2022-10-18,-24.462,-27.360999999999997,-17.99,-17.439
2022-10-19,-23.188,-27.031,-17.464,-17.530499999999996
2022-10-20,-22.740000000000002,-26.7395,-17.482,-17.619999999999997
2022-10-21,-21.584,-26.247499999999995,-16.747999999999998,-17.544500000000003
2022-10-24,-20.54,-25.714499999999997,-16.216,-17.380000000000003
2022-10-25,-20.032,-25.208,-15.602,-17.1365
2022-10-26,-18.944,-24.564999999999998,-15.0,-16.9855
2022-10-27,-17.612000000000002,-23.798,-14.356,-16.772
2022-10-28,-16.394,-22.857999999999997,-13.709999999999999,-16.4
2022-10-31,-15.41,-22.076,-13.38,-16.183
2022-11-01,-14.193999999999999,-21.469500000000004,-13.325999999999999,-16.0885
2022-11-02,-13.698000000000002,-20.9015,-13.568000000000001,-16.0925
2022-11-03,-13.11,-20.2145,-13.892000000000001,-16.095999999999997
2022-11-04,-12.453999999999999,-19.292,-14.372,-15.927000000000001
2022-11-07,-11.168,-18.263,-14.581999999999999,-15.690000000000001
2022-11-08,-9.914,-17.1505,-14.696000000000002,-15.4035
2022-11-09,-8.672,-16.1255,-14.73,-15.1905
2022-11-10,-7.145999999999999,-15.151999999999997,-13.697999999999999,-14.857
2022-11-11,-5.996,-14.107,-12.734,-14.391
2022-11-14,-5.468,-13.1465,-12.064,-14.060500000000001
2022-11-15,-4.77,-12.227500000000001,-11.342,-13.741499999999998
2022-11-16,-4.382,-11.424,-10.412,-13.4275
2022-11-17,-4.38,-10.562000000000001,-10.426,-13.093
2022-11-18,-4.564,-9.852,-10.528,-12.836000000000002
2022-11-21,-4.552,-9.1495,-10.552000000000001,-12.6445
2022-11-22,-4.561999999999999,-8.36,-10.488000000000001,-12.463
2022-11-23,-3.968,-7.68,-10.180000000000001,-12.2225
2022-11-25,-3.432,-7.017,-9.824,-11.96
2022-11-28,-3.4200000000000004,-6.608499999999999,-9.825999999999999,-11.865
2022-11-29,-3.464,-6.163,-9.798,-11.749
2022-11-30,-3.722,-5.742,-9.464,-11.4975
2022-12-01,-4.188000000000001,-5.3025,-9.198,-11.129999999999999
2022-12-02,-4.426,-4.846,-8.956,-10.725999999999999
2022-12-05,-4.544,-4.631,-8.748000000000001,-10.459
2022-12-06,-4.572,-4.514,-8.76,-10.2935
2022-12-07,-4.71,-4.441,-9.344,-10.1595
2022-12-08,-5.018,-4.389,-9.834,-9.906000000000002
2022-12-09,-6.038,-4.569,-10.424000000000001,-9.9075
2022-12-12,-6.324,-4.712999999999999,-10.454,-9.889
2022-12-13,-6.804,-4.848,-10.102,-9.803
2022-12-14,-7.526000000000001,-5.13,-9.824000000000002,-9.780000000000001
2022-12-15,-8.536,-5.4275,-10.118,-9.8325
2022-12-16,-9.36,-5.814,-10.492,-9.924
2022-12-19,-10.446000000000002,-6.1835,-11.258,-10.0715
2022-12-20,-10.968,-6.452,-12.209999999999999,-10.2175
2022-12-21,-10.616,-6.6435,-12.802000000000001,-10.3585
2022-12-22,-9.966,-6.927000000000001,-13.197999999999999,-10.587
2022-12-23,-9.066,-7.222500000000001,-13.294,-10.7915
2022-12-27,-8.026,-7.334999999999999,-13.309999999999999,-10.942499999999999
2022-12-28,-7.67,-7.5035,-13.478,-11.1375
2022-12-29,-7.502,-7.588500000000001,-13.602,-11.392999999999999
2022-12-30,-7.061999999999999,-7.6455,-13.532,-11.6705
2023-01-03,-6.346,-7.702500000000001,-13.558000000000002,-11.942
2023-01-04,-4.7780000000000005,-7.3935,-13.398000000000001,-12.105
2023-01-05,-2.7119999999999997,-7.038500000000001,-13.216,-12.2515
2023-01-06,-0.8460000000000001,-6.6225,-12.948000000000002,-12.294
2023-01-09,1.218,-6.0865,-12.646,-12.3735
2023-01-10,3.7479999999999998,-5.256,-12.218,-12.3905
2023-01-11,5.894,-4.339,-11.690000000000001,-12.414
2023-01-12,8.068000000000001,-3.3205,-10.91,-12.4535
2023-01-13,10.437999999999999,-2.1315,-10.444,-12.449
2023-01-17,12.681999999999999,-0.782,-9.992,-12.342
2023-01-18,13.830000000000002,0.5414999999999999,-9.952,-12.255500000000001
2023-01-19,13.591999999999999,1.6704999999999999,-10.256,-12.1635
2023-01-20,13.251999999999999,2.7344999999999997,-10.308,-11.978
2023-01-23,13.128,3.8045,-10.213999999999999,-11.802
2023-01-24,13.148,4.996499999999999,-10.113999999999999,-11.571000000000002
2023-01-25,13.540000000000001,6.193,-9.72,-11.362
2023-01-26,14.708000000000002,7.354000000000001,-9.012,-11.089
2023-01-27,16.152,8.690000000000001,-8.57,-10.751
2023-01-30,16.410000000000004,9.7825,-8.568,-10.5435
2023-01-31,16.35,10.8495,-8.291999999999998,-10.261
2023-02-01,16.674,11.948,-7.794,-9.921
2023-02-02,17.332,12.881499999999999,-7.231999999999999,-9.5475
2023-02-03,16.968,13.61,-6.914,-9.175500000000001
2023-02-06,17.29,14.316500000000001,-6.473999999999999,-8.925
2023-02-07,17.648,14.957000000000003,-6.09,-8.622
2023-02-08,17.565999999999995,15.4025,-6.104,-8.3925
2023-02-09,16.79,15.605500000000001,-6.5040000000000004,-8.251000000000001
2023-02-10,16.644,15.754,-6.6739999999999995,-8.1165
2023-02-13,16.722,15.8875,-6.564,-7.955
2023-02-14,17.048,16.048499999999997,-6.6579999999999995,-7.788500000000001
2023-02-15,17.683999999999997,16.366,-6.531999999999999,-7.5375
2023-02-16,18.432,16.8155,-6.478,-7.3065
2023-02-17,18.836000000000002,17.15,-6.5,-7.164500000000001
2023-02-21,18.742,17.291,-6.984,-7.147500000000001
2023-02-22,18.663999999999998,17.4275,-7.4799999999999995,-7.13
2023-02-23,18.254,17.5445,-7.956,-7.096500000000001
2023-02-24,18.142,17.674,-8.379999999999999,-7.1485
2023-02-27,18.322,17.6925,-8.716,-7.2010000000000005
2023-02-28,18.865999999999996,17.904999999999998,-8.828,-7.2125
2023-03-01,18.992,18.088,-8.937999999999999,-7.291500000000001
2023-03-02,19.514,18.2545,-9.001999999999999,-7.3985
2023-03-03,20.042,18.351499999999998,-8.663999999999998,-7.5065
2023-03-06,20.65,18.613,-8.358,-7.561999999999999
2023-03-07,20.924,18.813499999999998,-8.256,-7.6579999999999995
2023-03-08,21.534,19.059499999999996,-8.112,-7.797
2023-03-09,22.79,19.560499999999998,-8.396,-7.971499999999999
2023-03-10,23.784,20.1,-9.168000000000001,-8.1725
2023-03-13,24.194,20.5005,-9.985999999999999,-8.389999999999999
2023-03-14,25.22,20.938,-10.256,-8.581
2023-03-15,25.818,21.252000000000002,-10.658,-8.797
2023-03-16,25.904000000000003,21.6155,-10.453999999999999,-8.952
2023-03-17,25.75,21.929499999999997,-10.203999999999999,-9.104000000000001
2023-03-20,25.953999999999997,22.279999999999998,-9.768,-9.206999999999999
2023-03-21,26.169999999999998,22.794999999999998,-9.384,-9.181000000000001
2023-03-22,26.134000000000004,23.1195,-9.190000000000001,-9.2245
2023-03-23,26.052,23.564999999999998,-9.248000000000001,-9.275
2023-03-24,26.282,23.964499999999997,-9.069999999999999,-9.2765
2023-03-27,27.008,24.451500000000003,-9.02,-9.283
2023-03-28,27.214,24.881999999999998,-9.232000000000001,-9.282
2023-03-29,28.169999999999998,25.413999999999998,-8.894,-9.2135
2023-03-30,28.695999999999998,25.860500000000002,-8.49,-9.147
2023-03-31,29.601999999999997,26.3545,-7.8740000000000006,-9.079
2023-04-03,30.232,26.847,-7.19,-8.991000000000001
2023-04-04,30.506,27.277500000000003,-6.578,-8.8625
2023-04-05,30.416000000000004,27.634499999999996,-6.264,-8.7515
2023-04-06,30.192,27.711000000000002,-5.988,-8.545
2023-04-10,29.796,27.857500000000005,-5.9479999999999995,-8.274
2023-04-11,29.165999999999997,28.089999999999996,-6.004,-7.9955
2023-04-12,28.968,28.214500000000005,-6.029999999999999,-7.806
2023-04-13,28.979999999999997,28.425,-5.772,-7.529999999999999
2023-04-14,29.365999999999996,28.5765,-5.622,-7.337000000000001
2023-04-17,29.871999999999996,28.887999999999998,-5.428,-7.08
2023-04-18,30.827999999999996,29.3085,-5.224,-6.8595
2023-04-19,31.862000000000002,29.6375,-4.948,-6.697
2023-04-20,33.00599999999999,30.143,-5.018000000000001,-6.487
2023-04-21,33.86,30.528499999999998,-5.037999999999999,-6.2845
2023-04-24,34.568,30.9595,-5.098000000000001,-6.087
2023-04-25,34.562,31.197000000000003,-5.42,-5.9595
2023-04-26,33.97,31.3265,-5.8100000000000005,-5.841500000000001
2023-04-27,33.614,31.503999999999998,-5.786,-5.71
2023-04-28,33.5,31.729499999999994,-5.638,-5.5715
2023-05-01,33.559999999999995,31.949,-5.504,-5.4944999999999995
2023-05-02,34.025999999999996,32.1455,-5.316,-5.4910000000000005
2023-05-03,34.995999999999995,32.449,-5.176,-5.4910000000000005
2023-05-04,35.228,32.707,-5.47,-5.5115
2023-05-05,35.402,33.032,-5.588,-5.471500000000001
2023-05-08,35.364,33.340999999999994,-5.708,-5.4345
2023-05-09,35.294000000000004,33.6775,-5.71,-5.4174999999999995
2023-05-10,34.918,33.936499999999995,-5.514,-5.362
2023-05-11,34.888,34.184000000000005,-5.218000000000001,-5.372999999999999
2023-05-12,34.594,34.339,-5.258,-5.3805000000000005
2023-05-15,34.794000000000004,34.5715,-5.244,-5.3885
2023-05-16,34.866,34.687,-5.274,-5.430000000000001
2023-05-17,35.510000000000005,34.8485,-5.166,-5.416500000000001
2023-05-18,36.228,34.9895,-4.85,-5.331
2023-05-19,37.11,35.151500000000006,-4.54,-5.255999999999999
2023-05-22,37.438,35.289,-4.28,-5.184
2023-05-23,37.512,35.4245,-4.109999999999999,-5.1025
2023-05-24,37.19,35.653499999999994,-4.3,-5.039
2023-05-25,36.867999999999995,35.803000000000004,-4.51,-5.012
2023-05-26,36.672,35.9445,-4.446,-4.958
2023-05-30,36.396,35.998,-4.388,-4.905
2023-05-31,36.374,36.0115,-4.220000000000001,-4.8285
2023-06-01,36.692,36.0775,-3.716,-4.674
2023-06-02,37.040000000000006,36.256,-3.096,-4.4185
2023-06-05,37.077999999999996,36.3635,-2.758,-4.250500000000001
2023-06-06,37.4,36.507,-2.386,-4.0745
2023-06-07,37.94199999999999,36.6735,-1.9760000000000002,-3.8950000000000005
2023-06-08,38.236000000000004,36.907000000000004,-1.6440000000000001,-3.7065000000000006
2023-06-09,38.472,37.152,-1.558,-3.5035000000000003
2023-06-12,38.848,37.427,-1.254,-3.2495
2023-06-13,39.094,37.582,-0.86,-2.9785
2023-06-14,38.786,37.6535,-0.388,-2.6735
2023-06-15,38.636,37.6885,0.22200000000000003,-2.3594999999999997
2023-06-16,38.636,37.754000000000005,0.7260000000000001,-2.1095
2023-06-20,38.152,37.6875,0.958,-1.875
2023-06-21,37.784000000000006,37.66850000000001,0.9520000000000002,-1.6705
2023-06-22,37.81,37.727999999999994,1.004,-1.395
2023-06-23,37.454,37.7545,0.652,-1.1215
2023-06-26,37.05200000000001,37.8,0.292,-0.909
2023-06-27,37.257999999999996,37.834,0.242,-0.7030000000000001
2023-06-28,37.75,38.007000000000005,0.30999999999999994,-0.496
2023-06-29,38.46,38.2495,0.304,-0.26400000000000007
2023-06-30,39.902,38.557,0.682,-0.022
2023-07-03,40.652,38.703,1.1720000000000002,0.158
2023-07-05,41.382000000000005,38.910000000000004,1.4,0.3365
2023-07-06,41.282,38.977500000000006,1.456,0.46449999999999997
2023-07-07,41.239999999999995,39.074,1.468,0.597
2023-07-10,41.25,39.3105,1.3,0.7140000000000001
2023-07-11,41.978,39.5795,1.23,0.8550000000000001
2023-07-12,42.608000000000004,39.85,1.3619999999999999,0.9904999999999999
2023-07-13,43.576,40.098,1.8199999999999998,1.1345
2023-07-14,44.072,40.3955,2.308,1.2710000000000001
2023-07-17,44.224,40.707499999999996,2.812,1.3615
2023-07-18,44.184,40.966499999999996,3.344,1.5095
2023-07-19,43.852,41.275,3.7619999999999996,1.6915
2023-07-20,43.842,41.6125,3.882,1.8669999999999998
2023-07-21,43.85000000000001,41.9055,4.0200000000000005,2.025
2023-07-24,43.624,42.25,4.1739999999999995,2.242
2023-07-25,45.190000000000005,43.001,4.224,2.4925
2023-07-26,46.428000000000004,43.5675,4.234,2.6895
2023-07-27,47.504,44.051,4.26,2.8545000000000003
2023-07-28,48.546,44.427,4.454,3.0625
2023-07-31,49.57000000000001,44.667,4.595999999999999,3.2205
2023-08-01,48.408,44.94,4.616,3.3534999999999995
2023-08-02,47.604,45.123000000000005,4.406000000000001,3.441
2023-08-03,46.70399999999999,45.4065,4.27,3.558
2023-08-04,46.218,45.6715,3.886,3.6670000000000003
2023-08-07,46.13,45.887,3.6100000000000003,3.7979999999999996
2023-08-08,46.239999999999995,46.0055,3.342,3.8815
2023-08-09,46.366,46.0625,3.2060000000000004,3.9019999999999997
2023-08-10,46.664,46.1785,3.1220000000000003,3.8835
2023-08-11,47.0,46.4035,3.104,3.8659999999999997
2023-08-14,47.148,46.618,3.024,3.851
2023-08-15,47.215999999999994,46.7635,2.848,3.7574999999999994
2023-08-16,47.488,46.9715,2.666,3.6279999999999992
2023-08-17,47.048,46.98,2.366,3.5044999999999993
2023-08-18,46.565999999999995,47.082499999999996,2.09,3.3835
2023-08-21,45.952,47.2,1.8239999999999998,3.2634999999999996
2023-08-22,45.571999999999996,46.858999999999995,1.6780000000000002,3.1209999999999996
2023-08-23,45.554,46.753,1.7759999999999998,3.0134999999999996
2023-08-24,45.57000000000001,46.4965,1.8039999999999998,2.8905
2023-08-25,45.6,46.346,1.908,2.747
2023-08-28,45.936,46.2915,2.0100000000000002,2.617
2023-08-29,46.57000000000001,46.3995,2.3440000000000003,2.553
2023-08-30,46.714000000000006,46.5305,2.59,2.5595
2023-08-31,47.306,46.647,3.0,2.573
2023-09-01,47.514,46.67,3.336,2.6094999999999997
2023-09-05,47.146,46.545500000000004,3.524,2.5955
2023-09-06,46.5,46.4645,3.4,2.5675
2023-09-07,45.82,46.394,3.166,2.5495
2023-09-08,45.098,46.2555,2.974,2.5360000000000005
2023-09-11,45.224000000000004,46.226,2.896,2.5575
2023-09-12,45.766,46.2,2.77,2.532
2023-09-13,45.998000000000005,46.16,2.786,2.5520000000000005
2023-09-14,46.956,46.261,3.028,2.6399999999999997
2023-09-15,47.89,46.466,2.9939999999999998,2.693
2023-09-18,48.471999999999994,46.7025,2.854,2.7485
2023-09-19,48.775999999999996,46.906,2.782,2.7715000000000005
2023-09-20,49.086,47.038500000000006,2.498,2.757
2023-09-21,48.406,46.974000000000004,1.718,2.6255
2023-09-22,47.324,46.9045,1.1400000000000001,2.527
2023-09-25,46.088,46.8245,0.622,2.4270000000000005
2023-09-26,44.486000000000004,46.5435,-0.146,2.2325
2023-09-27,43.476,46.265,-0.722,1.9904999999999997
2023-09-28,43.312,46.1235,-0.9339999999999999,1.7445
2023-09-29,43.132000000000005,45.861000000000004,-1.1440000000000001,1.491
2023-10-02,42.228,45.503,-1.432,1.2349999999999999
2023-10-03,41.522000000000006,45.1375,-1.69,0.929
