Date,rate_TSM_5D,rate_TSM_20D,rate_VOO_5D,rate_VOO_20D
2023-09-13,-13.285999999999998,-11.413,2.786,2.5520000000000005
2023-09-14,-13.018,-11.4345,3.028,2.6399999999999997
2023-09-15,-13.09,-11.555,2.9939999999999998,2.693
2023-09-18,-13.234,-11.6775,2.854,2.7485
2023-09-19,-13.668000000000001,-11.8795,2.782,2.7715000000000005
2023-09-20,-14.406,-12.1125,2.498,2.757
2023-09-21,-15.557999999999998,-12.500499999999999,1.718,2.6255
2023-09-22,-16.24,-12.821000000000002,1.1400000000000001,2.527
2023-09-25,-16.732,-13.131499999999999,0.622,2.4270000000000005
2023-09-26,-17.47,-13.564000000000002,-0.146,2.2325
2023-09-27,-17.822,-13.9755,-0.722,1.9904999999999997
2023-09-28,-17.621999999999996,-14.331,-0.9339999999999999,1.7445
2023-09-29,-17.384000000000004,-14.625499999999999,-1.1440000000000001,1.491
2023-10-02,-17.054,-14.867,-1.432,1.2349999999999999
2023-10-03,-16.776,-15.258500000000002,-1.69,0.929
2023-10-04,-16.48,-15.498500000000002,-1.812,0.6875
2023-10-05,-16.302,-15.625,-1.9899999999999998,0.45549999999999996
2023-10-06,-15.786000000000001,-15.625,-1.8939999999999997,0.274
2023-10-09,-15.532,-15.638,-1.672,0.09300000000000001
2023-10-10,-14.544,-15.614499999999998,-1.0899999999999999,-0.03599999999999999
2023-10-11,-13.528,-15.559000000000001,-0.564,-0.14999999999999997
2023-10-12,-12.5,-15.495500000000002,-0.13999999999999999,-0.33649999999999997
2023-10-13,-12.276,-15.4215,-0.048,-0.48650000000000004
2023-10-16,-11.85,-15.292000000000002,0.118,-0.591
2023-10-17,-11.776,-15.141499999999999,0.186,-0.6849999999999999
2023-10-18,-12.236,-15.016500000000002,-0.09600000000000002,-0.7985
2023-10-19,-12.142,-14.641499999999999,-0.426,-0.8724999999999999
2023-10-20,-11.98,-14.3565,-0.8940000000000001,-0.9949999999999999
2023-10-23,-12.0,-14.109,-1.6,-1.1465
2023-10-24,-11.876000000000001,-13.743,-2.164,-1.1895
2023-10-25,-12.254,-13.624500000000001,-2.7340000000000004,-1.3015
2023-10-26,-13.302000000000001,-13.5615,-3.372,-1.482
2023-10-27,-14.324000000000002,-13.5915,-3.85,-1.6715
2023-10-30,-15.294,-13.669,-4.069999999999999,-1.8060000000000003
2023-10-31,-16.318,-13.628499999999999,-4.319999999999999,-1.847
2023-11-01,-16.228,-13.561499999999999,-4.078,-1.8679999999999999
2023-11-02,-15.597999999999999,-13.385499999999999,-3.2439999999999998,-1.7954999999999999
2023-11-03,-14.440000000000001,-13.255,-2.15,-1.7355
2023-11-06,-13.144,-13.072,-1.242,-1.6985000000000003
2023-11-07,-11.931999999999999,-12.9755,-0.394,-1.673
2023-11-08,-11.142,-12.965,0.25,-1.6644999999999999
2023-11-09,-10.927999999999999,-12.992500000000001,0.388,-1.6635000000000002
2023-11-10,-9.854,-12.6495,0.654,-1.56
2023-11-13,-9.126000000000001,-12.391,0.8620000000000001,-1.5125000000000002
2023-11-14,-7.886,-12.003,1.4,-1.3695
2023-11-15,-6.587999999999999,-11.553,1.968,-1.1485
2023-11-16,-5.268,-11.274,2.7119999999999997,-0.8790000000000001
2023-11-17,-4.858,-10.869,3.18,-0.5415000000000001
2023-11-20,-4.18,-10.436,3.822,-0.15700000000000008
2023-11-21,-4.276000000000001,-10.103,4.026,0.17799999999999994
2023-11-22,-4.306,-9.565999999999999,4.273999999999999,0.6034999999999999
2023-11-24,-4.444000000000001,-9.0595,4.505999999999999,1.0905
2023-11-27,-4.898000000000001,-8.5125,4.672,1.589
2023-11-28,-5.2780000000000005,-7.9319999999999995,4.704,2.0364999999999998
2023-11-29,-5.186,-7.32,4.776000000000001,2.452
2023-11-30,-5.442,-6.8694999999999995,4.837999999999999,2.8325
2023-12-01,-5.284,-6.481,4.988,3.1485
2023-12-04,-5.3,-6.2275,5.072,3.3945
2023-12-05,-5.523999999999999,-6.027,5.130000000000001,3.6295
2023-12-06,-5.702,-5.7625,5.13,3.8329999999999997
2023-12-07,-5.302,-5.4095,5.186,4.0665
2023-12-08,-4.956,-4.988,5.215999999999999,4.3555
2023-12-11,-4.204,-4.8149999999999995,5.418,4.585500000000001
2023-12-12,-3.268,-4.5625,5.7219999999999995,4.8445
2023-12-13,-2.452,-4.404,6.362,5.0735
2023-12-14,-1.656,-4.176499999999999,6.9239999999999995,5.3055
2023-12-15,-1.236,-3.9799999999999995,7.382000000000001,5.523
2023-12-18,-0.8560000000000001,-3.8145,7.882,5.761
2023-12-19,-0.42000000000000004,-3.6225,8.394,5.9875
2023-12-20,-0.82,-3.54,8.312,6.1450000000000005
2023-12-21,-0.9940000000000001,-3.3485,8.341999999999999,6.3225
2023-12-22,-0.8780000000000001,-3.0885,8.443999999999999,6.5075
2023-12-26,-0.5860000000000001,-2.7365000000000004,8.508,6.720000000000001
2023-12-27,-0.43600000000000005,-2.412,8.495999999999999,6.9355
2023-12-28,0.45999999999999996,-2.1285,8.815999999999999,7.154999999999999
2023-12-29,0.74,-1.8030000000000002,8.918000000000001,7.342499999999999
2024-01-02,0.43599999999999994,-1.6585,8.836,7.469499999999999
2024-01-03,-0.3780000000000001,-1.5059999999999998,8.553999999999998,7.5905000000000005
2024-01-04,-1.4300000000000002,-1.3885,8.18,7.698
2024-01-05,-2.4,-1.3030000000000002,7.830000000000001,7.83
2024-01-08,-2.728,-1.1595,7.8260000000000005,8.0025
2024-01-09,-2.656,-1.0835000000000001,7.918000000000001,8.145
2024-01-10,-2.534,-1.0885,8.256,8.3
2024-01-11,-2.13,-1.1039999999999999,8.648,8.429499999999999
2024-01-12,-1.814,-1.1435,9.022,8.495000000000001
2024-01-16,-1.9240000000000002,-1.2265000000000001,9.036,8.5305
2024-01-17,-1.718,-1.2040000000000002,8.996,8.5485
2024-01-18,0.6440000000000001,-0.7135,8.995999999999999,8.578500000000002
2024-01-19,3.15,-0.21150000000000002,9.226,8.6375
2024-01-22,5.426,0.418,9.49,8.7895
2024-01-23,7.832000000000001,0.9800000000000001,9.872,8.913
2024-01-24,10.45,1.6280000000000001,10.370000000000001,9.03
2024-01-25,11.129999999999999,2.2155,10.812000000000001,9.1545
2024-01-26,11.72,2.8274999999999997,11.017999999999999,9.267999999999999
2024-01-29,12.482000000000001,3.4234999999999998,11.32,9.4155
2024-01-30,12.854,4.0085,11.552,9.5715
2024-01-31,12.168000000000001,4.561,11.459999999999999,9.686
2024-02-01,11.522,5.1905,11.466,9.8825
2024-02-02,11.187999999999999,5.982,11.674000000000001,10.141499999999999
2024-02-05,11.484,6.894500000000001,11.676,10.377
2024-02-06,12.054,7.703999999999999,11.748,10.552000000000001
2024-02-07,14.132,8.758,12.272,10.7745
2024-02-08,17.582,10.2195,12.606,10.97
2024-02-09,20.484,11.6355,12.852,11.1925
2024-02-12,22.380000000000003,12.943000000000001,13.157999999999998,11.411
2024-02-13,23.626,14.0915,13.122,11.5735
2024-02-14,24.29,15.26,13.132,11.808499999999999
2024-02-15,23.488000000000003,15.9305,13.266,12.0375
2024-02-16,22.342000000000002,16.4335,13.193999999999999,12.1845
2024-02-20,21.368000000000002,16.9285,13.02,12.2935
2024-02-21,20.95,17.371000000000002,13.151999999999997,12.3935
2024-02-22,20.912,17.8755,13.516,12.595
2024-02-23,21.006,18.3995,13.754000000000001,12.773
2024-02-26,21.756,18.942500000000003,14.02,12.934999999999999
2024-02-27,22.374000000000002,19.4015,14.435999999999998,13.0725
2024-02-28,22.759999999999998,19.8475,14.8,13.2055
2024-02-29,22.684,20.5045,14.822,13.435500000000001
2024-03-01,23.418,21.3735,14.986,13.653
2024-03-04,24.754,22.334,15.2,13.8165
2024-03-05,25.862000000000002,22.996000000000002,15.152000000000001,13.941500000000001
2024-03-06,28.439999999999998,23.944,15.252,14.0815
2024-03-07,32.204,25.0225,15.49,14.24
2024-03-08,34.54,25.613,15.442000000000002,14.362
2024-03-11,34.682,25.883499999999998,15.402000000000001,14.454000000000002
2024-03-12,36.304,26.476999999999997,15.788,14.599
2024-03-13,36.324,27.1185,16.028,14.807999999999998
2024-03-14,34.507999999999996,27.576999999999998,16.008000000000003,14.958999999999998
2024-03-15,32.802,27.9415,15.989999999999998,15.043000000000001
2024-03-18,32.42,28.403000000000002,16.108,15.1825
2024-03-19,30.868000000000002,28.851999999999997,16.124000000000002,15.375
2024-03-20,30.006,29.3825,16.33,15.602500000000001
2024-03-21,30.02,29.854000000000003,16.639999999999997,15.74
2024-03-22,30.646000000000004,30.351499999999998,16.998,15.854
2024-03-25,31.274,30.782500000000006,17.19,15.975
2024-03-26,31.958,31.248,17.23,16.073500000000003
2024-03-27,31.921999999999997,31.673000000000002,17.268,16.2195
2024-03-28,31.298000000000002,32.0075,17.242,16.345
2024-04-01,31.356,32.336,17.216,16.411499999999997
2024-04-02,31.236,32.403,17.104,16.451
2024-04-03,31.694,32.705999999999996,17.06,16.5505
2024-04-04,32.114,32.5915,16.608,16.558500000000002
2024-04-05,32.962,32.196999999999996,16.369999999999997,16.565
2024-04-08,33.2,32.001,16.224,16.607
2024-04-09,34.15599999999999,32.271499999999996,16.240000000000002,16.6605
2024-04-10,34.938,32.3645,16.028,16.6105
2024-04-11,36.33200000000001,32.5935,16.22,16.6065
2024-04-12,36.544,32.706,15.906,16.5395
2024-04-15,36.052,32.8135,15.315999999999999,16.438499999999998
2024-04-16,35.012,32.9195,14.658000000000001,16.298000000000002
2024-04-17,33.676,33.066500000000005,14.078,16.098999999999997
2024-04-18,30.891999999999996,32.815000000000005,13.296000000000001,15.847999999999999
2024-04-19,28.124000000000002,32.232,12.626,15.535999999999998
2024-04-22,26.182,31.6975,12.41,15.2915
2024-04-23,24.991999999999997,31.348999999999997,12.512,15.128499999999999
2024-04-24,23.86,31.041999999999994,12.73,14.974
2024-04-25,24.669999999999998,31.002,12.904,14.757
2024-04-26,26.656,31.071499999999997,13.482,14.596
2024-04-29,28.296000000000003,30.932499999999997,13.952000000000002,14.4755
2024-04-30,29.028,30.796999999999997,13.785999999999998,14.298999999999998
2024-05-01,29.302,30.444,13.52,14.088999999999999
2024-05-02,29.137999999999998,30.258,13.55,13.992499999999998
2024-05-03,29.637999999999998,30.240500000000004,13.632,13.911499999999998
2024-05-06,30.334000000000003,30.215999999999998,13.862,13.885
2024-05-07,30.927999999999997,29.990000000000002,14.482,13.8595
2024-05-08,32.53,29.842000000000002,15.219999999999999,13.887
2024-05-09,33.742,29.610500000000002,15.884,13.9085
2024-05-10,35.172,29.8975,16.304000000000002,14.011000000000001
2024-05-13,35.838,30.1625,16.497999999999998,14.180499999999999
2024-05-14,37.858,30.7015,16.77,14.3875
2024-05-15,40.089999999999996,31.4455,17.322,14.698000000000002
2024-05-16,41.85,32.35,17.698,15.009
2024-05-17,42.303999999999995,33.4425,18.08,15.374500000000001
2024-05-20,43.635999999999996,34.525999999999996,18.484,15.699000000000002
2024-05-21,43.955999999999996,35.4425,18.842000000000002,15.969999999999999
2024-05-22,44.064,36.496500000000005,18.848000000000003,16.2275
2024-05-23,44.971999999999994,37.4255,18.726000000000003,16.4645
2024-05-24,46.525999999999996,38.410000000000004,18.726,16.685499999999998
2024-05-28,47.622,39.3575,18.724,16.892000000000003
2024-05-29,47.748000000000005,40.1225,18.492,17.1465
2024-05-30,47.152,40.959,18.174,17.391
2024-05-31,46.019999999999996,41.646,18.232,17.635
2024-06-03,44.924,42.2315,18.096,17.8015
2024-06-04,43.48,42.644,17.968,17.9185
2024-06-05,44.918,43.62,18.282000000000004,18.0965
2024-06-06,46.456,44.4405,18.747999999999998,18.273
2024-06-07,48.784,45.4065,18.982,18.4095
2024-06-10,51.23,46.245999999999995,19.328,18.557499999999997
2024-06-11,53.67999999999999,47.104499999999994,19.7,18.719
2024-06-12,55.541999999999994,48.041,19.991999999999997,18.901999999999997
2024-06-13,57.55,48.8055,20.332,19.0255
2024-06-14,59.053999999999995,49.707499999999996,20.722,19.1655
2024-06-17,60.736000000000004,50.854,21.224,19.3435
2024-06-18,63.324,52.0265,21.736,19.532
2024-06-20,63.76800000000001,52.99400000000001,21.985999999999997,19.688
2024-06-21,63.96199999999999,53.779999999999994,22.137999999999998,19.848000000000003
2024-06-24,63.092,54.2375,22.206,20.0355
2024-06-25,62.233999999999995,54.781000000000006,22.17,20.2045
2024-06-26,60.826,55.3275,22.094,20.3745
2024-06-27,60.13399999999999,56.0905,22.116000000000003,20.594
2024-06-28,60.108000000000004,57.01899999999999,22.04,20.814500000000002
2024-07-01,60.745999999999995,57.919000000000004,22.003999999999998,20.9785
2024-07-02,61.116,58.82899999999999,22.006,21.182
2024-07-03,62.831999999999994,60.165499999999994,22.07,21.4
2024-07-05,64.90599999999999,61.0875,22.218,21.578
2024-07-08,67.06199999999998,62.170500000000004,22.535999999999998,21.7615
2024-07-09,69.304,63.049,22.898000000000003,21.9575
2024-07-10,72.126,64.05300000000001,23.326,22.1815
2024-07-11,72.49600000000001,64.8695,23.5,22.35
2024-07-12,73.114,65.48049999999999,23.678,22.4995
2024-07-15,72.854,65.9965,23.896,22.652499999999996
2024-07-16,73.11,66.563,24.171999999999997,22.82
2024-07-17,69.84,66.32900000000001,24.068,22.8925
2024-07-18,67.878,66.008,24.03,22.9235
2024-07-19,64.43599999999999,65.64750000000001,23.782,22.948500000000003
2024-07-22,61.948,65.49300000000001,23.613999999999997,23.0215
2024-07-23,59.412,65.643,23.338,23.103
2024-07-24,57.477999999999994,65.14,22.82,23.055
2024-07-25,55.522000000000006,64.682,22.312,22.978
