Date,rate_BAC_5D,rate_BAC_20D,rate_VOO_5D,rate_VOO_20D
2023-09-11,-26.124000000000002,-25.525,2.896,2.5575
2023-09-12,-25.934000000000005,-25.645999999999997,2.77,2.532
2023-09-13,-25.68,-25.694499999999998,2.786,2.5520000000000005
2023-09-14,-25.14,-25.647,3.028,2.6399999999999997
2023-09-15,-24.895999999999997,-25.6445,2.9939999999999998,2.693
2023-09-18,-24.753999999999998,-25.637999999999998,2.854,2.7485
2023-09-19,-24.918,-25.649,2.782,2.7715000000000005
2023-09-20,-25.088,-25.6125,2.498,2.757
2023-09-21,-25.676,-25.640499999999996,1.718,2.6255
2023-09-22,-26.292,-25.735500000000002,1.1400000000000001,2.527
2023-09-25,-26.887999999999998,-25.826,0.622,2.4270000000000005
2023-09-26,-27.65,-25.994,-0.146,2.2325
2023-09-27,-28.308000000000003,-26.184000000000005,-0.722,1.9904999999999997
2023-09-28,-28.560000000000002,-26.325499999999998,-0.9339999999999999,1.7445
2023-09-29,-28.695999999999998,-26.458999999999996,-1.1440000000000001,1.491
2023-10-02,-29.044,-26.702499999999997,-1.432,1.2349999999999999
2023-10-03,-29.577999999999996,-27.02,-1.69,0.929
2023-10-04,-30.148000000000003,-27.306,-1.812,0.6875
2023-10-05,-30.806,-27.545500000000004,-1.9899999999999998,0.45549999999999996
2023-10-06,-31.363999999999997,-27.812,-1.8939999999999997,0.274
2023-10-09,-31.564,-28.0625,-1.672,0.09300000000000001
2023-10-10,-30.992,-28.2845,-1.0899999999999999,-0.03599999999999999
2023-10-11,-30.432,-28.494,-0.564,-0.14999999999999997
2023-10-12,-29.996000000000002,-28.759499999999996,-0.13999999999999999,-0.33649999999999997
2023-10-13,-29.637999999999998,-28.997499999999995,-0.048,-0.48650000000000004
2023-10-16,-29.286,-29.1955,0.118,-0.591
2023-10-17,-28.968,-29.296999999999997,0.186,-0.6849999999999999
2023-10-18,-28.815999999999995,-29.426,-0.09600000000000002,-0.7985
2023-10-19,-28.784,-29.5365,-0.426,-0.8724999999999999
2023-10-20,-29.02,-29.6795,-0.8940000000000001,-0.9949999999999999
2023-10-23,-29.76,-29.9135,-1.6,-1.1465
2023-10-24,-30.883999999999997,-30.1055,-2.164,-1.1895
2023-10-25,-31.803999999999995,-30.3,-2.7340000000000004,-1.3015
2023-10-26,-32.244,-30.4575,-3.372,-1.482
2023-10-27,-32.839999999999996,-30.715500000000002,-3.85,-1.6715
2023-10-30,-32.778,-30.847,-4.069999999999999,-1.8060000000000003
2023-10-31,-32.322,-30.791500000000003,-4.319999999999999,-1.847
2023-11-01,-31.76,-30.702999999999996,-4.078,-1.8679999999999999
2023-11-02,-30.869999999999997,-30.473499999999994,-3.2439999999999998,-1.7954999999999999
2023-11-03,-29.072000000000003,-30.142499999999995,-2.15,-1.7355
2023-11-06,-27.592000000000002,-29.854000000000003,-1.242,-1.6985000000000003
2023-11-07,-26.54,-29.678499999999996,-0.394,-1.673
2023-11-08,-25.778,-29.539500000000004,0.25,-1.6644999999999999
2023-11-09,-25.830000000000002,-29.432,0.388,-1.6635000000000002
2023-11-10,-26.214,-29.2865,0.654,-1.56
2023-11-13,-26.542,-29.168,0.8620000000000001,-1.5125000000000002
2023-11-14,-25.986,-28.933000000000003,1.4,-1.3695
2023-11-15,-25.078000000000003,-28.605,1.968,-1.1485
2023-11-16,-24.024,-28.241999999999997,2.7119999999999997,-0.8790000000000001
2023-11-17,-22.82,-27.7365,3.18,-0.5415000000000001
2023-11-20,-21.610000000000003,-27.1305,3.822,-0.15700000000000008
2023-11-21,-21.38,-26.557,4.026,0.17799999999999994
2023-11-22,-21.376,-25.998,4.273999999999999,0.6034999999999999
2023-11-24,-21.276,-25.5,4.505999999999999,1.0905
2023-11-27,-21.496,-24.9005,4.672,1.589
2023-11-28,-21.746000000000002,-24.3725,4.704,2.0364999999999998
2023-11-29,-21.462,-23.842000000000002,4.776000000000001,2.452
2023-11-30,-21.082,-23.3285,4.837999999999999,2.8325
2023-12-01,-20.476,-22.901500000000002,4.988,3.1485
2023-12-04,-19.84,-22.5925,5.072,3.3945
2023-12-05,-19.306,-22.301,5.130000000000001,3.6295
2023-12-06,-19.145999999999997,-21.993499999999997,5.13,3.8329999999999997
2023-12-07,-19.003999999999998,-21.634999999999998,5.186,4.0665
2023-12-08,-18.998,-21.1935,5.215999999999999,4.3555
2023-12-11,-18.984,-20.785,5.418,4.585500000000001
2023-12-12,-18.901999999999997,-20.391,5.7219999999999995,4.8445
2023-12-13,-18.233999999999998,-20.055500000000002,6.362,5.0735
2023-12-14,-16.806,-19.567,6.9239999999999995,5.3055
2023-12-15,-15.668000000000001,-19.104499999999998,7.382000000000001,5.523
2023-12-18,-14.552000000000001,-18.717999999999996,7.882,5.761
2023-12-19,-13.35,-18.326,8.394,5.9875
2023-12-20,-12.962,-17.951,8.312,6.1450000000000005
2023-12-21,-13.292000000000002,-17.546,8.341999999999999,6.3225
2023-12-22,-13.366,-17.127,8.443999999999999,6.5075
2023-12-26,-13.162,-16.6345,8.508,6.720000000000001
2023-12-27,-13.004000000000001,-16.1405,8.495999999999999,6.9355
2023-12-28,-12.575999999999999,-15.729499999999998,8.815999999999999,7.154999999999999
2023-12-29,-12.352,-15.363499999999998,8.918000000000001,7.342499999999999
2024-01-02,-12.084,-15.029,8.836,7.469499999999999
2024-01-03,-12.204,-14.7255,8.553999999999998,7.5905000000000005
2024-01-04,-12.178,-14.358500000000001,8.18,7.698
2024-01-05,-11.846,-13.904500000000002,7.830000000000001,7.83
2024-01-08,-11.533999999999999,-13.496,7.8260000000000005,8.0025
2024-01-09,-11.596,-13.1785,7.918000000000001,8.145
2024-01-10,-11.486,-12.850999999999999,8.256,8.3
2024-01-11,-11.7,-12.558,8.648,8.429499999999999
2024-01-12,-12.383999999999999,-12.442,9.022,8.495000000000001
2024-01-16,-13.228,-12.601500000000001,9.036,8.5305
2024-01-17,-13.985999999999999,-12.758,8.996,8.5485
2024-01-18,-14.76,-12.903,8.995999999999999,8.578500000000002
2024-01-19,-15.146,-13.007,9.226,8.6375
2024-01-22,-15.248000000000001,-13.013499999999999,9.49,8.7895
2024-01-23,-14.968,-13.020500000000002,9.872,8.913
2024-01-24,-14.453999999999999,-13.030000000000001,10.370000000000001,9.03
2024-01-25,-13.719999999999999,-13.042499999999999,10.812000000000001,9.1545
2024-01-26,-13.168000000000001,-13.047999999999998,11.017999999999999,9.267999999999999
2024-01-29,-12.67,-13.037,11.32,9.4155
2024-01-30,-11.687999999999999,-12.854499999999998,11.552,9.5715
2024-01-31,-11.193999999999999,-12.807500000000001,11.459999999999999,9.686
2024-02-01,-11.078,-12.761,11.466,9.8825
2024-02-02,-11.02,-12.758500000000002,11.674000000000001,10.141499999999999
2024-02-05,-11.28,-12.895499999999998,11.676,10.377
2024-02-06,-12.102,-12.996500000000001,11.748,10.552000000000001
2024-02-07,-12.464,-13.0245,12.272,10.7745
2024-02-08,-12.669999999999998,-13.056999999999999,12.606,10.97
2024-02-09,-12.863999999999999,-13.0495,12.852,11.1925
2024-02-12,-12.546000000000001,-12.936000000000002,13.157999999999998,11.411
2024-02-13,-12.7,-12.864499999999998,13.122,11.5735
2024-02-14,-12.73,-12.7105,13.132,11.808499999999999
2024-02-15,-12.244,-12.428,13.266,12.0375
2024-02-16,-11.722,-12.1935,13.193999999999999,12.1845
2024-02-20,-11.546,-12.010499999999999,13.02,12.2935
2024-02-21,-11.056000000000001,-11.886500000000002,13.151999999999997,12.3935
2024-02-22,-10.807999999999998,-11.799,13.516,12.595
2024-02-23,-10.886,-11.7195,13.754000000000001,12.773
2024-02-26,-11.133999999999999,-11.684999999999999,14.02,12.934999999999999
2024-02-27,-10.966,-11.5845,14.435999999999998,13.0725
2024-02-28,-10.648,-11.6265,14.8,13.2055
2024-02-29,-10.174000000000001,-11.544,14.822,13.435500000000001
2024-03-01,-9.916,-11.429,14.986,13.653
2024-03-04,-9.088,-11.202,15.2,13.8165
2024-03-05,-8.482,-10.885,15.152000000000001,13.941500000000001
2024-03-06,-7.878,-10.5705,15.252,14.0815
2024-03-07,-7.273999999999999,-10.246500000000001,15.49,14.24
2024-03-08,-6.63,-9.919,15.442000000000002,14.362
2024-03-11,-6.246,-9.5475,15.402000000000001,14.454000000000002
2024-03-12,-5.95,-9.236,15.788,14.599
2024-03-13,-5.606,-8.797,16.028,14.807999999999998
2024-03-14,-5.576,-8.458,16.008000000000003,14.958999999999998
2024-03-15,-5.676,-8.277,15.989999999999998,15.043000000000001
2024-03-18,-5.612,-8.02,16.108,15.1825
2024-03-19,-5.578,-7.744,16.124000000000002,15.375
2024-03-20,-5.284,-7.353999999999999,16.33,15.602500000000001
2024-03-21,-4.4479999999999995,-6.868,16.639999999999997,15.74
2024-03-22,-3.6700000000000004,-6.472999999999999,16.998,15.854
2024-03-25,-3.2920000000000003,-6.0595,17.19,15.975
2024-03-26,-2.8240000000000003,-5.7085,17.23,16.073500000000003
2024-03-27,-2.3779999999999997,-5.286499999999999,17.268,16.2195
2024-03-28,-2.224,-4.8805,17.242,16.345
2024-04-01,-2.026,-4.5005,17.216,16.411499999999997
2024-04-02,-1.846,-4.2490000000000006,17.104,16.451
2024-04-03,-1.698,-4.0125,17.06,16.5505
2024-04-04,-2.092,-3.84,16.608,16.558500000000002
2024-04-05,-2.444,-3.6729999999999996,16.369999999999997,16.565
2024-04-08,-2.454,-3.4565000000000006,16.224,16.607
2024-04-09,-2.2619999999999996,-3.253,16.240000000000002,16.6605
2024-04-10,-2.596,-3.174,16.028,16.6105
2024-04-11,-2.814,-3.142,16.22,16.6065
2024-04-12,-3.3579999999999997,-3.1185,15.906,16.5395
2024-04-15,-4.016,-3.0415,15.315999999999999,16.438499999999998
2024-04-16,-5.3759999999999994,-3.194,14.658000000000001,16.298000000000002
2024-04-17,-6.014,-3.283,14.078,16.098999999999997
2024-04-18,-6.2700000000000005,-3.3884999999999996,13.296000000000001,15.847999999999999
2024-04-19,-5.715999999999999,-3.4354999999999998,12.626,15.535999999999998
2024-04-22,-4.87,-3.341499999999999,12.41,15.2915
2024-04-23,-3.1,-3.146,12.512,15.128499999999999
2024-04-24,-1.616,-2.981,12.73,14.974
2024-04-25,-0.5940000000000001,-2.9425,12.904,14.757
2024-04-26,-0.18399999999999997,-2.9255,13.482,14.596
2024-04-29,-0.2739999999999999,-2.9034999999999997,13.952000000000002,14.4755
2024-04-30,-0.9600000000000002,-2.9245,13.785999999999998,14.298999999999998
2024-05-01,-1.6440000000000001,-2.9675,13.52,14.088999999999999
2024-05-02,-2.1559999999999997,-2.9585,13.55,13.992499999999998
2024-05-03,-2.442,-2.925,13.632,13.911499999999998
2024-05-06,-2.366,-2.8815,13.862,13.885
2024-05-07,-1.938,-2.8434999999999997,14.482,13.8595
2024-05-08,-1.554,-2.707,15.219999999999999,13.887
2024-05-09,-0.8420000000000002,-2.4655,15.884,13.9085
2024-05-10,-0.23000000000000007,-2.143,16.304000000000002,14.011000000000001
2024-05-13,0.03799999999999991,-1.8679999999999999,16.497999999999998,14.180499999999999
2024-05-14,0.37399999999999994,-1.406,16.77,14.3875
2024-05-15,0.9959999999999999,-0.9545,17.322,14.698000000000002
2024-05-16,1.484,-0.5269999999999999,17.698,15.009
2024-05-17,1.922,-0.23349999999999999,18.08,15.374500000000001
2024-05-20,2.238,-0.09099999999999998,18.484,15.699000000000002
2024-05-21,2.778,0.06350000000000003,18.842000000000002,15.969999999999999
2024-05-22,3.148,0.23650000000000002,18.848000000000003,16.2275
2024-05-23,3.0959999999999996,0.3955,18.726000000000003,16.4645
2024-05-24,3.2439999999999998,0.6235,18.726,16.685499999999998
2024-05-28,3.4659999999999997,0.8440000000000001,18.724,16.892000000000003
2024-05-29,3.054,1.067,18.492,17.1465
2024-05-30,2.552,1.2855,18.174,17.391
2024-05-31,2.916,1.6634999999999998,18.232,17.635
2024-06-03,2.9799999999999995,1.9789999999999999,18.096,17.8015
2024-06-04,3.132,2.2185,17.968,17.9185
2024-06-05,3.6659999999999995,2.468,18.282000000000004,18.0965
2024-06-06,4.132,2.707,18.747999999999998,18.273
2024-06-07,4.0280000000000005,2.881,18.982,18.4095
2024-06-10,3.9419999999999993,3.0220000000000002,19.328,18.557499999999997
2024-06-11,3.558,3.0985,19.7,18.719
2024-06-12,3.316,3.2034999999999996,19.991999999999997,18.901999999999997
2024-06-13,3.1119999999999997,3.2359999999999998,20.332,19.0255
2024-06-14,2.864,3.226,20.722,19.1655
2024-06-17,2.788,3.2385000000000006,21.224,19.3435
2024-06-18,3.3299999999999996,3.3715,21.736,19.532
2024-06-20,3.614,3.4125,21.985999999999997,19.688
2024-06-21,3.722,3.3795,22.137999999999998,19.848000000000003
2024-06-24,4.101999999999999,3.4775,22.206,20.0355
2024-06-25,4.03,3.435,22.17,20.2045
2024-06-26,3.526,3.3865000000000003,22.094,20.3745
2024-06-27,3.15,3.4365,22.116000000000003,20.594
2024-06-28,3.2840000000000003,3.5625,22.04,20.814500000000002
2024-07-01,3.2640000000000002,3.5645000000000002,22.003999999999998,20.9785
2024-07-02,4.04,3.7,22.006,21.182
2024-07-03,4.994,3.8520000000000003,22.07,21.4
2024-07-05,5.57,3.9125,22.218,21.578
2024-07-08,5.99,4.026999999999999,22.535999999999998,21.7615
2024-07-09,6.714,4.236,22.898000000000003,21.9575
2024-07-10,7.134,4.497999999999999,23.326,22.1815
2024-07-11,7.606,4.864,23.5,22.35
2024-07-12,8.214,5.137,23.678,22.4995
2024-07-15,8.870000000000001,5.4665,23.896,22.652499999999996
2024-07-16,10.276,6.089,24.171999999999997,22.82
2024-07-17,11.437999999999999,6.660500000000001,24.068,22.8925
2024-07-18,12.059999999999999,7.0465,24.03,22.9235
2024-07-19,12.74,7.4185,23.782,22.948500000000003
2024-07-22,12.951999999999998,7.774000000000001,23.613999999999997,23.0215
2024-07-23,12.059999999999999,8.0785,23.338,23.103
2024-07-24,11.132,8.436,22.82,23.055
2024-07-25,10.442,8.775500000000001,22.312,22.978
