Date,rate_IBM,rate_IBM_5D,rate_IBM_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-26,-3.69,-3.692,-1.54,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-2.83,-3.5980000000000003,-1.6445,-5.24,-5.786,-5.71
2023-04-28,-3.26,-3.4940000000000007,-1.7515,-4.56,-5.638,-5.5715
2023-05-01,-3.43,-3.374,-1.9385,-4.51,-5.504,-5.4944999999999995
2023-05-02,-4.13,-3.468,-2.196,-5.49,-5.316,-5.4910000000000005
2023-05-03,-5.42,-3.814,-2.501,-6.08,-5.176,-5.4910000000000005
2023-05-04,-6.08,-4.464,-2.859,-6.71,-5.47,-5.5115
2023-05-05,-5.27,-4.866,-3.1149999999999998,-5.15,-5.588,-5.471500000000001
2023-05-08,-5.46,-5.272,-3.4004999999999996,-5.11,-5.708,-5.4345
2023-05-09,-7.15,-5.8759999999999994,-3.747,-5.5,-5.71,-5.4174999999999995
2023-05-10,-6.5,-6.0920000000000005,-3.9899999999999998,-5.1,-5.514,-5.362
2023-05-11,-7.35,-6.346,-4.251,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-5.88,-6.468000000000001,-4.448,-5.35,-5.258,-5.3805000000000005
2023-05-15,-5.49,-6.474000000000001,-4.6129999999999995,-5.04,-5.244,-5.3885
2023-05-16,-5.41,-6.1259999999999994,-4.772499999999999,-5.65,-5.274,-5.430000000000001
2023-05-17,-3.7,-5.566,-4.7909999999999995,-4.56,-5.166,-5.416500000000001
2023-05-18,-3.36,-4.768,-4.794,-3.65,-4.85,-5.331
2023-05-19,-2.52,-4.096000000000001,-4.731,-3.8,-4.54,-5.255999999999999
2023-05-22,-2.33,-3.464,-4.646,-3.74,-4.28,-5.184
2023-05-23,-1.82,-2.746,-4.554,-4.8,-4.109999999999999,-5.1025
2023-05-24,-3.72,-2.75,-4.5555,-5.51,-4.3,-5.039
2023-05-25,-2.9,-2.658,-4.559,-4.7,-4.51,-5.012
2023-05-26,-1.27,-2.408,-4.4595,-3.48,-4.446,-4.958
2023-05-30,-0.83,-2.1079999999999997,-4.3294999999999995,-3.45,-4.388,-4.905
2023-05-31,-1.5,-2.0439999999999996,-4.1979999999999995,-3.96,-4.220000000000001,-4.8285
2023-06-01,-0.55,-1.41,-3.9544999999999995,-2.99,-3.716,-4.674
2023-06-02,1.41,-0.5480000000000002,-3.5799999999999996,-1.6,-3.096,-4.4185
2023-06-05,1.57,0.019999999999999973,-3.2380000000000004,-1.79,-2.758,-4.250500000000001
2023-06-06,1.61,0.508,-2.8845,-1.59,-2.386,-4.0745
2023-06-07,2.9,1.388,-2.382,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,2.92,2.082,-1.911,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,3.6,2.52,-1.3635,-1.17,-1.558,-3.5035000000000003
2023-06-12,4.45,3.0959999999999996,-0.8470000000000001,-0.27,-1.254,-3.2495
2023-06-13,5.35,3.844,-0.305,0.38,-0.86,-2.9785
2023-06-14,5.05,4.274,0.21799999999999997,0.45,-0.388,-2.6735
2023-06-15,5.96,4.882,0.701,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,5.26,5.2139999999999995,1.132,1.35,0.7260000000000001,-2.1095
2023-06-20,4.1,5.144,1.4629999999999999,0.89,0.958,-1.875
2023-06-21,2.37,4.548,1.698,0.35,0.9520000000000002,-1.6705
2023-06-22,0.45,3.6279999999999992,1.8114999999999999,0.71,1.004,-1.395
2023-06-23,-0.87,2.2619999999999996,1.954,-0.04,0.652,-1.1215
2023-06-26,0.58,1.3259999999999998,2.1279999999999997,-0.45,0.292,-0.909
2023-06-27,1.34,0.7739999999999998,2.2585,0.64,0.242,-0.7030000000000001
2023-06-28,0.9,0.4799999999999998,2.3449999999999998,0.69,0.30999999999999994,-0.496
2023-06-29,2.65,0.9199999999999997,2.5524999999999998,0.68,0.304,-0.26400000000000007
2023-06-30,2.46,1.5859999999999999,2.7030000000000003,1.85,0.682,-0.022
2023-07-03,2.31,1.932,2.748,2.0,1.1720000000000002,0.158
2023-07-05,2.74,2.2119999999999997,2.8064999999999998,1.78,1.4,0.3365
2023-07-06,1.17,2.2659999999999996,2.7845,0.97,1.456,0.46449999999999997
2023-07-07,1.11,1.9579999999999997,2.695,0.74,1.468,0.597
2023-07-10,1.73,1.812,2.6355,1.01,1.3,0.7140000000000001
2023-07-11,2.9,1.9299999999999997,2.6005,1.65,1.23,0.8550000000000001
2023-07-12,1.68,1.718,2.462,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,2.5,1.9839999999999995,2.3195,3.26,1.8199999999999998,1.1345
2023-07-14,2.11,2.184,2.1725000000000003,3.18,2.308,1.2710000000000001
2023-07-17,2.75,2.388,2.012,3.53,2.812,1.3615
2023-07-18,3.6,2.5279999999999996,1.9289999999999998,4.31,3.344,1.5095
2023-07-19,3.69,2.9299999999999997,1.9085,4.53,3.7619999999999996,1.6915
2023-07-20,5.9,3.6099999999999994,2.085,3.86,3.882,1.8669999999999998
2023-07-21,6.33,4.454,2.379,3.87,4.0200000000000005,2.025
2023-07-24,6.79,5.262,2.762,4.3,4.1739999999999995,2.242
2023-07-25,7.39,6.02,3.1025,4.56,4.224,2.4925
2023-07-26,7.95,6.872,3.433,4.58,4.234,2.6895
2023-07-27,9.4,7.572,3.8580000000000005,3.99,4.26,2.8545000000000003
2023-07-28,9.77,8.26,4.214,4.84,4.454,3.0625
2023-07-31,10.32,8.966,4.606999999999999,5.01,4.595999999999999,3.2205
2023-08-01,9.48,9.384,4.9655000000000005,4.66,4.616,3.3534999999999995
2023-08-02,10.11,9.815999999999999,5.334,3.53,4.406000000000001,3.441
2023-08-03,10.32,10.0,5.7915,3.31,4.27,3.558
2023-08-04,10.16,10.078,6.244,2.92,3.886,3.6670000000000003
2023-08-07,11.61,10.335999999999999,6.7379999999999995,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,11.46,10.732,7.1659999999999995,3.32,3.342,3.8815
2023-08-09,9.52,10.614,7.558,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,9.95,10.540000000000001,7.930499999999999,2.89,3.1220000000000003,3.8835
2023-08-11,9.88,10.484,8.318999999999999,2.83,3.104,3.8659999999999997
2023-08-14,9.2,10.002,8.6415,3.23,3.024,3.851
2023-08-15,9.18,9.546,8.9205,2.44,2.848,3.7574999999999994
2023-08-16,8.53,9.347999999999999,9.1625,1.94,2.666,3.6279999999999992
2023-08-17,8.54,9.065999999999999,9.294500000000001,1.39,2.366,3.5044999999999993
2023-08-18,8.93,8.876,9.4245,1.45,2.09,3.3835
2023-08-21,9.39,8.913999999999998,9.5545,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,8.98,8.873999999999999,9.633999999999999,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,9.97,9.162,9.735,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,10.04,9.462,9.767,1.53,1.8039999999999998,2.8905
2023-08-25,10.97,9.87,9.827,1.97,1.908,2.747
2023-08-28,11.31,10.254,9.8765,2.41,2.0100000000000002,2.617
2023-08-29,11.53,10.764,9.979000000000001,3.38,2.3440000000000003,2.553
2023-08-30,11.74,11.118,10.0605,3.66,2.59,2.5595
2023-08-31,11.73,11.456,10.131,3.58,3.0,2.573
2023-09-01,12.05,11.672,10.2255,3.65,3.336,2.6094999999999997
2023-09-05,12.15,11.84,10.2525,3.35,3.524,2.5955
2023-09-06,12.1,11.954,10.2845,2.76,3.4,2.5675
2023-09-07,11.73,11.952,10.395,2.49,3.166,2.5495
2023-09-08,11.85,11.976,10.49,2.62,2.974,2.5360000000000005
2023-09-11,12.35,12.036,10.6135,3.26,2.896,2.5575
2023-09-12,11.04,11.814,10.705499999999999,2.72,2.77,2.532
2023-09-13,11.2,11.633999999999999,10.8065,2.84,2.786,2.5520000000000005
2023-09-14,11.7,11.628,10.965,3.7,3.028,2.6399999999999997
2023-09-15,10.84,11.425999999999998,11.08,2.45,2.9939999999999998,2.693
2023-09-18,10.27,11.01,11.147000000000002,2.56,2.854,2.7485
2023-09-19,11.27,11.056,11.241,2.36,2.782,2.7715000000000005
2023-09-20,13.57,11.53,11.4705,1.42,2.498,2.757
2023-09-21,11.87,11.563999999999998,11.5655,-0.2,1.718,2.6255
2023-09-22,11.54,11.703999999999999,11.6405,-0.44,1.1400000000000001,2.527
2023-09-25,11.24,11.898,11.654,-0.03,0.622,2.4270000000000005
2023-09-26,8.89,11.422,11.533,-1.48,-0.146,2.2325
2023-09-27,8.84,10.476,11.3985,-1.46,-0.722,1.9904999999999997
2023-09-28,7.68,9.638000000000002,11.1955,-1.26,-0.9339999999999999,1.7445
2023-09-29,6.76,8.682,10.947,-1.49,-1.1440000000000001,1.491
2023-10-02,6.98,7.830000000000001,10.6935,-1.47,-1.432,1.2349999999999999
2023-10-03,6.68,7.388,10.42,-2.77,-1.69,0.929
2023-10-04,7.18,7.056,10.174000000000001,-2.07,-1.812,0.6875
2023-10-05,7.51,7.022,9.963,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,7.88,7.2459999999999996,9.7645,-1.01,-1.8939999999999997,0.274
2023-10-09,8.01,7.452,9.5475,-0.36,-1.672,0.09300000000000001
2023-10-10,7.94,7.703999999999999,9.3925,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,8.78,8.024,9.2715,0.56,-0.564,-0.14999999999999997
2023-10-12,7.29,7.9799999999999995,9.051,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,5.22,7.447999999999999,8.77,-0.55,-0.048,-0.48650000000000004
2023-10-16,5.78,7.002,8.5455,0.47,0.118,-0.591
2023-10-17,6.61,6.736,8.3125,0.48,0.186,-0.6849999999999999
2023-10-18,6.35,6.25,7.9515,-0.85,-0.09600000000000002,-0.7985
2023-10-19,4.87,5.766,7.6015,-1.68,-0.426,-0.8724999999999999
2023-10-20,4.23,5.568,7.236,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,3.65,5.142,6.8565,-3.06,-1.6,-1.1465
2023-10-24,4.71,4.7620000000000005,6.647499999999999,-2.34,-2.164,-1.1895
2023-10-25,4.18,4.328,6.414499999999999,-3.7,-2.7340000000000004,-1.3015
2023-10-26,9.22,5.198,6.491499999999999,-4.87,-3.372,-1.482
2023-10-27,8.28,6.008,6.5675,-5.28,-3.85,-1.6715
2023-10-30,8.36,6.95,6.6365,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,9.88,7.984,6.796499999999999,-3.59,-4.319999999999999,-1.847
2023-11-01,10.26,9.2,6.950500000000001,-2.49,-4.078,-1.8679999999999999
2023-11-02,11.46,9.648,7.147999999999999,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,12.12,10.416,7.359999999999999,0.19,-2.15,-1.7355
2023-11-06,12.91,11.326,7.6049999999999995,0.38,-1.242,-1.6985000000000003
2023-11-07,12.81,11.912,7.8485,0.65,-0.394,-1.673
2023-11-08,12.21,12.302000000000001,8.02,0.73,0.25,-1.6644999999999999
2023-11-09,11.15,12.24,8.213,-0.01,0.388,-1.6635000000000002
2023-11-10,12.95,12.406,8.599499999999999,1.52,0.654,-1.56
2023-11-13,12.26,12.276,8.9235,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,13.74,12.462,9.28,3.34,1.4,-1.3695
2023-11-15,15.13,13.045999999999998,9.719,3.57,1.968,-1.1485
2023-11-16,15.44,13.904,10.2475,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,15.33,14.38,10.8025,3.86,3.18,-0.5415000000000001
2023-11-20,16.26,15.180000000000001,11.433000000000002,4.63,3.822,-0.15700000000000008
2023-11-21,15.98,15.628,11.996500000000001,4.36,4.026,0.17799999999999994
2023-11-22,16.76,15.954000000000002,12.625499999999999,4.81,4.273999999999999,0.6034999999999999
2023-11-24,16.79,16.224,13.004,4.87,4.505999999999999,1.0905
2023-11-27,17.04,16.566000000000003,13.441999999999998,4.69,4.672,1.589
2023-11-28,17.1,16.734,13.879,4.79,4.704,2.0364999999999998
2023-11-29,17.58,17.054,14.264,4.72,4.776000000000001,2.452
2023-11-30,18.96,17.494,14.699000000000002,5.12,4.837999999999999,2.8325
2023-12-01,19.86,18.107999999999997,15.119,5.62,4.988,3.1485
2023-12-04,20.2,18.740000000000002,15.523000000000001,5.11,5.072,3.3945
2023-12-05,20.39,19.398,15.897,5.08,5.130000000000001,3.6295
2023-12-06,19.69,19.82,16.241,4.72,5.13,3.8329999999999997
2023-12-07,19.65,19.958,16.613,5.4,5.186,4.0665
2023-12-08,20.74,20.134,17.0925,5.77,5.215999999999999,4.3555
2023-12-11,21.72,20.438,17.531,6.12,5.418,4.585500000000001
2023-12-12,22.25,20.81,18.0305,6.6,5.7219999999999995,4.8445
2023-12-13,21.77,21.226,18.432,7.92,6.362,5.0735
2023-12-14,21.45,21.586,18.747999999999998,8.21,6.9239999999999995,5.3055
2023-12-15,21.16,21.669999999999998,19.034,8.06,7.382000000000001,5.523
2023-12-18,21.38,21.602,19.3365,8.62,7.882,5.761
2023-12-19,20.76,21.304000000000002,19.561500000000002,9.16,8.394,5.9875
2023-12-20,19.97,20.944,19.761,7.51,8.312,6.1450000000000005
2023-12-21,20.35,20.724,19.9405,8.36,8.341999999999999,6.3225
2023-12-22,21.06,20.704,20.154,8.57,8.443999999999999,6.5075
2023-12-26,21.63,20.753999999999998,20.3835,8.94,8.508,6.720000000000001
2023-12-27,21.76,20.954,20.6165,9.1,8.495999999999999,6.9355
2023-12-28,21.91,21.342000000000002,20.833000000000002,9.11,8.815999999999999,7.154999999999999
2023-12-29,21.8,21.631999999999998,20.975,8.87,8.918000000000001,7.342499999999999
2024-01-02,20.35,21.490000000000002,20.9995,8.16,8.836,7.469499999999999
2024-01-03,19.47,21.058,20.963,7.53,8.553999999999998,7.5905000000000005
2024-01-04,19.99,20.704,20.943,7.23,8.18,7.698
2024-01-05,18.78,20.078,20.8975,7.36,7.830000000000001,7.83
2024-01-08,20.22,19.762,20.926,8.85,7.8260000000000005,8.0025
2024-01-09,19.44,19.58,20.861,8.62,7.918000000000001,8.145
2024-01-10,20.29,19.744,20.789499999999997,9.22,8.256,8.3
2024-01-11,20.97,19.94,20.7255,9.19,8.648,8.429499999999999
2024-01-12,23.65,20.913999999999998,20.819499999999998,9.23,9.022,8.495000000000001
2024-01-16,24.5,21.77,20.972,8.92,9.036,8.5305
2024-01-17,23.85,22.652,21.1065,8.42,8.996,8.5485
2024-01-18,24.41,23.476,21.258,9.22,8.995999999999999,8.578500000000002
2024-01-19,27.82,24.845999999999997,21.610999999999997,10.34,9.226,8.6375
2024-01-22,28.81,25.878000000000004,22.053,10.55,9.49,8.7895
2024-01-23,29.63,26.904000000000003,22.517,10.83,9.872,8.913
2024-01-24,29.62,28.058,22.945,10.91,10.370000000000001,9.03
2024-01-25,41.75,31.526,23.951,11.43,10.812000000000001,9.1545
2024-01-26,39.53,33.868,24.8395,11.37,11.017999999999999,9.267999999999999
2024-01-29,39.33,35.972,25.710500000000003,12.06,11.32,9.4155
2024-01-30,39.87,38.019999999999996,26.613999999999997,11.99,11.552,9.5715
2024-01-31,36.74,39.444,27.4335,10.45,11.459999999999999,9.686
2024-02-01,38.45,38.784000000000006,28.3825,11.46,11.466,9.8825
2024-02-02,37.64,38.406,29.264999999999997,12.41,11.674000000000001,10.141499999999999
2024-02-05,35.91,37.721999999999994,30.121499999999997,12.07,11.676,10.377
2024-02-06,35.9,36.928000000000004,30.9055,12.35,11.748,10.552000000000001
2024-02-07,36.11,36.802,31.738999999999997,13.07,12.272,10.7745
2024-02-08,36.5,36.412,32.549499999999995,13.13,12.606,10.97
2024-02-09,37.73,36.42999999999999,33.3875,13.64,12.852,11.1925
2024-02-12,37.62,36.772,34.086,13.6,13.157999999999998,11.411
2024-02-13,36.18,36.827999999999996,34.67,12.17,13.122,11.5735
2024-02-14,36.1,36.826,35.2825,13.12,13.132,11.808499999999999
2024-02-15,38.04,37.134,35.964,13.8,13.266,12.0375
2024-02-16,38.49,37.285999999999994,36.4975,13.28,13.193999999999999,12.1845
2024-02-20,36.03,36.968,36.8585,12.73,13.02,12.2935
2024-02-21,33.83,36.498000000000005,37.0685,12.83,13.151999999999997,12.3935
2024-02-22,36.48,36.574,37.4115,14.94,13.516,12.595
2024-02-23,37.36,36.438,37.19199999999999,14.99,13.754000000000001,12.773
2024-02-26,36.43,36.025999999999996,37.037,14.61,14.02,12.934999999999999
2024-02-27,36.92,36.204,36.9165,14.81,14.435999999999998,13.0725
2024-02-28,37.21,36.879999999999995,36.783500000000004,14.65,14.8,13.2055
2024-02-29,37.03,36.989999999999995,36.798,15.05,14.822,13.435500000000001
2024-03-01,38.44,37.205999999999996,36.7975,15.81,14.986,13.653
2024-03-04,41.61,38.242000000000004,36.995999999999995,15.68,15.2,13.8165
2024-03-05,40.88,39.034,37.2445,14.57,15.152000000000001,13.941500000000001
2024-03-06,43.62,40.315999999999995,37.6305,15.15,15.252,14.0815
2024-03-07,43.87,41.684000000000005,38.0185,16.24,15.49,14.24
2024-03-08,43.49,42.694,38.368,15.57,15.442000000000002,14.362
2024-03-11,40.74,42.519999999999996,38.5185,15.48,15.402000000000001,14.454000000000002
2024-03-12,44.93,43.33,38.884,16.5,15.788,14.599
2024-03-13,44.18,43.442,39.284,16.35,16.028,14.807999999999998
2024-03-14,41.92,43.052,39.575,16.14,16.008000000000003,14.958999999999998
2024-03-15,40.28,42.41,39.687,15.48,15.989999999999998,15.043000000000001
2024-03-18,40.71,42.404,39.797999999999995,16.07,16.108,15.1825
2024-03-19,41.89,41.79600000000001,40.090999999999994,16.58,16.124000000000002,15.375
2024-03-20,42.33,41.426,40.516,17.38,16.33,15.602500000000001
2024-03-21,40.86,41.214,40.735,17.69,16.639999999999997,15.74
2024-03-22,40.11,41.18,40.8725,17.27,16.998,15.854
2024-03-25,38.65,40.768,40.9835,17.03,17.19,15.975
2024-03-26,38.44,40.077999999999996,41.0595,16.78,17.23,16.073500000000003
2024-03-27,40.1,39.632,41.20399999999999,17.57,17.268,16.2195
2024-03-28,40.21,39.502,41.363,17.56,17.242,16.345
2024-04-01,38.72,39.224000000000004,41.376999999999995,17.14,17.216,16.411499999999997
2024-04-02,38.03,39.1,41.198,16.47,17.104,16.451
2024-04-03,39.49,39.31,41.1285,16.56,17.06,16.5505
2024-04-04,37.36,38.762,40.8155,15.31,16.608,16.558500000000002
2024-04-05,38.22,38.364,40.533,16.37,16.369999999999997,16.565
2024-04-08,38.71,38.362,40.294,16.41,16.224,16.607
2024-04-09,38.34,38.424,40.174,16.55,16.240000000000002,16.6605
2024-04-10,35.98,37.721999999999994,39.7265,15.5,16.028,16.6105
2024-04-11,35.88,37.426,39.3115,16.27,16.22,16.6065
2024-04-12,33.25,36.432,38.878,14.8,15.906,16.5395
2024-04-15,32.52,35.194,38.489999999999995,13.46,15.315999999999999,16.438499999999998
2024-04-16,34.33,34.391999999999996,38.17100000000001,13.26,14.658000000000001,16.298000000000002
2024-04-17,33.86,33.968,37.7695,12.6,14.078,16.098999999999997
2024-04-18,32.68,33.328,37.287,12.36,13.296000000000001,15.847999999999999
2024-04-19,32.76,33.230000000000004,36.882,11.45,12.626,15.535999999999998
2024-04-22,32.99,33.324,36.525999999999996,12.38,12.41,15.2915
2024-04-23,33.2,33.098,36.2535,13.77,12.512,15.128499999999999
2024-04-24,34.59,33.244,36.06099999999999,13.69,12.73,14.974
2024-04-25,23.54,31.415999999999997,35.233000000000004,13.23,12.904,14.757
2024-04-26,22.25,29.314,34.335,14.34,13.482,14.596
2024-04-29,22.46,27.208,33.522,14.73,13.952000000000002,14.4755
2024-04-30,21.57,24.882,32.699,12.94,13.785999999999998,14.298999999999998
2024-05-01,19.94,21.951999999999998,31.721500000000002,12.36,13.52,14.088999999999999
2024-05-02,20.12,21.268,30.859500000000004,13.38,13.55,13.992499999999998
2024-05-03,20.85,20.988,29.990999999999996,14.75,13.632,13.911499999999998
2024-05-06,22.93,21.082,29.202000000000005,15.88,13.862,13.885
2024-05-07,22.76,21.32,28.423000000000002,16.04,14.482,13.8595
2024-05-08,23.86,22.104000000000003,27.817,16.05,15.219999999999999,13.887
2024-05-09,21.24,22.328,27.085,16.7,15.884,13.9085
2024-05-10,21.87,22.532,26.516000000000002,16.85,16.304000000000002,14.011000000000001
2024-05-13,22.17,22.380000000000003,25.9985,16.85,16.497999999999998,14.180499999999999
2024-05-14,22.02,22.232,25.383,17.4,16.77,14.3875
2024-05-15,22.68,21.996,24.824,18.81,17.322,14.698000000000002
2024-05-16,23.19,22.386000000000003,24.3495,18.58,17.698,15.009
2024-05-17,23.23,22.657999999999998,23.873,18.76,18.08,15.374500000000001
2024-05-20,23.88,23.0,23.4175,18.87,18.484,15.699000000000002
2024-05-21,26.45,23.886000000000003,23.080000000000002,19.19,18.842000000000002,15.969999999999999
2024-05-22,26.61,24.671999999999997,22.681,18.84,18.848000000000003,16.2275
2024-05-23,24.42,24.918,22.725,17.97,18.726000000000003,16.4645
2024-05-24,24.58,25.188,22.8415,18.76,18.726,16.685499999999998
2024-05-28,23.69,25.15,22.903,18.86,18.724,16.892000000000003
2024-05-29,21.79,24.218,22.914,18.03,18.492,17.1465
2024-05-30,20.76,23.048,22.955000000000002,17.25,18.174,17.391
2024-05-31,21.65,22.494,23.0315,18.26,18.232,17.635
2024-06-03,20.17,21.612000000000002,22.9975,18.08,18.096,17.8015
2024-06-04,20.55,20.984,22.8785,18.22,17.968,17.9185
2024-06-05,21.68,20.962,22.8245,19.6,18.282000000000004,18.0965
2024-06-06,22.27,21.264,22.745,19.58,18.747999999999998,18.273
2024-06-07,23.57,21.648,22.8615,19.43,18.982,18.4095
2024-06-10,23.84,22.381999999999998,22.96,19.81,19.328,18.557499999999997
2024-06-11,23.07,22.886,23.005000000000003,20.08,19.7,18.719
2024-06-12,22.84,23.118000000000002,23.046,21.06,19.991999999999997,18.901999999999997
2024-06-13,22.93,23.25,23.058500000000002,21.28,20.332,19.0255
2024-06-14,23.0,23.136000000000003,23.049,21.38,20.722,19.1655
2024-06-17,23.2,23.008,23.0475,22.32,21.224,19.3435
2024-06-18,23.97,23.188,23.052,22.64,21.736,19.532
2024-06-20,26.41,23.901999999999997,23.05,22.31,21.985999999999997,19.688
2024-06-21,25.35,24.386,22.987000000000002,22.04,22.137999999999998,19.848000000000003
2024-06-24,27.2,25.226000000000003,23.125999999999998,21.72,22.206,20.0355
2024-06-25,25.45,25.676,23.1695,22.14,22.17,20.2045
2024-06-26,24.92,25.866000000000003,23.231,22.26,22.094,20.3745
2024-06-27,24.18,25.42,23.3505,22.42,22.116000000000003,20.594
2024-06-28,25.7,25.490000000000002,23.5975,21.66,22.04,20.814500000000002
2024-07-01,26.82,25.413999999999998,23.856,21.54,22.003999999999998,20.9785
2024-07-02,28.39,26.002000000000002,24.267,22.15,22.006,21.182
2024-07-03,27.27,26.471999999999998,24.603,22.58,22.07,21.4
2024-07-05,27.48,27.131999999999998,24.892999999999997,23.16,22.218,21.578
2024-07-08,28.64,27.72,25.2115,23.25,22.535999999999998,21.7615
2024-07-09,27.8,27.916000000000004,25.423,23.35,22.898000000000003,21.9575
2024-07-10,28.78,27.994,25.669999999999998,24.29,23.326,22.1815
2024-07-11,29.12,28.363999999999997,25.972499999999997,23.45,23.5,22.35
2024-07-12,32.37,29.342000000000002,26.449,24.05,23.678,22.4995
