Date,rate_UNH,rate_UNH_5D,rate_UNH_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-05-05,2.02,1.5660000000000003,2.9090000000000003,-5.15,-5.588,-5.471500000000001
2023-05-08,1.69,1.4420000000000004,2.6775,-5.11,-5.708,-5.4345
2023-05-09,1.24,1.3220000000000005,2.365,-5.5,-5.71,-5.4174999999999995
2023-05-10,1.17,1.3460000000000005,2.0465,-5.1,-5.514,-5.362
2023-05-11,0.91,1.4060000000000004,1.6640000000000001,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,1.41,1.2840000000000003,1.453,-5.35,-5.258,-5.3805000000000005
2023-05-15,0.53,1.0520000000000003,1.2635,-5.04,-5.244,-5.3885
2023-05-16,-0.91,0.6220000000000003,1.0110000000000001,-5.65,-5.274,-5.430000000000001
2023-05-17,0.11,0.4100000000000004,0.9950000000000001,-4.56,-5.166,-5.416500000000001
2023-05-18,-1.01,0.026000000000000335,0.9100000000000001,-3.65,-4.85,-5.331
2023-05-19,-1.09,-0.47399999999999964,0.8580000000000002,-3.8,-4.54,-5.255999999999999
2023-05-22,-0.73,-0.7259999999999996,0.772,-3.74,-4.28,-5.184
2023-05-23,-0.97,-0.7379999999999997,0.644,-4.8,-4.109999999999999,-5.1025
2023-05-24,-0.69,-0.8979999999999997,0.6210000000000001,-5.51,-4.3,-5.039
2023-05-25,-1.32,-0.9599999999999996,0.49000000000000005,-4.7,-4.51,-5.012
2023-05-26,-0.55,-0.8519999999999996,0.3810000000000001,-3.48,-4.446,-4.958
2023-05-30,-0.88,-0.8819999999999997,0.22150000000000009,-3.45,-4.388,-4.905
2023-05-31,0.6,-0.5679999999999996,0.1595000000000001,-3.96,-4.220000000000001,-4.8285
2023-06-01,1.85,-0.05999999999999957,0.19950000000000007,-2.99,-3.716,-4.674
2023-06-02,3.04,0.8120000000000005,0.32100000000000006,-1.6,-3.096,-4.4185
2023-06-05,2.76,1.4740000000000004,0.3580000000000001,-1.79,-2.758,-4.250500000000001
2023-06-06,0.61,1.7720000000000002,0.3040000000000001,-1.59,-2.386,-4.0745
2023-06-07,-0.5,1.5520000000000005,0.21700000000000008,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,1.15,1.4120000000000004,0.21600000000000005,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,1.83,1.1700000000000004,0.2620000000000001,-1.17,-1.558,-3.5035000000000003
2023-06-12,1.63,0.9440000000000005,0.273,-0.27,-1.254,-3.2495
2023-06-13,1.37,1.0960000000000005,0.31500000000000006,0.38,-0.86,-2.9785
2023-06-14,-5.01,0.19400000000000048,0.11000000000000006,0.45,-0.388,-2.6735
2023-06-15,-3.79,-0.7939999999999994,-0.08499999999999994,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-5.29,-2.217999999999999,-0.29899999999999993,1.35,0.7260000000000001,-2.1095
2023-06-20,-3.08,-3.1599999999999993,-0.39849999999999997,0.89,0.958,-1.875
2023-06-21,-1.59,-3.752,-0.4414999999999999,0.35,0.9520000000000002,-1.6705
2023-06-22,-1.12,-2.9739999999999993,-0.44899999999999995,0.71,1.004,-1.395
2023-06-23,-1.54,-2.524,-0.4915,-0.04,0.652,-1.1215
2023-06-26,-1.12,-1.6899999999999995,-0.48149999999999993,-0.45,0.292,-0.909
2023-06-27,-0.41,-1.1559999999999995,-0.4744999999999999,0.64,0.242,-0.7030000000000001
2023-06-28,-2.05,-1.2479999999999996,-0.533,0.69,0.30999999999999994,-0.496
2023-06-29,-1.65,-1.3539999999999996,-0.6455,0.68,0.304,-0.26400000000000007
2023-06-30,-0.8,-1.2059999999999995,-0.7779999999999999,1.85,0.682,-0.022
2023-07-03,-1.33,-1.2479999999999996,-0.9964999999999998,2.0,1.1720000000000002,0.158
2023-07-05,-2.67,-1.6999999999999993,-1.268,1.78,1.4,0.3365
2023-07-06,-3.04,-1.8979999999999997,-1.4505,0.97,1.456,0.46449999999999997
2023-07-07,-4.61,-2.4899999999999993,-1.656,0.74,1.468,0.597
2023-07-10,-4.31,-3.1919999999999993,-1.9289999999999998,1.01,1.3,0.7140000000000001
2023-07-11,-4.35,-3.7959999999999994,-2.238,1.65,1.23,0.8550000000000001
2023-07-12,-6.63,-4.587999999999999,-2.651,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-7.43,-5.465999999999999,-3.0909999999999997,3.26,1.8199999999999998,1.1345
2023-07-14,-0.82,-4.707999999999999,-2.8815,3.18,2.308,1.2710000000000001
2023-07-17,-0.03,-3.8519999999999994,-2.6935,3.53,2.812,1.3615
2023-07-18,3.22,-2.3379999999999996,-2.268,4.31,3.344,1.5095
2023-07-19,3.98,-0.2159999999999994,-1.9149999999999998,4.53,3.7619999999999996,1.6915
2023-07-20,4.09,2.0880000000000005,-1.6309999999999998,3.86,3.882,1.8669999999999998
2023-07-21,4.55,3.1620000000000004,-1.3474999999999997,3.87,4.0200000000000005,2.025
2023-07-24,4.99,4.166,-1.021,4.3,4.1739999999999995,2.242
2023-07-25,5.45,4.612,-0.6924999999999998,4.56,4.224,2.4925
2023-07-26,4.85,4.7860000000000005,-0.4294999999999999,4.58,4.234,2.6895
2023-07-27,4.29,4.8260000000000005,-0.1124999999999999,3.99,4.26,2.8545000000000003
2023-07-28,3.81,4.678000000000001,0.1605000000000001,4.84,4.454,3.0625
2023-07-31,4.52,4.5840000000000005,0.42650000000000005,5.01,4.595999999999999,3.2205
2023-08-01,4.15,4.324,0.7005000000000001,4.66,4.616,3.3534999999999995
2023-08-02,4.16,4.186000000000001,1.042,3.53,4.406000000000001,3.441
2023-08-03,4.17,4.162000000000001,1.4025000000000003,3.31,4.27,3.558
2023-08-04,3.81,4.162000000000001,1.8235,2.92,3.886,3.6670000000000003
2023-08-07,5.18,4.294000000000001,2.2980000000000005,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,4.47,4.3580000000000005,2.739,3.32,3.342,3.8815
2023-08-09,3.92,4.3100000000000005,3.2664999999999997,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,4.12,4.3,3.844,2.89,3.1220000000000003,3.8835
2023-08-11,4.78,4.494000000000001,4.1240000000000006,2.83,3.104,3.8659999999999997
2023-08-14,5.2,4.498,4.3855,3.23,3.024,3.851
2023-08-15,4.62,4.5280000000000005,4.4555,2.44,2.848,3.7574999999999994
2023-08-16,4.19,4.582000000000001,4.465999999999999,1.94,2.666,3.6279999999999992
2023-08-17,2.87,4.332000000000002,4.404999999999999,1.39,2.366,3.5044999999999993
2023-08-18,3.48,4.072000000000001,4.3515,1.45,2.09,3.3835
2023-08-21,3.38,3.7080000000000006,4.271,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,2.65,3.314000000000001,4.131,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,2.26,2.928000000000001,4.0015,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,2.07,2.7680000000000002,3.8905000000000003,1.53,1.8039999999999998,2.8905
2023-08-25,2.21,2.5140000000000007,3.8104999999999998,1.97,1.908,2.747
2023-08-28,2.51,2.3400000000000007,3.71,2.41,2.0100000000000002,2.617
2023-08-29,2.72,2.3540000000000005,3.6384999999999996,3.38,2.3440000000000003,2.553
2023-08-30,2.54,2.4100000000000006,3.5575,3.66,2.59,2.5595
2023-08-31,0.47,2.0900000000000007,3.3725,3.58,3.0,2.573
2023-09-01,0.42,1.7320000000000007,3.2030000000000003,3.65,3.336,2.6094999999999997
2023-09-05,1.04,1.4380000000000006,2.996,3.35,3.524,2.5955
2023-09-06,0.37,0.9680000000000006,2.7910000000000004,2.76,3.4,2.5675
2023-09-07,1.86,0.8320000000000007,2.688,2.49,3.166,2.5495
2023-09-08,1.06,0.9500000000000007,2.5349999999999997,2.62,2.974,2.5360000000000005
2023-09-11,0.78,1.0220000000000007,2.335,3.26,2.896,2.5575
2023-09-12,0.89,0.9920000000000009,2.1195,2.72,2.77,2.532
2023-09-13,0.87,1.092000000000001,1.9320000000000004,2.84,2.786,2.5520000000000005
2023-09-14,1.64,1.0480000000000007,1.8044999999999998,3.7,3.028,2.6399999999999997
2023-09-15,2.28,1.2920000000000005,1.775,2.45,2.9939999999999998,2.693
2023-09-18,2.15,1.5660000000000007,1.7084999999999997,2.56,2.854,2.7485
2023-09-19,1.03,1.5940000000000005,1.5910000000000002,2.36,2.782,2.7715000000000005
2023-09-20,3.4,2.1000000000000005,1.6285,1.42,2.498,2.757
2023-09-21,5.27,2.8260000000000005,1.779,-0.2,1.718,2.6255
2023-09-22,6.3,3.6300000000000003,1.9905000000000002,-0.44,1.1400000000000001,2.527
2023-09-25,7.16,4.632000000000001,2.238,-0.03,0.622,2.4270000000000005
2023-09-26,6.16,5.658,2.4205,-1.48,-0.146,2.2325
2023-09-27,5.81,6.140000000000001,2.575,-1.46,-0.722,1.9904999999999997
2023-09-28,7.12,6.510000000000001,2.804,-1.26,-0.9339999999999999,1.7445
2023-09-29,5.9,6.4300000000000015,3.0755,-1.49,-1.1440000000000001,1.491
2023-10-02,7.9,6.578000000000001,3.4495000000000005,-1.47,-1.432,1.2349999999999999
2023-10-03,6.85,6.716000000000001,3.7399999999999998,-2.77,-1.69,0.929
2023-10-04,7.08,6.970000000000001,4.0755,-2.07,-1.812,0.6875
2023-10-05,8.24,7.194000000000001,4.394500000000001,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,10.0,8.014000000000001,4.841500000000001,-1.01,-1.8939999999999997,0.274
2023-10-09,10.35,8.504000000000001,5.32,-0.36,-1.672,0.09300000000000001
2023-10-10,9.88,9.110000000000001,5.7695,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,9.86,9.666,6.218999999999999,0.56,-0.564,-0.14999999999999997
2023-10-12,10.15,10.048,6.644499999999999,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,13.0,10.648,7.180499999999999,-0.55,-0.048,-0.48650000000000004
2023-10-16,12.72,11.122,7.7090000000000005,0.47,0.118,-0.591
2023-10-17,12.48,11.642000000000001,8.2815,0.48,0.186,-0.6849999999999999
2023-10-18,12.37,12.144000000000002,8.73,-0.85,-0.09600000000000002,-0.7985
2023-10-19,11.59,12.432,9.046000000000001,-1.68,-0.426,-0.8724999999999999
2023-10-20,10.78,11.988,9.27,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,9.81,11.406,9.4025,-3.06,-1.6,-1.1465
2023-10-24,10.47,11.004,9.618,-2.34,-2.164,-1.1895
2023-10-25,11.47,10.824000000000002,9.901,-3.7,-2.7340000000000004,-1.3015
2023-10-26,11.11,10.728000000000002,10.1005,-4.87,-3.372,-1.482
2023-10-27,10.41,10.654,10.326,-5.28,-3.85,-1.6715
2023-10-30,11.43,10.978,10.502500000000001,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,12.53,11.39,10.7865,-3.59,-4.319999999999999,-1.847
2023-11-01,11.53,11.402000000000001,11.009,-2.49,-4.078,-1.8679999999999999
2023-11-02,12.41,11.662,11.2175,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,11.39,11.858,11.286999999999999,0.19,-2.15,-1.7355
2023-11-06,11.89,11.95,11.364,0.38,-1.242,-1.6985000000000003
2023-11-07,12.76,11.996,11.508,0.65,-0.394,-1.673
2023-11-08,12.54,12.198000000000002,11.642,0.73,0.25,-1.6644999999999999
2023-11-09,13.0,12.315999999999999,11.7845,-0.01,0.388,-1.6635000000000002
2023-11-10,13.44,12.726,11.806500000000002,1.52,0.654,-1.56
2023-11-13,13.71,13.09,11.856,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,13.28,13.193999999999999,11.895999999999999,3.34,1.4,-1.3695
2023-11-15,12.87,13.26,11.921,3.57,1.968,-1.1485
2023-11-16,13.15,13.290000000000001,11.998999999999999,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,12.44,13.09,12.081999999999999,3.86,3.18,-0.5415000000000001
2023-11-20,12.2,12.788,12.2015,4.63,3.822,-0.15700000000000008
2023-11-21,13.12,12.756,12.334,4.36,4.026,0.17799999999999994
2023-11-22,13.97,12.976000000000003,12.459,4.81,4.273999999999999,0.6034999999999999
2023-11-24,14.66,13.278,12.6365,4.87,4.505999999999999,1.0905
2023-11-27,13.94,13.578,12.812999999999999,4.69,4.672,1.589
2023-11-28,13.31,13.8,12.907,4.79,4.704,2.0364999999999998
2023-11-29,12.17,13.61,12.889,4.72,4.776000000000001,2.452
2023-11-30,15.86,13.988,13.105500000000001,5.12,4.837999999999999,2.8325
2023-12-01,14.4,13.936000000000002,13.205000000000002,5.62,4.988,3.1485
2023-12-04,14.62,14.072000000000003,13.366499999999998,5.11,5.072,3.3945
2023-12-05,15.03,14.416,13.523499999999999,5.08,5.130000000000001,3.6295
2023-12-06,14.88,14.958000000000002,13.629500000000002,4.72,5.13,3.8329999999999997
2023-12-07,14.62,14.709999999999999,13.733499999999998,5.4,5.186,4.0665
2023-12-08,14.93,14.815999999999999,13.829999999999998,5.77,5.215999999999999,4.3555
2023-12-11,13.69,14.63,13.842499999999998,6.12,5.418,4.585500000000001
2023-12-12,14.11,14.446000000000002,13.8625,6.6,5.7219999999999995,4.8445
2023-12-13,14.79,14.428,13.937999999999999,7.92,6.362,5.0735
2023-12-14,11.74,13.852,13.881499999999999,8.21,6.9239999999999995,5.3055
2023-12-15,11.1,13.086000000000002,13.779,8.06,7.382000000000001,5.523
2023-12-18,10.16,12.38,13.665000000000001,8.62,7.882,5.761
2023-12-19,9.64,11.486,13.537,9.16,8.394,5.9875
2023-12-20,7.97,10.122,13.279499999999999,7.51,8.312,6.1450000000000005
2023-12-21,8.78,9.530000000000001,13.02,8.36,8.341999999999999,6.3225
2023-12-22,8.87,9.084,12.730500000000001,8.57,8.443999999999999,6.5075
2023-12-26,8.82,8.816,12.4745,8.94,8.508,6.720000000000001
2023-12-27,9.38,8.764,12.278,9.1,8.495999999999999,6.9355
2023-12-28,9.82,9.134,12.160499999999999,9.11,8.815999999999999,7.154999999999999
2023-12-29,10.14,9.406,11.874500000000001,8.87,8.918000000000001,7.342499999999999
2024-01-02,12.56,10.144000000000002,11.7825,8.16,8.836,7.469499999999999
2024-01-03,13.11,11.002,11.706999999999999,7.53,8.553999999999998,7.5905000000000005
2024-01-04,13.8,11.886000000000001,11.6455,7.23,8.18,7.698
2024-01-05,12.16,12.354000000000001,11.5095,7.36,7.830000000000001,7.83
2024-01-08,11.98,12.722000000000001,11.3775,8.85,7.8260000000000005,8.0025
2024-01-09,12.36,12.682,11.248999999999999,8.62,7.918000000000001,8.145
2024-01-10,12.21,12.502,11.175,9.22,8.256,8.3
2024-01-11,12.63,12.268,11.101,9.19,8.648,8.429499999999999
2024-01-12,8.91,11.618,10.807,9.23,9.022,8.495000000000001
2024-01-16,8.43,10.908000000000001,10.6415,8.92,9.036,8.5305
2024-01-17,9.61,10.358,10.567,8.42,8.996,8.5485
2024-01-18,7.85,9.486,10.4515,9.22,8.995999999999999,8.578500000000002
2024-01-19,5.24,8.008,10.2315,10.34,9.226,8.6375
2024-01-22,7.17,7.660000000000001,10.191500000000001,10.55,9.49,8.7895
2024-01-23,7.69,7.5120000000000005,10.137,10.83,9.872,8.913
2024-01-24,7.22,7.034000000000001,10.0545,10.91,10.370000000000001,9.03
2024-01-25,3.16,6.096000000000001,9.7715,11.43,10.812000000000001,9.1545
2024-01-26,5.17,6.082000000000001,9.561,11.37,11.017999999999999,9.267999999999999
2024-01-29,5.44,5.736000000000001,9.342,12.06,11.32,9.4155
2024-01-30,5.25,5.248000000000001,9.0975,11.99,11.552,9.5715
2024-01-31,6.91,5.186000000000001,8.815,10.45,11.459999999999999,9.686
2024-02-01,5.87,5.728,8.453,11.46,11.466,9.8825
2024-02-02,6.49,5.992000000000001,8.0875,12.41,11.674000000000001,10.141499999999999
2024-02-05,5.03,5.910000000000001,7.731,12.07,11.676,10.377
2024-02-06,6.59,6.178000000000001,7.461500000000001,12.35,11.748,10.552000000000001
2024-02-07,8.37,6.470000000000001,7.2620000000000005,13.07,12.272,10.7745
2024-02-08,8.51,6.998,7.077,13.13,12.606,10.97
2024-02-09,8.13,7.3260000000000005,6.851999999999999,13.64,12.852,11.1925
2024-02-12,8.01,7.922,6.8069999999999995,13.6,13.157999999999998,11.411
2024-02-13,7.85,8.174000000000001,6.7780000000000005,12.17,13.122,11.5735
2024-02-14,7.87,8.074,6.691,13.12,13.132,11.808499999999999
2024-02-15,8.68,8.108,6.7325,13.8,13.266,12.0375
2024-02-16,8.81,8.244000000000002,6.911,13.28,13.193999999999999,12.1845
2024-02-20,8.71,8.384,6.9879999999999995,12.73,13.02,12.2935
2024-02-21,8.9,8.594000000000003,7.0485,12.83,13.151999999999997,12.3935
2024-02-22,9.83,8.986,7.179,14.94,13.516,12.595
2024-02-23,9.98,9.246,7.5200000000000005,14.99,13.754000000000001,12.773
2024-02-26,9.59,9.402000000000001,7.741,14.61,14.02,12.934999999999999
2024-02-27,7.14,9.088000000000001,7.8260000000000005,14.81,14.435999999999998,13.0725
2024-02-28,4.03,8.114,7.765000000000001,14.65,14.8,13.2055
2024-02-29,3.07,6.7620000000000005,7.573,15.05,14.822,13.435500000000001
2024-03-01,2.19,5.204000000000001,7.389,15.81,14.986,13.653
2024-03-04,0.64,3.4140000000000006,7.096500000000001,15.68,15.2,13.8165
2024-03-05,-1.14,1.758000000000001,6.788000000000001,14.57,15.152000000000001,13.941500000000001
2024-03-06,-1.25,0.7020000000000006,6.396000000000001,15.15,15.252,14.0815
2024-03-07,0.01,0.0900000000000007,5.978,16.24,15.49,14.24
2024-03-08,-0.44,-0.43599999999999933,5.5305,15.57,15.442000000000002,14.362
2024-03-11,2.13,-0.13799999999999937,5.2305,15.48,15.402000000000001,14.454000000000002
2024-03-12,2.17,0.5240000000000007,4.9384999999999994,16.5,15.788,14.599
2024-03-13,1.9,1.1540000000000006,4.641,16.35,16.028,14.807999999999998
2024-03-14,2.1,1.5720000000000005,4.3525,16.14,16.008000000000003,14.958999999999998
2024-03-15,2.47,2.154000000000001,4.042,15.48,15.989999999999998,15.043000000000001
2024-03-18,1.7,2.0680000000000005,3.6865,16.07,16.108,15.1825
2024-03-19,2.98,2.230000000000001,3.4,16.58,16.124000000000002,15.375
2024-03-20,3.17,2.484000000000001,3.1134999999999997,17.38,16.33,15.602500000000001
2024-03-21,2.65,2.5940000000000007,2.7545,17.69,16.639999999999997,15.74
2024-03-22,2.32,2.564000000000001,2.3715,17.27,16.998,15.854
2024-03-25,1.46,2.516000000000001,1.9649999999999999,17.03,17.19,15.975
2024-03-26,2.78,2.4760000000000004,1.7469999999999999,16.78,17.23,16.073500000000003
2024-03-27,2.94,2.4300000000000006,1.6925000000000001,17.57,17.268,16.2195
2024-03-28,3.26,2.5520000000000005,1.702,17.56,17.242,16.345
2024-04-01,2.2,2.5280000000000005,1.7025,17.14,17.216,16.411499999999997
2024-04-02,-4.2,1.3960000000000006,1.4605000000000001,16.47,17.104,16.451
2024-04-03,-3.88,0.06400000000000058,1.3235,16.56,17.06,16.5505
2024-04-04,-4.76,-1.4759999999999993,1.1480000000000001,15.31,16.608,16.558500000000002
2024-04-05,-4.69,-3.066,0.9129999999999999,16.37,16.369999999999997,16.565
2024-04-08,-4.64,-4.433999999999999,0.7030000000000001,16.41,16.224,16.607
2024-04-09,-3.87,-4.367999999999999,0.4029999999999999,16.55,16.240000000000002,16.6605
2024-04-10,-5.86,-4.7639999999999985,0.001499999999999968,15.5,16.028,16.6105
2024-04-11,-7.57,-5.325999999999999,-0.4720000000000001,16.27,16.22,16.6065
2024-04-12,-8.08,-6.004,-0.9810000000000001,14.8,15.906,16.5395
2024-04-15,-6.76,-6.427999999999999,-1.4425000000000001,13.46,15.315999999999999,16.438499999999998
2024-04-16,-1.99,-6.052,-1.627,13.26,14.658000000000001,16.298000000000002
2024-04-17,0.08,-4.863999999999999,-1.7719999999999998,12.6,14.078,16.098999999999997
2024-04-18,2.99,-2.751999999999999,-1.7810000000000001,12.36,13.296000000000001,15.847999999999999
2024-04-19,4.63,-0.20999999999999924,-1.682,11.45,12.626,15.535999999999998
2024-04-22,2.59,1.6600000000000008,-1.6684999999999999,12.38,12.41,15.2915
2024-04-23,1.56,2.3700000000000006,-1.6635000000000002,13.77,12.512,15.128499999999999
2024-04-24,1.79,2.7120000000000006,-1.7130000000000003,13.69,12.73,14.974
2024-04-25,3.13,2.7400000000000007,-1.7035,13.23,12.904,14.757
2024-04-26,3.44,2.502000000000001,-1.6945000000000001,14.34,13.482,14.596
2024-04-29,2.14,2.412000000000001,-1.6975000000000002,14.73,13.952000000000002,14.4755
2024-04-30,1.05,2.310000000000001,-1.435,12.94,13.785999999999998,14.298999999999998
2024-05-01,1.11,2.1740000000000004,-1.1854999999999998,12.36,13.52,14.088999999999999
2024-05-02,2.9,2.128000000000001,-0.8025,13.38,13.55,13.992499999999998
2024-05-03,2.8,2.000000000000001,-0.42799999999999994,14.75,13.632,13.911499999999998
2024-05-06,3.19,2.2100000000000004,-0.036500000000000046,15.88,13.862,13.885
2024-05-07,4.53,2.906000000000001,0.3835,16.04,14.482,13.8595
2024-05-08,4.99,3.682000000000001,0.9259999999999999,16.05,15.219999999999999,13.887
2024-05-09,5.77,4.256000000000001,1.593,16.7,15.884,13.9085
2024-05-10,6.94,5.084000000000001,2.344,16.85,16.304000000000002,14.011000000000001
2024-05-13,6.73,5.792000000000001,3.0185,16.85,16.497999999999998,14.180499999999999
2024-05-14,7.17,6.320000000000001,3.4765,17.4,16.77,14.3875
2024-05-15,7.92,6.906000000000001,3.8685,18.81,17.322,14.698000000000002
2024-05-16,8.69,7.49,4.153499999999999,18.58,17.698,15.009
2024-05-17,9.38,7.978,4.391,18.76,18.08,15.374500000000001
2024-05-20,7.86,8.204,4.6545,18.87,18.484,15.699000000000002
2024-05-21,8.97,8.564000000000002,5.025,19.19,18.842000000000002,15.969999999999999
2024-05-22,8.58,8.696000000000002,5.3645000000000005,18.84,18.848000000000003,16.2275
2024-05-23,7.79,8.516000000000002,5.5975,17.97,18.726000000000003,16.4645
2024-05-24,6.27,7.894,5.739,18.76,18.726,16.685499999999998
2024-05-28,5.48,7.418000000000001,5.906000000000001,18.86,18.724,16.892000000000003
2024-05-29,2.16,6.056000000000001,5.961499999999999,18.03,18.492,17.1465
2024-05-30,1.63,4.666,5.9875,17.25,18.174,17.391
2024-05-31,4.03,3.9140000000000006,6.0440000000000005,18.26,18.232,17.635
2024-06-03,4.32,3.524000000000001,6.12,18.08,18.096,17.8015
2024-06-04,5.84,3.596000000000001,6.2524999999999995,18.22,17.968,17.9185
2024-06-05,5.4,4.244000000000001,6.296000000000001,19.6,18.282000000000004,18.0965
2024-06-06,5.17,4.952000000000001,6.305,19.58,18.747999999999998,18.273
2024-06-07,3.04,4.7540000000000004,6.1685,19.43,18.982,18.4095
2024-06-10,3.86,4.662000000000001,6.0145,19.81,19.328,18.557499999999997
2024-06-11,4.1,4.314,5.883,20.08,19.7,18.719
2024-06-12,3.47,3.928000000000001,5.6979999999999995,21.06,19.991999999999997,18.901999999999997
2024-06-13,4.31,3.7560000000000002,5.5175,21.28,20.332,19.0255
2024-06-14,4.28,4.0040000000000004,5.297,21.38,20.722,19.1655
2024-06-17,2.71,3.774000000000001,4.963500000000001,22.32,21.224,19.3435
2024-06-18,1.06,3.166000000000001,4.6235,22.64,21.736,19.532
2024-06-20,1.76,2.8240000000000007,4.263,22.31,21.985999999999997,19.688
2024-06-21,1.37,2.2360000000000007,3.9025,22.04,22.137999999999998,19.848000000000003
2024-06-24,2.86,1.9520000000000006,3.656,21.72,22.206,20.0355
2024-06-25,1.74,1.7580000000000005,3.4295,22.14,22.17,20.2045
2024-06-26,1.65,1.8760000000000006,3.2380000000000004,22.26,22.094,20.3745
2024-06-27,2.14,1.9520000000000006,3.2369999999999997,22.42,22.116000000000003,20.594
2024-06-28,6.81,3.0400000000000005,3.496,21.66,22.04,20.814500000000002
2024-07-01,3.76,3.220000000000001,3.4825000000000004,21.54,22.003999999999998,20.9785
2024-07-02,4.49,3.770000000000001,3.4909999999999997,22.15,22.006,21.182
2024-07-03,2.79,3.998,3.3385,22.58,22.07,21.4
2024-07-05,2.41,4.0520000000000005,3.189,23.16,22.218,21.578
2024-07-08,2.68,3.2260000000000004,3.0645,23.25,22.535999999999998,21.7615
2024-07-09,3.25,3.124000000000001,3.075,23.35,22.898000000000003,21.9575
2024-07-10,5.06,3.238000000000001,3.1350000000000002,24.29,23.326,22.1815
2024-07-11,5.77,3.8340000000000005,3.2185,23.45,23.5,22.35
2024-07-12,7.24,4.800000000000001,3.407,24.05,23.678,22.4995
2024-07-15,8.03,5.87,3.593,24.34,23.896,22.652499999999996
2024-07-16,14.92,8.204,4.125,24.73,24.171999999999997,22.82
2024-07-17,19.94,11.180000000000001,4.9865,23.77,24.068,22.8925
2024-07-18,18.1,13.646,5.838500000000001,23.26,24.03,22.9235
2024-07-19,18.3,15.858,6.6655,22.81,23.782,22.948500000000003
2024-07-22,16.91,17.634,7.4425,23.5,23.613999999999997,23.0215
2024-07-23,16.11,17.872,8.105,23.35,23.338,23.103
2024-07-24,17.16,17.316000000000003,8.876000000000001,21.18,22.82,23.055
2024-07-25,17.14,17.124000000000002,9.6505,20.72,22.312,22.978
