Date,rate_UNH,rate_UNH_5D,rate_UNH_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-02-18,-3.15,-1.9120000000000001,-1.6125,-6.5,-5.204,-4.4704999999999995
2022-02-22,-4.18,-2.374,-1.621,-7.48,-5.593999999999999,-4.5775
2022-02-23,-4.75,-3.1,-1.6105,-9.06,-6.590000000000001,-4.714
2022-02-24,-5.48,-4.044,-1.6504999999999999,-7.73,-7.340000000000001,-4.775
2022-02-25,-1.6,-3.832,-1.524,-5.81,-7.316,-4.720000000000001
2022-02-28,-1.58,-3.518,-1.4360000000000002,-6.04,-7.224000000000001,-4.774
2022-03-01,-1.46,-2.974,-1.3995,-7.18,-7.164,-4.96
2022-03-02,0.3,-1.9640000000000004,-1.24,-5.58,-6.467999999999999,-5.099500000000001
2022-03-03,0.54,-0.7600000000000001,-1.1724999999999999,-6.03,-6.128,-5.3025
2022-03-04,2.87,0.1339999999999999,-1.0710000000000002,-6.74,-6.314,-5.439500000000001
2022-03-07,0.59,0.5679999999999998,-1.0319999999999998,-9.33,-6.9719999999999995,-5.726
2022-03-08,-2.05,0.44999999999999984,-1.13,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,0.34,0.4579999999999999,-1.201,-7.69,-7.954000000000001,-6.258
2022-03-10,1.49,0.6479999999999999,-1.2595,-8.09,-8.366,-6.572
2022-03-11,-0.2,0.033999999999999884,-1.294,-9.21,-8.86,-6.8605
2022-03-14,0.8,0.0759999999999999,-1.1965,-9.84,-8.962,-7.0905000000000005
2022-03-15,2.81,1.0479999999999998,-0.9625,-7.92,-8.55,-7.210000000000001
2022-03-16,2.88,1.5559999999999998,-0.7625,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,4.64,2.186,-0.4924999999999999,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,4.46,3.1179999999999994,-0.13649999999999998,-3.77,-6.45,-7.235000000000001
2022-03-21,4.76,3.9099999999999993,0.259,-3.77,-5.236,-7.0985
2022-03-22,4.29,4.2059999999999995,0.6824999999999999,-2.68,-4.188,-6.858499999999999
2022-03-23,3.87,4.403999999999999,1.1135,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,5.93,4.661999999999999,1.684,-2.83,-3.3899999999999997,-6.3555
2022-03-25,5.84,4.938,2.056,-2.35,-3.106,-6.182499999999999
2022-03-28,5.88,5.162,2.429,-1.69,-2.69,-5.965000000000001
2022-03-29,5.38,5.38,2.771,-0.48,-2.25,-5.63
2022-03-30,7.41,6.087999999999999,3.1265,-1.09,-1.688,-5.4055
2022-03-31,5.23,5.9479999999999995,3.3609999999999998,-2.57,-1.636,-5.2325
2022-04-01,5.59,5.898,3.497,-2.24,-1.614,-5.0075
2022-04-04,5.08,5.7379999999999995,3.7215000000000003,-1.45,-1.566,-4.6135
2022-04-05,6.62,5.986,4.154999999999999,-2.62,-1.9939999999999998,-4.2455
2022-04-06,9.4,6.384,4.608,-3.57,-2.4899999999999998,-4.0395
2022-04-07,10.44,7.426,5.0555,-3.1,-2.596,-3.79
2022-04-08,12.23,8.754000000000001,5.6770000000000005,-3.33,-2.814,-3.496
2022-04-11,10.54,9.846,6.164,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,9.79,10.48,6.513,-5.28,-4.044,-3.119
2022-04-13,10.45,10.69,6.891499999999999,-4.23,-4.176,-3.0345
2022-04-14,10.02,10.606,7.160500000000001,-5.37,-4.630000000000001,-3.063
2022-04-18,9.87,10.133999999999999,7.431,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,10.48,10.122,7.7170000000000005,-3.88,-4.822000000000001,-3.1475
2022-04-20,11.89,10.541999999999998,8.097,-3.95,-4.556,-3.211
2022-04-21,10.44,10.540000000000001,8.4255,-5.34,-4.7780000000000005,-3.283
2022-04-22,7.64,10.064,8.511,-7.86,-5.276,-3.5345
2022-04-25,8.2,9.73,8.629,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,6.26,8.886,8.648,-9.95,-6.894,-4.1985
2022-04-27,6.27,7.761999999999999,8.692499999999999,-9.73,-8.05,-4.661
2022-04-28,8.23,7.3199999999999985,8.7335,-7.52,-8.485999999999999,-4.9825
2022-04-29,5.29,6.85,8.7365,-10.83,-9.08,-5.3955
2022-05-02,3.81,5.9719999999999995,8.647499999999999,-9.99,-9.604,-5.7829999999999995
2022-05-03,3.52,5.424,8.569500000000001,-9.62,-9.538,-6.1915
2022-05-04,5.05,5.180000000000001,8.491,-6.99,-8.99,-6.410000000000001
2022-05-05,2.58,4.05,8.15,-10.13,-9.512,-6.7379999999999995
2022-05-06,3.52,3.696,7.803999999999999,-10.67,-9.48,-7.1165
2022-05-09,1.0,3.134,7.2425,-13.43,-10.168,-7.6215
2022-05-10,1.32,2.694,6.781499999999999,-13.22,-10.888,-8.0355
2022-05-11,0.95,1.874,6.339499999999999,-14.58,-12.406,-8.500499999999999
2022-05-12,-0.51,1.256,5.7915,-14.64,-13.308000000000002,-9.021
2022-05-13,0.8,0.712,5.3305,-12.68,-13.709999999999999,-9.3865
2022-05-16,1.56,0.8240000000000001,4.915000000000001,-12.99,-13.622,-9.7685
2022-05-17,2.22,1.004,4.502000000000001,-11.29,-13.236,-10.139
2022-05-18,-2.05,0.4040000000000002,3.8049999999999997,-14.71,-13.262,-10.677
2022-05-19,-0.6,0.386,3.253,-15.27,-13.388,-11.1735
2022-05-20,0.85,0.3960000000000001,2.9135,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,2.13,0.51,2.6100000000000003,-13.68,-14.040000000000001,-11.8585
2022-05-24,3.24,0.7140000000000001,2.459,-14.29,-14.64,-12.075500000000002
2022-05-25,3.35,1.794,2.3129999999999997,-13.59,-14.416,-12.2685
2022-05-26,4.18,2.75,2.1105,-11.92,-13.745999999999999,-12.4885
2022-05-27,5.17,3.614,2.1045000000000003,-9.77,-12.65,-12.435500000000001
2022-05-31,3.08,3.8040000000000007,2.068,-10.26,-11.966,-12.449
2022-06-01,2.17,3.59,2.0004999999999997,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,2.11,3.342,1.8535,-9.06,-10.34,-12.606
2022-06-03,0.75,2.6559999999999997,1.762,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,1.68,1.9579999999999997,1.67,-10.26,-10.154,-12.604
2022-06-07,3.09,1.9600000000000002,1.7745000000000002,-9.4,-9.982,-12.4025
2022-06-08,2.37,2.0,1.827,-10.37,-9.918000000000001,-12.26
2022-06-09,1.53,1.884,1.8560000000000003,-12.42,-10.59,-12.152
2022-06-10,0.55,1.844,1.909,-14.93,-11.475999999999999,-12.1665
2022-06-13,-2.49,1.01,1.7445,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-4.11,-0.43000000000000005,1.461,-18.32,-14.831999999999999,-12.705
2022-06-15,-3.58,-1.6200000000000003,1.1709999999999998,-17.18,-16.194,-12.999500000000001
2022-06-16,-5.26,-2.978,1.0105,-19.83,-17.676,-13.255500000000001
2022-06-17,-6.08,-4.304,0.7365,-19.62,-18.614,-13.472999999999999
2022-06-21,-0.32,-3.87,0.678,-17.71,-18.532,-13.596
2022-06-22,1.58,-2.7319999999999998,0.6505,-17.88,-18.444,-13.806000000000001
2022-06-23,3.65,-1.2859999999999998,0.6709999999999999,-17.04,-18.416,-13.9435
2022-06-24,2.8,0.32599999999999996,0.6435,-14.53,-17.356,-13.9905
2022-06-27,4.84,2.5100000000000002,0.6765,-14.84,-16.4,-14.136499999999998
2022-06-28,5.4,3.654,0.688,-16.63,-16.184,-14.479499999999998
2022-06-29,6.88,4.714,0.8779999999999999,-16.92,-15.992,-14.8125
2022-06-30,6.46,5.276,1.0925,-17.56,-16.096,-15.156
2022-07-01,7.03,6.122,1.3385,-16.28,-16.446,-15.517
2022-07-05,4.62,6.078,1.532,-16.14,-16.706,-15.799000000000001
2022-07-06,6.65,6.328,1.7805,-15.85,-16.55,-16.0785
2022-07-07,6.47,6.2459999999999996,1.9494999999999998,-14.65,-16.096,-16.341
2022-07-08,7.32,6.418000000000001,2.197,-14.7,-15.524000000000001,-16.5575
2022-07-11,6.99,6.409999999999999,2.4699999999999998,-15.64,-15.395999999999997,-16.7185
2022-07-12,6.47,6.779999999999999,2.766,-16.4,-15.447999999999999,-16.792
2022-07-13,3.82,6.214,3.0815,-16.77,-15.632,-16.7245
2022-07-14,4.06,5.732000000000001,3.4899999999999998,-16.99,-16.1,-16.658
2022-07-15,9.57,6.182,4.147499999999999,-15.46,-16.252000000000002,-16.572
2022-07-18,7.47,6.2780000000000005,4.784,-16.14,-16.352,-16.3875
2022-07-19,10.31,7.046000000000001,5.6034999999999995,-13.93,-15.857999999999999,-16.103
2022-07-20,7.49,7.779999999999999,5.994000000000001,-13.4,-15.184000000000001,-15.8875
2022-07-21,8.1,8.588,6.32,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,7.88,8.25,6.531499999999999,-13.32,-13.868,-15.434999999999999
2022-07-25,9.51,8.658,6.867,-13.24,-13.288,-15.370499999999998
2022-07-26,9.94,8.584,7.122,-14.25,-13.352,-15.341
2022-07-27,10.55,9.196000000000002,7.3795,-12.07,-13.086000000000002,-15.113
2022-07-28,11.93,9.962,7.632,-10.99,-12.774,-14.8165
2022-07-29,12.11,10.808,7.914499999999999,-9.72,-12.053999999999998,-14.4245
2022-08-01,10.42,10.99,8.084,-9.72,-11.350000000000001,-14.0965
2022-08-02,10.43,11.088,8.374500000000001,-10.15,-10.53,-13.797
2022-08-03,11.21,11.219999999999999,8.602500000000001,-9.12,-9.94,-13.460500000000001
2022-08-04,10.18,10.87,8.788,-9.18,-9.578,-13.187000000000001
2022-08-05,10.37,10.522,8.940499999999998,-9.31,-9.496,-12.9175
2022-08-08,10.6,10.557999999999998,9.121,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,10.69,10.610000000000001,9.332,-9.62,-9.319999999999999,-12.265
2022-08-10,10.76,10.52,9.678999999999998,-8.33,-9.162,-11.843
2022-08-11,10.08,10.5,9.98,-8.33,-8.992,-11.41
2022-08-12,11.59,10.744,10.081,-7.26,-8.581999999999999,-11.0
2022-08-15,11.73,10.97,10.294,-6.98,-8.104000000000001,-10.542
2022-08-16,11.93,11.218,10.375,-6.87,-7.554,-10.189
2022-08-17,11.77,11.42,10.589,-7.3,-7.348000000000001,-9.884
2022-08-18,11.8,11.764,10.774000000000001,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,12.22,11.89,10.991,-7.96,-7.244,-9.344
2022-08-22,11.72,11.888000000000002,11.1015,-9.24,-7.696,-9.144
2022-08-23,10.53,11.608,11.131,-9.38,-8.198,-8.9005
2022-08-24,10.62,11.378,11.1345,-9.2,-8.578,-8.757
2022-08-25,11.31,11.280000000000001,11.1035,-8.33,-8.822,-8.623999999999999
2022-08-26,9.64,10.764000000000001,10.98,-10.4,-9.31,-8.658
2022-08-29,9.71,10.362,10.944500000000001,-10.79,-9.620000000000001,-8.7115
2022-08-30,8.76,10.008,10.861,-11.42,-10.028,-8.774999999999999
2022-08-31,8.28,9.540000000000001,10.7145,-11.87,-10.562,-8.9125
2022-09-01,8.69,9.016,10.639999999999999,-11.4,-11.175999999999998,-9.0235
2022-09-02,7.67,8.622,10.505,-11.98,-11.492,-9.157
2022-09-06,7.85,8.25,10.3675,-12.17,-11.768,-9.297
2022-09-07,8.53,8.203999999999999,10.2595,-10.9,-11.664,-9.361
2022-09-08,9.61,8.469999999999999,10.202,-10.38,-11.366,-9.4635
2022-09-09,9.02,8.535999999999998,10.149,-9.13,-10.912,-9.503499999999999
2022-09-12,10.31,9.063999999999998,10.085,-8.23,-10.162,-9.552
2022-09-13,6.92,8.878,9.8445,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,6.1,8.392,9.552999999999999,-11.7,-10.290000000000001,-10.045
2022-09-15,8.67,8.203999999999999,9.398,-12.63,-10.74,-10.311499999999999
2022-09-16,8.3,8.059999999999999,9.222999999999999,-13.28,-11.57,-10.620000000000001
2022-09-19,8.8,7.758,9.052,-12.65,-12.453999999999999,-10.8545
2022-09-20,8.65,8.104000000000001,8.8985,-13.61,-12.774,-11.073
2022-09-21,6.51,8.186,8.6975,-15.08,-13.45,-11.358
2022-09-22,7.59,7.9700000000000015,8.546,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,6.82,7.674000000000001,8.321499999999999,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,5.77,7.0680000000000005,8.128,-17.92,-15.906,-12.503499999999999
2022-09-27,5.77,6.492,7.931,-18.14,-16.812,-12.871
2022-09-28,6.9,6.57,7.837999999999999,-16.92,-17.18,-13.146
2022-09-29,5.86,6.224,7.7170000000000005,-18.62,-17.748,-13.483500000000001
2022-09-30,5.1,5.88,7.5375,-19.84,-18.288,-13.905499999999998
2022-10-03,7.04,6.134,7.5059999999999985,-17.32,-18.168,-14.172500000000003
2022-10-04,8.58,6.696000000000001,7.5424999999999995,-14.89,-17.518,-14.3085
2022-10-05,9.36,7.188,7.5840000000000005,-15.03,-17.14,-14.515
2022-10-06,7.77,7.5699999999999985,7.492,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,4.9,7.529999999999999,7.286,-18.18,-16.264,-15.243500000000001
2022-10-10,3.69,6.859999999999999,6.955,-18.77,-16.554,-15.770500000000002
2022-10-11,3.89,5.922,6.8035,-19.3,-17.436,-16.135
2022-10-12,3.92,4.8340000000000005,6.694500000000001,-19.54,-18.338,-16.526999999999997
2022-10-13,5.95,4.470000000000001,6.5584999999999996,-17.48,-18.654,-16.7695
2022-10-14,6.61,4.812,6.473999999999999,-19.3,-18.878,-17.070500000000003
2022-10-17,8.39,5.752000000000001,6.4535,-17.29,-18.582,-17.3025
2022-10-18,8.46,6.6659999999999995,6.444,-16.34,-17.99,-17.439
2022-10-19,8.08,7.498,6.522500000000001,-16.91,-17.464,-17.530499999999996
2022-10-20,8.19,7.946000000000001,6.5525,-17.57,-17.482,-17.619999999999997
2022-10-21,10.82,8.788,6.7525,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,12.42,9.594,7.085000000000001,-14.63,-16.216,-17.380000000000003
2022-10-25,12.14,10.33,7.403499999999999,-13.27,-15.602,-17.1365
2022-10-26,12.74,11.262,7.6955,-13.9,-15.0,-16.9855
2022-10-27,12.46,12.116000000000001,8.025500000000001,-14.35,-14.356,-16.772
2022-10-28,14.39,12.830000000000002,8.489999999999998,-12.4,-13.709999999999999,-16.4
2022-10-31,15.19,13.384,8.897499999999999,-12.98,-13.38,-16.183
2022-11-01,13.26,13.608,9.1315,-13.0,-13.325999999999999,-16.0885
2022-11-02,12.49,13.558000000000002,9.288,-15.11,-13.568000000000001,-16.0925
2022-11-03,12.52,13.569999999999999,9.5255,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,11.44,12.98,9.852500000000001,-14.8,-14.372,-15.927000000000001
2022-11-07,12.8,12.502,10.308,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,14.43,12.735999999999999,10.834999999999999,-13.57,-14.696000000000002,-15.4035
2022-11-09,11.92,12.622,11.235000000000001,-15.28,-14.73,-15.1905
2022-11-10,12.63,12.644,11.568999999999999,-10.81,-13.697999999999999,-14.857
2022-11-11,8.16,11.988,11.6465,-9.98,-12.734,-14.391
2022-11-14,6.47,10.722000000000001,11.5505,-10.68,-12.064,-14.060500000000001
2022-11-15,4.3,8.696000000000002,11.3425,-9.96,-11.342,-13.741499999999998
2022-11-16,6.02,7.516,11.239500000000001,-10.63,-10.412,-13.4275
2022-11-17,6.79,6.348,11.169500000000001,-10.88,-10.426,-13.093
2022-11-18,9.76,6.668000000000001,11.116499999999998,-10.49,-10.528,-12.836000000000002
2022-11-21,7.17,6.808,10.854000000000001,-10.8,-10.552000000000001,-12.6445
2022-11-22,8.36,7.62,10.665000000000001,-9.64,-10.488000000000001,-12.463
2022-11-23,9.7,8.355999999999998,10.513,-9.09,-10.180000000000001,-12.2225
2022-11-25,11.3,9.258,10.455,-9.1,-9.824,-11.96
2022-11-28,10.22,9.35,10.246500000000001,-10.5,-9.825999999999999,-11.865
2022-11-29,9.36,9.788,9.955000000000002,-10.66,-9.798,-11.749
2022-11-30,13.36,10.788,9.959999999999999,-7.97,-9.464,-11.4975
2022-12-01,10.89,11.026,9.88,-7.76,-9.198,-11.129999999999999
2022-12-02,10.75,10.916,9.791500000000001,-7.89,-8.956,-10.725999999999999
2022-12-05,10.52,10.975999999999999,9.7455,-9.46,-8.748000000000001,-10.459
2022-12-06,11.38,11.379999999999999,9.674499999999998,-10.72,-8.76,-10.2935
2022-12-07,12.1,11.128,9.558000000000002,-10.89,-9.344,-10.1595
2022-12-08,13.11,11.572,9.6175,-10.21,-9.834,-9.906000000000002
2022-12-09,11.36,11.693999999999999,9.554,-10.84,-10.424000000000001,-9.9075
2022-12-12,12.7,12.13,9.781,-9.61,-10.454,-9.889
2022-12-13,11.16,12.086,10.0155,-8.96,-10.102,-9.803
2022-12-14,11.19,11.904,10.36,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,9.05,11.092,10.511500000000002,-11.68,-10.118,-9.8325
2022-12-16,8.25,10.47,10.5845,-12.71,-10.492,-9.924
2022-12-19,8.23,9.576,10.508,-13.44,-11.258,-10.0715
2022-12-20,7.55,8.854000000000001,10.527,-13.72,-12.209999999999999,-10.2175
2022-12-21,9.02,8.42,10.559999999999999,-12.46,-12.802000000000001,-10.3585
2022-12-22,8.93,8.395999999999999,10.5215,-13.66,-13.197999999999999,-10.587
2022-12-23,9.78,8.702,10.4455,-13.19,-13.294,-10.7915
2022-12-27,9.91,9.038,10.43,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,9.2,9.367999999999999,10.422,-14.56,-13.478,-11.1375
2022-12-29,9.49,9.462,10.2285,-13.08,-13.602,-11.392999999999999
2022-12-30,9.55,9.586,10.1615,-13.31,-13.532,-11.6705
2023-01-03,7.06,9.042,9.977,-13.32,-13.558000000000002,-11.942
2023-01-04,4.25,7.910000000000001,9.6635,-12.72,-13.398000000000001,-12.105
2023-01-05,1.31,6.332,9.16,-13.65,-13.216,-12.2515
2023-01-06,1.32,4.698,8.620999999999999,-11.74,-12.948000000000002,-12.294
2023-01-09,1.33,3.054,8.032,-11.8,-12.646,-12.3735
2023-01-10,0.51,1.7440000000000002,7.4895,-11.18,-12.218,-12.3905
2023-01-11,2.01,1.296,6.955,-10.08,-11.690000000000001,-12.414
2023-01-12,2.46,1.5259999999999998,6.5200000000000005,-9.75,-10.91,-12.4535
2023-01-13,1.23,1.508,6.022,-9.41,-10.444,-12.449
2023-01-17,0.32,1.306,5.5855,-9.54,-9.992,-12.342
2023-01-18,-1.46,0.9119999999999999,5.1,-10.98,-9.952,-12.255500000000001
2023-01-19,0.18,0.546,4.6975,-11.6,-10.256,-12.1635
2023-01-20,0.66,0.18600000000000003,4.353,-10.01,-10.308,-11.978
2023-01-23,0.47,0.03400000000000003,3.9254999999999995,-8.94,-10.213999999999999,-11.802
2023-01-24,1.64,0.298,3.561,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,1.82,0.9540000000000001,3.1630000000000003,-9.01,-9.72,-11.362
2023-01-26,1.82,1.282,2.7585,-8.06,-9.012,-11.089
2023-01-27,0.52,1.254,2.3245,-7.8,-8.57,-10.751
2023-01-30,0.47,1.254,1.8735,-8.93,-8.568,-10.5435
2023-01-31,3.18,1.562,1.5550000000000002,-7.66,-8.291999999999998,-10.261
2023-02-01,2.67,1.732,1.3355000000000001,-6.52,-7.794,-9.921
2023-02-02,-2.5,0.868,0.998,-5.25,-7.231999999999999,-9.5475
2023-02-03,-2.26,0.3120000000000001,0.8195,-6.21,-6.914,-9.175500000000001
2023-02-06,-1.63,-0.10799999999999987,0.672,-6.73,-6.473999999999999,-8.925
2023-02-07,-1.3,-1.004,0.5405,-5.74,-6.09,-8.622
2023-02-08,-0.03,-1.544,0.5135000000000001,-6.59,-6.104,-8.3925
2023-02-09,0.48,-0.9479999999999997,0.437,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,2.18,-0.05999999999999987,0.42300000000000004,-7.06,-6.6739999999999995,-8.1165
2023-02-13,2.4,0.7460000000000001,0.48150000000000004,-6.18,-6.564,-7.955
2023-02-14,1.89,1.384,0.5599999999999999,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,1.57,1.704,0.7115,-5.96,-6.531999999999999,-7.5375
2023-02-16,0.78,1.764,0.7415,-6.98,-6.478,-7.3065
2023-02-17,3.16,1.9600000000000002,0.8665,-7.17,-6.5,-7.164500000000001
2023-02-21,1.58,1.796,0.9219999999999999,-8.6,-6.984,-7.147500000000001
2023-02-22,1.09,1.6360000000000003,0.8945000000000001,-8.69,-7.4799999999999995,-7.13
2023-02-23,1.66,1.654,0.8865000000000001,-8.34,-7.956,-7.096500000000001
2023-02-24,0.16,1.5300000000000002,0.8035,-9.1,-8.379999999999999,-7.1485
2023-02-27,-0.04,0.8900000000000002,0.7755,-8.85,-8.716,-7.2010000000000005
2023-02-28,-1.54,0.2660000000000002,0.675,-9.16,-8.828,-7.2125
2023-03-01,-1.65,-0.2819999999999998,0.4335000000000001,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-1.16,-0.8459999999999998,0.24200000000000005,-8.66,-9.001999999999999,-7.3985
2023-03-03,-0.99,-1.0759999999999998,0.3175,-7.41,-8.663999999999998,-7.5065
2023-03-06,-0.55,-1.1779999999999997,0.4029999999999999,-7.32,-8.358,-7.561999999999999
2023-03-07,-1.94,-1.2579999999999998,0.3875,-8.65,-8.256,-7.6579999999999995
2023-03-08,-2.6,-1.4479999999999997,0.32250000000000006,-8.52,-8.112,-7.797
2023-03-09,-3.75,-1.9659999999999997,0.1365,-10.08,-8.396,-7.971499999999999
2023-03-10,-4.67,-2.7019999999999995,-0.12099999999999997,-11.27,-9.168000000000001,-8.1725
2023-03-13,-4.0,-3.3919999999999995,-0.43,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-3.82,-3.768,-0.741,-10.0,-10.256,-8.581
2023-03-15,-3.65,-3.978,-1.018,-10.53,-10.658,-8.797
2023-03-16,-2.32,-3.692,-1.2125,-9.06,-10.453999999999999,-8.952
2023-03-17,-2.82,-3.322,-1.3924999999999998,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-1.32,-2.7859999999999996,-1.6164999999999998,-9.23,-9.768,-9.206999999999999
2023-03-21,-0.68,-2.158,-1.7294999999999998,-8.08,-9.384,-9.181000000000001
2023-03-22,-1.61,-1.75,-1.8645,-9.56,-9.190000000000001,-9.2245
2023-03-23,-2.74,-1.8339999999999996,-2.0845,-9.35,-9.248000000000001,-9.275
2023-03-24,-1.51,-1.5719999999999998,-2.168,-9.13,-9.069999999999999,-9.2765
2023-03-27,-0.32,-1.3719999999999999,-2.182,-8.98,-9.02,-9.283
2023-03-28,-2.2,-1.6759999999999997,-2.2150000000000003,-9.14,-9.232000000000001,-9.282
2023-03-29,-3.41,-2.036,-2.303,-7.87,-8.894,-9.2135
2023-03-30,-2.71,-2.03,-2.3805,-7.33,-8.49,-9.147
2023-03-31,-2.2,-2.168,-2.441,-6.05,-7.8740000000000006,-9.079
2023-04-03,2.11,-1.682,-2.3080000000000003,-5.56,-7.19,-8.991000000000001
2023-04-04,1.92,-0.8579999999999999,-2.115,-6.08,-6.578,-8.8625
2023-04-05,5.12,0.8480000000000001,-1.7289999999999999,-6.3,-6.264,-8.7515
2023-04-06,5.84,2.558,-1.2495,-5.95,-5.988,-8.545
2023-04-10,6.32,4.262,-0.7,-5.85,-5.9479999999999995,-8.274
2023-04-11,7.49,5.338,-0.1255,-5.84,-6.004,-7.9955
2023-04-12,7.54,6.462000000000001,0.4425,-6.21,-6.029999999999999,-7.806
2023-04-13,8.56,7.15,1.0530000000000002,-5.01,-5.772,-7.529999999999999
2023-04-14,5.63,7.108,1.4505000000000001,-5.2,-5.622,-7.337000000000001
2023-04-17,4.32,6.708,1.8075000000000003,-4.88,-5.428,-7.08
2023-04-18,4.14,6.037999999999999,2.0805,-4.82,-5.224,-6.8595
2023-04-19,0.43,4.6160000000000005,2.136,-4.83,-4.948,-6.697
2023-04-20,0.69,3.0420000000000003,2.2510000000000003,-5.36,-5.018000000000001,-6.487
2023-04-21,-0.05,1.9060000000000006,2.3855,-5.3,-5.037999999999999,-6.2845
2023-04-24,0.99,1.2400000000000002,2.5105,-5.18,-5.098000000000001,-6.087
2023-04-25,1.59,0.7300000000000003,2.6060000000000003,-6.43,-5.42,-5.9595
2023-04-26,-0.23,0.5980000000000003,2.7045000000000003,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,1.3,0.7200000000000003,2.9400000000000004,-5.24,-5.786,-5.71
2023-04-28,1.63,1.0560000000000005,3.157,-4.56,-5.638,-5.5715
2023-05-01,2.31,1.3200000000000003,3.3825000000000003,-4.51,-5.504,-5.4944999999999995
2023-05-02,1.84,1.3700000000000003,3.3690000000000007,-5.49,-5.316,-5.4910000000000005
2023-05-03,1.05,1.6260000000000006,3.3255000000000003,-6.08,-5.176,-5.4910000000000005
2023-05-04,0.61,1.4880000000000002,3.1,-6.71,-5.47,-5.5115
