Date,rate_INTC,rate_VOO_5D,rate_VOO_20D
2024-04-09,-4.34,-2.652,4.948
2024-04-10,-7.14,-4.1979999999999995,3.9465000000000003
2024-04-11,-6.08,-5.236,3.2475
2024-04-12,-10.89,-6.731999999999999,2.3674999999999997
2024-04-15,-9.35,-7.56,1.578
2024-04-16,-9.48,-8.588000000000001,0.7734999999999999
2024-04-17,-10.92,-9.344,-0.021000000000000085
2024-04-18,-12.51,-10.63,-0.914
2024-04-19,-14.6,-11.372,-1.9385000000000001
2024-04-22,-14.08,-12.318000000000001,-2.956
2024-04-23,-14.4,-13.301999999999998,-3.8975
2024-04-24,-13.86,-13.889999999999997,-4.8315
2024-04-25,-12.34,-13.856,-5.911499999999999
2024-04-26,-20.38,-15.012,-7.443
2024-04-29,-21.68,-16.532,-9.0735
2024-04-30,-23.89,-18.43,-10.743
2024-05-01,-23.73,-20.404,-11.959
2024-05-02,-23.39,-22.614,-13.084
2024-05-03,-22.44,-23.026,-14.035500000000003
2024-05-06,-22.26,-23.142000000000003,-14.888
2024-05-07,-22.98,-22.96,-15.820000000000002
2024-05-08,-24.67,-23.148000000000003,-16.6965
2024-05-09,-24.45,-23.36,-17.615000000000002
2024-05-10,-25.04,-23.880000000000003,-18.322499999999998
2024-05-13,-23.4,-24.107999999999997,-19.025
2024-05-14,-22.06,-23.924,-19.654000000000003
2024-05-15,-21.51,-23.291999999999998,-20.183500000000002
2024-05-16,-19.61,-22.324,-20.5385
2024-05-17,-20.11,-21.338,-20.814
2024-05-20,-19.44,-20.546,-21.082
2024-05-21,-20.34,-20.202,-21.379
2024-05-22,-21.14,-20.128,-21.743000000000002
2024-05-23,-24.49,-21.104,-22.3505
2024-05-24,-22.89,-21.66,-22.476
2024-05-28,-22.04,-22.18,-22.494
2024-05-29,-24.37,-22.985999999999997,-22.518
2024-05-30,-24.21,-23.6,-22.541999999999998
2024-05-31,-22.56,-23.214,-22.5005
2024-06-03,-23.57,-23.35,-22.557
2024-06-04,-24.21,-23.784000000000002,-22.6545
2024-06-05,-22.35,-23.380000000000003,-22.622999999999998
2024-06-06,-23.24,-23.186,-22.5515
2024-06-07,-22.45,-23.164,-22.4515
2024-06-10,-22.02,-22.854,-22.3005
2024-06-11,-22.0,-22.412,-22.2305
2024-06-12,-22.4,-22.422,-22.2475
2024-06-13,-23.15,-22.404,-22.3295
2024-06-14,-23.17,-22.548,-22.5075
2024-06-17,-21.85,-22.514000000000003,-22.5945
2024-06-18,-22.73,-22.660000000000004,-22.759
2024-06-20,-22.75,-22.73,-22.8795
2024-06-21,-21.57,-22.414,-22.901
2024-06-24,-22.88,-22.356,-22.8205
2024-06-25,-22.45,-22.476,-22.7985
2024-06-26,-22.95,-22.520000000000003,-22.844
2024-06-27,-22.83,-22.535999999999998,-22.767
2024-06-28,-21.87,-22.595999999999997,-22.65
2024-07-01,-21.83,-22.386000000000003,-22.6135
2024-07-02,-21.26,-22.148,-22.497999999999998
2024-07-03,-20.86,-21.729999999999997,-22.3305
2024-07-05,-18.88,-20.939999999999998,-22.157
2024-07-08,-13.94,-19.354,-21.692
2024-07-09,-12.43,-17.473999999999997,-21.191
2024-07-10,-11.73,-15.568000000000001,-20.6765
2024-07-11,-15.18,-14.431999999999999,-20.335500000000003
2024-07-12,-12.69,-13.193999999999999,-19.85
