Date,rate_LUCD,rate_LUCD_5D,rate_LUCD_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-24,-46.62,-46.342,-51.0965,-5.18,-5.098000000000001,-6.087
2023-04-25,-48.35,-46.274,-50.8935,-6.43,-5.42,-5.9595
2023-04-26,-47.66,-46.965999999999994,-50.753499999999995,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-48.01,-47.452,-50.5175,-5.24,-5.786,-5.71
2023-04-28,-48.7,-47.867999999999995,-50.316,-4.56,-5.638,-5.5715
2023-05-01,-50.72,-48.688,-50.2315,-4.51,-5.504,-5.4944999999999995
2023-05-02,-44.1,-47.838,-49.762,-5.49,-5.316,-5.4910000000000005
2023-05-03,-49.33,-48.172000000000004,-49.504,-6.08,-5.176,-5.4910000000000005
2023-05-04,-47.24,-48.018,-49.108,-6.71,-5.47,-5.5115
2023-05-05,-46.54,-47.586,-48.677,-5.15,-5.588,-5.471500000000001
2023-05-08,-43.4,-46.122,-48.222500000000004,-5.11,-5.708,-5.4345
2023-05-09,-46.57,-46.616,-48.08,-5.5,-5.71,-5.4174999999999995
2023-05-10,-46.57,-46.064,-47.8355,-5.1,-5.514,-5.362
2023-05-11,-46.93,-46.001999999999995,-47.540499999999994,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-45.52,-45.798,-47.19199999999999,-5.35,-5.258,-5.3805000000000005
2023-05-15,-46.93,-46.504,-46.914,-5.04,-5.244,-5.3885
2023-05-16,-46.57,-46.504000000000005,-46.808,-5.65,-5.274,-5.430000000000001
2023-05-17,-46.22,-46.434000000000005,-46.909,-4.56,-5.166,-5.416500000000001
2023-05-18,-43.74,-45.79600000000001,-46.817,-3.65,-4.85,-5.331
2023-05-19,-43.74,-45.44,-46.673,-3.8,-4.54,-5.255999999999999
2023-05-22,-43.74,-44.802,-46.529,-3.74,-4.28,-5.184
2023-05-23,-45.16,-44.519999999999996,-46.3695,-4.8,-4.109999999999999,-5.1025
2023-05-24,-45.16,-44.308,-46.2445,-5.51,-4.3,-5.039
2023-05-25,-46.58,-44.876,-46.173,-4.7,-4.51,-5.012
2023-05-26,-46.58,-45.444,-46.067,-3.48,-4.446,-4.958
2023-05-30,-44.06,-45.507999999999996,-45.733999999999995,-3.45,-4.388,-4.905
2023-05-31,-43.38,-45.152,-45.69799999999999,-3.96,-4.220000000000001,-4.8285
2023-06-01,-41.3,-44.38,-45.2965,-2.99,-3.716,-4.674
2023-06-02,-39.31,-42.926,-44.9,-1.6,-3.096,-4.4185
2023-06-05,-37.88,-41.186,-44.467,-1.79,-2.758,-4.250500000000001
2023-06-06,-35.72,-39.518,-44.083,-1.59,-2.386,-4.0745
2023-06-07,-37.88,-38.418,-43.6485,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-36.8,-37.518,-43.16,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-36.8,-37.016,-42.6535,-1.17,-1.558,-3.5035000000000003
2023-06-12,-37.88,-37.016,-42.2715,-0.27,-1.254,-3.2495
2023-06-13,-38.6,-37.592,-41.855000000000004,0.38,-0.86,-2.9785
2023-06-14,-41.48,-38.312,-41.6005,0.45,-0.388,-2.6735
2023-06-15,-42.2,-39.391999999999996,-41.3995,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-42.56,-40.544000000000004,-41.3405,1.35,0.7260000000000001,-2.1095
2023-06-20,-45.81,-42.13000000000001,-41.444,0.89,0.958,-1.875
2023-06-21,-48.69,-44.148,-41.6915,0.35,0.9520000000000002,-1.6705
2023-06-22,-49.05,-45.662,-41.886,0.71,1.004,-1.395
2023-06-23,-50.49,-47.32000000000001,-42.1525,-0.04,0.652,-1.1215
2023-06-26,-49.77,-48.762,-42.312,-0.45,0.292,-0.909
2023-06-27,-49.41,-49.482000000000006,-42.4535,0.64,0.242,-0.7030000000000001
2023-06-28,-49.77,-49.698,-42.739,0.69,0.30999999999999994,-0.496
2023-06-29,-50.13,-49.914,-43.076499999999996,0.68,0.304,-0.26400000000000007
2023-06-30,-49.77,-49.769999999999996,-43.5,1.85,0.682,-0.022
2023-07-03,-48.4,-49.495999999999995,-43.9545,2.0,1.1720000000000002,0.158
2023-07-05,-49.49,-49.512,-44.535000000000004,1.78,1.4,0.3365
2023-07-06,-48.76,-49.31,-45.187,0.97,1.456,0.46449999999999997
2023-07-07,-48.76,-49.036,-45.731,0.74,1.468,0.597
2023-07-10,-48.76,-48.834,-46.329,1.01,1.3,0.7140000000000001
2023-07-11,-47.3,-48.614,-46.854,1.65,1.23,0.8550000000000001
2023-07-12,-49.13,-48.541999999999994,-47.4165,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-49.49,-48.688,-47.961,3.26,1.8199999999999998,1.1345
2023-07-14,-50.95,-49.126,-48.4345,3.18,2.308,1.2710000000000001
2023-07-17,-50.22,-49.418000000000006,-48.8355,3.53,2.812,1.3615
2023-07-18,-49.12,-49.782,-49.163500000000006,4.31,3.344,1.5095
2023-07-19,-49.86,-49.928000000000004,-49.366,4.53,3.7619999999999996,1.6915
2023-07-20,-49.49,-49.928,-49.406000000000006,3.86,3.882,1.8669999999999998
2023-07-21,-49.86,-49.71,-49.4465,3.87,4.0200000000000005,2.025
2023-07-24,-51.32,-49.92999999999999,-49.488,4.3,4.1739999999999995,2.242
2023-07-25,-51.69,-50.444,-49.583999999999996,4.56,4.224,2.4925
2023-07-26,-49.48,-50.367999999999995,-49.5875,4.58,4.234,2.6895
2023-07-27,-49.3,-50.33,-49.56400000000001,3.99,4.26,2.8545000000000003
2023-07-28,-49.48,-50.254,-49.5315,4.84,4.454,3.0625
2023-07-31,-48.38,-49.666,-49.462,5.01,4.595999999999999,3.2205
2023-08-01,-45.61,-48.45,-49.3225,4.66,4.616,3.3534999999999995
2023-08-02,-47.05,-47.964,-49.2005,3.53,4.406000000000001,3.441
2023-08-03,-44.89,-47.082,-49.007,3.31,4.27,3.558
2023-08-04,-44.17,-46.02,-48.777499999999996,2.92,3.886,3.6670000000000003
2023-08-07,-44.17,-45.178000000000004,-48.548,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-44.72,-45.0,-48.419,3.32,3.342,3.8815
2023-08-09,-44.72,-44.534,-48.1985,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-44.72,-44.5,-47.96,2.89,3.1220000000000003,3.8835
2023-08-11,-44.44,-44.553999999999995,-47.634499999999996,2.83,3.104,3.8659999999999997
2023-08-14,-44.3,-44.58,-47.338499999999996,3.23,3.024,3.851
2023-08-15,-44.18,-44.471999999999994,-47.091499999999996,2.44,2.848,3.7574999999999994
2023-08-16,-44.69,-44.465999999999994,-46.833,1.94,2.666,3.6279999999999992
2023-08-17,-46.49,-44.82,-46.68300000000001,1.39,2.366,3.5044999999999993
2023-08-18,-44.69,-44.87,-46.4245,1.45,2.09,3.3835
2023-08-21,-44.69,-44.948,-46.093,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-44.94,-45.1,-45.7555,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-44.94,-45.15,-45.5285,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-45.7,-44.992,-45.348499999999994,1.53,1.8039999999999998,2.8905
2023-08-25,-44.44,-44.94199999999999,-45.096500000000006,1.97,1.908,2.747
2023-08-28,-45.19,-45.041999999999994,-44.937,2.41,2.0100000000000002,2.617
2023-08-29,-44.19,-44.891999999999996,-44.866,3.38,2.3440000000000003,2.553
2023-08-30,-43.18,-44.54,-44.6725,3.66,2.59,2.5595
2023-08-31,-42.93,-43.986000000000004,-44.5745,3.58,3.0,2.573
2023-09-01,-41.59,-43.416000000000004,-44.445499999999996,3.65,3.336,2.6094999999999997
2023-09-05,-42.33,-42.843999999999994,-44.3535,3.35,3.524,2.5955
2023-09-06,-39.52,-41.91,-44.0935,2.76,3.4,2.5675
2023-09-07,-38.5,-40.974000000000004,-43.7825,2.49,3.166,2.5495
2023-09-08,-38.5,-40.088,-43.4715,2.62,2.974,2.5360000000000005
2023-09-11,-39.21,-39.612,-43.21,3.26,2.896,2.5575
2023-09-12,-41.04,-39.354,-43.047,2.72,2.77,2.532
2023-09-13,-42.13,-39.876,-42.9445,2.84,2.786,2.5520000000000005
2023-09-14,-41.04,-40.384,-42.762,3.7,3.028,2.6399999999999997
2023-09-15,-43.23,-41.33,-42.599,2.45,2.9939999999999998,2.693
2023-09-18,-43.96,-42.28,-42.5625,2.56,2.854,2.7485
2023-09-19,-42.85,-42.642,-42.4705,2.36,2.782,2.7715000000000005
2023-09-20,-45.81,-43.378,-42.513999999999996,1.42,2.498,2.757
2023-09-21,-46.18,-44.406,-42.576,-0.2,1.718,2.6255
2023-09-22,-46.18,-44.996,-42.6,-0.44,1.1400000000000001,2.527
2023-09-25,-46.55,-45.513999999999996,-42.7055,-0.03,0.622,2.4270000000000005
2023-09-26,-44.69,-45.882,-42.6805,-1.48,-0.146,2.2325
2023-09-27,-45.06,-45.732,-42.724000000000004,-1.46,-0.722,1.9904999999999997
2023-09-28,-49.15,-46.326,-43.0225,-1.26,-0.9339999999999999,1.7445
2023-09-29,-56.21,-48.331999999999994,-43.6865,-1.49,-1.1440000000000001,1.491
2023-10-02,-52.58,-49.538,-44.236000000000004,-1.47,-1.432,1.2349999999999999
2023-10-03,-51.08,-50.815999999999995,-44.673500000000004,-2.77,-1.69,0.929
2023-10-04,-51.08,-52.02,-45.2515,-2.07,-1.812,0.6875
2023-10-05,-52.2,-52.629999999999995,-45.9365,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-51.46,-51.68000000000001,-46.584500000000006,-1.01,-1.8939999999999997,0.274
2023-10-09,-52.95,-51.754,-47.271499999999996,-0.36,-1.672,0.09300000000000001
2023-10-10,-52.19,-51.976,-47.829,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-50.68,-51.896,-48.2565,0.56,-0.564,-0.14999999999999997
2023-10-12,-52.57,-51.970000000000006,-48.833,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-53.33,-52.34400000000001,-49.338,-0.55,-0.048,-0.48650000000000004
2023-10-16,-52.57,-52.267999999999994,-49.7685,0.47,0.118,-0.591
2023-10-17,-53.33,-52.496,-50.292500000000004,0.48,0.186,-0.6849999999999999
2023-10-18,-53.33,-53.025999999999996,-50.6685,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-52.95,-53.102,-51.007,-1.68,-0.426,-0.8724999999999999
2023-10-20,-51.43,-52.722,-51.26950000000001,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-50.29,-52.266000000000005,-51.45649999999999,-3.06,-1.6,-1.1465
2023-10-24,-51.05,-51.81,-51.7745,-2.34,-2.164,-1.1895
2023-10-25,-51.05,-51.354,-52.074,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-50.29,-50.821999999999996,-52.13099999999999,-4.87,-3.372,-1.482
2023-10-27,-50.67,-50.67,-51.854,-5.28,-3.85,-1.6715
2023-10-30,-50.67,-50.745999999999995,-51.758500000000005,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-50.67,-50.67,-51.738,-3.59,-4.319999999999999,-1.847
2023-11-01,-49.34,-50.328,-51.650999999999996,-2.49,-4.078,-1.8679999999999999
2023-11-02,-50.09,-50.288000000000004,-51.545500000000004,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-49.72,-50.098,-51.4585,0.19,-2.15,-1.7355
2023-11-06,-49.72,-49.908,-51.297000000000004,0.38,-1.242,-1.6985000000000003
2023-11-07,-49.72,-49.718,-51.173500000000004,0.65,-0.394,-1.673
2023-11-08,-54.68,-50.786,-51.3735,0.73,0.25,-1.6644999999999999
2023-11-09,-54.68,-51.70399999999999,-51.479,-0.01,0.388,-1.6635000000000002
2023-11-10,-54.68,-52.696000000000005,-51.5465,1.52,0.654,-1.56
2023-11-13,-54.68,-53.688,-51.652,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-49.27,-53.598,-51.449,3.34,1.4,-1.3695
2023-11-15,-48.11,-52.28399999999999,-51.188,3.57,1.968,-1.1485
2023-11-16,-48.5,-51.048,-50.9655,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-48.89,-49.89,-50.838499999999996,3.86,3.18,-0.5415000000000001
2023-11-20,-49.27,-48.808,-50.7875,4.63,3.822,-0.15700000000000008
2023-11-21,-49.27,-48.808,-50.6985,4.36,4.026,0.17799999999999994
2023-11-22,-48.11,-48.80800000000001,-50.551500000000004,4.81,4.273999999999999,0.6034999999999999
2023-11-24,-46.94,-48.496,-50.384,4.87,4.505999999999999,1.0905
2023-11-27,-46.56,-48.03000000000001,-50.1785,4.69,4.672,1.589
2023-11-28,-45.39,-47.254000000000005,-49.914500000000004,4.79,4.704,2.0364999999999998
2023-11-29,-44.22,-46.244,-49.592,4.72,4.776000000000001,2.452
2023-11-30,-42.27,-45.07600000000001,-49.2385,5.12,4.837999999999999,2.8325
2023-12-01,-41.87,-44.062,-48.8275,5.62,4.988,3.1485
2023-12-04,-39.2,-42.589999999999996,-48.3015,5.11,5.072,3.3945
2023-12-05,-41.92,-41.896,-47.911500000000004,5.08,5.130000000000001,3.6295
2023-12-06,-41.92,-41.436,-47.521499999999996,4.72,5.13,3.8329999999999997
2023-12-07,-42.31,-41.444,-46.903000000000006,5.4,5.186,4.0665
2023-12-08,-45.8,-42.230000000000004,-46.459,5.77,5.215999999999999,4.3555
2023-12-11,-45.8,-43.55,-46.015,6.12,5.418,4.585500000000001
2023-12-12,-46.19,-44.403999999999996,-45.590500000000006,6.6,5.7219999999999995,4.8445
2023-12-13,-45.8,-45.17999999999999,-45.416999999999994,7.92,6.362,5.0735
2023-12-14,-46.98,-46.114,-45.3605,8.21,6.9239999999999995,5.3055
2023-12-15,-48.15,-46.58399999999999,-45.343,8.06,7.382000000000001,5.523
2023-12-18,-48.94,-47.212,-45.3455,8.62,7.882,5.761
2023-12-19,-47.76,-47.525999999999996,-45.269999999999996,9.16,8.394,5.9875
2023-12-20,-45.79,-47.523999999999994,-45.096,7.51,8.312,6.1450000000000005
2023-12-21,-45.79,-47.285999999999994,-44.98,8.36,8.341999999999999,6.3225
2023-12-22,-44.61,-46.577999999999996,-44.8635,8.57,8.443999999999999,6.5075
2023-12-26,-44.61,-45.711999999999996,-44.766,8.94,8.508,6.720000000000001
2023-12-27,-43.03,-44.766,-44.647999999999996,9.1,8.495999999999999,6.9355
2023-12-28,-43.03,-44.214,-44.588499999999996,9.11,8.815999999999999,7.154999999999999
2023-12-29,-44.21,-43.898,-44.6855,8.87,8.918000000000001,7.342499999999999
2024-01-02,-44.18,-43.812,-44.801,8.16,8.836,7.469499999999999
2024-01-03,-44.97,-43.884,-45.0895,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-42.18,-43.714,-45.1025,7.23,8.18,7.698
2024-01-05,-43.78,-43.864,-45.195499999999996,7.36,7.830000000000001,7.83
2024-01-08,-40.98,-43.218,-45.129,8.85,7.8260000000000005,8.0025
2024-01-09,-40.58,-42.498,-44.868,8.62,7.918000000000001,8.145
2024-01-10,-41.78,-41.86,-44.667,9.22,8.256,8.3
2024-01-11,-43.39,-42.102000000000004,-44.527,9.19,8.648,8.429499999999999
2024-01-12,-38.97,-41.14,-44.185500000000005,9.23,9.022,8.495000000000001
2024-01-16,-41.38,-41.22,-43.9055,8.92,9.036,8.5305
2024-01-17,-41.78,-41.46,-43.587,8.42,8.996,8.5485
2024-01-18,-42.18,-41.540000000000006,-43.249,9.22,8.995999999999999,8.578500000000002
2024-01-19,-41.78,-41.218,-42.95,10.34,9.226,8.6375
2024-01-22,-42.58,-41.94,-42.7895,10.55,9.49,8.7895
2024-01-23,-42.58,-42.18,-42.629000000000005,10.83,9.872,8.913
2024-01-24,-42.58,-42.339999999999996,-42.5275,10.91,10.370000000000001,9.03
2024-01-25,-42.58,-42.42,-42.426,11.43,10.812000000000001,9.1545
2024-01-26,-42.58,-42.58,-42.4035,11.37,11.017999999999999,9.267999999999999
2024-01-29,-41.78,-42.42,-42.340999999999994,12.06,11.32,9.4155
2024-01-30,-43.79,-42.662,-42.32000000000001,11.99,11.552,9.5715
2024-01-31,-43.39,-42.824,-42.2805,10.45,11.459999999999999,9.686
2024-02-01,-41.43,-42.594,-42.1035,11.46,11.466,9.8825
2024-02-02,-41.43,-42.364,-42.065999999999995,12.41,11.674000000000001,10.141499999999999
2024-02-05,-41.43,-42.294,-41.9485,12.07,11.676,10.377
2024-02-06,-46.63,-42.862,-42.231,12.35,11.748,10.552000000000001
2024-02-07,-46.23,-43.43,-42.5135,13.07,12.272,10.7745
2024-02-08,-48.24,-44.791999999999994,-42.8365,13.13,12.606,10.97
2024-02-09,-47.04,-45.914,-43.019,13.64,12.852,11.1925
2024-02-12,-49.04,-47.436,-43.522499999999994,13.6,13.157999999999998,11.411
2024-02-13,-49.04,-47.918,-43.9055,12.17,13.122,11.5735
2024-02-14,-45.4,-47.751999999999995,-44.0865,13.12,13.132,11.808499999999999
2024-02-15,-44.19,-46.94199999999999,-44.187,13.8,13.266,12.0375
2024-02-16,-44.59,-46.452,-44.3275,13.28,13.193999999999999,12.1845
2024-02-20,-47.02,-46.048,-44.5495,12.73,13.02,12.2935
2024-02-21,-47.42,-45.724000000000004,-44.7915,12.83,13.151999999999997,12.3935
2024-02-22,-49.04,-46.452,-45.1145,14.94,13.516,12.595
2024-02-23,-49.44,-47.501999999999995,-45.4575,14.99,13.754000000000001,12.773
2024-02-26,-48.63,-48.31,-45.760000000000005,14.61,14.02,12.934999999999999
2024-02-27,-48.23,-48.552,-46.082499999999996,14.81,14.435999999999998,13.0725
2024-02-28,-47.82,-48.632,-46.284,14.65,14.8,13.2055
2024-02-29,-49.85,-48.794000000000004,-46.607,15.05,14.822,13.435500000000001
2024-03-01,-48.58,-48.622,-46.9645,15.81,14.986,13.653
2024-03-04,-49.37,-48.769999999999996,-47.36149999999999,15.68,15.2,13.8165
2024-03-05,-49.78,-49.08,-47.779,14.57,15.152000000000001,13.941500000000001
2024-03-06,-47.75,-49.066,-47.835,15.15,15.252,14.0815
2024-03-07,-47.34,-48.56400000000001,-47.890499999999996,16.24,15.49,14.24
2024-03-08,-46.53,-48.154,-47.805,15.57,15.442000000000002,14.362
2024-03-11,-47.75,-47.83,-47.840500000000006,15.48,15.402000000000001,14.454000000000002
2024-03-12,-47.75,-47.424,-47.776,16.5,15.788,14.599
2024-03-13,-49.39,-47.751999999999995,-47.7935,16.35,16.028,14.807999999999998
2024-03-14,-53.5,-48.983999999999995,-48.1985,16.14,16.008000000000003,14.958999999999998
2024-03-15,-53.91,-50.459999999999994,-48.6845,15.48,15.989999999999998,15.043000000000001
2024-03-18,-54.32,-51.774,-49.17100000000001,16.07,16.108,15.1825
2024-03-19,-55.15,-53.254,-49.5775,16.58,16.124000000000002,15.375
2024-03-20,-53.91,-54.158,-49.902,17.38,16.33,15.602500000000001
2024-03-21,-53.91,-54.239999999999995,-50.1455,17.69,16.639999999999997,15.74
2024-03-22,-54.73,-54.403999999999996,-50.410000000000004,17.27,16.998,15.854
2024-03-25,-55.97,-54.734,-50.777,17.03,17.19,15.975
2024-03-26,-58.87,-55.477999999999994,-51.309000000000005,16.78,17.23,16.073500000000003
2024-03-27,-58.87,-56.470000000000006,-51.8615,17.57,17.268,16.2195
2024-03-28,-66.33,-58.95399999999999,-52.685500000000005,17.56,17.242,16.345
2024-04-01,-61.6,-60.327999999999996,-53.3365,17.14,17.216,16.411499999999997
2024-04-02,-61.98,-61.529999999999994,-53.967,16.47,17.104,16.451
2024-04-03,-60.72,-61.9,-54.513999999999996,16.56,17.06,16.5505
2024-04-04,-60.27,-62.17999999999999,-55.14,15.31,16.608,16.558500000000002
2024-04-05,-60.35,-60.984,-55.790499999999994,16.37,16.369999999999997,16.565
2024-04-08,-61.31,-60.926,-56.5295,16.41,16.224,16.607
2024-04-09,-60.59,-60.648,-57.171499999999995,16.55,16.240000000000002,16.6605
2024-04-10,-60.59,-60.622,-57.8135,15.5,16.028,16.6105
2024-04-11,-63.25,-61.218,-58.5065,16.27,16.22,16.6065
2024-04-12,-65.36,-62.220000000000006,-59.0995,14.8,15.906,16.5395
2024-04-15,-65.32,-63.022000000000006,-59.67,13.46,15.315999999999999,16.438499999999998
2024-04-16,-65.11,-63.926,-60.209500000000006,13.26,14.658000000000001,16.298000000000002
2024-04-17,-65.66,-64.93999999999998,-60.735,12.6,14.078,16.098999999999997
2024-04-18,-65.79,-65.448,-61.32900000000001,12.36,13.296000000000001,15.847999999999999
2024-04-19,-65.87,-65.55,-61.927,11.45,12.626,15.535999999999998
2024-04-22,-67.83,-66.05199999999999,-62.58200000000001,12.38,12.41,15.2915
2024-04-23,-69.03,-66.836,-63.235,13.77,12.512,15.128499999999999
2024-04-24,-70.73,-67.85,-63.82800000000001,13.69,12.73,14.974
2024-04-25,-71.29,-68.95,-64.449,13.23,12.904,14.757
2024-04-26,-70.73,-69.922,-64.66900000000001,14.34,13.482,14.596
2024-04-29,-67.83,-69.922,-64.98049999999999,14.73,13.952000000000002,14.4755
2024-04-30,-61.42,-68.4,-64.95250000000001,12.94,13.785999999999998,14.298999999999998
2024-05-01,-61.3,-66.514,-64.98150000000001,12.36,13.52,14.088999999999999
2024-05-02,-58.32,-63.919999999999995,-64.884,13.38,13.55,13.992499999999998
2024-05-03,-59.16,-61.60600000000001,-64.8245,14.75,13.632,13.911499999999998
2024-05-06,-54.53,-58.946000000000005,-64.4855,15.88,13.862,13.885
2024-05-07,-54.96,-57.653999999999996,-64.20400000000001,16.04,14.482,13.8595
2024-05-08,-58.39,-57.072,-64.094,16.05,15.219999999999999,13.887
2024-05-09,-59.25,-57.258,-63.89399999999999,16.7,15.884,13.9085
2024-05-10,-58.65,-57.156000000000006,-63.5585,16.85,16.304000000000002,14.011000000000001
2024-05-13,-58.39,-57.928,-63.212,16.85,16.497999999999998,14.180499999999999
2024-05-14,-59.3,-58.79600000000001,-62.9215,17.4,16.77,14.3875
2024-05-15,-60.6,-59.238,-62.668499999999995,18.81,17.322,14.698000000000002
2024-05-16,-60.99,-59.586,-62.4285,18.58,17.698,15.009
2024-05-17,-60.34,-59.924,-62.152,18.76,18.08,15.374500000000001
2024-05-20,-59.26,-60.098,-61.72349999999999,18.87,18.484,15.699000000000002
2024-05-21,-60.13,-60.263999999999996,-61.278499999999994,19.19,18.842000000000002,15.969999999999999
2024-05-22,-59.91,-60.126,-60.7375,18.84,18.848000000000003,16.2275
2024-05-23,-59.26,-59.779999999999994,-60.136,17.97,18.726000000000003,16.4645
2024-05-24,-59.87,-59.686,-59.592999999999996,18.76,18.726,16.685499999999998
2024-05-28,-60.48,-59.92999999999999,-59.2255,18.86,18.724,16.892000000000003
2024-05-29,-60.65,-60.03399999999999,-59.187,18.03,18.492,17.1465
2024-05-30,-60.26,-60.104,-59.135000000000005,17.25,18.174,17.391
2024-05-31,-60.96,-60.443999999999996,-59.26700000000001,18.26,18.232,17.635
2024-06-03,-60.2,-60.510000000000005,-59.318999999999996,18.08,18.096,17.8015
2024-06-04,-60.64,-60.541999999999994,-59.6245,18.22,17.968,17.9185
2024-06-05,-63.49,-61.11,-60.051,19.6,18.282000000000004,18.0965
2024-06-06,-64.15,-61.888,-60.33900000000001,19.58,18.747999999999998,18.273
2024-06-07,-65.2,-62.736000000000004,-60.6365,19.43,18.982,18.4095
2024-06-10,-66.35,-63.96600000000001,-61.0215,19.81,19.328,18.557499999999997
2024-06-11,-67.24,-65.286,-61.464,20.08,19.7,18.719
2024-06-12,-66.17,-65.822,-61.80749999999999,21.06,19.991999999999997,18.901999999999997
2024-06-13,-66.61,-66.314,-62.108000000000004,21.28,20.332,19.0255
2024-06-14,-66.21,-66.51599999999999,-62.36900000000001,21.38,20.722,19.1655
2024-06-17,-67.9,-66.826,-62.747,22.32,21.224,19.3435
2024-06-18,-67.37,-66.852,-63.152499999999996,22.64,21.736,19.532
2024-06-20,-68.62,-67.34200000000001,-63.577,22.31,21.985999999999997,19.688
2024-06-21,-68.67,-67.75399999999999,-64.015,22.04,22.137999999999998,19.848000000000003
2024-06-24,-63.82,-67.276,-64.243,21.72,22.206,20.0355
2024-06-25,-62.65,-66.22600000000001,-64.382,22.14,22.17,20.2045
2024-06-26,-62.02,-65.15599999999999,-64.459,22.26,22.094,20.3745
2024-06-27,-60.76,-63.58399999999999,-64.4645,22.42,22.116000000000003,20.594
2024-06-28,-62.97,-62.444,-64.6,21.66,22.04,20.814500000000002
2024-07-01,-63.31,-62.342,-64.7175,21.54,22.003999999999998,20.9785
2024-07-02,-63.72,-62.556000000000004,-64.8935,22.15,22.006,21.182
2024-07-03,-65.03,-63.158,-65.113,22.58,22.07,21.4
2024-07-05,-63.31,-63.668000000000006,-65.104,23.16,22.218,21.578
2024-07-08,-61.85,-63.443999999999996,-64.989,23.25,22.535999999999998,21.7615
2024-07-09,-61.03,-62.988,-64.7805,23.35,22.898000000000003,21.9575
2024-07-10,-60.8,-62.40400000000001,-64.503,24.29,23.326,22.1815
2024-07-11,-60.25,-61.448,-64.1535,23.45,23.5,22.35
2024-07-12,-59.83,-60.751999999999995,-63.8365,24.05,23.678,22.4995
2024-07-15,-59.14,-60.21,-63.463,24.34,23.896,22.652499999999996
2024-07-16,-59.38,-59.879999999999995,-63.12149999999999,24.73,24.171999999999997,22.82
2024-07-17,-59.14,-59.548,-62.6835,23.77,24.068,22.8925
2024-07-18,-60.99,-59.696000000000005,-62.3645,23.26,24.03,22.9235
2024-07-19,-60.99,-59.928,-61.983000000000004,22.81,23.782,22.948500000000003
2024-07-22,-60.07,-60.114,-61.553,23.5,23.613999999999997,23.0215
2024-07-23,-60.07,-60.251999999999995,-61.3655,23.35,23.338,23.103
2024-07-24,-60.53,-60.529999999999994,-61.2595,21.18,22.82,23.055
2024-07-25,-60.53,-60.438,-61.185,20.72,22.312,22.978
