Date,rate_SOXL_5D,rate_SOXL_20D,rate_VOO_5D,rate_VOO_20D
2023-11-16,-17.104,-31.511000000000003,2.7119999999999997,-0.8790000000000001
2023-11-17,-15.174000000000001,-30.2485,3.18,-0.5415000000000001
2023-11-20,-12.006,-28.7385,3.822,-0.15700000000000008
2023-11-21,-11.475999999999999,-27.608000000000004,4.026,0.17799999999999994
2023-11-22,-11.198,-26.054000000000002,4.273999999999999,0.6034999999999999
2023-11-24,-10.918,-24.437,4.505999999999999,1.0905
2023-11-27,-11.042,-22.913,4.672,1.589
2023-11-28,-12.212,-21.3425,4.704,2.0364999999999998
2023-11-29,-11.968,-19.7445,4.776000000000001,2.452
2023-11-30,-12.081999999999999,-18.442500000000003,4.837999999999999,2.8325
2023-12-01,-12.074000000000002,-17.303,4.988,3.1485
2023-12-04,-12.402,-16.512999999999998,5.072,3.3945
2023-12-05,-12.738,-15.7625,5.130000000000001,3.6295
2023-12-06,-13.77,-15.154500000000002,5.13,3.8329999999999997
2023-12-07,-13.424000000000001,-14.2745,5.186,4.0665
2023-12-08,-12.922,-13.254499999999998,5.215999999999999,4.3555
2023-12-11,-10.382000000000001,-12.25,5.418,4.585500000000001
2023-12-12,-7.202000000000001,-11.0395,5.7219999999999995,4.8445
2023-12-13,-2.81,-10.006,6.362,5.0735
2023-12-14,2.06,-8.661,6.9239999999999995,5.3055
2023-12-15,6.852000000000001,-7.2655,7.382000000000001,5.523
2023-12-18,9.834,-5.998,7.882,5.761
2023-12-19,12.768,-4.846,8.394,5.9875
2023-12-20,12.854,-3.9234999999999998,8.312,6.1450000000000005
2023-12-21,12.902000000000001,-2.636,8.341999999999999,6.3225
2023-12-22,12.863999999999999,-1.32,8.443999999999999,6.5075
2023-12-26,14.234,0.321,8.508,6.720000000000001
2023-12-27,15.406,2.0585,8.495999999999999,6.9355
2023-12-28,18.424,3.6744999999999997,8.815999999999999,7.154999999999999
2023-12-29,19.259999999999998,5.1995,8.918000000000001,7.342499999999999
2024-01-02,17.43,6.056,8.836,7.469499999999999
2024-01-03,13.074000000000002,6.69,8.553999999999998,7.5905000000000005
2024-01-04,8.078,7.2625,8.18,7.698
2024-01-05,3.44,7.977000000000001,7.830000000000001,7.83
2024-01-08,1.2840000000000003,8.876499999999998,7.8260000000000005,8.0025
2024-01-09,1.6020000000000003,9.687000000000001,7.918000000000001,8.145
2024-01-10,3.05,10.048,8.256,8.3
2024-01-11,5.216,10.367,8.648,8.429499999999999
2024-01-12,6.848000000000001,10.391499999999999,9.022,8.495000000000001
2024-01-16,7.42,10.2165,9.036,8.5305
2024-01-17,7.428,9.831,8.996,8.5485
2024-01-18,9.702000000000002,10.014999999999999,8.995999999999999,8.578500000000002
2024-01-19,14.522,10.8055,9.226,8.6375
2024-01-22,19.916,12.157,9.49,8.7895
2024-01-23,24.986,13.2375,9.872,8.913
2024-01-24,31.76,14.555000000000001,10.370000000000001,9.03
2024-01-25,36.228,15.513499999999999,10.812000000000001,9.1545
2024-01-26,35.588,15.850999999999999,11.017999999999999,9.267999999999999
2024-01-29,35.422000000000004,16.4065,11.32,9.4155
2024-01-30,33.903999999999996,16.898500000000002,11.552,9.5715
2024-01-31,30.444000000000006,17.808500000000002,11.459999999999999,9.686
2024-02-01,27.321999999999996,19.075499999999998,11.466,9.8825
2024-02-02,27.21,20.634,11.674000000000001,10.141499999999999
2024-02-05,27.127999999999997,22.3285,11.676,10.377
2024-02-06,27.248,23.389499999999998,11.748,10.552000000000001
2024-02-07,28.964,24.648999999999997,12.272,10.7745
2024-02-08,31.49,26.1855,12.606,10.97
2024-02-09,34.466,27.946500000000004,12.852,11.1925
2024-02-12,36.547999999999995,29.753499999999995,13.157999999999998,11.411
2024-02-13,37.85,30.996999999999996,13.122,11.5735
2024-02-14,39.78,32.737,13.132,11.808499999999999
2024-02-15,40.784000000000006,33.956,13.266,12.0375
2024-02-16,40.188,34.363,13.193999999999999,12.1845
2024-02-20,38.496,34.3985,13.02,12.2935
2024-02-21,38.062,34.266000000000005,13.151999999999997,12.3935
2024-02-22,39.488,34.669,13.516,12.595
2024-02-23,40.146,34.935500000000005,13.754000000000001,12.773
2024-02-26,41.932,35.949,14.02,12.934999999999999
2024-02-27,44.833999999999996,36.7515,14.435999999999998,13.0725
2024-02-28,47.034,37.548500000000004,14.8,13.2055
2024-02-29,47.996,39.057,14.822,13.435500000000001
2024-03-01,53.158,41.39450000000001,14.986,13.653
2024-03-04,58.624,43.8025,15.2,13.8165
2024-03-05,62.086,45.491,15.152000000000001,13.941500000000001
2024-03-06,68.814,47.940000000000005,15.252,14.0815
2024-03-07,77.11,51.0935,15.49,14.24
2024-03-08,77.478,52.89149999999999,15.442000000000002,14.362
2024-03-11,75.35799999999999,54.0255,15.402000000000001,14.454000000000002
2024-03-12,77.29400000000001,55.677499999999995,15.788,14.599
2024-03-13,74.368,57.06949999999999,16.028,14.807999999999998
2024-03-14,66.036,57.657500000000006,16.008000000000003,14.958999999999998
2024-03-15,61.646,58.107000000000006,15.989999999999998,15.043000000000001
2024-03-18,58.65599999999999,58.6425,16.108,15.1825
2024-03-19,52.89000000000001,59.27600000000001,16.124000000000002,15.375
2024-03-20,50.996,60.303,16.33,15.602500000000001
2024-03-21,52.96,61.0255,16.639999999999997,15.74
2024-03-22,55.568000000000005,61.9625,16.998,15.854
2024-03-25,57.936,62.6435,17.19,15.975
2024-03-26,60.488,63.189499999999995,17.23,16.073500000000003
2024-03-27,62.678,64.214,17.268,16.2195
2024-03-28,62.83399999999999,64.73499999999999,17.242,16.345
2024-04-01,63.698,64.5975,17.216,16.411499999999997
2024-04-02,63.468,63.854499999999994,17.104,16.451
2024-04-03,64.062,63.6835,17.06,16.5505
2024-04-04,60.952,62.2485,16.608,16.558500000000002
2024-04-05,58.69200000000001,60.1305,16.369999999999997,16.565
2024-04-08,55.90599999999999,59.204499999999996,16.224,16.607
2024-04-09,55.565999999999995,58.90650000000001,16.240000000000002,16.6605
2024-04-10,53.4,57.71,16.028,16.6105
2024-04-11,55.798,57.60600000000001,16.22,16.6065
2024-04-12,54.32000000000001,57.201499999999996,15.906,16.5395
2024-04-15,51.366,56.6345,15.315999999999999,16.438499999999998
2024-04-16,47.972,56.2355,14.658000000000001,16.298000000000002
2024-04-17,43.75,55.425,14.078,16.098999999999997
2024-04-18,36.124,53.888,13.296000000000001,15.847999999999999
2024-04-19,28.614000000000004,51.114999999999995,12.626,15.535999999999998
2024-04-22,23.21,48.545,12.41,15.2915
2024-04-23,18.706,46.428,12.512,15.128499999999999
2024-04-24,17.607999999999997,44.705,12.73,14.974
2024-04-25,19.363999999999997,43.0595,12.904,14.757
2024-04-26,25.686,41.828,13.482,14.596
2024-04-29,31.68,40.5405,13.952000000000002,14.4755
2024-04-30,34.536,39.195,13.785999999999998,14.298999999999998
2024-05-01,33.67999999999999,37.109500000000004,13.52,14.088999999999999
2024-05-02,32.912,36.0495,13.55,13.992499999999998
2024-05-03,32.204,35.206,13.632,13.911499999999998
2024-05-06,32.534,34.697500000000005,13.862,13.885
2024-05-07,33.91799999999999,33.783,14.482,13.8595
2024-05-08,38.08,33.2795,15.219999999999999,13.887
2024-05-09,40.494,32.223499999999994,15.884,13.9085
2024-05-10,41.914,32.104499999999994,16.304000000000002,14.011000000000001
2024-05-13,41.894,32.3295,16.497999999999998,14.180499999999999
2024-05-14,43.878,32.7595,16.77,14.3875
2024-05-15,48.466,34.4585,17.322,14.698000000000002
2024-05-16,52.852,36.405499999999996,17.698,15.009
2024-05-17,55.894000000000005,38.9245,18.08,15.374500000000001
2024-05-20,60.75600000000001,41.715999999999994,18.484,15.699000000000002
2024-05-21,64.076,44.102000000000004,18.842000000000002,15.969999999999999
2024-05-22,65.73600000000002,46.4905,18.848000000000003,16.2275
2024-05-23,67.512,48.4425,18.726000000000003,16.4645
2024-05-24,71.72200000000001,50.433499999999995,18.726,16.685499999999998
2024-05-28,75.75800000000001,52.7355,18.724,16.892000000000003
2024-05-29,77.85,54.930499999999995,18.492,17.1465
2024-05-30,78.282,57.641000000000005,18.174,17.391
2024-05-31,78.128,59.74649999999999,18.232,17.635
2024-06-03,75.90799999999999,61.359500000000004,18.096,17.8015
2024-06-04,71.18599999999999,62.3985,17.968,17.9185
2024-06-05,72.688,64.623,18.282000000000004,18.0965
2024-06-06,74.176,66.66499999999999,18.747999999999998,18.273
2024-06-07,76.20599999999999,68.6745,18.982,18.4095
2024-06-10,79.902,70.85650000000001,19.328,18.557499999999997
2024-06-11,84.44,73.035,19.7,18.719
2024-06-12,88.034,75.662,19.991999999999997,18.901999999999997
2024-06-13,93.804,77.9995,20.332,19.0255
2024-06-14,99.49000000000001,80.33399999999999,20.722,19.1655
2024-06-17,105.518,83.2625,21.224,19.3435
2024-06-18,113.174,86.1395,21.736,19.532
2024-06-20,114.06800000000001,88.16,21.985999999999997,19.688
2024-06-21,112.22200000000001,89.62100000000001,22.137999999999998,19.848000000000003
2024-06-24,107.454,90.31949999999999,22.206,20.0355
2024-06-25,102.35,90.9195,22.17,20.2045
2024-06-26,95.106,90.9765,22.094,20.3745
2024-06-27,90.798,91.397,22.116000000000003,20.594
2024-06-28,88.83200000000001,92.2585,22.04,20.814500000000002
2024-07-01,90.012,93.29050000000001,22.003999999999998,20.9785
2024-07-02,91.284,94.7635,22.006,21.182
2024-07-03,94.826,96.8865,22.07,21.4
2024-07-05,99.336,98.059,22.218,21.578
2024-07-08,105.15799999999999,100.004,22.535999999999998,21.7615
2024-07-09,111.242,102.0495,22.898000000000003,21.9575
2024-07-10,118.768,104.47999999999999,23.326,22.1815
2024-07-11,119.86000000000001,105.7415,23.5,22.35
2024-07-12,122.0,106.55049999999999,23.678,22.4995
