Date,rate_ADSK_5D,rate_ADSK_20D,rate_VOO_5D,rate_VOO_20D
2023-09-13,-7.368,-8.1455,2.786,2.5520000000000005
2023-09-14,-7.724000000000001,-7.973999999999999,3.028,2.6399999999999997
2023-09-15,-8.208000000000002,-7.798,2.9939999999999998,2.693
2023-09-18,-8.642000000000001,-7.633,2.854,2.7485
2023-09-19,-8.622000000000002,-7.533499999999999,2.782,2.7715000000000005
2023-09-20,-9.004000000000001,-7.5045,2.498,2.757
2023-09-21,-10.062,-7.6075,1.718,2.6255
2023-09-22,-10.846,-7.772499999999999,1.1400000000000001,2.527
2023-09-25,-11.506,-8.0095,0.622,2.4270000000000005
2023-09-26,-12.382,-8.349,-0.146,2.2325
2023-09-27,-12.842000000000002,-8.7085,-0.722,1.9904999999999997
2023-09-28,-12.518,-8.9795,-0.9339999999999999,1.7445
2023-09-29,-12.276,-9.277,-1.1440000000000001,1.491
2023-10-02,-11.956,-9.498999999999999,-1.432,1.2349999999999999
2023-10-03,-11.776,-9.833,-1.69,0.929
2023-10-04,-11.33,-10.136000000000001,-1.812,0.6875
2023-10-05,-11.620000000000001,-10.481,-1.9899999999999998,0.45549999999999996
2023-10-06,-11.315999999999999,-10.6615,-1.8939999999999997,0.274
2023-10-09,-11.184000000000001,-10.822,-1.672,0.09300000000000001
2023-10-10,-10.41,-10.7975,-1.0899999999999999,-0.03599999999999999
2023-10-11,-9.892,-10.767,-0.564,-0.14999999999999997
2023-10-12,-9.15,-10.8375,-0.13999999999999999,-0.33649999999999997
2023-10-13,-9.198,-10.908999999999999,-0.048,-0.48650000000000004
2023-10-16,-9.094,-10.935,0.118,-0.591
2023-10-17,-8.964000000000002,-10.883000000000001,0.186,-0.6849999999999999
2023-10-18,-9.266,-10.8325,-0.09600000000000002,-0.7985
2023-10-19,-9.836,-10.781,-0.426,-0.8724999999999999
2023-10-20,-10.414,-10.801,-0.8940000000000001,-0.9949999999999999
2023-10-23,-11.440000000000001,-10.9185,-1.6,-1.1465
2023-10-24,-12.202000000000002,-10.838,-2.164,-1.1895
2023-10-25,-13.004,-10.873,-2.7340000000000004,-1.3015
2023-10-26,-13.85,-11.114,-3.372,-1.482
2023-10-27,-14.489999999999998,-11.3545,-3.85,-1.6715
2023-10-30,-14.654,-11.593,-4.069999999999999,-1.8060000000000003
2023-10-31,-15.283999999999997,-11.715,-4.319999999999999,-1.847
2023-11-01,-15.338,-11.874999999999998,-4.078,-1.8679999999999999
2023-11-02,-15.018,-11.9635,-3.2439999999999998,-1.7954999999999999
2023-11-03,-14.219999999999999,-12.080499999999999,-2.15,-1.7355
2023-11-06,-13.812000000000001,-12.25,-1.242,-1.6985000000000003
2023-11-07,-13.11,-12.39,-0.394,-1.673
2023-11-08,-12.437999999999999,-12.511500000000002,0.25,-1.6644999999999999
2023-11-09,-11.982,-12.6715,0.388,-1.6635000000000002
2023-11-10,-11.424,-12.637,0.654,-1.56
2023-11-13,-10.739999999999998,-12.6615,0.8620000000000001,-1.5125000000000002
2023-11-14,-9.72,-12.578999999999999,1.4,-1.3695
2023-11-15,-8.942,-12.430499999999999,1.968,-1.1485
2023-11-16,-8.065999999999999,-12.229,2.7119999999999997,-0.8790000000000001
2023-11-17,-7.492,-11.9065,3.18,-0.5415000000000001
2023-11-20,-6.676,-11.4705,3.822,-0.15700000000000008
2023-11-21,-6.65,-11.190999999999999,4.026,0.17799999999999994
2023-11-22,-7.8,-11.1295,4.273999999999999,0.6034999999999999
2023-11-24,-8.792,-10.9645,4.505999999999999,1.0905
2023-11-27,-10.080000000000002,-10.803999999999998,4.672,1.589
2023-11-28,-11.134,-10.590499999999999,4.704,2.0364999999999998
2023-11-29,-11.459999999999999,-10.235000000000001,4.776000000000001,2.452
2023-11-30,-10.114,-9.8235,4.837999999999999,2.8325
2023-12-01,-8.266,-9.2765,4.988,3.1485
2023-12-04,-6.622,-8.9045,5.072,3.3945
2023-12-05,-5.486,-8.509,5.130000000000001,3.6295
2023-12-06,-4.9799999999999995,-8.202499999999999,5.13,3.8329999999999997
2023-12-07,-4.5,-7.838999999999999,5.186,4.0665
2023-12-08,-4.574,-7.424499999999999,5.215999999999999,4.3555
2023-12-11,-4.168,-7.0905000000000005,5.418,4.585500000000001
2023-12-12,-3.532,-6.706999999999999,5.7219999999999995,4.8445
2023-12-13,-2.226,-6.329,6.362,5.0735
2023-12-14,-0.782,-5.7989999999999995,6.9239999999999995,5.3055
2023-12-15,0.774,-5.2145,7.382000000000001,5.523
2023-12-18,1.886,-4.746,7.882,5.761
2023-12-19,2.7560000000000002,-4.349,8.394,5.9875
2023-12-20,2.9080000000000004,-3.9395000000000002,8.312,6.1450000000000005
2023-12-21,3.0,-3.0989999999999993,8.341999999999999,6.3225
2023-12-22,3.04,-2.2565,8.443999999999999,6.5075
2023-12-26,3.5460000000000003,-1.3395,8.508,6.720000000000001
2023-12-27,4.138,-0.5309999999999999,8.495999999999999,6.9355
2023-12-28,4.838,0.13500000000000006,8.815999999999999,7.154999999999999
2023-12-29,4.973999999999999,0.673,8.918000000000001,7.342499999999999
2024-01-02,4.236,0.8690000000000001,8.836,7.469499999999999
2024-01-03,2.714,0.9944999999999998,8.553999999999998,7.5905000000000005
2024-01-04,1.3359999999999999,1.1744999999999999,8.18,7.698
2024-01-05,0.025999999999999933,1.3865,7.830000000000001,7.83
2024-01-08,-0.658,1.6335000000000002,7.8260000000000005,8.0025
2024-01-09,-0.49800000000000005,1.888,7.918000000000001,8.145
2024-01-10,0.492,2.1595000000000004,8.256,8.3
2024-01-11,1.4899999999999998,2.43,8.648,8.429499999999999
2024-01-12,2.5900000000000003,2.5905,9.022,8.495000000000001
2024-01-16,3.1060000000000003,2.6055,9.036,8.5305
2024-01-17,3.3200000000000003,2.5245,8.996,8.5485
2024-01-18,3.5200000000000005,2.568,8.995999999999999,8.578500000000002
2024-01-19,4.2,2.791,9.226,8.6375
2024-01-22,4.909999999999999,3.091,9.49,8.7895
2024-01-23,5.87,3.3229999999999995,9.872,8.913
2024-01-24,7.075999999999999,3.5335,10.370000000000001,9.03
2024-01-25,7.975999999999999,3.6755000000000004,10.812000000000001,9.1545
2024-01-26,8.354000000000001,3.845,11.017999999999999,9.267999999999999
2024-01-29,8.902000000000001,4.107000000000001,11.32,9.4155
2024-01-30,9.216,4.3835,11.552,9.5715
2024-01-31,9.314,4.803,11.459999999999999,9.686
2024-02-01,9.562,5.3875,11.466,9.8825
2024-02-02,9.814,5.9645,11.674000000000001,10.141499999999999
2024-02-05,9.405999999999999,6.452,11.676,10.377
2024-02-06,9.148,6.834999999999999,11.748,10.552000000000001
2024-02-07,9.437999999999999,7.287000000000001,12.272,10.7745
2024-02-08,9.876000000000001,7.733500000000001,12.606,10.97
2024-02-09,10.569999999999999,8.2345,12.852,11.1925
2024-02-12,11.236,8.6135,13.157999999999998,11.411
2024-02-13,11.458,8.923,13.122,11.5735
2024-02-14,11.726,9.3885,13.132,11.808499999999999
2024-02-15,11.709999999999999,9.781,13.266,12.0375
2024-02-16,11.122,9.965,13.193999999999999,12.1845
2024-02-20,10.664,10.052,13.02,12.2935
2024-02-21,10.378,10.05,13.151999999999997,12.3935
2024-02-22,10.028,10.1265,13.516,12.595
2024-02-23,9.754000000000001,10.2255,13.754000000000001,12.773
2024-02-26,9.690000000000001,10.299,14.02,12.934999999999999
2024-02-27,9.8,10.2765,14.435999999999998,13.0725
2024-02-28,9.966,10.2375,14.8,13.2055
2024-02-29,10.053999999999998,10.311499999999999,14.822,13.435500000000001
2024-03-01,10.584,10.481,14.986,13.653
2024-03-04,10.8,10.5455,15.2,13.8165
2024-03-05,9.972,10.418000000000001,15.152000000000001,13.941500000000001
2024-03-06,9.58,10.3455,15.252,14.0815
2024-03-07,9.182,10.247499999999999,15.49,14.24
2024-03-08,8.17,10.054499999999999,15.442000000000002,14.362
2024-03-11,7.973999999999999,9.8965,15.402000000000001,14.454000000000002
2024-03-12,9.224,9.915000000000001,15.788,14.599
2024-03-13,9.832,9.939,16.028,14.807999999999998
2024-03-14,10.208,9.867999999999999,16.008000000000003,14.958999999999998
2024-03-15,10.39,9.7245,15.989999999999998,15.043000000000001
2024-03-18,10.138000000000002,9.650500000000001,16.108,15.1825
2024-03-19,9.598,9.6485,16.124000000000002,15.375
2024-03-20,9.916,9.8235,16.33,15.602500000000001
2024-03-21,10.526,9.992500000000001,16.639999999999997,15.74
2024-03-22,11.245999999999999,10.0975,16.998,15.854
2024-03-25,11.78,10.173,17.19,15.975
2024-03-26,12.238,10.258,17.23,16.073500000000003
2024-03-27,12.116,10.361,17.268,16.2195
2024-03-28,11.669999999999998,10.3965,17.242,16.345
2024-04-01,11.346,10.288,17.216,16.411499999999997
2024-04-02,10.232,10.031,17.104,16.451
2024-04-03,8.916,9.994,17.06,16.5505
2024-04-04,7.526000000000001,9.8475,16.608,16.558500000000002
2024-04-05,6.176,9.645,16.369999999999997,16.565
2024-04-08,5.042,9.506,16.224,16.607
2024-04-09,4.978,9.282,16.240000000000002,16.6605
2024-04-10,4.358,8.7775,16.028,16.6105
2024-04-11,4.042,8.399999999999999,16.22,16.6065
2024-04-12,3.3899999999999997,7.9405,15.906,16.5395
2024-04-15,2.0220000000000002,7.414,15.315999999999999,16.438499999999998
2024-04-16,0.366,6.839,14.658000000000001,16.298000000000002
2024-04-17,-1.666,5.9615,14.078,16.098999999999997
2024-04-18,-4.232,4.863,13.296000000000001,15.847999999999999
2024-04-19,-5.96,3.819,12.626,15.535999999999998
2024-04-22,-7.014,2.849,12.41,15.2915
2024-04-23,-7.884,1.923,12.512,15.128499999999999
2024-04-24,-7.878,0.9324999999999999,12.73,14.974
2024-04-25,-7.390000000000001,-0.013500000000000022,12.904,14.757
2024-04-26,-7.268000000000001,-0.9155000000000001,13.482,14.596
2024-04-29,-7.298,-1.812,13.952000000000002,14.4755
2024-04-30,-7.7299999999999995,-2.5675,13.785999999999998,14.298999999999998
2024-05-01,-8.059999999999999,-3.3115,13.52,14.088999999999999
2024-05-02,-8.574000000000002,-4.0385,13.55,13.992499999999998
2024-05-03,-8.78,-4.6545000000000005,13.632,13.911499999999998
2024-05-06,-8.761999999999999,-5.263,13.862,13.885
2024-05-07,-8.586,-5.9585,14.482,13.8595
2024-05-08,-8.318,-6.480500000000001,15.219999999999999,13.887
2024-05-09,-7.5920000000000005,-6.947,15.884,13.9085
2024-05-10,-7.3759999999999994,-7.345999999999999,16.304000000000002,14.011000000000001
2024-05-13,-7.38,-7.613499999999999,16.497999999999998,14.180499999999999
2024-05-14,-7.2780000000000005,-7.8694999999999995,16.77,14.3875
2024-05-15,-6.7459999999999996,-7.7505,17.322,14.698000000000002
2024-05-16,-6.5920000000000005,-7.537000000000001,17.698,15.009
2024-05-17,-6.299999999999999,-7.430999999999999,18.08,15.374500000000001
2024-05-20,-5.898,-7.3345,18.484,15.699000000000002
2024-05-21,-5.5200000000000005,-7.278499999999999,18.842000000000002,15.969999999999999
2024-05-22,-5.544,-7.167,18.848000000000003,16.2275
2024-05-23,-5.99,-7.187,18.726000000000003,16.4645
2024-05-24,-6.526000000000001,-7.2455,18.726,16.685499999999998
2024-05-28,-7.453999999999999,-7.3735,18.724,16.892000000000003
2024-05-29,-8.453999999999999,-7.4595,18.492,17.1465
2024-05-30,-10.152,-7.6899999999999995,18.174,17.391
2024-05-31,-11.303999999999998,-7.8694999999999995,18.232,17.635
2024-06-03,-11.616,-7.9545,18.096,17.8015
2024-06-04,-11.453999999999999,-8.0465,17.968,17.9185
2024-06-05,-10.764,-8.004,18.282000000000004,18.0965
2024-06-06,-9.382000000000001,-7.956,18.747999999999998,18.273
2024-06-07,-8.126000000000001,-8.003,18.982,18.4095
2024-06-10,-7.5040000000000004,-7.986500000000001,19.328,18.557499999999997
2024-06-11,-7.547999999999999,-8.0885,19.7,18.719
2024-06-12,-6.978,-7.929,19.991999999999997,18.901999999999997
2024-06-13,-6.368,-7.8614999999999995,20.332,19.0255
2024-06-14,-5.5360000000000005,-7.738999999999999,20.722,19.1655
2024-06-17,-3.646,-7.323,21.224,19.3435
2024-06-18,-0.8800000000000001,-6.8340000000000005,21.736,19.532
2024-06-20,0.858,-6.3345,21.985999999999997,19.688
2024-06-21,2.4859999999999998,-5.854,22.137999999999998,19.848000000000003
2024-06-24,3.6119999999999997,-5.3385,22.206,20.0355
2024-06-25,3.7840000000000003,-4.7455,22.17,20.2045
2024-06-26,3.7120000000000006,-4.0424999999999995,22.094,20.3745
2024-06-27,3.7260000000000004,-3.2895000000000003,22.116000000000003,20.594
2024-06-28,4.164,-2.275,22.04,20.814500000000002
2024-07-01,4.714,-1.334,22.003999999999998,20.9785
2024-07-02,5.15,-0.554,22.006,21.182
2024-07-03,5.390000000000001,0.1685,22.07,21.4
2024-07-05,5.728,0.8335000000000001,22.218,21.578
2024-07-08,5.754,1.509,22.535999999999998,21.7615
2024-07-09,5.593999999999999,2.096,22.898000000000003,21.9575
2024-07-10,5.524,2.703,23.326,22.1815
2024-07-11,5.732,3.4884999999999997,23.5,22.35
2024-07-12,6.206,4.1295,23.678,22.4995
2024-07-15,6.648000000000001,4.763,23.896,22.652499999999996
2024-07-16,7.478,5.3495,24.171999999999997,22.82
2024-07-17,7.782000000000001,5.5600000000000005,24.068,22.8925
2024-07-18,7.4079999999999995,5.5605,24.03,22.9235
2024-07-19,6.609999999999999,5.5675,23.782,22.948500000000003
2024-07-22,6.038,5.651,23.613999999999997,23.0215
2024-07-23,5.496,5.8205,23.338,23.103
2024-07-24,4.680000000000001,5.784,22.82,23.055
2024-07-25,4.6160000000000005,5.7865,22.312,22.978
