Date,rate_BKNG,rate_BKNG_5D,rate_BKNG_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-05-01,15.4,14.144,13.744000000000003,-4.51,-5.504,-5.4944999999999995
2023-05-02,16.36,14.626,13.8255,-5.49,-5.316,-5.4910000000000005
2023-05-03,13.7,14.947999999999999,13.826000000000002,-6.08,-5.176,-5.4910000000000005
2023-05-04,12.07,14.616,13.7895,-6.71,-5.47,-5.5115
2023-05-05,10.77,13.66,13.749500000000001,-5.15,-5.588,-5.471500000000001
2023-05-08,13.44,13.268,13.865,-5.11,-5.708,-5.4345
2023-05-09,13.26,12.648,13.983500000000001,-5.5,-5.71,-5.4174999999999995
2023-05-10,13.68,12.644,14.160499999999999,-5.1,-5.514,-5.362
2023-05-11,14.09,13.048000000000002,14.197500000000002,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,13.11,13.516,14.146,-5.35,-5.258,-5.3805000000000005
2023-05-15,13.69,13.565999999999999,14.072999999999999,-5.04,-5.244,-5.3885
2023-05-16,13.7,13.654,13.959999999999999,-5.65,-5.274,-5.430000000000001
2023-05-17,15.62,14.042000000000002,13.982999999999999,-4.56,-5.166,-5.416500000000001
2023-05-18,18.83,14.989999999999998,14.1965,-3.65,-4.85,-5.331
2023-05-19,18.23,16.014,14.3285,-3.8,-4.54,-5.255999999999999
2023-05-22,15.58,16.392,14.342500000000001,-3.74,-4.28,-5.184
2023-05-23,13.36,16.323999999999998,14.312999999999999,-4.8,-4.109999999999999,-5.1025
2023-05-24,12.92,15.784,14.354499999999998,-5.51,-4.3,-5.039
2023-05-25,11.84,14.386000000000001,14.260000000000002,-4.7,-4.51,-5.012
2023-05-26,11.6,13.059999999999999,14.0625,-3.48,-4.446,-4.958
2023-05-30,9.22,11.788,13.753499999999999,-3.45,-4.388,-4.905
2023-05-31,8.46,10.808,13.358500000000001,-3.96,-4.220000000000001,-4.8285
2023-06-01,9.82,10.188,13.1645,-2.99,-3.716,-4.674
2023-06-02,12.85,10.39,13.2035,-1.6,-3.096,-4.4185
2023-06-05,14.65,11.0,13.397499999999999,-1.79,-2.758,-4.250500000000001
2023-06-06,16.15,12.386,13.532999999999998,-1.59,-2.386,-4.0745
2023-06-07,13.59,13.412,13.5495,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,13.72,14.191999999999998,13.551499999999999,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,12.07,14.035999999999998,13.4505,-1.17,-1.558,-3.5035000000000003
2023-06-12,12.04,13.514,13.397,-0.27,-1.254,-3.2495
2023-06-13,12.38,12.76,13.3315,0.38,-0.86,-2.9785
2023-06-14,12.21,12.484,13.257,0.45,-0.388,-2.6735
2023-06-15,14.69,12.678,13.2105,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,13.46,12.956,12.942000000000002,1.35,0.7260000000000001,-2.1095
2023-06-20,13.29,13.206,12.694999999999999,0.89,0.958,-1.875
2023-06-21,13.57,13.443999999999999,12.5945,0.35,0.9520000000000002,-1.6705
2023-06-22,14.94,13.989999999999998,12.6735,0.71,1.004,-1.395
2023-06-23,12.78,13.607999999999999,12.666500000000001,-0.04,0.652,-1.1215
2023-06-26,12.45,13.406,12.697,-0.45,0.292,-0.909
2023-06-27,15.84,13.916,12.909,0.64,0.242,-0.7030000000000001
2023-06-28,14.48,14.097999999999999,13.172,0.69,0.30999999999999994,-0.496
2023-06-29,14.06,13.922,13.452000000000002,0.68,0.304,-0.26400000000000007
2023-06-30,15.84,14.534,13.753,1.85,0.682,-0.022
2023-07-03,16.31,15.306000000000001,13.925999999999998,2.0,1.1720000000000002,0.158
2023-07-05,14.48,15.034,13.9175,1.78,1.4,0.3365
2023-07-06,12.86,14.709999999999999,13.753,0.97,1.456,0.46449999999999997
2023-07-07,13.03,14.504,13.725,0.74,1.468,0.597
2023-07-10,16.63,14.662,13.870500000000002,1.01,1.3,0.7140000000000001
2023-07-11,18.77,15.154,14.205499999999997,1.65,1.23,0.8550000000000001
2023-07-12,18.97,16.052,14.552000000000001,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,20.77,17.633999999999997,14.9715,3.26,1.8199999999999998,1.1345
2023-07-14,22.04,19.436,15.463,3.18,2.308,1.2710000000000001
2023-07-17,25.28,21.166,15.992499999999998,3.53,2.812,1.3615
2023-07-18,26.54,22.72,16.6465,4.31,3.344,1.5095
2023-07-19,24.43,23.812,17.2035,4.53,3.7619999999999996,1.6915
2023-07-20,24.02,24.461999999999996,17.726,3.86,3.882,1.8669999999999998
2023-07-21,24.25,24.904,18.191499999999998,3.87,4.0200000000000005,2.025
2023-07-24,23.09,24.466,18.707,4.3,4.1739999999999995,2.242
2023-07-25,24.69,24.095999999999997,19.319,4.56,4.224,2.4925
2023-07-26,25.2,24.25,19.787,4.58,4.234,2.6895
2023-07-27,25.13,24.472,20.319499999999998,3.99,4.26,2.8545000000000003
2023-07-28,26.97,25.016,20.964999999999996,4.84,4.454,3.0625
2023-07-31,25.61,25.52,21.4535,5.01,4.595999999999999,3.2205
2023-08-01,23.14,25.21,21.794999999999998,4.66,4.616,3.3534999999999995
2023-08-02,22.12,24.594,22.177,3.53,4.406000000000001,3.441
2023-08-03,20.56,23.68,22.562,3.31,4.27,3.558
2023-08-04,28.31,23.948,23.326,2.92,3.886,3.6670000000000003
2023-08-07,34.54,25.734,24.2215,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,34.25,27.956,24.9955,3.32,3.342,3.8815
2023-08-09,33.88,30.308,25.740999999999996,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,34.2,33.036,26.4125,2.89,3.1220000000000003,3.8835
2023-08-11,33.91,34.156,27.006,2.83,3.104,3.8659999999999997
2023-08-14,34.39,34.126,27.4615,3.23,3.024,3.851
2023-08-15,33.57,33.989999999999995,27.813,2.44,2.848,3.7574999999999994
2023-08-16,33.45,33.904,28.264,1.94,2.666,3.6279999999999992
2023-08-17,31.43,33.35,28.634500000000003,1.39,2.366,3.5044999999999993
2023-08-18,30.12,32.592,28.928000000000004,1.45,2.09,3.3835
2023-08-21,29.97,31.708000000000006,29.272,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,30.52,31.098000000000003,29.563499999999998,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,31.14,30.636000000000003,29.860500000000002,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,29.32,30.214,30.07,1.53,1.8039999999999998,2.8905
2023-08-25,29.73,30.136000000000003,30.208,1.97,1.908,2.747
2023-08-28,30.41,30.224,30.447999999999997,2.41,2.0100000000000002,2.617
2023-08-29,31.46,30.412,30.863999999999997,3.38,2.3440000000000003,2.553
2023-08-30,31.97,30.578000000000003,31.3565,3.66,2.59,2.5595
2023-08-31,31.32,30.977999999999998,31.8945,3.58,3.0,2.573
2023-09-01,30.95,31.221999999999998,32.0265,3.65,3.336,2.6094999999999997
2023-09-05,31.69,31.477999999999998,31.883999999999997,3.35,3.524,2.5955
2023-09-06,31.58,31.502,31.7505,2.76,3.4,2.5675
2023-09-07,30.25,31.157999999999998,31.569,2.49,3.166,2.5495
2023-09-08,31.75,31.244,31.446499999999997,2.62,2.974,2.5360000000000005
2023-09-11,33.25,31.703999999999997,31.4135,3.26,2.896,2.5575
2023-09-12,32.9,31.945999999999998,31.339,2.72,2.77,2.532
2023-09-13,30.71,31.772,31.196000000000005,2.84,2.786,2.5520000000000005
2023-09-14,33.81,32.484,31.214,3.7,3.028,2.6399999999999997
2023-09-15,32.39,32.612,31.262,2.45,2.9939999999999998,2.693
2023-09-18,32.33,32.428000000000004,31.372499999999995,2.56,2.854,2.7485
2023-09-19,30.6,31.968,31.404000000000003,2.36,2.782,2.7715000000000005
2023-09-20,28.94,31.613999999999997,31.325,1.42,2.498,2.757
2023-09-21,27.71,30.394,31.153499999999998,-0.2,1.718,2.6255
2023-09-22,28.7,29.656,31.122500000000002,-0.44,1.1400000000000001,2.527
2023-09-25,30.04,29.198,31.137999999999998,-0.03,0.622,2.4270000000000005
2023-09-26,28.63,28.804000000000002,31.049,-1.48,-0.146,2.2325
2023-09-27,29.46,28.907999999999998,30.949,-1.46,-0.722,1.9904999999999997
2023-09-28,30.3,29.426,30.865499999999997,-1.26,-0.9339999999999999,1.7445
2023-09-29,29.51,29.588,30.775,-1.49,-1.1440000000000001,1.491
2023-10-02,29.31,29.442,30.693,-1.47,-1.432,1.2349999999999999
2023-10-03,26.23,28.962,30.420000000000005,-2.77,-1.69,0.929
2023-10-04,27.56,28.582,30.219,-2.07,-1.812,0.6875
2023-10-05,26.53,27.827999999999996,30.032999999999998,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,27.67,27.46,29.829,-1.01,-1.8939999999999997,0.274
2023-10-09,26.19,26.836000000000002,29.476,-0.36,-1.672,0.09300000000000001
2023-10-10,28.07,27.204,29.234500000000004,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,28.5,27.392000000000003,29.124000000000002,0.56,-0.564,-0.14999999999999997
2023-10-12,27.65,27.615999999999996,28.816000000000003,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,23.98,26.878000000000004,28.395500000000006,-0.55,-0.048,-0.48650000000000004
2023-10-16,24.59,26.558,28.008500000000005,0.47,0.118,-0.591
2023-10-17,25.03,25.95,27.73,0.48,0.186,-0.6849999999999999
2023-10-18,20.28,24.306,27.297000000000004,-0.85,-0.09600000000000002,-0.7985
2023-10-19,17.87,22.35,26.805,-1.68,-0.426,-0.8724999999999999
2023-10-20,16.81,20.916000000000004,26.210499999999996,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,19.14,19.826,25.6655,-3.06,-1.6,-1.1465
2023-10-24,19.77,18.774,25.222500000000004,-2.34,-2.164,-1.1895
2023-10-25,18.88,18.494,24.6935,-3.7,-2.7340000000000004,-1.3015
2023-10-26,16.1,18.14,23.9835,-4.87,-3.372,-1.482
2023-10-27,16.24,18.026,23.32,-5.28,-3.85,-1.6715
2023-10-30,17.9,17.778,22.7495,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,17.95,17.413999999999998,22.335500000000003,-3.59,-4.319999999999999,-1.847
2023-11-01,16.71,16.98,21.793,-2.49,-4.078,-1.8679999999999999
2023-11-02,19.52,17.663999999999998,21.4425,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,20.3,18.476,21.074,0.19,-2.15,-1.7355
2023-11-06,24.68,19.832,20.9985,0.38,-1.242,-1.6985000000000003
2023-11-07,26.25,21.492,20.9075,0.65,-0.394,-1.673
2023-11-08,26.58,23.466,20.8115,0.73,0.25,-1.6644999999999999
2023-11-09,26.19,24.8,20.7385,-0.01,0.388,-1.6635000000000002
2023-11-10,28.67,26.474,20.973,1.52,0.654,-1.56
2023-11-13,30.42,27.622000000000003,21.2645,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,32.53,28.877999999999997,21.639499999999998,3.34,1.4,-1.3695
2023-11-15,30.48,29.657999999999998,22.1495,3.57,1.968,-1.1485
2023-11-16,30.79,30.578000000000003,22.7955,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,31.04,31.052,23.506999999999998,3.86,3.18,-0.5415000000000001
2023-11-20,31.92,31.351999999999997,24.146,4.63,3.822,-0.15700000000000008
2023-11-21,31.42,31.130000000000003,24.7285,4.36,4.026,0.17799999999999994
2023-11-22,30.84,31.201999999999998,25.3265,4.81,4.273999999999999,0.6034999999999999
2023-11-24,30.28,31.1,26.035500000000003,4.87,4.505999999999999,1.0905
2023-11-27,30.87,31.066000000000003,26.767000000000003,4.69,4.672,1.589
2023-11-28,31.22,30.926,27.433000000000003,4.79,4.704,2.0364999999999998
2023-11-29,30.72,30.786,28.071499999999997,4.72,4.776000000000001,2.452
2023-11-30,30.7,30.758,28.771000000000004,5.12,4.837999999999999,2.8325
2023-12-01,31.2,30.941999999999997,29.354999999999997,5.62,4.988,3.1485
2023-12-04,30.41,30.85,29.860500000000002,5.11,5.072,3.3945
2023-12-05,30.9,30.786,30.1715,5.08,5.130000000000001,3.6295
2023-12-06,30.98,30.838,30.408000000000005,4.72,5.13,3.8329999999999997
2023-12-07,34.18,31.534000000000002,30.788,5.4,5.186,4.0665
2023-12-08,35.51,32.396,31.253999999999998,5.77,5.215999999999999,4.3555
2023-12-11,38.12,33.938,31.726499999999998,6.12,5.418,4.585500000000001
2023-12-12,40.14,35.786,32.2125,6.6,5.7219999999999995,4.8445
2023-12-13,40.93,37.775999999999996,32.6325,7.92,6.362,5.0735
2023-12-14,41.52,39.244,33.1845,8.21,6.9239999999999995,5.3055
2023-12-15,42.93,40.728,33.7915,8.06,7.382000000000001,5.523
2023-12-18,42.62,41.628,34.3705,8.62,7.882,5.761
2023-12-19,44.24,42.448,34.9865,9.16,8.394,5.9875
2023-12-20,42.57,42.775999999999996,35.544,7.51,8.312,6.1450000000000005
2023-12-21,44.4,43.352,36.221999999999994,8.36,8.341999999999999,6.3225
2023-12-22,44.98,43.762,36.957,8.57,8.443999999999999,6.5075
2023-12-26,46.11,44.459999999999994,37.719,8.94,8.508,6.720000000000001
2023-12-27,44.94,44.6,38.404999999999994,9.1,8.495999999999999,6.9355
2023-12-28,45.52,45.190000000000005,39.144999999999996,9.11,8.815999999999999,7.154999999999999
2023-12-29,45.4,45.39,39.88,8.87,8.918000000000001,7.342499999999999
2024-01-02,42.2,44.833999999999996,40.43,8.16,8.836,7.469499999999999
2024-01-03,39.91,43.594,40.904999999999994,7.53,8.553999999999998,7.5905000000000005
2024-01-04,40.28,42.662,41.374,7.23,8.18,7.698
2024-01-05,39.85,41.528,41.8175,7.36,7.830000000000001,7.83
2024-01-08,41.86,40.82000000000001,42.201499999999996,8.85,7.8260000000000005,8.0025
2024-01-09,42.83,40.946,42.5675,8.62,7.918000000000001,8.145
2024-01-10,44.0,41.763999999999996,42.8615,9.22,8.256,8.3
2024-01-11,45.15,42.738,43.112,9.19,8.648,8.429499999999999
2024-01-12,43.31,43.43,43.231,9.23,9.022,8.495000000000001
2024-01-16,43.36,43.73,43.323,8.92,9.036,8.5305
2024-01-17,42.85,43.734,43.319,8.42,8.996,8.5485
2024-01-18,44.28,43.790000000000006,43.402,9.22,8.995999999999999,8.578500000000002
2024-01-19,47.51,44.262,43.5655,10.34,9.226,8.6375
2024-01-22,43.45,44.29,43.6095,10.55,9.49,8.7895
2024-01-23,42.88,44.194,43.5335,10.83,9.872,8.913
2024-01-24,43.11,44.245999999999995,43.44,10.91,10.370000000000001,9.03
2024-01-25,43.34,44.058,43.3015,11.43,10.812000000000001,9.1545
2024-01-26,43.95,43.346000000000004,43.252,11.37,11.017999999999999,9.267999999999999
2024-01-29,45.21,43.698,43.2365,12.06,11.32,9.4155
2024-01-30,45.25,44.172000000000004,43.229,11.99,11.552,9.5715
2024-01-31,43.5,44.25,43.294,10.45,11.459999999999999,9.686
2024-02-01,44.56,44.49400000000001,43.526500000000006,11.46,11.466,9.8825
2024-02-02,44.67,44.638,43.745999999999995,12.41,11.674000000000001,10.141499999999999
2024-02-05,46.97,44.99,44.102,12.07,11.676,10.377
2024-02-06,47.69,45.477999999999994,44.3935,12.35,11.748,10.552000000000001
2024-02-07,50.0,46.778,44.751999999999995,13.07,12.272,10.7745
2024-02-08,54.74,48.814,45.289,13.13,12.606,10.97
2024-02-09,51.78,50.236000000000004,45.62050000000001,13.64,12.852,11.1925
2024-02-12,52.94,51.42999999999999,46.102,13.6,13.157999999999998,11.411
2024-02-13,51.4,52.172000000000004,46.504,12.17,13.122,11.5735
2024-02-14,51.06,52.384,46.914500000000004,13.12,13.132,11.808499999999999
2024-02-15,51.51,51.738,47.275999999999996,13.8,13.266,12.0375
2024-02-16,50.28,51.438,47.4145,13.28,13.193999999999999,12.1845
2024-02-20,49.71,50.791999999999994,47.727500000000006,12.73,13.02,12.2935
2024-02-21,51.16,50.74400000000001,48.1415,12.83,13.151999999999997,12.3935
2024-02-22,56.97,51.926,48.834500000000006,14.94,13.516,12.595
2024-02-23,42.67,50.158,48.801,14.99,13.754000000000001,12.773
2024-02-26,42.44,48.589999999999996,48.7255,14.61,14.02,12.934999999999999
2024-02-27,41.66,46.980000000000004,48.548,14.81,14.435999999999998,13.0725
2024-02-28,42.29,45.206,48.4,14.65,14.8,13.2055
2024-02-29,41.33,42.078,48.2915,15.05,14.822,13.435500000000001
2024-03-01,41.7,41.884,48.1485,15.81,14.986,13.653
2024-03-04,40.34,41.464,47.932,15.68,15.2,13.8165
2024-03-05,39.16,40.964,47.5415,14.57,15.152000000000001,13.941500000000001
2024-03-06,39.08,40.322,47.111000000000004,15.15,15.252,14.0815
2024-03-07,40.96,40.248000000000005,46.659000000000006,16.24,15.49,14.24
2024-03-08,41.26,40.160000000000004,45.985,15.57,15.442000000000002,14.362
2024-03-11,41.9,40.472,45.491,15.48,15.402000000000001,14.454000000000002
2024-03-12,41.8,41.0,44.934000000000005,16.5,15.788,14.599
2024-03-13,41.8,41.544,44.454,16.35,16.028,14.807999999999998
2024-03-14,42.23,41.798,44.0125,16.14,16.008000000000003,14.958999999999998
2024-03-15,38.55,41.25599999999999,43.3645,15.48,15.989999999999998,15.043000000000001
2024-03-18,39.94,40.864,42.847500000000004,16.07,16.108,15.1825
2024-03-19,42.02,40.908,42.463,16.58,16.124000000000002,15.375
2024-03-20,44.76,41.5,42.143,17.38,16.33,15.602500000000001
2024-03-21,47.38,42.529999999999994,41.6635,17.69,16.639999999999997,15.74
2024-03-22,46.51,44.122,41.8555,17.27,16.998,15.854
2024-03-25,46.59,45.452000000000005,42.063,17.03,17.19,15.975
2024-03-26,47.88,46.624,42.374,16.78,17.23,16.073500000000003
2024-03-27,48.35,47.342,42.67700000000001,17.57,17.268,16.2195
2024-03-28,46.63,47.19199999999999,42.942,17.56,17.242,16.345
2024-04-01,43.63,46.616,43.0385,17.14,17.216,16.411499999999997
2024-04-02,43.53,46.004000000000005,43.198,16.47,17.104,16.451
2024-04-03,45.99,45.626,43.5395,16.56,17.06,16.5505
2024-04-04,41.89,44.334,43.68,15.31,16.608,16.558500000000002
2024-04-05,44.86,43.980000000000004,43.875,16.37,16.369999999999997,16.565
2024-04-08,44.83,44.22,44.0535,16.41,16.224,16.607
2024-04-09,44.1,44.333999999999996,44.1635,16.55,16.240000000000002,16.6605
2024-04-10,44.27,43.99,44.287,15.5,16.028,16.6105
2024-04-11,46.19,44.85,44.5065,16.27,16.22,16.6065
2024-04-12,42.26,44.33,44.507999999999996,14.8,15.906,16.5395
2024-04-15,40.54,43.472,44.6075,13.46,15.315999999999999,16.438499999999998
2024-04-16,39.88,42.628,44.604499999999994,13.26,14.658000000000001,16.298000000000002
2024-04-17,38.99,41.572,44.452999999999996,12.6,14.078,16.098999999999997
2024-04-18,38.48,40.03,44.138999999999996,12.36,13.296000000000001,15.847999999999999
2024-04-19,37.91,39.160000000000004,43.665499999999994,11.45,12.626,15.535999999999998
2024-04-22,39.7,38.992,43.325,12.38,12.41,15.2915
2024-04-23,42.34,39.483999999999995,43.1125,13.77,12.512,15.128499999999999
2024-04-24,41.73,40.032000000000004,42.805,13.69,12.73,14.974
2024-04-25,41.17,40.57,42.446,13.23,12.904,14.757
2024-04-26,41.86,41.36,42.207499999999996,14.34,13.482,14.596
2024-04-29,41.62,41.744,42.107,14.73,13.952000000000002,14.4755
2024-04-30,39.29,41.134,41.894999999999996,12.94,13.785999999999998,14.298999999999998
2024-05-01,37.3,40.248,41.4605,12.36,13.52,14.088999999999999
2024-05-02,39.39,39.891999999999996,41.3355,13.38,13.55,13.992499999999998
2024-05-03,43.2,40.16,41.2525,14.75,13.632,13.911499999999998
2024-05-06,43.97,40.63,41.209500000000006,15.88,13.862,13.885
2024-05-07,44.22,41.616,41.215500000000006,16.04,14.482,13.8595
2024-05-08,46.22,43.4,41.313,16.05,15.219999999999999,13.887
2024-05-09,50.6,45.642,41.5335,16.7,15.884,13.9085
2024-05-10,51.53,47.308,41.997,16.85,16.304000000000002,14.011000000000001
2024-05-13,49.32,48.378,42.436,16.85,16.497999999999998,14.180499999999999
2024-05-14,50.33,49.6,42.9585,17.4,16.77,14.3875
2024-05-15,51.05,50.565999999999995,43.5615,18.81,17.322,14.698000000000002
2024-05-16,48.95,50.236000000000004,44.085,18.58,17.698,15.009
2024-05-17,47.98,49.525999999999996,44.5885,18.76,18.08,15.374500000000001
2024-05-20,50.18,49.698,45.1125,18.87,18.484,15.699000000000002
2024-05-21,52.14,50.06,45.6025,19.19,18.842000000000002,15.969999999999999
2024-05-22,52.24,50.297999999999995,46.128,18.84,18.848000000000003,16.2275
2024-05-23,49.6,50.428,46.5495,17.97,18.726000000000003,16.4645
2024-05-24,51.15,51.062,47.013999999999996,18.76,18.726,16.685499999999998
2024-05-28,50.96,51.218,47.481,18.86,18.724,16.892000000000003
2024-05-29,48.93,50.57600000000001,47.963,18.03,18.492,17.1465
2024-05-30,49.67,50.062,48.581500000000005,17.25,18.174,17.391
2024-05-31,50.46,50.233999999999995,49.135,18.26,18.232,17.635
2024-06-03,49.16,49.836,49.43300000000001,18.08,18.096,17.8015
2024-06-04,50.52,49.748000000000005,49.7605,18.22,17.968,17.9185
2024-06-05,51.58,50.278,50.128499999999995,19.6,18.282000000000004,18.0965
2024-06-06,50.83,50.510000000000005,50.358999999999995,19.58,18.747999999999998,18.273
2024-06-07,50.94,50.606,50.376,19.43,18.982,18.4095
2024-06-10,50.06,50.786,50.302499999999995,19.81,19.328,18.557499999999997
2024-06-11,50.06,50.694,50.3395,20.08,19.7,18.719
2024-06-12,53.21,51.02,50.4835,21.06,19.991999999999997,18.901999999999997
2024-06-13,52.48,51.35,50.555,21.28,20.332,19.0255
2024-06-14,52.59,51.67999999999999,50.737,21.38,20.722,19.1655
2024-06-17,55.96,52.86,51.135999999999996,22.32,21.224,19.3435
2024-06-18,56.68,54.184000000000005,51.461,22.64,21.736,19.532
2024-06-20,56.64,54.870000000000005,51.686,22.31,21.985999999999997,19.688
2024-06-21,57.25,55.824,51.9365,22.04,22.137999999999998,19.848000000000003
2024-06-24,56.97,56.7,52.30499999999999,21.72,22.206,20.0355
2024-06-25,58.16,57.14,52.655499999999996,22.14,22.17,20.2045
2024-06-26,57.01,57.205999999999996,52.95799999999999,22.26,22.094,20.3745
2024-06-27,57.98,57.474000000000004,53.4105,22.42,22.116000000000003,20.594
2024-06-28,56.26,57.275999999999996,53.739999999999995,21.66,22.04,20.814500000000002
2024-07-01,52.64,56.40999999999999,53.849000000000004,21.54,22.003999999999998,20.9785
2024-07-02,53.74,55.525999999999996,54.077999999999996,22.15,22.006,21.182
2024-07-03,53.77,54.878,54.24050000000001,22.58,22.07,21.4
2024-07-05,54.23,54.128,54.37299999999999,23.16,22.218,21.578
2024-07-08,56.16,54.108000000000004,54.6395,23.25,22.535999999999998,21.7615
2024-07-09,55.93,54.766,54.888999999999996,23.35,22.898000000000003,21.9575
2024-07-10,56.33,55.28399999999999,55.2025,24.29,23.326,22.1815
2024-07-11,54.66,55.462,55.432500000000005,23.45,23.5,22.35
2024-07-12,57.46,56.10799999999999,55.645,24.05,23.678,22.4995
