Date,rate_BKNG,rate_BKNG_5D,rate_BKNG_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-21,-10.23,-10.341999999999999,-11.2845,-3.77,-5.236,-7.0985
2022-03-22,-8.79,-9.478,-11.8485,-2.68,-4.188,-6.858499999999999
2022-03-23,-10.29,-9.779999999999998,-12.3995,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-6.67,-9.065999999999999,-12.4495,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-7.16,-8.628,-12.499500000000001,-2.35,-3.106,-6.182499999999999
2022-03-28,-6.14,-7.81,-12.299,-1.69,-2.69,-5.965000000000001
2022-03-29,-2.77,-6.606,-11.7675,-0.48,-2.25,-5.63
2022-03-30,-4.33,-5.414,-11.476,-1.09,-1.688,-5.4055
2022-03-31,-3.6,-4.8,-11.039,-2.57,-1.636,-5.2325
2022-04-01,-2.83,-3.934,-10.3565,-2.24,-1.614,-5.0075
2022-04-04,-2.58,-3.2220000000000004,-9.3635,-1.45,-1.566,-4.6135
2022-04-05,-5.23,-3.714,-8.649,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-7.84,-4.4159999999999995,-8.306000000000001,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-8.15,-5.326,-7.969499999999999,-3.1,-2.596,-3.79
2022-04-08,-9.72,-6.704000000000001,-7.6885,-3.33,-2.814,-3.496
2022-04-11,-9.66,-8.120000000000001,-7.3735,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-9.24,-8.922,-7.18,-5.28,-4.044,-3.119
2022-04-13,-6.53,-8.66,-7.0675,-4.23,-4.176,-3.0345
2022-04-14,-7.66,-8.562000000000001,-6.9385,-5.37,-4.630000000000001,-3.063
2022-04-18,-8.63,-8.344,-6.902500000000001,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-7.25,-7.862,-6.7535,-3.88,-4.822000000000001,-3.1475
2022-04-20,-6.82,-7.378,-6.654999999999999,-3.95,-4.556,-3.211
2022-04-21,-7.25,-7.522,-6.503,-5.34,-4.7780000000000005,-3.283
2022-04-22,-8.13,-7.616,-6.5760000000000005,-7.86,-5.276,-3.5345
2022-04-25,-7.02,-7.294,-6.569,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-9.98,-7.840000000000001,-6.761,-9.95,-6.894,-4.1985
2022-04-27,-6.57,-7.790000000000001,-6.950999999999999,-9.73,-8.05,-4.661
2022-04-28,-4.55,-7.25,-6.962000000000001,-7.52,-8.485999999999999,-4.9825
2022-04-29,-8.25,-7.273999999999999,-7.194500000000001,-10.83,-9.08,-5.3955
2022-05-02,-8.59,-7.587999999999999,-7.4825,-9.99,-9.604,-5.7829999999999995
2022-05-03,-11.82,-7.956,-7.944500000000001,-9.62,-9.538,-6.1915
2022-05-04,-11.92,-9.026,-8.279,-6.99,-8.99,-6.410000000000001
2022-05-05,-9.37,-9.99,-8.3555,-10.13,-9.512,-6.7379999999999995
2022-05-06,-8.54,-10.047999999999998,-8.375,-10.67,-9.48,-7.1165
2022-05-09,-14.88,-11.306,-8.633,-13.43,-10.168,-7.6215
2022-05-10,-14.09,-11.76,-8.8545,-13.22,-10.888,-8.0355
2022-05-11,-13.08,-11.992,-9.0465,-14.58,-12.406,-8.500499999999999
2022-05-12,-13.79,-12.876,-9.4095,-14.64,-13.308000000000002,-9.021
2022-05-13,-11.97,-13.562000000000001,-9.625,-12.68,-13.709999999999999,-9.3865
2022-05-16,-14.05,-13.396,-9.895999999999999,-12.99,-13.622,-9.7685
2022-05-17,-10.31,-12.64,-10.049,-11.29,-13.236,-10.139
2022-05-18,-13.89,-12.802000000000001,-10.4025,-14.71,-13.262,-10.677
2022-05-19,-11.92,-12.428,-10.636,-15.27,-13.388,-11.1735
2022-05-20,-11.45,-12.324000000000002,-10.802,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-11.8,-11.873999999999999,-11.041,-13.68,-14.040000000000001,-11.8585
2022-05-24,-13.9,-12.592000000000002,-11.237,-14.29,-14.64,-12.075500000000002
2022-05-25,-10.29,-11.872,-11.423,-13.59,-14.416,-12.2685
2022-05-26,-7.53,-10.994,-11.572,-11.92,-13.745999999999999,-12.4885
2022-05-27,-5.88,-9.879999999999999,-11.4535,-9.77,-12.65,-12.435500000000001
2022-05-31,-6.71,-8.862,-11.3595,-10.26,-11.966,-12.449
2022-06-01,-6.71,-7.4239999999999995,-11.104000000000001,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-1.87,-5.74,-10.6015,-9.06,-10.34,-12.606
2022-06-03,-3.19,-4.872,-10.2925,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-2.78,-4.252,-10.0045,-10.26,-10.154,-12.604
2022-06-07,-3.52,-3.614,-9.436499999999999,-9.4,-9.982,-12.4025
2022-06-08,-2.83,-2.838,-8.8735,-10.37,-9.918000000000001,-12.26
2022-06-09,-5.29,-3.522,-8.484,-12.42,-10.59,-12.152
2022-06-10,-11.53,-5.1899999999999995,-8.371,-14.93,-11.475999999999999,-12.1665
2022-06-13,-16.07,-7.848000000000001,-8.576,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-17.07,-10.558,-8.727,-18.32,-14.831999999999999,-12.705
2022-06-15,-16.29,-13.25,-9.026,-17.18,-16.194,-12.999500000000001
2022-06-16,-20.87,-16.366,-9.375,-19.83,-17.676,-13.255500000000001
2022-06-17,-18.68,-17.796,-9.713,-19.62,-18.614,-13.472999999999999
2022-06-21,-17.59,-18.1,-10.02,-17.71,-18.532,-13.596
2022-06-22,-19.3,-18.546,-10.395,-17.88,-18.444,-13.806000000000001
2022-06-23,-21.28,-19.544,-10.764,-17.04,-18.416,-13.9435
2022-06-24,-17.81,-18.932,-11.14,-14.53,-17.356,-13.9905
2022-06-27,-19.07,-19.009999999999998,-11.717,-14.84,-16.4,-14.136499999999998
2022-06-28,-21.16,-19.724,-12.481,-16.63,-16.184,-14.479499999999998
2022-06-29,-22.17,-20.298,-13.254,-16.92,-15.992,-14.8125
2022-06-30,-24.39,-20.919999999999998,-14.138,-17.56,-16.096,-15.156
2022-07-01,-23.06,-21.97,-15.1975,-16.28,-16.446,-15.517
2022-07-05,-22.36,-22.628,-16.156,-16.14,-16.706,-15.799000000000001
2022-07-06,-23.79,-23.154000000000003,-17.2065,-15.85,-16.55,-16.0785
2022-07-07,-22.44,-23.208000000000002,-18.1525,-14.65,-16.096,-16.341
2022-07-08,-23.07,-22.944,-19.1645,-14.7,-15.524000000000001,-16.5575
2022-07-11,-24.81,-23.294,-20.1405,-15.64,-15.395999999999997,-16.7185
2022-07-12,-24.28,-23.678,-20.778,-16.4,-15.447999999999999,-16.792
2022-07-13,-24.29,-23.778,-21.189,-16.77,-15.632,-16.7245
2022-07-14,-26.77,-24.644,-21.674,-16.99,-16.1,-16.658
2022-07-15,-25.81,-25.192,-22.15,-15.46,-16.252000000000002,-16.572
2022-07-18,-24.26,-25.082,-22.319499999999998,-16.14,-16.352,-16.3875
2022-07-19,-20.55,-24.336000000000002,-22.413,-13.93,-15.857999999999999,-16.103
2022-07-20,-20.55,-23.588,-22.561,-13.4,-15.184000000000001,-15.8875
2022-07-21,-20.76,-22.386000000000003,-22.634,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-21.51,-21.526,-22.6455,-13.32,-13.868,-15.434999999999999
2022-07-25,-20.55,-20.784000000000002,-22.7825,-13.24,-13.288,-15.370499999999998
2022-07-26,-22.05,-21.084,-22.9315,-14.25,-13.352,-15.341
2022-07-27,-18.89,-20.752000000000002,-22.818,-12.07,-13.086000000000002,-15.113
2022-07-28,-17.53,-20.106,-22.586000000000002,-10.99,-12.774,-14.8165
2022-07-29,-16.65,-19.134,-22.199,-9.72,-12.053999999999998,-14.4245
2022-08-01,-17.3,-18.484,-21.911,-9.72,-11.350000000000001,-14.0965
2022-08-02,-15.86,-17.246,-21.586000000000002,-10.15,-10.53,-13.797
2022-08-03,-15.56,-16.58,-21.174500000000002,-9.12,-9.94,-13.460500000000001
2022-08-04,-16.12,-16.298,-20.8585,-9.18,-9.578,-13.187000000000001
2022-08-05,-16.77,-16.322,-20.5435,-9.31,-9.496,-12.9175
2022-08-08,-15.87,-16.036,-20.0965,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-15.83,-16.029999999999998,-19.674,-9.62,-9.319999999999999,-12.265
2022-08-10,-13.96,-15.710000000000003,-19.157500000000002,-8.33,-9.162,-11.843
2022-08-11,-12.83,-15.052000000000001,-18.460500000000003,-8.33,-8.992,-11.41
2022-08-12,-11.21,-13.940000000000001,-17.7305,-7.26,-8.581999999999999,-11.0
2022-08-15,-10.96,-12.958000000000002,-17.065500000000004,-6.98,-8.104000000000001,-10.542
2022-08-16,-10.36,-11.864,-16.556,-6.87,-7.554,-10.189
2022-08-17,-10.97,-11.266,-16.077,-7.3,-7.348000000000001,-9.884
2022-08-18,-10.55,-10.81,-15.566500000000001,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-12.15,-10.998000000000001,-15.098500000000001,-7.96,-7.244,-9.344
2022-08-22,-15.33,-11.872,-14.8375,-9.24,-7.696,-9.144
2022-08-23,-14.77,-12.754000000000001,-14.473500000000001,-9.38,-8.198,-8.9005
2022-08-24,-14.83,-13.526,-14.270500000000002,-9.2,-8.578,-8.757
2022-08-25,-14.34,-14.284,-14.110999999999999,-8.33,-8.822,-8.623999999999999
2022-08-26,-17.03,-15.260000000000002,-14.13,-10.4,-9.31,-8.658
2022-08-29,-17.37,-15.668000000000001,-14.133500000000002,-10.79,-9.620000000000001,-8.7115
2022-08-30,-17.88,-16.29,-14.2345,-11.42,-10.028,-8.774999999999999
2022-08-31,-18.0,-16.924,-14.3565,-11.87,-10.562,-8.9125
2022-09-01,-18.16,-17.688,-14.4585,-11.4,-11.175999999999998,-9.0235
2022-09-02,-18.55,-17.992,-14.5475,-11.98,-11.492,-9.157
2022-09-06,-19.17,-18.351999999999997,-14.7125,-12.17,-11.768,-9.297
2022-09-07,-17.24,-18.224,-14.783000000000001,-10.9,-11.664,-9.361
2022-09-08,-16.01,-17.826,-14.885499999999999,-10.38,-11.366,-9.4635
2022-09-09,-13.25,-16.844,-14.9065,-9.13,-10.912,-9.503499999999999
2022-09-12,-12.06,-15.545999999999998,-14.949000000000002,-8.23,-10.162,-9.552
2022-09-13,-15.77,-14.866,-15.189499999999999,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-13.91,-14.2,-15.367,-11.7,-10.290000000000001,-10.045
2022-09-15,-14.33,-13.863999999999999,-15.535,-12.63,-10.74,-10.311499999999999
2022-09-16,-17.55,-14.724,-15.885,-13.28,-11.57,-10.620000000000001
2022-09-19,-16.49,-15.61,-16.102,-12.65,-12.453999999999999,-10.8545
2022-09-20,-16.74,-15.803999999999998,-16.172500000000003,-13.61,-12.774,-11.073
2022-09-21,-20.35,-17.092000000000002,-16.4515,-15.08,-13.45,-11.358
2022-09-22,-23.8,-18.985999999999997,-16.9,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-25.84,-20.644,-17.475,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-25.86,-22.518,-17.9165,-17.92,-15.906,-12.503499999999999
2022-09-27,-25.87,-24.344,-18.3415,-18.14,-16.812,-12.871
2022-09-28,-23.55,-24.984,-18.625,-16.92,-17.18,-13.146
2022-09-29,-25.47,-25.318,-18.9985,-18.62,-17.748,-13.483500000000001
2022-09-30,-26.91,-25.532,-19.436,-19.84,-18.288,-13.905499999999998
2022-10-03,-24.84,-25.328,-19.750500000000002,-17.32,-18.168,-14.172500000000003
2022-10-04,-21.7,-24.494,-19.877000000000002,-14.89,-17.518,-14.3085
2022-10-05,-22.97,-24.377999999999997,-20.1635,-15.03,-17.14,-14.515
2022-10-06,-23.63,-24.009999999999998,-20.5445,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-24.59,-23.546,-21.1115,-18.18,-16.264,-15.243500000000001
2022-10-10,-25.13,-23.604,-21.765,-18.77,-16.554,-15.770500000000002
2022-10-11,-26.57,-24.577999999999996,-22.305,-19.3,-17.436,-16.135
2022-10-12,-24.97,-24.977999999999998,-22.857999999999997,-19.54,-18.338,-16.526999999999997
2022-10-13,-24.32,-25.116,-23.3575,-17.48,-18.654,-16.7695
2022-10-14,-25.17,-25.232000000000003,-23.7385,-19.3,-18.878,-17.070500000000003
2022-10-17,-22.16,-24.637999999999998,-24.022,-17.29,-18.582,-17.3025
2022-10-18,-21.12,-23.548000000000002,-24.241,-16.34,-17.99,-17.439
2022-10-19,-21.2,-22.794,-24.2835,-16.91,-17.464,-17.530499999999996
2022-10-20,-21.13,-22.156,-24.15,-17.57,-17.482,-17.619999999999997
2022-10-21,-19.21,-20.964,-23.818499999999997,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-19.77,-20.486,-23.514000000000003,-14.63,-16.216,-17.380000000000003
2022-10-25,-17.19,-19.7,-23.080000000000002,-13.27,-15.602,-17.1365
2022-10-26,-18.09,-19.078000000000003,-22.807,-13.9,-15.0,-16.9855
2022-10-27,-18.78,-18.607999999999997,-22.4725,-14.35,-14.356,-16.772
2022-10-28,-17.3,-18.226000000000003,-21.992,-12.4,-13.709999999999999,-16.4
2022-10-31,-17.39,-17.750000000000004,-21.6195,-12.98,-13.38,-16.183
2022-11-01,-16.2,-17.552,-21.3445,-13.0,-13.325999999999999,-16.0885
2022-11-02,-20.45,-18.023999999999997,-21.2185,-15.11,-13.568000000000001,-16.0925
2022-11-03,-18.63,-17.994,-20.9685,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-16.77,-17.887999999999998,-20.5775,-14.8,-14.372,-15.927000000000001
2022-11-07,-18.32,-18.073999999999998,-20.237000000000002,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-17.27,-18.288,-19.772,-13.57,-14.696000000000002,-15.4035
2022-11-09,-17.0,-17.598000000000003,-19.3735,-15.28,-14.73,-15.1905
2022-11-10,-13.67,-16.606,-18.841,-10.81,-13.697999999999999,-14.857
2022-11-11,-10.8,-15.412,-18.122500000000002,-9.98,-12.734,-14.391
2022-11-14,-12.31,-14.210000000000003,-17.630000000000003,-10.68,-12.064,-14.060500000000001
2022-11-15,-11.38,-13.032,-17.143,-9.96,-11.342,-13.741499999999998
2022-11-16,-10.89,-11.81,-16.6275,-10.63,-10.412,-13.4275
2022-11-17,-13.9,-11.856,-16.266,-10.88,-10.426,-13.093
2022-11-18,-13.92,-12.48,-16.0015,-10.49,-10.528,-12.836000000000002
2022-11-21,-14.78,-12.974,-15.751999999999999,-10.8,-10.552000000000001,-12.6445
2022-11-22,-13.65,-13.428,-15.575,-9.64,-10.488000000000001,-12.463
2022-11-23,-12.72,-13.794,-15.3065,-9.09,-10.180000000000001,-12.2225
2022-11-25,-12.09,-13.431999999999999,-14.972,-9.1,-9.824,-11.96
2022-11-28,-12.08,-13.063999999999998,-14.710999999999999,-10.5,-9.825999999999999,-11.865
2022-11-29,-10.75,-12.258,-14.379,-10.66,-9.798,-11.749
2022-11-30,-8.17,-11.162,-13.977500000000001,-7.97,-9.464,-11.4975
2022-12-01,-8.75,-10.368,-13.392500000000002,-7.76,-9.198,-11.129999999999999
2022-12-02,-7.74,-9.498,-12.848000000000003,-7.89,-8.956,-10.725999999999999
2022-12-05,-8.9,-8.862,-12.4545,-9.46,-8.748000000000001,-10.459
2022-12-06,-9.48,-8.608,-12.0125,-10.72,-8.76,-10.2935
2022-12-07,-12.98,-9.570000000000002,-11.798,-10.89,-9.344,-10.1595
2022-12-08,-10.75,-9.970000000000002,-11.4855,-10.21,-9.834,-9.906000000000002
2022-12-09,-10.38,-10.498000000000001,-11.321000000000002,-10.84,-10.424000000000001,-9.9075
2022-12-12,-7.96,-10.31,-11.179,-9.61,-10.454,-9.889
2022-12-13,-9.06,-10.226,-11.0165,-8.96,-10.102,-9.803
2022-12-14,-10.48,-9.726000000000003,-10.9715,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-11.89,-9.954000000000002,-11.0215,-11.68,-10.118,-9.8325
2022-12-16,-12.83,-10.444,-10.968,-12.71,-10.492,-9.924
2022-12-19,-13.07,-11.466000000000001,-10.9255,-13.44,-11.258,-10.0715
2022-12-20,-12.06,-12.065999999999999,-10.7895,-13.72,-12.209999999999999,-10.2175
2022-12-21,-11.59,-12.288,-10.686499999999999,-12.46,-12.802000000000001,-10.3585
2022-12-22,-13.01,-12.511999999999999,-10.701,-13.66,-13.197999999999999,-10.587
2022-12-23,-11.57,-12.26,-10.675,-13.19,-13.294,-10.7915
2022-12-27,-10.56,-11.758,-10.599,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-12.04,-11.754000000000001,-10.6635,-14.56,-13.478,-11.1375
2022-12-29,-10.37,-11.51,-10.7735,-13.08,-13.602,-11.392999999999999
2022-12-30,-9.93,-10.894,-10.8325,-13.31,-13.532,-11.6705
2023-01-03,-9.07,-10.394,-10.899000000000001,-13.32,-13.558000000000002,-11.942
2023-01-04,-5.97,-9.475999999999999,-10.752500000000001,-12.72,-13.398000000000001,-12.105
2023-01-05,-4.6,-7.9879999999999995,-10.5085,-13.65,-13.216,-12.2515
2023-01-06,-3.24,-6.562,-10.0215,-11.74,-12.948000000000002,-12.294
2023-01-09,-2.08,-4.992,-9.588,-11.8,-12.646,-12.3735
2023-01-10,-1.59,-3.496,-9.1485,-11.18,-12.218,-12.3905
2023-01-11,-1.43,-2.588,-8.822,-10.08,-11.690000000000001,-12.414
2023-01-12,-0.17,-1.702,-8.3775,-9.75,-10.91,-12.4535
2023-01-13,1.6,-0.734,-7.7735,-9.41,-10.444,-12.449
2023-01-17,2.9,0.262,-7.033999999999999,-9.54,-9.992,-12.342
2023-01-18,1.41,0.8620000000000001,-6.322,-10.98,-9.952,-12.255500000000001
2023-01-19,2.16,1.58,-5.560499999999999,-11.6,-10.256,-12.1635
2023-01-20,3.31,2.2760000000000002,-4.792,-10.01,-10.308,-11.978
2023-01-23,5.58,3.072,-3.9335,-8.94,-10.213999999999999,-11.802
2023-01-24,5.61,3.614,-3.0025,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,5.21,4.3740000000000006,-2.1635,-9.01,-9.72,-11.362
2023-01-26,6.58,5.258,-1.3064999999999998,-8.06,-9.012,-11.089
2023-01-27,7.71,6.138,-0.3189999999999999,-7.8,-8.57,-10.751
2023-01-30,6.78,6.378,0.5385000000000001,-8.93,-8.568,-10.5435
2023-01-31,6.67,6.590000000000001,1.3685000000000003,-7.66,-8.291999999999998,-10.261
2023-02-01,6.94,6.936,2.169,-6.52,-7.794,-9.921
2023-02-02,7.26,7.072,2.8305,-5.25,-7.231999999999999,-9.5475
2023-02-03,7.27,6.984,3.4240000000000004,-6.21,-6.914,-9.175500000000001
2023-02-06,7.81,7.19,3.9765,-6.73,-6.473999999999999,-8.925
2023-02-07,8.4,7.536,4.5005,-5.74,-6.09,-8.622
2023-02-08,6.28,7.404000000000001,4.894,-6.59,-6.104,-8.3925
2023-02-09,6.66,7.284000000000001,5.298500000000001,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,3.67,6.564,5.490499999999999,-7.06,-6.6739999999999995,-8.1165
2023-02-13,6.21,6.244,5.721,-6.18,-6.564,-7.955
2023-02-14,7.99,6.162000000000001,5.975499999999999,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,9.67,6.840000000000001,6.3885,-5.96,-6.531999999999999,-7.5375
2023-02-16,8.81,7.2700000000000005,6.721000000000001,-6.98,-6.478,-7.3065
2023-02-17,7.65,8.065999999999999,6.938,-7.17,-6.5,-7.164500000000001
2023-02-21,6.3,8.084,6.974000000000001,-8.6,-6.984,-7.147500000000001
2023-02-22,6.35,7.756,7.011,-8.69,-7.4799999999999995,-7.13
2023-02-23,6.34,7.090000000000001,7.0675,-8.34,-7.956,-7.096500000000001
2023-02-24,7.3,6.787999999999999,7.103500000000001,-9.1,-8.379999999999999,-7.1485
2023-02-27,9.84,7.226000000000001,7.209999999999999,-8.85,-8.716,-7.2010000000000005
2023-02-28,9.93,7.952,7.3675,-9.16,-8.828,-7.2125
2023-03-01,10.59,8.8,7.5635,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,11.39,9.81,7.786,-8.66,-9.001999999999999,-7.3985
2023-03-03,12.71,10.892,8.058499999999999,-7.41,-8.663999999999998,-7.5065
2023-03-06,12.5,11.424000000000001,8.32,-7.32,-8.358,-7.561999999999999
2023-03-07,11.22,11.682,8.4905,-8.65,-8.256,-7.6579999999999995
2023-03-08,11.37,11.838,8.639,-8.52,-8.112,-7.797
2023-03-09,8.51,11.262,8.750499999999999,-10.08,-8.396,-7.971499999999999
2023-03-10,7.59,10.238,8.797,-11.27,-9.168000000000001,-8.1725
2023-03-13,6.06,8.95,8.9165,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,7.52,8.209999999999999,8.982000000000001,-10.0,-10.256,-8.581
2023-03-15,5.14,6.964,8.8395,-10.53,-10.658,-8.797
2023-03-16,6.1,6.481999999999999,8.661,-9.06,-10.453999999999999,-8.952
2023-03-17,6.13,6.1899999999999995,8.527000000000001,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,8.24,6.6259999999999994,8.5565,-9.23,-9.768,-9.206999999999999
2023-03-21,11.32,7.386,8.807500000000001,-8.08,-9.384,-9.181000000000001
2023-03-22,10.8,8.518,9.03,-9.56,-9.190000000000001,-9.2245
2023-03-23,10.03,9.303999999999998,9.2145,-9.35,-9.248000000000001,-9.275
2023-03-24,8.46,9.77,9.272499999999999,-9.13,-9.069999999999999,-9.2765
2023-03-27,8.82,9.886,9.2215,-8.98,-9.02,-9.283
2023-03-28,10.28,9.678,9.239,-9.14,-9.232000000000001,-9.282
2023-03-29,11.34,9.786000000000001,9.2765,-7.87,-8.894,-9.2135
2023-03-30,12.85,10.35,9.349499999999999,-7.33,-8.49,-9.147
2023-03-31,14.55,11.568000000000001,9.441500000000001,-6.05,-7.8740000000000006,-9.079
2023-04-03,14.73,12.75,9.553,-5.56,-7.19,-8.991000000000001
2023-04-04,13.69,13.431999999999999,9.6765,-6.08,-6.578,-8.8625
2023-04-05,12.8,13.724,9.748000000000001,-6.3,-6.264,-8.7515
2023-04-06,11.57,13.468,9.901,-5.95,-5.988,-8.545
2023-04-10,11.13,12.784,10.078,-5.85,-5.9479999999999995,-8.274
2023-04-11,10.89,12.016000000000002,10.319500000000001,-5.84,-6.004,-7.9955
2023-04-12,10.14,11.306000000000001,10.4505,-6.21,-6.029999999999999,-7.806
2023-04-13,13.35,11.416,10.861,-5.01,-5.772,-7.529999999999999
2023-04-14,14.14,11.930000000000001,11.263,-5.2,-5.622,-7.337000000000001
2023-04-17,15.15,12.734,11.714,-4.88,-5.428,-7.08
2023-04-18,15.96,13.748,12.100000000000001,-4.82,-5.224,-6.8595
2023-04-19,15.16,14.752,12.292,-4.83,-4.948,-6.697
2023-04-20,14.56,14.994,12.48,-5.36,-5.018000000000001,-6.487
2023-04-21,15.59,15.284,12.758000000000001,-5.3,-5.037999999999999,-6.2845
2023-04-24,15.3,15.313999999999998,13.1,-5.18,-5.098000000000001,-6.087
2023-04-25,13.95,14.912,13.3565,-6.43,-5.42,-5.9595
2023-04-26,12.09,14.298000000000002,13.447,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,13.73,14.132,13.5665,-5.24,-5.786,-5.71
2023-04-28,15.55,14.124,13.7015,-4.56,-5.638,-5.5715
