Date,rate_META,rate_META_5D,rate_META_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-20,-12.81,-11.294,-13.543000000000001,-5.36,-5.018000000000001,-6.487
2023-04-21,-12.87,-11.914,-13.341,-5.3,-5.037999999999999,-6.2845
2023-04-24,-12.9,-12.330000000000002,-13.173999999999998,-5.18,-5.098000000000001,-6.087
2023-04-25,-14.86,-13.069999999999999,-13.0435,-6.43,-5.42,-5.9595
2023-04-26,-14.17,-13.522,-12.835999999999999,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-3.27,-11.614,-12.1755,-5.24,-5.786,-5.71
2023-04-28,-2.61,-9.562000000000001,-11.5315,-4.56,-5.638,-5.5715
2023-05-01,-1.51,-7.283999999999999,-10.913499999999999,-4.51,-5.504,-5.4944999999999995
2023-05-02,-3.03,-4.918,-10.4085,-5.49,-5.316,-5.4910000000000005
2023-05-03,-3.88,-2.8600000000000003,-9.9785,-6.08,-5.176,-5.4910000000000005
2023-05-04,-5.23,-3.2520000000000002,-9.552000000000001,-6.71,-5.47,-5.5115
2023-05-05,-5.52,-3.8340000000000005,-9.230999999999998,-5.15,-5.588,-5.471500000000001
2023-05-08,-5.33,-4.598,-8.873999999999999,-5.11,-5.708,-5.4345
2023-05-09,-5.29,-5.05,-8.497,-5.5,-5.71,-5.4174999999999995
2023-05-10,-5.39,-5.351999999999999,-8.128,-5.1,-5.514,-5.362
2023-05-11,-4.48,-5.202,-7.8405000000000005,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-5.15,-5.128,-7.6095,-5.35,-5.258,-5.3805000000000005
2023-05-15,-3.45,-4.752000000000001,-7.241,-5.04,-5.244,-5.3885
2023-05-16,-3.46,-4.386,-6.856,-5.65,-5.274,-5.430000000000001
2023-05-17,-2.11,-3.7300000000000004,-6.366,-4.56,-5.166,-5.416500000000001
2023-05-18,-0.5,-2.934,-5.7505,-3.65,-4.85,-5.331
2023-05-19,-0.95,-2.094,-5.1545000000000005,-3.8,-4.54,-5.255999999999999
2023-05-22,0.04,-1.396,-4.507499999999999,-3.74,-4.28,-5.184
2023-05-23,-0.57,-0.818,-3.793,-4.8,-4.109999999999999,-5.1025
2023-05-24,0.39,-0.31799999999999995,-3.0650000000000004,-5.51,-4.3,-5.039
2023-05-25,1.73,0.12800000000000003,-2.815,-4.7,-4.51,-5.012
2023-05-26,5.34,1.386,-2.4175,-3.48,-4.446,-4.958
2023-05-30,5.52,2.482,-2.066,-3.45,-4.388,-4.905
2023-05-31,6.37,3.87,-1.596,-3.96,-4.220000000000001,-4.8285
2023-06-01,9.22,5.636,-0.9410000000000001,-2.99,-3.716,-4.674
2023-06-02,9.22,7.134,-0.21849999999999997,-1.6,-3.096,-4.4185
2023-06-05,8.74,7.814,0.49450000000000005,-1.79,-2.758,-4.250500000000001
2023-06-06,8.63,8.436000000000002,1.1925000000000001,-1.59,-2.386,-4.0745
2023-06-07,5.65,8.292,1.7395000000000003,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,6.04,7.656000000000001,2.3110000000000004,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,6.18,7.048,2.8440000000000003,-1.17,-1.558,-3.5035000000000003
2023-06-12,8.6,7.0200000000000005,3.5315000000000003,-0.27,-1.254,-3.2495
2023-06-13,8.7,7.034000000000001,4.139,0.38,-0.86,-2.9785
2023-06-14,9.38,7.779999999999999,4.781000000000001,0.45,-0.388,-2.6735
2023-06-15,12.24,9.02,5.4985,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,11.96,10.176,6.1215,1.35,0.7260000000000001,-2.1095
2023-06-20,13.08,11.072,6.823,0.89,0.958,-1.875
2023-06-21,12.18,11.767999999999999,7.4300000000000015,0.35,0.9520000000000002,-1.6705
2023-06-22,13.27,12.546000000000001,8.122,0.71,1.004,-1.395
2023-06-23,14.57,13.012,8.831,-0.04,0.652,-1.1215
2023-06-26,11.11,12.841999999999999,9.3,-0.45,0.292,-0.909
2023-06-27,13.83,12.992,9.7245,0.64,0.242,-0.7030000000000001
2023-06-28,13.27,13.209999999999999,10.112,0.69,0.30999999999999994,-0.496
2023-06-29,12.08,12.972,10.3975,0.68,0.304,-0.26400000000000007
2023-06-30,13.81,12.819999999999999,10.627,1.85,0.682,-0.022
2023-07-03,13.23,13.244,10.8275,2.0,1.1720000000000002,0.158
2023-07-05,15.78,13.634,11.1795,1.78,1.4,0.3365
2023-07-06,15.05,13.99,11.5005,0.97,1.456,0.46449999999999997
2023-07-07,14.6,14.494,11.948,0.74,1.468,0.597
2023-07-10,15.69,14.87,12.4305,1.01,1.3,0.7140000000000001
2023-07-11,16.96,15.616,12.9695,1.65,1.23,0.8550000000000001
2023-07-12,20.28,16.516,13.5535,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,21.51,17.808,14.194000000000003,3.26,1.8199999999999998,1.1345
2023-07-14,20.14,18.916,14.732000000000003,3.18,2.308,1.2710000000000001
2023-07-17,20.67,19.912,15.153500000000003,3.53,2.812,1.3615
2023-07-18,21.1,20.740000000000002,15.610499999999998,4.31,3.344,1.5095
2023-07-19,22.28,21.14,16.070500000000003,4.53,3.7619999999999996,1.6915
2023-07-20,18.25,20.488,16.374000000000002,3.86,3.882,1.8669999999999998
2023-07-21,15.79,19.618000000000002,16.5,3.87,4.0200000000000005,2.025
2023-07-24,15.0,18.484,16.5215,4.3,4.1739999999999995,2.242
2023-07-25,15.99,17.462,16.7655,4.56,4.224,2.4925
2023-07-26,17.41,16.488,16.9445,4.58,4.234,2.6895
2023-07-27,21.95,17.228,17.3785,3.99,4.26,2.8545000000000003
2023-07-28,26.72,19.413999999999998,18.1105,4.84,4.454,3.0625
2023-07-31,24.34,21.282,18.637,5.01,4.595999999999999,3.2205
2023-08-01,25.33,23.15,19.241999999999997,4.66,4.616,3.3534999999999995
2023-08-02,22.31,24.130000000000003,19.5685,3.53,4.406000000000001,3.441
2023-08-03,21.9,24.119999999999997,19.910999999999998,3.31,4.27,3.558
2023-08-04,21.02,22.98,20.232000000000003,2.92,3.886,3.6670000000000003
2023-08-07,23.12,22.735999999999997,20.603500000000004,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,22.0,22.07,20.8555,3.32,3.342,3.8815
2023-08-09,19.89,21.586,20.836000000000002,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,20.04,21.214000000000002,20.762500000000003,2.89,3.1220000000000003,3.8835
2023-08-11,18.88,20.786,20.6995,2.83,3.104,3.8659999999999997
2023-08-14,20.17,20.196,20.674500000000002,3.23,3.024,3.851
2023-08-15,19.04,19.604000000000003,20.5715,2.44,2.848,3.7574999999999994
2023-08-16,17.0,19.026,20.307499999999997,1.94,2.666,3.6279999999999992
2023-08-17,14.54,17.926,20.122,1.39,2.366,3.5044999999999993
2023-08-18,14.05,16.96,20.035,1.45,2.09,3.3835
2023-08-21,15.83,16.092,20.076500000000003,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,15.21,15.325999999999999,20.0375,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,16.98,15.322,20.016,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,14.99,15.412,19.668,1.53,1.8039999999999998,2.8905
2023-08-25,14.66,15.534,19.065,1.97,1.908,2.747
2023-08-28,15.92,15.551999999999998,18.644,2.41,2.0100000000000002,2.617
2023-08-29,17.97,16.104,18.276,3.38,2.3440000000000003,2.553
2023-08-30,17.21,16.15,18.021,3.66,2.59,2.5595
2023-08-31,17.42,16.636000000000003,17.797000000000004,3.58,3.0,2.573
2023-09-01,17.2,17.144,17.606,3.65,3.336,2.6094999999999997
2023-09-05,18.18,17.596,17.359,3.35,3.524,2.5955
2023-09-06,17.86,17.573999999999998,17.151999999999997,2.76,3.4,2.5675
2023-09-07,17.68,17.668,17.0415,2.49,3.166,2.5495
2023-09-08,17.39,17.662,16.909,2.62,2.974,2.5360000000000005
2023-09-11,21.02,18.426,17.016,3.26,2.896,2.5575
2023-09-12,18.76,18.542,16.945500000000003,2.72,2.77,2.532
2023-09-13,20.06,18.982,16.9965,2.84,2.786,2.5520000000000005
2023-09-14,22.61,19.968,17.277,3.7,3.028,2.6399999999999997
2023-09-15,18.24,20.137999999999998,17.461999999999996,2.45,2.9939999999999998,2.693
2023-09-18,19.1,19.753999999999998,17.7145,2.56,2.854,2.7485
2023-09-19,20.08,20.017999999999997,17.927,2.36,2.782,2.7715000000000005
2023-09-20,17.99,19.604000000000003,18.066,1.42,2.498,2.757
2023-09-21,16.46,18.374,18.04,-0.2,1.718,2.6255
2023-09-22,17.76,18.278,18.178500000000003,-0.44,1.1400000000000001,2.527
2023-09-25,18.43,18.144,18.367,-0.03,0.622,2.4270000000000005
2023-09-26,17.7,17.668,18.456,-1.48,-0.146,2.2325
2023-09-27,17.23,17.516,18.419,-1.46,-0.722,1.9904999999999997
2023-09-28,19.66,18.156,18.5415,-1.26,-0.9339999999999999,1.7445
2023-09-29,18.19,18.241999999999997,18.580000000000002,-1.49,-1.1440000000000001,1.491
2023-10-02,20.37,18.630000000000003,18.7385,-1.47,-1.432,1.2349999999999999
2023-10-03,18.11,18.712,18.735000000000003,-2.77,-1.69,0.929
2023-10-04,19.9,19.246,18.837,-2.07,-1.812,0.6875
2023-10-05,19.59,19.232,18.9325,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,23.69,20.332,19.247500000000002,-1.01,-1.8939999999999997,0.274
2023-10-09,24.82,21.222,19.4375,-0.36,-1.672,0.09300000000000001
2023-10-10,26.17,22.834,19.808,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,28.49,24.552,20.229499999999998,0.56,-0.564,-0.14999999999999997
2023-10-12,27.07,26.048000000000002,20.4525,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,23.4,25.990000000000002,20.710500000000003,-0.55,-0.048,-0.48650000000000004
2023-10-16,25.9,26.206,21.0505,0.47,0.118,-0.591
2023-10-17,27.01,26.374000000000002,21.397,0.48,0.186,-0.6849999999999999
2023-10-18,24.28,25.532,21.7115,-0.85,-0.09600000000000002,-0.7985
2023-10-19,22.67,24.651999999999997,22.022000000000002,-1.68,-0.426,-0.8724999999999999
2023-10-20,21.05,24.182000000000002,22.1865,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,23.13,23.628,22.4215,-3.06,-1.6,-1.1465
2023-10-24,22.57,22.74,22.665,-2.34,-2.164,-1.1895
2023-10-25,17.52,21.387999999999998,22.6795,-3.7,-2.7340000000000004,-1.3015
2023-10-26,13.18,19.490000000000002,22.3555,-4.87,-3.372,-1.482
2023-10-27,16.43,18.566,22.267500000000002,-5.28,-3.85,-1.6715
2023-10-30,18.73,17.686,22.185499999999998,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,18.19,16.810000000000002,22.1895,-3.59,-4.319999999999999,-1.847
2023-11-01,21.88,17.682,22.2885,-2.49,-4.078,-1.8679999999999999
2023-11-02,21.5,19.346,22.384000000000004,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,22.92,20.644,22.345499999999998,0.19,-2.15,-1.7355
2023-11-06,23.38,21.574,22.2735,0.38,-1.242,-1.6985000000000003
2023-11-07,24.54,22.844,22.192,0.65,-0.394,-1.673
2023-11-08,24.91,23.45,22.012999999999998,0.73,0.25,-1.6644999999999999
2023-11-09,25.21,24.192,21.92,-0.01,0.388,-1.6635000000000002
2023-11-10,28.38,25.284,22.169,1.52,0.654,-1.56
2023-11-13,28.54,26.316000000000003,22.301000000000002,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,31.3,27.668,22.5155,3.34,1.4,-1.3695
2023-11-15,29.91,28.668,22.797,3.57,1.968,-1.1485
2023-11-16,30.48,29.721999999999998,23.1875,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,30.81,30.208,23.675500000000003,3.86,3.18,-0.5415000000000001
2023-11-20,32.72,31.044,24.155,4.63,3.822,-0.15700000000000008
2023-11-21,31.56,31.095999999999997,24.604499999999998,4.36,4.026,0.17799999999999994
2023-11-22,33.31,31.776,25.394,4.81,4.273999999999999,0.6034999999999999
2023-11-24,32.05,32.089999999999996,26.3375,4.87,4.505999999999999,1.0905
2023-11-27,30.68,32.064,27.05,4.69,4.672,1.589
2023-11-28,32.34,31.988,27.7305,4.79,4.704,2.0364999999999998
2023-11-29,29.71,31.618000000000002,28.3065,4.72,4.776000000000001,2.452
2023-11-30,27.75,30.506,28.6,5.12,4.837999999999999,2.8325
2023-12-01,26.35,29.366000000000003,28.8425,5.62,4.988,3.1485
2023-12-04,24.52,28.133999999999997,28.922499999999996,5.11,5.072,3.3945
2023-12-05,23.86,26.438,28.946499999999997,5.08,5.130000000000001,3.6295
2023-12-06,23.54,25.204,28.896499999999996,4.72,5.13,3.8329999999999997
2023-12-07,27.04,25.062,29.003000000000004,5.4,5.186,4.0665
2023-12-08,29.4,25.672000000000004,29.2125,5.77,5.215999999999999,4.3555
2023-12-11,26.54,26.076,29.1205,6.12,5.418,4.585500000000001
2023-12-12,29.98,27.3,29.192500000000003,6.6,5.7219999999999995,4.8445
2023-12-13,30.18,28.627999999999997,29.1365,7.92,6.362,5.0735
2023-12-14,29.58,29.136000000000003,29.119999999999997,8.21,6.9239999999999995,5.3055
2023-12-15,30.25,29.306,29.1085,8.06,7.382000000000001,5.523
2023-12-18,33.99,30.796,29.267500000000002,8.62,7.882,5.761
2023-12-19,36.21,32.042,29.442,9.16,8.394,5.9875
2023-12-20,35.79,33.164,29.6535,7.51,8.312,6.1450000000000005
2023-12-21,37.64,34.776,29.869999999999997,8.36,8.341999999999999,6.3225
2023-12-22,37.37,36.2,30.136000000000003,8.57,8.443999999999999,6.5075
2023-12-26,37.93,36.988,30.4985,8.94,8.508,6.720000000000001
2023-12-27,39.09,37.564,30.835999999999995,9.1,8.495999999999999,6.9355
2023-12-28,39.27,38.260000000000005,31.314,9.11,8.815999999999999,7.154999999999999
2023-12-29,37.59,38.25,31.806,8.87,8.918000000000001,7.342499999999999
2024-01-02,34.01,37.577999999999996,32.189,8.16,8.836,7.469499999999999
2024-01-03,33.31,36.654,32.6285,7.53,8.553999999999998,7.5905000000000005
2024-01-04,34.33,35.702000000000005,33.152,7.23,8.18,7.698
2024-01-05,36.18,35.084,33.784000000000006,7.36,7.830000000000001,7.83
2024-01-08,38.75,35.315999999999995,34.3695,8.85,7.8260000000000005,8.0025
2024-01-09,38.42,36.198,34.820499999999996,8.62,7.918000000000001,8.145
2024-01-10,41.92,37.92,35.5895,9.22,8.256,8.3
2024-01-11,41.71,39.396,36.176,9.19,8.648,8.429499999999999
2024-01-12,43.0,40.760000000000005,36.81699999999999,9.23,9.022,8.495000000000001
2024-01-16,41.11,41.232000000000006,37.3935,8.92,9.036,8.5305
2024-01-17,41.36,41.82,37.949,8.42,8.996,8.5485
2024-01-18,43.44,42.124,38.4215,9.22,8.995999999999999,8.578500000000002
2024-01-19,45.4,42.862,38.881,10.34,9.226,8.6375
2024-01-22,44.95,43.251999999999995,39.339,10.55,9.49,8.7895
2024-01-23,46.06,44.242,39.760000000000005,10.83,9.872,8.913
2024-01-24,47.83,45.536,40.283,10.91,10.370000000000001,9.03
2024-01-25,48.63,46.574,40.818,11.43,10.812000000000001,9.1545
2024-01-26,48.94,47.282,41.310500000000005,11.37,11.017999999999999,9.267999999999999
2024-01-29,51.16,48.523999999999994,41.905,12.06,11.32,9.4155
2024-01-30,50.85,49.482000000000006,42.568,11.99,11.552,9.5715
2024-01-31,47.65,49.446,43.25,10.45,11.459999999999999,9.686
2024-02-01,48.27,49.374,43.998000000000005,11.46,11.466,9.8825
2024-02-02,73.69,54.324,45.966,12.41,11.674000000000001,10.141499999999999
2024-02-05,68.75,57.842000000000006,47.5945,12.07,11.676,10.377
2024-02-06,67.04,61.08,49.009,12.35,11.748,10.552000000000001
2024-02-07,72.48,66.046,50.712,13.07,12.272,10.7745
2024-02-08,72.63,70.918,52.2475,13.13,12.606,10.97
2024-02-09,71.93,70.566,53.758500000000005,13.64,12.852,11.1925
2024-02-12,72.22,71.26000000000002,55.219500000000004,13.6,13.157999999999998,11.411
2024-02-13,69.01,71.65400000000001,56.6145,12.17,13.122,11.5735
2024-02-14,73.83,71.924,58.238,13.12,13.132,11.808499999999999
2024-02-15,77.76,72.95,59.95399999999999,13.8,13.266,12.0375
2024-02-16,73.84,73.33200000000001,61.37600000000001,13.28,13.193999999999999,12.1845
2024-02-20,73.27,73.542,62.79200000000001,12.73,13.02,12.2935
2024-02-21,71.91,74.122,64.0845,12.83,13.151999999999997,12.3935
2024-02-22,78.53,75.062,65.61949999999999,14.94,13.516,12.595
2024-02-23,77.76,75.062,67.076,14.99,13.754000000000001,12.773
2024-02-26,76.92,75.678,68.475,14.61,14.02,12.934999999999999
2024-02-27,78.86,76.796,69.86,14.81,14.435999999999998,13.0725
2024-02-28,77.75,77.96400000000001,71.20500000000001,14.65,14.8,13.2055
2024-02-29,79.99,78.256,72.822,15.05,14.822,13.435500000000001
2024-03-01,82.96,79.296,74.5565,15.81,14.986,13.653
2024-03-04,81.48,80.208,74.946,15.68,15.2,13.8165
2024-03-05,78.6,80.15599999999999,75.4385,14.57,15.152000000000001,13.941500000000001
2024-03-06,80.72,80.75,76.12249999999999,15.15,15.252,14.0815
2024-03-07,86.54,82.05999999999999,76.8255,16.24,15.49,14.24
2024-03-08,84.29,82.326,77.4085,15.57,15.442000000000002,14.362
2024-03-11,76.2,81.27,77.622,15.48,15.402000000000001,14.454000000000002
2024-03-12,82.05,81.96000000000001,78.1135,16.5,15.788,14.599
2024-03-13,80.53,81.922,78.6895,16.35,16.028,14.807999999999998
2024-03-14,79.18,80.45,78.95700000000001,16.14,16.008000000000003,14.958999999999998
2024-03-15,76.39,78.87,78.8885,15.48,15.989999999999998,15.043000000000001
2024-03-18,81.04,79.83800000000001,79.24849999999999,16.07,16.108,15.1825
2024-03-19,80.78,79.584,79.624,16.58,16.124000000000002,15.375
2024-03-20,84.13,80.304,80.235,17.38,16.33,15.602500000000001
2024-03-21,84.94,81.456,80.55550000000001,17.69,16.639999999999997,15.74
2024-03-22,85.6,83.298,80.9475,17.27,16.998,15.854
2024-03-25,83.23,83.736,81.263,17.03,17.19,15.975
2024-03-26,80.65,83.71000000000001,81.35249999999999,16.78,17.23,16.073500000000003
2024-03-27,79.92,82.86800000000001,81.46099999999998,17.57,17.268,16.2195
2024-03-28,76.92,81.264,81.3075,17.56,17.242,16.345
2024-04-01,77.65,79.674,81.042,17.14,17.216,16.411499999999997
2024-04-02,79.8,78.98800000000001,80.958,16.47,17.104,16.451
2024-04-03,83.15,79.488,81.1855,16.56,17.06,16.5505
2024-04-04,84.64,80.43199999999999,81.3815,15.31,16.608,16.558500000000002
2024-04-05,90.52,83.152,81.5805,16.37,16.369999999999997,16.565
2024-04-08,87.62,85.146,81.747,16.41,16.224,16.607
2024-04-09,86.78,86.542,82.276,16.55,16.240000000000002,16.6605
2024-04-10,87.83,87.478,82.565,15.5,16.028,16.6105
2024-04-11,89.02,88.354,82.98949999999999,16.27,16.22,16.6065
2024-04-12,84.99,87.248,83.28,14.8,15.906,16.5395
2024-04-15,80.82,85.888,83.5015,13.46,15.315999999999999,16.438499999999998
2024-04-16,80.65,84.662,83.482,13.26,14.658000000000001,16.298000000000002
2024-04-17,78.65,82.826,83.3755,12.6,14.078,16.098999999999997
2024-04-18,81.38,81.298,83.238,12.36,13.296000000000001,15.847999999999999
2024-04-19,73.97,79.09400000000001,82.6895,11.45,12.626,15.535999999999998
2024-04-22,74.21,77.772,82.12,12.38,12.41,15.2915
2024-04-23,79.34,77.50999999999999,81.9255,13.77,12.512,15.128499999999999
2024-04-24,78.41,77.462,81.8135,13.69,12.73,14.974
2024-04-25,59.78,73.14200000000001,80.8065,13.23,12.904,14.757
2024-04-26,60.46,70.44,79.9835,14.34,13.482,14.596
2024-04-29,56.64,66.926,78.93299999999999,14.73,13.952000000000002,14.4755
2024-04-30,55.77,62.212,77.73150000000001,12.94,13.785999999999998,14.298999999999998
2024-05-01,57.99,58.128,76.47349999999999,12.36,13.52,14.088999999999999
2024-05-02,58.87,57.946000000000005,75.185,13.38,13.55,13.992499999999998
2024-05-03,62.48,58.35,73.783,14.75,13.632,13.911499999999998
2024-05-06,67.3,60.48199999999999,72.767,15.88,13.862,13.885
2024-05-07,68.21,62.96999999999999,71.8385,16.04,14.482,13.8595
2024-05-08,69.75,65.32199999999999,70.9345,16.05,15.219999999999999,13.887
2024-05-09,70.75,67.698,70.021,16.7,15.884,13.9085
2024-05-10,71.03,69.408,69.32300000000001,16.85,16.304000000000002,14.011000000000001
2024-05-13,68.13,69.574,68.6885,16.85,16.497999999999998,14.180499999999999
2024-05-14,69.5,69.83200000000001,68.131,17.4,16.77,14.3875
2024-05-15,72.95,70.47200000000001,67.84599999999999,18.81,17.322,14.698000000000002
2024-05-16,69.99,70.32000000000001,67.2765,18.58,17.698,15.009
2024-05-17,69.52,70.018,67.054,18.76,18.08,15.374500000000001
2024-05-20,68.42,70.076,66.7645,18.87,18.484,15.699000000000002
2024-05-21,66.93,69.562,66.144,19.19,18.842000000000002,15.969999999999999
2024-05-22,68.05,68.582,65.626,18.84,18.848000000000003,16.2275
2024-05-23,67.34,68.05199999999999,66.00399999999999,17.97,18.726000000000003,16.4645
2024-05-24,71.76,68.5,66.56899999999999,18.76,18.726,16.685499999999998
2024-05-28,72.37,69.28999999999999,67.3555,18.86,18.724,16.892000000000003
2024-05-29,70.39,69.982,68.0865,18.03,18.492,17.1465
2024-05-30,67.79,69.93,68.57650000000001,17.25,18.174,17.391
2024-05-31,67.71,70.00399999999999,69.01849999999999,18.26,18.232,17.635
2024-06-03,70.31,69.71400000000001,69.41,18.08,18.096,17.8015
2024-06-04,70.14,69.268,69.55199999999999,18.22,17.968,17.9185
2024-06-05,76.5,70.49000000000001,69.9665,19.6,18.282000000000004,18.0965
2024-06-06,76.04,72.14000000000001,70.28099999999999,19.58,18.747999999999998,18.273
2024-06-07,75.76,73.75,70.5315,19.43,18.982,18.4095
2024-06-10,79.16,75.52000000000001,70.938,19.81,19.328,18.557499999999997
2024-06-11,80.87,77.666,71.57500000000002,20.08,19.7,18.719
2024-06-12,81.35,78.636,72.1675,21.06,19.991999999999997,18.901999999999997
2024-06-13,79.68,79.364,72.504,21.28,20.332,19.0255
2024-06-14,79.71,80.154,72.99000000000001,21.38,20.722,19.1655
2024-06-17,80.58,80.438,73.543,22.32,21.224,19.3435
2024-06-18,78.43,79.95,74.04350000000001,22.64,21.736,19.532
2024-06-20,79.09,79.498,74.6515,22.31,21.985999999999997,19.688
2024-06-21,77.01,78.964,75.0995,22.04,22.137999999999998,19.848000000000003
2024-06-24,78.25,78.672,75.64500000000001,21.72,22.206,20.0355
2024-06-25,82.1,78.976,76.162,22.14,22.17,20.2045
2024-06-26,82.93,79.876,76.69,22.26,22.094,20.3745
2024-06-27,85.05,81.068,77.423,22.42,22.116000000000003,20.594
2024-06-28,80.0,81.666,78.03349999999999,21.66,22.04,20.814500000000002
2024-07-01,78.84,81.784,78.59,21.54,22.003999999999998,20.9785
2024-07-02,80.47,81.458,79.098,22.15,22.006,21.182
2024-07-03,80.62,80.99600000000001,79.622,22.58,22.07,21.4
2024-07-05,90.76,82.138,80.33500000000001,23.16,22.218,21.578
2024-07-08,87.18,83.574,80.89200000000001,23.25,22.535999999999998,21.7615
2024-07-09,87.38,85.282,81.473,23.35,22.898000000000003,21.9575
2024-07-10,88.76,86.94000000000001,81.953,24.29,23.326,22.1815
2024-07-11,82.28,87.272,82.0235,23.45,23.5,22.35
2024-07-12,78.21,84.76200000000001,81.8665,24.05,23.678,22.4995
2024-07-15,77.41,82.80799999999999,81.753,24.34,23.896,22.652499999999996
2024-07-16,75.35,80.402,81.535,24.73,24.171999999999997,22.82
2024-07-17,66.33,75.916,80.8225,23.77,24.068,22.8925
2024-07-18,70.83,73.626,80.4425,23.26,24.03,22.9235
2024-07-19,71.13,72.21,80.0445,22.81,23.782,22.948500000000003
2024-07-22,74.57,71.642,79.9225,23.5,23.613999999999997,23.0215
2024-07-23,75.01,71.574,79.76050000000001,23.35,23.338,23.103
2024-07-24,65.71,71.45,78.941,21.18,22.82,23.055
2024-07-25,63.04,69.892,77.9465,20.72,22.312,22.978
