Date,rate_SO,rate_VOO_5D,rate_VOO_20D
2022-01-03,0.0,0.0,0.0
2022-01-04,0.0,0.0,0.0
2022-01-05,0.06,0.0,0.0
2022-01-06,0.0,0.0,0.0
2022-01-07,0.34,0.08,0.0
2022-01-10,0.26,0.132,0.0
2022-01-11,-0.7,-0.007999999999999985,0.0
2022-01-12,-0.56,-0.13199999999999998,0.0
2022-01-13,0.07,-0.11799999999999997,0.0
2022-01-14,0.4,-0.10600000000000001,0.0
2022-01-18,-0.31,-0.22000000000000003,0.0
2022-01-19,0.04,-0.07200000000000001,0.0
2022-01-20,-0.45,-0.05,0.0
2022-01-21,-0.53,-0.17,0.0
2022-01-24,-1.01,-0.45199999999999996,0.0
2022-01-25,-1.16,-0.6220000000000001,0.0
2022-01-26,-1.45,-0.9199999999999999,0.0
2022-01-27,-0.16,-0.8619999999999999,0.0
2022-01-28,1.08,-0.5399999999999998,0.0
2022-01-31,1.7,0.002000000000000046,-0.119
2022-02-01,-0.21,0.19200000000000003,-0.1295
2022-02-02,0.81,0.644,-0.089
2022-02-03,1.35,0.9460000000000001,-0.024499999999999987
2022-02-04,0.66,0.8620000000000001,0.008500000000000016
2022-02-07,-0.63,0.396,-0.03999999999999999
2022-02-08,-0.3,0.37800000000000006,-0.06799999999999998
2022-02-09,-0.05,0.20600000000000002,-0.03549999999999999
2022-02-10,-2.93,-0.65,-0.154
2022-02-11,-1.79,-1.1400000000000001,-0.24699999999999997
2022-02-14,-3.06,-1.6260000000000001,-0.42000000000000004
2022-02-15,-4.23,-2.4120000000000004,-0.616
2022-02-16,-4.45,-3.2920000000000003,-0.8405000000000001
2022-02-17,-4.56,-3.618,-1.046
2022-02-18,-6.0,-4.46,-1.3195000000000001
2022-02-22,-5.26,-4.9,-1.532
2022-02-23,-7.31,-5.516,-1.8395
2022-02-24,-7.25,-6.076,-2.1295
2022-02-25,-4.21,-6.006,-2.332
2022-02-28,-4.59,-5.724,-2.6155
2022-03-01,-5.38,-5.747999999999999,-2.9695
2022-03-02,-4.73,-5.232,-3.1955
2022-03-03,-2.17,-4.215999999999999,-3.3445
2022-03-04,-0.53,-3.4799999999999995,-3.4385
2022-03-07,1.77,-2.208,-3.3830000000000005
2022-03-08,-0.24,-1.1800000000000002,-3.3634999999999997
2022-03-09,-1.24,-0.4820000000000002,-3.4105
2022-03-10,0.89,0.12999999999999984,-3.3634999999999997
2022-03-11,1.0,0.43599999999999983,-3.167
2022-03-14,0.96,0.27399999999999985,-3.0294999999999996
2022-03-15,0.96,0.5139999999999999,-2.8285
2022-03-16,0.75,0.9119999999999999,-2.5795
2022-03-17,0.6,0.8539999999999999,-2.327
2022-03-18,0.04,0.6619999999999998,-2.097
2022-03-21,1.29,0.7279999999999999,-1.7325
2022-03-22,1.19,0.7739999999999998,-1.4100000000000001
2022-03-23,1.15,0.8539999999999999,-0.9869999999999999
2022-03-24,1.89,1.1119999999999997,-0.53
2022-03-25,4.26,1.9559999999999995,-0.10650000000000004
2022-03-28,4.37,2.572,0.34149999999999997
2022-03-29,5.91,3.5159999999999996,0.9059999999999999
2022-03-30,6.55,4.596,1.47
2022-03-31,6.57,5.532,1.907
2022-04-01,8.65,6.409999999999999,2.3660000000000005
2022-04-04,7.24,6.984,2.6395
2022-04-05,8.75,7.552,3.089
2022-04-06,11.4,8.522,3.721
2022-04-07,10.48,9.303999999999998,4.2005
2022-04-08,11.37,9.848,4.718999999999999
2022-04-11,8.91,10.181999999999999,5.1165
2022-04-12,10.13,10.458,5.575
2022-04-13,9.92,10.162,6.0335
2022-04-14,10.65,10.196,6.536
2022-04-18,10.47,10.016,7.0575
2022-04-19,10.97,10.428,7.541499999999999
2022-04-20,11.23,10.648,8.0435
2022-04-21,11.18,10.9,8.545
2022-04-22,10.56,10.882000000000001,8.9785
2022-04-25,9.5,10.687999999999999,9.2405
2022-04-26,7.9,10.074,9.417
2022-04-27,7.57,9.342,9.5
2022-04-28,10.29,9.164,9.687000000000001
2022-04-29,7.45,8.542,9.731
2022-05-02,7.01,8.044,9.649
2022-05-03,6.89,7.8420000000000005,9.631499999999999
2022-05-04,8.86,8.1,9.636999999999999
2022-05-05,8.16,7.6739999999999995,9.475
2022-05-06,8.99,7.981999999999999,9.4005
2022-05-09,8.4,8.26,9.251999999999999
2022-05-10,6.95,8.272,9.154
2022-05-11,8.04,8.108,9.0495
2022-05-12,8.18,8.111999999999998,8.9625
2022-05-13,7.58,7.83,8.809000000000001
2022-05-16,8.42,7.8340000000000005,8.7065
2022-05-17,8.28,8.099999999999998,8.572
2022-05-18,7.81,8.053999999999998,8.401
2022-05-19,7.1,7.838000000000001,8.197
2022-05-20,7.22,7.766,8.03
2022-05-23,8.28,7.7379999999999995,7.968999999999999
2022-05-24,10.5,8.181999999999999,8.099
2022-05-25,10.5,8.72,8.2455
2022-05-26,9.93,9.286,8.2275
2022-05-27,11.05,10.052000000000001,8.4075
2022-05-31,10.46,10.488,8.580000000000002
2022-06-01,10.02,10.392,8.7365
2022-06-02,10.59,10.41,8.823
2022-06-03,9.59,10.342,8.8945
2022-06-06,9.72,10.075999999999999,8.931000000000001
2022-06-07,10.22,10.028,9.022
2022-06-08,8.68,9.76,9.108500000000001
2022-06-09,6.15,8.872,9.014
