Date,rate_SO,rate_VOO_5D,rate_VOO_20D
2022-06-10,5.07,7.968000000000001,8.858500000000001
2022-06-13,0.15,6.054,8.487
2022-06-14,-2.71,3.468,7.9305
2022-06-15,-3.02,1.1280000000000001,7.3655
2022-06-16,-3.44,-0.7899999999999999,6.803
2022-06-17,-4.73,-2.75,6.211500000000001
2022-06-21,-2.18,-3.216,5.7415
2022-06-22,-1.39,-2.952,5.258
2022-06-23,0.92,-2.164,4.779
2022-06-24,1.71,-1.134,4.339499999999999
2022-06-27,2.5,0.312,3.968
2022-06-28,2.86,1.3199999999999998,3.558500000000001
2022-06-29,2.93,2.184,3.182
2022-06-30,3.86,2.772,2.874
2022-07-01,6.34,3.6979999999999995,2.6615
2022-07-05,3.07,3.812,2.3355
2022-07-06,4.0,4.04,2.0495
2022-07-07,3.74,4.202,1.7254999999999998
2022-07-08,3.59,4.148,1.471
2022-07-11,4.43,3.7659999999999996,1.3850000000000002
2022-07-12,4.74,4.1,1.3685
2022-07-13,3.6,4.0200000000000005,1.541
2022-07-14,4.56,4.184,1.9045
2022-07-15,5.24,4.514,2.3175
2022-07-18,4.32,4.492,2.7055
2022-07-19,4.4,4.424,3.162
2022-07-20,3.23,4.35,3.4325
2022-07-21,3.1,4.058,3.657
2022-07-22,4.68,3.946,3.845
2022-07-25,5.77,4.236,4.048
2022-07-26,6.96,4.748,4.271
2022-07-27,6.59,5.42,4.4575
2022-07-28,10.34,6.868,4.828
2022-07-29,11.86,8.303999999999998,5.228
2022-08-01,11.25,9.4,5.4735
2022-08-02,10.44,10.096,5.842
2022-08-03,11.87,11.152,6.2355
2022-08-04,12.64,11.612,6.680499999999999
2022-08-05,11.88,11.616000000000001,7.095000000000001
2022-08-08,11.8,11.725999999999999,7.463499999999999
2022-08-09,12.85,12.208,7.869
2022-08-10,12.89,12.412,8.3335
2022-08-11,12.5,12.384,8.730500000000001
2022-08-12,12.72,12.552,9.1045
2022-08-15,12.97,12.786000000000001,9.537
2022-08-16,13.32,12.88,9.983
2022-08-17,13.41,12.984,10.492
2022-08-18,13.64,13.212,11.019
2022-08-19,13.86,13.440000000000001,11.478
2022-08-22,13.34,13.514000000000001,11.8565
2022-08-23,13.07,13.463999999999999,12.162
2022-08-24,13.14,13.41,12.4895
2022-08-25,13.35,13.352,12.639999999999999
2022-08-26,12.57,13.094,12.6755
2022-08-29,12.98,13.022,12.762
2022-08-30,11.96,12.8,12.838
2022-08-31,11.49,12.470000000000002,12.818999999999999
2022-09-01,12.73,12.346,12.823500000000001
2022-09-02,11.91,12.214000000000002,12.825
2022-09-06,11.83,11.984,12.826500000000001
2022-09-07,14.13,12.418000000000001,12.8905
2022-09-08,13.75,12.870000000000001,12.9335
2022-09-09,13.88,13.1,13.002500000000001
2022-09-12,14.58,13.634,13.095500000000001
2022-09-13,12.14,13.696000000000002,13.053999999999998
2022-09-14,13.67,13.604000000000003,13.0715
2022-09-15,10.94,13.042000000000002,12.948000000000002
2022-09-16,10.89,12.443999999999999,12.8105
2022-09-19,12.19,11.966000000000001,12.727
2022-09-20,10.77,11.691999999999998,12.5985
2022-09-21,9.29,10.815999999999999,12.4095
2022-09-22,9.04,10.436,12.2045
2022-09-23,7.75,9.807999999999998,11.9245
2022-09-26,5.27,8.424,11.559500000000002
2022-09-27,3.27,6.9239999999999995,11.074
2022-09-28,4.39,5.944,10.6955
2022-09-29,0.01,4.138,10.121500000000001
2022-09-30,-1.92,2.2039999999999997,9.389
2022-10-03,0.48,1.246,8.817499999999999
2022-10-04,1.82,0.9560000000000001,8.317
2022-10-05,-0.92,-0.1059999999999999,7.5645
2022-10-06,-5.12,-1.132,6.621
2022-10-07,-7.37,-2.222,5.5585
2022-10-10,-7.55,-3.8280000000000003,4.452
2022-10-11,-8.05,-5.8020000000000005,3.4425000000000003
2022-10-12,-11.08,-7.8340000000000005,2.2049999999999996
2022-10-13,-7.47,-8.304,1.2845
2022-10-14,-8.23,-8.475999999999999,0.32849999999999985
2022-10-17,-7.14,-8.394,-0.6380000000000001
2022-10-18,-5.55,-7.894000000000001,-1.4540000000000002
2022-10-19,-6.55,-6.9879999999999995,-2.246
2022-10-20,-8.25,-7.144,-3.1104999999999996
2022-10-21,-6.82,-6.862,-3.839
2022-10-24,-6.7,-6.773999999999999,-4.437500000000001
2022-10-25,-5.07,-6.678,-4.8545
2022-10-26,-5.19,-6.406000000000001,-5.3335
2022-10-27,-5.86,-5.928,-5.627
2022-10-28,-4.18,-5.4,-5.74
2022-10-31,-5.42,-5.144,-6.035
2022-11-01,-5.22,-5.174,-6.3870000000000005
2022-11-02,-6.24,-5.384,-6.6530000000000005
2022-11-03,-6.17,-5.446,-6.705500000000001
2022-11-04,-6.09,-5.828,-6.641499999999999
2022-11-07,-8.26,-6.395999999999999,-6.677
2022-11-08,-7.42,-6.836,-6.6455
2022-11-09,-8.15,-7.217999999999999,-6.499
2022-11-10,-4.91,-6.965999999999999,-6.371
2022-11-11,-5.8,-6.9079999999999995,-6.249499999999999
2022-11-14,-6.58,-6.572,-6.2215
2022-11-15,-4.64,-6.016,-6.176
2022-11-16,-4.73,-5.332000000000001,-6.085
2022-11-17,-6.03,-5.555999999999999,-5.974
2022-11-18,-5.1,-5.416,-5.888
2022-11-21,-4.87,-5.074,-5.7965
2022-11-22,-4.56,-5.058,-5.771
2022-11-23,-3.97,-4.906000000000001,-5.71
2022-11-25,-3.18,-4.336,-5.5760000000000005
2022-11-28,-4.71,-4.258,-5.6025
2022-11-29,-4.87,-4.258000000000001,-5.575
2022-11-30,-2.12,-3.7700000000000005,-5.42
2022-12-01,-1.96,-3.368,-5.206
2022-12-02,-2.49,-3.2300000000000004,-5.022
2022-12-05,-2.29,-2.746,-4.832
2022-12-06,-0.87,-1.9459999999999997,-4.4625
2022-12-07,-0.84,-1.69,-4.1335
2022-12-08,-0.58,-1.4140000000000001,-3.755
2022-12-09,-1.04,-1.124,-3.5615
2022-12-12,2.77,-0.11200000000000002,-3.133
2022-12-13,3.02,0.666,-2.653
2022-12-14,2.88,1.41,-2.277
2022-12-15,1.82,1.89,-1.9495
2022-12-16,0.47,2.1919999999999997,-1.6245
2022-12-19,-0.28,1.5819999999999999,-1.3835
2022-12-20,0.53,1.084,-1.1135
2022-12-21,2.35,0.9780000000000001,-0.768
2022-12-22,2.39,1.092,-0.45
2022-12-23,3.8,1.7579999999999998,-0.10100000000000002
2022-12-27,4.57,2.728,0.363
2022-12-28,3.67,3.3560000000000003,0.7899999999999999
2022-12-29,4.45,3.7760000000000007,1.1185
2022-12-30,3.33,3.964,1.383
2023-01-03,3.94,3.992,1.7045000000000001
2023-01-04,4.81,4.04,2.0595
2023-01-05,1.75,3.656,2.1904999999999997
2023-01-06,3.55,3.476,2.41
2023-01-09,3.36,3.482,2.607
2023-01-10,2.8,3.254,2.799
2023-01-11,3.45,2.982,2.833
2023-01-12,1.69,2.9699999999999998,2.7664999999999997
2023-01-13,1.66,2.592,2.7055
2023-01-17,1.27,2.174,2.678
2023-01-18,-2.08,1.198,2.5505
2023-01-19,-3.91,-0.27400000000000013,2.3689999999999998
2023-01-20,-2.95,-1.2020000000000002,2.195
2023-01-23,-3.32,-2.198,1.9115000000000002
2023-01-24,-3.55,-3.162,1.6145
2023-01-25,-2.75,-3.2960000000000003,1.287
2023-01-26,-2.37,-2.988,0.9400000000000001
2023-01-27,-1.68,-2.7339999999999995,0.6725
2023-01-30,-2.5,-2.5700000000000003,0.32499999999999996
2023-01-31,-2.14,-2.288,0.0514999999999999
2023-02-01,-0.43,-1.8239999999999998,-0.1670000000000001
2023-02-02,-0.77,-1.504,-0.44600000000000006
2023-02-03,-2.67,-1.702,-0.667
2023-02-06,-1.78,-1.558,-0.9335000000000001
2023-02-07,-2.01,-1.532,-1.202
2023-02-08,-3.85,-2.216,-1.5345
2023-02-09,-4.8,-3.022,-1.9469999999999998
2023-02-10,-3.24,-3.136,-2.1935
2023-02-13,-2.88,-3.3560000000000003,-2.4205
2023-02-14,-3.57,-3.668,-2.6625
2023-02-15,-3.4,-3.5780000000000003,-2.7285
2023-02-16,-4.7,-3.558,-2.768
2023-02-17,-3.6,-3.63,-2.8005
2023-02-21,-5.15,-4.0840000000000005,-2.8920000000000003
2023-02-22,-5.59,-4.488,-2.994
2023-02-23,-6.31,-5.069999999999999,-3.172
2023-02-24,-6.57,-5.444,-3.382
2023-02-27,-6.84,-6.0920000000000005,-3.6400000000000006
2023-02-28,-8.73,-6.808,-3.9515000000000002
2023-03-01,-9.57,-7.603999999999999,-4.323
2023-03-02,-7.67,-7.876,-4.6850000000000005
2023-03-03,-6.07,-7.776000000000001,-4.95
2023-03-06,-5.48,-7.504,-5.0905000000000005
2023-03-07,-6.76,-7.109999999999999,-5.339499999999999
2023-03-08,-6.19,-6.434,-5.5485
2023-03-09,-6.45,-6.1899999999999995,-5.6785
2023-03-10,-7.32,-6.44,-5.8045
2023-03-13,-5.59,-6.462000000000001,-5.922
2023-03-14,-4.11,-5.932,-5.9835
2023-03-15,-2.0,-5.093999999999999,-5.905
2023-03-16,-1.32,-4.068,-5.801
2023-03-17,-1.64,-2.932,-5.648
2023-03-20,-0.7,-1.954,-5.503
2023-03-21,-2.75,-1.682,-5.383
2023-03-22,-3.35,-1.952,-5.270999999999999
2023-03-23,-3.89,-2.466,-5.15
2023-03-24,-0.65,-2.2680000000000002,-4.854
2023-03-27,-1.15,-2.3579999999999997,-4.5695
2023-03-28,-0.93,-1.9940000000000002,-4.1795
2023-03-29,0.44,-1.2360000000000002,-3.679
2023-03-30,0.03,-0.45199999999999996,-3.2939999999999996
2023-03-31,0.78,-0.16599999999999998,-2.9515000000000002
2023-04-03,-0.09,0.04599999999999999,-2.682
2023-04-04,0.85,0.40199999999999997,-2.3015
2023-04-05,3.52,1.018,-1.816
2023-04-06,4.68,1.9479999999999997,-1.2595
2023-04-10,4.29,2.65,-0.679
2023-04-11,3.99,3.4659999999999997,-0.20000000000000004
2023-04-12,4.41,4.178,0.22599999999999998
2023-04-13,4.9,4.454,0.571
2023-04-14,4.15,4.348000000000001,0.8445
2023-04-17,4.72,4.434,1.1625
2023-04-18,5.07,4.65,1.451
2023-04-19,5.4,4.848000000000001,1.8585
2023-04-20,5.7,5.008,2.311
2023-04-21,6.55,5.488,2.833
2023-04-24,7.26,5.996,3.2285000000000004
2023-04-25,7.08,6.398,3.6400000000000006
2023-04-26,5.08,6.3340000000000005,3.9405
2023-04-27,6.41,6.475999999999999,4.239
2023-04-28,6.46,6.458,4.5605
2023-05-01,7.09,6.4239999999999995,4.8759999999999994
2023-05-02,5.95,6.198,5.178
2023-05-03,6.17,6.4159999999999995,5.444
2023-05-04,7.28,6.590000000000001,5.632
2023-05-05,8.12,6.922,5.804
2023-05-08,7.67,7.037999999999999,5.973
2023-05-09,7.83,7.414,6.165000000000001
2023-05-10,9.12,8.004,6.400499999999999
2023-05-11,7.78,8.104,6.544500000000001
2023-05-12,6.05,7.69,6.6395
2023-05-15,4.82,7.12,6.644499999999999
2023-05-16,2.71,6.096,6.5265
2023-05-17,2.76,4.824,6.3945
2023-05-18,2.92,3.8519999999999994,6.2555
2023-05-19,3.41,3.3240000000000003,6.0985
2023-05-22,2.78,2.916,5.874499999999999
2023-05-23,3.06,2.9859999999999998,5.6735
2023-05-24,2.64,2.9619999999999997,5.5515
2023-05-25,1.18,2.614,5.29
2023-05-26,0.68,2.0680000000000005,5.0009999999999994
2023-05-30,1.19,1.75,4.706
2023-05-31,1.08,1.3539999999999999,4.4625
2023-06-01,0.26,0.8779999999999999,4.167
2023-06-02,0.65,0.772,3.8354999999999997
2023-06-05,0.99,0.834,3.4790000000000005
2023-06-06,0.53,0.7020000000000001,3.122
2023-06-07,1.62,0.8100000000000002,2.8114999999999997
2023-06-08,2.99,1.3560000000000003,2.505
2023-06-09,3.25,1.8760000000000001,2.2785
2023-06-12,2.64,2.2060000000000004,2.1079999999999997
2023-06-13,2.08,2.5160000000000005,1.971
2023-06-14,2.12,2.616,1.9415000000000002
2023-06-15,2.53,2.524,1.9299999999999997
2023-06-16,3.97,2.668,1.9825000000000004
2023-06-20,1.92,2.524,1.908
2023-06-21,3.8,2.868,1.959
2023-06-22,3.31,3.106,1.9715000000000003
2023-06-23,2.08,3.016,1.9435000000000002
2023-06-26,3.93,3.008,2.0810000000000004
2023-06-27,3.05,3.2340000000000004,2.1995
2023-06-28,1.24,2.722,2.202
2023-06-29,0.19,2.098,2.1574999999999998
2023-06-30,1.79,2.04,2.234
2023-07-03,2.21,1.6960000000000002,2.3120000000000003
2023-07-05,3.79,1.8439999999999999,2.452
2023-07-06,2.52,2.1,2.5515
2023-07-07,2.36,2.534,2.5885000000000002
2023-07-10,1.59,2.4939999999999998,2.5185000000000004
2023-07-11,2.44,2.54,2.478
2023-07-12,3.68,2.5180000000000002,2.5300000000000002
2023-07-13,3.52,2.718,2.6020000000000003
2023-07-14,3.37,2.9200000000000004,2.6645
2023-07-17,1.65,2.932,2.6205000000000003
2023-07-18,0.08,2.46,2.4259999999999997
2023-07-19,1.59,2.042,2.4095000000000004
2023-07-20,2.93,1.9240000000000002,2.366
2023-07-21,5.8,2.41,2.4905
2023-07-24,5.64,3.2079999999999997,2.6685
2023-07-25,5.15,4.2219999999999995,2.7295
2023-07-26,5.84,5.072,2.869
2023-07-27,5.51,5.587999999999999,3.0825
2023-07-28,4.77,5.382,3.3115
2023-07-31,4.76,5.2059999999999995,3.4599999999999995
2023-08-01,3.16,4.808,3.5075000000000003
2023-08-02,2.73,4.186,3.4544999999999995
2023-08-03,-0.6,2.964,3.2984999999999998
2023-08-04,-1.7,1.67,3.0955
2023-08-07,-1.45,0.4280000000000001,2.9435
2023-08-08,-0.6,-0.32399999999999995,2.7915
2023-08-09,-0.19,-0.908,2.598
2023-08-10,0.05,-0.7779999999999999,2.4244999999999997
2023-08-11,0.14,-0.41,2.263
2023-08-14,-0.58,-0.236,2.1515
2023-08-15,-1.62,-0.44000000000000006,2.0665
2023-08-16,-1.29,-0.66,1.9224999999999999
2023-08-17,-1.15,-0.9,1.7185
2023-08-18,-1.59,-1.246,1.349
2023-08-21,-1.79,-1.488,0.9775
2023-08-22,-1.67,-1.498,0.6365
2023-08-23,-1.84,-1.6079999999999999,0.25249999999999995
2023-08-24,-1.96,-1.77,-0.12100000000000002
2023-08-25,-1.32,-1.716,-0.4255
2023-08-28,-1.28,-1.614,-0.7274999999999999
2023-08-29,-0.85,-1.45,-0.9280000000000002
2023-08-30,-0.81,-1.2440000000000002,-1.105
2023-08-31,-1.67,-1.186,-1.1585
2023-09-01,-2.12,-1.346,-1.1795
2023-09-05,-2.99,-1.6880000000000002,-1.2565
2023-09-06,-3.05,-2.128,-1.379
2023-09-07,-1.91,-2.348,-1.465
2023-09-08,-0.76,-2.166,-1.5055
2023-09-11,-0.48,-1.8380000000000003,-1.5365
2023-09-12,0.19,-1.202,-1.4979999999999998
2023-09-13,1.47,-0.298,-1.3435000000000001
2023-09-14,3.47,0.778,-1.1055
2023-09-15,3.74,1.6780000000000002,-0.861
2023-09-18,3.54,2.482,-0.6045
2023-09-19,3.48,3.1399999999999997,-0.3409999999999999
2023-09-20,3.9,3.6260000000000003,-0.0625
2023-09-21,2.02,3.336,0.1305
2023-09-22,1.26,2.84,0.2915
2023-09-25,1.14,2.3600000000000003,0.41450000000000004
2023-09-26,-2.01,1.262,0.378
2023-09-27,-3.42,-0.20199999999999996,0.2495
2023-09-28,-4.97,-1.6,0.0415
2023-09-29,-5.48,-2.9479999999999995,-0.149
2023-10-02,-8.23,-4.822,-0.4545
2023-10-03,-6.32,-5.683999999999999,-0.621
2023-10-04,-5.47,-6.093999999999999,-0.742
2023-10-05,-5.52,-6.204,-0.9225
2023-10-06,-4.97,-6.101999999999999,-1.1329999999999998
2023-10-09,-3.62,-5.179999999999999,-1.2899999999999998
2023-10-10,-2.85,-4.486,-1.442
2023-10-11,-1.89,-3.7699999999999996,-1.6099999999999999
2023-10-12,-3.92,-3.4499999999999993,-1.9794999999999998
2023-10-13,-2.69,-2.9939999999999998,-2.3009999999999997
2023-10-16,-1.31,-2.531999999999999,-2.5435
2023-10-17,-1.88,-2.3379999999999996,-2.8115
2023-10-18,-2.62,-2.4839999999999995,-3.1375
2023-10-19,-2.85,-2.2699999999999996,-3.3809999999999993
2023-10-20,-3.89,-2.5099999999999993,-3.6384999999999996
2023-10-23,-4.32,-3.1119999999999997,-3.9115
2023-10-24,-2.83,-3.3019999999999996,-3.9524999999999997
2023-10-25,-2.6,-3.2979999999999996,-3.9114999999999993
2023-10-26,-1.8,-3.0879999999999996,-3.753
2023-10-27,-2.72,-2.8539999999999996,-3.6150000000000007
2023-10-30,-2.34,-2.4579999999999997,-3.3205
2023-10-31,-1.6,-2.2119999999999993,-3.0845
2023-11-01,0.05,-1.6819999999999997,-2.8084999999999996
2023-11-02,2.47,-0.8279999999999996,-2.409
2023-11-03,2.86,0.28800000000000037,-2.0175
2023-11-06,1.2,0.9960000000000002,-1.7765
2023-11-07,0.46,1.4080000000000004,-1.6110000000000002
2023-11-08,0.29,1.4560000000000002,-1.502
2023-11-09,-0.52,0.8580000000000003,-1.332
2023-11-10,-0.44,0.19800000000000034,-1.2195
2023-11-13,-1.54,-0.34999999999999964,-1.231
2023-11-14,1.18,-0.20599999999999966,-1.078
2023-11-15,0.54,-0.15599999999999964,-0.9200000000000002
2023-11-16,2.72,0.4920000000000003,-0.6415
2023-11-17,1.99,0.9780000000000004,-0.34750000000000003
2023-11-20,1.52,1.5900000000000003,-0.05550000000000001
2023-11-21,1.82,1.7180000000000006,0.177
2023-11-22,1.73,1.9560000000000002,0.39350000000000007
2023-11-24,1.76,1.7640000000000005,0.5715
2023-11-27,2.71,1.9080000000000006,0.843
2023-11-28,3.04,2.2120000000000006,1.112
2023-11-29,2.66,2.3800000000000003,1.325
2023-11-30,3.76,2.7860000000000005,1.5105
2023-12-01,4.46,3.3260000000000005,1.61
2023-12-04,4.12,3.6079999999999997,1.673
2023-12-05,3.61,3.7220000000000004,1.7935000000000003
2023-12-06,5.53,4.296000000000001,2.047
2023-12-07,4.65,4.474000000000001,2.265
2023-12-08,4.44,4.470000000000001,2.513
2023-12-11,4.23,4.492000000000001,2.7465
2023-12-12,2.94,4.3580000000000005,2.9705000000000004
2023-12-13,6.73,4.598000000000001,3.248
2023-12-14,4.44,4.556000000000001,3.443
2023-12-15,3.51,4.370000000000001,3.4825000000000004
2023-12-18,4.32,4.388000000000001,3.599
2023-12-19,4.09,4.618,3.7275
2023-12-20,1.8,3.6320000000000006,3.7265
2023-12-21,1.34,3.012,3.707
2023-12-22,1.44,2.5980000000000003,3.6910000000000003
2023-12-26,1.45,2.024,3.628
2023-12-27,1.4,1.4860000000000002,3.5460000000000003
2023-12-28,2.49,1.624,3.5375
2023-12-29,2.43,1.8420000000000005,3.471
2024-01-02,3.43,2.2400000000000007,3.4195
2024-01-03,5.43,3.0360000000000005,3.4850000000000003
2024-01-04,4.66,3.688,3.5375000000000005
2024-01-05,4.52,4.094,3.4870000000000005
2024-01-08,5.32,4.672000000000001,3.5204999999999997
2024-01-09,4.9,4.966,3.5435000000000003
2024-01-10,4.84,4.848000000000001,3.5740000000000003
2024-01-11,3.02,4.5200000000000005,3.5780000000000003
2024-01-12,4.24,4.464,3.4534999999999996
2024-01-16,2.64,3.928000000000001,3.3634999999999997
2024-01-17,1.63,3.274,3.2695
2024-01-18,0.38,2.3820000000000006,3.0725000000000002
2024-01-19,0.64,1.9060000000000001,2.9
2024-01-22,0.45,1.1480000000000004,2.8325
2024-01-23,0.47,0.7140000000000003,2.789
2024-01-24,-0.45,0.2980000000000004,2.6945
2024-01-25,1.07,0.4360000000000003,2.6755
2024-01-26,0.88,0.4840000000000003,2.6495
2024-01-29,0.99,0.5920000000000003,2.5744999999999996
2024-01-30,1.08,0.7140000000000003,2.507
2024-01-31,1.47,1.0980000000000003,2.409
2024-02-01,2.85,1.4540000000000004,2.2800000000000002
2024-02-02,0.2,1.3180000000000005,2.057
2024-02-05,-1.9,0.7400000000000004,1.736
2024-02-06,-1.58,0.2080000000000004,1.391
2024-02-07,-2.23,-0.5319999999999996,1.0345
2024-02-08,-2.25,-1.5519999999999996,0.68
2024-02-09,-2.29,-2.05,0.41450000000000004
2024-02-12,-0.27,-1.7239999999999995,0.18900000000000003
2024-02-13,-1.43,-1.6939999999999995,-0.014499999999999968
2024-02-14,-0.99,-1.4459999999999997,-0.14549999999999996
2024-02-15,-2.42,-1.4799999999999998,-0.2855
2024-02-16,-2.92,-1.6059999999999994,-0.46349999999999997
2024-02-20,-2.11,-1.9739999999999995,-0.5914999999999999
2024-02-21,-1.11,-1.9099999999999997,-0.6705
2024-02-22,-1.76,-2.0639999999999996,-0.736
2024-02-23,-1.17,-1.8139999999999996,-0.8479999999999999
2024-02-26,-3.26,-1.8819999999999997,-1.055
2024-02-27,-2.95,-2.05,-1.252
2024-02-28,-2.44,-2.316,-1.428
2024-02-29,-1.8,-2.3239999999999994,-1.5915000000000001
2024-03-01,-2.33,-2.556,-1.8504999999999998
2024-03-04,-0.41,-1.986,-1.8809999999999998
2024-03-05,-0.73,-1.5419999999999996,-1.8225000000000002
2024-03-06,0.13,-1.0279999999999996,-1.7369999999999997
2024-03-07,1.1,-0.4479999999999996,-1.5705
2024-03-08,0.75,0.16800000000000043,-1.4205
2024-03-11,1.86,0.6220000000000004,-1.2129999999999999
2024-03-12,1.24,1.0160000000000005,-1.1374999999999997
2024-03-13,2.1,1.4100000000000006,-0.961
2024-03-14,1.28,1.4460000000000006,-0.8474999999999999
2024-03-15,0.86,1.4680000000000004,-0.6835
2024-03-18,1.34,1.3640000000000003,-0.47050000000000003
2024-03-19,2.49,1.6140000000000003,-0.24049999999999994
2024-03-20,2.52,1.6980000000000004,-0.05899999999999992
2024-03-21,2.04,1.8500000000000008,0.13100000000000006
2024-03-22,1.89,2.0560000000000005,0.2840000000000001
2024-03-25,1.84,2.156,0.539
2024-03-26,1.12,1.8820000000000008,0.7425
2024-03-27,3.71,2.12,1.05
2024-03-28,4.72,2.6560000000000006,1.3760000000000001
2024-04-01,3.72,3.0220000000000007,1.6785
2024-04-02,4.07,3.468000000000001,1.9025000000000003
2024-04-03,3.55,3.9540000000000006,2.1165
2024-04-04,2.21,3.654000000000001,2.2205
2024-04-05,2.0,3.1100000000000003,2.2655000000000003
2024-04-08,2.22,2.810000000000001,2.339
2024-04-09,2.99,2.5940000000000007,2.3954999999999997
