Date,rate_MU,rate_MU_5D,rate_MU_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-11,-16.88,-21.516000000000002,-22.804000000000002,-5.84,-6.004,-7.9955
2023-04-12,-18.65,-20.258000000000003,-22.271,-6.21,-6.029999999999999,-7.806
2023-04-13,-17.51,-18.706000000000003,-21.672,-5.01,-5.772,-7.529999999999999
2023-04-14,-17.91,-17.632,-21.2505,-5.2,-5.622,-7.337000000000001
2023-04-17,-18.01,-17.792000000000005,-20.8395,-4.88,-5.428,-7.08
2023-04-18,-18.75,-18.166000000000004,-20.529,-4.82,-5.224,-6.8595
2023-04-19,-20.29,-18.494000000000007,-20.3595,-4.83,-4.948,-6.697
2023-04-20,-19.31,-18.854000000000003,-20.111,-5.36,-5.018000000000001,-6.487
2023-04-21,-19.71,-19.214000000000006,-20.088,-5.3,-5.037999999999999,-6.2845
2023-04-24,-21.66,-19.944000000000003,-20.1505,-5.18,-5.098000000000001,-6.087
2023-04-25,-23.39,-20.872000000000003,-20.211000000000002,-6.43,-5.42,-5.9595
2023-04-26,-19.76,-20.766000000000005,-20.057,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-18.66,-20.636000000000003,-20.1245,-5.24,-5.786,-5.71
2023-04-28,-15.56,-19.806000000000004,-20.0075,-4.56,-5.638,-5.5715
2023-05-01,-17.7,-19.014000000000003,-19.819,-4.51,-5.504,-5.4944999999999995
2023-05-02,-18.28,-17.992,-19.6365,-5.49,-5.316,-5.4910000000000005
2023-05-03,-19.54,-17.948,-19.366500000000002,-6.08,-5.176,-5.4910000000000005
2023-05-04,-20.05,-18.226000000000003,-19.1055,-6.71,-5.47,-5.5115
2023-05-05,-19.13,-18.940000000000005,-18.898000000000003,-5.15,-5.588,-5.471500000000001
2023-05-08,-19.59,-19.318000000000005,-19.017,-5.11,-5.708,-5.4345
2023-05-09,-19.51,-19.564,-19.1485,-5.5,-5.71,-5.4174999999999995
2023-05-10,-20.73,-19.802000000000003,-19.2525,-5.1,-5.514,-5.362
2023-05-11,-18.63,-19.518000000000004,-19.308500000000002,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-19.52,-19.596,-19.389,-5.35,-5.258,-5.3805000000000005
2023-05-15,-14.71,-18.620000000000005,-19.224,-5.04,-5.244,-5.3885
2023-05-16,-15.89,-17.896000000000004,-19.081,-5.65,-5.274,-5.430000000000001
2023-05-17,-14.34,-16.618000000000002,-18.783499999999997,-4.56,-5.166,-5.416500000000001
2023-05-18,-10.88,-15.068000000000003,-18.362,-3.65,-4.85,-5.331
2023-05-19,-10.09,-13.182000000000006,-17.881,-3.8,-4.54,-5.255999999999999
2023-05-22,-12.63,-12.766000000000002,-17.4295,-3.74,-4.28,-5.184
2023-05-23,-12.92,-12.172000000000002,-16.906,-4.8,-4.109999999999999,-5.1025
2023-05-24,-12.23,-11.750000000000004,-16.5295,-5.51,-4.3,-5.039
2023-05-25,-8.19,-11.212000000000003,-16.005999999999997,-4.7,-4.51,-5.012
2023-05-26,-2.53,-9.700000000000003,-15.354500000000002,-3.48,-4.446,-4.958
2023-05-30,-5.46,-8.266000000000002,-14.742499999999998,-3.45,-4.388,-4.905
2023-05-31,-10.04,-7.690000000000002,-14.3305,-3.96,-4.220000000000001,-4.8285
2023-06-01,-8.69,-6.982000000000002,-13.788,-2.99,-3.716,-4.674
2023-06-02,-8.59,-7.062000000000003,-13.215,-1.6,-3.096,-4.4185
2023-06-05,-10.42,-8.640000000000002,-12.7795,-1.79,-2.758,-4.250500000000001
2023-06-06,-10.72,-9.692000000000002,-12.336,-1.59,-2.386,-4.0745
2023-06-07,-11.35,-9.954000000000002,-11.927999999999999,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-13.64,-10.944000000000003,-11.5735,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-13.5,-11.926000000000002,-11.317,-1.17,-1.558,-3.5035000000000003
2023-06-12,-10.84,-12.010000000000003,-10.883,-0.27,-1.254,-3.2495
2023-06-13,-10.29,-11.924000000000003,-10.662,0.38,-0.86,-2.9785
2023-06-14,-8.64,-11.382000000000003,-10.2995,0.45,-0.388,-2.6735
2023-06-15,-9.04,-10.462000000000003,-10.0345,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-10.56,-9.874000000000004,-10.0185,1.35,0.7260000000000001,-2.1095
2023-06-20,-11.56,-10.018000000000002,-10.092,0.89,0.958,-1.875
2023-06-21,-13.01,-10.562000000000003,-10.111,0.35,0.9520000000000002,-1.6705
2023-06-22,-12.42,-11.318000000000001,-10.086,0.71,1.004,-1.395
2023-06-23,-13.7,-12.250000000000004,-10.1595,-0.04,0.652,-1.1215
2023-06-26,-13.47,-12.832000000000003,-10.4235,-0.45,0.292,-0.909
2023-06-27,-11.71,-12.862000000000004,-10.8825,0.64,0.242,-0.7030000000000001
2023-06-28,-11.34,-12.528000000000002,-11.176499999999999,0.69,0.30999999999999994,-0.496
2023-06-29,-14.95,-13.034000000000002,-11.422,0.68,0.304,-0.26400000000000007
2023-06-30,-16.56,-13.606000000000003,-11.8155,1.85,0.682,-0.022
2023-07-03,-15.2,-13.952000000000004,-12.145999999999999,2.0,1.1720000000000002,0.158
2023-07-05,-17.6,-15.13,-12.504999999999999,1.78,1.4,0.3365
2023-07-06,-18.69,-16.6,-12.9035,0.97,1.456,0.46449999999999997
2023-07-07,-19.44,-17.498,-13.308000000000002,0.74,1.468,0.597
2023-07-10,-17.05,-17.596000000000004,-13.4785,1.01,1.3,0.7140000000000001
2023-07-11,-15.58,-17.672000000000004,-13.5825,1.65,1.23,0.8550000000000001
2023-07-12,-15.33,-17.218000000000007,-13.807000000000002,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-14.35,-16.35,-14.01,3.26,1.8199999999999998,1.1345
2023-07-14,-14.95,-15.452000000000004,-14.3255,3.18,2.308,1.2710000000000001
2023-07-17,-13.53,-14.748000000000001,-14.55,3.53,2.812,1.3615
2023-07-18,-13.82,-14.396000000000004,-14.713,4.31,3.344,1.5095
2023-07-19,-13.79,-14.088000000000003,-14.8245,4.53,3.7619999999999996,1.6915
2023-07-20,-14.15,-14.048000000000002,-14.881499999999999,3.86,3.882,1.8669999999999998
2023-07-21,-12.88,-13.634000000000004,-14.904499999999999,3.87,4.0200000000000005,2.025
2023-07-24,-13.1,-13.548000000000002,-14.874500000000001,4.3,4.1739999999999995,2.242
2023-07-25,-12.84,-13.352000000000004,-14.843,4.56,4.224,2.4925
2023-07-26,-10.59,-12.712000000000003,-14.787,4.58,4.234,2.6895
2023-07-27,-5.71,-11.024000000000004,-14.505500000000001,3.99,4.26,2.8545000000000003
2023-07-28,-5.54,-9.556000000000003,-14.035000000000002,4.84,4.454,3.0625
2023-07-31,-5.29,-7.994000000000002,-13.4715,5.01,4.595999999999999,3.2205
2023-08-01,-6.0,-6.626000000000003,-13.011500000000002,4.66,4.616,3.3534999999999995
2023-08-02,-9.36,-6.380000000000003,-12.5995,3.53,4.406000000000001,3.441
2023-08-03,-8.05,-6.848000000000003,-12.0675,3.31,4.27,3.558
2023-08-04,-7.1,-7.160000000000004,-11.4505,2.92,3.886,3.6670000000000003
2023-08-07,-7.79,-7.660000000000002,-10.9875,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-9.5,-8.360000000000003,-10.683499999999999,3.32,3.342,3.8815
2023-08-09,-10.44,-8.576000000000004,-10.439,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-11.68,-9.302000000000003,-10.305499999999999,2.89,3.1220000000000003,3.8835
2023-08-11,-12.74,-10.430000000000003,-10.195,2.83,3.104,3.8659999999999997
2023-08-14,-8.87,-10.646000000000004,-9.962,3.23,3.024,3.851
2023-08-15,-11.57,-11.060000000000004,-9.8495,2.44,2.848,3.7574999999999994
2023-08-16,-12.58,-11.488000000000003,-9.789,1.94,2.666,3.6279999999999992
2023-08-17,-13.18,-11.788000000000002,-9.7405,1.39,2.366,3.5044999999999993
2023-08-18,-13.16,-11.872000000000003,-9.7545,1.45,2.09,3.3835
2023-08-21,-12.82,-12.662000000000003,-9.7405,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-13.32,-13.012000000000004,-9.764500000000002,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-11.7,-12.836000000000002,-9.82,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-13.06,-12.812000000000003,-10.1875,1.53,1.8039999999999998,2.8905
2023-08-25,-13.04,-12.788000000000004,-10.5625,1.97,1.908,2.747
2023-08-28,-11.59,-12.542000000000003,-10.8775,2.41,2.0100000000000002,2.617
2023-08-29,-10.36,-11.950000000000003,-11.0955,3.38,2.3440000000000003,2.553
2023-08-30,-9.09,-11.428000000000003,-11.082,3.66,2.59,2.5595
2023-08-31,-7.42,-10.300000000000002,-11.0505,3.58,3.0,2.573
2023-09-01,-6.87,-9.066000000000003,-11.039,3.65,3.336,2.6094999999999997
2023-09-05,-6.96,-8.140000000000004,-10.9975,3.35,3.524,2.5955
2023-09-06,-6.83,-7.434000000000003,-10.864,2.76,3.4,2.5675
2023-09-07,-7.48,-7.112000000000004,-10.716,2.49,3.166,2.5495
2023-09-08,-7.09,-7.046000000000004,-10.4865,2.62,2.974,2.5360000000000005
2023-09-11,-7.28,-7.128000000000003,-10.2135,3.26,2.896,2.5575
2023-09-12,-6.92,-7.120000000000003,-10.116,2.72,2.77,2.532
2023-09-13,-6.22,-6.998000000000003,-9.8485,2.84,2.786,2.5520000000000005
2023-09-14,-5.0,-6.5020000000000024,-9.4695,3.7,3.028,2.6399999999999997
2023-09-15,-7.48,-6.580000000000003,-9.1845,2.45,2.9939999999999998,2.693
2023-09-18,-6.67,-6.458000000000003,-8.860000000000001,2.56,2.854,2.7485
2023-09-19,-6.4,-6.354000000000004,-8.538999999999998,2.36,2.782,2.7715000000000005
2023-09-20,-7.75,-6.660000000000004,-8.260499999999999,1.42,2.498,2.757
2023-09-21,-10.07,-7.674000000000004,-8.179,-0.2,1.718,2.6255
2023-09-22,-8.79,-7.936000000000003,-7.9655000000000005,-0.44,1.1400000000000001,2.527
2023-09-25,-9.18,-8.438000000000004,-7.772500000000001,-0.03,0.622,2.4270000000000005
2023-09-26,-10.02,-9.162000000000003,-7.694,-1.48,-0.146,2.2325
2023-09-27,-9.67,-9.546000000000003,-7.6594999999999995,-1.46,-0.722,1.9904999999999997
2023-09-28,-13.63,-10.258000000000003,-7.8865,-1.26,-0.9339999999999999,1.7445
2023-09-29,-9.91,-10.482000000000003,-8.011,-1.49,-1.1440000000000001,1.491
2023-10-02,-9.81,-10.608000000000002,-8.158,-1.47,-1.432,1.2349999999999999
2023-10-03,-9.98,-10.600000000000003,-8.309,-2.77,-1.69,0.929
2023-10-04,-9.61,-10.588000000000003,-8.448,-2.07,-1.812,0.6875
2023-10-05,-8.38,-9.538000000000002,-8.493,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-7.19,-8.994000000000003,-8.498000000000001,-1.01,-1.8939999999999997,0.274
2023-10-09,-7.82,-8.596000000000004,-8.525,-0.36,-1.672,0.09300000000000001
2023-10-10,-8.36,-8.272000000000002,-8.597,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-6.86,-7.722000000000003,-8.629,0.56,-0.564,-0.14999999999999997
2023-10-12,-7.46,-7.538000000000002,-8.751999999999999,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-8.17,-7.7340000000000035,-8.7865,-0.55,-0.048,-0.48650000000000004
2023-10-16,-8.35,-7.840000000000003,-8.8705,0.47,0.118,-0.591
2023-10-17,-8.45,-7.858000000000002,-8.973,0.48,0.186,-0.6849999999999999
2023-10-18,-8.27,-8.140000000000004,-8.999,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-10.39,-8.726000000000003,-9.014999999999999,-1.68,-0.426,-0.8724999999999999
2023-10-20,-10.8,-9.252000000000002,-9.1155,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-11.25,-9.832000000000003,-9.219,-3.06,-1.6,-1.1465
2023-10-24,-9.68,-10.078000000000003,-9.202000000000002,-2.34,-2.164,-1.1895
2023-10-25,-11.75,-10.774000000000004,-9.306000000000001,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-14.35,-11.566000000000004,-9.342,-4.87,-3.372,-1.482
2023-10-27,-12.87,-11.980000000000002,-9.49,-5.28,-3.85,-1.6715
2023-10-30,-12.32,-12.194000000000003,-9.6155,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-11.26,-12.510000000000002,-9.6795,-3.59,-4.319999999999999,-1.847
2023-11-01,-7.76,-11.712000000000003,-9.587,-2.49,-4.078,-1.8679999999999999
2023-11-02,-6.41,-10.124000000000002,-9.4885,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-3.63,-8.276000000000003,-9.310500000000001,0.19,-2.15,-1.7355
2023-11-06,-3.19,-6.450000000000003,-9.079,0.38,-1.242,-1.6985000000000003
2023-11-07,-3.34,-4.866000000000003,-8.828,0.65,-0.394,-1.673
2023-11-08,-4.02,-4.118000000000003,-8.686,0.73,0.25,-1.6644999999999999
2023-11-09,-2.33,-3.3020000000000023,-8.4295,-0.01,0.388,-1.6635000000000002
2023-11-10,0.02,-2.572000000000003,-8.02,1.52,0.654,-1.56
2023-11-13,-0.75,-2.0840000000000027,-7.639999999999999,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,2.41,-0.9340000000000028,-7.0969999999999995,3.34,1.4,-1.3695
2023-11-15,2.37,0.3439999999999972,-6.5649999999999995,3.57,1.968,-1.1485
2023-11-16,1.75,1.1599999999999973,-5.958,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,2.92,1.739999999999997,-5.272,3.86,3.18,-0.5415000000000001
2023-11-20,4.32,2.753999999999997,-4.493499999999999,4.63,3.822,-0.15700000000000008
2023-11-21,1.8,2.631999999999997,-3.9195,4.36,4.026,0.17799999999999994
2023-11-22,2.31,2.619999999999997,-3.2165,4.81,4.273999999999999,0.6034999999999999
2023-11-24,2.01,2.6719999999999975,-2.3985,4.87,4.505999999999999,1.0905
2023-11-27,2.85,2.6579999999999973,-1.6124999999999996,4.69,4.672,1.589
2023-11-28,1.29,2.051999999999997,-0.9319999999999998,4.79,4.704,2.0364999999999998
2023-11-29,1.93,2.077999999999997,-0.2724999999999999,4.72,4.776000000000001,2.452
2023-11-30,1.29,1.873999999999997,0.18000000000000008,5.12,4.837999999999999,2.8325
2023-12-01,1.06,1.683999999999997,0.5535000000000001,5.62,4.988,3.1485
2023-12-04,-0.75,0.9639999999999972,0.6975000000000001,5.11,5.072,3.3945
2023-12-05,-1.48,0.40999999999999714,0.783,5.08,5.130000000000001,3.6295
2023-12-06,-2.16,-0.40800000000000286,0.842,4.72,5.13,3.8329999999999997
2023-12-07,-1.53,-0.9720000000000029,0.9664999999999999,5.4,5.186,4.0665
2023-12-08,0.06,-1.1720000000000028,1.086,5.77,5.215999999999999,4.3555
2023-12-11,3.51,-0.32000000000000284,1.2605,6.12,5.418,4.585500000000001
2023-12-12,3.92,0.759999999999997,1.4940000000000002,6.6,5.7219999999999995,4.8445
2023-12-13,5.7,2.331999999999997,1.6585,7.92,6.362,5.0735
2023-12-14,8.31,4.299999999999997,1.9555,8.21,6.9239999999999995,5.3055
2023-12-15,7.46,5.779999999999997,2.241,8.06,7.382000000000001,5.523
2023-12-18,7.63,6.6039999999999965,2.4765,8.62,7.882,5.761
2023-12-19,8.36,7.4919999999999956,2.6785,9.16,8.394,5.9875
2023-12-20,4.17,7.185999999999997,2.7969999999999997,7.51,8.312,6.1450000000000005
2023-12-21,12.35,7.993999999999997,3.2990000000000004,8.36,8.341999999999999,6.3225
2023-12-22,13.57,9.215999999999998,3.8770000000000002,8.57,8.443999999999999,6.5075
2023-12-26,14.25,10.539999999999997,4.447000000000001,8.94,8.508,6.720000000000001
2023-12-27,13.77,11.621999999999996,5.071,9.1,8.495999999999999,6.9355
2023-12-28,12.97,13.381999999999996,5.622999999999999,9.11,8.815999999999999,7.154999999999999
2023-12-29,12.18,13.347999999999995,6.1674999999999995,8.87,8.918000000000001,7.342499999999999
2024-01-02,8.41,12.315999999999997,6.534999999999999,8.16,8.836,7.469499999999999
2024-01-03,8.31,11.127999999999997,6.9879999999999995,7.53,8.553999999999998,7.5905000000000005
2024-01-04,8.89,10.151999999999997,7.5065,7.23,8.18,7.698
2024-01-05,9.85,9.527999999999997,8.107000000000001,7.36,7.830000000000001,7.83
2024-01-08,11.81,9.453999999999997,8.774,8.85,7.8260000000000005,8.0025
2024-01-09,10.0,9.771999999999997,9.271,8.62,7.918000000000001,8.145
2024-01-10,8.94,9.897999999999998,9.5425,9.22,8.256,8.3
2024-01-11,10.07,10.133999999999997,9.85,9.19,8.648,8.429499999999999
2024-01-12,8.95,9.953999999999997,10.0125,9.23,9.022,8.495000000000001
2024-01-16,11.43,9.877999999999997,10.168499999999998,8.92,9.036,8.5305
2024-01-17,9.95,9.867999999999999,10.293000000000001,8.42,8.996,8.5485
2024-01-18,11.66,10.411999999999995,10.4945,9.22,8.995999999999999,8.578500000000002
2024-01-19,14.66,11.329999999999997,10.8095,10.34,9.226,8.6375
2024-01-22,16.59,12.857999999999999,11.4305,10.55,9.49,8.7895
2024-01-23,14.52,13.475999999999996,11.538999999999998,10.83,9.872,8.913
2024-01-24,15.19,14.523999999999996,11.620000000000001,10.91,10.370000000000001,9.03
2024-01-25,16.54,15.499999999999996,11.7345,11.43,10.812000000000001,9.1545
2024-01-26,15.15,15.597999999999995,11.803500000000001,11.37,11.017999999999999,9.267999999999999
2024-01-29,16.38,15.555999999999997,11.974,12.06,11.32,9.4155
2024-01-30,12.73,15.197999999999999,12.0015,11.99,11.552,9.5715
2024-01-31,12.21,14.601999999999999,12.191500000000001,10.45,11.459999999999999,9.686
2024-02-01,11.82,13.657999999999998,12.367,11.46,11.466,9.8825
2024-02-02,12.89,13.205999999999998,12.567,12.41,11.674000000000001,10.141499999999999
2024-02-05,13.51,12.631999999999998,12.75,12.07,11.676,10.377
2024-02-06,10.49,12.183999999999997,12.684000000000001,12.35,11.748,10.552000000000001
2024-02-07,11.21,11.983999999999998,12.744499999999999,13.07,12.272,10.7745
2024-02-08,10.85,11.789999999999997,12.84,13.13,12.606,10.97
2024-02-09,11.71,11.553999999999998,12.922,13.64,12.852,11.1925
2024-02-12,11.89,11.229999999999997,13.068999999999999,13.6,13.157999999999998,11.411
2024-02-13,6.53,10.437999999999997,12.824000000000002,12.17,13.122,11.5735
2024-02-14,6.91,9.578,12.672,13.12,13.132,11.808499999999999
2024-02-15,6.66,8.739999999999998,12.422,13.8,13.266,12.0375
2024-02-16,3.92,7.181999999999998,11.885,13.28,13.193999999999999,12.1845
2024-02-20,5.47,5.897999999999998,11.328999999999999,12.73,13.02,12.2935
2024-02-21,6.48,5.887999999999997,10.927000000000001,12.83,13.151999999999997,12.3935
2024-02-22,12.16,6.937999999999997,10.7755,14.94,13.516,12.595
2024-02-23,12.27,8.059999999999997,10.562000000000001,14.99,13.754000000000001,12.773
2024-02-26,16.72,10.619999999999996,10.6405,14.61,14.02,12.934999999999999
2024-02-27,19.81,13.487999999999996,10.812000000000001,14.81,14.435999999999998,13.0725
2024-02-28,17.04,15.599999999999994,11.0275,14.65,14.8,13.2055
2024-02-29,18.21,16.809999999999995,11.3275,15.05,14.822,13.435500000000001
2024-03-01,23.66,19.087999999999997,11.919500000000001,15.81,14.986,13.653
2024-03-04,24.45,20.633999999999997,12.497499999999999,15.68,15.2,13.8165
2024-03-05,22.76,21.223999999999997,12.959999999999999,14.57,15.152000000000001,13.941500000000001
2024-03-06,24.18,22.651999999999994,13.644499999999999,15.15,15.252,14.0815
2024-03-07,28.62,24.733999999999998,14.515,16.24,15.49,14.24
2024-03-08,26.85,25.371999999999996,15.315000000000001,15.57,15.442000000000002,14.362
2024-03-11,22.81,25.043999999999997,15.870000000000001,15.48,15.402000000000001,14.454000000000002
2024-03-12,26.59,25.809999999999995,16.605,16.5,15.788,14.599
2024-03-13,22.36,25.445999999999998,17.3965,16.35,16.028,14.807999999999998
2024-03-14,18.81,23.483999999999998,17.991500000000002,16.14,16.008000000000003,14.958999999999998
2024-03-15,21.18,22.349999999999998,18.7175,15.48,15.989999999999998,15.043000000000001
2024-03-18,21.87,22.162,19.615,16.07,16.108,15.1825
2024-03-19,22.15,21.273999999999994,20.449,16.58,16.124000000000002,15.375
2024-03-20,25.07,21.815999999999995,21.3785,17.38,16.33,15.602500000000001
2024-03-21,42.74,26.601999999999997,22.9075,17.69,16.639999999999997,15.74
2024-03-22,43.21,31.008,24.4545,17.27,16.998,15.854
2024-03-25,52.2,37.074,26.228500000000004,17.03,17.19,15.975
2024-03-26,54.37,43.517999999999994,27.9565,16.78,17.23,16.073500000000003
2024-03-27,54.95,49.494,29.852000000000004,17.57,17.268,16.2195
2024-03-28,53.19,51.58399999999999,31.601,17.56,17.242,16.345
2024-04-01,60.45,55.032000000000004,33.4405,17.14,17.216,16.411499999999997
2024-04-02,58.46,56.28399999999999,35.141000000000005,16.47,17.104,16.451
2024-04-03,65.22,58.45399999999999,37.263999999999996,16.56,17.06,16.5505
2024-04-04,60.18,59.5,39.064,15.31,16.608,16.558500000000002
2024-04-05,59.53,60.767999999999994,40.609500000000004,16.37,16.369999999999997,16.565
2024-04-08,58.72,60.42199999999999,42.203,16.41,16.224,16.607
2024-04-09,58.37,60.403999999999996,43.981,16.55,16.240000000000002,16.6605
2024-04-10,57.9,58.94,45.546499999999995,15.5,16.028,16.6105
2024-04-11,63.71,59.646,47.614000000000004,16.27,16.22,16.6065
2024-04-12,58.25,59.39,49.586,14.8,15.906,16.5395
2024-04-15,56.99,59.044,51.3765,13.46,15.315999999999999,16.438499999999998
2024-04-16,57.4,58.85,53.153,13.26,14.658000000000001,16.298000000000002
2024-04-17,51.81,57.63199999999999,54.636,12.6,14.078,16.098999999999997
2024-04-18,47.29,54.348,55.747,12.36,13.296000000000001,15.847999999999999
2024-04-19,41.99,51.096000000000004,55.709500000000006,11.45,12.626,15.535999999999998
2024-04-22,44.41,48.58,55.769499999999994,12.38,12.41,15.2915
2024-04-23,48.32,46.763999999999996,55.5755,13.77,12.512,15.128499999999999
2024-04-24,47.53,45.908,55.23350000000001,13.69,12.73,14.974
2024-04-25,47.29,45.908,54.8505,13.23,12.904,14.757
2024-04-26,51.12,47.733999999999995,54.74699999999999,14.34,13.482,14.596
2024-04-29,50.55,48.961999999999996,54.25200000000001,14.73,13.952000000000002,14.4755
2024-04-30,48.81,49.059999999999995,53.76950000000001,12.94,13.785999999999998,14.298999999999998
2024-05-01,44.0,48.354,52.7085,12.36,13.52,14.088999999999999
2024-05-02,47.22,48.33999999999999,52.060500000000005,13.38,13.55,13.992499999999998
2024-05-03,50.11,48.138,51.5895,14.75,13.632,13.911499999999998
2024-05-06,56.75,49.378,51.491,15.88,13.862,13.885
2024-05-07,55.59,50.733999999999995,51.352,16.04,14.482,13.8595
2024-05-08,55.72,53.077999999999996,51.242999999999995,16.05,15.219999999999999,13.887
2024-05-09,53.82,54.398,50.74849999999999,16.7,15.884,13.9085
2024-05-10,58.15,56.00599999999999,50.7435,16.85,16.304000000000002,14.011000000000001
2024-05-13,60.37,56.73,50.9125,16.85,16.497999999999998,14.180499999999999
2024-05-14,62.69,58.15,51.177,17.4,16.77,14.3875
2024-05-15,66.53,60.312,51.913,18.81,17.322,14.698000000000002
2024-05-16,66.63,62.874,52.879999999999995,18.58,17.698,15.009
2024-05-17,63.3,63.903999999999996,53.945499999999996,18.76,18.08,15.374500000000001
2024-05-20,68.05,65.43999999999998,55.12750000000001,18.87,18.484,15.699000000000002
2024-05-21,66.13,66.128,56.017999999999994,19.19,18.842000000000002,15.969999999999999
2024-05-22,64.57,65.73599999999999,56.86999999999999,18.84,18.848000000000003,16.2275
2024-05-23,64.56,65.32199999999999,57.73350000000001,17.97,18.726000000000003,16.4645
2024-05-24,68.68,66.398,58.6115,18.76,18.726,16.685499999999998
2024-05-28,72.76,67.33999999999999,59.721999999999994,18.86,18.724,16.892000000000003
2024-05-29,71.36,68.386,60.8495,18.03,18.492,17.1465
2024-05-30,64.58,68.388,61.878499999999995,17.25,18.174,17.391
2024-05-31,62.93,68.06199999999998,62.664,18.26,18.232,17.635
2024-06-03,65.87,67.5,63.452,18.08,18.096,17.8015
2024-06-04,63.92,65.732,63.810500000000005,18.22,17.968,17.9185
2024-06-05,72.94,66.04799999999999,64.678,19.6,18.282000000000004,18.0965
2024-06-06,68.3,66.792,65.307,19.58,18.747999999999998,18.273
2024-06-07,69.41,68.088,66.0865,19.43,18.982,18.4095
2024-06-10,74.35,69.78399999999999,66.8965,19.81,19.328,18.557499999999997
2024-06-11,74.67,71.934,67.6115,20.08,19.7,18.719
2024-06-12,81.91,73.728,68.57249999999999,21.06,19.991999999999997,18.901999999999997
2024-06-13,84.96,77.05999999999999,69.494,21.28,20.332,19.0255
2024-06-14,82.69,79.71600000000001,70.297,21.38,20.722,19.1655
2024-06-17,90.94,83.03399999999999,71.679,22.32,21.224,19.3435
2024-06-18,98.11,87.722,73.18199999999999,22.64,21.736,19.532
2024-06-20,86.3,88.6,74.1905,22.31,21.985999999999997,19.688
2024-06-21,80.37,87.68199999999999,74.9805,22.04,22.137999999999998,19.848000000000003
2024-06-24,79.69,87.08200000000001,75.737,21.72,22.206,20.0355
2024-06-25,82.4,85.374,76.423,22.14,22.17,20.2045
2024-06-26,84.0,82.55199999999999,76.985,22.26,22.094,20.3745
2024-06-27,70.99,79.49,76.9665,22.42,22.116000000000003,20.594
2024-06-28,70.09,77.434,77.24199999999999,21.66,22.04,20.814500000000002
2024-07-01,68.93,75.28200000000001,77.542,21.54,22.003999999999998,20.9785
2024-07-02,70.29,72.85999999999999,77.763,22.15,22.006,21.182
2024-07-03,75.68,71.196,78.351,22.58,22.07,21.4
2024-07-05,69.03,70.804,78.15549999999999,23.16,22.218,21.578
2024-07-08,67.87,70.36,78.134,23.25,22.535999999999998,21.7615
2024-07-09,68.45,70.264,78.08599999999998,23.35,22.898000000000003,21.9575
2024-07-10,75.16,71.238,78.1265,24.29,23.326,22.1815
2024-07-11,67.29,69.55999999999999,77.7575,23.45,23.5,22.35
2024-07-12,71.53,70.06,77.2385,24.05,23.678,22.4995
2024-07-15,68.1,70.106,76.3955,24.34,23.896,22.652499999999996
