Date,rate_AMAT,rate_AMAT_5D,rate_AMAT_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-25,-12.09,-10.616,-8.1375,-6.43,-5.42,-5.9595
2023-04-26,-12.33,-10.62,-8.371500000000001,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-11.25,-11.047999999999998,-8.6875,-5.24,-5.786,-5.71
2023-04-28,-10.18,-11.116,-9.0395,-4.56,-5.638,-5.5715
2023-05-01,-10.03,-11.175999999999998,-9.412,-4.51,-5.504,-5.4944999999999995
2023-05-02,-10.65,-10.888,-9.799000000000001,-5.49,-5.316,-5.4910000000000005
2023-05-03,-9.76,-10.374,-10.0555,-6.08,-5.176,-5.4910000000000005
2023-05-04,-10.42,-10.208000000000002,-10.235499999999998,-6.71,-5.47,-5.5115
2023-05-05,-7.59,-9.69,-10.161999999999999,-5.15,-5.588,-5.471500000000001
2023-05-08,-7.83,-9.25,-10.1805,-5.11,-5.708,-5.4345
2023-05-09,-9.34,-8.988,-10.27,-5.5,-5.71,-5.4174999999999995
2023-05-10,-8.1,-8.656,-10.171000000000001,-5.1,-5.514,-5.362
2023-05-11,-8.06,-8.184,-10.082,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-7.57,-8.18,-9.946,-5.35,-5.258,-5.3805000000000005
2023-05-15,-3.61,-7.336,-9.5685,-5.04,-5.244,-5.3885
2023-05-16,-3.76,-6.22,-9.178,-5.65,-5.274,-5.430000000000001
2023-05-17,0.03,-4.593999999999999,-8.561,-4.56,-5.166,-5.416500000000001
2023-05-18,3.37,-2.308,-7.937,-3.65,-4.85,-5.331
2023-05-19,1.02,-0.59,-7.394,-3.8,-4.54,-5.255999999999999
2023-05-22,0.7,0.272,-6.8725,-3.74,-4.28,-5.184
2023-05-23,-0.93,0.8380000000000001,-6.314500000000001,-4.8,-4.109999999999999,-5.1025
2023-05-24,-3.11,0.20999999999999996,-5.8535,-5.51,-4.3,-5.039
2023-05-25,3.81,0.29800000000000004,-5.1005,-4.7,-4.51,-5.012
2023-05-26,8.23,1.7400000000000002,-4.18,-3.48,-4.446,-4.958
2023-05-30,8.64,3.3280000000000003,-3.2464999999999997,-3.45,-4.388,-4.905
2023-05-31,6.05,4.724,-2.4115,-3.96,-4.220000000000001,-4.8285
2023-06-01,7.11,6.768000000000001,-1.5679999999999998,-2.99,-3.716,-4.674
2023-06-02,6.95,7.396000000000001,-0.6994999999999999,-1.6,-3.096,-4.4185
2023-06-05,6.24,6.998,-0.007999999999999962,-1.79,-2.758,-4.250500000000001
2023-06-06,6.41,6.552,0.7040000000000001,-1.59,-2.386,-4.0745
2023-06-07,7.25,6.792,1.5335,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,8.2,7.01,2.3485,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,8.13,7.2459999999999996,3.1580000000000004,-1.17,-1.558,-3.5035000000000003
2023-06-12,11.21,8.24,4.097,-0.27,-1.254,-3.2495
2023-06-13,12.62,9.482,4.9085,0.38,-0.86,-2.9785
2023-06-14,12.13,10.458,5.703,0.45,-0.388,-2.6735
2023-06-15,11.29,11.076,6.266,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,10.36,11.522,6.6155,1.35,0.7260000000000001,-2.1095
2023-06-20,10.03,11.285999999999998,7.066,0.89,0.958,-1.875
2023-06-21,8.57,10.475999999999999,7.4595,0.35,0.9520000000000002,-1.6705
2023-06-22,10.35,10.12,8.0235,0.71,1.004,-1.395
2023-06-23,8.09,9.48,8.583499999999999,-0.04,0.652,-1.1215
2023-06-26,11.04,9.616,8.945,-0.45,0.292,-0.909
2023-06-27,15.59,10.727999999999998,9.312999999999999,0.64,0.242,-0.7030000000000001
2023-06-28,13.89,11.791999999999998,9.5755,0.69,0.30999999999999994,-0.496
2023-06-29,14.03,12.528,9.9745,0.68,0.304,-0.26400000000000007
2023-06-30,14.24,13.758,10.331,1.85,0.682,-0.022
2023-07-03,14.56,14.462,10.711500000000001,2.0,1.1720000000000002,0.158
2023-07-05,12.24,13.792000000000002,11.0115,1.78,1.4,0.3365
2023-07-06,10.88,13.190000000000001,11.235,0.97,1.456,0.46449999999999997
2023-07-07,10.29,12.442,11.387,0.74,1.468,0.597
2023-07-10,11.01,11.796,11.5275,1.01,1.3,0.7140000000000001
2023-07-11,8.74,10.632000000000001,11.558,1.65,1.23,0.8550000000000001
2023-07-12,9.75,10.134,11.485000000000001,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,12.59,10.475999999999999,11.483500000000001,3.26,1.8199999999999998,1.1345
2023-07-14,12.65,10.948,11.5095,3.18,2.308,1.2710000000000001
2023-07-17,14.74,11.693999999999999,11.681999999999999,3.53,2.812,1.3615
2023-07-18,13.97,12.74,11.8625,4.31,3.344,1.5095
2023-07-19,11.87,13.163999999999998,11.9545,4.53,3.7619999999999996,1.6915
2023-07-20,5.9,11.825999999999999,11.821000000000002,3.86,3.882,1.8669999999999998
2023-07-21,7.72,10.84,11.6895,3.87,4.0200000000000005,2.025
2023-07-24,9.23,9.738,11.746500000000001,4.3,4.1739999999999995,2.242
2023-07-25,10.56,9.056000000000001,11.7225,4.56,4.224,2.4925
2023-07-26,9.75,8.632000000000001,11.4305,4.58,4.234,2.6895
2023-07-27,15.29,10.510000000000002,11.500499999999999,3.99,4.26,2.8545000000000003
2023-07-28,19.8,12.925999999999998,11.789,4.84,4.454,3.0625
2023-07-31,19.54,14.988,12.053999999999998,5.01,4.595999999999999,3.2205
2023-08-01,19.94,16.863999999999997,12.322999999999999,4.66,4.616,3.3534999999999995
2023-08-02,15.88,18.09,12.505,3.53,4.406000000000001,3.441
2023-08-03,16.25,18.282,12.773500000000002,3.31,4.27,3.558
2023-08-04,14.61,17.244,12.989499999999998,2.92,3.886,3.6670000000000003
2023-08-07,18.22,16.98,13.35,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,16.84,16.36,13.754999999999999,3.32,3.342,3.8815
2023-08-09,15.18,16.22,14.026499999999999,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,14.86,15.941999999999998,14.14,2.89,3.1220000000000003,3.8835
2023-08-11,11.49,15.317999999999998,14.081999999999999,2.83,3.104,3.8659999999999997
2023-08-14,13.27,14.328,14.008499999999998,3.23,3.024,3.851
2023-08-15,12.29,13.417999999999997,13.9245,2.44,2.848,3.7574999999999994
2023-08-16,11.29,12.64,13.895499999999998,1.94,2.666,3.6279999999999992
2023-08-17,10.93,11.854000000000001,14.147,1.39,2.366,3.5044999999999993
2023-08-18,13.69,12.294,14.4455,1.45,2.09,3.3835
2023-08-21,17.01,13.041999999999998,14.8345,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,16.53,13.89,15.133,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,16.61,14.953999999999999,15.475999999999999,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,13.72,15.512,15.397499999999999,1.53,1.8039999999999998,2.8905
2023-08-25,14.69,15.712,15.142,1.97,1.908,2.747
2023-08-28,15.25,15.36,14.927499999999998,2.41,2.0100000000000002,2.617
2023-08-29,17.64,15.581999999999999,14.8125,3.38,2.3440000000000003,2.553
2023-08-30,18.16,15.892,14.926499999999999,3.66,2.59,2.5595
2023-08-31,19.11,16.97,15.0695,3.58,3.0,2.573
2023-09-01,19.37,17.906,15.3075,3.65,3.336,2.6094999999999997
2023-09-05,19.17,18.69,15.355,3.35,3.524,2.5955
2023-09-06,18.89,18.94,15.457500000000001,2.76,3.4,2.5675
2023-09-07,15.38,18.384,15.467500000000001,2.49,3.166,2.5495
2023-09-08,14.86,17.534,15.467500000000001,2.62,2.974,2.5360000000000005
2023-09-11,14.25,16.509999999999998,15.605500000000001,3.26,2.896,2.5575
2023-09-12,12.17,15.11,15.5505,2.72,2.77,2.532
2023-09-13,12.63,13.858,15.5675,2.84,2.786,2.5520000000000005
2023-09-14,12.63,13.307999999999998,15.634500000000003,3.7,3.028,2.6399999999999997
2023-09-15,7.82,11.9,15.479000000000003,2.45,2.9939999999999998,2.693
2023-09-18,9.36,10.922,15.2625,2.56,2.854,2.7485
2023-09-19,7.39,9.966,14.7815,2.36,2.782,2.7715000000000005
2023-09-20,6.82,8.804,14.296000000000001,1.42,2.498,2.757
2023-09-21,5.46,7.37,13.738499999999998,-0.2,1.718,2.6255
2023-09-22,6.21,7.048,13.363000000000003,-0.44,1.1400000000000001,2.527
2023-09-25,6.53,6.481999999999999,12.955000000000002,-0.03,0.622,2.4270000000000005
2023-09-26,4.59,5.922,12.422,-1.48,-0.146,2.2325
2023-09-27,5.35,5.628,11.807500000000001,-1.46,-0.722,1.9904999999999997
2023-09-28,7.79,6.093999999999999,11.289,-1.26,-0.9339999999999999,1.7445
2023-09-29,7.97,6.446000000000001,10.732,-1.49,-1.1440000000000001,1.491
2023-10-02,8.62,6.864,10.1945,-1.47,-1.432,1.2349999999999999
2023-10-03,6.48,7.242,9.56,-2.77,-1.69,0.929
2023-10-04,8.46,7.864,9.038499999999999,-2.07,-1.812,0.6875
2023-10-05,8.44,7.994,8.6915,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,9.22,8.244,8.409500000000001,-1.01,-1.8939999999999997,0.274
2023-10-09,9.11,8.342,8.1525,-0.36,-1.672,0.09300000000000001
2023-10-10,10.08,9.062000000000001,8.048,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,10.68,9.506,7.9505,0.56,-0.564,-0.14999999999999997
2023-10-12,12.86,10.39,7.962000000000001,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,9.88,10.522,8.065000000000001,-0.55,-0.048,-0.48650000000000004
2023-10-16,9.77,10.654,8.0855,0.47,0.118,-0.591
2023-10-17,11.1,10.857999999999999,8.271,0.48,0.186,-0.6849999999999999
2023-10-18,10.12,10.746,8.436,-0.85,-0.09600000000000002,-0.7985
2023-10-19,4.67,9.108,8.3965,-1.68,-0.426,-0.8724999999999999
2023-10-20,4.43,8.018,8.307500000000001,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,4.52,6.967999999999999,8.206999999999999,-3.06,-1.6,-1.1465
2023-10-24,5.04,5.755999999999999,8.2295,-2.34,-2.164,-1.1895
2023-10-25,1.32,3.9959999999999996,8.028,-3.7,-2.7340000000000004,-1.3015
2023-10-26,1.89,3.44,7.733000000000001,-4.87,-3.372,-1.482
2023-10-27,2.24,3.002,7.446499999999999,-5.28,-3.85,-1.6715
2023-10-30,2.03,2.504,7.117,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,3.06,2.1079999999999997,6.946,-3.59,-4.319999999999999,-1.847
2023-11-01,5.24,2.8920000000000003,6.785000000000001,-2.49,-4.078,-1.8679999999999999
2023-11-02,7.69,4.052,6.7475,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,8.63,5.33,6.718000000000001,0.19,-2.15,-1.7355
2023-11-06,9.1,6.744,6.717499999999999,0.38,-1.242,-1.6985000000000003
2023-11-07,10.16,8.164,6.721500000000001,0.65,-0.394,-1.673
2023-11-08,12.07,9.53,6.7909999999999995,0.73,0.25,-1.6644999999999999
2023-11-09,11.26,10.244,6.711,-0.01,0.388,-1.6635000000000002
2023-11-10,17.03,11.924000000000001,7.0685,1.52,0.654,-1.56
2023-11-13,16.3,13.363999999999999,7.394999999999999,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,19.65,15.262,7.8225,3.34,1.4,-1.3695
2023-11-15,20.64,16.976,8.3485,3.57,1.968,-1.1485
2023-11-16,20.21,18.766000000000002,9.125499999999999,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,15.42,18.444,9.675,3.86,3.18,-0.5415000000000001
2023-11-20,18.49,18.881999999999998,10.373500000000002,4.63,3.822,-0.15700000000000008
2023-11-21,16.3,18.212,10.936499999999999,4.36,4.026,0.17799999999999994
2023-11-22,16.45,17.374000000000002,11.693000000000001,4.81,4.273999999999999,0.6034999999999999
2023-11-24,17.02,16.735999999999997,12.4495,4.87,4.505999999999999,1.0905
2023-11-27,17.33,17.118000000000002,13.203999999999999,4.69,4.672,1.589
2023-11-28,15.36,16.491999999999997,13.870499999999998,4.79,4.704,2.0364999999999998
2023-11-29,16.29,16.49,14.532,4.72,4.776000000000001,2.452
2023-11-30,16.59,16.518,15.0995,5.12,4.837999999999999,2.8325
2023-12-01,17.56,16.625999999999998,15.593,5.62,4.988,3.1485
2023-12-04,15.22,16.204,15.922500000000003,5.11,5.072,3.3945
2023-12-05,13.66,15.863999999999999,16.1505,5.08,5.130000000000001,3.6295
2023-12-06,12.58,15.122,16.271499999999996,4.72,5.13,3.8329999999999997
2023-12-07,15.31,14.866,16.4335,5.4,5.186,4.0665
2023-12-08,14.82,14.318000000000001,16.6115,5.77,5.215999999999999,4.3555
2023-12-11,20.3,15.334,16.775,6.12,5.418,4.585500000000001
2023-12-12,21.87,16.976000000000003,17.0535,6.6,5.7219999999999995,4.8445
2023-12-13,21.7,18.8,17.156,7.92,6.362,5.0735
2023-12-14,25.29,20.796,17.3885,8.21,6.9239999999999995,5.3055
2023-12-15,25.45,22.922,17.6505,8.06,7.382000000000001,5.523
2023-12-18,24.25,23.712,18.092,8.62,7.882,5.761
2023-12-19,25.75,24.488,18.455,9.16,8.394,5.9875
2023-12-20,21.62,24.472,18.720999999999997,7.51,8.312,6.1450000000000005
2023-12-21,25.03,24.419999999999998,19.15,8.36,8.341999999999999,6.3225
2023-12-22,25.54,24.438,19.576,8.57,8.443999999999999,6.5075
2023-12-26,27.24,25.035999999999998,20.0715,8.94,8.508,6.720000000000001
2023-12-27,27.18,25.322,20.6625,9.1,8.495999999999999,6.9355
2023-12-28,26.35,26.268,21.1655,9.11,8.815999999999999,7.154999999999999
2023-12-29,25.55,26.372000000000003,21.6135,8.87,8.918000000000001,7.342499999999999
2024-01-02,19.32,25.128,21.701500000000003,8.16,8.836,7.469499999999999
2024-01-03,17.09,23.098000000000003,21.794999999999998,7.53,8.553999999999998,7.5905000000000005
2024-01-04,15.46,20.753999999999998,21.884999999999998,7.23,8.18,7.698
2024-01-05,15.22,18.528,22.017000000000003,7.36,7.830000000000001,7.83
2024-01-08,17.19,16.856,22.111,8.85,7.8260000000000005,8.0025
2024-01-09,16.78,16.348000000000003,22.208999999999996,8.62,7.918000000000001,8.145
2024-01-10,15.84,16.098,21.986,9.22,8.256,8.3
2024-01-11,17.49,16.504,21.767000000000003,9.19,8.648,8.429499999999999
2024-01-12,16.95,16.85,21.5295,9.23,9.022,8.495000000000001
2024-01-16,18.89,17.19,21.2095,8.92,9.036,8.5305
2024-01-17,18.58,17.549999999999997,20.866,8.42,8.996,8.5485
2024-01-18,23.96,19.174,20.8515,9.22,8.995999999999999,8.578500000000002
2024-01-19,29.81,21.637999999999998,21.0545,10.34,9.226,8.6375
2024-01-22,30.09,24.266,21.478,10.55,9.49,8.7895
2024-01-23,29.13,26.314,21.683,10.83,9.872,8.913
2024-01-24,34.59,29.516000000000002,22.1355,10.91,10.370000000000001,9.03
2024-01-25,33.43,31.410000000000004,22.445,11.43,10.812000000000001,9.1545
2024-01-26,29.01,31.25,22.5365,11.37,11.017999999999999,9.267999999999999
2024-01-29,30.23,31.278000000000002,22.7305,12.06,11.32,9.4155
2024-01-30,28.5,31.152000000000005,22.878000000000004,11.99,11.552,9.5715
2024-01-31,27.01,29.636000000000003,23.2625,10.45,11.459999999999999,9.686
2024-02-01,28.55,28.660000000000004,23.835500000000003,11.46,11.466,9.8825
2024-02-02,29.46,28.75,24.535500000000003,12.41,11.674000000000001,10.141499999999999
2024-02-05,31.66,29.036,25.357499999999998,12.07,11.676,10.377
2024-02-06,30.11,29.358000000000004,26.003500000000003,12.35,11.748,10.552000000000001
2024-02-07,31.54,30.264,26.741500000000002,13.07,12.272,10.7745
2024-02-08,33.48,31.25,27.6235,13.13,12.606,10.97
2024-02-09,41.22,33.602,28.810000000000002,13.64,12.852,11.1925
2024-02-12,41.03,35.476,30.014000000000003,13.6,13.157999999999998,11.411
2024-02-13,37.35,36.92399999999999,30.937,12.17,13.122,11.5735
2024-02-14,41.49,38.914,32.0825,13.12,13.132,11.808499999999999
2024-02-15,42.52,40.722,33.0105,13.8,13.266,12.0375
2024-02-16,50.9,42.658,34.065000000000005,13.28,13.193999999999999,12.1845
2024-02-20,43.56,43.164,34.7385,12.73,13.02,12.2935
2024-02-21,44.4,44.574,35.502,12.83,13.151999999999997,12.3935
2024-02-22,51.02,46.480000000000004,36.3235,14.94,13.516,12.595
2024-02-23,49.21,47.818,37.1125,14.99,13.754000000000001,12.773
2024-02-26,53.71,48.379999999999995,38.347500000000004,14.61,14.02,12.934999999999999
2024-02-27,53.22,50.312,39.497,14.81,14.435999999999998,13.0725
2024-02-28,49.48,51.327999999999996,40.54600000000001,14.65,14.8,13.2055
2024-02-29,52.35,51.59400000000001,41.813,15.05,14.822,13.435500000000001
2024-03-01,57.4,53.23199999999999,43.2555,15.81,14.986,13.653
2024-03-04,56.87,53.864,44.626000000000005,15.68,15.2,13.8165
2024-03-05,55.36,54.291999999999994,45.811,14.57,15.152000000000001,13.941500000000001
2024-03-06,58.8,56.15599999999999,47.2455,15.15,15.252,14.0815
2024-03-07,59.11,57.507999999999996,48.624,16.24,15.49,14.24
2024-03-08,54.05,56.838,49.652499999999996,15.57,15.442000000000002,14.362
2024-03-11,51.03,55.669999999999995,50.142999999999994,15.48,15.402000000000001,14.454000000000002
2024-03-12,53.65,55.327999999999996,50.774,16.5,15.788,14.599
2024-03-13,50.44,53.65599999999999,51.4285,16.35,16.028,14.807999999999998
2024-03-14,50.58,51.95,51.882999999999996,16.14,16.008000000000003,14.958999999999998
2024-03-15,49.04,50.94799999999999,52.20899999999999,15.48,15.989999999999998,15.043000000000001
2024-03-18,50.56,50.854,52.19199999999999,16.07,16.108,15.1825
2024-03-19,51.02,50.328,52.565,16.58,16.124000000000002,15.375
2024-03-20,53.77,50.99400000000001,53.03349999999999,17.38,16.33,15.602500000000001
2024-03-21,58.01,52.48,53.382999999999996,17.69,16.639999999999997,15.74
2024-03-22,57.6,54.19200000000001,53.802499999999995,17.27,16.998,15.854
2024-03-25,56.28,55.336,53.931,17.03,17.19,15.975
2024-03-26,54.95,56.122,54.0175,16.78,17.23,16.073500000000003
2024-03-27,55.94,56.556000000000004,54.3405,17.57,17.268,16.2195
2024-03-28,54.62,55.878,54.45400000000001,17.56,17.242,16.345
2024-04-01,55.48,55.45399999999999,54.35799999999999,17.14,17.216,16.411499999999997
2024-04-02,53.57,54.912,54.193000000000005,16.47,17.104,16.451
2024-04-03,54.51,54.824,54.1505,16.56,17.06,16.5505
2024-04-04,51.57,53.95,53.789,15.31,16.608,16.558500000000002
2024-04-05,54.86,53.998000000000005,53.576499999999996,16.37,16.369999999999997,16.565
2024-04-08,55.74,54.05,53.661,16.41,16.224,16.607
2024-04-09,56.75,54.686,53.947,16.55,16.240000000000002,16.6605
2024-04-10,55.89,54.962,54.05899999999999,15.5,16.028,16.6105
2024-04-11,58.65,56.378,54.4695,16.27,16.22,16.6065
2024-04-12,54.86,56.378,54.6835,14.8,15.906,16.5395
2024-04-15,53.25,55.879999999999995,54.894000000000005,13.46,15.315999999999999,16.438499999999998
2024-04-16,56.07,55.74399999999999,55.169500000000006,13.26,14.658000000000001,16.298000000000002
2024-04-17,48.95,54.355999999999995,55.06600000000001,12.6,14.078,16.098999999999997
2024-04-18,44.82,51.589999999999996,54.618500000000004,12.36,13.296000000000001,15.847999999999999
2024-04-19,41.44,48.906,53.790000000000006,11.45,12.626,15.535999999999998
2024-04-22,41.21,46.498000000000005,52.970499999999994,12.38,12.41,15.2915
2024-04-23,44.01,44.086,52.357000000000006,13.77,12.512,15.128499999999999
2024-04-24,46.11,43.518,51.915,13.69,12.73,14.974
2024-04-25,47.18,43.989999999999995,51.477,13.23,12.904,14.757
2024-04-26,51.54,46.010000000000005,51.323,14.34,13.482,14.596
2024-04-29,52.94,48.356,51.196,14.73,13.952000000000002,14.4755
2024-04-30,48.03,49.160000000000004,50.919,12.94,13.785999999999998,14.298999999999998
2024-05-01,43.82,48.702,50.384499999999996,12.36,13.52,14.088999999999999
2024-05-02,46.68,48.602,50.14,13.38,13.55,13.992499999999998
2024-05-03,51.19,48.532,49.9565,14.75,13.632,13.911499999999998
2024-05-06,54.67,48.878,49.903,15.88,13.862,13.885
2024-05-07,53.54,49.98,49.7425,16.04,14.482,13.8595
2024-05-08,53.57,51.92999999999999,49.6265,16.05,15.219999999999999,13.887
2024-05-09,52.81,53.15599999999999,49.334500000000006,16.7,15.884,13.9085
2024-05-10,55.31,53.98,49.357,16.85,16.304000000000002,14.011000000000001
2024-05-13,53.03,53.652,49.346,16.85,16.497999999999998,14.180499999999999
2024-05-14,55.38,54.02,49.3115,17.4,16.77,14.3875
2024-05-15,61.03,55.512,49.9155,18.81,17.322,14.698000000000002
2024-05-16,58.48,56.646,50.5985,18.58,17.698,15.009
2024-05-17,57.04,56.992,51.378499999999995,18.76,18.08,15.374500000000001
2024-05-20,62.84,58.95399999999999,52.46,18.87,18.484,15.699000000000002
2024-05-21,62.73,60.424,53.396,19.19,18.842000000000002,15.969999999999999
2024-05-22,61.51,60.52,54.166,18.84,18.848000000000003,16.2275
2024-05-23,61.37,61.098,54.8755,17.97,18.726000000000003,16.4645
2024-05-24,63.53,62.395999999999994,55.475,18.76,18.726,16.685499999999998
2024-05-28,63.85,62.598,56.02049999999999,18.86,18.724,16.892000000000003
2024-05-29,62.18,62.488,56.727999999999994,18.03,18.492,17.1465
2024-05-30,60.33,62.251999999999995,57.5535,17.25,18.174,17.391
2024-05-31,59.25,61.827999999999996,58.181999999999995,18.26,18.232,17.635
2024-06-03,57.64,60.65,58.50450000000001,18.08,18.096,17.8015
2024-06-04,56.19,59.117999999999995,58.58050000000001,18.22,17.968,17.9185
2024-06-05,64.31,59.544000000000004,59.11900000000001,19.6,18.282000000000004,18.0965
2024-06-06,63.13,60.104000000000006,59.596999999999994,19.58,18.747999999999998,18.273
2024-06-07,63.11,60.876,60.112,19.43,18.982,18.4095
2024-06-10,67.8,62.907999999999994,60.7365,19.81,19.328,18.557499999999997
2024-06-11,69.12,65.494,61.54100000000001,20.08,19.7,18.719
2024-06-12,74.71,67.574,62.50749999999999,21.06,19.991999999999997,18.901999999999997
2024-06-13,74.64,69.876,63.188,21.28,20.332,19.0255
2024-06-14,74.26,72.106,63.977,21.38,20.722,19.1655
2024-06-17,78.5,74.24600000000001,65.05,22.32,21.224,19.3435
2024-06-18,82.13,76.848,66.0145,22.64,21.736,19.532
2024-06-20,76.41,77.188,66.6985,22.31,21.985999999999997,19.688
2024-06-21,73.08,76.876,67.277,22.04,22.137999999999998,19.848000000000003
2024-06-24,69.02,75.828,67.6595,21.72,22.206,20.0355
2024-06-25,72.26,74.58,68.096,22.14,22.17,20.2045
2024-06-26,70.72,72.298,68.4395,22.26,22.094,20.3745
2024-06-27,70.99,71.214,68.88,22.42,22.116000000000003,20.594
2024-06-28,73.51,71.3,69.539,21.66,22.04,20.814500000000002
2024-07-01,73.33,72.162,70.24300000000001,21.54,22.003999999999998,20.9785
2024-07-02,75.45,72.8,71.1335,22.15,22.006,21.182
2024-07-03,76.96,74.048,72.172,22.58,22.07,21.4
2024-07-05,76.52,75.154,72.7825,23.16,22.218,21.578
2024-07-08,78.8,76.212,73.566,23.25,22.535999999999998,21.7615
2024-07-09,82.27,78.0,74.524,23.35,22.898000000000003,21.9575
2024-07-10,84.61,79.832,75.36449999999999,24.29,23.326,22.1815
2024-07-11,75.43,79.526,75.68,23.45,23.5,22.35
2024-07-12,76.87,79.596,75.788,24.05,23.678,22.4995
