Date,rate_PG,rate_PG_5D,rate_PG_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-18,-0.8,-0.788,-2.399,-4.82,-5.224,-6.8595
2023-04-19,-0.78,-0.77,-2.1654999999999998,-4.83,-4.948,-6.697
2023-04-20,-0.99,-0.8720000000000001,-1.9395,-5.36,-5.018000000000001,-6.487
2023-04-21,1.73,-0.344,-1.571,-5.3,-5.037999999999999,-6.2845
2023-04-24,1.87,0.20600000000000004,-1.291,-5.18,-5.098000000000001,-6.087
2023-04-25,1.89,0.744,-0.985,-6.43,-5.42,-5.9595
2023-04-26,0.98,1.096,-0.7380000000000001,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,1.94,1.682,-0.4574999999999999,-5.24,-5.786,-5.71
2023-04-28,1.89,1.714,-0.20049999999999998,-4.56,-5.638,-5.5715
2023-05-01,1.94,1.7280000000000002,0.018499999999999982,-4.51,-5.504,-5.4944999999999995
2023-05-02,1.86,1.722,0.205,-5.49,-5.316,-5.4910000000000005
2023-05-03,1.75,1.8760000000000001,0.3625,-6.08,-5.176,-5.4910000000000005
2023-05-04,1.34,1.7559999999999998,0.4665,-6.71,-5.47,-5.5115
2023-05-05,1.63,1.704,0.554,-5.15,-5.588,-5.471500000000001
2023-05-08,1.22,1.56,0.6615,-5.11,-5.708,-5.4345
2023-05-09,0.38,1.264,0.7354999999999999,-5.5,-5.71,-5.4174999999999995
2023-05-10,0.55,1.024,0.8065,-5.1,-5.514,-5.362
2023-05-11,0.74,0.9040000000000001,0.8674999999999999,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,1.56,0.89,0.991,-5.35,-5.258,-5.3805000000000005
2023-05-15,1.59,0.9640000000000001,1.1145,-5.04,-5.244,-5.3885
2023-05-16,1.45,1.1780000000000002,1.2269999999999999,-5.65,-5.274,-5.430000000000001
2023-05-17,1.12,1.292,1.322,-4.56,-5.166,-5.416500000000001
2023-05-18,-0.18,1.108,1.3625,-3.65,-4.85,-5.331
2023-05-19,0.15,0.826,1.2834999999999999,-3.8,-4.54,-5.255999999999999
2023-05-22,-1.89,0.13000000000000006,1.0955,-3.74,-4.28,-5.184
2023-05-23,-2.83,-0.726,0.8595,-4.8,-4.109999999999999,-5.1025
2023-05-24,-3.54,-1.658,0.6335,-5.51,-4.3,-5.039
2023-05-25,-4.08,-2.438,0.3325,-4.7,-4.51,-5.012
2023-05-26,-4.08,-3.2840000000000003,0.03399999999999999,-3.48,-4.446,-4.958
2023-05-30,-5.37,-3.9799999999999995,-0.3315,-3.45,-4.388,-4.905
2023-05-31,-5.76,-4.566000000000001,-0.7125,-3.96,-4.220000000000001,-4.8285
2023-06-01,-4.81,-4.819999999999999,-1.0405,-2.99,-3.716,-4.674
2023-06-02,-3.24,-4.652,-1.2695,-1.6,-3.096,-4.4185
2023-06-05,-3.61,-4.558,-1.5315,-1.79,-2.758,-4.250500000000001
2023-06-06,-4.54,-4.392,-1.8195000000000001,-1.59,-2.386,-4.0745
2023-06-07,-4.34,-4.108,-2.0555,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-3.28,-3.8020000000000005,-2.247,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-3.21,-3.7959999999999994,-2.4445,-1.17,-1.558,-3.5035000000000003
2023-06-12,-3.95,-3.864,-2.7199999999999998,-0.27,-1.254,-3.2495
2023-06-13,-4.18,-3.7920000000000003,-3.0085,0.38,-0.86,-2.9785
2023-06-14,-3.29,-3.582,-3.2455,0.45,-0.388,-2.6735
2023-06-15,-1.97,-3.3200000000000003,-3.4,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-1.25,-2.928,-3.4535000000000005,1.35,0.7260000000000001,-2.1095
2023-06-20,-2.16,-2.57,-3.5690000000000004,0.89,0.958,-1.875
2023-06-21,-1.32,-1.998,-3.5405,0.35,0.9520000000000002,-1.6705
2023-06-22,-0.99,-1.5379999999999998,-3.4485,0.71,1.004,-1.395
2023-06-23,-1.96,-1.536,-3.3695,-0.04,0.652,-1.1215
2023-06-26,-1.86,-1.6580000000000001,-3.2585,-0.45,0.292,-0.909
2023-06-27,-0.94,-1.4140000000000001,-3.1014999999999997,0.64,0.242,-0.7030000000000001
2023-06-28,-0.96,-1.342,-2.881,0.69,0.30999999999999994,-0.496
2023-06-29,-1.36,-1.416,-2.661,0.68,0.304,-0.26400000000000007
2023-06-30,0.19,-0.986,-2.411,1.85,0.682,-0.022
2023-07-03,0.67,-0.4800000000000001,-2.2154999999999996,2.0,1.1720000000000002,0.158
2023-07-05,0.5,-0.192,-2.01,1.78,1.4,0.3365
2023-07-06,0.34,0.068,-1.766,0.97,1.456,0.46449999999999997
2023-07-07,-1.73,-0.005999999999999961,-1.6355,0.74,1.468,0.597
2023-07-10,-1.69,-0.38199999999999995,-1.5559999999999998,1.01,1.3,0.7140000000000001
2023-07-11,-2.2,-0.9559999999999998,-1.5055,1.65,1.23,0.8550000000000001
2023-07-12,-1.7,-1.396,-1.393,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-1.63,-1.7899999999999998,-1.2654999999999998,3.26,1.8199999999999998,1.1345
2023-07-14,-0.91,-1.6260000000000001,-1.1465,3.18,2.308,1.2710000000000001
2023-07-17,-1.61,-1.61,-1.1285,3.53,2.812,1.3615
2023-07-18,-1.42,-1.454,-1.137,4.31,3.344,1.5095
2023-07-19,-0.75,-1.2639999999999998,-1.0665,4.53,3.7619999999999996,1.6915
2023-07-20,-0.57,-1.052,-1.029,3.86,3.882,1.8669999999999998
2023-07-21,0.98,-0.6739999999999998,-0.9305000000000001,3.87,4.0200000000000005,2.025
2023-07-24,1.31,-0.08999999999999986,-0.767,4.3,4.1739999999999995,2.242
2023-07-25,1.54,0.5020000000000001,-0.597,4.56,4.224,2.4925
2023-07-26,1.65,0.982,-0.46749999999999997,4.58,4.234,2.6895
2023-07-27,0.44,1.1840000000000002,-0.3975,3.99,4.26,2.8545000000000003
2023-07-28,3.27,1.6420000000000001,-0.166,4.84,4.454,3.0625
2023-07-31,3.2,2.02,-0.01549999999999998,5.01,4.595999999999999,3.2205
2023-08-01,3.1,2.332,0.10600000000000001,4.66,4.616,3.3534999999999995
2023-08-02,3.32,2.666,0.24700000000000003,3.53,4.406000000000001,3.441
2023-08-03,3.59,3.2960000000000003,0.4095000000000001,3.31,4.27,3.558
2023-08-04,2.48,3.1380000000000003,0.62,2.92,3.886,3.6670000000000003
2023-08-07,3.54,3.2060000000000004,0.8815,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,3.62,3.31,1.1724999999999999,3.32,3.342,3.8815
2023-08-09,3.52,3.35,1.4335,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,3.14,3.2600000000000002,1.6720000000000002,2.89,3.1220000000000003,3.8835
2023-08-11,3.58,3.4799999999999995,1.8965,2.83,3.104,3.8659999999999997
2023-08-14,2.98,3.368,2.126,3.23,3.024,3.851
2023-08-15,2.53,3.15,2.3235,2.44,2.848,3.7574999999999994
2023-08-16,1.82,2.81,2.452,1.94,2.666,3.6279999999999992
2023-08-17,1.32,2.446,2.5465,1.39,2.366,3.5044999999999993
2023-08-18,1.51,2.032,2.573,1.45,2.09,3.3835
2023-08-21,1.17,1.67,2.566,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,1.19,1.4020000000000001,2.5484999999999998,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,1.82,1.4020000000000001,2.557,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,1.51,1.44,2.6105,1.53,1.8039999999999998,2.8905
2023-08-25,1.95,1.528,2.5445,1.97,1.908,2.747
2023-08-28,2.06,1.7060000000000002,2.4875,2.41,2.0100000000000002,2.617
2023-08-29,2.1,1.8880000000000003,2.4375,3.38,2.3440000000000003,2.553
2023-08-30,2.17,1.9579999999999997,2.38,3.66,2.59,2.5595
2023-08-31,2.31,2.118,2.316,3.58,3.0,2.573
2023-09-01,2.33,2.194,2.3085,3.65,3.336,2.6094999999999997
2023-09-05,1.44,2.0700000000000003,2.2035,3.35,3.524,2.5955
2023-09-06,1.28,1.9060000000000001,2.0865,2.76,3.4,2.5675
2023-09-07,2.15,1.9020000000000004,2.018,2.49,3.166,2.5495
2023-09-08,1.74,1.7879999999999998,1.9479999999999997,2.62,2.974,2.5360000000000005
2023-09-11,2.89,1.9,1.9134999999999998,3.26,2.896,2.5575
2023-09-12,1.12,1.8359999999999999,1.8205000000000002,2.72,2.77,2.532
2023-09-13,1.81,1.9420000000000002,1.7845,2.84,2.786,2.5520000000000005
2023-09-14,2.9,2.092,1.8385000000000002,3.7,3.028,2.6399999999999997
2023-09-15,2.06,2.1559999999999997,1.8755,2.45,2.9939999999999998,2.693
2023-09-18,2.43,2.064,1.9215,2.56,2.854,2.7485
2023-09-19,2.14,2.268,1.97,2.36,2.782,2.7715000000000005
2023-09-20,2.05,2.316,2.0130000000000003,1.42,2.498,2.757
2023-09-21,1.18,1.972,1.9810000000000003,-0.2,1.718,2.6255
2023-09-22,0.81,1.722,1.9459999999999997,-0.44,1.1400000000000001,2.527
2023-09-25,0.21,1.278,1.859,-0.03,0.622,2.4270000000000005
2023-09-26,-0.67,0.716,1.7225000000000001,-1.48,-0.146,2.2325
2023-09-27,-1.98,-0.09000000000000004,1.5185,-1.46,-0.722,1.9904999999999997
2023-09-28,-2.64,-0.8540000000000001,1.278,-1.26,-0.9339999999999999,1.7445
2023-09-29,-2.95,-1.6059999999999999,1.0150000000000001,-1.49,-1.1440000000000001,1.491
2023-10-02,-3.33,-2.314,0.732,-1.47,-1.432,1.2349999999999999
2023-10-03,-3.13,-2.806,0.5035000000000001,-2.77,-1.69,0.929
2023-10-04,-2.82,-2.974,0.29850000000000004,-2.07,-1.812,0.6875
2023-10-05,-4.24,-3.2939999999999996,-0.020999999999999953,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-4.05,-3.5140000000000002,-0.31049999999999994,-1.01,-1.8939999999999997,0.274
2023-10-09,-4.53,-3.754,-0.6815,-0.36,-1.672,0.09300000000000001
2023-10-10,-3.59,-3.846,-0.917,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-4.76,-4.234,-1.2454999999999998,0.56,-0.564,-0.14999999999999997
2023-10-12,-4.55,-4.296,-1.6179999999999999,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-3.65,-4.215999999999999,-1.9035,-0.55,-0.048,-0.48650000000000004
2023-10-16,-2.74,-3.8579999999999997,-2.162,0.47,0.118,-0.591
2023-10-17,-2.62,-3.664,-2.4,0.48,0.186,-0.6849999999999999
2023-10-18,-0.12,-2.736,-2.5085,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-1.3,-2.086,-2.6325,-1.68,-0.426,-0.8724999999999999
2023-10-20,-1.43,-1.642,-2.7445,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-1.37,-1.3679999999999999,-2.8235,-3.06,-1.6,-1.1465
2023-10-24,-0.21,-0.8860000000000001,-2.8005,-2.34,-2.164,-1.1895
2023-10-25,0.25,-0.812,-2.6889999999999996,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-0.27,-0.6060000000000001,-2.5705,-4.87,-3.372,-1.482
2023-10-27,-2.02,-0.724,-2.524,-5.28,-3.85,-1.6715
2023-10-30,-0.63,-0.576,-2.3890000000000002,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-0.12,-0.558,-2.2384999999999997,-3.59,-4.319999999999999,-1.847
2023-11-01,-0.39,-0.686,-2.117,-2.49,-4.078,-1.8679999999999999
2023-11-02,0.79,-0.47400000000000003,-1.8654999999999997,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-0.09,-0.088,-1.6675,0.19,-2.15,-1.7355
2023-11-06,0.47,0.132,-1.4175,0.38,-1.242,-1.6985000000000003
2023-11-07,0.24,0.20400000000000001,-1.226,0.65,-0.394,-1.673
2023-11-08,-0.14,0.254,-0.9949999999999999,0.73,0.25,-1.6644999999999999
2023-11-09,0.08,0.11199999999999999,-0.7635,-0.01,0.388,-1.6635000000000002
2023-11-10,0.78,0.286,-0.542,1.52,0.654,-1.56
2023-11-13,1.47,0.48599999999999993,-0.3315,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,1.24,0.6859999999999999,-0.13849999999999998,3.34,1.4,-1.3695
2023-11-15,0.78,0.8699999999999999,-0.09349999999999996,3.57,1.968,-1.1485
2023-11-16,1.71,1.196,0.05700000000000003,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,0.55,1.15,0.156,3.86,3.18,-0.5415000000000001
2023-11-20,0.03,0.8619999999999999,0.22600000000000003,4.63,3.822,-0.15700000000000008
2023-11-21,-0.41,0.532,0.21600000000000003,4.36,4.026,0.17799999999999994
2023-11-22,0.52,0.48,0.22950000000000004,4.81,4.273999999999999,0.6034999999999999
2023-11-24,0.76,0.29000000000000004,0.281,4.87,4.505999999999999,1.0905
2023-11-27,0.67,0.314,0.41550000000000004,4.69,4.672,1.589
2023-11-28,1.36,0.5800000000000001,0.515,4.79,4.704,2.0364999999999998
2023-11-29,0.59,0.78,0.5505,4.72,4.776000000000001,2.452
2023-11-30,2.17,1.11,0.6785,5.12,4.837999999999999,2.8325
2023-12-01,1.58,1.2740000000000002,0.718,5.62,4.988,3.1485
2023-12-04,1.19,1.3780000000000001,0.782,5.11,5.072,3.3945
2023-12-05,-2.29,0.648,0.644,5.08,5.130000000000001,3.6295
2023-12-06,-2.36,0.05800000000000001,0.514,4.72,5.13,3.8329999999999997
2023-12-07,-2.46,-0.868,0.398,5.4,5.186,4.0665
2023-12-08,-3.35,-1.8539999999999999,0.22650000000000006,5.77,5.215999999999999,4.3555
2023-12-11,-2.91,-2.674,0.042000000000000016,6.12,5.418,4.585500000000001
2023-12-12,-2.83,-2.782,-0.173,6.6,5.7219999999999995,4.8445
2023-12-13,-1.08,-2.5260000000000002,-0.289,7.92,6.362,5.0735
2023-12-14,-3.67,-2.768,-0.5115000000000001,8.21,6.9239999999999995,5.3055
2023-12-15,-4.14,-2.926,-0.8039999999999999,8.06,7.382000000000001,5.523
2023-12-18,-2.68,-2.88,-0.9655000000000001,8.62,7.882,5.761
2023-12-19,-2.68,-2.85,-1.101,9.16,8.394,5.9875
2023-12-20,-4.18,-3.47,-1.2894999999999999,7.51,8.312,6.1450000000000005
2023-12-21,-3.94,-3.524,-1.5124999999999997,8.36,8.341999999999999,6.3225
2023-12-22,-3.27,-3.35,-1.714,8.57,8.443999999999999,6.5075
2023-12-26,-2.83,-3.38,-1.889,8.94,8.508,6.720000000000001
2023-12-27,-2.75,-3.3939999999999997,-2.0945,9.1,8.495999999999999,6.9355
2023-12-28,-2.97,-3.152,-2.2725,9.11,8.815999999999999,7.154999999999999
2023-12-29,-2.43,-2.85,-2.5025,8.87,8.918000000000001,7.342499999999999
2024-01-02,-0.95,-2.386,-2.629,8.16,8.836,7.469499999999999
2024-01-03,-1.55,-2.13,-2.766,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-1.01,-1.782,-2.7020000000000004,7.23,8.18,7.698
2024-01-05,-1.83,-1.5539999999999998,-2.6755000000000004,7.36,7.830000000000001,7.83
2024-01-08,-0.98,-1.264,-2.6015,8.85,7.8260000000000005,8.0025
2024-01-09,-0.58,-1.19,-2.463,8.62,7.918000000000001,8.145
2024-01-10,-0.16,-0.9119999999999999,-2.3255,9.22,8.256,8.3
2024-01-11,0.22,-0.666,-2.173,9.19,8.648,8.429499999999999
2024-01-12,0.28,-0.244,-2.105,9.23,9.022,8.495000000000001
2024-01-16,-0.26,-0.09999999999999999,-1.9344999999999999,8.92,9.036,8.5305
2024-01-17,-0.16,-0.015999999999999997,-1.7355,8.42,8.996,8.5485
2024-01-18,-1.35,-0.254,-1.6689999999999998,9.22,8.995999999999999,8.578500000000002
2024-01-19,-1.73,-0.6439999999999999,-1.6215,10.34,9.226,8.6375
2024-01-22,-1.54,-1.008,-1.4895,10.55,9.49,8.7895
2024-01-23,2.52,-0.45199999999999996,-1.1665,10.83,9.872,8.913
2024-01-24,1.29,-0.162,-0.9385000000000001,10.91,10.370000000000001,9.03
2024-01-25,3.61,0.8299999999999998,-0.6165,11.43,10.812000000000001,9.1545
2024-01-26,3.95,1.966,-0.28150000000000003,11.37,11.017999999999999,9.267999999999999
2024-01-29,3.97,3.068,0.0655,12.06,11.32,9.4155
2024-01-30,4.85,3.5340000000000003,0.4295,11.99,11.552,9.5715
2024-01-31,4.62,4.2,0.708,10.45,11.459999999999999,9.686
2024-02-01,5.86,4.65,1.0785,11.46,11.466,9.8825
2024-02-02,5.15,4.89,1.3865000000000003,12.41,11.674000000000001,10.141499999999999
2024-02-05,5.23,5.142,1.7395,12.07,11.676,10.377
2024-02-06,5.73,5.318,2.075,12.35,11.748,10.552000000000001
2024-02-07,5.83,5.5600000000000005,2.3955,13.07,12.272,10.7745
2024-02-08,5.51,5.49,2.679,13.13,12.606,10.97
2024-02-09,4.71,5.402,2.9035,13.64,12.852,11.1925
2024-02-12,4.51,5.258,3.1149999999999998,13.6,13.157999999999998,11.411
2024-02-13,4.03,4.918,3.3295000000000003,12.17,13.122,11.5735
2024-02-14,3.67,4.486,3.5209999999999995,13.12,13.132,11.808499999999999
2024-02-15,4.45,4.274,3.811,13.8,13.266,12.0375
2024-02-16,4.73,4.2780000000000005,4.134,13.28,13.193999999999999,12.1845
2024-02-20,5.3,4.436000000000001,4.476,12.73,13.02,12.2935
2024-02-21,6.36,4.902,4.668,12.83,13.151999999999997,12.3935
2024-02-22,6.45,5.458,4.926,14.94,13.516,12.595
2024-02-23,6.71,5.91,5.081,14.99,13.754000000000001,12.773
2024-02-26,6.26,6.215999999999999,5.1964999999999995,14.61,14.02,12.934999999999999
2024-02-27,5.7,6.296,5.2829999999999995,14.81,14.435999999999998,13.0725
2024-02-28,6.15,6.254,5.348000000000001,14.65,14.8,13.2055
2024-02-29,5.48,6.0600000000000005,5.391,15.05,14.822,13.435500000000001
2024-03-01,5.33,5.784000000000001,5.3645,15.81,14.986,13.653
2024-03-04,5.75,5.682,5.394500000000001,15.68,15.2,13.8165
2024-03-05,5.6,5.662,5.413,14.57,15.152000000000001,13.941500000000001
2024-03-06,5.76,5.5840000000000005,5.414499999999999,15.15,15.252,14.0815
2024-03-07,6.42,5.772,5.444,16.24,15.49,14.24
2024-03-08,6.25,5.9559999999999995,5.481,15.57,15.442000000000002,14.362
2024-03-11,7.01,6.208,5.596,15.48,15.402000000000001,14.454000000000002
2024-03-12,7.25,6.537999999999999,5.733,16.5,15.788,14.599
2024-03-13,7.49,6.884,5.906,16.35,16.028,14.807999999999998
2024-03-14,6.97,6.994,6.071,16.14,16.008000000000003,14.958999999999998
2024-03-15,6.9,7.1240000000000006,6.1935,15.48,15.989999999999998,15.043000000000001
2024-03-18,6.79,7.08,6.2965,16.07,16.108,15.1825
2024-03-19,7.13,7.056,6.388,16.58,16.124000000000002,15.375
2024-03-20,7.22,7.002,6.431,17.38,16.33,15.602500000000001
2024-03-21,7.15,7.038000000000001,6.465999999999999,17.69,16.639999999999997,15.74
2024-03-22,7.04,7.066,6.4825,17.27,16.998,15.854
2024-03-25,6.22,6.952,6.480500000000001,17.03,17.19,15.975
2024-03-26,6.44,6.814,6.5175,16.78,17.23,16.073500000000003
2024-03-27,7.69,6.9079999999999995,6.594499999999999,17.57,17.268,16.2195
2024-03-28,7.47,6.9719999999999995,6.694,17.56,17.242,16.345
2024-04-01,6.35,6.8340000000000005,6.745,17.14,17.216,16.411499999999997
2024-04-02,6.34,6.858,6.774499999999999,16.47,17.104,16.451
2024-04-03,3.56,6.282,6.672499999999999,16.56,17.06,16.5505
2024-04-04,3.12,5.368,6.5405,15.31,16.608,16.558500000000002
2024-04-05,3.53,4.58,6.396,16.37,16.369999999999997,16.565
2024-04-08,3.49,4.008,6.258000000000001,16.41,16.224,16.607
2024-04-09,3.89,3.518,6.102,16.55,16.240000000000002,16.6605
2024-04-10,4.26,3.658,5.9525,15.5,16.028,16.6105
2024-04-11,3.36,3.7060000000000004,5.746,16.27,16.22,16.6065
2024-04-12,3.03,3.6059999999999994,5.549,14.8,15.906,16.5395
2024-04-15,3.11,3.53,5.3595,13.46,15.315999999999999,16.438499999999998
2024-04-16,3.44,3.44,5.191999999999999,13.26,14.658000000000001,16.298000000000002
2024-04-17,4.1,3.408,5.0405,12.6,14.078,16.098999999999997
2024-04-18,4.31,3.598,4.8950000000000005,12.36,13.296000000000001,15.847999999999999
2024-04-19,4.87,3.9659999999999997,4.781,11.45,12.626,15.535999999999998
2024-04-22,6.44,4.632,4.7509999999999994,12.38,12.41,15.2915
2024-04-23,7.07,5.358,4.7935,13.77,12.512,15.128499999999999
2024-04-24,7.79,6.096,4.861,13.69,12.73,14.974
2024-04-25,7.76,6.786,4.8645,13.23,12.904,14.757
2024-04-26,6.93,7.198,4.8375,14.34,13.482,14.596
2024-04-29,7.17,7.343999999999999,4.8785,14.73,13.952000000000002,14.4755
2024-04-30,8.19,7.568,4.971,12.94,13.785999999999998,14.298999999999998
2024-05-01,8.18,7.645999999999999,5.202,12.36,13.52,14.088999999999999
2024-05-02,8.47,7.787999999999999,5.4695,13.38,13.55,13.992499999999998
2024-05-03,8.87,8.176,5.7365,14.75,13.632,13.911499999999998
2024-05-06,8.86,8.514,6.005,15.88,13.862,13.885
2024-05-07,9.72,8.82,6.2965,16.04,14.482,13.8595
2024-05-08,9.27,9.038,6.547,16.05,15.219999999999999,13.887
2024-05-09,9.9,9.324000000000002,6.874,16.7,15.884,13.9085
2024-05-10,10.43,9.636,7.244,16.85,16.304000000000002,14.011000000000001
2024-05-13,9.79,9.822,7.5779999999999985,16.85,16.497999999999998,14.180499999999999
2024-05-14,9.72,9.822,7.891999999999999,17.4,16.77,14.3875
2024-05-15,10.21,10.010000000000002,8.1975,18.81,17.322,14.698000000000002
2024-05-16,11.1,10.25,8.536999999999999,18.58,17.698,15.009
2024-05-17,10.95,10.354,8.841,18.76,18.08,15.374500000000001
2024-05-20,10.74,10.544,9.056000000000001,18.87,18.484,15.699000000000002
2024-05-21,11.32,10.864,9.2685,19.19,18.842000000000002,15.969999999999999
2024-05-22,11.02,11.026,9.43,18.84,18.848000000000003,16.2275
2024-05-23,9.72,10.75,9.527999999999999,17.97,18.726000000000003,16.4645
2024-05-24,9.63,10.486,9.663,18.76,18.726,16.685499999999998
2024-05-28,8.39,10.016,9.724,18.86,18.724,16.892000000000003
2024-05-29,7.58,9.268,9.6935,18.03,18.492,17.1465
2024-05-30,8.1,8.684000000000001,9.689499999999999,17.25,18.174,17.391
2024-05-31,9.19,8.578,9.7255,18.26,18.232,17.635
2024-06-03,9.1,8.472,9.737,18.08,18.096,17.8015
2024-06-04,10.53,8.9,9.8205,18.22,17.968,17.9185
2024-06-05,9.95,9.373999999999999,9.831999999999999,19.6,18.282000000000004,18.0965
2024-06-06,11.41,10.035999999999998,9.939,19.58,18.747999999999998,18.273
2024-06-07,10.56,10.309999999999999,9.972,19.43,18.982,18.4095
2024-06-10,10.73,10.636000000000001,9.987,19.81,19.328,18.557499999999997
2024-06-11,10.81,10.692,10.038,20.08,19.7,18.719
2024-06-12,9.36,10.574,10.02,21.06,19.991999999999997,18.901999999999997
2024-06-13,10.14,10.32,10.0165,21.28,20.332,19.0255
2024-06-14,10.38,10.284,9.980500000000001,21.38,20.722,19.1655
2024-06-17,10.83,10.303999999999998,9.9745,22.32,21.224,19.3435
2024-06-18,11.51,10.443999999999999,10.013,22.64,21.736,19.532
2024-06-20,10.94,10.760000000000002,9.994,22.31,21.985999999999997,19.688
2024-06-21,11.32,10.996,10.009,22.04,22.137999999999998,19.848000000000003
2024-06-24,11.44,11.208,10.095,21.72,22.206,20.0355
2024-06-25,10.4,11.122,10.1335,22.14,22.17,20.2045
2024-06-26,10.79,10.977999999999998,10.253499999999999,22.26,22.094,20.3745
2024-06-27,10.25,10.84,10.386999999999999,22.42,22.116000000000003,20.594
2024-06-28,9.14,10.404,10.439,21.66,22.04,20.814500000000002
2024-07-01,7.58,9.632,10.3585,21.54,22.003999999999998,20.9785
2024-07-02,8.35,9.222,10.321000000000002,22.15,22.006,21.182
2024-07-03,8.3,8.724,10.2095,22.58,22.07,21.4
2024-07-05,9.2,8.514,10.172,23.16,22.218,21.578
2024-07-08,10.05,8.696000000000002,10.104,23.25,22.535999999999998,21.7615
2024-07-09,9.49,9.078,10.0505,23.35,22.898000000000003,21.9575
2024-07-10,10.23,9.454,10.0255,24.29,23.326,22.1815
2024-07-11,9.41,9.675999999999998,9.955499999999999,23.45,23.5,22.35
2024-07-12,10.11,9.858,9.993,24.05,23.678,22.4995
2024-07-15,8.78,9.604,9.925,24.34,23.896,22.652499999999996
2024-07-16,10.33,9.772,9.9225,24.73,24.171999999999997,22.82
2024-07-17,11.97,10.120000000000001,9.979499999999998,23.77,24.068,22.8925
2024-07-18,11.31,10.5,9.9695,23.26,24.03,22.9235
2024-07-19,11.0,10.678,9.9725,22.81,23.782,22.948500000000003
2024-07-22,11.19,11.16,9.966,23.5,23.613999999999997,23.0215
2024-07-23,10.12,11.117999999999999,9.9,23.35,23.338,23.103
2024-07-24,11.02,10.928,9.931000000000001,21.18,22.82,23.055
