Date,rate_EXC,rate_VOO_5D,rate_VOO_20D
2022-01-03,0.0,0.0,0.0
2022-01-04,-0.05,0.0,0.0
2022-01-05,-0.09,0.0,0.0
2022-01-06,-0.3,0.0,0.0
2022-01-07,-0.38,-0.164,0.0
2022-01-10,-0.22,-0.20800000000000002,0.0
2022-01-11,-1.79,-0.556,0.0
2022-01-12,-1.31,-0.8,0.0
2022-01-13,-0.65,-0.8699999999999999,0.0
2022-01-14,-0.98,-0.99,0.0
2022-01-18,-1.24,-1.1940000000000002,0.0
2022-01-19,-0.65,-0.966,0.0
2022-01-20,-0.01,-0.706,0.0
2022-01-21,-0.28,-0.6319999999999999,0.0
2022-01-24,-1.16,-0.6679999999999999,0.0
2022-01-25,-2.15,-0.85,0.0
2022-01-26,-1.78,-1.076,0.0
2022-01-27,-1.12,-1.298,0.0
2022-01-28,0.73,-1.096,0.0
2022-01-31,1.68,-0.528,-0.5875
2022-02-01,1.45,0.19199999999999995,-0.515
2022-02-02,4.81,1.5099999999999998,-0.272
2022-02-03,6.76,3.086,0.07049999999999992
2022-02-04,6.19,4.178,0.3949999999999999
2022-02-07,6.44,5.130000000000001,0.736
2022-02-08,5.04,5.848000000000001,0.999
2022-02-09,4.09,5.704,1.293
2022-02-10,2.82,4.916,1.4995
2022-02-11,3.03,4.284000000000001,1.6835
2022-02-14,3.19,3.6340000000000003,1.8920000000000001
2022-02-15,2.1,3.0460000000000003,2.059
2022-02-16,2.71,2.7700000000000005,2.227
2022-02-17,2.13,2.632,2.334
2022-02-18,1.84,2.394,2.4400000000000004
2022-02-22,1.89,2.134,2.5925000000000002
2022-02-23,0.29,1.7720000000000002,2.7145
2022-02-24,1.07,1.4440000000000002,2.857
2022-02-25,4.13,1.844,3.1194999999999995
2022-02-28,4.03,2.282,3.2845
2022-03-01,3.14,2.532,3.3574999999999995
2022-03-02,4.37,3.3480000000000003,3.5035000000000003
2022-03-03,5.23,4.180000000000001,3.5245000000000006
2022-03-04,7.91,4.936000000000001,3.582
2022-03-07,6.86,5.502000000000001,3.6155
2022-03-08,6.05,6.0840000000000005,3.596
2022-03-09,6.2,6.450000000000001,3.654
2022-03-10,6.31,6.6659999999999995,3.7650000000000006
2022-03-11,6.39,6.362,3.9435000000000002
2022-03-14,6.27,6.244,4.1055
2022-03-15,6.7,6.3740000000000006,4.281000000000001
2022-03-16,5.93,6.32,4.4725
2022-03-17,5.95,6.248,4.6345
2022-03-18,5.47,6.064,4.8015
2022-03-21,6.46,6.102,5.0325
2022-03-22,6.39,6.040000000000001,5.257499999999999
2022-03-23,6.56,6.166,5.571
2022-03-24,8.42,6.659999999999999,5.9384999999999994
2022-03-25,10.93,7.752000000000001,6.278499999999999
2022-03-28,12.17,8.894,6.6855
2022-03-29,14.51,10.518,7.254
2022-03-30,15.09,12.224,7.790000000000001
2022-03-31,16.06,13.752,8.3315
2022-04-01,15.66,14.697999999999999,8.719
2022-04-04,14.91,15.246,9.121500000000001
2022-04-05,16.01,15.545999999999998,9.619499999999999
2022-04-06,20.56,16.64,10.3375
2022-04-07,21.3,17.688,11.087
2022-04-08,21.57,18.869999999999997,11.846
2022-04-11,17.06,19.3,12.3855
2022-04-12,16.67,19.432,12.884
2022-04-13,17.87,18.894,13.481
2022-04-14,18.67,18.368000000000002,14.116999999999999
2022-04-18,19.08,17.87,14.797500000000003
2022-04-19,19.6,18.378000000000004,15.4545
2022-04-20,21.04,19.252000000000002,16.187
2022-04-21,20.06,19.69,16.862000000000002
2022-04-22,17.96,19.548,17.339
2022-04-25,18.19,19.369999999999997,17.701999999999998
2022-04-26,17.43,18.936,17.965
2022-04-27,16.07,17.942,18.043
2022-04-28,17.26,17.381999999999998,18.1515
2022-04-29,13.87,16.564,18.041999999999998
2022-05-02,13.2,15.565999999999999,17.919000000000004
2022-05-03,13.29,14.738,17.838
2022-05-04,16.08,14.739999999999998,17.841500000000003
2022-05-05,13.77,14.041999999999998,17.502000000000002
2022-05-06,14.13,14.094,17.1435
2022-05-09,13.38,14.13,16.734
2022-05-10,13.45,14.162,16.5535
2022-05-11,15.47,14.040000000000001,16.4935
2022-05-12,11.32,13.55,16.166
2022-05-13,13.38,13.4,15.901500000000002
2022-05-16,13.71,13.466,15.633
2022-05-17,15.31,13.838,15.4185
2022-05-18,14.33,13.61,15.083000000000002
2022-05-19,14.85,14.315999999999999,14.8225
2022-05-20,14.38,14.516000000000002,14.6435
2022-05-23,16.14,15.001999999999999,14.541000000000002
2022-05-24,18.4,15.62,14.589500000000001
2022-05-25,18.85,16.524,14.728500000000002
2022-05-26,19.19,17.392,14.825000000000003
2022-05-27,20.84,18.684,15.1735
2022-05-31,19.16,19.288,15.4715
2022-06-01,18.73,19.354,15.743500000000001
2022-06-02,18.25,19.234,15.851999999999999
2022-06-03,17.63,18.922,16.044999999999998
2022-06-06,17.2,18.194,16.198500000000003
2022-06-07,18.4,18.042,16.4495
2022-06-08,16.28,17.552,16.591
2022-06-09,12.65,16.432,16.45
2022-06-10,11.08,15.122,16.438
2022-06-13,5.48,12.778,16.043
2022-06-14,2.18,9.534,15.466500000000002
2022-06-15,2.06,6.69,14.804000000000002
2022-06-16,-0.45,4.07,14.064999999999998
