Date,rate_MS_5D,rate_MS_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-8.724,-10.873999999999999,-1.688,-5.4055
2022-03-31,-9.657999999999998,-10.8865,-1.636,-5.2325
2022-04-01,-10.646,-10.833,-1.614,-5.0075
2022-04-04,-11.358,-10.6285,-1.566,-4.6135
2022-04-05,-12.576,-10.5155,-1.9939999999999998,-4.2455
2022-04-06,-13.901999999999997,-10.705499999999999,-2.4899999999999998,-4.0395
2022-04-07,-14.662,-10.821000000000002,-2.596,-3.79
2022-04-08,-15.235999999999999,-10.858,-2.814,-3.496
2022-04-11,-15.874,-10.8745,-3.5120000000000005,-3.2510000000000003
2022-04-12,-16.137999999999998,-10.974499999999999,-4.044,-3.119
2022-04-13,-15.941999999999998,-11.331,-4.176,-3.0345
2022-04-14,-15.622,-11.7595,-4.630000000000001,-3.063
2022-04-18,-15.144,-12.149999999999999,-5.034000000000001,-3.1420000000000003
2022-04-19,-14.173999999999998,-12.311,-4.822000000000001,-3.1475
2022-04-20,-12.847999999999999,-12.467,-4.556,-3.211
2022-04-21,-11.9,-12.617,-4.7780000000000005,-3.283
2022-04-22,-11.906,-12.962,-5.276,-3.5345
2022-04-25,-12.19,-13.303999999999998,-5.680000000000001,-3.7855000000000003
2022-04-26,-13.492,-13.7245,-6.894,-4.1985
2022-04-27,-15.164000000000001,-14.1815,-8.05,-4.661
2022-04-28,-16.259999999999998,-14.501000000000001,-8.485999999999999,-4.9825
2022-04-29,-17.088,-14.8195,-9.08,-5.3955
2022-05-02,-17.602,-15.043000000000001,-9.604,-5.7829999999999995
2022-05-03,-17.227999999999998,-15.192000000000002,-9.538,-6.1915
2022-05-04,-16.136000000000003,-15.0715,-8.99,-6.410000000000001
2022-05-05,-15.734,-14.958999999999998,-9.512,-6.7379999999999995
2022-05-06,-14.910000000000002,-14.881499999999999,-9.48,-7.1165
2022-05-09,-15.069999999999999,-15.001499999999998,-10.168,-7.6215
2022-05-10,-15.762,-15.164000000000001,-10.888,-8.0355
2022-05-11,-17.412,-15.39,-12.406,-8.500499999999999
2022-05-12,-18.669999999999998,-15.641,-13.308000000000002,-9.021
2022-05-13,-19.4,-15.825999999999999,-13.709999999999999,-9.3865
2022-05-16,-19.65,-16.128,-13.622,-9.7685
2022-05-17,-19.116,-16.3995,-13.236,-10.139
2022-05-18,-18.758000000000003,-16.8675,-13.262,-10.677
2022-05-19,-18.486,-17.2875,-13.388,-11.1735
2022-05-20,-18.718,-17.529000000000003,-13.901999999999997,-11.543000000000001
2022-05-23,-18.236,-17.6395,-14.040000000000001,-11.8585
2022-05-24,-18.43,-17.634,-14.64,-12.075500000000002
2022-05-25,-18.121999999999996,-17.607,-14.416,-12.2685
2022-05-26,-17.112,-17.5005,-13.745999999999999,-12.4885
2022-05-27,-15.695999999999998,-17.181,-12.65,-12.435500000000001
2022-05-31,-14.927999999999997,-16.970999999999997,-11.966,-12.449
2022-06-01,-14.238,-16.886499999999998,-11.245999999999999,-12.502500000000001
2022-06-02,-13.562000000000001,-16.9635,-10.34,-12.606
2022-06-03,-13.657999999999998,-16.9815,-10.056000000000001,-12.624500000000001
2022-06-06,-13.894,-16.927,-10.154,-12.604
2022-06-07,-13.975999999999999,-16.697499999999998,-9.982,-12.4025
2022-06-08,-14.338,-16.5305,-9.918000000000001,-12.26
2022-06-09,-15.151999999999997,-16.398500000000002,-10.59,-12.152
2022-06-10,-16.508,-16.441,-11.475999999999999,-12.1665
2022-06-13,-18.46,-16.692,-13.048000000000002,-12.438500000000001
2022-06-14,-20.55,-16.9225,-14.831999999999999,-12.705
2022-06-15,-21.997999999999998,-17.250999999999998,-16.194,-12.999500000000001
2022-06-16,-23.45,-17.571499999999997,-17.676,-13.255500000000001
2022-06-17,-24.356,-17.9085,-18.614,-13.472999999999999
2022-06-21,-24.468,-18.1295,-18.532,-13.596
2022-06-22,-24.58,-18.5085,-18.444,-13.806000000000001
2022-06-23,-24.992,-18.8915,-18.416,-13.9435
2022-06-24,-24.212,-19.094,-17.356,-13.9905
2022-06-27,-23.298000000000002,-19.455,-16.4,-14.136499999999998
2022-06-28,-22.586,-19.852,-16.184,-14.479499999999998
2022-06-29,-21.822,-20.232,-15.992,-14.8125
2022-06-30,-21.402,-20.6825,-16.096,-15.156
2022-07-01,-21.498,-21.078,-16.446,-15.517
2022-07-05,-21.642000000000003,-21.451,-16.706,-15.799000000000001
2022-07-06,-22.064,-21.8945,-16.55,-16.0785
2022-07-07,-22.182,-22.2835,-16.096,-16.341
2022-07-08,-21.922,-22.5785,-15.524000000000001,-16.5575
2022-07-11,-22.106,-22.816499999999998,-15.395999999999997,-16.7185
2022-07-12,-22.139999999999997,-22.859,-15.447999999999999,-16.792
2022-07-13,-22.236,-22.838500000000003,-15.632,-16.7245
2022-07-14,-22.702,-22.8215,-16.1,-16.658
2022-07-15,-22.434,-22.6875,-16.252000000000002,-16.572
2022-07-18,-21.816,-22.408,-16.352,-16.3875
2022-07-19,-20.656,-21.933999999999997,-15.857999999999999,-16.103
2022-07-20,-19.270000000000003,-21.538999999999998,-15.184000000000001,-15.8875
2022-07-21,-17.578,-21.070999999999998,-14.296000000000001,-15.620999999999999
2022-07-22,-16.688,-20.6115,-13.868,-15.434999999999999
2022-07-25,-15.939999999999998,-20.34,-13.288,-15.370499999999998
2022-07-26,-16.113999999999997,-20.137999999999998,-13.352,-15.341
2022-07-27,-15.972,-19.8855,-13.086000000000002,-15.113
2022-07-28,-15.986,-19.612000000000002,-12.774,-14.8165
2022-07-29,-15.606,-19.1625,-12.053999999999998,-14.4245
2022-08-01,-15.218,-18.770000000000003,-11.350000000000001,-14.0965
2022-08-02,-14.559999999999999,-18.3675,-10.53,-13.797
2022-08-03,-14.018,-17.874,-9.94,-13.460500000000001
2022-08-04,-13.52,-17.4465,-9.578,-13.187000000000001
2022-08-05,-13.180000000000001,-16.977,-9.496,-12.9175
2022-08-08,-12.886,-16.464999999999996,-9.425999999999998,-12.604000000000001
2022-08-09,-12.459999999999999,-15.9475,-9.319999999999999,-12.265
2022-08-10,-11.913999999999998,-15.2935,-9.162,-11.843
2022-08-11,-11.229999999999999,-14.5785,-8.992,-11.41
2022-08-12,-10.459999999999999,-13.983500000000001,-8.581999999999999,-11.0
2022-08-15,-9.626000000000001,-13.417499999999999,-8.104000000000001,-10.542
2022-08-16,-8.864,-12.999500000000001,-7.554,-10.189
2022-08-17,-8.518,-12.6055,-7.348000000000001,-9.884
2022-08-18,-8.304,-12.26,-7.104000000000001,-9.611999999999998
2022-08-19,-8.524,-11.942499999999999,-7.244,-9.344
2022-08-22,-9.001999999999999,-11.683,-7.696,-9.144
2022-08-23,-9.476,-11.34,-8.198,-8.9005
2022-08-24,-9.846,-11.074,-8.578,-8.757
2022-08-25,-10.091999999999999,-10.7865,-8.822,-8.623999999999999
2022-08-26,-10.522,-10.671499999999998,-9.31,-8.658
2022-08-29,-10.940000000000001,-10.6135,-9.620000000000001,-8.7115
2022-08-30,-11.462,-10.565499999999998,-10.028,-8.774999999999999
2022-08-31,-11.916,-10.5485,-10.562,-8.9125
2022-09-01,-12.356,-10.4955,-11.175999999999998,-9.0235
2022-09-02,-12.35,-10.464,-11.492,-9.157
2022-09-06,-12.316,-10.471,-11.768,-9.297
2022-09-07,-11.864,-10.416500000000001,-11.664,-9.361
2022-09-08,-11.224,-10.376000000000001,-11.366,-9.4635
2022-09-09,-10.584,-10.334,-10.912,-9.503499999999999
2022-09-12,-9.844,-10.309999999999999,-10.162,-9.552
2022-09-13,-9.542,-10.45,-10.129999999999999,-9.803500000000001
2022-09-14,-9.508000000000001,-10.5775,-10.290000000000001,-10.045
2022-09-15,-9.558,-10.636,-10.74,-10.311499999999999
2022-09-16,-9.96,-10.748000000000001,-11.57,-10.620000000000001
2022-09-19,-10.239999999999998,-10.739,-12.453999999999999,-10.8545
2022-09-20,-10.22,-10.7545,-12.774,-11.073
2022-09-21,-10.388,-10.8055,-13.45,-11.358
2022-09-22,-11.086,-10.946000000000002,-14.080000000000002,-11.687000000000001
2022-09-23,-12.272,-11.293000000000001,-14.851999999999999,-12.127500000000001
2022-09-26,-14.060000000000002,-11.6235,-15.906,-12.503499999999999
2022-09-27,-15.597999999999999,-11.919,-16.812,-12.871
2022-09-28,-16.57,-12.0825,-17.18,-13.146
2022-09-29,-17.55,-12.3545,-17.748,-13.483500000000001
2022-09-30,-18.052,-12.717,-18.288,-13.905499999999998
2022-10-03,-17.838,-12.995500000000002,-18.168,-14.172500000000003
2022-10-04,-16.846,-13.0515,-17.518,-14.3085
2022-10-05,-16.43,-13.224,-17.14,-14.515
2022-10-06,-16.05,-13.560999999999998,-16.595999999999997,-14.791000000000002
2022-10-07,-15.975999999999999,-14.065000000000001,-16.264,-15.243500000000001
2022-10-10,-16.372,-14.627500000000001,-16.554,-15.770500000000002
2022-10-11,-17.778,-15.110499999999998,-17.436,-16.135
2022-10-12,-19.090000000000003,-15.619499999999999,-18.338,-16.526999999999997
2022-10-13,-19.486,-16.043,-18.654,-16.7695
2022-10-14,-20.224,-16.631,-18.878,-17.070500000000003
2022-10-17,-20.482,-17.188,-18.582,-17.3025
2022-10-18,-19.982,-17.551,-17.99,-17.439
2022-10-19,-19.77,-17.965,-17.464,-17.530499999999996
2022-10-20,-20.326,-18.353,-17.482,-17.619999999999997
2022-10-21,-19.524,-18.444,-16.747999999999998,-17.544500000000003
2022-10-24,-19.056,-18.437,-16.216,-17.380000000000003
2022-10-25,-18.836000000000002,-18.3605,-15.602,-17.1365
2022-10-26,-18.166,-18.363999999999997,-15.0,-16.9855
2022-10-27,-17.326,-18.297,-14.356,-16.772
2022-10-28,-16.71,-18.1085,-13.709999999999999,-16.4
2022-10-31,-16.146,-18.014000000000003,-13.38,-16.183
2022-11-01,-15.419999999999998,-18.003999999999998,-13.325999999999999,-16.0885
2022-11-02,-14.644,-17.9175,-13.568000000000001,-16.0925
2022-11-03,-13.975999999999999,-17.7785,-13.892000000000001,-16.095999999999997
2022-11-04,-13.374,-17.458000000000002,-14.372,-15.927000000000001
2022-11-07,-12.618,-17.075499999999998,-14.581999999999999,-15.690000000000001
2022-11-08,-12.306000000000001,-16.636,-14.696000000000002,-15.4035
2022-11-09,-12.498000000000001,-16.2695,-14.73,-15.1905
2022-11-10,-11.448,-15.769,-13.697999999999999,-14.857
2022-11-11,-10.242,-14.9625,-12.734,-14.391
2022-11-14,-9.378,-14.2995,-12.064,-14.060500000000001
2022-11-15,-8.314,-13.719000000000003,-11.342,-13.741499999999998
2022-11-16,-7.016,-13.081,-10.412,-13.4275
2022-11-17,-6.986,-12.434,-10.426,-13.093
2022-11-18,-7.3100000000000005,-11.908999999999999,-10.528,-12.836000000000002
2022-11-21,-7.459999999999999,-11.4005,-10.552000000000001,-12.6445
2022-11-22,-7.648000000000001,-10.922,-10.488000000000001,-12.463
2022-11-23,-7.651999999999999,-10.4525,-10.180000000000001,-12.2225
2022-11-25,-7.306,-9.928999999999998,-9.824,-11.96
2022-11-28,-7.188,-9.5285,-9.825999999999999,-11.865
2022-11-29,-6.82,-9.068999999999999,-9.798,-11.749
2022-11-30,-6.176,-8.611,-9.464,-11.4975
2022-12-01,-5.569999999999999,-8.184000000000001,-9.198,-11.129999999999999
2022-12-02,-5.304,-7.761,-8.956,-10.725999999999999
2022-12-05,-5.286,-7.5065,-8.748000000000001,-10.459
2022-12-06,-5.944,-7.400499999999999,-8.76,-10.2935
2022-12-07,-7.023999999999999,-7.2905,-9.344,-10.1595
2022-12-08,-7.836,-7.0185,-9.834,-9.906000000000002
2022-12-09,-8.328,-6.980999999999999,-10.424000000000001,-9.9075
2022-12-12,-8.069999999999999,-6.963499999999999,-10.454,-9.889
2022-12-13,-7.044,-6.816999999999998,-10.102,-9.803
2022-12-14,-6.417999999999999,-6.8165,-9.824000000000002,-9.780000000000001
2022-12-15,-6.612,-6.917500000000001,-10.118,-9.8325
2022-12-16,-7.144,-7.020500000000001,-10.492,-9.924
2022-12-19,-8.262,-7.2015,-11.258,-10.0715
2022-12-20,-9.778,-7.3965000000000005,-12.209999999999999,-10.2175
2022-12-21,-10.502,-7.529999999999999,-12.802000000000001,-10.3585
2022-12-22,-10.784,-7.7005,-13.197999999999999,-10.587
2022-12-23,-10.931999999999999,-7.927000000000001,-13.294,-10.7915
2022-12-27,-11.032,-8.1625,-13.309999999999999,-10.942499999999999
2022-12-28,-11.176,-8.4855,-13.478,-11.1375
2022-12-29,-11.508,-8.863,-13.602,-11.392999999999999
2022-12-30,-11.782,-9.253499999999999,-13.532,-11.6705
2023-01-03,-11.81,-9.5535,-13.558000000000002,-11.942
2023-01-04,-11.434000000000001,-9.6995,-13.398000000000001,-12.105
2023-01-05,-11.084,-9.770500000000002,-13.216,-12.2515
2023-01-06,-10.556000000000001,-9.745999999999999,-12.948000000000002,-12.294
2023-01-09,-9.968,-9.7865,-12.646,-12.3735
2023-01-10,-9.308,-9.7985,-12.218,-12.3905
2023-01-11,-8.734,-9.8655,-11.690000000000001,-12.414
2023-01-12,-7.781999999999999,-9.955000000000002,-10.91,-12.4535
2023-01-13,-6.934,-9.875000000000002,-10.444,-12.449
2023-01-17,-4.9799999999999995,-9.378499999999999,-9.992,-12.342
2023-01-18,-3.3959999999999995,-8.861500000000001,-9.952,-12.255500000000001
2023-01-19,-2.418,-8.4045,-10.256,-12.1635
2023-01-20,-1.236,-7.8195,-10.308,-11.978
2023-01-23,-0.10399999999999995,-7.275499999999999,-10.213999999999999,-11.802
2023-01-24,-0.43,-6.790000000000001,-10.113999999999999,-11.571000000000002
2023-01-25,-0.626,-6.285,-9.72,-11.362
2023-01-26,-0.13999999999999999,-5.6815,-9.012,-11.089
2023-01-27,-0.011999999999999988,-5.0285,-8.57,-10.751
2023-01-30,-0.254,-4.462000000000001,-8.568,-10.5435
2023-01-31,0.12400000000000004,-3.8135000000000003,-8.291999999999998,-10.261
2023-02-01,0.646,-3.171,-7.794,-9.921
2023-02-02,1.1940000000000002,-2.5244999999999997,-7.231999999999999,-9.5475
2023-02-03,1.7120000000000002,-1.8295000000000001,-6.914,-9.175500000000001
2023-02-06,2.31,-1.2455,-6.473999999999999,-8.925
2023-02-07,2.6879999999999997,-0.6495,-6.09,-8.622
2023-02-08,2.8440000000000003,-0.13299999999999998,-6.104,-8.3925
2023-02-09,2.608,0.31100000000000005,-6.5040000000000004,-8.251000000000001
2023-02-10,2.408,0.718,-6.6739999999999995,-8.1165
2023-02-13,2.516,1.117,-6.564,-7.955
2023-02-14,2.758,1.285,-6.6579999999999995,-7.788500000000001
2023-02-15,3.1,1.491,-6.531999999999999,-7.5375
2023-02-16,3.406,1.767,-6.478,-7.3065
2023-02-17,3.622,1.9324999999999999,-6.5,-7.164500000000001
2023-02-21,3.304,1.969,-6.984,-7.147500000000001
2023-02-22,2.728,2.0745,-7.4799999999999995,-7.13
2023-02-23,2.2199999999999998,2.2025,-7.956,-7.096500000000001
2023-02-24,1.8920000000000001,2.275,-8.379999999999999,-7.1485
2023-02-27,1.4,2.2855,-8.716,-7.2010000000000005
2023-02-28,1.2020000000000002,2.333,-8.828,-7.2125
2023-03-01,1.0020000000000002,2.294,-8.937999999999999,-7.291500000000001
2023-03-02,0.6660000000000001,2.2075,-9.001999999999999,-7.3985
2023-03-03,0.7939999999999999,2.175,-8.663999999999998,-7.5065
2023-03-06,1.1059999999999999,2.134,-8.358,-7.561999999999999
2023-03-07,0.9979999999999999,2.005,-8.256,-7.6579999999999995
2023-03-08,0.9200000000000002,1.8519999999999999,-8.112,-7.797
2023-03-09,0.13199999999999995,1.5295,-8.396,-7.971499999999999
2023-03-10,-1.502,1.1475,-9.168000000000001,-8.1725
2023-03-13,-3.5520000000000005,0.6439999999999999,-9.985999999999999,-8.389999999999999
2023-03-14,-4.742,0.19049999999999997,-10.256,-8.581
2023-03-15,-6.83,-0.5450000000000002,-10.658,-8.797
2023-03-16,-7.858,-1.2100000000000002,-10.453999999999999,-8.952
2023-03-17,-9.038,-1.9634999999999998,-10.203999999999999,-9.104000000000001
2023-03-20,-9.516,-2.6405000000000003,-9.768,-9.206999999999999
2023-03-21,-9.751999999999999,-3.0735,-9.384,-9.181000000000001
2023-03-22,-9.308,-3.554,-9.190000000000001,-9.2245
2023-03-23,-9.546,-4.1515,-9.248000000000001,-9.275
2023-03-24,-9.597999999999999,-4.836,-9.069999999999999,-9.2765
2023-03-27,-9.802,-5.441,-9.02,-9.283
2023-03-28,-10.602,-6.024500000000001,-9.232000000000001,-9.282
2023-03-29,-10.867999999999999,-6.5215000000000005,-8.894,-9.2135
2023-03-30,-10.809999999999999,-7.0205,-8.49,-9.147
2023-03-31,-10.01,-7.537000000000001,-7.8740000000000006,-9.079
2023-04-03,-9.45,-8.08,-7.19,-8.991000000000001
2023-04-04,-9.42,-8.629000000000001,-6.578,-8.8625
2023-04-05,-9.88,-9.2215,-6.264,-8.7515
2023-04-06,-10.236,-9.6125,-5.988,-8.545
2023-04-10,-10.982,-9.907,-5.9479999999999995,-8.274
2023-04-11,-11.406,-10.0435,-6.004,-7.9955
2023-04-12,-11.27,-10.261,-6.029999999999999,-7.806
2023-04-13,-10.882,-10.2345,-5.772,-7.529999999999999
2023-04-14,-10.358,-10.2375,-5.622,-7.337000000000001
2023-04-17,-9.260000000000002,-9.9625,-5.428,-7.08
2023-04-18,-8.272,-9.7325,-5.224,-6.8595
2023-04-19,-7.236,-9.632000000000001,-4.948,-6.697
2023-04-20,-6.25,-9.47,-5.018000000000001,-6.487
2023-04-21,-5.3340000000000005,-9.1845,-5.037999999999999,-6.2845
2023-04-24,-5.144,-8.849,-5.098000000000001,-6.087
2023-04-25,-5.518,-8.6615,-5.42,-5.9595
2023-04-26,-5.938,-8.466,-5.8100000000000005,-5.841500000000001
2023-04-27,-5.974,-8.246500000000001,-5.786,-5.71
2023-04-28,-6.212000000000001,-8.035,-5.638,-5.5715
2023-05-01,-6.653999999999999,-8.01,-5.504,-5.4944999999999995
2023-05-02,-6.9879999999999995,-8.046000000000001,-5.316,-5.4910000000000005
2023-05-03,-7.719999999999999,-8.041,-5.176,-5.4910000000000005
2023-05-04,-9.276,-8.0955,-5.47,-5.5115
2023-05-05,-10.302,-8.0515,-5.588,-5.471500000000001
2023-05-08,-11.026,-8.020999999999999,-5.708,-5.4345
2023-05-09,-11.424000000000001,-8.050500000000001,-5.71,-5.4174999999999995
2023-05-10,-11.638000000000002,-8.133,-5.514,-5.362
2023-05-11,-11.636,-8.284,-5.218000000000001,-5.372999999999999
2023-05-12,-12.154,-8.500499999999999,-5.258,-5.3805000000000005
2023-05-15,-12.462,-8.8215,-5.244,-5.3885
2023-05-16,-12.984,-9.2285,-5.274,-5.430000000000001
2023-05-17,-12.943999999999999,-9.559999999999999,-5.166,-5.416500000000001
2023-05-18,-12.556000000000001,-9.8605,-4.85,-5.331
2023-05-19,-12.586,-10.313500000000001,-4.54,-5.255999999999999
2023-05-22,-12.728,-10.717500000000001,-4.28,-5.184
2023-05-23,-12.565999999999999,-10.9905,-4.109999999999999,-5.1025
2023-05-24,-13.128,-11.3575,-4.3,-5.039
2023-05-25,-13.437999999999999,-11.7265,-4.51,-5.012
2023-05-26,-13.091999999999999,-12.0335,-4.446,-4.958
2023-05-30,-12.852,-12.267,-4.388,-4.905
2023-05-31,-13.036000000000001,-12.5025,-4.220000000000001,-4.8285
2023-06-01,-12.802000000000001,-12.628,-3.716,-4.674
2023-06-02,-12.466,-12.524,-3.096,-4.4185
2023-06-05,-12.446,-12.569500000000001,-2.758,-4.250500000000001
2023-06-06,-11.879999999999999,-12.480500000000001,-2.386,-4.0745
2023-06-07,-10.831999999999999,-12.354499999999998,-1.9760000000000002,-3.8950000000000005
2023-06-08,-9.946000000000002,-12.205000000000002,-1.6440000000000001,-3.7065000000000006
2023-06-09,-9.556000000000001,-12.004,-1.558,-3.5035000000000003
2023-06-12,-8.780000000000001,-11.725999999999999,-1.254,-3.2495
2023-06-13,-8.272,-11.433,-0.86,-2.9785
2023-06-14,-7.962000000000001,-11.099,-0.388,-2.6735
2023-06-15,-7.386,-10.8155,0.22200000000000003,-2.3594999999999997
2023-06-16,-6.99,-10.6125,0.7260000000000001,-2.1095
2023-06-20,-7.138,-10.364,0.958,-1.875
2023-06-21,-7.546000000000001,-10.1375,0.9520000000000002,-1.6705
2023-06-22,-8.278,-10.027,1.004,-1.395
2023-06-23,-9.43,-9.891,0.652,-1.1215
2023-06-26,-10.378,-9.8475,0.292,-0.909
2023-06-27,-10.862,-9.806500000000002,0.242,-0.7030000000000001
2023-06-28,-11.358,-9.764,0.30999999999999994,-0.496
2023-06-29,-11.202000000000002,-9.5685,0.304,-0.26400000000000007
2023-06-30,-10.818000000000001,-9.395,0.682,-0.022
2023-07-03,-10.187999999999999,-9.278,1.1720000000000002,0.158
2023-07-05,-9.838,-9.1545,1.4,0.3365
2023-07-06,-9.934000000000001,-9.2775,1.456,0.46449999999999997
2023-07-07,-10.288,-9.4325,1.468,0.597
2023-07-10,-10.668000000000001,-9.5755,1.3,0.7140000000000001
2023-07-11,-10.97,-9.631499999999999,1.23,0.8550000000000001
2023-07-12,-11.0,-9.709500000000002,1.3619999999999999,0.9904999999999999
2023-07-13,-10.395999999999999,-9.8085,1.8199999999999998,1.1345
2023-07-14,-9.888,-9.914000000000001,2.308,1.2710000000000001
2023-07-17,-9.266000000000002,-10.0455,2.812,1.3615
2023-07-18,-7.798,-9.833499999999999,3.344,1.5095
2023-07-19,-6.244000000000001,-9.486,3.7619999999999996,1.6915
2023-07-20,-4.648000000000001,-9.084,3.882,1.8669999999999998
2023-07-21,-2.918,-8.574,4.0200000000000005,2.025
2023-07-24,-1.1720000000000002,-7.981,4.1739999999999995,2.242
2023-07-25,-0.65,-7.4015,4.224,2.4925
2023-07-26,-0.57,-6.912999999999999,4.234,2.6895
2023-07-27,-0.792,-6.4425,4.26,2.8545000000000003
2023-07-28,-1.3059999999999998,-6.1,4.454,3.0625
2023-07-31,-1.9600000000000002,-5.7665,4.595999999999999,3.2205
2023-08-01,-2.6759999999999997,-5.5235,4.616,3.3534999999999995
2023-08-02,-3.5420000000000003,-5.339,4.406000000000001,3.441
2023-08-03,-4.2780000000000005,-5.0285,4.27,3.558
2023-08-04,-4.840000000000001,-4.7379999999999995,3.886,3.6670000000000003
2023-08-07,-5.340000000000001,-4.4345,3.6100000000000003,3.7979999999999996
2023-08-08,-5.822,-4.2365,3.342,3.8815
2023-08-09,-6.11,-4.1165,3.2060000000000004,3.9019999999999997
2023-08-10,-6.35,-4.017,3.1220000000000003,3.8835
2023-08-11,-6.506,-3.8924999999999996,3.104,3.8659999999999997
2023-08-14,-6.779999999999999,-3.813,3.024,3.851
2023-08-15,-7.128,-4.069000000000001,2.848,3.7574999999999994
2023-08-16,-7.359999999999999,-4.3955,2.666,3.6279999999999992
2023-08-17,-7.632000000000001,-4.763,2.366,3.5044999999999993
2023-08-18,-8.046000000000001,-5.1745,2.09,3.3835
2023-08-21,-8.494000000000002,-5.6435,1.8239999999999998,3.2634999999999996
2023-08-22,-8.954,-6.1450000000000005,1.6780000000000002,3.1209999999999996
2023-08-23,-9.33,-6.585500000000001,1.7759999999999998,3.0134999999999996
2023-08-24,-9.67,-6.9825,1.8039999999999998,2.8905
2023-08-25,-9.91,-7.325500000000001,1.908,2.747
2023-08-28,-9.892,-7.6265,2.0100000000000002,2.617
2023-08-29,-9.524000000000001,-7.857000000000001,2.3440000000000003,2.553
2023-08-30,-9.256,-8.014,2.59,2.5595
2023-08-31,-9.011999999999999,-8.166,3.0,2.573
2023-09-01,-8.616,-8.269499999999999,3.336,2.6094999999999997
2023-09-05,-8.514,-8.42,3.524,2.5955
2023-09-06,-8.701999999999998,-8.577,3.4,2.5675
2023-09-07,-8.91,-8.714,3.166,2.5495
2023-09-08,-8.88,-8.7985,2.974,2.5360000000000005
2023-09-11,-9.26,-8.958,2.896,2.5575
2023-09-12,-9.084,-8.995999999999999,2.77,2.532
2023-09-13,-8.428,-8.902000000000001,2.786,2.5520000000000005
