Date,rate_GE,rate_VOO,Sector,rate_UPS
2024-05-30,137.13,17.25,Industrials,-25.2
2024-05-31,138.47,18.26,Industrials,-24.08
2024-06-03,131.01,18.08,Industrials,-23.95
2024-06-04,130.89,18.22,Industrials,-25.46
2024-06-05,132.55,19.6,Industrials,-24.41
2024-06-06,129.82,19.58,Industrials,-24.42
2024-06-07,131.66,19.43,Industrials,-24.37
2024-06-10,132.96,19.81,Industrials,-24.35
2024-06-11,129.43,20.08,Industrials,-24.53
2024-06-12,130.41,21.06,Industrials,-25.03
2024-06-13,122.8,21.28,Industrials,-25.87
2024-06-14,123.07,21.38,Industrials,-25.46
2024-06-17,133.51,22.32,Industrials,-25.35
2024-06-18,135.99,22.64,Industrials,-26.25
2024-06-20,136.04,22.31,Industrials,-24.79
2024-06-21,134.95,22.04,Industrials,-24.94
2024-06-24,129.68,21.72,Industrials,-23.85
2024-06-25,128.52,22.14,Industrials,-26.16
2024-06-26,129.82,22.26,Industrials,-24.09
2024-06-27,129.62,22.42,Industrials,-25.36
2024-06-28,127.44,21.66,Industrials,-24.8
2024-07-01,125.35,21.54,Industrials,-24.88
2024-07-02,128.85,22.15,Industrials,-25.44
2024-07-03,131.03,22.58,Industrials,-25.1
2024-07-05,127.51,23.16,Industrials,-24.66
2024-07-08,131.78,23.25,Industrials,-25.11
2024-07-09,131.21,23.35,Industrials,-25.79
2024-07-10,134.85,24.29,Industrials,-25.04
2024-07-11,129.51,23.45,Industrials,-23.62
2024-07-12,125.39,24.05,Industrials,-21.37
2024-07-15,126.17,24.34,Industrials,-20.38
2024-07-16,130.27,24.65,Industrials,-19.02
