Date,rate_AMGN_5D,rate_AMGN_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,5.856,3.4494999999999996,-1.688,-5.4055
2022-03-31,6.284000000000001,3.6485,-1.636,-5.2325
2022-04-01,6.618,3.8600000000000003,-1.614,-5.0075
2022-04-04,6.952000000000001,4.078,-1.566,-4.6135
2022-04-05,7.176,4.361,-1.9939999999999998,-4.2455
2022-04-06,7.6259999999999994,4.715,-2.4899999999999998,-4.0395
2022-04-07,8.244,5.1905,-2.596,-3.79
2022-04-08,8.812000000000001,5.631,-2.814,-3.496
2022-04-11,9.166,6.047,-3.5120000000000005,-3.2510000000000003
2022-04-12,9.484,6.3985,-4.044,-3.119
2022-04-13,9.709999999999999,6.8035,-4.176,-3.0345
2022-04-14,9.866000000000001,7.1259999999999994,-4.630000000000001,-3.063
2022-04-18,9.866000000000001,7.406499999999999,-5.034000000000001,-3.1420000000000003
2022-04-19,10.028,7.7090000000000005,-4.822000000000001,-3.1475
2022-04-20,10.376,8.041,-4.556,-3.211
2022-04-21,10.506,8.424499999999998,-4.7780000000000005,-3.283
2022-04-22,10.268,8.6655,-5.276,-3.5345
2022-04-25,10.284,8.895,-5.680000000000001,-3.7855000000000003
2022-04-26,10.054,9.05,-6.894,-4.1985
2022-04-27,9.622000000000002,9.1645,-8.05,-4.661
2022-04-28,8.482000000000001,9.081,-8.485999999999999,-4.9825
2022-04-29,7.353999999999999,8.933,-9.08,-5.3955
2022-05-02,5.9399999999999995,8.7255,-9.604,-5.7829999999999995
2022-05-03,4.774,8.5055,-9.538,-6.1915
2022-05-04,3.974,8.364,-8.99,-6.410000000000001
2022-05-05,3.7439999999999998,8.1105,-9.512,-6.7379999999999995
2022-05-06,4.0,7.872,-9.48,-7.1165
2022-05-09,4.630000000000001,7.68,-10.168,-7.6215
2022-05-10,5.284000000000001,7.535000000000001,-10.888,-8.0355
2022-05-11,5.636,7.401999999999999,-12.406,-8.500499999999999
2022-05-12,6.454000000000001,7.296499999999999,-13.308000000000002,-9.021
2022-05-13,7.002000000000001,7.156000000000001,-13.709999999999999,-9.3865
2022-05-16,7.38,7.0585,-13.622,-9.7685
2022-05-17,7.764000000000001,6.968999999999999,-13.236,-10.139
2022-05-18,8.036,6.817,-13.262,-10.677
2022-05-19,8.042,6.6805,-13.388,-11.1735
2022-05-20,8.388,6.686,-13.901999999999997,-11.543000000000001
2022-05-23,8.826,6.694,-14.040000000000001,-11.8585
2022-05-24,9.383999999999999,6.8015,-14.64,-12.075500000000002
2022-05-25,10.156,6.950500000000001,-14.416,-12.2685
2022-05-26,10.864,7.276000000000001,-13.745999999999999,-12.4885
2022-05-27,11.529999999999998,7.730000000000001,-12.65,-12.435500000000001
2022-05-31,12.193999999999999,8.2575,-11.966,-12.449
2022-06-01,12.26,8.672999999999998,-11.245999999999999,-12.502500000000001
2022-06-02,11.79,8.9045,-10.34,-12.606
2022-06-03,11.331999999999999,9.173,-10.056000000000001,-12.624500000000001
2022-06-06,10.42,9.335,-10.154,-12.604
2022-06-07,9.466,9.4665,-9.982,-12.4025
2022-06-08,8.782,9.547500000000001,-9.918000000000001,-12.26
2022-06-09,8.212,9.5485,-10.59,-12.152
2022-06-10,7.473999999999999,9.428,-11.475999999999999,-12.1665
2022-06-13,6.715999999999999,9.263499999999999,-13.048000000000002,-12.438500000000001
2022-06-14,5.78,9.066500000000001,-14.831999999999999,-12.705
2022-06-15,4.914,8.834999999999999,-16.194,-12.999500000000001
2022-06-16,3.95,8.527,-17.676,-13.255500000000001
2022-06-17,3.4879999999999995,8.2895,-18.614,-13.472999999999999
2022-06-21,3.632,8.074499999999999,-18.532,-13.596
2022-06-22,4.0200000000000005,7.864999999999999,-18.444,-13.806000000000001
2022-06-23,4.678,7.658499999999999,-18.416,-13.9435
2022-06-24,5.958,7.477499999999999,-17.356,-13.9905
2022-06-27,6.843999999999999,7.2844999999999995,-16.4,-14.136499999999998
2022-06-28,7.290000000000001,7.0145,-16.184,-14.479499999999998
2022-06-29,7.752,6.7545,-15.992,-14.8125
2022-06-30,7.769999999999999,6.536,-16.096,-15.156
2022-07-01,7.742,6.4655000000000005,-16.446,-15.517
2022-07-05,7.858,6.4159999999999995,-16.706,-15.799000000000001
2022-07-06,7.964,6.400499999999999,-16.55,-16.0785
2022-07-07,8.092,6.411,-16.096,-16.341
2022-07-08,8.498000000000001,6.465000000000001,-15.524000000000001,-16.5575
2022-07-11,8.690000000000001,6.584999999999999,-15.395999999999997,-16.7185
2022-07-12,8.712,6.725500000000001,-15.447999999999999,-16.792
2022-07-13,8.872,6.9395,-15.632,-16.7245
2022-07-14,8.712,7.144000000000001,-16.1,-16.658
2022-07-15,8.73,7.419,-16.252000000000002,-16.572
2022-07-18,8.388,7.694500000000001,-16.352,-16.3875
2022-07-19,8.418000000000001,7.958,-15.857999999999999,-16.103
2022-07-20,8.378,8.126,-15.184000000000001,-15.8875
2022-07-21,8.394,8.2375,-14.296000000000001,-15.620999999999999
2022-07-22,8.156,8.288499999999999,-13.868,-15.434999999999999
2022-07-25,8.58,8.35,-13.288,-15.370499999999998
2022-07-26,8.913999999999998,8.4755,-13.352,-15.341
2022-07-27,9.358,8.643,-13.086000000000002,-15.113
2022-07-28,9.703999999999999,8.7255,-12.774,-14.8165
2022-07-29,9.836000000000002,8.805,-12.053999999999998,-14.4245
2022-08-01,9.526,8.796000000000001,-11.350000000000001,-14.0965
2022-08-02,8.892,8.733999999999998,-10.53,-13.797
2022-08-03,8.418,8.7565,-9.94,-13.460500000000001
2022-08-04,8.104,8.7285,-9.578,-13.187000000000001
2022-08-05,7.942,8.666,-9.496,-12.9175
2022-08-08,8.05,8.636,-9.425999999999998,-12.604000000000001
2022-08-09,8.334,8.6395,-9.319999999999999,-12.265
2022-08-10,8.629999999999999,8.696,-9.162,-11.843
2022-08-11,8.714,8.729,-8.992,-11.41
2022-08-12,8.846,8.695,-8.581999999999999,-11.0
2022-08-15,9.072,8.806999999999999,-8.104000000000001,-10.542
2022-08-16,9.354000000000001,8.8735,-7.554,-10.189
2022-08-17,9.266,8.918000000000001,-7.348000000000001,-9.884
2022-08-18,9.35,8.968,-7.104000000000001,-9.611999999999998
2022-08-19,9.5,9.031,-7.244,-9.344
2022-08-22,9.258,8.976499999999998,-7.696,-9.144
2022-08-23,8.755999999999998,8.834,-8.198,-8.9005
2022-08-24,8.402,8.678999999999998,-8.578,-8.757
2022-08-25,8.169999999999998,8.5845,-8.822,-8.623999999999999
2022-08-26,7.578,8.4665,-9.31,-8.658
2022-08-29,7.144,8.380999999999998,-9.620000000000001,-8.7115
2022-08-30,6.8340000000000005,8.319500000000001,-10.028,-8.774999999999999
2022-08-31,6.593999999999999,8.222999999999999,-10.562,-8.9125
2022-09-01,6.546000000000001,8.195,-11.175999999999998,-9.0235
2022-09-02,6.612,8.133999999999999,-11.492,-9.157
2022-09-06,6.742,8.053999999999998,-11.768,-9.297
2022-09-07,7.072,8.004,-11.664,-9.361
2022-09-08,7.386,7.912000000000001,-11.366,-9.4635
2022-09-09,7.616,7.9205,-10.912,-9.503499999999999
2022-09-12,7.223999999999999,7.7284999999999995,-10.162,-9.552
2022-09-13,5.942,7.2715000000000005,-10.129999999999999,-9.803500000000001
2022-09-14,4.58,6.8105,-10.290000000000001,-10.045
2022-09-15,3.126,6.377,-10.74,-10.311499999999999
2022-09-16,1.784,6.029,-11.57,-10.620000000000001
2022-09-19,1.2100000000000002,5.656000000000001,-12.453999999999999,-10.8545
2022-09-20,1.274,5.275499999999999,-12.774,-11.073
2022-09-21,0.9560000000000001,4.8605,-13.45,-11.358
2022-09-22,0.9580000000000002,4.516,-14.080000000000002,-11.687000000000001
2022-09-23,0.602,4.1370000000000005,-14.851999999999999,-12.127500000000001
2022-09-26,0.27,3.8289999999999997,-15.906,-12.503499999999999
2022-09-27,0.122,3.5199999999999996,-16.812,-12.871
2022-09-28,0.6839999999999999,3.3230000000000004,-17.18,-13.146
2022-09-29,0.742,3.053,-17.748,-13.483500000000001
2022-09-30,0.606,2.652,-18.288,-13.905499999999998
2022-10-03,0.906,2.4025,-18.168,-14.172500000000003
2022-10-04,1.504,2.2105,-17.518,-14.3085
2022-10-05,1.7399999999999998,1.9899999999999998,-17.14,-14.515
2022-10-06,1.95,1.6940000000000002,-16.595999999999997,-14.791000000000002
2022-10-07,2.258,1.3124999999999998,-16.264,-15.243500000000001
2022-10-10,2.4059999999999997,1.198,-16.554,-15.770500000000002
2022-10-11,3.482,1.5955,-17.436,-16.135
2022-10-12,4.574,1.9885000000000002,-18.338,-16.526999999999997
2022-10-13,6.3660000000000005,2.504,-18.654,-16.7695
2022-10-14,8.294,2.94,-18.878,-17.070500000000003
2022-10-17,10.091999999999999,3.4185000000000003,-18.582,-17.3025
2022-10-18,10.67,3.9445,-17.99,-17.439
2022-10-19,10.82,4.4545,-17.464,-17.530499999999996
2022-10-20,10.452,4.8774999999999995,-17.482,-17.619999999999997
2022-10-21,10.504,5.4155,-16.747999999999998,-17.544500000000003
2022-10-24,11.236,6.16,-16.216,-17.380000000000003
2022-10-25,11.922,6.894499999999999,-15.602,-17.1365
2022-10-26,13.532,7.666499999999999,-15.0,-16.9855
2022-10-27,15.258,8.506499999999999,-14.356,-16.772
2022-10-28,17.166,9.5555,-13.709999999999999,-16.4
2022-10-31,17.954,10.422,-13.38,-16.183
2022-11-01,18.909999999999997,11.246,-13.325999999999999,-16.0885
2022-11-02,19.024,11.9875,-13.568000000000001,-16.0925
2022-11-03,18.822000000000003,12.724499999999999,-13.892000000000001,-16.095999999999997
2022-11-04,18.316,13.569999999999999,-14.372,-15.927000000000001
2022-11-07,18.79,14.518,-14.581999999999999,-15.690000000000001
2022-11-08,20.127999999999997,15.407499999999999,-14.696000000000002,-15.4035
2022-11-09,21.562,16.2345,-14.73,-15.1905
2022-11-10,23.344,16.969,-13.697999999999999,-14.857
2022-11-11,24.497999999999998,17.621000000000002,-12.734,-14.391
2022-11-14,24.992,18.243000000000002,-12.064,-14.060500000000001
2022-11-15,24.46,18.855,-11.342,-13.741499999999998
2022-11-16,24.104000000000003,19.555500000000002,-10.412,-13.4275
2022-11-17,23.892,20.329,-10.426,-13.093
2022-11-18,24.036,21.003999999999998,-10.528,-12.836000000000002
2022-11-21,24.217999999999996,21.4885,-10.552000000000001,-12.6445
2022-11-22,24.438,21.984,-10.488000000000001,-12.463
2022-11-23,24.406,22.273999999999997,-10.180000000000001,-12.2225
2022-11-25,24.169999999999998,22.557000000000002,-9.824,-11.96
2022-11-28,23.862,22.678,-9.825999999999999,-11.865
2022-11-29,23.45,22.8625,-9.798,-11.749
2022-11-30,23.444,23.1175,-9.464,-11.4975
2022-12-01,23.528,23.4,-9.198,-11.129999999999999
2022-12-02,23.558,23.741,-8.956,-10.725999999999999
2022-12-05,23.618000000000002,24.0035,-8.748000000000001,-10.459
2022-12-06,23.614,24.068499999999997,-8.76,-10.2935
2022-12-07,23.446,23.947,-9.344,-10.1595
2022-12-08,23.416,23.8635,-9.834,-9.906000000000002
2022-12-09,22.94,23.639999999999997,-10.424000000000001,-9.9075
2022-12-12,22.378,23.4735,-10.454,-9.889
2022-12-13,21.576,23.214499999999997,-10.102,-9.803
2022-12-14,20.516,22.961,-9.824000000000002,-9.780000000000001
2022-12-15,19.08,22.607499999999998,-10.118,-9.8325
2022-12-16,18.22,22.222,-10.492,-9.924
2022-12-19,17.358,21.804,-11.258,-10.0715
2022-12-20,16.770000000000003,21.3525,-12.209999999999999,-10.2175
2022-12-21,16.394,20.95,-12.802000000000001,-10.3585
2022-12-22,16.324,20.587,-13.197999999999999,-10.587
2022-12-23,16.046,20.191,-13.294,-10.7915
2022-12-27,15.856,19.802500000000002,-13.309999999999999,-10.942499999999999
2022-12-28,15.581999999999999,19.3855,-13.478,-11.1375
2022-12-29,15.328,18.921,-13.602,-11.392999999999999
2022-12-30,15.112,18.482999999999997,-13.532,-11.6705
2023-01-03,14.857999999999999,18.016,-13.558000000000002,-11.942
2023-01-04,14.876,17.617,-13.398000000000001,-12.105
2023-01-05,15.266,17.2985,-13.216,-12.2515
2023-01-06,16.226,17.116,-12.948000000000002,-12.294
2023-01-09,16.791999999999998,16.827,-12.646,-12.3735
2023-01-10,17.83,16.738500000000002,-12.218,-12.3905
2023-01-11,18.556,16.661499999999997,-11.690000000000001,-12.414
2023-01-12,18.9,16.6295,-10.91,-12.4535
2023-01-13,18.6,16.637,-10.444,-12.449
2023-01-17,18.54,16.692,-9.992,-12.342
2023-01-18,17.722,16.614,-9.952,-12.255500000000001
2023-01-19,16.784,16.518,-10.256,-12.1635
2023-01-20,16.122,16.4675,-10.308,-11.978
2023-01-23,15.193999999999999,16.337,-10.213999999999999,-11.802
2023-01-24,14.354000000000003,16.1995,-10.113999999999999,-11.571000000000002
2023-01-25,13.676000000000002,16.0215,-9.72,-11.362
2023-01-26,13.059999999999999,15.818999999999999,-9.012,-11.089
2023-01-27,12.232000000000001,15.629999999999999,-8.57,-10.751
2023-01-30,11.424,15.361,-8.568,-10.5435
2023-01-31,10.796000000000001,15.120500000000002,-8.291999999999998,-10.261
2023-02-01,9.888,14.779000000000002,-7.794,-9.921
2023-02-02,9.132,14.383,-7.231999999999999,-9.5475
2023-02-03,8.37,13.906,-6.914,-9.175500000000001
2023-02-06,7.672,13.222500000000002,-6.473999999999999,-8.925
2023-02-07,6.9159999999999995,12.6515,-6.09,-8.622
2023-02-08,6.388,11.918499999999998,-6.104,-8.3925
2023-02-09,5.832,11.202,-6.5040000000000004,-8.251000000000001
2023-02-10,5.604,10.581999999999999,-6.6739999999999995,-8.1165
2023-02-13,5.588,9.9695,-6.564,-7.955
2023-02-14,5.3340000000000005,9.35,-6.6579999999999995,-7.788500000000001
2023-02-15,5.319999999999999,8.818000000000001,-6.531999999999999,-7.5375
2023-02-16,4.822,8.2115,-6.478,-7.3065
2023-02-17,4.651999999999999,7.714500000000001,-6.5,-7.164500000000001
2023-02-21,4.186,7.217499999999999,-6.984,-7.147500000000001
2023-02-22,3.7659999999999996,6.703,-7.4799999999999995,-7.13
2023-02-23,3.556,6.287999999999999,-7.956,-7.096500000000001
2023-02-24,3.5059999999999993,5.823,-8.379999999999999,-7.1485
2023-02-27,2.982,5.402,-8.716,-7.2010000000000005
2023-02-28,2.414,4.965,-8.828,-7.2125
2023-03-01,2.404,4.605,-8.937999999999999,-7.291500000000001
2023-03-02,2.146,4.3525,-9.001999999999999,-7.3985
2023-03-03,2.2359999999999998,4.098999999999999,-8.663999999999998,-7.5065
2023-03-06,2.282,3.88,-8.358,-7.561999999999999
2023-03-07,2.02,3.5520000000000005,-8.256,-7.6579999999999995
2023-03-08,1.3539999999999999,3.2145,-8.112,-7.797
2023-03-09,0.584,2.9015,-8.396,-7.971499999999999
2023-03-10,-0.014000000000000035,2.6374999999999997,-9.168000000000001,-8.1725
2023-03-13,-0.18000000000000002,2.434,-9.985999999999999,-8.389999999999999
2023-03-14,-0.02200000000000004,2.1494999999999997,-10.256,-8.581
2023-03-15,0.536,2.015,-10.658,-8.797
2023-03-16,1.2920000000000003,1.8944999999999996,-10.453999999999999,-8.952
2023-03-17,1.456,1.796,-10.203999999999999,-9.104000000000001
2023-03-20,1.59,1.6685000000000003,-9.768,-9.206999999999999
2023-03-21,1.794,1.5515,-9.384,-9.181000000000001
2023-03-22,1.356,1.4125,-9.190000000000001,-9.2245
2023-03-23,1.2280000000000002,1.3125,-9.248000000000001,-9.275
2023-03-24,1.94,1.4045,-9.069999999999999,-9.2765
2023-03-27,2.116,1.452,-9.02,-9.283
2023-03-28,2.596,1.597,-9.232000000000001,-9.282
2023-03-29,3.564,1.7025,-8.894,-9.2135
2023-03-30,4.29,1.8485,-8.49,-9.147
2023-03-31,4.612,1.9985,-7.8740000000000006,-9.079
2023-04-03,5.248,2.1935,-7.19,-8.991000000000001
2023-04-04,5.998,2.5915,-6.578,-8.8625
2023-04-05,7.029999999999999,3.1214999999999997,-6.264,-8.7515
2023-04-06,8.017999999999999,3.707,-5.988,-8.545
2023-04-10,8.776,4.196,-5.9479999999999995,-8.274
2023-04-11,9.368,4.5805,-6.004,-7.9955
2023-04-12,9.556000000000001,4.986,-6.029999999999999,-7.806
2023-04-13,9.383999999999999,5.3335,-5.772,-7.529999999999999
2023-04-14,9.11,5.6615,-5.622,-7.337000000000001
2023-04-17,8.904,6.058,-5.428,-7.08
2023-04-18,8.501999999999999,6.3085,-5.224,-6.8595
2023-04-19,8.248000000000001,6.599499999999999,-4.948,-6.697
2023-04-20,7.634,6.9030000000000005,-5.018000000000001,-6.487
2023-04-21,7.1579999999999995,7.144,-5.037999999999999,-6.2845
2023-04-24,6.867999999999999,7.290000000000001,-5.098000000000001,-6.087
2023-04-25,6.772,7.472499999999999,-5.42,-5.9595
2023-04-26,6.162000000000001,7.491,-5.8100000000000005,-5.841500000000001
2023-04-27,5.898,7.486500000000001,-5.786,-5.71
2023-04-28,5.5520000000000005,7.4595,-5.638,-5.5715
2023-05-01,5.072,7.404999999999999,-5.504,-5.4944999999999995
2023-05-02,4.3100000000000005,7.2379999999999995,-5.316,-5.4910000000000005
2023-05-03,3.4919999999999995,6.8645,-5.176,-5.4910000000000005
2023-05-04,2.7640000000000002,6.42,-5.47,-5.5115
2023-05-05,2.476,6.074,-5.588,-5.471500000000001
2023-05-08,2.1159999999999997,5.74,-5.708,-5.4345
2023-05-09,1.986,5.3925,-5.71,-5.4174999999999995
2023-05-10,2.3899999999999997,5.0729999999999995,-5.514,-5.362
2023-05-11,2.42,4.679,-5.218000000000001,-5.372999999999999
2023-05-12,2.118,4.326,-5.258,-5.3805000000000005
2023-05-15,2.024,4.02,-5.244,-5.3885
2023-05-16,1.462,3.6325000000000003,-5.274,-5.430000000000001
2023-05-17,0.6819999999999999,3.1814999999999998,-5.166,-5.416500000000001
2023-05-18,-0.010000000000000054,2.768,-4.85,-5.331
2023-05-19,-0.8300000000000001,2.3289999999999997,-4.54,-5.255999999999999
2023-05-22,-1.6480000000000001,1.891,-4.28,-5.184
2023-05-23,-1.9440000000000002,1.4535,-4.109999999999999,-5.1025
2023-05-24,-2.262,1.0755,-4.3,-5.039
2023-05-25,-2.846,0.5820000000000001,-4.51,-5.012
2023-05-26,-3.406,0.08949999999999995,-4.446,-4.958
2023-05-30,-3.878,-0.3465000000000001,-4.388,-4.905
2023-05-31,-4.204,-0.675,-4.220000000000001,-4.8285
2023-06-01,-4.787999999999999,-0.9945,-3.716,-4.674
2023-06-02,-4.712000000000001,-1.2870000000000001,-3.096,-4.4185
2023-06-05,-4.2620000000000005,-1.5950000000000002,-2.758,-4.250500000000001
2023-06-06,-4.008000000000001,-1.8775000000000002,-2.386,-4.0745
2023-06-07,-3.934,-2.1550000000000002,-1.9760000000000002,-3.8950000000000005
2023-06-08,-3.378,-2.4365,-1.6440000000000001,-3.7065000000000006
2023-06-09,-3.3200000000000003,-2.722,-1.558,-3.5035000000000003
2023-06-12,-3.7119999999999997,-3.0525,-1.254,-3.2495
2023-06-13,-3.6439999999999997,-3.2945,-0.86,-2.9785
2023-06-14,-3.556,-3.4095,-0.388,-2.6735
2023-06-15,-2.888,-3.3289999999999997,0.22200000000000003,-2.3594999999999997
2023-06-16,-1.9419999999999997,-3.2050000000000005,0.7260000000000001,-2.1095
2023-06-20,-0.968,-3.087,0.958,-1.875
2023-06-21,-0.53,-3.015,0.9520000000000002,-1.6705
2023-06-22,0.11200000000000002,-2.8955,1.004,-1.395
2023-06-23,-0.003999999999999981,-2.7645,0.652,-1.1215
2023-06-26,-0.43200000000000005,-2.6015,0.292,-0.909
2023-06-27,-0.95,-2.473,0.242,-0.7030000000000001
2023-06-28,-1.448,-2.4075,0.30999999999999994,-0.496
2023-06-29,-2.186,-2.391,0.304,-0.26400000000000007
2023-06-30,-2.628,-2.2245,0.682,-0.022
2023-07-03,-2.598,-2.073,1.1720000000000002,0.158
2023-07-05,-2.3099999999999996,-1.9849999999999999,1.4,0.3365
2023-07-06,-2.156,-1.9444999999999997,1.456,0.46449999999999997
2023-07-07,-2.364,-1.9985,1.468,0.597
2023-07-10,-2.122,-1.9105,1.3,0.7140000000000001
2023-07-11,-2.222,-1.7985,1.23,0.8550000000000001
2023-07-12,-2.238,-1.6164999999999998,1.3619999999999999,0.9904999999999999
2023-07-13,-1.8340000000000003,-1.492,1.8199999999999998,1.1345
2023-07-14,-1.076,-1.3785,2.308,1.2710000000000001
2023-07-17,-0.808,-1.3905,2.812,1.3615
2023-07-18,-0.05399999999999996,-1.3265,3.344,1.5095
2023-07-19,0.49800000000000005,-1.25,3.7619999999999996,1.6915
2023-07-20,0.9800000000000001,-1.1145,3.882,1.8669999999999998
2023-07-21,1.6199999999999999,-1.0014999999999998,4.0200000000000005,2.025
2023-07-24,2.278,-0.82,4.1739999999999995,2.242
2023-07-25,2.516,-0.5895,4.224,2.4925
2023-07-26,2.7880000000000003,-0.31549999999999995,4.234,2.6895
2023-07-27,3.032,0.005499999999999994,4.26,2.8545000000000003
2023-07-28,3.166,0.3365,4.454,3.0625
2023-07-31,3.056,0.601,4.595999999999999,3.2205
2023-08-01,2.772,0.753,4.616,3.3534999999999995
2023-08-02,2.354,0.8505,4.406000000000001,3.441
2023-08-03,1.8860000000000003,1.016,4.27,3.558
2023-08-04,2.4579999999999997,1.5419999999999998,3.886,3.6670000000000003
2023-08-07,4.042,2.142,3.6100000000000003,3.7979999999999996
2023-08-08,6.318,2.8880000000000003,3.342,3.8815
2023-08-09,8.642,3.5705,3.2060000000000004,3.9019999999999997
2023-08-10,11.12,4.2545,3.1220000000000003,3.8835
2023-08-11,12.559999999999999,4.951,3.104,3.8659999999999997
2023-08-14,13.080000000000002,5.614,3.024,3.851
2023-08-15,13.392,6.249499999999999,2.848,3.7574999999999994
2023-08-16,13.74,6.881,2.666,3.6279999999999992
2023-08-17,13.839999999999998,7.469499999999999,2.366,3.5044999999999993
2023-08-18,13.789999999999997,7.9935,2.09,3.3835
2023-08-21,13.774000000000001,8.488,1.8239999999999998,3.2634999999999996
2023-08-22,13.280000000000001,8.9405,1.6780000000000002,3.1209999999999996
2023-08-23,12.829999999999998,9.3915,1.7759999999999998,3.0134999999999996
2023-08-24,12.408,9.8135,1.8039999999999998,2.8905
2023-08-25,12.091999999999999,10.225,1.908,2.747
2023-08-28,11.851999999999999,10.687000000000001,2.0100000000000002,2.617
2023-08-29,11.968,11.2395,2.3440000000000003,2.553
2023-08-30,11.998,11.802499999999998,2.59,2.5595
2023-08-31,11.982,12.3375,3.0,2.573
2023-09-01,11.953999999999999,12.599,3.336,2.6094999999999997
2023-09-05,11.764,12.6175,3.524,2.5955
2023-09-06,11.038,12.4195,3.4,2.5675
2023-09-07,10.84,12.352,3.166,2.5495
2023-09-08,11.148,12.3445,2.974,2.5360000000000005
2023-09-11,11.672,12.376999999999999,2.896,2.5575
2023-09-12,12.228,12.4045,2.77,2.532
2023-09-13,12.882,12.291999999999998,2.786,2.5520000000000005
2023-09-14,13.540000000000001,12.302,3.028,2.6399999999999997
2023-09-15,13.645999999999997,12.296000000000001,2.9939999999999998,2.693
2023-09-18,13.767999999999997,12.371500000000001,2.854,2.7485
2023-09-19,14.11,12.4885,2.782,2.7715000000000005
2023-09-20,15.325999999999999,12.8035,2.498,2.757
2023-09-21,15.935999999999998,13.0785,1.718,2.6255
2023-09-22,16.532,13.327000000000002,1.1400000000000001,2.527
2023-09-25,16.85,13.560999999999998,0.622,2.4270000000000005
2023-09-26,17.258000000000003,13.84,-0.146,2.2325
2023-09-27,17.046,14.072999999999999,-0.722,1.9904999999999997
2023-09-28,17.168,14.371,-0.9339999999999999,1.7445
2023-09-29,17.259999999999998,14.6465,-1.1440000000000001,1.491
2023-10-02,17.151999999999997,14.860499999999998,-1.432,1.2349999999999999
2023-10-03,16.398,14.998499999999998,-1.69,0.929
2023-10-04,16.03,15.321000000000002,-1.812,0.6875
2023-10-05,15.474,15.529500000000002,-1.9899999999999998,0.45549999999999996
2023-10-06,15.3,15.6845,-1.8939999999999997,0.274
2023-10-09,15.748,15.879499999999998,-1.672,0.09300000000000001
