Date,rate_AMGN_5D,rate_AMGN_20D,rate_VOO_5D,rate_VOO_20D
2023-10-10,16.63,16.099,-1.0899999999999999,-0.03599999999999999
2023-10-11,18.034,16.608999999999998,-0.564,-0.14999999999999997
2023-10-12,19.574,17.038,-0.13999999999999999,-0.33649999999999997
2023-10-13,20.842000000000002,17.4835,-0.048,-0.48650000000000004
2023-10-16,21.962,17.928,0.118,-0.591
2023-10-17,22.908,18.298499999999997,0.186,-0.6849999999999999
2023-10-18,22.886000000000003,18.499,-0.09600000000000002,-0.7985
2023-10-19,22.520000000000003,18.684,-0.426,-0.8724999999999999
2023-10-20,22.080000000000002,18.8705,-0.8940000000000001,-0.9949999999999999
2023-10-23,20.98,18.960500000000003,-1.6,-1.1465
2023-10-24,20.332,19.067,-2.164,-1.1895
2023-10-25,19.419999999999998,19.0925,-2.7340000000000004,-1.3015
2023-10-26,18.541999999999998,19.0275,-3.372,-1.482
2023-10-27,17.130000000000003,18.838,-3.85,-1.6715
2023-10-30,16.311999999999998,18.750500000000002,-4.069999999999999,-1.8060000000000003
2023-10-31,14.604,18.6185,-4.319999999999999,-1.847
2023-11-01,13.612,18.488,-4.078,-1.8679999999999999
2023-11-02,13.3,18.484,-3.2439999999999998,-1.7954999999999999
2023-11-03,13.936000000000002,18.497,-2.15,-1.7355
2023-11-06,14.681999999999999,18.484,-1.242,-1.6985000000000003
2023-11-07,15.916,18.44,-0.394,-1.673
2023-11-08,16.945999999999998,18.216,0.25,-1.6644999999999999
2023-11-09,16.724,17.771499999999996,0.388,-1.6635000000000002
2023-11-10,16.503999999999998,17.4125,0.654,-1.56
2023-11-13,15.985999999999999,16.990000000000002,0.8620000000000001,-1.5125000000000002
2023-11-14,15.898000000000001,16.6875,1.4,-1.3695
2023-11-15,15.884,16.4655,1.968,-1.1485
2023-11-16,16.302,16.217000000000002,2.7119999999999997,-0.8790000000000001
2023-11-17,16.137999999999998,15.926999999999998,3.18,-0.5415000000000001
2023-11-20,16.022,15.750499999999999,3.822,-0.15700000000000008
2023-11-21,15.406,15.456,4.026,0.17799999999999994
2023-11-22,14.686000000000002,15.282,4.273999999999999,0.6034999999999999
2023-11-24,14.384,15.177499999999998,4.505999999999999,1.0905
2023-11-27,14.288,15.2165,4.672,1.589
2023-11-28,14.303999999999998,15.248499999999998,4.704,2.0364999999999998
2023-11-29,14.628,15.462,4.776000000000001,2.452
2023-11-30,15.062000000000001,15.644499999999999,4.837999999999999,2.8325
2023-12-01,15.597999999999999,15.751999999999999,4.988,3.1485
2023-12-04,16.242,15.793000000000001,5.072,3.3945
2023-12-05,16.637999999999998,15.7375,5.130000000000001,3.6295
2023-12-06,16.812,15.685999999999998,5.13,3.8329999999999997
2023-12-07,16.89,15.630499999999998,5.186,4.0665
2023-12-08,16.606,15.722500000000002,5.215999999999999,4.3555
2023-12-11,16.572000000000003,15.810000000000002,5.418,4.585500000000001
2023-12-12,16.836000000000002,15.95,5.7219999999999995,4.8445
2023-12-13,17.881999999999998,16.182000000000002,6.362,5.0735
2023-12-14,18.31,16.237000000000002,6.9239999999999995,5.3055
2023-12-15,18.85,16.3595,7.382000000000001,5.523
2023-12-18,19.136,16.5595,7.882,5.761
2023-12-19,19.516000000000002,16.8235,8.394,5.9875
2023-12-20,18.966,17.072,8.312,6.1450000000000005
2023-12-21,19.222,17.371000000000002,8.341999999999999,6.3225
2023-12-22,19.964000000000002,17.7545,8.443999999999999,6.5075
2023-12-26,20.682,18.158,8.508,6.720000000000001
2023-12-27,21.372,18.5905,8.495999999999999,6.9355
2023-12-28,22.504,19.041,8.815999999999999,7.154999999999999
2023-12-29,23.244,19.4165,8.918000000000001,7.342499999999999
2024-01-02,24.27,19.9225,8.836,7.469499999999999
2024-01-03,25.594,20.496,8.553999999999998,7.5905000000000005
2024-01-04,26.901999999999997,21.1565,8.18,7.698
2024-01-05,28.032000000000004,21.846,7.830000000000001,7.83
2024-01-08,29.866000000000003,22.660500000000003,7.8260000000000005,8.0025
2024-01-09,30.696000000000005,23.445,7.918000000000001,8.145
2024-01-10,31.022000000000002,24.1085,8.256,8.3
2024-01-11,31.016,24.701500000000003,8.648,8.429499999999999
2024-01-12,31.312,25.2035,9.022,8.495000000000001
2024-01-16,30.686,25.7545,9.036,8.5305
2024-01-17,30.418,26.337,8.996,8.5485
2024-01-18,30.412,26.927500000000002,8.995999999999999,8.578500000000002
2024-01-19,30.812,27.5255,9.226,8.6375
2024-01-22,31.122000000000003,28.2425,9.49,8.7895
2024-01-23,31.666000000000004,28.865500000000004,9.872,8.913
2024-01-24,31.784000000000002,29.292,10.370000000000001,9.03
2024-01-25,32.272000000000006,29.825,10.812000000000001,9.1545
2024-01-26,32.608,30.3345,11.017999999999999,9.267999999999999
2024-01-29,32.888,30.8385,11.32,9.4155
2024-01-30,33.29,31.377000000000002,11.552,9.5715
2024-01-31,34.036,31.733500000000003,11.459999999999999,9.686
2024-02-01,35.114,32.205,11.466,9.8825
2024-02-02,35.948,32.596,11.674000000000001,10.141499999999999
2024-02-05,36.538,32.965,11.676,10.377
2024-02-06,36.606,33.062,11.748,10.552000000000001
2024-02-07,35.26,32.8745,12.272,10.7745
2024-02-08,33.104,32.7255,12.606,10.97
2024-02-09,30.796,32.541000000000004,12.852,11.1925
2024-02-12,28.826,32.3435,13.157999999999998,11.411
2024-02-13,26.965999999999998,32.132000000000005,13.122,11.5735
2024-02-14,26.518,31.8995,13.132,11.808499999999999
2024-02-15,26.064,31.6385,13.266,12.0375
2024-02-16,25.451999999999998,31.201,13.193999999999999,12.1845
2024-02-20,24.59,30.710500000000003,13.02,12.2935
2024-02-21,24.035999999999998,30.2245,13.151999999999997,12.3935
2024-02-22,23.65,29.866000000000003,13.516,12.595
2024-02-23,23.660000000000004,29.485499999999995,13.754000000000001,12.773
2024-02-26,23.871999999999996,29.017000000000003,14.02,12.934999999999999
2024-02-27,23.446,28.35,14.435999999999998,13.0725
2024-02-28,22.938,27.6365,14.8,13.2055
2024-02-29,21.994,26.8555,14.822,13.435500000000001
2024-03-01,21.196,26.006,14.986,13.653
2024-03-04,20.544,25.166,15.2,13.8165
2024-03-05,20.314,24.294,15.152000000000001,13.941500000000001
2024-03-06,20.166000000000004,23.5265,15.252,14.0815
2024-03-07,20.006,23.042,15.49,14.24
2024-03-08,19.458,22.5945,15.442000000000002,14.362
2024-03-11,19.122,22.2475,15.402000000000001,14.454000000000002
2024-03-12,19.116,21.8665,15.788,14.599
2024-03-13,19.066,21.5515,16.028,14.807999999999998
2024-03-14,18.952,21.1505,16.008000000000003,14.958999999999998
2024-03-15,18.536,20.7125,15.989999999999998,15.043000000000001
2024-03-18,18.156,20.4235,16.108,15.1825
2024-03-19,17.747999999999998,20.156,16.124000000000002,15.375
2024-03-20,17.5,19.9175,16.33,15.602500000000001
2024-03-21,17.96,19.728,16.639999999999997,15.74
2024-03-22,18.582,19.442999999999998,16.998,15.854
2024-03-25,19.43,19.313,17.19,15.975
2024-03-26,20.286,19.366,17.23,16.073500000000003
2024-03-27,21.419999999999998,19.538,17.268,16.2195
2024-03-28,22.052,19.7425,17.242,16.345
2024-04-01,22.562,19.7845,17.216,16.411499999999997
2024-04-02,22.092,19.7,17.104,16.451
2024-04-03,21.389999999999997,19.634999999999998,17.06,16.5505
2024-04-04,19.758000000000003,19.436,16.608,16.558500000000002
2024-04-05,18.454,19.354499999999998,16.369999999999997,16.565
2024-04-08,17.274,19.2385,16.224,16.607
2024-04-09,16.776,19.1135,16.240000000000002,16.6605
2024-04-10,16.095999999999997,18.880000000000003,16.028,16.6105
2024-04-11,16.259999999999998,18.7345,16.22,16.6065
2024-04-12,16.032,18.6245,15.906,16.5395
2024-04-15,15.716,18.5335,15.315999999999999,16.438499999999998
2024-04-16,15.312000000000001,18.402499999999996,14.658000000000001,16.298000000000002
2024-04-17,15.107999999999999,18.220000000000002,14.078,16.098999999999997
2024-04-18,14.485999999999999,17.981,13.296000000000001,15.847999999999999
2024-04-19,14.628,17.7915,12.626,15.535999999999998
2024-04-22,15.175999999999998,17.682000000000002,12.41,15.2915
2024-04-23,15.852,17.508000000000003,12.512,15.128499999999999
2024-04-24,16.616,17.302500000000002,12.73,14.974
2024-04-25,17.184,16.922,12.904,14.757
2024-04-26,17.274,16.597,13.482,14.596
2024-04-29,17.658,16.456,13.952000000000002,14.4755
2024-04-30,17.692,16.408,13.785999999999998,14.298999999999998
2024-05-01,18.0,16.455000000000002,13.52,14.088999999999999
2024-05-02,18.704,16.6585,13.55,13.992499999999998
2024-05-03,22.125999999999998,17.515,13.632,13.911499999999998
2024-05-06,24.006,18.139000000000003,13.862,13.885
2024-05-07,26.163999999999998,18.755,14.482,13.8595
2024-05-08,28.691999999999997,19.604,15.219999999999999,13.887
2024-05-09,31.606,20.494999999999997,15.884,13.9085
2024-05-10,31.517999999999994,21.3865,16.304000000000002,14.011000000000001
2024-05-13,32.28,22.279999999999998,16.497999999999998,14.180499999999999
2024-05-14,33.226,23.2335,16.77,14.3875
2024-05-15,34.224000000000004,24.383,17.322,14.698000000000002
2024-05-16,34.382,25.469,17.698,15.009
2024-05-17,34.58,26.3745,18.08,15.374500000000001
2024-05-20,35.098,27.2605,18.484,15.699000000000002
2024-05-21,35.39,28.118000000000002,18.842000000000002,15.969999999999999
2024-05-22,34.57,28.871499999999997,18.848000000000003,16.2275
2024-05-23,33.87,29.640499999999996,18.726000000000003,16.4645
2024-05-24,33.306,30.382500000000004,18.726,16.685499999999998
2024-05-28,32.086,30.8675,18.724,16.892000000000003
2024-05-29,30.514,31.323499999999996,18.492,17.1465
2024-05-30,29.797999999999995,31.820999999999998,18.174,17.391
2024-05-31,29.744,32.4005,18.232,17.635
2024-06-03,29.772,32.294,18.096,17.8015
2024-06-04,30.276,32.435,17.968,17.9185
2024-06-05,31.106,32.559000000000005,18.282000000000004,18.0965
2024-06-06,31.4,32.498,18.747999999999998,18.273
2024-06-07,31.222,32.304500000000004,18.982,18.4095
2024-06-10,30.994,32.163,19.328,18.557499999999997
2024-06-11,30.428000000000004,31.971999999999998,19.7,18.719
2024-06-12,29.894,31.726,19.991999999999997,18.901999999999997
2024-06-13,29.282,31.2625,20.332,19.0255
2024-06-14,28.740000000000002,30.894,20.722,19.1655
2024-06-17,28.618000000000002,30.672500000000003,21.224,19.3435
2024-06-18,29.068,30.464499999999997,21.736,19.532
2024-06-20,29.816000000000003,30.3325,21.985999999999997,19.688
2024-06-21,30.637999999999998,30.279500000000002,22.137999999999998,19.848000000000003
2024-06-24,32.29600000000001,30.5005,22.206,20.0355
2024-06-25,33.658,30.760499999999997,22.17,20.2045
2024-06-26,34.238,31.002499999999998,22.094,20.3745
2024-06-27,34.562,31.3445,22.116000000000003,20.594
2024-06-28,34.926,31.561500000000002,22.04,20.814500000000002
2024-07-01,34.212,31.6175,22.003999999999998,20.9785
2024-07-02,33.378,31.662,22.006,21.182
2024-07-03,32.978,31.678000000000004,22.07,21.4
2024-07-05,32.63,31.7255,22.218,21.578
2024-07-08,32.438,31.821000000000005,22.535999999999998,21.7615
2024-07-09,32.85,32.0245,22.898000000000003,21.9575
2024-07-10,33.769999999999996,32.356,23.326,22.1815
2024-07-11,35.096,32.845,23.5,22.35
2024-07-12,36.78,33.447,23.678,22.4995
