Date,rate_UPRO,rate_UPRO_5D,rate_UPRO_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-25,-31.66,-28.844,-29.7545,-6.43,-5.42,-5.9595
2023-04-26,-32.54,-29.887999999999998,-29.552500000000002,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-28.65,-29.898000000000003,-29.2905,-5.24,-5.786,-5.71
2023-04-28,-26.79,-29.57,-28.992,-4.56,-5.638,-5.5715
2023-05-01,-26.47,-29.221999999999998,-28.817500000000003,-4.51,-5.504,-5.4944999999999995
2023-05-02,-28.9,-28.669999999999998,-28.8325,-5.49,-5.316,-5.4910000000000005
2023-05-03,-30.39,-28.24,-28.865499999999997,-6.08,-5.176,-5.4910000000000005
2023-05-04,-31.9,-28.889999999999997,-28.942499999999995,-6.71,-5.47,-5.5115
2023-05-05,-28.29,-29.189999999999998,-28.876500000000004,-5.15,-5.588,-5.471500000000001
2023-05-08,-28.19,-29.534000000000002,-28.815499999999997,-5.11,-5.708,-5.4345
2023-05-09,-29.16,-29.586000000000002,-28.802999999999997,-5.5,-5.71,-5.4174999999999995
2023-05-10,-28.21,-29.15,-28.702999999999996,-5.1,-5.514,-5.362
2023-05-11,-28.63,-28.496,-28.753999999999998,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-28.91,-28.619999999999997,-28.7945,-5.35,-5.258,-5.3805000000000005
2023-05-15,-28.27,-28.636000000000003,-28.838500000000003,-5.04,-5.244,-5.3885
2023-05-16,-29.7,-28.744,-28.961000000000002,-5.65,-5.274,-5.430000000000001
2023-05-17,-27.22,-28.546,-28.956,-4.56,-5.166,-5.416500000000001
2023-05-18,-25.13,-27.845999999999997,-28.7825,-3.65,-4.85,-5.331
2023-05-19,-25.49,-27.162,-28.6355,-3.8,-4.54,-5.255999999999999
2023-05-22,-25.49,-26.606,-28.4995,-3.74,-4.28,-5.184
2023-05-23,-27.94,-26.254,-28.313499999999998,-4.8,-4.109999999999999,-5.1025
2023-05-24,-29.54,-26.718,-28.1635,-5.51,-4.3,-5.039
2023-05-25,-27.89,-27.27,-28.1255,-4.7,-4.51,-5.012
2023-05-26,-25.05,-27.182,-28.0385,-3.48,-4.446,-4.958
2023-05-30,-25.01,-27.086000000000002,-27.9655,-3.45,-4.388,-4.905
2023-05-31,-26.3,-26.758000000000003,-27.835500000000003,-3.96,-4.220000000000001,-4.8285
2023-06-01,-23.75,-25.6,-27.503500000000003,-2.99,-3.716,-4.674
2023-06-02,-20.5,-24.122,-26.933500000000002,-1.6,-3.096,-4.4185
2023-06-05,-21.03,-23.318,-26.5705,-1.79,-2.758,-4.250500000000001
2023-06-06,-20.52,-22.419999999999998,-26.187,-1.59,-2.386,-4.0745
2023-06-07,-21.33,-21.426,-25.795499999999997,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-19.98,-20.672,-25.384,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-19.63,-20.498,-24.934,-1.17,-1.558,-3.5035000000000003
2023-06-12,-17.47,-19.786,-24.362000000000002,-0.27,-1.254,-3.2495
2023-06-13,-15.82,-18.845999999999997,-23.7395,0.38,-0.86,-2.9785
2023-06-14,-15.6,-17.7,-23.0345,0.45,-0.388,-2.6735
2023-06-15,-12.56,-16.216,-22.301499999999997,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-13.41,-14.972,-21.7155,1.35,0.7260000000000001,-2.1095
2023-06-20,-14.76,-14.430000000000001,-21.179,0.89,0.958,-1.875
2023-06-21,-16.41,-14.548000000000002,-20.725,0.35,0.9520000000000002,-1.6705
2023-06-22,-15.61,-14.55,-20.1085,0.71,1.004,-1.395
2023-06-23,-17.5,-15.538,-19.5065,-0.04,0.652,-1.1215
2023-06-26,-18.56,-16.568,-19.04,-0.45,0.292,-0.909
2023-06-27,-15.98,-16.812,-18.5865,0.64,0.242,-0.7030000000000001
2023-06-28,-15.85,-16.7,-18.128500000000003,0.69,0.30999999999999994,-0.496
2023-06-29,-14.94,-16.566,-17.5605,0.68,0.304,-0.26400000000000007
2023-06-30,-12.0,-15.466,-16.973000000000003,1.85,0.682,-0.022
2023-07-03,-11.37,-14.028,-16.5165,2.0,1.1720000000000002,0.158
2023-07-05,-11.88,-13.207999999999998,-16.059,1.78,1.4,0.3365
2023-07-06,-13.98,-12.834,-15.732,0.97,1.456,0.46449999999999997
2023-07-07,-14.71,-12.788,-15.401000000000002,0.74,1.468,0.597
2023-07-10,-14.09,-13.206,-15.1065,1.01,1.3,0.7140000000000001
2023-07-11,-12.44,-13.420000000000002,-14.747,1.65,1.23,0.8550000000000001
2023-07-12,-10.47,-13.138,-14.397,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-8.42,-12.026,-14.026999999999997,3.26,1.8199999999999998,1.1345
2023-07-14,-8.64,-10.812000000000001,-13.679000000000002,3.18,2.308,1.2710000000000001
2023-07-17,-7.71,-9.536,-13.4365,3.53,2.812,1.3615
2023-07-18,-5.66,-8.180000000000001,-13.049000000000001,4.31,3.344,1.5095
2023-07-19,-5.12,-7.109999999999999,-12.567,4.53,3.7619999999999996,1.6915
2023-07-20,-7.03,-6.831999999999999,-12.098,3.86,3.882,1.8669999999999998
2023-07-21,-7.07,-6.517999999999999,-11.671,3.87,4.0200000000000005,2.025
2023-07-24,-5.86,-6.148000000000001,-11.089,4.3,4.1739999999999995,2.242
2023-07-25,-5.32,-6.08,-10.427,4.56,4.224,2.4925
2023-07-26,-5.35,-6.126,-9.8955,4.58,4.234,2.6895
2023-07-27,-6.78,-6.076,-9.442,3.99,4.26,2.8545000000000003
2023-07-28,-4.79,-5.62,-8.9345,4.84,4.454,3.0625
2023-07-31,-4.38,-5.324,-8.553500000000001,5.01,4.595999999999999,3.2205
2023-08-01,-4.91,-5.242,-8.230500000000001,4.66,4.616,3.3534999999999995
2023-08-02,-7.55,-5.6819999999999995,-8.014,3.53,4.406000000000001,3.441
2023-08-03,-8.15,-5.956,-7.722499999999999,3.31,4.27,3.558
2023-08-04,-9.0,-6.798,-7.437,2.92,3.886,3.6670000000000003
2023-08-07,-7.49,-7.42,-7.107000000000001,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-8.32,-8.102,-6.901000000000001,3.32,3.342,3.8815
2023-08-09,-9.53,-8.498,-6.853999999999999,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-9.54,-8.776,-6.910000000000001,2.89,3.1220000000000003,3.8835
2023-08-11,-9.66,-8.908,-6.961,2.83,3.104,3.8659999999999997
2023-08-14,-8.74,-9.158,-7.0125,3.23,3.024,3.851
2023-08-15,-10.78,-9.65,-7.2685,2.44,2.848,3.7574999999999994
2023-08-16,-12.17,-10.177999999999999,-7.6209999999999996,1.94,2.666,3.6279999999999992
2023-08-17,-13.51,-10.972,-7.945,1.39,2.366,3.5044999999999993
2023-08-18,-13.48,-11.736,-8.2655,1.45,2.09,3.3835
2023-08-21,-12.37,-12.462,-8.591,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-12.87,-12.88,-8.9685,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-11.04,-12.654,-9.253,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-13.49,-12.649999999999999,-9.5885,1.53,1.8039999999999998,2.8905
2023-08-25,-12.32,-12.418,-9.965,1.97,1.908,2.747
2023-08-28,-11.26,-12.196000000000002,-10.309000000000001,2.41,2.0100000000000002,2.617
2023-08-29,-8.73,-11.367999999999999,-10.5,3.38,2.3440000000000003,2.553
2023-08-30,-7.94,-10.748,-10.519499999999999,3.66,2.59,2.5595
2023-08-31,-8.33,-9.716,-10.5285,3.58,3.0,2.573
2023-09-01,-7.86,-8.824000000000002,-10.471499999999999,3.65,3.336,2.6094999999999997
2023-09-05,-8.63,-8.297999999999998,-10.5285,3.35,3.524,2.5955
2023-09-06,-10.21,-8.594,-10.623,2.76,3.4,2.5675
2023-09-07,-11.05,-9.216000000000001,-10.699000000000002,2.49,3.166,2.5495
2023-09-08,-10.76,-9.702,-10.76,2.62,2.974,2.5360000000000005
2023-09-11,-9.06,-9.942,-10.73,3.26,2.896,2.5575
2023-09-12,-10.59,-10.334,-10.8225,2.72,2.77,2.532
2023-09-13,-10.25,-10.342000000000002,-10.796000000000001,2.84,2.786,2.5520000000000005
2023-09-14,-8.1,-9.751999999999999,-10.5925,3.7,3.028,2.6399999999999997
2023-09-15,-11.39,-9.878,-10.486500000000001,2.45,2.9939999999999998,2.693
2023-09-18,-11.26,-10.318000000000001,-10.375499999999999,2.56,2.854,2.7485
2023-09-19,-11.81,-10.562,-10.3475,2.36,2.782,2.7715000000000005
2023-09-20,-14.4,-11.392000000000001,-10.424000000000001,1.42,2.498,2.757
2023-09-21,-18.62,-13.496,-10.803,-0.2,1.718,2.6255
2023-09-22,-19.28,-15.074000000000002,-11.092500000000001,-0.44,1.1400000000000001,2.527
2023-09-25,-18.24,-16.47,-11.3885,-0.03,0.622,2.4270000000000005
2023-09-26,-21.91,-18.49,-11.921,-1.48,-0.146,2.2325
2023-09-27,-21.77,-19.964000000000002,-12.573,-1.46,-0.722,1.9904999999999997
2023-09-28,-20.52,-20.344,-13.202000000000002,-1.26,-0.9339999999999999,1.7445
2023-09-29,-21.15,-20.718,-13.843,-1.49,-1.1440000000000001,1.491
2023-10-02,-20.82,-21.234,-14.491,-1.47,-1.432,1.2349999999999999
2023-10-03,-24.0,-21.651999999999997,-15.2595,-2.77,-1.69,0.929
2023-10-04,-22.41,-21.779999999999998,-15.869499999999999,-2.07,-1.812,0.6875
2023-10-05,-22.6,-22.196,-16.447,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-19.92,-21.950000000000003,-16.905,-1.01,-1.8939999999999997,0.274
2023-10-09,-18.47,-21.48,-17.3755,-0.36,-1.672,0.09300000000000001
2023-10-10,-17.23,-20.125999999999998,-17.7075,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-16.18,-18.880000000000003,-18.003999999999998,0.56,-0.564,-0.14999999999999997
2023-10-12,-17.76,-17.912,-18.487000000000002,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-19.0,-17.728,-18.8675,-0.55,-0.048,-0.48650000000000004
2023-10-16,-16.52,-17.338,-19.1305,0.47,0.118,-0.591
2023-10-17,-16.6,-17.212,-19.37,0.48,0.186,-0.6849999999999999
2023-10-18,-19.89,-17.954,-19.6445,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-22.07,-18.816,-19.817,-1.68,-0.426,-0.8724999999999999
2023-10-20,-25.04,-20.024,-20.105,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-25.4,-21.8,-20.463,-3.06,-1.6,-1.1465
2023-10-24,-23.75,-23.23,-20.555,-2.34,-2.164,-1.1895
2023-10-25,-27.05,-24.662,-20.819,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-29.74,-26.195999999999998,-21.28,-4.87,-3.372,-1.482
2023-10-27,-30.74,-27.336000000000002,-21.7595,-5.28,-3.85,-1.6715
2023-10-30,-28.28,-27.912,-22.1325,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-26.99,-28.560000000000002,-22.282,-3.59,-4.319999999999999,-1.847
2023-11-01,-24.2,-27.99,-22.3715,-2.49,-4.078,-1.8679999999999999
2023-11-02,-20.05,-26.052,-22.244,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-17.96,-23.496,-22.145999999999997,0.19,-2.15,-1.7355
2023-11-06,-17.45,-21.33,-22.095000000000002,0.38,-1.242,-1.6985000000000003
2023-11-07,-16.76,-19.284,-22.0715,0.65,-0.394,-1.673
2023-11-08,-16.57,-17.758,-22.091,0.73,0.25,-1.6644999999999999
2023-11-09,-18.62,-17.472,-22.134,-0.01,0.388,-1.6635000000000002
2023-11-10,-14.88,-16.856,-21.928,1.52,0.654,-1.56
2023-11-13,-15.14,-16.394000000000002,-21.859,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-10.29,-15.1,-21.5435,3.34,1.4,-1.3695
2023-11-15,-9.72,-13.73,-21.035,3.57,1.968,-1.1485
2023-11-16,-9.49,-11.904,-20.406,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-9.14,-10.756,-19.610999999999997,3.86,3.18,-0.5415000000000001
2023-11-20,-7.15,-9.158000000000001,-18.698500000000003,4.63,3.822,-0.15700000000000008
2023-11-21,-7.84,-8.668000000000001,-17.903,4.36,4.026,0.17799999999999994
2023-11-22,-6.78,-8.080000000000002,-16.8895,4.81,4.273999999999999,0.6034999999999999
2023-11-24,-6.71,-7.524000000000001,-15.738,4.87,4.505999999999999,1.0905
2023-11-27,-7.19,-7.134,-14.5605,4.69,4.672,1.589
2023-11-28,-6.97,-7.098000000000001,-13.495000000000001,4.79,4.704,2.0364999999999998
2023-11-29,-7.24,-6.978,-12.5075,4.72,4.776000000000001,2.452
2023-11-30,-6.2,-6.862,-11.6075,5.12,4.837999999999999,2.8325
2023-12-01,-4.54,-6.428,-10.832,5.62,4.988,3.1485
2023-12-04,-5.96,-6.182,-10.232000000000001,5.11,5.072,3.3945
2023-12-05,-6.04,-5.9959999999999996,-9.6615,5.08,5.130000000000001,3.6295
2023-12-06,-6.92,-5.932,-9.1695,4.72,5.13,3.8329999999999997
2023-12-07,-5.42,-5.776000000000001,-8.612,5.4,5.186,4.0665
2023-12-08,-4.52,-5.772,-7.906999999999999,5.77,5.215999999999999,4.3555
2023-12-11,-3.7,-5.32,-7.348000000000001,6.12,5.418,4.585500000000001
2023-12-12,-2.58,-4.628,-6.720000000000001,6.6,5.7219999999999995,4.8445
2023-12-13,0.88,-3.068,-6.1615,7.92,6.362,5.0735
2023-12-14,1.67,-1.65,-5.592,8.21,6.9239999999999995,5.3055
2023-12-15,1.26,-0.4940000000000001,-5.0545,8.06,7.382000000000001,5.523
2023-12-18,2.69,0.784,-4.463,8.62,7.882,5.761
2023-12-19,3.97,2.0940000000000003,-3.907,9.16,8.394,5.9875
2023-12-20,0.58,2.034,-3.4859999999999998,7.51,8.312,6.1450000000000005
2023-12-21,2.63,2.226,-3.0155000000000003,8.36,8.341999999999999,6.3225
2023-12-22,3.04,2.582,-2.528,8.57,8.443999999999999,6.5075
2023-12-26,3.92,2.8280000000000003,-1.9724999999999997,8.94,8.508,6.720000000000001
2023-12-27,4.33,2.9,-1.4075,9.1,8.495999999999999,6.9355
2023-12-28,4.32,3.6480000000000006,-0.8295,9.11,8.815999999999999,7.154999999999999
2023-12-29,3.66,3.8540000000000005,-0.3365,8.87,8.918000000000001,7.342499999999999
2024-01-02,2.26,3.6980000000000004,0.0035000000000000144,8.16,8.836,7.469499999999999
2024-01-03,0.59,3.032,0.331,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-0.29,2.108,0.6185,7.23,8.18,7.698
2024-01-05,0.06,1.256,0.9674999999999999,7.36,7.830000000000001,7.83
2024-01-08,4.05,1.334,1.441,8.85,7.8260000000000005,8.0025
2024-01-09,3.67,1.616,1.8505000000000003,8.62,7.918000000000001,8.145
2024-01-10,4.99,2.496,2.285,9.22,8.256,8.3
2024-01-11,4.79,3.5119999999999996,2.6535,9.19,8.648,8.429499999999999
2024-01-12,4.9,4.48,2.8545000000000003,9.23,9.022,8.495000000000001
2024-01-16,4.04,4.478,2.973,8.92,9.036,8.5305
2024-01-17,2.68,4.279999999999999,3.044,8.42,8.996,8.5485
2024-01-18,4.64,4.21,3.1414999999999997,9.22,8.995999999999999,8.578500000000002
2024-01-19,7.54,4.76,3.3200000000000003,10.34,9.226,8.6375
2024-01-22,8.0,5.38,3.6910000000000003,10.55,9.49,8.7895
2024-01-23,8.77,6.326,3.998,10.83,9.872,8.913
2024-01-24,9.04,7.597999999999999,4.298,10.91,10.370000000000001,9.03
2024-01-25,10.56,8.782,4.63,11.43,10.812000000000001,9.1545
2024-01-26,10.16,9.306000000000001,4.9215,11.37,11.017999999999999,9.267999999999999
2024-01-29,12.41,10.187999999999999,5.3260000000000005,12.06,11.32,9.4155
2024-01-30,12.08,10.85,5.747,11.99,11.552,9.5715
2024-01-31,6.95,10.431999999999999,5.9815000000000005,10.45,11.459999999999999,9.686
2024-02-01,10.54,10.428,6.478999999999999,11.46,11.466,9.8825
2024-02-02,13.7,11.136,7.1785,12.41,11.674000000000001,10.141499999999999
2024-02-05,12.52,11.158,7.801499999999999,12.07,11.676,10.377
2024-02-06,13.19,11.379999999999999,8.258500000000002,12.35,11.748,10.552000000000001
2024-02-07,15.23,13.035999999999998,8.8365,13.07,12.272,10.7745
2024-02-08,15.32,13.991999999999999,9.353,13.13,12.606,10.97
2024-02-09,16.72,14.595999999999998,9.949499999999999,13.64,12.852,11.1925
2024-02-12,16.56,15.404,10.5325,13.6,13.157999999999998,11.411
2024-02-13,12.42,15.25,10.9515,12.17,13.122,11.5735
2024-02-14,14.98,15.2,11.5665,13.12,13.132,11.808499999999999
2024-02-15,16.86,15.508,12.1775,13.8,13.266,12.0375
2024-02-16,15.3,15.224,12.5655,13.28,13.193999999999999,12.1845
2024-02-20,13.62,14.636,12.8465,12.73,13.02,12.2935
2024-02-21,13.85,14.922,13.1005,12.83,13.151999999999997,12.3935
2024-02-22,19.92,15.91,13.644499999999999,14.94,13.516,12.595
2024-02-23,20.05,16.548000000000002,14.119,14.99,13.754000000000001,12.773
2024-02-26,18.89,17.266000000000002,14.555499999999999,14.61,14.02,12.934999999999999
2024-02-27,19.45,18.432,14.907500000000002,14.81,14.435999999999998,13.0725
2024-02-28,18.91,19.444,15.249,14.65,14.8,13.2055
2024-02-29,20.0,19.46,15.901499999999999,15.05,14.822,13.435500000000001
2024-03-01,22.76,20.002,16.5125,15.81,14.986,13.653
2024-03-04,22.32,20.688000000000002,16.9435,15.68,15.2,13.8165
2024-03-05,18.75,20.548000000000002,17.255,14.57,15.152000000000001,13.941500000000001
2024-03-06,20.51,20.868000000000002,17.621000000000002,15.15,15.252,14.0815
2024-03-07,23.87,21.642000000000003,18.053000000000004,16.24,15.49,14.24
2024-03-08,21.66,21.422000000000004,18.369999999999997,15.57,15.442000000000002,14.362
2024-03-11,21.27,21.212,18.5975,15.48,15.402000000000001,14.454000000000002
2024-03-12,25.08,22.478,19.023500000000002,16.5,15.788,14.599
2024-03-13,24.43,23.261999999999997,19.624000000000002,16.35,16.028,14.807999999999998
2024-03-14,23.58,23.204,20.054000000000002,16.14,16.008000000000003,14.958999999999998
2024-03-15,20.95,23.061999999999998,20.2585,15.48,15.989999999999998,15.043000000000001
2024-03-18,23.08,23.424,20.6475,16.07,16.108,15.1825
2024-03-19,25.11,23.43,21.222,16.58,16.124000000000002,15.375
2024-03-20,28.23,24.19,21.941,17.38,16.33,15.602500000000001
2024-03-21,29.3,25.334,22.410000000000004,17.69,16.639999999999997,15.74
2024-03-22,28.7,26.883999999999997,22.8425,17.27,16.998,15.854
2024-03-25,27.63,27.794,23.279500000000002,17.03,17.19,15.975
2024-03-26,26.83,28.137999999999998,23.6485,16.78,17.23,16.073500000000003
2024-03-27,29.23,28.338,24.1645,17.57,17.268,16.2195
2024-03-28,29.18,28.314,24.6235,17.56,17.242,16.345
2024-04-01,28.19,28.212,24.895000000000003,17.14,17.216,16.411499999999997
2024-04-02,25.93,27.872000000000003,25.075499999999998,16.47,17.104,16.451
2024-04-03,26.25,27.756,25.450499999999998,16.56,17.06,16.5505
2024-04-04,22.08,26.326,25.529,15.31,16.608,16.558500000000002
2024-04-05,25.35,25.560000000000002,25.602999999999998,16.37,16.369999999999997,16.565
2024-04-08,25.44,25.01,25.792,16.41,16.224,16.607
2024-04-09,25.85,24.994,26.021000000000004,16.55,16.240000000000002,16.6605
2024-04-10,22.4,24.224,25.887,15.5,16.028,16.6105
2024-04-11,24.83,24.774,25.907,16.27,16.22,16.6065
2024-04-12,19.87,23.678000000000004,25.7215,14.8,15.906,16.5395
2024-04-15,15.72,21.734,25.46,13.46,15.315999999999999,16.438499999999998
2024-04-16,15.01,19.566,25.0565,13.26,14.658000000000001,16.298000000000002
2024-04-17,13.04,17.694,24.453,12.6,14.078,16.098999999999997
2024-04-18,12.19,15.166,23.651,12.36,13.296000000000001,15.847999999999999
2024-04-19,9.32,13.056000000000001,22.652,11.45,12.626,15.535999999999998
2024-04-22,12.14,12.34,21.823999999999998,12.38,12.41,15.2915
2024-04-23,16.08,12.553999999999998,21.2465,13.77,12.512,15.128499999999999
2024-04-24,15.99,13.144,20.7045,13.69,12.73,14.974
2024-04-25,14.45,13.596,19.9655,13.23,12.904,14.757
2024-04-26,17.69,15.27,19.391,14.34,13.482,14.596
2024-04-29,18.81,16.604,18.922,14.73,13.952000000000002,14.4755
2024-04-30,13.27,16.042,18.288999999999998,12.94,13.785999999999998,14.298999999999998
2024-05-01,11.79,15.202000000000002,17.566,12.36,13.52,14.088999999999999
2024-05-02,14.78,15.268,17.201,13.38,13.55,13.992499999999998
2024-05-03,18.94,15.518,16.8805,14.75,13.632,13.911499999999998
2024-05-06,22.53,16.262,16.735000000000003,15.88,13.862,13.885
2024-05-07,22.89,18.186,16.587,16.04,14.482,13.8595
2024-05-08,22.84,20.396,16.609,16.05,15.219999999999999,13.887
2024-05-09,24.8,22.4,16.607499999999998,16.7,15.884,13.9085
2024-05-10,25.32,23.676000000000002,16.88,16.85,16.304000000000002,14.011000000000001
2024-05-13,25.25,24.22,17.3565,16.85,16.497999999999998,14.180499999999999
2024-05-14,26.93,25.028000000000002,17.9525,17.4,16.77,14.3875
2024-05-15,31.54,26.768,18.8775,18.81,17.322,14.698000000000002
2024-05-16,30.67,27.941999999999997,19.801499999999997,18.58,17.698,15.009
2024-05-17,31.18,29.113999999999997,20.8945,18.76,18.08,15.374500000000001
2024-05-20,31.56,30.375999999999998,21.8655,18.87,18.484,15.699000000000002
2024-05-21,32.46,31.482,22.6845,19.19,18.842000000000002,15.969999999999999
2024-05-22,31.25,31.424,23.4475,18.84,18.848000000000003,16.2275
2024-05-23,28.22,30.934000000000005,24.136,17.97,18.726000000000003,16.4645
2024-05-24,30.76,30.85,24.789499999999997,18.76,18.726,16.685499999999998
2024-05-28,31.0,30.738,25.398999999999997,18.86,18.724,16.892000000000003
2024-05-29,28.18,29.881999999999998,26.1445,18.03,18.492,17.1465
2024-05-30,25.56,28.744,26.833,17.25,18.174,17.391
2024-05-31,28.86,28.872000000000003,27.537,18.26,18.232,17.635
2024-06-03,28.68,28.456,28.023999999999994,18.08,18.096,17.8015
2024-06-04,29.01,28.058,28.348000000000003,18.22,17.968,17.9185
2024-06-05,33.54,29.130000000000003,28.8805,19.6,18.282000000000004,18.0965
2024-06-06,33.49,30.716,29.413,19.58,18.747999999999998,18.273
2024-06-07,32.85,31.514,29.815500000000004,19.43,18.982,18.4095
2024-06-10,34.05,32.588,30.252,19.81,19.328,18.557499999999997
2024-06-11,34.96,33.778000000000006,30.7375,20.08,19.7,18.719
2024-06-12,38.23,34.716,31.3025,21.06,19.991999999999997,18.901999999999997
2024-06-13,39.09,35.836,31.68,21.28,20.332,19.0255
2024-06-14,39.11,37.088,32.102,21.38,20.722,19.1655
2024-06-17,42.37,38.751999999999995,32.661500000000004,22.32,21.224,19.3435
2024-06-18,43.4,40.44,33.253499999999995,22.64,21.736,19.532
2024-06-20,42.15,41.224000000000004,33.738,22.31,21.985999999999997,19.688
2024-06-21,41.15,41.636,34.233000000000004,22.04,22.137999999999998,19.848000000000003
2024-06-24,40.04,41.821999999999996,34.824,21.72,22.206,20.0355
2024-06-25,41.2,41.588,35.346000000000004,22.14,22.17,20.2045
2024-06-26,41.32,41.172000000000004,35.862,22.26,22.094,20.3745
2024-06-27,41.72,41.086,36.539,22.42,22.116000000000003,20.594
2024-06-28,40.38,40.932,37.28,21.66,22.04,20.814500000000002
2024-07-01,40.31,40.986000000000004,37.8525,21.54,22.003999999999998,20.9785
2024-07-02,42.19,41.184000000000005,38.528000000000006,22.15,22.006,21.182
2024-07-03,43.42,41.604,39.24849999999999,22.58,22.07,21.4
2024-07-05,45.08,42.276,39.8255,23.16,22.218,21.578
2024-07-08,45.39,43.278,40.4205,23.25,22.535999999999998,21.7615
2024-07-09,45.64,44.344,41.059999999999995,23.35,22.898000000000003,21.9575
2024-07-10,48.56,45.618,41.7855,24.29,23.326,22.1815
2024-07-11,45.88,46.11,42.3315,23.45,23.5,22.35
2024-07-12,47.69,46.632,42.804500000000004,24.05,23.678,22.4995
