Date,rate_INTU,rate_INTU_5D,rate_INTU_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-24,-13.07,-12.59,-13.623499999999998,-5.18,-5.098000000000001,-6.087
2023-04-25,-17.38,-13.462,-13.675999999999998,-6.43,-5.42,-5.9595
2023-04-26,-18.55,-14.678,-13.7135,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-15.59,-15.376,-13.7375,-5.24,-5.786,-5.71
2023-04-28,-12.76,-15.470000000000002,-13.6855,-4.56,-5.638,-5.5715
2023-05-01,-12.76,-15.407999999999998,-13.688999999999998,-4.51,-5.504,-5.4944999999999995
2023-05-02,-13.91,-14.713999999999999,-13.715,-5.49,-5.316,-5.4910000000000005
2023-05-03,-15.2,-14.044,-13.7975,-6.08,-5.176,-5.4910000000000005
2023-05-04,-16.57,-14.24,-13.941999999999998,-6.71,-5.47,-5.5115
2023-05-05,-15.91,-14.87,-14.126500000000002,-5.15,-5.588,-5.471500000000001
2023-05-08,-15.73,-15.463999999999999,-14.282499999999999,-5.11,-5.708,-5.4345
2023-05-09,-15.58,-15.797999999999998,-14.361500000000001,-5.5,-5.71,-5.4174999999999995
2023-05-10,-14.84,-15.725999999999999,-14.380500000000001,-5.1,-5.514,-5.362
2023-05-11,-16.11,-15.634,-14.5275,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-15.59,-15.569999999999999,-14.6465,-5.35,-5.258,-5.3805000000000005
2023-05-15,-15.86,-15.595999999999998,-14.764500000000002,-5.04,-5.244,-5.3885
2023-05-16,-16.78,-15.835999999999999,-14.952499999999997,-5.65,-5.274,-5.430000000000001
2023-05-17,-14.77,-15.821999999999997,-15.0675,-4.56,-5.166,-5.416500000000001
2023-05-18,-11.72,-14.943999999999999,-15.048499999999999,-3.65,-4.85,-5.331
2023-05-19,-12.04,-14.234,-15.036000000000001,-3.8,-4.54,-5.255999999999999
2023-05-22,-10.48,-13.157999999999998,-14.9065,-3.74,-4.28,-5.184
2023-05-23,-11.31,-12.063999999999998,-14.603,-4.8,-4.109999999999999,-5.1025
2023-05-24,-17.84,-12.678,-14.5675,-5.51,-4.3,-5.039
2023-05-25,-18.39,-14.012,-14.7075,-4.7,-4.51,-5.012
2023-05-26,-17.36,-15.075999999999999,-14.9375,-3.48,-4.446,-4.958
2023-05-30,-19.74,-16.928,-15.2865,-3.45,-4.388,-4.905
2023-05-31,-17.23,-18.112000000000002,-15.452499999999997,-3.96,-4.220000000000001,-4.8285
2023-06-01,-16.3,-17.804,-15.507499999999999,-2.99,-3.716,-4.674
2023-06-02,-14.7,-17.065999999999995,-15.413999999999998,-1.6,-3.096,-4.4185
2023-06-05,-12.3,-16.054000000000002,-15.233499999999998,-1.79,-2.758,-4.250500000000001
2023-06-06,-11.2,-14.345999999999998,-15.007,-1.59,-2.386,-4.0745
2023-06-07,-16.28,-14.156,-15.041999999999998,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-16.08,-14.112,-15.104,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-14.49,-14.069999999999999,-15.023,-1.17,-1.558,-3.5035000000000003
2023-06-12,-11.66,-13.942000000000002,-14.826500000000001,-0.27,-1.254,-3.2495
2023-06-13,-11.39,-13.98,-14.603,0.38,-0.86,-2.9785
2023-06-14,-11.64,-13.052000000000001,-14.346,0.45,-0.388,-2.6735
2023-06-15,-9.69,-11.774000000000001,-14.091999999999999,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-9.93,-10.862,-14.002500000000001,1.35,0.7260000000000001,-2.1095
2023-06-20,-9.91,-10.512,-13.896,0.89,0.958,-1.875
2023-06-21,-10.81,-10.396,-13.9125,0.35,0.9520000000000002,-1.6705
2023-06-22,-10.75,-10.218,-13.8845,0.71,1.004,-1.395
2023-06-23,-10.39,-10.358,-13.512,-0.04,0.652,-1.1215
2023-06-26,-10.27,-10.425999999999998,-13.106,-0.45,0.292,-0.909
2023-06-27,-9.16,-10.276,-12.696,0.64,0.242,-0.7030000000000001
2023-06-28,-9.04,-9.922,-12.161,0.69,0.30999999999999994,-0.496
2023-06-29,-9.78,-9.728,-11.7885,0.68,0.304,-0.26400000000000007
2023-06-30,-9.32,-9.514,-11.439499999999999,1.85,0.682,-0.022
2023-07-03,-10.39,-9.538,-11.224,2.0,1.1720000000000002,0.158
2023-07-05,-9.18,-9.541999999999998,-11.068,1.78,1.4,0.3365
2023-07-06,-10.4,-9.814,-11.028,0.97,1.456,0.46449999999999997
2023-07-07,-11.04,-10.066,-10.766,0.74,1.468,0.597
2023-07-10,-7.93,-9.788,-10.358500000000001,1.01,1.3,0.7140000000000001
2023-07-11,-8.03,-9.315999999999999,-10.0355,1.65,1.23,0.8550000000000001
2023-07-12,-5.87,-8.654,-9.746,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-5.13,-7.6,-9.433,3.26,1.8199999999999998,1.1345
2023-07-14,-4.7,-6.331999999999999,-9.086,3.18,2.308,1.2710000000000001
2023-07-17,-3.58,-5.462,-8.7805,3.53,2.812,1.3615
2023-07-18,-2.75,-4.406000000000001,-8.4215,4.31,3.344,1.5095
2023-07-19,-1.83,-3.598,-8.0175,4.53,3.7619999999999996,1.6915
2023-07-20,-3.41,-3.254,-7.647500000000001,3.86,3.882,1.8669999999999998
2023-07-21,-3.27,-2.9680000000000004,-7.2735,3.87,4.0200000000000005,2.025
2023-07-24,-4.0,-3.0520000000000005,-6.953999999999999,4.3,4.1739999999999995,2.242
2023-07-25,-2.72,-3.0460000000000003,-6.5765,4.56,4.224,2.4925
2023-07-26,-2.65,-3.21,-6.2509999999999994,4.58,4.234,2.6895
2023-07-27,-2.71,-3.07,-5.9345,3.99,4.26,2.8545000000000003
2023-07-28,-0.25,-2.466,-5.458,4.84,4.454,3.0625
2023-07-31,-0.27,-1.72,-5.0055,5.01,4.595999999999999,3.2205
2023-08-01,-0.82,-1.34,-4.526999999999999,4.66,4.616,3.3534999999999995
2023-08-02,-2.63,-1.3359999999999999,-4.1995000000000005,3.53,4.406000000000001,3.441
2023-08-03,-2.81,-1.3559999999999999,-3.8199999999999994,3.31,4.27,3.558
2023-08-04,-2.81,-1.8679999999999999,-3.4085,2.92,3.886,3.6670000000000003
2023-08-07,-1.38,-2.09,-3.081,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-2.0,-2.3259999999999996,-2.7795,3.32,3.342,3.8815
2023-08-09,-2.57,-2.314,-2.6145,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-1.91,-2.134,-2.4535,2.89,3.1220000000000003,3.8835
2023-08-11,-2.42,-2.056,-2.3395,2.83,3.104,3.8659999999999997
2023-08-14,-1.31,-2.042,-2.226,3.23,3.024,3.851
2023-08-15,-2.44,-2.13,-2.2105,2.44,2.848,3.7574999999999994
2023-08-16,-2.64,-2.144,-2.251,1.94,2.666,3.6279999999999992
2023-08-17,-3.85,-2.532,-2.273,1.39,2.366,3.5044999999999993
2023-08-18,-3.92,-2.832,-2.3055,1.45,2.09,3.3835
2023-08-21,-3.61,-3.2920000000000003,-2.286,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-3.66,-3.536,-2.3329999999999997,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-1.97,-3.4019999999999997,-2.299,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-2.28,-3.088,-2.2775,1.53,1.8039999999999998,2.8905
2023-08-25,0.41,-2.222,-2.2445,1.97,1.908,2.747
2023-08-28,0.39,-1.4220000000000002,-2.2115,2.41,2.0100000000000002,2.617
2023-08-29,2.64,-0.16199999999999992,-2.0385,3.38,2.3440000000000003,2.553
2023-08-30,3.16,0.8640000000000001,-1.7489999999999999,3.66,2.59,2.5595
2023-08-31,3.32,1.984,-1.4425,3.58,3.0,2.573
2023-09-01,4.23,2.748,-1.0905,3.65,3.336,2.6094999999999997
2023-09-05,4.36,3.5420000000000003,-0.8035,3.35,3.524,2.5955
2023-09-06,4.41,3.896,-0.483,2.76,3.4,2.5675
2023-09-07,4.87,4.238,-0.11099999999999995,2.49,3.166,2.5495
2023-09-08,4.32,4.438000000000001,0.20050000000000007,2.62,2.974,2.5360000000000005
2023-09-11,4.1,4.412000000000001,0.5265000000000001,3.26,2.896,2.5575
2023-09-12,3.58,4.256,0.7710000000000001,2.72,2.77,2.532
2023-09-13,2.95,3.964,1.0405,2.84,2.786,2.5520000000000005
2023-09-14,3.83,3.7560000000000002,1.364,3.7,3.028,2.6399999999999997
2023-09-15,2.35,3.3619999999999997,1.6740000000000002,2.45,2.9939999999999998,2.693
2023-09-18,1.87,2.916,1.9635000000000002,2.56,2.854,2.7485
2023-09-19,0.88,2.3760000000000003,2.188,2.36,2.782,2.7715000000000005
2023-09-20,-0.08,1.77,2.367,1.42,2.498,2.757
2023-09-21,-3.37,0.32999999999999996,2.2969999999999997,-0.2,1.718,2.6255
2023-09-22,-2.65,-0.67,2.2785,-0.44,1.1400000000000001,2.527
2023-09-25,-2.7,-1.584,2.123,-0.03,0.622,2.4270000000000005
2023-09-26,-3.61,-2.482,1.923,-1.48,-0.146,2.2325
2023-09-27,-2.71,-3.008,1.6555,-1.46,-0.722,1.9904999999999997
2023-09-28,-1.99,-2.732,1.3980000000000001,-1.26,-0.9339999999999999,1.7445
2023-09-29,-2.23,-2.6480000000000006,1.1205,-1.49,-1.1440000000000001,1.491
2023-10-02,-0.98,-2.304,0.86,-1.47,-1.432,1.2349999999999999
2023-10-03,-2.87,-2.156,0.49850000000000005,-2.77,-1.69,0.929
2023-10-04,-1.04,-1.8219999999999998,0.22599999999999998,-2.07,-1.812,0.6875
2023-10-05,-1.25,-1.6740000000000002,-0.08,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,1.85,-0.858,-0.20350000000000001,-1.01,-1.8939999999999997,0.274
2023-10-09,2.15,-0.23200000000000004,-0.301,-0.36,-1.672,0.09300000000000001
2023-10-10,3.11,0.9640000000000001,-0.3245,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,3.38,1.848,-0.30300000000000005,0.56,-0.564,-0.14999999999999997
2023-10-12,3.72,2.842,-0.30850000000000005,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,1.8,2.832,-0.33599999999999997,-0.55,-0.048,-0.48650000000000004
2023-10-16,3.26,3.054,-0.2665,0.47,0.118,-0.591
2023-10-17,2.86,3.004,-0.16750000000000004,0.48,0.186,-0.6849999999999999
2023-10-18,0.73,2.4739999999999998,-0.12700000000000003,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-0.38,1.6539999999999995,0.022499999999999982,-1.68,-0.426,-0.8724999999999999
2023-10-20,-3.14,0.6659999999999999,-0.002000000000000024,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-3.67,-0.72,-0.05050000000000001,-3.06,-1.6,-1.1465
2023-10-24,-3.33,-1.9579999999999997,-0.03650000000000002,-2.34,-2.164,-1.1895
2023-10-25,-7.61,-3.6260000000000003,-0.28150000000000003,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-8.28,-5.206,-0.596,-4.87,-3.372,-1.482
2023-10-27,-8.27,-6.232,-0.898,-5.28,-3.85,-1.6715
2023-10-30,-6.77,-6.851999999999999,-1.1875,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-5.37,-7.26,-1.3125,-3.59,-4.319999999999999,-1.847
2023-11-01,-6.34,-7.006,-1.5775000000000001,-2.49,-4.078,-1.8679999999999999
2023-11-02,-4.28,-6.206,-1.7289999999999999,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-4.61,-5.474,-2.052,0.19,-2.15,-1.7355
2023-11-06,-4.25,-4.970000000000001,-2.372,0.38,-1.242,-1.6985000000000003
2023-11-07,-1.74,-4.244,-2.6145,0.65,-0.394,-1.673
2023-11-08,-0.16,-3.008,-2.7915,0.73,0.25,-1.6644999999999999
2023-11-09,-1.63,-2.478,-3.059,-0.01,0.388,-1.6635000000000002
2023-11-10,1.05,-1.3459999999999999,-3.0965,1.52,0.654,-1.56
2023-11-13,1.67,-0.16199999999999998,-3.1759999999999997,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,6.02,1.39,-3.018,3.34,1.4,-1.3695
2023-11-15,6.03,2.628,-2.753,3.57,1.968,-1.1485
2023-11-16,6.29,4.212,-2.4195,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,6.89,5.38,-1.918,3.86,3.18,-0.5415000000000001
2023-11-20,7.7,6.586,-1.3495000000000001,4.63,3.822,-0.15700000000000008
2023-11-21,7.27,6.836,-0.8195,4.36,4.026,0.17799999999999994
2023-11-22,7.65,7.159999999999999,-0.05649999999999995,4.81,4.273999999999999,0.6034999999999999
2023-11-24,7.62,7.426,0.7384999999999999,4.87,4.505999999999999,1.0905
2023-11-27,7.09,7.465999999999999,1.5065,4.69,4.672,1.589
2023-11-28,7.81,7.4879999999999995,2.2355,4.79,4.704,2.0364999999999998
2023-11-29,10.08,8.05,3.008,4.72,4.776000000000001,2.452
2023-11-30,9.0,8.32,3.775,5.12,4.837999999999999,2.8325
2023-12-01,9.36,8.668,4.457,5.62,4.988,3.1485
2023-12-04,8.65,8.98,5.12,5.11,5.072,3.3945
2023-12-05,8.86,9.19,5.7755,5.08,5.130000000000001,3.6295
2023-12-06,7.98,8.77,6.2615,4.72,5.13,3.8329999999999997
2023-12-07,8.81,8.732,6.710000000000001,5.4,5.186,4.0665
2023-12-08,9.19,8.698,7.251,5.77,5.215999999999999,4.3555
2023-12-11,11.2,9.208,7.7585,6.12,5.418,4.585500000000001
2023-12-12,12.31,9.898,8.2905,6.6,5.7219999999999995,4.8445
2023-12-13,14.69,11.239999999999998,8.724,7.92,6.362,5.0735
2023-12-14,13.35,12.148,9.09,8.21,6.9239999999999995,5.3055
2023-12-15,14.44,13.197999999999999,9.497499999999999,8.06,7.382000000000001,5.523
2023-12-18,15.91,14.14,9.9485,8.62,7.882,5.761
2023-12-19,16.42,14.962,10.3845,9.16,8.394,5.9875
2023-12-20,15.46,15.116000000000003,10.794,7.51,8.312,6.1450000000000005
2023-12-21,16.34,15.714000000000002,11.2285,8.36,8.341999999999999,6.3225
2023-12-22,16.86,16.198,11.6905,8.57,8.443999999999999,6.5075
2023-12-26,16.99,16.414,12.185500000000001,8.94,8.508,6.720000000000001
2023-12-27,17.71,16.672000000000004,12.6805,9.1,8.495999999999999,6.9355
2023-12-28,17.52,17.084,13.0525,9.11,8.815999999999999,7.154999999999999
2023-12-29,17.02,17.22,13.4535,8.87,8.918000000000001,7.342499999999999
2024-01-02,13.21,16.49,13.646,8.16,8.836,7.469499999999999
2024-01-03,11.01,15.294,13.764000000000001,7.53,8.553999999999998,7.5905000000000005
2024-01-04,10.24,13.8,13.833000000000002,7.23,8.18,7.698
2024-01-05,10.64,12.424000000000001,13.966,7.36,7.830000000000001,7.83
2024-01-08,12.35,11.49,14.143,8.85,7.8260000000000005,8.0025
2024-01-09,13.6,11.568000000000001,14.363499999999998,8.62,7.918000000000001,8.145
2024-01-10,14.25,12.216,14.516,9.22,8.256,8.3
2024-01-11,14.25,13.018,14.613,9.19,8.648,8.429499999999999
2024-01-12,14.82,13.854,14.619499999999999,9.23,9.022,8.495000000000001
2024-01-16,13.36,14.056000000000001,14.62,8.92,9.036,8.5305
2024-01-17,12.62,13.86,14.529,8.42,8.996,8.5485
2024-01-18,14.74,13.958000000000002,14.470500000000001,9.22,8.995999999999999,8.578500000000002
2024-01-19,16.73,14.454000000000002,14.486,10.34,9.226,8.6375
2024-01-22,18.27,15.144,14.626500000000002,10.55,9.49,8.7895
2024-01-23,19.23,16.318,14.770999999999997,10.83,9.872,8.913
2024-01-24,19.3,17.654000000000003,14.892999999999997,10.91,10.370000000000001,9.03
2024-01-25,20.27,18.759999999999998,15.057000000000002,11.43,10.812000000000001,9.1545
2024-01-26,20.25,19.464,15.184000000000001,11.37,11.017999999999999,9.267999999999999
2024-01-29,22.36,20.282,15.425999999999998,12.06,11.32,9.4155
2024-01-30,21.42,20.720000000000002,15.646,11.99,11.552,9.5715
2024-01-31,18.41,20.541999999999998,15.906,10.45,11.459999999999999,9.686
2024-02-01,18.35,20.158,16.273,11.46,11.466,9.8825
2024-02-02,19.56,20.02,16.738999999999997,12.41,11.674000000000001,10.141499999999999
2024-02-05,19.75,19.498,17.194499999999998,12.07,11.676,10.377
2024-02-06,18.92,18.998,17.523,12.35,11.748,10.552000000000001
2024-02-07,20.15,19.346,17.8505,13.07,12.272,10.7745
2024-02-08,21.7,20.016,18.223000000000003,13.13,12.606,10.97
2024-02-09,22.5,20.604000000000003,18.6355,13.64,12.852,11.1925
2024-02-12,22.31,21.116000000000003,19.01,13.6,13.157999999999998,11.411
2024-02-13,19.13,21.157999999999998,19.2985,12.17,13.122,11.5735
2024-02-14,22.34,21.595999999999997,19.7845,13.12,13.132,11.808499999999999
2024-02-15,23.55,21.966,20.225,13.8,13.266,12.0375
2024-02-16,22.1,21.886,20.493499999999997,13.28,13.193999999999999,12.1845
2024-02-20,20.43,21.51,20.601499999999998,12.73,13.02,12.2935
2024-02-21,19.12,21.508,20.595999999999997,12.83,13.151999999999997,12.3935
2024-02-22,22.47,21.534,20.7545,14.94,13.516,12.595
2024-02-23,22.79,21.381999999999998,20.880499999999998,14.99,13.754000000000001,12.773
2024-02-26,23.48,21.658,21.041999999999998,14.61,14.02,12.934999999999999
2024-02-27,24.46,22.464,21.147,14.81,14.435999999999998,13.0725
2024-02-28,22.65,23.169999999999998,21.2085,14.65,14.8,13.2055
2024-02-29,23.31,23.338,21.4535,15.05,14.822,13.435500000000001
2024-03-01,23.53,23.486,21.7125,15.81,14.986,13.653
2024-03-04,23.86,23.562,21.927500000000002,15.68,15.2,13.8165
2024-03-05,18.74,22.418,21.877000000000002,14.57,15.152000000000001,13.941500000000001
2024-03-06,20.62,22.012,21.962,15.15,15.252,14.0815
2024-03-07,20.45,21.439999999999998,21.977,16.24,15.49,14.24
2024-03-08,20.88,20.909999999999997,21.936,15.57,15.442000000000002,14.362
2024-03-11,20.73,20.284,21.8475,15.48,15.402000000000001,14.454000000000002
2024-03-12,22.86,21.107999999999997,21.874999999999996,16.5,15.788,14.599
2024-03-13,21.49,21.282,21.993,16.35,16.028,14.807999999999998
2024-03-14,20.58,21.308,21.905,16.14,16.008000000000003,14.958999999999998
2024-03-15,16.14,20.360000000000003,21.5345,15.48,15.989999999999998,15.043000000000001
2024-03-18,17.02,19.618000000000002,21.2805,16.07,16.108,15.1825
2024-03-19,17.78,18.602,21.148000000000003,16.58,16.124000000000002,15.375
2024-03-20,18.72,18.048000000000002,21.128,17.38,16.33,15.602500000000001
2024-03-21,20.85,18.101999999999997,21.047,17.69,16.639999999999997,15.74
2024-03-22,19.47,18.768,20.881,17.27,16.998,15.854
2024-03-25,18.62,19.088,20.637999999999998,17.03,17.19,15.975
2024-03-26,18.79,19.29,20.3545,16.78,17.23,16.073500000000003
2024-03-27,20.38,19.622,20.241,17.57,17.268,16.2195
2024-03-28,20.62,19.576,20.1065,17.56,17.242,16.345
2024-04-01,18.43,19.368000000000002,19.8515,17.14,17.216,16.411499999999997
2024-04-02,16.01,18.846,19.459,16.47,17.104,16.451
2024-04-03,15.36,18.16,19.29,16.56,17.06,16.5505
2024-04-04,15.04,17.092,19.011,15.31,16.608,16.558500000000002
2024-04-05,17.68,16.504,18.8725,16.37,16.369999999999997,16.565
2024-04-08,19.42,16.702,18.799500000000002,16.41,16.224,16.607
2024-04-09,19.2,17.339999999999996,18.723,16.55,16.240000000000002,16.6605
2024-04-10,16.34,17.535999999999998,18.397,15.5,16.028,16.6105
2024-04-11,16.22,17.772,18.1335,16.27,16.22,16.6065
2024-04-12,15.01,17.238,17.855,14.8,15.906,16.5395
2024-04-15,13.37,16.028,17.7165,13.46,15.315999999999999,16.438499999999998
2024-04-16,13.26,14.84,17.5285,13.26,14.658000000000001,16.298000000000002
2024-04-17,13.57,14.285999999999998,17.317999999999998,12.6,14.078,16.098999999999997
2024-04-18,12.69,13.579999999999998,17.0165,12.36,13.296000000000001,15.847999999999999
2024-04-19,12.11,13.0,16.5795,11.45,12.626,15.535999999999998
2024-04-22,12.94,12.913999999999998,16.253,12.38,12.41,15.2915
2024-04-23,16.8,13.622,16.162,13.77,12.512,15.128499999999999
2024-04-24,17.64,14.436000000000002,16.104499999999998,13.69,12.73,14.974
2024-04-25,15.98,15.094,15.8845,13.23,12.904,14.757
2024-04-26,17.83,16.238,15.745,14.34,13.482,14.596
2024-04-29,18.16,17.282,15.7315,14.73,13.952000000000002,14.4755
2024-04-30,15.84,17.089999999999996,15.722999999999999,12.94,13.785999999999998,14.298999999999998
2024-05-01,13.7,16.302,15.639999999999997,12.36,13.52,14.088999999999999
2024-05-02,13.49,15.803999999999998,15.5625,13.38,13.55,13.992499999999998
2024-05-03,16.22,15.482,15.489500000000001,14.75,13.632,13.911499999999998
2024-05-06,17.18,15.286000000000001,15.377499999999998,15.88,13.862,13.885
2024-05-07,18.37,15.791999999999998,15.335999999999999,16.04,14.482,13.8595
2024-05-08,16.78,16.407999999999998,15.358,16.05,15.219999999999999,13.887
2024-05-09,15.77,16.863999999999997,15.3355,16.7,15.884,13.9085
2024-05-10,16.76,16.972,15.422999999999998,16.85,16.304000000000002,14.011000000000001
2024-05-13,15.83,16.702,15.546000000000001,16.85,16.497999999999998,14.180499999999999
2024-05-14,17.33,16.494,15.749500000000001,17.4,16.77,14.3875
2024-05-15,20.9,17.318,16.116,18.81,17.322,14.698000000000002
2024-05-16,20.58,18.279999999999998,16.5105,18.58,17.698,15.009
2024-05-17,22.0,19.328,17.005000000000003,18.76,18.08,15.374500000000001
2024-05-20,23.63,20.887999999999998,17.5395,18.87,18.484,15.699000000000002
2024-05-21,23.21,22.064,17.86,19.19,18.842000000000002,15.969999999999999
2024-05-22,23.65,22.613999999999997,18.1605,18.84,18.848000000000003,16.2275
2024-05-23,22.2,22.938,18.4715,17.97,18.726000000000003,16.4645
2024-05-24,12.17,20.972,18.188499999999998,18.76,18.726,16.685499999999998
2024-05-28,10.9,18.426,17.825499999999998,18.86,18.724,16.892000000000003
2024-05-29,10.58,15.9,17.5625,18.03,18.492,17.1465
2024-05-30,4.17,12.004000000000001,17.086000000000002,17.25,18.174,17.391
2024-05-31,6.62,8.888,16.7425,18.26,18.232,17.635
2024-06-03,4.86,7.425999999999999,16.1745,18.08,18.096,17.8015
2024-06-04,5.74,6.394,15.602499999999997,18.22,17.968,17.9185
2024-06-05,6.14,5.506,14.991000000000003,19.6,18.282000000000004,18.0965
2024-06-06,5.84,5.84,14.443999999999999,19.58,18.747999999999998,18.273
2024-06-07,6.07,5.7299999999999995,13.959,19.43,18.982,18.4095
2024-06-10,4.87,5.732,13.364500000000001,19.81,19.328,18.557499999999997
2024-06-11,4.77,5.538,12.8115,20.08,19.7,18.719
2024-06-12,9.38,6.186,12.414,21.06,19.991999999999997,18.901999999999997
2024-06-13,9.81,6.980000000000001,11.8595,21.28,20.332,19.0255
2024-06-14,10.01,7.768000000000001,11.331,21.38,20.722,19.1655
2024-06-17,11.24,9.041999999999998,10.793000000000001,22.32,21.224,19.3435
2024-06-18,12.53,10.594,10.238000000000001,22.64,21.736,19.532
2024-06-20,13.69,11.456,9.762,22.31,21.985999999999997,19.688
2024-06-21,16.59,12.812000000000001,9.409,22.04,22.137999999999998,19.848000000000003
2024-06-24,15.1,13.829999999999998,9.054,21.72,22.206,20.0355
2024-06-25,16.29,14.84,9.26,22.14,22.17,20.2045
2024-06-26,17.56,15.846,9.593,22.26,22.094,20.3745
2024-06-27,20.08,17.124000000000002,10.068,22.42,22.116000000000003,20.594
2024-06-28,21.12,18.03,10.9155,21.66,22.04,20.814500000000002
2024-07-01,19.63,18.936,11.565999999999999,21.54,22.003999999999998,20.9785
2024-07-02,20.61,19.8,12.3535,22.15,22.006,21.182
2024-07-03,21.27,20.541999999999998,13.129999999999999,22.58,22.07,21.4
2024-07-05,22.86,21.098,13.966,23.16,22.218,21.578
2024-07-08,21.22,21.118000000000002,14.735000000000003,23.25,22.535999999999998,21.7615
2024-07-09,19.57,21.106,15.41,23.35,22.898000000000003,21.9575
2024-07-10,16.41,20.266,15.987,24.29,23.326,22.1815
2024-07-11,15.79,19.169999999999998,16.538,23.45,23.5,22.35
2024-07-12,18.05,18.208,16.9715,24.05,23.678,22.4995
2024-07-15,20.96,18.156,17.529,24.34,23.896,22.652499999999996
