Date,rate_MDT_5D,rate_MDT_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,4.054,1.8844999999999998,-1.688,-5.4055
2022-03-31,4.8919999999999995,2.036,-1.636,-5.2325
2022-04-01,5.546,2.2115,-1.614,-5.0075
2022-04-04,5.668000000000001,2.3985,-1.566,-4.6135
2022-04-05,5.332,2.6870000000000003,-1.9939999999999998,-4.2455
2022-04-06,5.336,3.0515,-2.4899999999999998,-4.0395
2022-04-07,5.544,3.4019999999999997,-2.596,-3.79
2022-04-08,5.561999999999999,3.7880000000000003,-2.814,-3.496
2022-04-11,5.672,4.161,-3.5120000000000005,-3.2510000000000003
2022-04-12,5.678,4.388999999999999,-4.044,-3.119
2022-04-13,5.452,4.5225,-4.176,-3.0345
2022-04-14,4.859999999999999,4.4765,-4.630000000000001,-3.063
2022-04-18,4.074,4.3675,-5.034000000000001,-3.1420000000000003
2022-04-19,3.8480000000000003,4.4245,-4.822000000000001,-3.1475
2022-04-20,4.304,4.599,-4.556,-3.211
2022-04-21,4.8,4.910500000000001,-4.7780000000000005,-3.283
2022-04-22,4.58,4.968999999999999,-5.276,-3.5345
2022-04-25,4.840000000000001,5.0055,-5.680000000000001,-3.7855000000000003
2022-04-26,4.1979999999999995,4.8465,-6.894,-4.1985
2022-04-27,3.0160000000000005,4.5825000000000005,-8.05,-4.661
2022-04-28,1.9140000000000001,4.3755,-8.485999999999999,-4.9825
2022-04-29,1.266,4.0625,-9.08,-5.3955
2022-05-02,0.09399999999999994,3.6424999999999996,-9.604,-5.7829999999999995
2022-05-03,-0.5780000000000001,3.285,-9.538,-6.1915
2022-05-04,-0.718,3.07,-8.99,-6.410000000000001
2022-05-05,-1.1940000000000002,2.743,-9.512,-6.7379999999999995
2022-05-06,-1.352,2.3385,-9.48,-7.1165
2022-05-09,-2.0119999999999996,1.749,-10.168,-7.6215
2022-05-10,-2.528,1.2349999999999999,-10.888,-8.0355
2022-05-11,-3.4859999999999998,0.7789999999999999,-12.406,-8.500499999999999
2022-05-12,-4.12,0.3499999999999999,-13.308000000000002,-9.021
2022-05-13,-4.256,0.05949999999999991,-13.709999999999999,-9.3865
2022-05-16,-3.4620000000000006,-0.1350000000000001,-13.622,-9.7685
2022-05-17,-2.346,-0.31350000000000006,-13.236,-10.139
2022-05-18,-1.798,-0.7465,-13.262,-10.677
2022-05-19,-1.49,-1.2225,-13.388,-11.1735
2022-05-20,-1.5180000000000002,-1.4650000000000003,-13.901999999999997,-11.543000000000001
2022-05-23,-1.4340000000000002,-1.7035000000000005,-14.040000000000001,-11.8585
2022-05-24,-1.56,-1.7530000000000001,-14.64,-12.075500000000002
2022-05-25,-1.1880000000000002,-1.7975,-14.416,-12.2685
2022-05-26,-1.814,-2.1545,-13.745999999999999,-12.4885
2022-05-27,-2.466,-2.398,-12.65,-12.435500000000001
2022-05-31,-3.242,-2.5375000000000005,-11.966,-12.449
2022-06-01,-4.676,-2.7775,-11.245999999999999,-12.502500000000001
2022-06-02,-5.968,-3.1100000000000003,-10.34,-12.606
2022-06-03,-6.675999999999999,-3.525,-10.056000000000001,-12.624500000000001
2022-06-06,-7.314,-3.8884999999999996,-10.154,-12.604
2022-06-07,-7.968000000000001,-4.0265,-9.982,-12.4025
2022-06-08,-8.296,-4.219500000000001,-9.918000000000001,-12.26
2022-06-09,-9.296,-4.5625,-10.59,-12.152
2022-06-10,-9.814,-4.9485,-11.475999999999999,-12.1665
2022-06-13,-10.822,-5.53,-13.048000000000002,-12.438500000000001
2022-06-14,-12.336000000000002,-6.245,-14.831999999999999,-12.705
2022-06-15,-13.604,-7.034000000000001,-16.194,-12.999500000000001
2022-06-16,-14.701999999999998,-7.788500000000001,-17.676,-13.255500000000001
2022-06-17,-15.559999999999999,-8.466,-18.614,-13.472999999999999
2022-06-21,-15.836000000000002,-9.1095,-18.532,-13.596
2022-06-22,-15.689999999999998,-9.809000000000001,-18.444,-13.806000000000001
2022-06-23,-15.817999999999998,-10.5985,-18.416,-13.9435
2022-06-24,-15.284,-11.3125,-17.356,-13.9905
2022-06-27,-14.858,-11.727,-16.4,-14.136499999999998
2022-06-28,-14.766,-12.1845,-16.184,-14.479499999999998
2022-06-29,-14.544,-12.6345,-15.992,-14.8125
2022-06-30,-14.34,-13.014500000000002,-16.096,-15.156
2022-07-01,-14.05,-13.333000000000002,-16.446,-15.517
2022-07-05,-13.969999999999999,-13.5505,-16.706,-15.799000000000001
2022-07-06,-13.812000000000001,-13.809000000000001,-16.55,-16.0785
2022-07-07,-13.91,-14.120000000000001,-16.096,-16.341
2022-07-08,-13.884,-14.411499999999998,-15.524000000000001,-16.5575
2022-07-11,-14.338,-14.5935,-15.395999999999997,-16.7185
2022-07-12,-14.678,-14.766499999999999,-15.447999999999999,-16.792
2022-07-13,-15.004,-14.854499999999998,-15.632,-16.7245
2022-07-14,-15.382,-14.881499999999999,-16.1,-16.658
2022-07-15,-15.45,-14.873,-16.252000000000002,-16.572
2022-07-18,-15.65,-14.8305,-16.352,-16.3875
2022-07-19,-15.338,-14.711000000000002,-15.857999999999999,-16.103
2022-07-20,-15.085999999999999,-14.666999999999998,-15.184000000000001,-15.8875
2022-07-21,-14.562000000000001,-14.599499999999997,-14.296000000000001,-15.620999999999999
2022-07-22,-14.258000000000001,-14.483,-13.868,-15.434999999999999
2022-07-25,-13.716,-14.4385,-13.288,-15.370499999999998
2022-07-26,-13.418000000000001,-14.350999999999999,-13.352,-15.341
2022-07-27,-12.66,-14.1405,-13.086000000000002,-15.113
2022-07-28,-12.052000000000001,-13.976500000000001,-12.774,-14.8165
2022-07-29,-11.71,-13.8255,-12.053999999999998,-14.4245
2022-08-01,-11.21,-13.7285,-11.350000000000001,-14.0965
2022-08-02,-10.908,-13.5855,-10.53,-13.797
2022-08-03,-10.78,-13.382499999999999,-9.94,-13.460500000000001
2022-08-04,-10.776,-13.193000000000001,-9.578,-13.187000000000001
2022-08-05,-10.581999999999999,-13.0,-9.496,-12.9175
2022-08-08,-10.51,-12.7715,-9.425999999999998,-12.604000000000001
2022-08-09,-10.522,-12.5465,-9.319999999999999,-12.265
2022-08-10,-10.47,-12.249,-9.162,-11.843
2022-08-11,-10.358,-11.937000000000001,-8.992,-11.41
2022-08-12,-10.154,-11.675999999999998,-8.581999999999999,-11.0
2022-08-15,-9.942,-11.3445,-8.104000000000001,-10.542
2022-08-16,-9.652000000000001,-11.125,-7.554,-10.189
2022-08-17,-9.554,-10.866,-7.348000000000001,-9.884
2022-08-18,-9.395999999999999,-10.6455,-7.104000000000001,-9.611999999999998
2022-08-19,-9.372,-10.4545,-7.244,-9.344
2022-08-22,-9.642,-10.326,-7.696,-9.144
2022-08-23,-10.292000000000002,-10.3435,-8.198,-8.9005
2022-08-24,-11.012,-10.453999999999999,-8.578,-8.757
2022-08-25,-11.408,-10.4845,-8.822,-8.623999999999999
2022-08-26,-12.118,-10.556500000000002,-9.31,-8.658
2022-08-29,-12.65,-10.686000000000002,-9.620000000000001,-8.7115
2022-08-30,-13.029999999999998,-10.874,-10.028,-8.774999999999999
2022-08-31,-13.203999999999999,-11.059999999999999,-10.562,-8.9125
2022-09-01,-13.596,-11.1895,-11.175999999999998,-9.0235
2022-09-02,-13.807999999999998,-11.363,-11.492,-9.157
2022-09-06,-14.080000000000002,-11.5785,-11.768,-9.297
2022-09-07,-13.992,-11.741499999999998,-11.664,-9.361
2022-09-08,-13.85,-11.905,-11.366,-9.4635
2022-09-09,-13.526,-11.9815,-10.912,-9.503499999999999
2022-09-12,-12.616,-11.9785,-10.162,-9.552
2022-09-13,-11.908,-12.07,-10.129999999999999,-9.803500000000001
2022-09-14,-11.288,-12.1505,-10.290000000000001,-10.045
2022-09-15,-10.808,-12.2185,-10.74,-10.311499999999999
2022-09-16,-10.728,-12.314499999999999,-11.57,-10.620000000000001
2022-09-19,-11.175999999999998,-12.4295,-12.453999999999999,-10.8545
2022-09-20,-11.53,-12.541999999999998,-12.774,-11.073
2022-09-21,-12.466000000000001,-12.693999999999999,-13.45,-11.358
2022-09-22,-13.818000000000001,-12.919999999999998,-14.080000000000002,-11.687000000000001
2022-09-23,-15.274000000000001,-13.281,-14.851999999999999,-12.127500000000001
2022-09-26,-16.877999999999997,-13.619499999999999,-15.906,-12.503499999999999
2022-09-27,-18.332,-13.9625,-16.812,-12.871
2022-09-28,-18.932,-14.1695,-17.18,-13.146
2022-09-29,-19.178000000000004,-14.413499999999999,-17.748,-13.483500000000001
2022-09-30,-19.546,-14.7685,-18.288,-13.905499999999998
2022-10-03,-19.188,-14.964500000000001,-18.168,-14.172500000000003
2022-10-04,-18.398000000000003,-15.041999999999998,-17.518,-14.3085
2022-10-05,-17.832,-15.129500000000002,-17.14,-14.515
2022-10-06,-17.324,-15.282000000000002,-16.595999999999997,-14.791000000000002
2022-10-07,-16.908,-15.614,-16.264,-15.243500000000001
2022-10-10,-17.074,-16.079,-16.554,-15.770500000000002
2022-10-11,-17.578000000000003,-16.4595,-17.436,-16.135
2022-10-12,-18.496,-16.9315,-18.338,-16.526999999999997
2022-10-13,-18.669999999999998,-17.2475,-18.654,-16.7695
2022-10-14,-18.826,-17.6385,-18.878,-17.070500000000003
2022-10-17,-18.646,-17.9465,-18.582,-17.3025
2022-10-18,-18.212,-18.13,-17.99,-17.439
2022-10-19,-17.556,-18.204,-17.464,-17.530499999999996
2022-10-20,-17.762,-18.2335,-17.482,-17.619999999999997
2022-10-21,-17.44,-18.18,-16.747999999999998,-17.544500000000003
2022-10-24,-17.22,-18.032,-16.216,-17.380000000000003
2022-10-25,-17.142000000000003,-17.832500000000003,-15.602,-17.1365
2022-10-26,-16.806,-17.6725,-15.0,-16.9855
2022-10-27,-16.192,-17.487000000000002,-14.356,-16.772
2022-10-28,-15.49,-17.166,-13.709999999999999,-16.4
2022-10-31,-14.808000000000002,-16.937,-13.38,-16.183
2022-11-01,-14.106,-16.7595,-13.325999999999999,-16.0885
2022-11-02,-13.951999999999998,-16.702499999999997,-13.568000000000001,-16.0925
2022-11-03,-14.175999999999998,-16.7,-13.892000000000001,-16.095999999999997
2022-11-04,-14.526,-16.5705,-14.372,-15.927000000000001
2022-11-07,-14.806000000000001,-16.369999999999997,-14.581999999999999,-15.690000000000001
2022-11-08,-16.274,-16.433500000000002,-14.696000000000002,-15.4035
2022-11-09,-17.542,-16.464000000000002,-14.73,-15.1905
2022-11-10,-17.974,-16.526000000000003,-13.697999999999999,-14.857
2022-11-11,-18.19,-16.4115,-12.734,-14.391
2022-11-14,-18.706,-16.384999999999998,-12.064,-14.060500000000001
2022-11-15,-18.078000000000003,-16.4,-11.342,-13.741499999999998
2022-11-16,-17.594,-16.473499999999998,-10.412,-13.4275
2022-11-17,-17.97,-16.578,-10.426,-13.093
2022-11-18,-18.413999999999998,-16.655,-10.528,-12.836000000000002
2022-11-21,-18.534,-16.7135,-10.552000000000001,-12.6445
2022-11-22,-19.615999999999996,-17.018499999999996,-10.488000000000001,-12.463
2022-11-23,-20.162,-17.3125,-10.180000000000001,-12.2225
2022-11-25,-20.326,-17.6115,-9.824,-11.96
2022-11-28,-21.35,-18.12,-9.825999999999999,-11.865
2022-11-29,-22.499999999999996,-18.636499999999998,-9.798,-11.749
2022-11-30,-22.278,-19.061500000000002,-9.464,-11.4975
2022-12-01,-22.13,-19.357,-9.198,-11.129999999999999
2022-12-02,-21.93,-19.55,-8.956,-10.725999999999999
2022-12-05,-21.3,-19.8135,-8.748000000000001,-10.459
2022-12-06,-21.076,-20.204,-8.76,-10.2935
2022-12-07,-21.394,-20.3415,-9.344,-10.1595
2022-12-08,-21.68,-20.3915,-9.834,-9.906000000000002
2022-12-09,-21.880000000000003,-20.5265,-10.424000000000001,-9.9075
2022-12-12,-21.698,-20.690499999999997,-10.454,-9.889
2022-12-13,-21.096,-20.801499999999997,-10.102,-9.803
2022-12-14,-20.726,-21.0035,-9.824000000000002,-9.780000000000001
2022-12-15,-20.742,-21.1785,-10.118,-9.8325
2022-12-16,-21.114,-21.3125,-10.492,-9.924
2022-12-19,-21.628,-21.494,-11.258,-10.0715
2022-12-20,-22.310000000000002,-21.7455,-12.209999999999999,-10.2175
2022-12-21,-22.634,-21.758000000000003,-12.802000000000001,-10.3585
2022-12-22,-22.749999999999996,-21.825499999999998,-13.197999999999999,-10.587
2022-12-23,-22.595999999999997,-21.880000000000003,-13.294,-10.7915
2022-12-27,-22.491999999999997,-21.7795,-13.309999999999999,-10.942499999999999
2022-12-28,-22.572,-21.7635,-13.478,-11.1375
2022-12-29,-22.442,-21.799,-13.602,-11.392999999999999
2022-12-30,-22.326,-21.8745,-13.532,-11.6705
2023-01-03,-22.074,-21.916000000000004,-13.558000000000002,-11.942
2023-01-04,-21.314,-21.782999999999998,-13.398000000000001,-12.105
2023-01-05,-20.474,-21.613,-13.216,-12.2515
2023-01-06,-19.770000000000003,-21.393,-12.948000000000002,-12.294
2023-01-09,-19.714,-21.383,-12.646,-12.3735
2023-01-10,-19.596,-21.345,-12.218,-12.3905
2023-01-11,-19.726,-21.29,-11.690000000000001,-12.414
2023-01-12,-19.762,-21.279500000000002,-10.91,-12.4535
2023-01-13,-19.816,-21.1655,-10.444,-12.449
2023-01-17,-19.252,-21.0105,-9.992,-12.342
2023-01-18,-19.284,-20.8875,-9.952,-12.255500000000001
2023-01-19,-19.444,-20.744,-10.256,-12.1635
2023-01-20,-19.232,-20.509999999999998,-10.308,-11.978
2023-01-23,-18.874000000000002,-20.2255,-10.213999999999999,-11.802
2023-01-24,-18.784,-20.019,-10.113999999999999,-11.571000000000002
2023-01-25,-18.288,-19.810499999999998,-9.72,-11.362
2023-01-26,-17.822,-19.5765,-9.012,-11.089
2023-01-27,-17.486,-19.2385,-8.57,-10.751
2023-01-30,-17.444,-18.976000000000003,-8.568,-10.5435
2023-01-31,-16.864,-18.6535,-8.291999999999998,-10.261
2023-02-01,-15.884,-18.262999999999998,-7.794,-9.921
2023-02-02,-14.680000000000001,-17.918,-7.231999999999999,-9.5475
2023-02-03,-13.718,-17.5495,-6.914,-9.175500000000001
2023-02-06,-13.120000000000001,-17.313499999999998,-6.473999999999999,-8.925
2023-02-07,-12.478,-16.844500000000004,-6.09,-8.622
2023-02-08,-12.4,-16.464000000000002,-6.104,-8.3925
2023-02-09,-13.184000000000001,-16.282500000000002,-6.5040000000000004,-8.251000000000001
2023-02-10,-13.857999999999999,-16.0735,-6.6739999999999995,-8.1165
2023-02-13,-14.028,-15.866499999999998,-6.564,-7.955
2023-02-14,-14.662,-15.697,-6.6579999999999995,-7.788500000000001
2023-02-15,-14.994,-15.391499999999999,-6.531999999999999,-7.5375
2023-02-16,-14.876,-15.1405,-6.478,-7.3065
2023-02-17,-14.654,-14.928999999999998,-6.5,-7.164500000000001
2023-02-21,-14.434000000000001,-14.756499999999999,-6.984,-7.147500000000001
2023-02-22,-14.094,-14.5245,-7.4799999999999995,-7.13
2023-02-23,-14.193999999999999,-14.368,-7.956,-7.096500000000001
2023-02-24,-14.336000000000002,-14.269000000000002,-8.379999999999999,-7.1485
2023-02-27,-14.618,-14.212,-8.716,-7.2010000000000005
2023-02-28,-15.156,-14.1845,-8.828,-7.2125
2023-03-01,-15.686000000000002,-14.23,-8.937999999999999,-7.291500000000001
2023-03-02,-15.959999999999999,-14.387,-9.001999999999999,-7.3985
2023-03-03,-15.907999999999998,-14.575999999999999,-8.663999999999998,-7.5065
2023-03-06,-16.125999999999998,-14.814000000000002,-8.358,-7.561999999999999
2023-03-07,-16.663999999999998,-15.070500000000001,-8.256,-7.6579999999999995
2023-03-08,-17.4,-15.4605,-8.112,-7.797
2023-03-09,-18.25,-15.8495,-8.396,-7.971499999999999
2023-03-10,-19.582,-16.1755,-9.168000000000001,-8.1725
2023-03-13,-20.372,-16.442500000000003,-9.985999999999999,-8.389999999999999
2023-03-14,-20.748,-16.750500000000002,-10.256,-8.581
2023-03-15,-20.746,-16.9815,-10.658,-8.797
2023-03-16,-20.490000000000002,-17.2235,-10.453999999999999,-8.952
2023-03-17,-20.176,-17.5005,-10.203999999999999,-9.104000000000001
2023-03-20,-19.848000000000003,-17.741000000000003,-9.768,-9.206999999999999
2023-03-21,-19.168,-17.934,-9.384,-9.181000000000001
2023-03-22,-18.858,-18.1725,-9.190000000000001,-9.2245
2023-03-23,-19.201999999999998,-18.4755,-9.248000000000001,-9.275
2023-03-24,-18.984,-18.6625,-9.069999999999999,-9.2765
2023-03-27,-18.978,-18.831,-9.02,-9.283
2023-03-28,-19.326,-18.976499999999998,-9.232000000000001,-9.282
2023-03-29,-19.503999999999998,-19.127000000000002,-8.894,-9.2135
2023-03-30,-19.177999999999997,-19.279999999999998,-8.49,-9.147
2023-03-31,-18.924,-19.416500000000003,-7.8740000000000006,-9.079
2023-04-03,-18.836,-19.5085,-7.19,-8.991000000000001
2023-04-04,-18.762,-19.500999999999998,-6.578,-8.8625
2023-04-05,-18.436,-19.386000000000003,-6.264,-8.7515
2023-04-06,-18.128,-19.249499999999998,-5.988,-8.545
2023-04-10,-18.124000000000002,-19.052,-5.9479999999999995,-8.274
2023-04-11,-17.854000000000003,-18.878999999999998,-6.004,-7.9955
2023-04-12,-17.584,-18.71,-6.029999999999999,-7.806
2023-04-13,-17.318,-18.529,-5.772,-7.529999999999999
2023-04-14,-17.236,-18.436,-5.622,-7.337000000000001
2023-04-17,-16.856,-18.222,-5.428,-7.08
2023-04-18,-16.726000000000003,-18.098499999999998,-5.224,-6.8595
2023-04-19,-15.901999999999997,-17.8935,-4.948,-6.697
2023-04-20,-15.516,-17.6935,-5.018000000000001,-6.487
2023-04-21,-14.496,-17.2595,-5.037999999999999,-6.2845
2023-04-24,-12.959999999999999,-16.716,-5.098000000000001,-6.087
2023-04-25,-11.328,-16.186,-5.42,-5.9595
2023-04-26,-10.292,-15.635,-5.8100000000000005,-5.841500000000001
2023-04-27,-8.687999999999999,-14.989499999999998,-5.786,-5.71
2023-04-28,-7.627999999999998,-14.372,-5.638,-5.5715
2023-05-01,-7.394,-13.833499999999997,-5.504,-5.4944999999999995
2023-05-02,-7.252,-13.289999999999997,-5.316,-5.4910000000000005
2023-05-03,-7.074,-12.713000000000001,-5.176,-5.4910000000000005
2023-05-04,-7.4719999999999995,-12.2485,-5.47,-5.5115
2023-05-05,-7.622,-11.7455,-5.588,-5.471500000000001
2023-05-08,-7.7219999999999995,-11.233,-5.708,-5.4345
2023-05-09,-7.831999999999999,-10.7845,-5.71,-5.4174999999999995
2023-05-10,-8.068000000000001,-10.334,-5.514,-5.362
2023-05-11,-8.084,-9.940000000000001,-5.218000000000001,-5.372999999999999
2023-05-12,-8.284,-9.5075,-5.258,-5.3805000000000005
2023-05-15,-8.436000000000002,-9.128,-5.244,-5.3885
2023-05-16,-8.552000000000001,-8.741,-5.274,-5.430000000000001
2023-05-17,-8.688,-8.5305,-5.166,-5.416500000000001
2023-05-18,-8.684000000000001,-8.232,-4.85,-5.331
2023-05-19,-8.606,-8.035,-4.54,-5.255999999999999
2023-05-22,-8.574000000000002,-8.031500000000001,-4.28,-5.184
2023-05-23,-8.854,-8.122499999999999,-4.109999999999999,-5.1025
2023-05-24,-9.026,-8.214,-4.3,-5.039
2023-05-25,-9.9,-8.535,-4.51,-5.012
2023-05-26,-11.156,-8.917,-4.446,-4.958
2023-05-30,-12.274000000000001,-9.251500000000002,-4.388,-4.905
2023-05-31,-12.972,-9.5525,-4.220000000000001,-4.8285
2023-06-01,-13.670000000000002,-9.863,-3.716,-4.674
2023-06-02,-13.553999999999998,-10.0555,-3.096,-4.4185
2023-06-05,-13.112,-10.2895,-2.758,-4.250500000000001
2023-06-06,-12.862,-10.5365,-2.386,-4.0745
2023-06-07,-12.798,-10.794,-1.9760000000000002,-3.8950000000000005
2023-06-08,-12.748000000000001,-11.033000000000001,-1.6440000000000001,-3.7065000000000006
2023-06-09,-12.754000000000001,-11.222999999999999,-1.558,-3.5035000000000003
2023-06-12,-12.642,-11.379,-1.254,-3.2495
2023-06-13,-12.202,-11.478,-0.86,-2.9785
2023-06-14,-11.174,-11.4495,-0.388,-2.6735
2023-06-15,-10.120000000000001,-11.391,0.22200000000000003,-2.3594999999999997
2023-06-16,-9.008,-11.304,0.7260000000000001,-2.1095
2023-06-20,-8.052000000000001,-11.2405,0.958,-1.875
2023-06-21,-7.524000000000001,-11.2155,0.9520000000000002,-1.6705
2023-06-22,-7.628,-11.143,1.004,-1.395
2023-06-23,-7.786,-11.081,0.652,-1.1215
2023-06-26,-8.228,-10.886,0.292,-0.909
2023-06-27,-8.594,-10.6,0.242,-0.7030000000000001
2023-06-28,-8.998000000000001,-10.3965,0.30999999999999994,-0.496
2023-06-29,-9.129999999999999,-10.1825,0.304,-0.26400000000000007
2023-06-30,-9.0,-9.9135,0.682,-0.022
2023-07-03,-8.934000000000001,-9.731,1.1720000000000002,0.158
2023-07-05,-8.956,-9.560999999999998,1.4,0.3365
2023-07-06,-8.978,-9.425500000000001,1.456,0.46449999999999997
2023-07-07,-9.122,-9.2635,1.468,0.597
2023-07-10,-9.425999999999998,-9.083,1.3,0.7140000000000001
2023-07-11,-9.394,-8.891,1.23,0.8550000000000001
2023-07-12,-9.248,-8.7125,1.3619999999999999,0.9904999999999999
2023-07-13,-8.838000000000001,-8.5845,1.8199999999999998,1.1345
2023-07-14,-8.474,-8.5885,2.308,1.2710000000000001
2023-07-17,-8.419999999999998,-8.658,2.812,1.3615
2023-07-18,-8.564,-8.78,3.344,1.5095
2023-07-19,-8.866,-8.916,3.7619999999999996,1.6915
2023-07-20,-8.596,-8.8525,3.882,1.8669999999999998
2023-07-21,-8.322,-8.761999999999999,4.0200000000000005,2.025
2023-07-24,-7.896000000000001,-8.6855,4.1739999999999995,2.242
2023-07-25,-7.403999999999999,-8.574,4.224,2.4925
2023-07-26,-6.511999999999999,-8.395500000000002,4.234,2.6895
2023-07-27,-6.686,-8.2745,4.26,2.8545000000000003
2023-07-28,-6.8340000000000005,-8.188,4.454,3.0625
2023-07-31,-7.041999999999999,-8.196,4.595999999999999,3.2205
2023-08-01,-7.275999999999999,-8.1595,4.616,3.3534999999999995
2023-08-02,-8.264,-8.2225,4.406000000000001,3.441
2023-08-03,-9.057999999999998,-8.2945,4.27,3.558
2023-08-04,-9.89,-8.379999999999999,3.886,3.6670000000000003
2023-08-07,-10.48,-8.4595,3.6100000000000003,3.7979999999999996
2023-08-08,-11.472,-8.679,3.342,3.8815
2023-08-09,-11.902000000000001,-8.886,3.2060000000000004,3.9019999999999997
2023-08-10,-12.104,-9.111,3.1220000000000003,3.8835
2023-08-11,-12.161999999999999,-9.302,3.104,3.8659999999999997
2023-08-14,-12.406,-9.456,3.024,3.851
2023-08-15,-12.309999999999999,-9.6155,2.848,3.7574999999999994
2023-08-16,-12.504,-9.7955,2.666,3.6279999999999992
2023-08-17,-12.728,-10.144,2.366,3.5044999999999993
2023-08-18,-13.01,-10.474,2.09,3.3835
2023-08-21,-13.232,-10.790000000000001,1.8239999999999998,3.2634999999999996
2023-08-22,-13.11,-11.042,1.6780000000000002,3.1209999999999996
2023-08-23,-12.812000000000001,-11.3705,1.7759999999999998,3.0134999999999996
2023-08-24,-12.882,-11.693,1.8039999999999998,2.8905
2023-08-25,-12.786,-11.962,1.908,2.747
2023-08-28,-12.818000000000001,-12.234,2.0100000000000002,2.617
2023-08-29,-13.05,-12.4855,2.3440000000000003,2.553
2023-08-30,-13.244,-12.6155,2.59,2.5595
2023-08-31,-13.182000000000002,-12.724,3.0,2.573
2023-09-01,-13.14,-12.7745,3.336,2.6094999999999997
2023-09-05,-13.252,-12.926999999999998,3.524,2.5955
2023-09-06,-13.372,-12.9605,3.4,2.5675
2023-09-07,-13.675999999999998,-13.059000000000001,3.166,2.5495
2023-09-08,-13.86,-13.163,2.974,2.5360000000000005
2023-09-11,-13.89,-13.2065,2.896,2.5575
2023-09-12,-13.74,-13.260499999999999,2.77,2.532
2023-09-13,-13.607999999999999,-13.285,2.786,2.5520000000000005
2023-09-14,-13.192000000000002,-13.231,3.028,2.6399999999999997
