Date,rate_AMD_5D,rate_AMD_20D,rate_VOO_5D,rate_VOO_20D
2023-09-19,0.40200000000000014,2.4945,2.782,2.7715000000000005
2023-09-20,-0.99,2.184,2.498,2.757
2023-09-21,-2.984,1.5505,1.718,2.6255
2023-09-22,-3.9939999999999998,1.168,1.1400000000000001,2.527
2023-09-25,-4.944,0.8270000000000002,0.622,2.4270000000000005
2023-09-26,-6.02,0.40650000000000014,-0.146,2.2325
2023-09-27,-6.452,-0.021499999999999984,-0.722,1.9904999999999997
2023-09-28,-5.182,-0.24699999999999997,-0.9339999999999999,1.7445
2023-09-29,-3.9160000000000004,-0.441,-1.1440000000000001,1.491
2023-10-02,-2.788,-0.73,-1.432,1.2349999999999999
2023-10-03,-1.996,-1.2129999999999999,-1.69,0.929
2023-10-04,-0.8460000000000001,-1.446,-1.812,0.6875
2023-10-05,-0.8160000000000001,-1.616,-1.9899999999999998,0.45549999999999996
2023-10-06,0.025999999999999978,-1.557,-1.8939999999999997,0.274
2023-10-09,0.73,-1.4755,-1.672,0.09300000000000001
2023-10-10,2.43,-1.2959999999999998,-1.0899999999999999,-0.03599999999999999
2023-10-11,3.2359999999999998,-1.2630000000000001,-0.564,-0.14999999999999997
2023-10-12,4.356,-1.1564999999999999,-0.13999999999999999,-0.33649999999999997
2023-10-13,3.946,-0.9845,-0.048,-0.48650000000000004
2023-10-16,3.85,-0.788,0.118,-0.591
2023-10-17,3.1100000000000003,-0.619,0.186,-0.6849999999999999
2023-10-18,1.934,-0.5319999999999999,-0.09600000000000002,-0.7985
2023-10-19,0.71,-0.233,-0.426,-0.8724999999999999
2023-10-20,0.08000000000000003,0.033999999999999996,-0.8940000000000001,-0.9949999999999999
2023-10-23,-1.158,0.15849999999999997,-1.6,-1.1465
2023-10-24,-1.8219999999999998,0.4305,-2.164,-1.1895
2023-10-25,-2.9939999999999998,0.3325,-2.7340000000000004,-1.3015
2023-10-26,-4.67,-0.10499999999999994,-3.372,-1.482
2023-10-27,-5.704,-0.4129999999999999,-3.85,-1.6715
2023-10-30,-6.44,-0.7545,-4.069999999999999,-1.8060000000000003
2023-10-31,-7.047999999999999,-0.8324999999999999,-4.319999999999999,-1.847
2023-11-01,-4.756,-0.645,-4.078,-1.8679999999999999
2023-11-02,-2.0439999999999996,-0.4119999999999999,-3.2439999999999998,-1.7954999999999999
2023-11-03,0.974,-0.176,-2.15,-1.7355
2023-11-06,3.944,0.049000000000000064,-1.242,-1.6985000000000003
2023-11-07,6.790000000000001,0.25750000000000006,-0.394,-1.673
2023-11-08,7.841999999999999,0.5065000000000002,0.25,-1.6644999999999999
2023-11-09,8.914,0.7275000000000003,0.388,-1.6635000000000002
2023-11-10,10.122,1.368,0.654,-1.56
2023-11-13,11.084,1.8575,0.8620000000000001,-1.5125000000000002
2023-11-14,12.312,2.5580000000000003,1.4,-1.3695
2023-11-15,13.151999999999997,3.311,1.968,-1.1485
2023-11-16,14.363999999999999,4.141,2.7119999999999997,-0.8790000000000001
2023-11-17,14.754,5.0365,3.18,-0.5415000000000001
2023-11-20,15.66,6.062,3.822,-0.15700000000000008
2023-11-21,15.522,6.894,4.026,0.17799999999999994
2023-11-22,16.387999999999998,8.1565,4.273999999999999,0.6034999999999999
2023-11-24,16.862000000000002,9.524,4.505999999999999,1.0905
2023-11-27,17.252,10.7755,4.672,1.589
2023-11-28,17.346,12.0085,4.704,2.0364999999999998
2023-11-29,18.246,13.217500000000001,4.776000000000001,2.452
2023-11-30,17.986,13.842000000000002,4.837999999999999,2.8325
2023-12-01,17.747999999999998,14.472,4.988,3.1485
2023-12-04,16.912,14.760000000000002,5.072,3.3945
2023-12-05,16.162,15.063000000000002,5.130000000000001,3.6295
2023-12-06,14.762,15.210500000000001,5.13,3.8329999999999997
2023-12-07,16.078,15.901000000000002,5.186,4.0665
2023-12-08,17.516,16.6225,5.215999999999999,4.3555
2023-12-11,20.532,17.3625,5.418,4.585500000000001
2023-12-12,24.194,18.3405,5.7219999999999995,4.8445
2023-12-13,28.264,19.198500000000003,6.362,5.0735
2023-12-14,30.098000000000003,20.137499999999996,6.9239999999999995,5.3055
2023-12-15,32.048,21.0435,7.382000000000001,5.523
2023-12-18,32.903999999999996,21.9,7.882,5.761
2023-12-19,33.39,22.773,8.394,5.9875
2023-12-20,32.87,23.5355,8.312,6.1450000000000005
2023-12-21,33.236000000000004,24.3495,8.341999999999999,6.3225
2023-12-22,33.322,25.158499999999997,8.443999999999999,6.5075
2023-12-26,34.18599999999999,26.133499999999998,8.508,6.720000000000001
2023-12-27,35.318,27.266,8.495999999999999,6.9355
2023-12-28,37.86,28.439,8.815999999999999,7.154999999999999
2023-12-29,39.294000000000004,29.676499999999997,8.918000000000001,7.342499999999999
2024-01-02,38.977999999999994,30.465999999999998,8.836,7.469499999999999
2024-01-03,37.316,31.234500000000004,8.553999999999998,7.5905000000000005
2024-01-04,35.275999999999996,32.0445,8.18,7.698
2024-01-05,33.212,33.0515,7.830000000000001,7.83
2024-01-08,32.856,33.871,7.8260000000000005,8.0025
2024-01-09,34.81,34.7895,7.918000000000001,8.145
2024-01-10,37.263999999999996,35.4175,8.256,8.3
2024-01-11,39.501999999999995,35.8715,8.648,8.429499999999999
2024-01-12,41.014,36.239,9.022,8.495000000000001
2024-01-16,43.052,37.109500000000004,9.036,8.5305
2024-01-17,44.821999999999996,37.983000000000004,8.996,8.5485
2024-01-18,47.114,38.97,8.995999999999999,8.578500000000002
2024-01-19,51.370000000000005,40.366499999999995,9.226,8.6375
2024-01-22,54.879999999999995,41.741499999999995,9.49,8.7895
2024-01-23,56.458000000000006,42.915,9.872,8.913
2024-01-24,59.653999999999996,44.566,10.370000000000001,9.03
2024-01-25,62.826,46.13,10.812000000000001,9.1545
2024-01-26,63.54200000000001,47.4225,11.017999999999999,9.267999999999999
2024-01-29,65.35,48.614,11.32,9.4155
2024-01-30,66.196,49.6405,11.552,9.5715
2024-01-31,64.496,50.9455,11.459999999999999,9.686
2024-02-01,62.641999999999996,52.4615,11.466,9.8825
2024-02-02,62.486000000000004,54.225,11.674000000000001,10.141499999999999
2024-02-05,61.684000000000005,55.732000000000006,11.676,10.377
2024-02-06,60.862,56.64200000000001,11.748,10.552000000000001
2024-02-07,61.188,57.540000000000006,12.272,10.7745
2024-02-08,61.052,58.408500000000004,12.606,10.97
2024-02-09,60.258,59.414,12.852,11.1925
2024-02-12,59.916,60.457499999999996,13.157999999999998,11.411
2024-02-13,60.45,60.99150000000001,13.122,11.5735
2024-02-14,61.73,61.766999999999996,13.132,11.808499999999999
2024-02-15,62.92,62.36,13.266,12.0375
2024-02-16,63.164,62.3625,13.193999999999999,12.1845
2024-02-20,62.122,62.26800000000001,13.02,12.2935
2024-02-21,60.908,62.104,13.151999999999997,12.3935
2024-02-22,61.43800000000001,62.213,13.516,12.595
2024-02-23,61.398,62.003,13.754000000000001,12.773
2024-02-26,61.75599999999999,61.91600000000001,14.02,12.934999999999999
2024-02-27,63.836,61.8895,14.435999999999998,13.0725
2024-02-28,65.892,62.028000000000006,14.8,13.2055
2024-02-29,67.83,63.0465,14.822,13.435500000000001
2024-03-01,72.14000000000001,64.3775,14.986,13.653
2024-03-04,77.00800000000001,65.54650000000001,15.2,13.8165
2024-03-05,81.484,66.8395,15.152000000000001,13.941500000000001
2024-03-06,87.176,68.6065,15.252,14.0815
2024-03-07,90.174,70.29299999999999,15.49,14.24
2024-03-08,90.99999999999999,71.86449999999999,15.442000000000002,14.362
2024-03-11,89.788,72.929,15.402000000000001,14.454000000000002
2024-03-12,89.284,74.1815,15.788,14.599
2024-03-13,86.604,75.145,16.028,14.807999999999998
2024-03-14,82.612,75.5135,16.008000000000003,14.958999999999998
2024-03-15,79.926,76.116,15.989999999999998,15.043000000000001
2024-03-18,78.74199999999999,76.8235,16.108,15.1825
2024-03-19,75.332,77.484,16.124000000000002,15.375
2024-03-20,72.85600000000001,78.13199999999999,16.33,15.602500000000001
2024-03-21,71.384,78.0,16.639999999999997,15.74
2024-03-22,69.464,78.13250000000001,16.998,15.854
2024-03-25,67.436,78.2435,17.19,15.975
2024-03-26,66.83,78.2325,17.23,16.073500000000003
2024-03-27,66.814,78.3625,17.268,16.2195
2024-03-28,67.136,77.8265,17.242,16.345
2024-04-01,67.55600000000001,76.9865,17.216,16.411499999999997
2024-04-02,67.316,75.8205,17.104,16.451
2024-04-03,67.582,74.75699999999999,17.06,16.5505
2024-04-04,64.864,72.78450000000001,16.608,16.558500000000002
2024-04-05,62.80799999999999,70.985,16.369999999999997,16.565
2024-04-08,60.398,69.336,16.224,16.607
2024-04-09,58.980000000000004,68.1185,16.240000000000002,16.6605
2024-04-10,56.528,66.568,16.028,16.6105
2024-04-11,57.366,65.475,16.22,16.6065
2024-04-12,56.068,64.349,15.906,16.5395
2024-04-15,54.324,62.935500000000005,15.315999999999999,16.438499999999998
2024-04-16,52.996,61.682,14.658000000000001,16.298000000000002
2024-04-17,50.6,60.385000000000005,14.078,16.098999999999997
2024-04-18,47.785999999999994,59.2075,13.296000000000001,15.847999999999999
2024-04-19,44.738,57.6875,12.626,15.535999999999998
2024-04-22,42.596,56.21849999999999,12.41,15.2915
2024-04-23,40.54600000000001,54.959500000000006,12.512,15.128499999999999
2024-04-24,40.129999999999995,53.71,12.73,14.974
2024-04-25,39.892,52.477,12.904,14.757
2024-04-26,41.874,51.372,13.482,14.596
2024-04-29,44.004000000000005,50.330499999999994,13.952000000000002,14.4755
2024-04-30,45.129999999999995,49.413,13.785999999999998,14.298999999999998
2024-05-01,43.63199999999999,47.7225,13.52,14.088999999999999
2024-05-02,42.104,46.787,13.55,13.992499999999998
2024-05-03,40.712,45.848,13.632,13.911499999999998
2024-05-06,39.74399999999999,45.166999999999994,13.862,13.885
2024-05-07,38.864,44.384,14.482,13.8595
2024-05-08,40.558,43.730000000000004,15.219999999999999,13.887
2024-05-09,41.686,42.867000000000004,15.884,13.9085
2024-05-10,41.92,42.311,16.304000000000002,14.011000000000001
2024-05-13,40.965999999999994,41.8275,16.497999999999998,14.180499999999999
2024-05-14,40.736000000000004,41.319,16.77,14.3875
2024-05-15,41.852,41.543,17.322,14.698000000000002
2024-05-16,43.733999999999995,41.854,17.698,15.009
2024-05-17,46.042,42.63699999999999,18.08,15.374500000000001
2024-05-20,48.94,43.4135,18.484,15.699000000000002
2024-05-21,51.053999999999995,43.946,18.842000000000002,15.969999999999999
2024-05-22,52.128,44.542500000000004,18.848000000000003,16.2275
2024-05-23,51.722,44.8115,18.726000000000003,16.4645
2024-05-24,52.068,45.1855,18.726,16.685499999999998
2024-05-28,53.04,45.6725,18.724,16.892000000000003
2024-05-29,53.128,45.945499999999996,18.492,17.1465
2024-05-30,53.354,46.973,18.174,17.391
2024-05-31,54.54600000000001,47.922,18.232,17.635
2024-06-03,53.86,48.472500000000004,18.096,17.8015
2024-06-04,51.55800000000001,48.626,17.968,17.9185
2024-06-05,51.572,49.1225,18.282000000000004,18.0965
2024-06-06,51.402,49.684,18.747999999999998,18.273
2024-06-07,51.402,50.351,18.982,18.4095
2024-06-10,50.816,50.6965,19.328,18.557499999999997
2024-06-11,50.626,51.041,19.7,18.719
2024-06-12,49.546,51.325,19.991999999999997,18.901999999999997
2024-06-13,48.292,51.294,20.332,19.0255
2024-06-14,46.791999999999994,51.115500000000004,20.722,19.1655
2024-06-17,46.438,50.795500000000004,21.224,19.3435
2024-06-18,45.648,50.218,21.736,19.532
2024-06-20,45.932,50.0445,21.985999999999997,19.688
2024-06-21,46.176,49.806,22.137999999999998,19.848000000000003
2024-06-24,46.290000000000006,49.75750000000001,22.206,20.0355
2024-06-25,46.63000000000001,49.436,22.17,20.2045
2024-06-26,47.162,48.7485,22.094,20.3745
2024-06-27,46.738,48.447,22.116000000000003,20.594
2024-06-28,46.918000000000006,48.197,22.04,20.814500000000002
2024-07-01,46.302,47.6965,22.003999999999998,20.9785
2024-07-02,46.886,47.692499999999995,22.006,21.182
2024-07-03,47.89,47.8315,22.07,21.4
2024-07-05,49.992,48.052,22.218,21.578
2024-07-08,52.822,48.552,22.535999999999998,21.7615
2024-07-09,56.338,48.9305,22.898000000000003,21.9575
2024-07-10,59.9,49.9635,23.326,22.1815
2024-07-11,63.17,50.9675,23.5,22.35
2024-07-12,64.92999999999999,51.898,23.678,22.4995
2024-07-15,65.138,52.7635,23.896,22.652499999999996
2024-07-16,65.218,53.537,24.171999999999997,22.82
2024-07-17,60.754000000000005,53.5425,24.068,22.8925
2024-07-18,55.992,53.55350000000001,24.03,22.9235
2024-07-19,50.528000000000006,53.047000000000004,23.782,22.948500000000003
2024-07-22,46.166,52.761,23.613999999999997,23.0215
2024-07-23,41.88,52.4345,23.338,23.103
2024-07-24,39.186,51.68150000000001,22.82,23.055
