Date,rate_F,rate_VOO_5D,rate_VOO_20D
2022-05-06,-31.53,-30.113999999999997,-28.129999999999995
2022-05-09,-35.48,-30.962,-28.482
2022-05-10,-35.58,-32.102,-28.892500000000002
2022-05-11,-38.05,-34.132,-29.4455
2022-05-12,-39.91,-36.11,-30.1265
2022-05-13,-34.86,-36.775999999999996,-30.547999999999995
2022-05-16,-37.01,-37.082,-31.121499999999997
2022-05-17,-34.7,-36.90599999999999,-31.693
2022-05-18,-38.3,-36.956,-32.421
2022-05-19,-37.97,-36.568,-33.0495
2022-05-20,-39.64,-37.524,-33.626999999999995
2022-05-23,-38.06,-37.733999999999995,-34.14
2022-05-24,-40.03,-38.8,-34.6375
2022-05-25,-38.64,-38.868,-35.099000000000004
2022-05-26,-36.67,-38.608,-35.4075
2022-05-27,-34.21,-37.522000000000006,-35.483999999999995
2022-05-31,-33.97,-36.704,-35.6205
2022-06-01,-33.64,-35.426,-35.808499999999995
2022-06-02,-32.01,-34.1,-36.013999999999996
2022-06-03,-33.9,-33.54600000000001,-36.208
2022-06-06,-34.09,-33.522000000000006,-36.336
2022-06-07,-32.73,-33.274,-36.1985
2022-06-08,-33.75,-33.29600000000001,-36.107
2022-06-09,-34.97,-33.888,-35.953
2022-06-10,-37.56,-34.620000000000005,-35.8355
2022-06-13,-42.14,-36.23,-36.1995
2022-06-14,-40.24,-37.732,-36.361000000000004
2022-06-15,-39.89,-38.96,-36.6205
2022-06-16,-44.88,-40.942,-36.9495
2022-06-17,-44.98,-42.426,-37.3
2022-06-21,-43.85,-42.768,-37.5105
2022-06-22,-43.75,-43.47,-37.795
2022-06-23,-43.36,-44.164,-37.9615
2022-06-24,-41.16,-43.42,-38.0875
2022-06-27,-41.02,-42.628,-38.305
2022-06-28,-42.14,-42.286,-38.701499999999996
2022-06-29,-43.56,-42.248000000000005,-39.181
2022-06-30,-45.47,-42.67,-39.7725
2022-07-01,-43.33,-43.104,-40.338499999999996
2022-07-05,-43.91,-43.682,-40.839
2022-07-06,-44.59,-44.172000000000004,-41.364
2022-07-07,-41.67,-43.794,-41.811
2022-07-08,-41.82,-43.064,-42.2145
2022-07-11,-43.46,-43.09,-42.638999999999996
2022-07-12,-42.11,-42.730000000000004,-42.8665
2022-07-13,-42.36,-42.284,-42.877500000000005
2022-07-14,-42.96,-42.542,-43.0135
2022-07-15,-40.52,-42.282000000000004,-43.045
2022-07-18,-40.12,-41.614,-42.807
2022-07-19,-36.97,-40.586,-42.4065
2022-07-20,-36.27,-39.368,-42.027499999999996
2022-07-21,-34.92,-37.760000000000005,-41.586
2022-07-22,-35.82,-36.82000000000001,-41.208999999999996
2022-07-25,-35.72,-35.940000000000005,-40.937
2022-07-26,-37.22,-35.99,-40.747
2022-07-27,-33.97,-35.53,-40.3385
2022-07-28,-29.92,-34.53,-39.6565
2022-07-29,-26.47,-32.66,-38.7065
2022-08-01,-22.61,-30.038,-37.670500000000004
2022-08-02,-23.28,-27.25,-36.638999999999996
2022-08-03,-21.3,-24.716,-35.4745
2022-08-04,-22.5,-23.232,-34.516
2022-08-05,-22.76,-22.49,-33.563
2022-08-08,-20.97,-22.162,-32.4385
2022-08-09,-22.99,-22.104000000000003,-31.482499999999998
2022-08-10,-21.93,-22.229999999999997,-30.460999999999995
2022-08-11,-20.8,-21.889999999999997,-29.353
2022-08-12,-19.59,-21.256,-28.3065
2022-08-15,-19.11,-20.884,-27.256
2022-08-16,-18.75,-20.035999999999998,-26.345
2022-08-17,-20.08,-19.666,-25.5355
2022-08-18,-19.68,-19.442,-24.7735
2022-08-19,-20.58,-19.64,-24.011499999999998
2022-08-22,-23.25,-20.468,-23.387999999999998
2022-08-23,-22.44,-21.206,-22.648999999999997
2022-08-24,-21.76,-21.542,-22.0385
2022-08-25,-20.38,-21.682,-21.561500000000002
2022-08-26,-22.13,-21.991999999999997,-21.344500000000004
2022-08-29,-21.59,-21.66,-21.2935
2022-08-30,-22.0,-21.572,-21.229499999999998
2022-08-31,-22.7,-21.759999999999998,-21.299500000000002
2022-09-01,-22.28,-22.14,-21.288500000000003
2022-09-02,-22.38,-22.19,-21.2695
2022-09-06,-22.81,-22.434,-21.3615
2022-09-07,-21.13,-22.259999999999998,-21.2685
2022-09-08,-20.94,-21.907999999999998,-21.219
2022-09-09,-21.17,-21.686,-21.2375
2022-09-12,-20.62,-21.334,-21.288999999999998
2022-09-13,-24.52,-21.676,-21.5595
2022-09-14,-24.91,-22.432,-21.8675
2022-09-15,-23.79,-23.002000000000002,-22.053
2022-09-16,-24.62,-23.692,-22.3
2022-09-19,-23.59,-24.286,-22.450499999999998
2022-09-20,-32.78,-25.938,-22.927
2022-09-21,-32.98,-27.552,-23.454
2022-09-22,-34.38,-29.669999999999998,-24.085
2022-09-23,-36.68,-32.082,-24.9
2022-09-26,-38.28,-35.019999999999996,-25.7075
2022-09-27,-38.69,-36.202,-26.5625
2022-09-28,-37.32,-37.07,-27.328500000000002
2022-09-29,-40.92,-38.378,-28.2395
2022-09-30,-42.28,-39.498000000000005,-29.2395
2022-10-03,-39.89,-39.82,-30.115
2022-10-04,-35.36,-39.154,-30.7425
2022-10-05,-34.6,-38.61,-31.416000000000004
2022-10-06,-35.36,-37.498000000000005,-32.137
2022-10-07,-36.18,-36.278,-32.8875
2022-10-10,-40.45,-36.39,-33.879000000000005
2022-10-11,-39.42,-37.202,-34.624
2022-10-12,-39.52,-38.186,-35.354499999999994
2022-10-13,-38.34,-38.782,-36.082
2022-10-14,-38.85,-39.316,-36.7935
2022-10-17,-38.03,-38.832,-37.515499999999996
2022-10-18,-36.99,-38.346000000000004,-37.726
2022-10-19,-36.47,-37.736000000000004,-37.9005
2022-10-20,-38.34,-37.736000000000004,-38.0985
2022-10-21,-36.15,-37.196000000000005,-38.072
2022-10-24,-34.65,-36.52,-37.8905
2022-10-25,-32.82,-35.686,-37.597
2022-10-26,-32.87,-34.965999999999994,-37.3745
2022-10-27,-31.93,-33.684,-36.925
2022-10-28,-30.58,-32.57,-36.34
2022-10-31,-30.0,-31.639999999999997,-35.8455
2022-11-01,-29.12,-30.9,-35.533500000000004
2022-11-02,-30.85,-30.496,-35.346
2022-11-03,-29.83,-30.076,-35.0695
2022-11-04,-28.56,-29.672000000000004,-34.688500000000005
2022-11-07,-27.59,-29.190000000000005,-34.0455
2022-11-08,-27.49,-28.863999999999997,-33.449
2022-11-09,-29.61,-28.615999999999996,-32.953500000000005
2022-11-10,-25.1,-27.669999999999998,-32.2915
2022-11-11,-23.44,-26.645999999999997,-31.520999999999997
2022-11-14,-25.72,-26.272000000000002,-30.9055
2022-11-15,-24.65,-25.703999999999997,-30.2885
2022-11-16,-26.44,-25.07,-29.787
2022-11-17,-26.39,-25.328,-29.1895
2022-11-18,-26.03,-25.846000000000004,-28.6835
2022-11-21,-26.21,-25.944,-28.2615
2022-11-22,-25.63,-26.139999999999997,-27.901999999999997
2022-11-23,-25.82,-26.016000000000002,-27.549500000000002
2022-11-25,-25.58,-25.854000000000003,-27.232
2022-11-28,-27.28,-26.104000000000003,-27.066999999999997
2022-11-29,-27.18,-26.297999999999995,-26.926
2022-11-30,-26.42,-26.456,-26.791000000000004
2022-12-01,-24.9,-26.272000000000002,-26.4935
2022-12-02,-25.99,-26.354000000000003,-26.301499999999997
2022-12-05,-28.37,-26.572000000000003,-26.292
2022-12-06,-28.89,-26.913999999999998,-26.357
2022-12-07,-29.81,-27.591999999999995,-26.473000000000003
2022-12-08,-29.71,-28.554000000000002,-26.478
2022-12-09,-29.4,-29.236,-26.693
2022-12-12,-27.96,-29.154000000000003,-26.919
2022-12-13,-27.38,-28.851999999999997,-27.002
2022-12-14,-27.85,-28.46,-27.162
2022-12-15,-30.22,-28.562,-27.351000000000006
2022-12-16,-35.0,-29.682,-27.781500000000005
2022-12-19,-37.25,-31.54,-28.342499999999994
2022-12-20,-38.42,-33.748000000000005,-28.953000000000003
2022-12-21,-36.78,-35.534000000000006,-29.5105
2022-12-22,-39.27,-37.344,-30.183
2022-12-23,-39.01,-38.146,-30.854499999999994
2022-12-27,-39.86,-38.668,-31.4835
2022-12-28,-41.18,-39.220000000000006,-32.1835
2022-12-29,-38.05,-39.474,-32.765
2022-12-30,-37.57,-39.134,-33.3985
2023-01-03,-36.44,-38.620000000000005,-33.921
2023-01-04,-34.69,-37.586,-34.237
2023-01-05,-33.4,-36.029999999999994,-34.4625
2023-01-06,-31.61,-34.742000000000004,-34.5525
2023-01-09,-31.02,-33.431999999999995,-34.618
2023-01-10,-30.2,-32.184,-34.658
2023-01-11,-28.14,-30.874000000000002,-34.667
2023-01-12,-27.0,-29.594,-34.648
2023-01-13,-30.85,-29.442,-34.797999999999995
2023-01-17,-31.13,-29.464,-34.84349999999999
2023-01-18,-32.54,-29.932000000000006,-34.7205
2023-01-19,-33.78,-31.060000000000002,-34.547000000000004
2023-01-20,-32.59,-32.178,-34.2555
2023-01-23,-30.42,-32.092,-33.9375
2023-01-24,-30.75,-32.016000000000005,-33.5115
2023-01-25,-30.47,-31.601999999999997,-33.084500000000006
2023-01-26,-29.77,-30.8,-32.58
2023-01-27,-27.87,-29.856,-31.914499999999997
2023-01-30,-29.93,-29.758,-31.508499999999998
2023-01-31,-26.56,-28.919999999999998,-30.958
2023-02-01,-24.47,-27.72,-30.359500000000004
2023-02-02,-21.66,-26.098000000000003,-29.708
2023-02-03,-27.45,-26.014,-29.410500000000003
2023-02-06,-27.92,-25.612000000000002,-29.226
2023-02-07,-26.25,-25.55,-28.9875
2023-02-08,-26.41,-25.938,-28.798000000000002
2023-02-09,-26.04,-26.814,-28.692999999999994
2023-02-10,-30.14,-27.351999999999997,-28.85
2023-02-13,-28.19,-27.406,-28.717000000000002
2023-02-14,-28.85,-27.926,-28.603
2023-02-15,-29.06,-28.456,-28.428999999999995
2023-02-16,-29.17,-29.082,-28.198500000000003
2023-02-17,-29.28,-28.910000000000004,-28.032999999999998
2023-02-21,-33.03,-29.878000000000004,-28.1635
2023-02-22,-32.98,-30.703999999999997,-28.275
2023-02-23,-33.74,-31.639999999999997,-28.438499999999998
2023-02-24,-34.78,-32.762,-28.689
2023-02-27,-33.8,-33.666000000000004,-28.985500000000002
2023-02-28,-33.74,-33.80800000000001,-29.176000000000005
2023-03-01,-31.66,-33.544,-29.431
2023-03-02,-30.43,-32.882,-29.728999999999996
2023-03-03,-27.6,-31.446000000000005,-30.026
2023-03-06,-28.13,-30.312,-30.059999999999995
2023-03-07,-28.95,-29.354000000000003,-30.1115
2023-03-08,-28.13,-28.648000000000003,-30.2055
2023-03-09,-31.01,-28.764,-30.4355
2023-03-10,-32.92,-29.827999999999996,-30.779500000000002
2023-03-13,-33.3,-30.862000000000002,-30.9375
2023-03-14,-33.84,-31.839999999999996,-31.22
2023-03-15,-35.05,-33.224000000000004,-31.53
2023-03-16,-34.45,-33.912,-31.799500000000002
2023-03-17,-37.3,-34.788,-32.206
2023-03-20,-37.96,-35.72,-32.64
2023-03-21,-34.98,-35.94799999999999,-32.7375
2023-03-22,-36.31,-36.2,-32.904
2023-03-23,-36.64,-36.638,-33.049
2023-03-24,-36.14,-36.406,-33.117000000000004
2023-03-27,-36.08,-36.029999999999994,-33.231
2023-03-28,-35.64,-36.162,-33.326
2023-03-29,-33.15,-35.53,-33.4005
2023-03-30,-31.83,-34.568,-33.4705
2023-03-31,-30.11,-33.362,-33.596
2023-04-03,-29.02,-31.95,-33.6405
2023-04-04,-28.8,-30.582,-33.632999999999996
2023-04-05,-30.4,-30.032,-33.7465
2023-04-06,-30.95,-29.856,-33.7435
2023-04-10,-28.8,-29.594,-33.5375
2023-04-11,-27.97,-29.383999999999997,-33.271
2023-04-12,-29.08,-29.439999999999998,-33.033
2023-04-13,-30.25,-29.409999999999997,-32.793
2023-04-14,-29.91,-29.201999999999998,-32.566
2023-04-17,-29.03,-29.247999999999998,-32.152499999999996
2023-04-18,-28.75,-29.403999999999996,-31.692
2023-04-19,-31.59,-29.906,-31.5225
2023-04-20,-33.54,-30.564,-31.383999999999997
2023-04-21,-33.87,-31.356,-31.2455
2023-04-24,-31.92,-31.933999999999997,-31.034499999999998
2023-04-25,-34.1,-33.004,-30.935499999999998
2023-04-26,-35.38,-33.762,-30.922499999999996
2023-04-27,-34.99,-34.052,-31.014499999999998
2023-04-28,-33.48,-33.974000000000004,-31.096999999999998
2023-05-01,-31.79,-33.948,-31.181
2023-05-02,-33.23,-33.773999999999994,-31.391499999999997
2023-05-03,-33.29,-33.355999999999995,-31.615999999999996
2023-05-04,-34.57,-33.272,-31.8245
2023-05-05,-32.18,-33.012,-31.886000000000003
2023-05-08,-32.01,-33.056,-32.0465
2023-05-09,-32.91,-32.992000000000004,-32.2935
2023-05-10,-32.74,-32.882000000000005,-32.4765
2023-05-11,-32.85,-32.538,-32.6065
2023-05-12,-33.97,-32.896,-32.8095
2023-05-15,-34.14,-33.321999999999996,-33.065
2023-05-16,-36.34,-34.007999999999996,-33.4445
2023-05-17,-34.93,-34.446000000000005,-33.6115
2023-05-18,-34.14,-34.70399999999999,-33.6415
2023-05-19,-34.09,-34.727999999999994,-33.652499999999996
2023-05-22,-34.2,-34.74,-33.7665
2023-05-23,-33.63,-34.198,-33.743
2023-05-24,-35.89,-34.39,-33.7685
2023-05-25,-35.61,-34.684,-33.7995
2023-05-26,-31.6,-34.186,-33.7055
2023-05-30,-28.78,-33.102,-33.555
2023-05-31,-32.11,-32.798,-33.499
2023-06-01,-30.83,-31.786,-33.376000000000005
2023-06-02,-29.26,-30.516000000000002,-33.1105
2023-06-05,-28.13,-29.822000000000003,-32.908
2023-06-06,-26.2,-29.306,-32.61749999999999
2023-06-07,-22.44,-27.372000000000003,-32.094
2023-06-08,-22.5,-25.706,-31.582
2023-06-09,-21.59,-24.172,-31.019
2023-06-12,-21.36,-22.818,-30.388500000000004
2023-06-13,-19.37,-21.451999999999998,-29.650000000000006
2023-06-14,-18.97,-20.758,-28.7815
2023-06-15,-17.55,-19.768,-27.9125
2023-06-16,-17.72,-18.994,-27.091499999999996
2023-06-20,-18.86,-18.494,-26.330000000000002
2023-06-21,-20.0,-18.619999999999997,-25.619999999999997
2023-06-22,-19.03,-18.631999999999998,-24.89
2023-06-23,-20.0,-19.122,-24.095499999999998
2023-06-26,-19.49,-19.476,-23.2895
2023-06-27,-18.03,-19.31,-22.611
2023-06-28,-16.19,-18.548,-21.981500000000004
2023-06-29,-15.42,-17.826,-21.147
2023-06-30,-14.54,-16.734,-20.332500000000003
2023-07-03,-13.72,-15.580000000000002,-19.5555
2023-07-05,-13.15,-14.604,-18.8065
2023-07-06,-15.08,-14.382,-18.2505
2023-07-07,-15.08,-14.314000000000002,-17.8825
2023-07-10,-14.61,-14.328,-17.488
2023-07-11,-13.86,-14.356,-17.1015
2023-07-12,-13.91,-14.508,-16.729
2023-07-13,-14.05,-14.302000000000001,-16.463
2023-07-14,-15.03,-14.292000000000002,-16.266
2023-07-17,-19.17,-15.204000000000002,-16.347
2023-07-18,-18.75,-16.182,-16.398500000000002
2023-07-19,-19.12,-17.224,-16.411499999999997
2023-07-20,-19.48,-18.31,-16.3855
2023-07-21,-20.0,-19.304000000000002,-16.434
2023-07-24,-19.84,-19.438,-16.426000000000002
2023-07-25,-21.92,-20.072,-16.5475
2023-07-26,-21.43,-20.534,-16.717499999999998
2023-07-27,-21.1,-20.858,-16.963
2023-07-28,-23.67,-21.592000000000002,-17.375500000000002
2023-07-31,-23.94,-22.412,-17.8455
2023-08-01,-22.31,-22.490000000000002,-18.275000000000002
2023-08-02,-24.4,-23.084,-18.8375
2023-08-03,-24.07,-23.678,-19.287
2023-08-04,-25.22,-23.988,-19.794000000000004
2023-08-07,-24.95,-24.189999999999998,-20.311
2023-08-08,-25.21,-24.77,-20.8785
2023-08-09,-25.85,-25.060000000000002,-21.475500000000004
2023-08-10,-28.28,-25.901999999999997,-22.187
2023-08-11,-28.37,-26.532,-22.854
2023-08-14,-28.11,-27.164000000000005,-23.301
2023-08-15,-28.99,-27.919999999999998,-23.813
2023-08-16,-29.68,-28.686,-24.341
2023-08-17,-29.6,-28.95,-24.847
2023-08-18,-29.07,-29.089999999999996,-25.3005
2023-08-21,-29.03,-29.274,-25.759999999999998
2023-08-22,-29.43,-29.362000000000002,-26.1355
2023-08-23,-29.07,-29.24,-26.517500000000002
2023-08-24,-29.91,-29.302000000000003,-26.958
2023-08-25,-29.27,-29.342000000000002,-27.238
2023-08-28,-29.31,-29.398000000000003,-27.5065
2023-08-29,-28.72,-29.256,-27.827000000000005
2023-08-30,-28.8,-29.201999999999998,-28.047000000000004
2023-08-31,-28.4,-28.9,-28.2635
2023-09-01,-27.81,-28.607999999999997,-28.393
2023-09-05,-28.0,-28.345999999999997,-28.545500000000004
2023-09-06,-28.1,-28.222,-28.689999999999998
2023-09-07,-28.7,-28.201999999999998,-28.8325
2023-09-08,-26.76,-27.874000000000002,-28.7565
2023-09-11,-27.21,-27.754,-28.698500000000003
2023-09-12,-25.88,-27.330000000000002,-28.587
2023-09-13,-24.77,-26.663999999999998,-28.375999999999998
2023-09-14,-24.88,-25.9,-28.136000000000003
2023-09-15,-24.94,-25.535999999999998,-27.903000000000002
2023-09-18,-26.52,-25.398000000000003,-27.7755
2023-09-19,-25.22,-25.266000000000002,-27.585
2023-09-20,-26.4,-25.592,-27.433500000000002
2023-09-21,-27.34,-26.083999999999996,-27.346999999999998
2023-09-22,-25.99,-26.294,-27.151
2023-09-25,-25.1,-26.009999999999998,-26.942500000000003
2023-09-26,-25.99,-26.163999999999998,-26.7765
2023-09-27,-26.23,-26.130000000000003,-26.651999999999997
2023-09-28,-25.22,-25.706,-26.473000000000003
2023-09-29,-26.05,-25.718,-26.3555
2023-10-02,-26.19,-25.936,-26.2745
2023-10-03,-27.6,-26.258,-26.2545
2023-10-04,-28.08,-26.628000000000004,-26.253499999999995
2023-10-05,-28.61,-27.306,-26.249000000000002
2023-10-06,-28.02,-27.7,-26.312
2023-10-09,-27.6,-27.982,-26.3315
2023-10-10,-26.83,-27.828000000000003,-26.378999999999998
2023-10-11,-26.53,-27.518,-26.467000000000002
2023-10-12,-28.02,-27.4,-26.624000000000002
2023-10-13,-29.15,-27.625999999999998,-26.834500000000002
2023-10-16,-28.44,-27.794,-26.930500000000002
2023-10-17,-27.78,-27.984,-27.0585
2023-10-18,-29.51,-28.580000000000002,-27.214
2023-10-19,-30.82,-29.139999999999997,-27.387999999999998
2023-10-20,-30.17,-29.344,-27.596999999999998
2023-10-23,-31.12,-29.880000000000003,-27.897999999999996
2023-10-24,-31.66,-30.656,-28.1815
2023-10-25,-30.76,-30.906,-28.408000000000005
2023-10-26,-31.9,-31.122000000000003,-28.742
2023-10-27,-40.22,-33.132,-29.450499999999998
2023-10-30,-41.36,-35.17999999999999,-30.209000000000003
2023-10-31,-41.48,-37.144,-30.903
2023-11-01,-39.75,-38.942,-31.4865
2023-11-02,-38.4,-40.242,-31.976
2023-11-03,-35.93,-39.384,-32.3715
2023-11-06,-37.4,-38.592,-32.8615
2023-11-07,-38.24,-37.944,-33.432
2023-11-08,-38.96,-37.786,-34.0535
2023-11-09,-41.05,-38.316,-34.705
2023-11-10,-40.09,-39.148,-35.251999999999995
2023-11-13,-40.33,-39.734,-35.846500000000006
2023-11-14,-36.84,-39.45399999999999,-36.2995
2023-11-15,-36.41,-38.944,-36.64450000000001
2023-11-16,-38.28,-38.39,-37.0175
2023-11-17,-37.62,-37.896,-37.39
2023-11-20,-37.2,-37.269999999999996,-37.694
2023-11-21,-38.1,-37.522,-38.016
2023-11-22,-37.68,-37.775999999999996,-38.362
2023-11-24,-36.83,-37.486000000000004,-38.6085
2023-11-27,-37.2,-37.402,-38.457499999999996
2023-11-28,-37.02,-37.366,-38.2405
2023-11-29,-35.68,-36.882,-37.9505
2023-11-30,-37.68,-36.882,-37.847
2023-12-01,-35.08,-36.532000000000004,-37.681
2023-12-04,-34.37,-35.965999999999994,-37.602999999999994
2023-12-05,-34.97,-35.556,-37.4815
2023-12-06,-34.43,-35.306,-37.291000000000004
2023-12-07,-33.64,-34.498000000000005,-37.025
2023-12-08,-32.49,-33.980000000000004,-36.597
2023-12-11,-32.13,-33.532000000000004,-36.199
2023-12-12,-31.58,-32.854,-35.7615
2023-12-13,-31.1,-32.188,-35.4745
2023-12-14,-25.99,-30.657999999999998,-34.9535
2023-12-15,-26.35,-29.43,-34.357
2023-12-18,-26.9,-28.383999999999997,-33.821
2023-12-19,-26.35,-27.338,-33.2785
2023-12-20,-27.69,-26.656,-32.757999999999996
2023-12-21,-24.4,-26.338,-32.094
2023-12-22,-24.34,-25.936,-31.4695
2023-12-26,-23.73,-25.302,-30.796
2023-12-27,-24.09,-24.85,-30.1495
2023-12-28,-24.4,-24.192,-29.585500000000003
2023-12-29,-25.31,-24.374000000000002,-28.967000000000002
2024-01-02,-25.03,-24.512,-28.464499999999997
2024-01-03,-27.36,-25.238,-28.114000000000004
2024-01-04,-27.53,-25.926,-27.742
2024-01-05,-26.52,-26.35,-27.3465
2024-01-08,-25.79,-26.445999999999998,-26.953999999999997
2024-01-09,-26.59,-26.758,-26.659000000000002
2024-01-10,-26.65,-26.616000000000003,-26.385
2024-01-11,-27.39,-26.588,-26.1755
2024-01-12,-28.92,-27.068,-26.0665
2024-01-16,-28.92,-27.694,-26.213
2024-01-17,-30.09,-28.394,-26.4
2024-01-18,-31.81,-29.426,-26.6455
2024-01-19,-30.52,-30.052000000000003,-26.854000000000003
2024-01-22,-30.52,-30.371999999999996,-26.9955
2024-01-23,-29.47,-30.482,-27.249000000000002
2024-01-24,-31.57,-30.778,-27.610500000000002
2024-01-25,-29.65,-30.345999999999997,-27.9065
2024-01-26,-29.35,-30.112000000000002,-28.169500000000006
2024-01-29,-28.36,-29.679999999999996,-28.367499999999996
2024-01-30,-26.94,-29.174,-28.449
2024-01-31,-27.31,-28.322000000000003,-28.563
2024-02-01,-24.51,-27.294,-28.420499999999997
2024-02-02,-24.27,-26.278,-28.257500000000004
2024-02-05,-27.61,-26.127999999999997,-28.312
2024-02-06,-24.65,-25.669999999999998,-28.255000000000003
2024-02-07,-20.16,-24.240000000000002,-27.9335
2024-02-08,-19.97,-23.332,-27.5995
2024-02-09,-20.9,-22.657999999999998,-27.275
2024-02-12,-19.05,-20.945999999999998,-26.7815
2024-02-13,-20.91,-20.198,-26.381
2024-02-14,-21.65,-20.496,-25.958999999999996
2024-02-15,-21.9,-20.881999999999998,-25.4635
2024-02-16,-23.26,-21.354000000000003,-25.1005
2024-02-20,-23.57,-22.258,-24.753
2024-02-21,-24.25,-22.926,-24.491999999999997
2024-02-22,-24.38,-23.472,-24.1325
2024-02-23,-24.25,-23.942,-23.8625
2024-02-26,-25.43,-24.375999999999998,-23.6665
2024-02-27,-25.12,-24.686,-23.5045
2024-02-28,-23.26,-24.488,-23.3205
2024-02-29,-22.38,-24.088,-23.073999999999998
2024-03-01,-21.93,-23.624000000000002,-22.945
2024-03-04,-20.16,-22.57,-22.7395
2024-03-05,-21.15,-21.776,-22.4165
2024-03-06,-22.39,-21.602,-22.3035
2024-03-07,-22.2,-21.565999999999995,-22.4055
2024-03-08,-23.62,-21.904,-22.588
2024-03-11,-24.06,-22.684,-22.746
2024-03-12,-24.06,-23.266,-22.996499999999997
2024-03-13,-22.44,-23.276,-23.073
2024-03-14,-24.24,-23.684,-23.202499999999997
2024-03-15,-24.37,-23.834,-23.326
2024-03-18,-23.62,-23.746000000000002,-23.344
2024-03-19,-22.87,-23.508,-23.309
