Date,rate_MMM,rate_MMM_5D,rate_MMM_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-20,-29.3,-28.5,-30.1935,-5.36,-5.018000000000001,-6.487
2023-04-21,-29.47,-28.674,-30.044999999999998,-5.3,-5.037999999999999,-6.2845
2023-04-24,-29.08,-28.903999999999996,-29.881999999999998,-5.18,-5.098000000000001,-6.087
2023-04-25,-29.54,-29.157999999999998,-29.753500000000003,-6.43,-5.42,-5.9595
2023-04-26,-30.52,-29.582,-29.682,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-28.9,-29.502,-29.577999999999996,-5.24,-5.786,-5.71
2023-04-28,-28.3,-29.268,-29.430500000000002,-4.56,-5.638,-5.5715
2023-05-01,-27.94,-29.04,-29.342000000000002,-4.51,-5.504,-5.4944999999999995
2023-05-02,-29.86,-29.104000000000003,-29.3645,-5.49,-5.316,-5.4910000000000005
2023-05-03,-29.96,-28.991999999999997,-29.315000000000005,-6.08,-5.176,-5.4910000000000005
2023-05-04,-30.62,-29.336000000000002,-29.3,-6.71,-5.47,-5.5115
2023-05-05,-29.61,-29.598000000000003,-29.210500000000003,-5.15,-5.588,-5.471500000000001
2023-05-08,-30.29,-30.068,-29.194499999999998,-5.11,-5.708,-5.4345
2023-05-09,-31.33,-30.362000000000002,-29.2905,-5.5,-5.71,-5.4174999999999995
2023-05-10,-31.26,-30.622000000000003,-29.376500000000004,-5.1,-5.514,-5.362
2023-05-11,-31.34,-30.766,-29.526,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-31.68,-31.18,-29.68,-5.35,-5.258,-5.3805000000000005
2023-05-15,-31.53,-31.428000000000004,-29.860000000000003,-5.04,-5.244,-5.3885
2023-05-16,-33.21,-31.804000000000002,-30.107,-5.65,-5.274,-5.430000000000001
2023-05-17,-31.74,-31.9,-30.274,-4.56,-5.166,-5.416500000000001
2023-05-18,-32.11,-32.053999999999995,-30.414499999999997,-3.65,-4.85,-5.331
2023-05-19,-32.52,-32.221999999999994,-30.567,-3.8,-4.54,-5.255999999999999
2023-05-22,-30.71,-32.058,-30.648499999999995,-3.74,-4.28,-5.184
2023-05-23,-31.39,-31.694,-30.740999999999996,-4.8,-4.109999999999999,-5.1025
2023-05-24,-33.91,-32.128,-30.910500000000003,-5.51,-4.3,-5.039
2023-05-25,-33.87,-32.48,-31.159000000000002,-4.7,-4.51,-5.012
2023-05-26,-33.94,-32.763999999999996,-31.440999999999995,-3.48,-4.446,-4.958
2023-05-30,-34.54,-33.529999999999994,-31.771000000000004,-3.45,-4.388,-4.905
2023-05-31,-36.4,-34.532,-32.098,-3.96,-4.220000000000001,-4.8285
2023-06-01,-35.0,-34.75,-32.35,-2.99,-3.716,-4.674
2023-06-02,-29.43,-33.862,-32.290499999999994,-1.6,-3.096,-4.4185
2023-06-05,-32.53,-33.58,-32.436499999999995,-1.79,-2.758,-4.250500000000001
2023-06-06,-32.31,-33.134,-32.5375,-1.59,-2.386,-4.0745
2023-06-07,-30.47,-31.948,-32.4945,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-30.63,-31.074,-32.463,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-31.22,-31.432,-32.457,-1.17,-1.558,-3.5035000000000003
2023-06-12,-30.29,-30.983999999999998,-32.3875,-0.27,-1.254,-3.2495
2023-06-13,-29.28,-30.377999999999997,-32.275,0.38,-0.86,-2.9785
2023-06-14,-29.82,-30.248,-32.1055,0.45,-0.388,-2.6735
2023-06-15,-28.54,-29.830000000000002,-31.9455,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-28.04,-29.194,-31.741999999999997,1.35,0.7260000000000001,-2.1095
2023-06-20,-29.58,-29.052,-31.595,0.89,0.958,-1.875
2023-06-21,-30.14,-29.224,-31.5665,0.35,0.9520000000000002,-1.6705
2023-06-22,-30.86,-29.432,-31.540000000000003,0.71,1.004,-1.395
2023-06-23,-30.66,-29.856,-31.377499999999998,-0.04,0.652,-1.1215
2023-06-26,-30.87,-30.422000000000004,-31.2275,-0.45,0.292,-0.909
2023-06-27,-32.34,-30.974,-31.1475,0.64,0.242,-0.7030000000000001
2023-06-28,-32.13,-31.372000000000003,-31.027000000000005,0.69,0.30999999999999994,-0.496
2023-06-29,-31.67,-31.534000000000002,-30.790499999999998,0.68,0.304,-0.26400000000000007
2023-06-30,-31.09,-31.620000000000005,-30.595,1.85,0.682,-0.022
2023-07-03,-29.75,-31.396000000000004,-30.611,2.0,1.1720000000000002,0.158
2023-07-05,-31.46,-31.22,-30.557500000000005,1.78,1.4,0.3365
2023-07-06,-33.04,-31.401999999999997,-30.594,0.97,1.456,0.46449999999999997
2023-07-07,-32.37,-31.541999999999994,-30.689,0.74,1.468,0.597
2023-07-10,-32.44,-31.812,-30.779499999999995,1.01,1.3,0.7140000000000001
2023-07-11,-29.19,-31.7,-30.678000000000004,1.65,1.23,0.8550000000000001
2023-07-12,-29.43,-31.294,-30.634999999999998,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-28.54,-30.394,-30.598000000000003,3.26,1.8199999999999998,1.1345
2023-07-14,-28.93,-29.706,-30.553499999999996,3.18,2.308,1.2710000000000001
2023-07-17,-29.34,-29.086000000000002,-30.5935,3.53,2.812,1.3615
2023-07-18,-28.44,-28.936,-30.6135,4.31,3.344,1.5095
2023-07-19,-28.11,-28.672000000000004,-30.54,4.53,3.7619999999999996,1.6915
2023-07-20,-27.55,-28.474,-30.410500000000003,3.86,3.882,1.8669999999999998
2023-07-21,-27.52,-28.192,-30.2435,3.87,4.0200000000000005,2.025
2023-07-24,-27.57,-27.838,-30.089,4.3,4.1739999999999995,2.242
2023-07-25,-23.72,-26.894,-29.7315,4.56,4.224,2.4925
2023-07-26,-21.77,-25.625999999999998,-29.202999999999996,4.58,4.234,2.6895
2023-07-27,-22.77,-24.669999999999998,-28.734999999999996,3.99,4.26,2.8545000000000003
2023-07-28,-22.3,-23.625999999999998,-28.2665,4.84,4.454,3.0625
2023-07-31,-22.56,-22.624000000000002,-27.839999999999996,5.01,4.595999999999999,3.2205
2023-08-01,-22.75,-22.43,-27.49,4.66,4.616,3.3534999999999995
2023-08-02,-23.87,-22.85,-27.110499999999995,3.53,4.406000000000001,3.441
2023-08-03,-25.03,-23.302,-26.709999999999997,3.31,4.27,3.558
2023-08-04,-26.17,-24.076,-26.4,2.92,3.886,3.6670000000000003
2023-08-07,-26.36,-24.836000000000002,-26.095999999999997,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-26.94,-25.674,-25.9835,3.32,3.342,3.8815
2023-08-09,-27.15,-26.330000000000002,-25.8695,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-27.05,-26.733999999999998,-25.794999999999998,2.89,3.1220000000000003,3.8835
2023-08-11,-26.71,-26.842000000000002,-25.684000000000005,2.83,3.104,3.8659999999999997
2023-08-14,-27.3,-27.03,-25.582,3.23,3.024,3.851
2023-08-15,-28.4,-27.321999999999996,-25.58,2.44,2.848,3.7574999999999994
2023-08-16,-28.56,-27.604000000000003,-25.602500000000003,1.94,2.666,3.6279999999999992
2023-08-17,-28.08,-27.809999999999995,-25.629,1.39,2.366,3.5044999999999993
2023-08-18,-28.94,-28.256,-25.7,1.45,2.09,3.3835
2023-08-21,-29.33,-28.662,-25.788,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-29.66,-28.913999999999998,-26.085,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-29.11,-29.024,-26.451999999999998,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-29.66,-29.340000000000003,-26.796499999999998,1.53,1.8039999999999998,2.8905
2023-08-25,-29.45,-29.441999999999997,-27.154000000000003,1.97,1.908,2.747
2023-08-28,-26.99,-28.974,-27.3755,2.41,2.0100000000000002,2.617
2023-08-29,-26.31,-28.303999999999995,-27.553499999999996,3.38,2.3440000000000003,2.553
2023-08-30,-26.84,-27.85,-27.701999999999998,3.66,2.59,2.5595
2023-08-31,-25.8,-27.077999999999996,-27.740499999999997,3.58,3.0,2.573
2023-09-01,-25.16,-26.22,-27.690000000000005,3.65,3.336,2.6094999999999997
2023-09-05,-25.21,-25.863999999999997,-27.6325,3.35,3.524,2.5955
2023-09-06,-25.49,-25.7,-27.559999999999995,2.76,3.4,2.5675
2023-09-07,-25.75,-25.482,-27.49,2.49,3.166,2.5495
2023-09-08,-25.56,-25.434,-27.4155,2.62,2.974,2.5360000000000005
2023-09-11,-24.46,-25.294,-27.302999999999997,3.26,2.896,2.5575
2023-09-12,-24.96,-25.244,-27.186,2.72,2.77,2.532
2023-09-13,-29.13,-25.972,-27.222499999999997,2.84,2.786,2.5520000000000005
2023-09-14,-28.26,-26.474,-27.2075,3.7,3.028,2.6399999999999997
2023-09-15,-29.12,-27.186,-27.259499999999996,2.45,2.9939999999999998,2.693
2023-09-18,-29.13,-28.119999999999997,-27.269,2.56,2.854,2.7485
2023-09-19,-29.69,-29.065999999999995,-27.287,2.36,2.782,2.7715000000000005
2023-09-20,-30.55,-29.35,-27.3315,1.42,2.498,2.757
2023-09-21,-31.59,-30.016,-27.4555,-0.2,1.718,2.6255
2023-09-22,-31.9,-30.571999999999996,-27.567500000000003,-0.44,1.1400000000000001,2.527
2023-09-25,-33.45,-31.436,-27.767500000000002,-0.03,0.622,2.4270000000000005
2023-09-26,-34.09,-32.316,-28.122499999999995,-1.48,-0.146,2.2325
2023-09-27,-34.38,-33.082,-28.526,-1.46,-0.722,1.9904999999999997
2023-09-28,-34.52,-33.668,-28.910000000000004,-1.26,-0.9339999999999999,1.7445
2023-09-29,-34.27,-34.14200000000001,-29.333500000000004,-1.49,-1.1440000000000001,1.491
2023-10-02,-35.93,-34.638,-29.871999999999996,-1.47,-1.432,1.2349999999999999
2023-10-03,-36.92,-35.204,-30.457500000000003,-2.77,-1.69,0.929
2023-10-04,-37.45,-35.818,-31.055500000000002,-2.07,-1.812,0.6875
2023-10-05,-37.59,-36.432,-31.6475,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-37.19,-37.016,-32.229,-1.01,-1.8939999999999997,0.274
2023-10-09,-36.74,-37.178000000000004,-32.843,-0.36,-1.672,0.09300000000000001
2023-10-10,-35.63,-36.92,-33.37650000000001,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-35.8,-36.59,-33.71,0.56,-0.564,-0.14999999999999997
2023-10-12,-36.76,-36.424,-34.135000000000005,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-37.0,-36.386,-34.529,-0.55,-0.048,-0.48650000000000004
2023-10-16,-36.12,-36.262,-34.8785,0.47,0.118,-0.591
2023-10-17,-35.69,-36.274,-35.1785,0.48,0.186,-0.6849999999999999
2023-10-18,-37.2,-36.553999999999995,-35.511,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-38.15,-36.832,-35.839,-1.68,-0.426,-0.8724999999999999
2023-10-20,-38.51,-37.134,-36.1695,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-39.18,-37.745999999999995,-36.456,-3.06,-1.6,-1.1465
2023-10-24,-35.98,-37.803999999999995,-36.55050000000001,-2.34,-2.164,-1.1895
2023-10-25,-36.5,-37.664,-36.65650000000001,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-37.02,-37.438,-36.7815,-4.87,-3.372,-1.482
2023-10-27,-37.82,-37.3,-36.958999999999996,-5.28,-3.85,-1.6715
2023-10-30,-36.4,-36.744,-36.9825,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-35.39,-36.626,-36.906,-3.59,-4.319999999999999,-1.847
2023-11-01,-35.0,-36.326,-36.783500000000004,-2.49,-4.078,-1.8679999999999999
2023-11-02,-33.78,-35.678,-36.593,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-32.71,-34.656,-36.369,0.19,-2.15,-1.7355
2023-11-06,-32.94,-33.964,-36.179,0.38,-1.242,-1.6985000000000003
2023-11-07,-33.2,-33.526,-36.0575,0.65,-0.394,-1.673
2023-11-08,-33.79,-33.284,-35.957,0.73,0.25,-1.6644999999999999
2023-11-09,-34.22,-33.372,-35.83,-0.01,0.388,-1.6635000000000002
2023-11-10,-33.44,-33.518,-35.652,1.52,0.654,-1.56
2023-11-13,-33.53,-33.636,-35.5225,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-31.91,-33.378,-35.3335,3.34,1.4,-1.3695
2023-11-15,-30.59,-32.738,-35.003,3.57,1.968,-1.1485
2023-11-16,-31.38,-32.17,-34.664500000000004,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-31.64,-31.810000000000002,-34.321000000000005,3.86,3.18,-0.5415000000000001
2023-11-20,-31.9,-31.483999999999998,-33.957,4.63,3.822,-0.15700000000000008
2023-11-21,-32.6,-31.622000000000003,-33.788,4.36,4.026,0.17799999999999994
2023-11-22,-31.62,-31.827999999999996,-33.544,4.81,4.273999999999999,0.6034999999999999
2023-11-24,-31.21,-31.794,-33.253499999999995,4.87,4.505999999999999,1.0905
2023-11-27,-30.41,-31.548000000000002,-32.883,4.69,4.672,1.589
2023-11-28,-29.38,-31.044,-32.532,4.79,4.704,2.0364999999999998
2023-11-29,-29.41,-30.406,-32.233,4.72,4.776000000000001,2.452
2023-11-30,-28.98,-29.877999999999997,-31.932,5.12,4.837999999999999,2.8325
2023-12-01,-27.9,-29.216,-31.637999999999998,5.62,4.988,3.1485
2023-12-04,-25.38,-28.21,-31.271499999999996,5.11,5.072,3.3945
2023-12-05,-26.63,-27.659999999999997,-30.956,5.08,5.130000000000001,3.6295
2023-12-06,-25.85,-26.948,-30.5885,4.72,5.13,3.8329999999999997
2023-12-07,-25.5,-26.252,-30.174,5.4,5.186,4.0665
2023-12-08,-25.43,-25.758,-29.734499999999997,5.77,5.215999999999999,4.3555
2023-12-11,-25.58,-25.798000000000002,-29.341500000000003,6.12,5.418,4.585500000000001
2023-12-12,-25.95,-25.662,-28.962499999999995,6.6,5.7219999999999995,4.8445
2023-12-13,-24.96,-25.484,-28.615,7.92,6.362,5.0735
2023-12-14,-23.22,-25.028,-28.246500000000005,8.21,6.9239999999999995,5.3055
2023-12-15,-23.26,-24.594,-27.8405,8.06,7.382000000000001,5.523
2023-12-18,-23.93,-24.264,-27.454999999999995,8.62,7.882,5.761
2023-12-19,-23.68,-23.810000000000002,-27.044,9.16,8.394,5.9875
2023-12-20,-25.39,-23.896,-26.6835,7.51,8.312,6.1450000000000005
2023-12-21,-24.14,-24.080000000000002,-26.309500000000003,8.36,8.341999999999999,6.3225
2023-12-22,-23.63,-24.154,-25.930500000000002,8.57,8.443999999999999,6.5075
2023-12-26,-22.45,-23.858,-25.5325,8.94,8.508,6.720000000000001
2023-12-27,-22.03,-23.528,-25.165,9.1,8.495999999999999,6.9355
2023-12-28,-21.4,-22.729999999999997,-24.764499999999998,9.11,8.815999999999999,7.154999999999999
2023-12-29,-21.65,-22.232,-24.398000000000003,8.87,8.918000000000001,7.342499999999999
2024-01-02,-20.81,-21.668,-24.0435,8.16,8.836,7.469499999999999
2024-01-03,-22.32,-21.642,-23.8905,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-22.09,-21.654,-23.6635,7.23,8.18,7.698
2024-01-05,-21.86,-21.746000000000002,-23.464,7.36,7.830000000000001,7.83
2024-01-08,-21.7,-21.756,-23.273999999999997,8.85,7.8260000000000005,8.0025
2024-01-09,-21.57,-21.907999999999998,-23.081,8.62,7.918000000000001,8.145
2024-01-10,-22.01,-21.846,-22.902499999999996,9.22,8.256,8.3
2024-01-11,-21.67,-21.762,-22.688499999999998,9.19,8.648,8.429499999999999
2024-01-12,-22.11,-21.812,-22.546,9.23,9.022,8.495000000000001
2024-01-16,-22.38,-21.948,-22.503999999999998,8.92,9.036,8.5305
2024-01-17,-23.24,-22.282,-22.503,8.42,8.996,8.5485
2024-01-18,-23.04,-22.488,-22.458499999999997,9.22,8.995999999999999,8.578500000000002
2024-01-19,-22.31,-22.615999999999996,-22.389999999999997,10.34,9.226,8.6375
2024-01-22,-22.17,-22.627999999999997,-22.229,10.55,9.49,8.7895
2024-01-23,-29.76,-24.104,-22.509999999999998,10.83,9.872,8.913
2024-01-24,-31.58,-25.772000000000002,-22.907500000000002,10.91,10.370000000000001,9.03
2024-01-25,-29.83,-27.130000000000003,-23.276500000000002,11.43,10.812000000000001,9.1545
2024-01-26,-29.83,-28.633999999999997,-23.6665,11.37,11.017999999999999,9.267999999999999
2024-01-29,-29.58,-30.116000000000003,-24.075499999999998,12.06,11.32,9.4155
2024-01-30,-30.01,-30.165999999999997,-24.4935,11.99,11.552,9.5715
2024-01-31,-30.96,-30.042,-25.000999999999998,10.45,11.459999999999999,9.686
2024-02-01,-29.36,-29.948,-25.353,11.46,11.466,9.8825
2024-02-02,-30.06,-29.994,-25.7515,12.41,11.674000000000001,10.141499999999999
2024-02-05,-31.49,-30.375999999999998,-26.232999999999997,12.07,11.676,10.377
2024-02-06,-30.77,-30.528,-26.686500000000002,12.35,11.748,10.552000000000001
2024-02-07,-30.71,-30.477999999999998,-27.1435,13.07,12.272,10.7745
2024-02-08,-31.16,-30.838,-27.601,13.13,12.606,10.97
2024-02-09,-31.37,-31.1,-28.086000000000002,13.64,12.852,11.1925
2024-02-12,-30.16,-30.833999999999996,-28.4885,13.6,13.157999999999998,11.411
2024-02-13,-31.58,-30.996,-28.948500000000003,12.17,13.122,11.5735
2024-02-14,-31.75,-31.204,-29.374000000000002,13.12,13.132,11.808499999999999
2024-02-15,-31.78,-31.328000000000003,-29.811,13.8,13.266,12.0375
2024-02-16,-32.59,-31.572000000000003,-30.325,13.28,13.193999999999999,12.1845
2024-02-20,-32.18,-31.976,-30.825499999999998,12.73,13.02,12.2935
2024-02-21,-32.26,-32.112,-30.950499999999998,12.83,13.151999999999997,12.3935
2024-02-22,-31.89,-32.14,-30.965999999999998,14.94,13.516,12.595
2024-02-23,-31.63,-32.11,-31.056,14.99,13.754000000000001,12.773
2024-02-26,-32.18,-32.028,-31.1735,14.61,14.02,12.934999999999999
2024-02-27,-31.83,-31.958,-31.285999999999994,14.81,14.435999999999998,13.0725
2024-02-28,-32.44,-31.994,-31.4075,14.65,14.8,13.2055
2024-02-29,-31.96,-32.007999999999996,-31.457500000000003,15.05,14.822,13.435500000000001
2024-03-01,-31.59,-32.0,-31.569,15.81,14.986,13.653
2024-03-04,-31.89,-31.942,-31.660499999999995,15.68,15.2,13.8165
2024-03-05,-30.98,-31.772000000000002,-31.634999999999998,14.57,15.152000000000001,13.941500000000001
2024-03-06,-31.1,-31.504,-31.6515,15.15,15.252,14.0815
2024-03-07,-31.03,-31.318,-31.667499999999997,16.24,15.49,14.24
2024-03-08,-30.1,-31.020000000000003,-31.6145,15.57,15.442000000000002,14.362
2024-03-11,-29.99,-30.640000000000004,-31.545499999999997,15.48,15.402000000000001,14.454000000000002
2024-03-12,-26.55,-29.754,-31.365,16.5,15.788,14.599
2024-03-13,-22.61,-28.056,-30.916499999999996,16.35,16.028,14.807999999999998
2024-03-14,-23.31,-26.512,-30.4945,16.14,16.008000000000003,14.958999999999998
2024-03-15,-21.93,-24.878,-30.002,15.48,15.989999999999998,15.043000000000001
2024-03-18,-22.07,-23.294,-29.476,16.07,16.108,15.1825
2024-03-19,-21.69,-22.321999999999996,-28.9515,16.58,16.124000000000002,15.375
2024-03-20,-19.63,-21.726000000000003,-28.32,17.38,16.33,15.602500000000001
2024-03-21,-19.81,-21.026,-27.716,17.69,16.639999999999997,15.74
2024-03-22,-20.61,-20.762,-27.165000000000003,17.27,16.998,15.854
2024-03-25,-22.04,-20.756,-26.657999999999998,17.03,17.19,15.975
2024-03-26,-23.44,-21.106,-26.2385,16.78,17.23,16.073500000000003
2024-03-27,-22.2,-21.619999999999997,-25.726499999999998,17.57,17.268,16.2195
2024-03-28,-21.27,-21.912,-25.192,17.56,17.242,16.345
2024-04-01,-16.96,-21.182,-24.4605,17.14,17.216,16.411499999999997
2024-04-02,-17.92,-20.358,-23.762,16.47,17.104,16.451
2024-04-03,-17.63,-19.196,-23.0945,16.56,17.06,16.5505
2024-04-04,-19.78,-18.712,-22.5285,15.31,16.608,16.558500000000002
2024-04-05,-19.39,-18.336000000000002,-21.946499999999997,16.37,16.369999999999997,16.565
2024-04-08,-18.66,-18.676,-21.3745,16.41,16.224,16.607
2024-04-09,-18.16,-18.724,-20.783,16.55,16.240000000000002,16.6605
2024-04-10,-18.15,-18.828,-20.363,15.5,16.028,16.6105
2024-04-11,-17.75,-18.422,-20.119999999999997,16.27,16.22,16.6065
2024-04-12,-19.11,-18.366,-19.91,14.8,15.906,16.5395
2024-04-15,-19.11,-18.456,-19.769,13.46,15.315999999999999,16.438499999999998
2024-04-16,-19.31,-18.686,-19.630999999999997,13.26,14.658000000000001,16.298000000000002
2024-04-17,-19.39,-18.934,-19.516,12.6,14.078,16.098999999999997
2024-04-18,-18.97,-19.178,-19.482999999999997,12.36,13.296000000000001,15.847999999999999
2024-04-19,-18.33,-19.022,-19.409,11.45,12.626,15.535999999999998
2024-04-22,-18.05,-18.81,-19.281,12.38,12.41,15.2915
2024-04-23,-17.78,-18.503999999999998,-19.068,13.77,12.512,15.128499999999999
2024-04-24,-18.49,-18.323999999999998,-18.820500000000003,13.69,12.73,14.974
2024-04-25,-18.93,-18.316,-18.657,13.23,12.904,14.757
2024-04-26,-18.62,-18.374000000000002,-18.524499999999996,14.34,13.482,14.596
2024-04-29,-18.38,-18.44,-18.595499999999998,14.73,13.952000000000002,14.4755
2024-04-30,-14.9,-17.863999999999997,-18.444499999999998,12.94,13.785999999999998,14.298999999999998
2024-05-01,-13.12,-16.79,-18.219,12.36,13.52,14.088999999999999
2024-05-02,-14.41,-15.886,-17.950499999999998,13.38,13.55,13.992499999999998
2024-05-03,-14.14,-14.99,-17.688000000000002,14.75,13.632,13.911499999999998
2024-05-06,-14.58,-14.23,-17.484,15.88,13.862,13.885
2024-05-07,-15.46,-14.341999999999999,-17.348999999999997,16.04,14.482,13.8595
2024-05-08,-14.78,-14.674000000000001,-17.180500000000002,16.05,15.219999999999999,13.887
2024-05-09,-13.96,-14.584,-16.991,16.7,15.884,13.9085
2024-05-10,-12.63,-14.282000000000002,-16.666999999999998,16.85,16.304000000000002,14.011000000000001
2024-05-13,-12.04,-13.774000000000001,-16.3135,16.85,16.497999999999998,14.180499999999999
2024-05-14,-11.66,-13.014,-15.931000000000001,17.4,16.77,14.3875
2024-05-15,-10.66,-12.19,-15.494499999999999,18.81,17.322,14.698000000000002
2024-05-16,-7.56,-10.91,-14.924000000000001,18.58,17.698,15.009
2024-05-17,-7.22,-9.828,-14.368500000000001,18.76,18.08,15.374500000000001
2024-05-20,-7.26,-8.872,-13.829000000000002,18.87,18.484,15.699000000000002
2024-05-21,-9.06,-8.352,-13.393,19.19,18.842000000000002,15.969999999999999
2024-05-22,-10.49,-8.318000000000001,-12.993,18.84,18.848000000000003,16.2275
2024-05-23,-12.21,-9.248000000000001,-12.657,17.97,18.726000000000003,16.4645
2024-05-24,-12.07,-10.218,-12.3295,18.76,18.726,16.685499999999998
2024-05-28,-12.93,-11.352,-12.056999999999999,18.86,18.724,16.892000000000003
2024-05-29,-13.9,-12.32,-12.007,18.03,18.492,17.1465
2024-05-30,-13.35,-12.892,-12.0185,17.25,18.174,17.391
2024-05-31,-11.66,-12.782,-11.881,18.26,18.232,17.635
2024-06-03,-11.79,-12.725999999999999,-11.7635,18.08,18.096,17.8015
2024-06-04,-12.79,-12.697999999999999,-11.674,18.22,17.968,17.9185
2024-06-05,-12.4,-12.398,-11.521,19.6,18.282000000000004,18.0965
2024-06-06,-13.13,-12.354,-11.438500000000001,19.58,18.747999999999998,18.273
2024-06-07,-10.84,-12.190000000000001,-11.2825,19.43,18.982,18.4095
2024-06-10,-11.01,-12.034,-11.2015,19.81,19.328,18.557499999999997
2024-06-11,-10.43,-11.562000000000001,-11.120999999999999,20.08,19.7,18.719
2024-06-12,-10.53,-11.187999999999999,-11.064499999999999,21.06,19.991999999999997,18.901999999999997
2024-06-13,-10.24,-10.61,-11.0435,21.28,20.332,19.0255
2024-06-14,-10.8,-10.602,-11.205499999999999,21.38,20.722,19.1655
2024-06-17,-11.12,-10.623999999999999,-11.4005,22.32,21.224,19.3435
2024-06-18,-10.91,-10.72,-11.583,22.64,21.736,19.532
2024-06-20,-10.13,-10.64,-11.6365,22.31,21.985999999999997,19.688
2024-06-21,-9.49,-10.49,-11.5865,22.04,22.137999999999998,19.848000000000003
2024-06-24,-8.96,-10.122,-11.424000000000001,21.72,22.206,20.0355
2024-06-25,-9.79,-9.856,-11.309999999999999,22.14,22.17,20.2045
2024-06-26,-10.32,-9.738,-11.1795,22.26,22.094,20.3745
2024-06-27,-8.8,-9.472000000000001,-10.9245,22.42,22.116000000000003,20.594
2024-06-28,-9.67,-9.508000000000001,-10.7405,21.66,22.04,20.814500000000002
2024-07-01,-10.88,-9.892,-10.7015,21.54,22.003999999999998,20.9785
2024-07-02,-9.99,-9.932,-10.6115,22.15,22.006,21.182
2024-07-03,-9.99,-9.866000000000001,-10.4715,22.58,22.07,21.4
2024-07-05,-10.26,-10.158,-10.3645,23.16,22.218,21.578
2024-07-08,-10.45,-10.314000000000002,-10.230500000000001,23.25,22.535999999999998,21.7615
2024-07-09,-11.69,-10.476,-10.273,23.35,22.898000000000003,21.9575
2024-07-10,-9.95,-10.468,-10.22,24.29,23.326,22.1815
2024-07-11,-8.57,-10.184,-10.126999999999999,23.45,23.5,22.35
2024-07-12,-7.86,-9.703999999999999,-9.993500000000001,24.05,23.678,22.4995
