Date,rate_SPY,rate_SPY_5D,rate_SPY_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-24,-5.44,-5.351999999999999,-6.341500000000001,-5.18,-5.098000000000001,-6.087
2023-04-25,-6.69,-5.674,-6.216,-6.43,-5.42,-5.9595
2023-04-26,-7.02,-6.058,-6.0969999999999995,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-5.48,-6.032,-5.9655000000000005,-5.24,-5.786,-5.71
2023-04-28,-4.81,-5.888,-5.827,-4.56,-5.638,-5.5715
2023-05-01,-4.78,-5.756,-5.751,-4.51,-5.504,-5.4944999999999995
2023-05-02,-5.75,-5.568,-5.7475000000000005,-5.49,-5.316,-5.4910000000000005
2023-05-03,-6.33,-5.430000000000001,-5.7475000000000005,-6.08,-5.176,-5.4910000000000005
2023-05-04,-6.93,-5.720000000000001,-5.7655,-6.71,-5.47,-5.5115
2023-05-05,-5.38,-5.834,-5.723999999999999,-5.15,-5.588,-5.471500000000001
2023-05-08,-5.35,-5.948,-5.6855,-5.11,-5.708,-5.4345
2023-05-09,-5.75,-5.948,-5.6685,-5.5,-5.71,-5.4174999999999995
2023-05-10,-5.33,-5.747999999999999,-5.6115,-5.1,-5.514,-5.362
2023-05-11,-5.49,-5.459999999999999,-5.6235,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-5.61,-5.506,-5.63,-5.35,-5.258,-5.3805000000000005
2023-05-15,-5.3,-5.4959999999999996,-5.638,-5.04,-5.244,-5.3885
2023-05-16,-5.91,-5.5280000000000005,-5.6795,-5.65,-5.274,-5.430000000000001
2023-05-17,-4.8,-5.422,-5.6645,-4.56,-5.166,-5.416500000000001
2023-05-18,-3.91,-5.106,-5.5795,-3.65,-4.85,-5.331
2023-05-19,-4.04,-4.792,-5.505000000000001,-3.8,-4.54,-5.255999999999999
2023-05-22,-4.0,-4.532000000000001,-5.433,-3.74,-4.28,-5.184
2023-05-23,-5.07,-4.364,-5.351999999999999,-4.8,-4.109999999999999,-5.1025
2023-05-24,-5.75,-4.554,-5.2885,-5.51,-4.3,-5.039
2023-05-25,-4.94,-4.76,-5.2615,-4.7,-4.51,-5.012
2023-05-26,-3.73,-4.6979999999999995,-5.2075,-3.48,-4.446,-4.958
2023-05-30,-3.69,-4.636000000000001,-5.153,-3.45,-4.388,-4.905
2023-05-31,-4.22,-4.465999999999999,-5.0765,-3.96,-4.220000000000001,-4.8285
2023-06-01,-3.25,-3.9659999999999997,-4.922499999999999,-2.99,-3.716,-4.674
2023-06-02,-1.88,-3.354,-4.67,-1.6,-3.096,-4.4185
2023-06-05,-2.07,-3.022,-4.5045,-1.79,-2.758,-4.250500000000001
2023-06-06,-1.86,-2.6559999999999997,-4.33,-1.59,-2.386,-4.0745
2023-06-07,-2.19,-2.25,-4.151999999999999,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-1.61,-1.922,-3.966,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-1.44,-1.834,-3.7635000000000005,-1.17,-1.558,-3.5035000000000003
2023-06-12,-0.56,-1.532,-3.5110000000000006,-0.27,-1.254,-3.2495
2023-06-13,0.08,-1.1440000000000001,-3.2419999999999995,0.38,-0.86,-2.9785
2023-06-14,0.2,-0.666,-2.9364999999999997,0.45,-0.388,-2.6735
2023-06-15,1.41,-0.06200000000000001,-2.6260000000000003,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,0.71,0.368,-2.395,1.35,0.7260000000000001,-2.1095
2023-06-20,0.2,0.52,-2.183,0.89,0.958,-1.875
2023-06-21,-0.31,0.442,-1.9985,0.35,0.9520000000000002,-1.6705
2023-06-22,0.05,0.4119999999999999,-1.7425000000000002,0.71,1.004,-1.395
2023-06-23,-0.69,-0.007999999999999985,-1.4895,-0.04,0.652,-1.1215
2023-06-26,-1.09,-0.368,-1.2970000000000002,-0.45,0.292,-0.909
2023-06-27,-0.03,-0.41400000000000003,-1.112,0.64,0.242,-0.7030000000000001
2023-06-28,0.02,-0.34800000000000003,-0.9264999999999999,0.69,0.30999999999999994,-0.496
2023-06-29,0.4,-0.278,-0.6955,0.68,0.304,-0.26400000000000007
2023-06-30,1.56,0.17199999999999996,-0.45499999999999996,1.85,0.682,-0.022
2023-07-03,1.64,0.718,-0.279,2.0,1.1720000000000002,0.158
2023-07-05,1.5,1.024,-0.10050000000000003,1.78,1.4,0.3365
2023-07-06,0.73,1.166,0.02899999999999998,0.97,1.456,0.46449999999999997
2023-07-07,0.48,1.182,0.16249999999999998,0.74,1.468,0.597
2023-07-10,0.73,1.0159999999999998,0.27949999999999997,1.01,1.3,0.7140000000000001
2023-07-11,1.36,0.96,0.41950000000000004,1.65,1.23,0.8550000000000001
2023-07-12,2.16,1.092,0.5555,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,2.95,1.536,0.6990000000000001,3.26,1.8199999999999998,1.1345
2023-07-14,2.89,2.018,0.8334999999999999,3.18,2.308,1.2710000000000001
2023-07-17,3.24,2.52,0.925,3.53,2.812,1.3615
2023-07-18,4.0,3.048,1.0895,4.31,3.344,1.5095
2023-07-19,4.22,3.46,1.2905,4.53,3.7619999999999996,1.6915
2023-07-20,3.54,3.5780000000000003,1.483,3.86,3.882,1.8669999999999998
2023-07-21,3.54,3.7079999999999997,1.6575,3.87,4.0200000000000005,2.025
2023-07-24,4.0,3.8600000000000003,1.892,4.3,4.1739999999999995,2.242
2023-07-25,4.24,3.908,2.1585,4.56,4.224,2.4925
2023-07-26,4.25,3.914,2.3725,4.58,4.234,2.6895
2023-07-27,3.67,3.9400000000000004,2.555,3.99,4.26,2.8545000000000003
2023-07-28,4.52,4.136,2.761,4.84,4.454,3.0625
2023-07-31,4.69,4.273999999999999,2.9175,5.01,4.595999999999999,3.2205
2023-08-01,4.36,4.298,3.0535,4.66,4.616,3.3534999999999995
2023-08-02,3.25,4.098000000000001,3.141,3.53,4.406000000000001,3.441
2023-08-03,3.02,3.968,3.2555,3.31,4.27,3.558
2023-08-04,2.66,3.596,3.3644999999999996,2.92,3.886,3.6670000000000003
2023-08-07,3.35,3.3280000000000003,3.4955,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,3.04,3.064,3.5794999999999995,3.32,3.342,3.8815
2023-08-09,2.56,2.926,3.5995,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,2.59,2.84,3.5814999999999997,2.89,3.1220000000000003,3.8835
2023-08-11,2.55,2.818,3.5645,2.83,3.104,3.8659999999999997
2023-08-14,2.94,2.7359999999999998,3.5494999999999997,3.23,3.024,3.851
2023-08-15,2.14,2.556,3.4564999999999997,2.44,2.848,3.7574999999999994
2023-08-16,1.65,2.374,3.3280000000000003,1.94,2.666,3.6279999999999992
2023-08-17,1.14,2.084,3.2079999999999997,1.39,2.366,3.5044999999999993
2023-08-18,1.17,1.8079999999999998,3.0895,1.45,2.09,3.3835
2023-08-21,1.6,1.54,2.9695,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,1.42,1.3960000000000001,2.8285,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,2.16,1.498,2.724,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,1.23,1.516,2.602,1.53,1.8039999999999998,2.8905
2023-08-25,1.7,1.6220000000000003,2.4610000000000003,1.97,1.908,2.747
2023-08-28,2.12,1.7259999999999998,2.3325,2.41,2.0100000000000002,2.617
2023-08-29,3.09,2.06,2.2689999999999997,3.38,2.3440000000000003,2.553
2023-08-30,3.37,2.302,2.275,3.66,2.59,2.5595
2023-08-31,3.27,2.71,2.2875,3.58,3.0,2.573
2023-09-01,3.33,3.036,2.321,3.65,3.336,2.6094999999999997
2023-09-05,3.04,3.2199999999999998,2.3055,3.35,3.524,2.5955
2023-09-06,2.48,3.098,2.2775,2.76,3.4,2.5675
2023-09-07,2.19,2.862,2.2589999999999995,2.49,3.166,2.5495
2023-09-08,2.34,2.676,2.2465,2.62,2.974,2.5360000000000005
2023-09-11,2.98,2.6060000000000003,2.268,3.26,2.896,2.5575
2023-09-12,2.43,2.484,2.2424999999999997,2.72,2.77,2.532
2023-09-13,2.54,2.496,2.2625,2.84,2.786,2.5520000000000005
2023-09-14,3.4,2.738,2.35,3.7,3.028,2.6399999999999997
2023-09-15,1.85,2.6399999999999997,2.3855,2.45,2.9939999999999998,2.693
2023-09-18,1.9,2.424,2.4219999999999997,2.56,2.854,2.7485
2023-09-19,1.7,2.2779999999999996,2.427,2.36,2.782,2.7715000000000005
2023-09-20,0.78,1.9260000000000002,2.395,1.42,2.498,2.757
2023-09-21,-0.84,1.0779999999999998,2.245,-0.2,1.718,2.6255
2023-09-22,-1.06,0.496,2.1305,-0.44,1.1400000000000001,2.527
2023-09-25,-0.66,-0.015999999999999993,2.0125,-0.03,0.622,2.4270000000000005
2023-09-26,-2.1,-0.776,1.8015,-1.48,-0.146,2.2325
2023-09-27,-2.06,-1.344,1.5439999999999998,-1.46,-0.722,1.9904999999999997
2023-09-28,-1.5,-1.4760000000000002,1.3005,-1.26,-0.9339999999999999,1.7445
2023-09-29,-1.73,-1.61,1.0505,-1.49,-1.1440000000000001,1.491
2023-10-02,-1.74,-1.826,0.7969999999999999,-1.47,-1.432,1.2349999999999999
2023-10-03,-3.03,-2.0119999999999996,0.49349999999999994,-2.77,-1.69,0.929
2023-10-04,-2.34,-2.068,0.25249999999999995,-2.07,-1.812,0.6875
2023-10-05,-2.37,-2.242,0.024499999999999945,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-1.24,-2.144,-0.15450000000000003,-1.01,-1.8939999999999997,0.274
2023-10-09,-0.62,-1.92,-0.3345,-0.36,-1.672,0.09300000000000001
2023-10-10,-0.11,-1.3359999999999999,-0.4615,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,0.29,-0.8099999999999999,-0.5740000000000001,0.56,-0.564,-0.14999999999999997
2023-10-12,-0.31,-0.398,-0.7595000000000001,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-0.79,-0.308,-0.8915000000000001,-0.55,-0.048,-0.48650000000000004
2023-10-16,0.23,-0.138,-0.975,0.47,0.118,-0.591
2023-10-17,0.22,-0.07200000000000001,-1.049,0.48,0.186,-0.6849999999999999
2023-10-18,-1.09,-0.34800000000000003,-1.1425,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-1.94,-0.674,-1.1975000000000002,-1.68,-0.426,-0.8724999999999999
2023-10-20,-3.12,-1.1400000000000001,-1.3005,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-3.28,-1.842,-1.4315000000000002,-3.06,-1.6,-1.1465
2023-10-24,-2.57,-2.4,-1.455,-2.34,-2.164,-1.1895
2023-10-25,-3.94,-2.9699999999999998,-1.549,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-5.06,-3.594,-1.7269999999999999,-4.87,-3.372,-1.482
2023-10-27,-5.48,-4.066,-1.9144999999999999,-5.28,-3.85,-1.6715
2023-10-30,-4.38,-4.286,-2.0465,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-3.79,-4.529999999999999,-2.0845,-3.59,-4.319999999999999,-1.847
2023-11-01,-2.73,-4.287999999999999,-2.104,-2.49,-4.078,-1.8679999999999999
2023-11-02,-0.94,-3.464,-2.0324999999999998,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-0.07,-2.382,-1.9739999999999998,0.19,-2.15,-1.7355
2023-11-06,0.15,-1.476,-1.9355,0.38,-1.242,-1.6985000000000003
2023-11-07,0.42,-0.634,-1.909,0.65,-0.394,-1.673
2023-11-08,0.49,0.010000000000000009,-1.8990000000000002,0.73,0.25,-1.6644999999999999
2023-11-09,-0.27,0.144,-1.8969999999999998,-0.01,0.388,-1.6635000000000002
2023-11-10,1.25,0.40800000000000003,-1.795,1.52,0.654,-1.56
2023-11-13,1.15,0.608,-1.749,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,3.08,1.1400000000000001,-1.6060000000000003,3.34,1.4,-1.3695
2023-11-15,3.3,1.702,-1.3864999999999998,3.57,1.968,-1.1485
2023-11-16,3.42,2.44,-1.1185,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,3.55,2.9,-0.7849999999999999,3.86,3.18,-0.5415000000000001
2023-11-20,4.33,3.536,-0.40449999999999997,4.63,3.822,-0.15700000000000008
2023-11-21,4.11,3.742,-0.07050000000000001,4.36,4.026,0.17799999999999994
2023-11-22,4.5,3.982,0.3515,4.81,4.273999999999999,0.6034999999999999
2023-11-24,4.57,4.212000000000001,0.833,4.87,4.505999999999999,1.0905
2023-11-27,4.38,4.378,1.326,4.69,4.672,1.589
2023-11-28,4.48,4.4079999999999995,1.7690000000000001,4.79,4.704,2.0364999999999998
2023-11-29,4.41,4.468,2.179,4.72,4.776000000000001,2.452
2023-11-30,4.81,4.529999999999999,2.556,5.12,4.837999999999999,2.8325
2023-12-01,5.32,4.68,2.869,5.62,4.988,3.1485
2023-12-04,4.79,4.7620000000000005,3.112,5.11,5.072,3.3945
2023-12-05,4.77,4.82,3.343,5.08,5.130000000000001,3.6295
2023-12-06,4.42,4.822,3.543,4.72,5.13,3.8329999999999997
2023-12-07,5.08,4.8759999999999994,3.7725,5.4,5.186,4.0665
2023-12-08,5.46,4.904000000000001,4.059,5.77,5.215999999999999,4.3555
2023-12-11,5.8,5.106,4.2865,6.12,5.418,4.585500000000001
2023-12-12,6.24,5.4,4.5409999999999995,6.6,5.7219999999999995,4.8445
2023-12-13,7.57,6.03,4.7655,7.92,6.362,5.0735
2023-12-14,7.89,6.5920000000000005,4.995,8.21,6.9239999999999995,5.3055
2023-12-15,7.33,6.965999999999999,5.1905,8.06,7.382000000000001,5.523
2023-12-18,7.88,7.382000000000001,5.407,8.62,7.882,5.761
2023-12-19,8.42,7.8180000000000005,5.6115,9.16,8.394,5.9875
2023-12-20,7.19,7.742,5.7655,7.51,8.312,6.1450000000000005
2023-12-21,8.02,7.768000000000001,5.9415000000000004,8.36,8.341999999999999,6.3225
2023-12-22,8.19,7.94,6.1225000000000005,8.57,8.443999999999999,6.5075
2023-12-26,8.57,8.078,6.332,8.94,8.508,6.720000000000001
2023-12-27,8.73,8.14,6.544499999999999,9.1,8.495999999999999,6.9355
2023-12-28,8.76,8.454,6.7620000000000005,9.11,8.815999999999999,7.154999999999999
2023-12-29,8.5,8.55,6.9465,8.87,8.918000000000001,7.342499999999999
2024-01-02,7.86,8.484,7.0735,8.16,8.836,7.469499999999999
2024-01-03,7.18,8.206,7.1930000000000005,7.53,8.553999999999998,7.5905000000000005
2024-01-04,6.87,7.8340000000000005,7.298,7.23,8.18,7.698
2024-01-05,7.01,7.484,7.427499999999999,7.36,7.830000000000001,7.83
2024-01-08,8.48,7.4799999999999995,7.597500000000001,8.85,7.8260000000000005,8.0025
2024-01-09,8.34,7.5760000000000005,7.741499999999999,8.62,7.918000000000001,8.145
2024-01-10,8.85,7.909999999999999,7.894000000000001,9.22,8.256,8.3
2024-01-11,8.81,8.297999999999998,8.0225,9.19,8.648,8.429499999999999
2024-01-12,8.87,8.669999999999998,8.0875,9.23,9.022,8.495000000000001
2024-01-16,8.54,8.681999999999999,8.120000000000001,8.92,9.036,8.5305
2024-01-17,8.04,8.622,8.1555,8.42,8.996,8.5485
2024-01-18,8.84,8.620000000000001,8.2035,9.22,8.995999999999999,8.578500000000002
2024-01-19,9.97,8.852,8.281,10.34,9.226,8.6375
2024-01-22,10.16,9.110000000000001,8.4295,10.55,9.49,8.7895
2024-01-23,10.43,9.488000000000001,8.55,10.83,9.872,8.913
2024-01-24,10.53,9.986,8.667,10.91,10.370000000000001,9.03
2024-01-25,11.03,10.424,8.790000000000001,11.43,10.812000000000001,9.1545
2024-01-26,10.91,10.612,8.899000000000001,11.37,11.017999999999999,9.267999999999999
2024-01-29,11.64,10.908,9.043,12.06,11.32,9.4155
2024-01-30,11.57,11.136,9.196499999999999,11.99,11.552,9.5715
2024-01-31,10.05,11.040000000000001,9.306000000000001,10.45,11.459999999999999,9.686
2024-02-01,11.05,11.044,9.499500000000001,11.46,11.466,9.8825
2024-02-02,12.01,11.264,9.756499999999999,12.41,11.674000000000001,10.141499999999999
2024-02-05,11.67,11.27,9.9895,12.07,11.676,10.377
2024-02-06,11.93,11.342,10.161999999999999,12.35,11.748,10.552000000000001
2024-02-07,12.66,11.864,10.378,13.07,12.272,10.7745
2024-02-08,12.7,12.193999999999999,10.5705,13.13,12.606,10.97
2024-02-09,13.2,12.431999999999999,10.79,13.64,12.852,11.1925
2024-02-12,13.17,12.732,11.005,13.6,13.157999999999998,11.411
2024-02-13,11.78,12.702,11.166999999999998,12.17,13.122,11.5735
2024-02-14,12.68,12.706,11.399,13.12,13.132,11.808499999999999
2024-02-15,13.37,12.839999999999998,11.625499999999999,13.8,13.266,12.0375
2024-02-16,12.87,12.774,11.7705,13.28,13.193999999999999,12.1845
2024-02-20,12.32,12.604,11.878499999999999,12.73,13.02,12.2935
2024-02-21,12.41,12.73,11.9775,12.83,13.151999999999997,12.3935
2024-02-22,14.47,13.088,12.174499999999998,14.94,13.516,12.595
2024-02-23,14.54,13.322,12.35,14.99,13.754000000000001,12.773
2024-02-26,14.17,13.581999999999999,12.513,14.61,14.02,12.934999999999999
2024-02-27,14.37,13.992,12.6495,14.81,14.435999999999998,13.0725
2024-02-28,14.23,14.356,12.7825,14.65,14.8,13.2055
2024-02-29,14.61,14.384,13.010499999999999,15.05,14.822,13.435500000000001
2024-03-01,15.35,14.546000000000001,13.2255,15.81,14.986,13.653
2024-03-04,15.23,14.758,13.386500000000002,15.68,15.2,13.8165
2024-03-05,14.13,14.709999999999999,13.5095,14.57,15.152000000000001,13.941500000000001
2024-03-06,14.68,14.8,13.647,15.15,15.252,14.0815
2024-03-07,15.77,15.032,13.8025,16.24,15.49,14.24
2024-03-08,15.11,14.984,13.923000000000002,15.57,15.442000000000002,14.362
2024-03-11,15.01,14.940000000000001,14.013499999999999,15.48,15.402000000000001,14.454000000000002
2024-03-12,16.04,15.322,14.157,16.5,15.788,14.599
2024-03-13,15.89,15.563999999999998,14.3625,16.35,16.028,14.807999999999998
2024-03-14,15.7,15.55,14.513499999999999,16.14,16.008000000000003,14.958999999999998
2024-03-15,14.74,15.475999999999999,14.581999999999999,15.48,15.989999999999998,15.043000000000001
2024-03-18,15.31,15.536000000000001,14.704000000000002,16.07,16.108,15.1825
2024-03-19,15.89,15.506,14.882499999999999,16.58,16.124000000000002,15.375
2024-03-20,16.87,15.702000000000002,15.105500000000001,17.38,16.33,15.602500000000001
2024-03-21,17.22,16.006,15.242999999999999,17.69,16.639999999999997,15.74
2024-03-22,17.02,16.462,15.367,17.27,16.998,15.854
2024-03-25,16.73,16.746000000000002,15.495,17.03,17.19,15.975
2024-03-26,16.55,16.878,15.604,16.78,17.23,16.073500000000003
2024-03-27,17.35,16.974,15.76,17.57,17.268,16.2195
2024-03-28,17.33,16.996,15.896,17.56,17.242,16.345
2024-04-01,16.87,16.966,15.972,17.14,17.216,16.411499999999997
2024-04-02,16.2,16.86,16.0205,16.47,17.104,16.451
2024-04-03,16.32,16.814,16.13,16.56,17.06,16.5505
2024-04-04,15.05,16.354000000000003,16.1485,15.31,16.608,16.558500000000002
2024-04-05,16.12,16.112000000000002,16.166,16.37,16.369999999999997,16.565
2024-04-08,16.18,15.974,16.2195,16.41,16.224,16.607
2024-04-09,16.31,15.996,16.2845,16.55,16.240000000000002,16.6605
2024-04-10,15.21,15.774000000000001,16.243000000000002,15.5,16.028,16.6105
2024-04-11,16.03,15.970000000000002,16.25,16.27,16.22,16.6065
2024-04-12,14.52,15.65,16.191,14.8,15.906,16.5395
2024-04-15,13.17,15.047999999999998,16.1125,13.46,15.315999999999999,16.438499999999998
2024-04-16,12.97,14.38,15.995499999999998,13.26,14.658000000000001,16.298000000000002
2024-04-17,12.33,13.804000000000002,15.8175,12.6,14.078,16.098999999999997
2024-04-18,12.1,13.018,15.578999999999999,12.36,13.296000000000001,15.847999999999999
2024-04-19,11.16,12.346,15.276000000000002,11.45,12.626,15.535999999999998
2024-04-22,12.15,12.142,15.032499999999999,12.38,12.41,15.2915
2024-04-23,13.45,12.238,14.868500000000001,13.77,12.512,15.128499999999999
2024-04-24,13.4,12.452000000000002,14.711000000000002,13.69,12.73,14.974
2024-04-25,12.97,12.626000000000001,14.491999999999999,13.23,12.904,14.757
2024-04-26,14.02,13.197999999999999,14.326500000000001,14.34,13.482,14.596
2024-04-29,14.42,13.651999999999997,14.203999999999999,14.73,13.952000000000002,14.4755
2024-04-30,12.62,13.486,14.025,12.94,13.785999999999998,14.298999999999998
2024-05-01,12.06,13.218,13.812000000000001,12.36,13.52,14.088999999999999
2024-05-02,13.08,13.24,13.7135,13.38,13.55,13.992499999999998
2024-05-03,14.44,13.324000000000002,13.629499999999998,14.75,13.632,13.911499999999998
2024-05-06,15.59,13.557999999999998,13.6,15.88,13.862,13.885
2024-05-07,15.72,14.178,13.5705,16.04,14.482,13.8595
2024-05-08,15.73,14.912,13.5965,16.05,15.219999999999999,13.887
2024-05-09,16.38,15.572,13.614,16.7,15.884,13.9085
2024-05-10,16.53,15.99,13.714499999999997,16.85,16.304000000000002,14.011000000000001
2024-05-13,16.55,16.182,13.883500000000002,16.85,16.497999999999998,14.180499999999999
2024-05-14,17.07,16.452,14.0885,17.4,16.77,14.3875
2024-05-15,18.5,17.006,14.397,18.81,17.322,14.698000000000002
2024-05-16,18.26,17.381999999999998,14.704999999999998,18.58,17.698,15.009
2024-05-17,18.43,17.762,15.0685,18.76,18.08,15.374500000000001
2024-05-20,18.56,18.164,15.389,18.87,18.484,15.699000000000002
2024-05-21,18.85,18.52,15.659,19.19,18.842000000000002,15.969999999999999
2024-05-22,18.51,18.522,15.9145,18.84,18.848000000000003,16.2275
2024-05-23,17.66,18.401999999999997,16.148999999999997,17.97,18.726000000000003,16.4645
2024-05-24,18.43,18.402,16.3695,18.76,18.726,16.685499999999998
2024-05-28,18.51,18.392000000000003,16.574,18.86,18.724,16.892000000000003
2024-05-29,17.69,18.160000000000004,16.8275,18.03,18.492,17.1465
2024-05-30,16.92,17.842000000000002,17.0705,17.25,18.174,17.391
2024-05-31,17.97,17.904000000000003,17.315,18.26,18.232,17.635
2024-06-03,17.76,17.77,17.481,18.08,18.096,17.8015
2024-06-04,17.89,17.646000000000004,17.596,18.22,17.968,17.9185
2024-06-05,19.27,17.962,17.773500000000002,19.6,18.282000000000004,18.0965
2024-06-06,19.26,18.43,17.95,19.58,18.747999999999998,18.273
2024-06-07,19.12,18.66,18.087,19.43,18.982,18.4095
2024-06-10,19.48,19.003999999999998,18.2345,19.81,19.328,18.557499999999997
2024-06-11,19.77,19.38,18.395500000000002,20.08,19.7,18.719
2024-06-12,20.73,19.672,18.5785,21.06,19.991999999999997,18.901999999999997
2024-06-13,20.97,20.014,18.702,21.28,20.332,19.0255
2024-06-14,21.04,20.398000000000003,18.841,21.38,20.722,19.1655
2024-06-17,21.99,20.9,19.019,22.32,21.224,19.3435
2024-06-18,22.29,21.404,19.2055,22.64,21.736,19.532
2024-06-20,21.96,21.65,19.360999999999997,22.31,21.985999999999997,19.688
2024-06-21,21.42,21.740000000000002,19.5065,22.04,22.137999999999998,19.848000000000003
2024-06-24,21.03,21.738,19.675000000000004,21.72,22.206,20.0355
2024-06-25,21.42,21.624000000000002,19.8245,22.14,22.17,20.2045
2024-06-26,21.55,21.476000000000003,19.9765,22.26,22.094,20.3745
2024-06-27,21.71,21.426,20.1775,22.42,22.116000000000003,20.594
2024-06-28,21.31,21.404,20.397,21.66,22.04,20.814500000000002
2024-07-01,21.17,21.432,20.557,21.54,22.003999999999998,20.9785
2024-07-02,21.81,21.509999999999998,20.7595,22.15,22.006,21.182
2024-07-03,22.23,21.646,20.9765,22.58,22.07,21.4
2024-07-05,22.79,21.862000000000002,21.152499999999996,23.16,22.218,21.578
2024-07-08,22.9,22.18,21.3345,23.25,22.535999999999998,21.7615
2024-07-09,22.99,22.544,21.528,23.35,22.898000000000003,21.9575
2024-07-10,23.95,22.972,21.7515,24.29,23.326,22.1815
2024-07-11,23.11,23.148,21.9185,23.45,23.5,22.35
2024-07-12,23.72,23.334,22.068,24.05,23.678,22.4995
