Date,rate_DHI_5D,rate_DHI_20D,rate_VOO_5D,rate_VOO_20D
2023-10-05,18.648000000000003,24.8675,-1.9899999999999998,0.45549999999999996
2023-10-06,17.860000000000003,24.1225,-1.8939999999999997,0.274
2023-10-09,17.844,23.448,-1.672,0.09300000000000001
2023-10-10,18.814,23.013,-1.0899999999999999,-0.03599999999999999
2023-10-11,19.776,22.704,-0.564,-0.14999999999999997
2023-10-12,19.452,21.967,-0.13999999999999999,-0.33649999999999997
2023-10-13,19.308,21.459500000000002,-0.048,-0.48650000000000004
2023-10-16,18.951999999999998,20.955000000000002,0.118,-0.591
2023-10-17,18.444,20.451,0.186,-0.6849999999999999
2023-10-18,17.046,19.8285,-0.09600000000000002,-0.7985
2023-10-19,16.796,19.371000000000002,-0.426,-0.8724999999999999
2023-10-20,16.122,18.866999999999997,-0.8940000000000001,-0.9949999999999999
2023-10-23,15.581999999999999,18.5075,-1.6,-1.1465
2023-10-24,14.87,18.168,-2.164,-1.1895
2023-10-25,14.469999999999999,17.792,-2.7340000000000004,-1.3015
2023-10-26,14.562000000000001,17.3645,-3.372,-1.482
2023-10-27,14.794,17.021,-3.85,-1.6715
2023-10-30,14.798000000000002,16.794,-4.069999999999999,-1.8060000000000003
2023-10-31,15.392000000000001,16.880000000000003,-4.319999999999999,-1.847
2023-11-01,17.247999999999998,17.134999999999998,-4.078,-1.8679999999999999
2023-11-02,19.924,17.683500000000002,-3.2439999999999998,-1.7954999999999999
2023-11-03,23.657999999999998,18.470499999999998,-2.15,-1.7355
2023-11-06,27.042,19.0935,-1.242,-1.6985000000000003
2023-11-07,30.684000000000005,19.8475,-0.394,-1.673
2023-11-08,33.45399999999999,20.554499999999997,0.25,-1.6644999999999999
2023-11-09,34.928,21.552500000000002,0.388,-1.6635000000000002
2023-11-10,35.786,22.589999999999996,0.654,-1.56
2023-11-13,36.81,23.558,0.8620000000000001,-1.5125000000000002
2023-11-14,38.538,24.871000000000002,1.4,-1.3695
2023-11-15,39.9,26.268,1.968,-1.1485
2023-11-16,41.454,27.717000000000002,2.7119999999999997,-0.8790000000000001
2023-11-17,42.652,29.222500000000004,3.18,-0.5415000000000001
2023-11-20,44.012,30.6655,3.822,-0.15700000000000008
2023-11-21,43.586,32.05,4.026,0.17799999999999994
2023-11-22,43.436,33.5095,4.273999999999999,0.6034999999999999
2023-11-24,43.434000000000005,34.935,4.505999999999999,1.0905
2023-11-27,43.10600000000001,36.3005,4.672,1.589
2023-11-28,42.646,37.627500000000005,4.704,2.0364999999999998
2023-11-29,42.732,38.885000000000005,4.776000000000001,2.452
2023-11-30,42.84,39.907500000000006,4.837999999999999,2.8325
2023-12-01,43.257999999999996,40.7685,4.988,3.1485
2023-12-04,43.842,41.346500000000006,5.072,3.3945
2023-12-05,44.53,41.9995,5.130000000000001,3.6295
2023-12-06,45.558,42.603500000000004,5.13,3.8329999999999997
2023-12-07,47.053999999999995,43.3075,5.186,4.0665
2023-12-08,48.574,44.17999999999999,5.215999999999999,4.3555
2023-12-11,50.245999999999995,44.9615,5.418,4.585500000000001
2023-12-12,52.048,45.809000000000005,5.7219999999999995,4.8445
2023-12-13,54.146,46.5055,6.362,5.0735
2023-12-14,57.483999999999995,47.7035,6.9239999999999995,5.3055
2023-12-15,59.8,48.76649999999999,7.382000000000001,5.523
2023-12-18,61.727999999999994,49.73049999999999,7.882,5.761
2023-12-19,63.772000000000006,50.749,8.394,5.9875
2023-12-20,64.794,51.807500000000005,8.312,6.1450000000000005
2023-12-21,64.204,52.89549999999999,8.341999999999999,6.3225
2023-12-22,64.14399999999999,53.943999999999996,8.443999999999999,6.5075
2023-12-26,64.52199999999999,55.084500000000006,8.508,6.720000000000001
2023-12-27,64.792,56.2855,8.495999999999999,6.9355
2023-12-28,65.256,57.4385,8.815999999999999,7.154999999999999
2023-12-29,65.55000000000001,58.573,8.918000000000001,7.342499999999999
2024-01-02,65.304,59.45550000000001,8.836,7.469499999999999
2024-01-03,64.542,60.2595,8.553999999999998,7.5905000000000005
2024-01-04,63.548,61.040000000000006,8.18,7.698
2024-01-05,62.674,61.717499999999994,7.830000000000001,7.83
2024-01-08,62.414,62.413,7.8260000000000005,8.0025
2024-01-09,62.678,62.9815,7.918000000000001,8.145
2024-01-10,63.779999999999994,63.642999999999994,8.256,8.3
2024-01-11,65.006,64.27950000000001,8.648,8.429499999999999
2024-01-12,65.894,64.65450000000001,9.022,8.495000000000001
2024-01-16,66.012,64.545,9.036,8.5305
2024-01-17,66.04400000000001,64.54249999999999,8.996,8.5485
2024-01-18,65.712,64.639,8.995999999999999,8.578500000000002
2024-01-19,65.764,64.7775,9.226,8.6375
2024-01-22,66.396,65.055,9.49,8.7895
2024-01-23,64.75,64.6815,9.872,8.913
2024-01-24,62.622,64.162,10.370000000000001,9.03
2024-01-25,60.79200000000001,63.70649999999999,10.812000000000001,9.1545
2024-01-26,58.31999999999999,63.159499999999994,11.017999999999999,9.267999999999999
2024-01-29,55.396,62.59000000000001,11.32,9.4155
2024-01-30,55.498000000000005,62.16850000000001,11.552,9.5715
2024-01-31,56.188,61.882999999999996,11.459999999999999,9.686
2024-02-01,57.11800000000001,61.8505,11.466,9.8825
2024-02-02,58.14399999999999,61.808499999999995,11.674000000000001,10.141499999999999
2024-02-05,58.903999999999996,61.6475,11.676,10.377
2024-02-06,58.624,61.221000000000004,11.748,10.552000000000001
2024-02-07,58.738,60.898,12.272,10.7745
2024-02-08,58.206,60.45700000000001,12.606,10.97
2024-02-09,57.826,60.0135,12.852,11.1925
2024-02-12,58.45,59.786500000000004,13.157999999999998,11.411
2024-02-13,58.274,59.286500000000004,13.122,11.5735
2024-02-14,58.42999999999999,58.9945,13.132,11.808499999999999
2024-02-15,58.574,58.6725,13.266,12.0375
2024-02-16,57.782000000000004,58.01800000000001,13.193999999999999,12.1845
2024-02-20,56.766,57.379,13.02,12.2935
2024-02-21,57.108000000000004,57.376,13.151999999999997,12.3935
2024-02-22,57.029999999999994,57.59649999999999,13.516,12.595
2024-02-23,57.182,57.77,13.754000000000001,12.773
2024-02-26,58.15,57.97550000000001,14.02,12.934999999999999
2024-02-27,58.564,58.17099999999999,14.435999999999998,13.0725
2024-02-28,58.983999999999995,58.24749999999999,14.8,13.2055
2024-02-29,59.90599999999999,58.525999999999996,14.822,13.435500000000001
2024-03-01,61.144000000000005,58.7765,14.986,13.653
2024-03-04,62.327999999999996,59.0215,15.2,13.8165
2024-03-05,63.314,59.2735,15.152000000000001,13.941500000000001
2024-03-06,64.34599999999999,59.678,15.252,14.0815
2024-03-07,65.36600000000001,60.18300000000001,15.49,14.24
2024-03-08,65.49600000000001,60.599000000000004,15.442000000000002,14.362
2024-03-11,65.548,60.952,15.402000000000001,14.454000000000002
2024-03-12,66.296,61.235,15.788,14.599
2024-03-13,67.00800000000001,61.8615,16.028,14.807999999999998
2024-03-14,65.94200000000001,62.061,16.008000000000003,14.958999999999998
2024-03-15,65.53800000000001,62.34000000000001,15.989999999999998,15.043000000000001
2024-03-18,65.28,62.826499999999996,16.108,15.1825
2024-03-19,65.6,63.44350000000001,16.124000000000002,15.375
2024-03-20,66.33,64.167,16.33,15.602500000000001
2024-03-21,68.716,64.9825,16.639999999999997,15.74
2024-03-22,70.898,65.769,16.998,15.854
2024-03-25,72.68,66.45899999999999,17.19,15.975
2024-03-26,73.366,67.144,17.23,16.073500000000003
2024-03-27,74.11600000000001,67.95,17.268,16.2195
2024-03-28,74.798,68.7055,17.242,16.345
2024-04-01,74.554,69.1215,17.216,16.411499999999997
2024-04-02,73.41799999999999,69.23150000000001,17.104,16.451
2024-04-03,72.854,69.529,17.06,16.5505
2024-04-04,71.33,69.696,16.608,16.558500000000002
2024-04-05,69.776,69.80799999999999,16.369999999999997,16.565
2024-04-08,68.678,69.917,16.224,16.607
2024-04-09,69.25800000000001,70.159,16.240000000000002,16.6605
2024-04-10,67.21200000000002,69.758,16.028,16.6105
2024-04-11,66.048,69.45599999999999,16.22,16.6065
2024-04-12,64.59200000000001,69.47049999999999,15.906,16.5395
2024-04-15,62.95,69.27,15.315999999999999,16.438499999999998
2024-04-16,60.314,68.91749999999999,14.658000000000001,16.298000000000002
2024-04-17,59.774,68.3015,14.078,16.098999999999997
2024-04-18,58.742,67.559,13.296000000000001,15.847999999999999
2024-04-19,56.702,66.467,12.626,15.535999999999998
2024-04-22,55.41600000000001,65.39949999999999,12.41,15.2915
2024-04-23,55.839999999999996,64.70750000000001,12.512,15.128499999999999
2024-04-24,55.922000000000004,63.9405,12.73,14.974
2024-04-25,55.562,62.92049999999999,12.904,14.757
2024-04-26,56.234,61.826,13.482,14.596
2024-04-29,56.855999999999995,60.975,13.952000000000002,14.4755
2024-04-30,55.66799999999999,60.269999999999996,13.785999999999998,14.298999999999998
2024-05-01,54.70799999999999,59.403999999999996,13.52,14.088999999999999
2024-05-02,54.788,58.785000000000004,13.55,13.992499999999998
2024-05-03,55.262,58.197500000000005,13.632,13.911499999999998
2024-05-06,56.184000000000005,57.8515,13.862,13.885
2024-05-07,57.88199999999999,57.426,14.482,13.8595
2024-05-08,58.986000000000004,57.347500000000004,15.219999999999999,13.887
2024-05-09,59.834,57.231500000000004,15.884,13.9085
2024-05-10,60.146,57.086,16.304000000000002,14.011000000000001
2024-05-13,59.212,56.91700000000001,16.497999999999998,14.180499999999999
2024-05-14,58.492000000000004,56.9705,16.77,14.3875
2024-05-15,60.584,57.55,17.322,14.698000000000002
2024-05-16,60.898,57.770500000000006,17.698,15.009
2024-05-17,61.226,58.217000000000006,18.08,15.374500000000001
2024-05-20,61.85,58.52550000000001,18.484,15.699000000000002
2024-05-21,62.14200000000001,58.54600000000001,18.842000000000002,15.969999999999999
2024-05-22,59.378,58.414,18.848000000000003,16.2275
2024-05-23,57.644000000000005,58.29100000000001,18.726000000000003,16.4645
2024-05-24,56.178,58.202999999999996,18.726,16.685499999999998
2024-05-28,54.7,57.9865,18.724,16.892000000000003
2024-05-29,52.996,57.87800000000001,18.492,17.1465
2024-05-30,53.188,58.034000000000006,18.174,17.391
2024-05-31,54.248000000000005,58.15599999999999,18.232,17.635
2024-06-03,54.55,58.025,18.096,17.8015
2024-06-04,54.584,57.5865,17.968,17.9185
2024-06-05,55.4,57.25750000000001,18.282000000000004,18.0965
2024-06-06,54.836,56.996500000000005,18.747999999999998,18.273
2024-06-07,53.04600000000001,56.45899999999999,18.982,18.4095
2024-06-10,52.053999999999995,56.001999999999995,19.328,18.557499999999997
2024-06-11,51.14399999999999,55.56949999999999,19.7,18.719
2024-06-12,50.648,55.2965,19.991999999999997,18.901999999999997
2024-06-13,50.598,54.5,20.332,19.0255
2024-06-14,51.138000000000005,54.01899999999999,20.722,19.1655
2024-06-17,51.35799999999999,53.535000000000004,21.224,19.3435
2024-06-18,51.324,52.938,21.736,19.532
2024-06-20,50.778,52.45550000000001,21.985999999999997,19.688
2024-06-21,50.552,52.293499999999995,22.137999999999998,19.848000000000003
2024-06-24,50.821999999999996,52.3135,22.206,20.0355
2024-06-25,50.226,52.047000000000004,22.17,20.2045
2024-06-26,50.42,51.86800000000001,22.094,20.3745
2024-06-27,50.43,51.814,22.116000000000003,20.594
2024-06-28,50.120000000000005,51.5265,22.04,20.814500000000002
2024-07-01,48.482000000000006,50.872,22.003999999999998,20.9785
2024-07-02,47.230000000000004,50.217,22.006,21.182
2024-07-03,46.176,49.766,22.07,21.4
2024-07-05,44.836,49.173,22.218,21.578
2024-07-08,43.684000000000005,48.7385,22.535999999999998,21.7615
2024-07-09,43.470000000000006,48.477999999999994,22.898000000000003,21.9575
2024-07-10,44.39,48.301,23.326,22.1815
2024-07-11,47.269999999999996,48.7975,23.5,22.35
2024-07-12,51.092,49.284000000000006,23.678,22.4995
2024-07-15,54.452,49.702,23.896,22.652499999999996
2024-07-16,59.977999999999994,50.688,24.171999999999997,22.82
2024-07-17,63.748000000000005,51.3985,24.068,22.8925
2024-07-18,68.738,53.150999999999996,24.03,22.9235
2024-07-19,72.974,54.833000000000006,23.782,22.948500000000003
2024-07-22,78.242,56.6245,23.613999999999997,23.0215
2024-07-23,81.256,58.296499999999995,23.338,23.103
2024-07-24,84.112,59.870000000000005,22.82,23.055
2024-07-25,83.96000000000001,61.536,22.312,22.978
