Date,rate_UPS,rate_UPS_5D,rate_UPS_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-02-22,-1.23,0.31,1.5665,-7.48,-5.593999999999999,-4.5775
2022-02-23,-3.29,-0.8640000000000001,1.5995000000000001,-9.06,-6.590000000000001,-4.714
2022-02-24,-2.04,-1.6079999999999999,1.7555000000000003,-7.73,-7.340000000000001,-4.775
2022-02-25,-0.78,-1.6780000000000002,2.0605,-5.81,-7.316,-4.720000000000001
2022-02-28,-0.56,-1.58,2.306,-6.04,-7.224000000000001,-4.774
2022-03-01,-2.72,-1.8780000000000001,2.362,-7.18,-7.164,-4.96
2022-03-02,-0.08,-1.2360000000000002,1.9365,-5.58,-6.467999999999999,-5.099500000000001
2022-03-03,0.36,-0.7560000000000001,1.503,-6.03,-6.128,-5.3025
2022-03-04,-0.56,-0.7120000000000001,1.0965000000000003,-6.74,-6.314,-5.439500000000001
2022-03-07,-4.69,-1.538,0.5665000000000001,-9.33,-6.9719999999999995,-5.726
2022-03-08,-3.67,-1.7280000000000002,0.08200000000000007,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,-2.11,-2.134,-0.32799999999999996,-7.69,-7.954000000000001,-6.258
2022-03-10,-1.93,-2.5919999999999996,-0.726,-8.09,-8.366,-6.572
2022-03-11,-3.44,-3.168,-1.1015000000000001,-9.21,-8.86,-6.8605
2022-03-14,-3.26,-2.882,-1.307,-9.84,-8.962,-7.0905000000000005
2022-03-15,-0.36,-2.2199999999999998,-1.379,-7.92,-8.55,-7.210000000000001
2022-03-16,3.07,-1.184,-1.3544999999999998,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,5.12,0.22600000000000015,-1.1824999999999999,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,3.94,1.702,-0.9639999999999999,-3.77,-6.45,-7.235000000000001
2022-03-21,3.37,3.028,-0.743,-3.77,-5.236,-7.0985
2022-03-22,3.31,3.7619999999999996,-0.5159999999999998,-2.68,-4.188,-6.858499999999999
2022-03-23,1.51,3.45,-0.2759999999999999,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,1.54,2.734,-0.09699999999999992,-2.83,-3.3899999999999997,-6.3555
2022-03-25,1.87,2.3200000000000003,0.03550000000000009,-2.35,-3.106,-6.182499999999999
2022-03-28,3.84,2.414,0.25550000000000006,-1.69,-2.69,-5.965000000000001
2022-03-29,5.2,2.7920000000000003,0.6515000000000002,-0.48,-2.25,-5.63
2022-03-30,4.14,3.318,0.8625000000000002,-1.09,-1.688,-5.4055
2022-03-31,1.45,3.3,0.9170000000000001,-2.57,-1.636,-5.2325
2022-04-01,-2.15,2.4959999999999996,0.8375,-2.24,-1.614,-5.0075
2022-04-04,-2.8,1.1680000000000001,0.9320000000000002,-1.45,-1.566,-4.6135
2022-04-05,-6.5,-1.1720000000000002,0.7905000000000001,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-7.81,-3.562,0.5055000000000001,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-8.59,-5.569999999999999,0.17250000000000015,-3.1,-2.596,-3.79
2022-04-08,-9.39,-7.018000000000001,-0.12499999999999992,-3.33,-2.814,-3.496
2022-04-11,-9.45,-8.348,-0.4344999999999999,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-10.82,-9.212,-0.9574999999999999,-5.28,-4.044,-3.119
2022-04-13,-10.37,-9.724,-1.6294999999999997,-4.23,-4.176,-3.0345
2022-04-14,-10.76,-10.158000000000001,-2.4234999999999998,-5.37,-4.630000000000001,-3.063
2022-04-18,-11.17,-10.514,-3.179,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-9.51,-10.526,-3.8229999999999995,-3.88,-4.822000000000001,-3.1475
2022-04-20,-9.63,-10.288,-4.47,-3.95,-4.556,-3.211
2022-04-21,-10.39,-10.292,-5.0649999999999995,-5.34,-4.7780000000000005,-3.283
2022-04-22,-11.17,-10.374,-5.7005,-7.86,-5.276,-3.5345
2022-04-25,-10.0,-10.14,-6.294,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-13.1,-10.858,-7.141,-9.95,-6.894,-4.1985
2022-04-27,-11.52,-11.236,-7.976999999999999,-9.73,-8.05,-4.661
2022-04-28,-9.75,-11.108,-8.6715,-7.52,-8.485999999999999,-4.9825
2022-04-29,-14.54,-11.782,-9.471,-10.83,-9.08,-5.3955
2022-05-02,-14.77,-12.736,-10.102,-9.99,-9.604,-5.7829999999999995
2022-05-03,-14.98,-13.112,-10.711,-9.62,-9.538,-6.1915
2022-05-04,-12.34,-13.276,-11.003,-6.99,-8.99,-6.410000000000001
2022-05-05,-14.2,-14.166,-11.3225,-10.13,-9.512,-6.7379999999999995
2022-05-06,-14.14,-14.086000000000002,-11.6,-10.67,-9.48,-7.1165
2022-05-09,-13.44,-13.819999999999999,-11.8025,-13.43,-10.168,-7.6215
2022-05-10,-13.17,-13.458000000000002,-11.988499999999998,-13.22,-10.888,-8.0355
2022-05-11,-15.3,-14.05,-12.2125,-14.58,-12.406,-8.500499999999999
2022-05-12,-14.74,-14.158000000000001,-12.431000000000001,-14.64,-13.308000000000002,-9.021
2022-05-13,-15.03,-14.336000000000002,-12.6445,-12.68,-13.709999999999999,-9.3865
2022-05-16,-14.22,-14.492,-12.797,-12.99,-13.622,-9.7685
2022-05-17,-12.63,-14.384,-12.953,-11.29,-13.236,-10.139
2022-05-18,-17.78,-14.88,-13.360499999999998,-14.71,-13.262,-10.677
2022-05-19,-20.06,-15.943999999999999,-13.844,-15.27,-13.388,-11.1735
2022-05-20,-18.34,-16.606,-14.2025,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-16.76,-17.114,-14.5405,-13.68,-14.040000000000001,-11.8585
2022-05-24,-16.89,-17.966,-14.729999999999999,-14.29,-14.64,-12.075500000000002
2022-05-25,-17.01,-17.812,-15.004499999999998,-13.59,-14.416,-12.2685
2022-05-26,-14.88,-16.776000000000003,-15.261,-11.92,-13.745999999999999,-12.4885
2022-05-27,-12.92,-15.692000000000002,-15.179999999999998,-9.77,-12.65,-12.435500000000001
2022-05-31,-13.05,-14.95,-15.094,-10.26,-11.966,-12.449
2022-06-01,-13.61,-14.294,-15.0255,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-11.83,-13.258000000000001,-15.0,-9.06,-10.34,-12.606
2022-06-03,-11.16,-12.514,-14.848000000000003,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-10.39,-12.008000000000001,-14.660500000000003,-10.26,-10.154,-12.604
2022-06-07,-11.15,-11.628,-14.546000000000001,-9.4,-9.982,-12.4025
2022-06-08,-14.02,-11.709999999999999,-14.588500000000002,-10.37,-9.918000000000001,-12.26
2022-06-09,-15.39,-12.422,-14.593,-12.42,-10.59,-12.152
2022-06-10,-17.04,-13.597999999999999,-14.707999999999998,-14.93,-11.475999999999999,-12.1665
2022-06-13,-17.2,-14.959999999999999,-14.816500000000001,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-16.52,-16.034,-14.9315,-18.32,-14.831999999999999,-12.705
2022-06-15,-15.7,-16.369999999999997,-15.084999999999999,-17.18,-16.194,-12.999500000000001
2022-06-16,-17.45,-16.782,-15.0685,-19.83,-17.676,-13.255500000000001
2022-06-17,-17.98,-16.97,-14.964500000000001,-19.62,-18.614,-13.472999999999999
2022-06-21,-16.36,-16.802,-14.8655,-17.71,-18.532,-13.596
2022-06-22,-15.58,-16.613999999999997,-14.8065,-17.88,-18.444,-13.806000000000001
2022-06-23,-14.4,-16.354000000000003,-14.681999999999999,-17.04,-18.416,-13.9435
2022-06-24,-12.19,-15.302000000000001,-14.440999999999999,-14.53,-17.356,-13.9905
2022-06-27,-12.9,-14.286000000000001,-14.341999999999999,-14.84,-16.4,-14.136499999999998
2022-06-28,-13.79,-13.772,-14.385500000000002,-16.63,-16.184,-14.479499999999998
2022-06-29,-13.22,-13.3,-14.394,-16.92,-15.992,-14.8125
2022-06-30,-12.55,-12.929999999999998,-14.341,-17.56,-16.096,-15.156
2022-07-01,-11.09,-12.709999999999999,-14.303999999999998,-16.28,-16.446,-15.517
2022-07-05,-11.25,-12.379999999999999,-14.308499999999999,-16.14,-16.706,-15.799000000000001
2022-07-06,-11.0,-11.822,-14.338999999999999,-15.85,-16.55,-16.0785
2022-07-07,-10.52,-11.282,-14.307500000000001,-14.65,-16.096,-16.341
2022-07-08,-10.89,-10.95,-14.151,-14.7,-15.524000000000001,-16.5575
2022-07-11,-11.26,-10.984,-13.9445,-15.64,-15.395999999999997,-16.7185
2022-07-12,-13.76,-11.486,-13.7805,-16.4,-15.447999999999999,-16.792
2022-07-13,-14.44,-12.174000000000001,-13.642499999999998,-16.77,-15.632,-16.7245
2022-07-14,-14.27,-12.924000000000001,-13.530000000000001,-16.99,-16.1,-16.658
2022-07-15,-12.23,-13.191999999999998,-13.3565,-15.46,-16.252000000000002,-16.572
2022-07-18,-13.42,-13.624,-13.154999999999998,-16.14,-16.352,-16.3875
2022-07-19,-10.7,-13.012,-12.791,-13.93,-15.857999999999999,-16.103
2022-07-20,-10.21,-12.166,-12.4835,-13.4,-15.184000000000001,-15.8875
2022-07-21,-10.13,-11.338,-12.211,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-9.67,-10.825999999999999,-11.9745,-13.32,-13.868,-15.434999999999999
2022-07-25,-9.7,-10.082,-11.85,-13.24,-13.288,-15.370499999999998
2022-07-26,-12.73,-10.488,-11.8415,-14.25,-13.352,-15.341
2022-07-27,-11.61,-10.767999999999999,-11.7325,-12.07,-13.086000000000002,-15.113
2022-07-28,-9.55,-10.652,-11.549,-10.99,-12.774,-14.8165
2022-07-29,-6.39,-9.996,-11.241,-9.72,-12.053999999999998,-14.4245
2022-08-01,-6.02,-9.26,-10.9875,-9.72,-11.350000000000001,-14.0965
2022-08-02,-6.66,-8.046000000000001,-10.758,-10.15,-10.53,-13.797
2022-08-03,-6.7,-7.064,-10.543,-9.12,-9.94,-13.460500000000001
2022-08-04,-6.31,-6.4159999999999995,-10.3325,-9.18,-9.578,-13.187000000000001
2022-08-05,-5.51,-6.24,-10.0635,-9.31,-9.496,-12.9175
2022-08-08,-5.75,-6.186,-9.788,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-5.57,-5.968,-9.3785,-9.62,-9.319999999999999,-12.265
2022-08-10,-3.69,-5.3660000000000005,-8.841,-8.33,-9.162,-11.843
2022-08-11,-3.02,-4.708,-8.2785,-8.33,-8.992,-11.41
2022-08-12,-2.87,-4.180000000000001,-7.810499999999999,-7.26,-8.581999999999999,-11.0
2022-08-15,-2.55,-3.5400000000000005,-7.267,-6.98,-8.104000000000001,-10.542
2022-08-16,-2.4,-2.906,-6.851999999999999,-6.87,-7.554,-10.189
2022-08-17,-2.83,-2.734,-6.483,-7.3,-7.348000000000001,-9.884
2022-08-18,-1.86,-2.502,-6.0695,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-1.73,-2.274,-5.6725,-7.96,-7.244,-9.344
2022-08-22,-2.38,-2.2399999999999998,-5.3065,-9.24,-7.696,-9.144
2022-08-23,-2.73,-2.306,-4.8065,-9.38,-8.198,-8.9005
2022-08-24,-3.43,-2.4259999999999997,-4.397499999999999,-9.2,-8.578,-8.757
2022-08-25,-2.82,-2.618,-4.061,-8.33,-8.822,-8.623999999999999
2022-08-26,-4.72,-3.2159999999999997,-3.9775,-10.4,-9.31,-8.658
2022-08-29,-5.24,-3.7880000000000003,-3.9385,-10.79,-9.620000000000001,-8.7115
2022-08-30,-5.94,-4.430000000000001,-3.9025,-11.42,-10.028,-8.774999999999999
2022-08-31,-6.11,-4.966,-3.873,-11.87,-10.562,-8.9125
2022-09-01,-5.31,-5.464,-3.8229999999999995,-11.4,-11.175999999999998,-9.0235
2022-09-02,-5.48,-5.6160000000000005,-3.8214999999999995,-11.98,-11.492,-9.157
2022-09-06,-5.51,-5.67,-3.8095,-12.17,-11.768,-9.297
2022-09-07,-5.38,-5.558,-3.8,-10.9,-11.664,-9.361
2022-09-08,-5.45,-5.426,-3.8880000000000003,-10.38,-11.366,-9.4635
2022-09-09,-4.33,-5.23,-3.9534999999999996,-9.13,-10.912,-9.503499999999999
2022-09-12,-3.69,-4.872,-3.9945,-8.23,-10.162,-9.552
2022-09-13,-7.09,-5.188,-4.2215,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-7.88,-5.688000000000001,-4.4955,-11.7,-10.290000000000001,-10.045
2022-09-15,-10.6,-6.718000000000001,-4.884,-12.63,-10.74,-10.311499999999999
2022-09-16,-14.38,-8.728,-5.51,-13.28,-11.57,-10.620000000000001
2022-09-19,-12.86,-10.562000000000001,-6.0665,-12.65,-12.453999999999999,-10.8545
2022-09-20,-14.91,-12.126,-6.6930000000000005,-13.61,-12.774,-11.073
2022-09-21,-15.77,-13.703999999999999,-7.344999999999999,-15.08,-13.45,-11.358
2022-09-22,-18.57,-15.298000000000002,-8.102,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-20.23,-16.468,-8.9725,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-21.44,-18.184,-9.808499999999999,-17.92,-15.906,-12.503499999999999
2022-09-27,-20.0,-19.202,-10.5465,-18.14,-16.812,-12.871
2022-09-28,-18.88,-19.824,-11.1935,-16.92,-17.18,-13.146
2022-09-29,-19.74,-20.058,-11.875,-18.62,-17.748,-13.483500000000001
2022-09-30,-21.54,-20.32,-12.686499999999999,-19.84,-18.288,-13.905499999999998
2022-10-03,-20.28,-20.088,-13.426499999999999,-17.32,-18.168,-14.172500000000003
2022-10-04,-17.53,-19.594,-14.0275,-14.89,-17.518,-14.3085
2022-10-05,-17.99,-19.416,-14.658000000000001,-15.03,-17.14,-14.515
2022-10-06,-19.09,-19.286,-15.339999999999998,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-22.15,-19.407999999999998,-16.231,-18.18,-16.264,-15.243500000000001
2022-10-10,-21.87,-19.726,-17.14,-18.77,-16.554,-15.770500000000002
2022-10-11,-22.03,-20.625999999999998,-17.887,-19.3,-17.436,-16.135
2022-10-12,-21.99,-21.426,-18.5925,-19.54,-18.338,-16.526999999999997
2022-10-13,-19.99,-21.606,-19.062,-17.48,-18.654,-16.7695
2022-10-14,-20.94,-21.363999999999997,-19.39,-19.3,-18.878,-17.070500000000003
2022-10-17,-19.48,-20.886000000000003,-19.720999999999997,-17.29,-18.582,-17.3025
2022-10-18,-18.38,-20.156,-19.8945,-16.34,-17.99,-17.439
2022-10-19,-18.96,-19.55,-20.054,-16.91,-17.464,-17.530499999999996
2022-10-20,-21.29,-19.81,-20.189999999999998,-17.57,-17.482,-17.619999999999997
2022-10-21,-19.08,-19.438,-20.1325,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-18.11,-19.163999999999998,-19.965999999999998,-14.63,-16.216,-17.380000000000003
2022-10-25,-18.38,-19.163999999999998,-19.884999999999998,-13.27,-15.602,-17.1365
2022-10-26,-17.41,-18.853999999999996,-19.8115,-13.9,-15.0,-16.9855
2022-10-27,-18.62,-18.32,-19.7555,-14.35,-14.356,-16.772
2022-10-28,-18.29,-18.162,-19.593,-12.4,-13.709999999999999,-16.4
2022-10-31,-18.0,-18.14,-19.479,-12.98,-13.38,-16.183
2022-11-01,-17.74,-18.012,-19.4895,-13.0,-13.325999999999999,-16.0885
2022-11-02,-19.07,-18.344,-19.5435,-15.11,-13.568000000000001,-16.0925
2022-11-03,-19.34,-18.488,-19.556,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-18.54,-18.538,-19.3755,-14.8,-14.372,-15.927000000000001
2022-11-07,-16.92,-18.322,-19.127999999999997,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-17.09,-18.192,-18.881,-13.57,-14.696000000000002,-15.4035
2022-11-09,-19.39,-18.256,-18.750999999999998,-15.28,-14.73,-15.1905
2022-11-10,-15.39,-17.466,-18.520999999999997,-10.81,-13.697999999999999,-14.857
2022-11-11,-12.56,-16.27,-18.101999999999997,-9.98,-12.734,-14.391
2022-11-14,-12.76,-15.437999999999999,-17.766,-10.68,-12.064,-14.060500000000001
2022-11-15,-10.97,-14.214000000000002,-17.3955,-9.96,-11.342,-13.741499999999998
2022-11-16,-13.11,-12.958000000000002,-17.103,-10.63,-10.412,-13.4275
2022-11-17,-13.59,-12.598,-16.717999999999996,-10.88,-10.426,-13.093
2022-11-18,-12.19,-12.524,-16.3735,-10.49,-10.528,-12.836000000000002
2022-11-21,-11.39,-12.25,-16.0375,-10.8,-10.552000000000001,-12.6445
2022-11-22,-10.35,-12.126000000000001,-15.636,-9.64,-10.488000000000001,-12.463
2022-11-23,-10.3,-11.564,-15.2805,-9.09,-10.180000000000001,-12.2225
2022-11-25,-10.46,-10.937999999999999,-14.872499999999999,-9.1,-9.824,-11.96
2022-11-28,-11.73,-10.846,-14.5445,-10.5,-9.825999999999999,-11.865
2022-11-29,-9.31,-10.430000000000001,-14.11,-10.66,-9.798,-11.749
2022-11-30,-6.95,-9.75,-13.5705,-7.97,-9.464,-11.4975
2022-12-01,-6.56,-9.002,-12.944999999999999,-7.76,-9.198,-11.129999999999999
2022-12-02,-6.94,-8.298,-12.325,-7.89,-8.956,-10.725999999999999
2022-12-05,-10.86,-8.123999999999999,-11.940999999999999,-9.46,-8.748000000000001,-10.459
2022-12-06,-13.78,-9.017999999999999,-11.784,-10.72,-8.76,-10.2935
2022-12-07,-13.99,-10.425999999999998,-11.629,-10.89,-9.344,-10.1595
2022-12-08,-11.6,-11.434000000000001,-11.239500000000001,-10.21,-9.834,-9.906000000000002
2022-12-09,-12.55,-12.556,-11.0975,-10.84,-10.424000000000001,-9.9075
2022-12-12,-10.2,-12.424000000000001,-10.9795,-9.61,-10.454,-9.889
2022-12-13,-9.56,-11.580000000000002,-10.8195,-8.96,-10.102,-9.803
2022-12-14,-9.33,-10.648,-10.7375,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-10.84,-10.495999999999999,-10.623999999999999,-11.68,-10.118,-9.8325
2022-12-16,-12.3,-10.446000000000002,-10.5595,-12.71,-10.492,-9.924
2022-12-19,-12.19,-10.844,-10.5595,-13.44,-11.258,-10.0715
2022-12-20,-14.53,-11.838,-10.7165,-13.72,-12.209999999999999,-10.2175
2022-12-21,-13.04,-12.58,-10.851,-12.46,-12.802000000000001,-10.3585
2022-12-22,-13.56,-13.124,-11.014,-13.66,-13.197999999999999,-10.587
2022-12-23,-12.88,-13.24,-11.135,-13.19,-13.294,-10.7915
2022-12-27,-12.92,-13.386000000000001,-11.1945,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-14.54,-13.388,-11.456,-14.56,-13.478,-11.1375
2022-12-29,-13.5,-13.48,-11.7835,-13.08,-13.602,-11.392999999999999
2022-12-30,-14.43,-13.654,-12.177,-13.31,-13.532,-11.6705
2023-01-03,-13.41,-13.76,-12.500499999999999,-13.32,-13.558000000000002,-11.942
2023-01-04,-12.52,-13.680000000000001,-12.583499999999999,-12.72,-13.398000000000001,-12.105
2023-01-05,-14.11,-13.594,-12.6,-13.65,-13.216,-12.2515
2023-01-06,-11.61,-13.216,-12.480999999999998,-11.74,-12.948000000000002,-12.294
2023-01-09,-10.27,-12.384,-12.4145,-11.8,-12.646,-12.3735
2023-01-10,-11.7,-12.042,-12.372,-11.18,-12.218,-12.3905
2023-01-11,-10.01,-11.54,-12.362499999999999,-10.08,-11.690000000000001,-12.414
2023-01-12,-9.66,-10.65,-12.3675,-9.75,-10.91,-12.4535
2023-01-13,-10.05,-10.338,-12.4035,-9.41,-10.444,-12.449
2023-01-17,-11.59,-10.602,-12.440999999999999,-9.54,-9.992,-12.342
2023-01-18,-12.7,-10.802,-12.460999999999999,-10.98,-9.952,-12.255500000000001
2023-01-19,-12.98,-11.396,-12.500499999999999,-11.6,-10.256,-12.1635
2023-01-20,-12.01,-11.866,-12.3745,-10.01,-10.308,-11.978
2023-01-23,-10.86,-12.028,-12.2655,-8.94,-10.213999999999999,-11.802
2023-01-24,-11.1,-11.93,-12.1425,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-12.34,-11.858,-12.1155,-9.01,-9.72,-11.362
2023-01-26,-11.25,-11.511999999999999,-12.032,-8.06,-9.012,-11.089
2023-01-27,-10.08,-11.126,-11.809,-7.8,-8.57,-10.751
2023-01-30,-12.58,-11.47,-11.763,-8.93,-8.568,-10.5435
2023-01-31,-8.54,-10.958,-11.468499999999999,-7.66,-8.291999999999998,-10.261
2023-02-01,-8.47,-10.184000000000001,-11.221499999999999,-6.52,-7.794,-9.921
2023-02-02,-5.45,-9.024000000000001,-10.868,-5.25,-7.231999999999999,-9.5475
2023-02-03,-5.28,-8.064000000000002,-10.426499999999999,-6.21,-6.914,-9.175500000000001
2023-02-06,-6.66,-6.88,-10.179,-6.73,-6.473999999999999,-8.925
2023-02-07,-6.89,-6.55,-10.01,-5.74,-6.09,-8.622
2023-02-08,-7.82,-6.42,-9.815999999999999,-6.59,-6.104,-8.3925
2023-02-09,-8.6,-7.05,-9.745499999999998,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-8.37,-7.667999999999999,-9.681,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-7.31,-7.797999999999999,-9.544,-6.18,-6.564,-7.955
2023-02-14,-7.63,-7.946,-9.346,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-7.59,-7.9,-9.090499999999999,-5.96,-6.531999999999999,-7.5375
2023-02-16,-8.22,-7.824,-8.8525,-6.98,-6.478,-7.3065
2023-02-17,-9.36,-8.022,-8.72,-7.17,-6.5,-7.164500000000001
2023-02-21,-11.67,-8.894,-8.760499999999999,-8.6,-6.984,-7.147500000000001
2023-02-22,-12.57,-9.882000000000001,-8.834,-8.69,-7.4799999999999995,-7.13
2023-02-23,-10.95,-10.553999999999998,-8.7645,-8.34,-7.956,-7.096500000000001
2023-02-24,-10.85,-11.08,-8.744499999999999,-9.1,-8.379999999999999,-7.1485
2023-02-27,-9.84,-11.176,-8.7325,-8.85,-8.716,-7.2010000000000005
2023-02-28,-9.71,-10.784,-8.589,-9.16,-8.828,-7.2125
2023-03-01,-9.21,-10.112,-8.622499999999999,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-8.44,-9.61,-8.621,-8.66,-9.001999999999999,-7.3985
2023-03-03,-7.96,-9.032,-8.7465,-7.41,-8.663999999999998,-7.5065
2023-03-06,-7.57,-8.578,-8.860999999999999,-7.32,-8.358,-7.561999999999999
2023-03-07,-9.14,-8.464,-8.985,-8.65,-8.256,-7.6579999999999995
2023-03-08,-8.64,-8.35,-9.0725,-8.52,-8.112,-7.797
2023-03-09,-9.33,-8.528,-9.148,-10.08,-8.396,-7.971499999999999
2023-03-10,-9.98,-8.932,-9.216999999999999,-11.27,-9.168000000000001,-8.1725
2023-03-13,-9.64,-9.346,-9.2805,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-8.26,-9.17,-9.328,-10.0,-10.256,-8.581
2023-03-15,-8.6,-9.162,-9.376499999999998,-10.53,-10.658,-8.797
2023-03-16,-6.87,-8.67,-9.3405,-9.06,-10.453999999999999,-8.952
2023-03-17,-7.42,-8.158,-9.3005,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-9.03,-8.035999999999998,-9.284,-9.23,-9.768,-9.206999999999999
2023-03-21,-7.41,-7.866,-9.071,-8.08,-9.384,-9.181000000000001
2023-03-22,-8.02,-7.75,-8.843499999999999,-9.56,-9.190000000000001,-9.2245
2023-03-23,-8.14,-8.004,-8.703,-9.35,-9.248000000000001,-9.275
2023-03-24,-7.76,-8.072,-8.5485,-9.13,-9.069999999999999,-9.2765
2023-03-27,-7.15,-7.696000000000001,-8.414,-8.98,-9.02,-9.283
2023-03-28,-6.95,-7.604000000000001,-8.276,-9.14,-9.232000000000001,-9.282
2023-03-29,-5.11,-7.022,-8.071,-7.87,-8.894,-9.2135
2023-03-30,-5.3,-6.454000000000001,-7.914,-7.33,-8.49,-9.147
2023-03-31,-3.88,-5.678,-7.710000000000001,-6.05,-7.8740000000000006,-9.079
2023-04-03,-3.92,-5.032,-7.527499999999999,-5.56,-7.19,-8.991000000000001
2023-04-04,-5.43,-4.728,-7.3420000000000005,-6.08,-6.578,-8.8625
2023-04-05,-6.02,-4.91,-7.2109999999999985,-6.3,-6.264,-8.7515
2023-04-06,-6.42,-5.134,-7.0655,-5.95,-5.988,-8.545
2023-04-10,-5.6,-5.478,-6.846499999999999,-5.85,-5.9479999999999995,-8.274
2023-04-11,-4.53,-5.6,-6.590999999999999,-5.84,-6.004,-7.9955
2023-04-12,-5.8,-5.6739999999999995,-6.467999999999999,-6.21,-6.029999999999999,-7.806
2023-04-13,-5.24,-5.518,-6.3,-5.01,-5.772,-7.529999999999999
2023-04-14,-4.33,-5.1,-6.173,-5.2,-5.622,-7.337000000000001
2023-04-17,-4.12,-4.804,-6.008,-4.88,-5.428,-7.08
2023-04-18,-3.72,-4.642,-5.7425,-4.82,-5.224,-6.8595
2023-04-19,-2.78,-4.038,-5.511,-4.83,-4.948,-6.697
