Date,rate_REGN_5D,rate_REGN_20D,rate_VOO_5D,rate_VOO_20D
2023-10-06,24.272,25.4505,-1.8939999999999997,0.274
2023-10-09,24.662,25.423000000000002,-1.672,0.09300000000000001
2023-10-10,25.419999999999998,25.423,-1.0899999999999999,-0.03599999999999999
2023-10-11,26.022,25.469,-0.564,-0.14999999999999997
2023-10-12,26.236,25.497,-0.13999999999999999,-0.33649999999999997
2023-10-13,26.326,25.585500000000003,-0.048,-0.48650000000000004
2023-10-16,26.668,25.696500000000004,0.118,-0.591
2023-10-17,26.718,25.676499999999997,0.186,-0.6849999999999999
2023-10-18,26.418,25.611,-0.09600000000000002,-0.7985
2023-10-19,25.538,25.472500000000004,-0.426,-0.8724999999999999
2023-10-20,24.62,25.322499999999998,-0.8940000000000001,-0.9949999999999999
2023-10-23,23.206,25.013,-1.6,-1.1465
2023-10-24,22.25,24.783499999999997,-2.164,-1.1895
2023-10-25,21.398000000000003,24.499499999999998,-2.7340000000000004,-1.3015
2023-10-26,20.907999999999998,24.164499999999997,-3.372,-1.482
2023-10-27,19.93,23.787,-3.85,-1.6715
2023-10-30,19.406,23.4855,-4.069999999999999,-1.8060000000000003
2023-10-31,18.688,23.269000000000002,-4.319999999999999,-1.847
2023-11-01,18.444,23.070500000000003,-4.078,-1.8679999999999999
2023-11-02,19.142,22.956,-3.2439999999999998,-1.7954999999999999
2023-11-03,20.28,22.788999999999998,-2.15,-1.7355
2023-11-06,21.79,22.7675,-1.242,-1.6985000000000003
2023-11-07,23.19,22.7115,-0.394,-1.673
2023-11-08,24.094,22.5885,0.25,-1.6644999999999999
2023-11-09,23.544,22.282999999999998,0.388,-1.6635000000000002
2023-11-10,23.01,21.96,0.654,-1.56
2023-11-13,21.964,21.591500000000003,0.8620000000000001,-1.5125000000000002
2023-11-14,20.875999999999998,21.251,1.4,-1.3695
2023-11-15,19.984,20.98,1.968,-1.1485
2023-11-16,19.874000000000002,20.866999999999997,2.7119999999999997,-0.8790000000000001
2023-11-17,19.976,20.799,3.18,-0.5415000000000001
2023-11-20,20.119999999999997,20.82,3.822,-0.15700000000000008
2023-11-21,20.270000000000003,20.756,4.026,0.17799999999999994
2023-11-22,20.486,20.752000000000002,4.273999999999999,0.6034999999999999
2023-11-24,20.538,20.7745,4.505999999999999,1.0905
2023-11-27,20.41,20.919,4.672,1.589
2023-11-28,20.396,21.067500000000003,4.704,2.0364999999999998
2023-11-29,20.682,21.2545,4.776000000000001,2.452
2023-11-30,21.387999999999998,21.488,4.837999999999999,2.8325
2023-12-01,21.79,21.4365,4.988,3.1485
2023-12-04,22.442,21.4595,5.072,3.3945
2023-12-05,22.932,21.353,5.130000000000001,3.6295
2023-12-06,23.639999999999997,21.366999999999997,5.13,3.8329999999999997
2023-12-07,24.294,21.538000000000004,5.186,4.0665
2023-12-08,25.03,21.808,5.215999999999999,4.3555
2023-12-11,25.764,22.148,5.418,4.585500000000001
2023-12-12,27.02,22.616999999999997,5.7219999999999995,4.8445
2023-12-13,28.2,23.198,6.362,5.0735
2023-12-14,28.986,23.7885,6.9239999999999995,5.3055
2023-12-15,29.542,24.225,7.382000000000001,5.523
2023-12-18,29.613999999999997,24.557499999999997,7.882,5.761
2023-12-19,29.163999999999998,24.878,8.394,5.9875
2023-12-20,28.159999999999997,25.170499999999997,8.312,6.1450000000000005
2023-12-21,27.160000000000004,25.457,8.341999999999999,6.3225
2023-12-22,26.796,25.789499999999997,8.443999999999999,6.5075
2023-12-26,26.756,26.144,8.508,6.720000000000001
2023-12-27,27.516000000000002,26.657999999999998,8.495999999999999,6.9355
2023-12-28,28.684000000000005,27.171,8.815999999999999,7.154999999999999
2023-12-29,29.75,27.547500000000003,8.918000000000001,7.342499999999999
2024-01-02,31.327999999999996,28.174,8.836,7.469499999999999
2024-01-03,33.184000000000005,28.829500000000003,8.553999999999998,7.5905000000000005
2024-01-04,34.158,29.464499999999997,8.18,7.698
2024-01-05,34.946,29.997499999999995,7.830000000000001,7.83
2024-01-08,35.534,30.357499999999998,7.8260000000000005,8.0025
2024-01-09,35.462,30.782,7.918000000000001,8.145
2024-01-10,35.132,31.171499999999998,8.256,8.3
2024-01-11,35.242000000000004,31.52,8.648,8.429499999999999
2024-01-12,35.828,31.904499999999995,9.022,8.495000000000001
2024-01-16,36.834,32.3195,9.036,8.5305
2024-01-17,37.606,32.798,8.996,8.5485
2024-01-18,38.302,33.3435,8.995999999999999,8.578500000000002
2024-01-19,38.812,33.932,9.226,8.6375
2024-01-22,39.092,34.6375,9.49,8.7895
2024-01-23,39.596,35.4285,9.872,8.913
2024-01-24,40.154,36.1375,10.370000000000001,9.03
2024-01-25,40.704,36.8305,10.812000000000001,9.1545
2024-01-26,40.898,37.277499999999996,11.017999999999999,9.267999999999999
2024-01-29,41.278000000000006,37.786,11.32,9.4155
2024-01-30,41.394,38.3395,11.552,9.5715
2024-01-31,41.35,38.643,11.459999999999999,9.686
2024-02-01,41.44199999999999,38.894999999999996,11.466,9.8825
2024-02-02,41.538000000000004,39.1225,11.674000000000001,10.141499999999999
2024-02-05,40.996,39.298500000000004,11.676,10.377
2024-02-06,40.410000000000004,39.558499999999995,11.748,10.552000000000001
2024-02-07,40.188,39.8245,12.272,10.7745
2024-02-08,40.008,40.114,12.606,10.97
2024-02-09,40.251999999999995,40.375,12.852,11.1925
2024-02-12,40.516,40.4705,13.157999999999998,11.411
2024-02-13,40.568,40.492000000000004,13.122,11.5735
2024-02-14,40.8,40.623000000000005,13.132,11.808499999999999
2024-02-15,41.022000000000006,40.794,13.266,12.0375
2024-02-16,40.892,40.894999999999996,13.193999999999999,12.1845
2024-02-20,40.888,40.9195,13.02,12.2935
2024-02-21,41.222,40.8985,13.151999999999997,12.3935
2024-02-22,41.684,41.0055,13.516,12.595
2024-02-23,42.4,41.218,13.754000000000001,12.773
2024-02-26,43.513999999999996,41.549,14.02,12.934999999999999
2024-02-27,44.769999999999996,41.792500000000004,14.435999999999998,13.0725
2024-02-28,45.709999999999994,41.9775,14.8,13.2055
2024-02-29,45.742000000000004,42.103500000000004,14.822,13.435500000000001
2024-03-01,45.626,42.263999999999996,14.986,13.653
2024-03-04,44.982000000000006,42.410000000000004,15.2,13.8165
2024-03-05,44.062,42.559000000000005,15.152000000000001,13.941500000000001
2024-03-06,43.488,42.747,15.252,14.0815
2024-03-07,43.529999999999994,42.93900000000001,15.49,14.24
2024-03-08,43.153999999999996,43.0505,15.442000000000002,14.362
2024-03-11,42.965999999999994,43.088499999999996,15.402000000000001,14.454000000000002
2024-03-12,43.118,43.2095,15.788,14.599
2024-03-13,42.934000000000005,43.338499999999996,16.028,14.807999999999998
2024-03-14,42.532,43.372,16.008000000000003,14.958999999999998
2024-03-15,42.412,43.398,15.989999999999998,15.043000000000001
2024-03-18,42.284,43.4365,16.108,15.1825
2024-03-19,42.089999999999996,43.510000000000005,16.124000000000002,15.375
2024-03-20,42.136,43.567,16.33,15.602500000000001
2024-03-21,42.396,43.55,16.639999999999997,15.74
2024-03-22,42.478,43.417500000000004,16.998,15.854
2024-03-25,42.512,43.18599999999999,17.19,15.975
2024-03-26,42.508,42.9445,17.23,16.073500000000003
2024-03-27,42.488,42.7615,17.268,16.2195
2024-03-28,42.327999999999996,42.6965,17.242,16.345
2024-04-01,42.238,42.5705,17.216,16.411499999999997
2024-04-02,41.904,42.4165,17.104,16.451
2024-04-03,41.394,42.277499999999996,17.06,16.5505
2024-04-04,40.402,41.989999999999995,16.608,16.558500000000002
2024-04-05,39.684000000000005,41.735,16.369999999999997,16.565
2024-04-08,38.796,41.481,16.224,16.607
2024-04-09,38.486000000000004,41.2965,16.240000000000002,16.6605
2024-04-10,38.06,41.013,16.028,16.6105
2024-04-11,37.58,40.651500000000006,16.22,16.6065
2024-04-12,36.486000000000004,40.2235,15.906,16.5395
2024-04-15,35.336,39.712,15.315999999999999,16.438499999999998
2024-04-16,33.904,39.201499999999996,14.658000000000001,16.298000000000002
2024-04-17,32.896,38.7145,14.078,16.098999999999997
2024-04-18,32.138,38.152,13.296000000000001,15.847999999999999
2024-04-19,31.910000000000004,37.602,12.626,15.535999999999998
2024-04-22,31.956000000000007,37.0815,12.41,15.2915
2024-04-23,32.336,36.657500000000006,12.512,15.128499999999999
2024-04-24,32.49,36.21,12.73,14.974
2024-04-25,32.394,35.6285,12.904,14.757
2024-04-26,32.001999999999995,35.0205,13.482,14.596
2024-04-29,31.782,34.467499999999994,13.952000000000002,14.4755
2024-04-30,31.302,34.007000000000005,13.785999999999998,14.298999999999998
2024-05-01,31.104000000000003,33.6375,13.52,14.088999999999999
2024-05-02,32.328,33.61,13.55,13.992499999999998
2024-05-03,34.315999999999995,33.6785,13.632,13.911499999999998
2024-05-06,36.08200000000001,33.789,13.862,13.885
2024-05-07,38.226,33.942,14.482,13.8595
2024-05-08,39.70399999999999,34.048500000000004,15.219999999999999,13.887
2024-05-09,40.568,34.357,15.884,13.9085
2024-05-10,41.05,34.8195,16.304000000000002,14.011000000000001
2024-05-13,41.577999999999996,35.3495,16.497999999999998,14.180499999999999
2024-05-14,42.0,35.966,16.77,14.3875
2024-05-15,42.646,36.486000000000004,17.322,14.698000000000002
2024-05-16,42.646,36.984,17.698,15.009
2024-05-17,42.89,37.5645,18.08,15.374500000000001
2024-05-20,43.186,38.157,18.484,15.699000000000002
2024-05-21,43.426,38.7385,18.842000000000002,15.969999999999999
2024-05-22,43.6,39.2635,18.848000000000003,16.2275
2024-05-23,43.989999999999995,39.882999999999996,18.726000000000003,16.4645
2024-05-24,44.077999999999996,40.5835,18.726,16.685499999999998
2024-05-28,43.732,41.14450000000001,18.724,16.892000000000003
2024-05-29,43.05800000000001,41.677499999999995,18.492,17.1465
2024-05-30,42.718,42.167,18.174,17.391
2024-05-31,42.708,42.478,18.232,17.635
2024-06-03,42.67,42.672000000000004,18.096,17.8015
2024-06-04,43.010000000000005,42.8765,17.968,17.9185
2024-06-05,43.802,43.0715,18.282000000000004,18.0965
2024-06-06,44.394,43.3395,18.747999999999998,18.273
2024-06-07,44.784,43.532,18.982,18.4095
2024-06-10,45.065999999999995,43.676,19.328,18.557499999999997
2024-06-11,45.45399999999999,43.8455,19.7,18.719
2024-06-12,45.934000000000005,44.05499999999999,19.991999999999997,18.901999999999997
2024-06-13,46.504,44.304,20.332,19.0255
2024-06-14,47.246,44.682,20.722,19.1655
2024-06-17,48.21,45.006,21.224,19.3435
2024-06-18,48.842,45.2595,21.736,19.532
2024-06-20,49.212,45.5015,21.985999999999997,19.688
2024-06-21,49.8,45.854,22.137999999999998,19.848000000000003
2024-06-24,50.404,46.2855,22.206,20.0355
2024-06-25,50.976,46.7305,22.17,20.2045
2024-06-26,51.64200000000001,47.237,22.094,20.3745
2024-06-27,51.784000000000006,47.683,22.116000000000003,20.594
2024-06-28,51.738,48.108999999999995,22.04,20.814500000000002
2024-07-01,51.418000000000006,48.463,22.003999999999998,20.9785
2024-07-02,50.67,48.73049999999999,22.006,21.182
2024-07-03,49.519999999999996,48.8645,22.07,21.4
2024-07-05,48.995999999999995,48.9815,22.218,21.578
2024-07-08,48.858000000000004,49.225,22.535999999999998,21.7615
2024-07-09,48.8,49.467,22.898000000000003,21.9575
2024-07-10,49.43599999999999,49.823,23.326,22.1815
2024-07-11,50.748000000000005,50.188,23.5,22.35
2024-07-12,52.334,50.581500000000005,23.678,22.4995
