Date,rate_XOM,rate_VOO_5D,rate_VOO_20D
2022-06-24,27.12,27.896000000000004,37.722
2022-06-27,29.81,28.629999999999995,37.215999999999994
2022-06-28,33.17,28.684000000000005,36.8095
2022-06-29,28.57,28.732,36.2875
2022-06-30,25.2,28.774,35.5225
2022-07-01,27.05,28.76,34.8585
2022-07-05,23.43,27.484,33.938
2022-07-06,21.3,25.11,32.9205
2022-07-07,25.08,24.412,31.846500000000002
2022-07-08,25.28,24.428,30.716500000000003
2022-07-11,24.65,23.948,29.6775
2022-07-12,23.0,23.862000000000002,28.657
2022-07-13,23.49,24.3,27.911
2022-07-14,21.04,23.492,27.026999999999997
2022-07-15,23.06,23.048,26.32
2022-07-18,25.31,23.18,25.945999999999998
2022-07-19,28.46,24.272,26.062
2022-07-20,29.86,25.546,25.910000000000004
2022-07-21,27.7,26.878000000000004,25.878499999999995
2022-07-22,26.73,27.612000000000002,25.9655
2022-07-25,30.93,28.736,26.156
2022-07-26,30.43,29.129999999999995,26.187
2022-07-27,33.23,29.804000000000002,26.189999999999998
2022-07-28,34.78,31.22,26.5005
2022-07-29,41.0,34.074,27.290499999999998
2022-08-01,36.46,35.18,27.761000000000003
2022-08-02,36.02,36.298,28.390499999999996
2022-08-03,32.75,36.202000000000005,28.963
2022-08-04,28.63,34.972,29.140499999999996
2022-08-05,29.98,32.768,29.3755
2022-08-08,30.52,31.580000000000002,29.669
2022-08-09,32.16,30.808,30.127
2022-08-10,33.02,30.862000000000002,30.603500000000004
2022-08-11,34.76,32.088,31.289500000000004
2022-08-12,35.57,33.206,31.915
2022-08-15,33.89,33.88,32.344
2022-08-16,33.05,34.058,32.5735
2022-08-17,33.77,34.208,32.769
2022-08-18,35.89,34.434000000000005,33.1785
2022-08-19,35.6,34.440000000000005,33.622
2022-08-22,35.53,34.768,33.852
2022-08-23,39.37,36.032000000000004,34.299
2022-08-24,39.92,37.262,34.6335
2022-08-25,40.41,38.166000000000004,34.915000000000006
2022-08-26,39.24,38.894,34.827000000000005
2022-08-29,41.4,40.068,35.074
2022-08-30,37.8,39.754,35.163
2022-08-31,37.12,39.194,35.3815
2022-09-01,34.58,38.028,35.679
2022-09-02,36.17,37.414,35.9885
2022-09-06,35.58,36.25,36.2415
2022-09-07,34.63,35.616,36.365
2022-09-08,35.63,35.318,36.4955
2022-09-09,37.69,35.940000000000005,36.641999999999996
2022-09-12,39.13,36.532,36.82
2022-09-13,36.03,36.622,36.92700000000001
2022-09-14,39.22,37.540000000000006,37.235499999999995
2022-09-15,35.35,37.483999999999995,37.314499999999995
2022-09-16,33.14,36.574,37.177
2022-09-19,33.13,35.374,37.0535
2022-09-20,32.07,34.582,36.8805
2022-09-21,29.99,32.736000000000004,36.411500000000004
2022-09-22,29.46,31.558000000000003,35.88850000000001
2022-09-23,22.74,29.477999999999998,35.004999999999995
2022-09-26,20.27,26.906,34.0565
2022-09-27,22.75,25.042,33.124
2022-09-28,27.16,24.476,32.592
2022-09-29,26.9,23.964,32.081
2022-09-30,24.97,24.409999999999997,31.6005
2022-10-03,30.69,26.494,31.3265
2022-10-04,35.36,29.016,31.315499999999997
2022-10-05,40.74,31.732,31.621
2022-10-06,44.84,35.32,32.0815
2022-10-07,43.41,39.007999999999996,32.3675
2022-10-10,40.35,40.94,32.4285
2022-10-11,39.17,41.702,32.585499999999996
2022-10-12,39.77,41.508,32.61300000000001
2022-10-13,44.61,41.462,33.076
2022-10-14,40.84,40.948,33.461
2022-10-17,42.85,41.448,33.947
2022-10-18,43.1,42.234,34.4985
2022-10-19,47.33,43.745999999999995,35.3655
2022-10-20,47.52,44.328,36.2685
2022-10-21,50.25,46.21,37.644000000000005
2022-10-24,51.29,47.897999999999996,39.195
2022-10-25,50.28,49.333999999999996,40.5715
2022-10-26,52.06,50.28,41.816500000000005
2022-10-27,52.64,51.303999999999995,43.103500000000004
2022-10-28,57.08,52.67,44.708999999999996
2022-10-31,57.24,53.86,46.036500000000004
2022-11-01,56.9,55.184000000000005,47.1135
2022-11-02,54.69,55.71,47.811
2022-11-03,56.12,56.40599999999999,48.375
2022-11-04,57.29,56.448,49.069
2022-11-07,58.57,56.714,49.980000000000004
2022-11-08,58.92,57.117999999999995,50.9675
2022-11-09,54.0,56.98,51.678999999999995
2022-11-10,55.54,56.864,52.2255
2022-11-11,58.87,57.17999999999999,53.126999999999995
2022-11-14,58.31,57.128,53.9
2022-11-15,59.1,57.164,54.7
2022-11-16,57.84,57.931999999999995,55.2255
2022-11-17,57.99,58.422000000000004,55.749
2022-11-18,56.98,58.044,56.0855
2022-11-21,55.83,57.548,56.3125
2022-11-22,59.74,57.676,56.7855
2022-11-23,59.05,57.91799999999999,57.135000000000005
2022-11-25,58.56,58.032,57.431
2022-11-28,54.42,57.52,57.298
2022-11-29,55.38,57.43000000000001,57.205000000000005
2022-11-30,56.42,56.766,57.181
2022-12-01,54.39,55.834,57.166
2022-12-02,53.19,54.760000000000005,57.01950000000001
2022-12-05,49.34,53.74400000000001,56.622
2022-12-06,45.37,51.742000000000004,55.962
2022-12-07,45.06,49.47,55.269000000000005
2022-12-08,46.09,47.81,54.8735
2022-12-09,44.92,46.156000000000006,54.34250000000001
2022-12-12,48.33,45.954,53.8155
2022-12-13,49.91,46.862,53.395500000000006
2022-12-14,48.83,47.616,52.88199999999999
2022-12-15,47.44,47.886,52.362
2022-12-16,46.43,48.187999999999995,51.78399999999999
2022-12-19,47.07,47.936,51.2885
2022-12-20,49.17,47.788,50.9555
2022-12-21,51.06,48.234,50.521499999999996
2022-12-22,48.05,48.35600000000001,49.971500000000006
2022-12-23,51.91,49.452,49.638999999999996
2022-12-27,54.0,50.838,49.618
2022-12-28,51.5,51.303999999999995,49.424
2022-12-29,52.63,51.617999999999995,49.2345
2022-12-30,54.15,52.838,49.2225
2023-01-03,47.78,52.012,48.952
2023-01-04,48.21,50.854,48.8955
2023-01-05,51.49,50.852,49.201499999999996
2023-01-06,53.31,50.988,49.614000000000004
2023-01-09,50.47,50.252,49.833
2023-01-10,52.7,51.236000000000004,50.222
2023-01-11,54.47,52.488,50.529
2023-01-12,57.03,53.596000000000004,50.885000000000005
2023-01-13,56.93,54.32000000000001,51.29
2023-01-17,56.63,55.552,51.7495
2023-01-18,53.42,55.696000000000005,52.099000000000004
2023-01-19,54.4,55.681999999999995,52.465500000000006
2023-01-20,57.21,55.718,52.86749999999999
2023-01-23,56.39,55.61,53.134
2023-01-24,57.84,55.852,53.6235
2023-01-25,57.01,56.57000000000001,53.878499999999995
2023-01-26,63.3,58.35,54.343500000000006
2023-01-27,60.33,58.974000000000004,54.785000000000004
2023-01-30,57.5,59.196000000000005,55.028499999999994
2023-01-31,60.88,59.803999999999995,55.364999999999995
2023-02-01,57.78,59.958000000000006,55.86500000000001
2023-02-02,52.94,57.886,56.1015
2023-02-03,53.98,56.616,56.226
2023-02-06,53.72,55.86,56.246500000000005
2023-02-07,58.06,55.29600000000001,56.626
2023-02-08,56.7,55.08,56.826
2023-02-09,57.29,55.95,56.967
2023-02-10,63.85,57.924,57.30800000000001
2023-02-13,61.99,59.577999999999996,57.561
2023-02-14,60.1,59.986000000000004,57.734500000000004
2023-02-15,59.62,60.57000000000001,58.04449999999999
2023-02-16,59.16,60.943999999999996,58.28249999999999
2023-02-17,53.07,58.788,58.0755
2023-02-21,52.92,56.974000000000004,57.902
2023-02-22,50.95,55.14399999999999,57.557500000000005
2023-02-23,52.33,53.686,57.3235
2023-02-24,52.34,52.322,56.7755
2023-02-27,52.07,52.122,56.3625
2023-02-28,51.19,51.775999999999996,56.047000000000004
2023-03-01,51.37,51.86,55.5715
2023-03-02,52.05,51.803999999999995,55.285000000000004
2023-03-03,53.94,52.124,55.335
2023-03-06,55.28,52.766,55.4
2023-03-07,52.31,52.989999999999995,55.329499999999996
2023-03-08,50.11,52.738,54.932
2023-03-09,48.96,52.120000000000005,54.545
2023-03-10,47.13,50.757999999999996,54.037
2023-03-13,45.46,48.794,53.11750000000001
2023-03-14,46.0,47.532,52.318000000000005
2023-03-15,38.78,45.266000000000005,51.251999999999995
2023-03-16,37.98,43.07,50.17
2023-03-17,36.36,40.916000000000004,49.03
2023-03-20,39.9,39.803999999999995,48.3715
2023-03-21,46.15,39.833999999999996,48.033
2023-03-22,42.81,40.64,47.626
2023-03-23,41.21,41.286,47.07000000000001
2023-03-24,41.37,42.288,46.5215
2023-03-27,44.46,43.2,46.141
2023-03-28,46.26,43.222,45.8945
2023-03-29,48.76,44.412,45.763999999999996
2023-03-30,49.48,46.065999999999995,45.63549999999999
2023-03-31,49.71,47.733999999999995,45.424
2023-04-03,57.24,50.29,45.522000000000006
2023-04-04,55.75,52.188,45.694
2023-04-05,58.4,54.116,46.1085
2023-04-06,55.79,55.378,46.45
2023-04-10,55.11,56.458000000000006,46.849000000000004
2023-04-11,56.2,56.25,47.386
2023-04-12,56.04,56.30799999999999,47.888
2023-04-13,56.77,55.982000000000006,48.7875
2023-04-14,57.14,56.251999999999995,49.7455
2023-04-17,55.32,56.294000000000004,50.6935
2023-04-18,58.35,56.724000000000004,51.616
2023-04-19,57.85,57.086,52.201
2023-04-20,56.59,57.05,52.89
2023-04-21,57.09,57.040000000000006,53.684000000000005
2023-04-24,60.05,57.986000000000004,54.61800000000001
2023-04-25,57.78,57.872,55.284000000000006
2023-04-26,56.34,57.57000000000001,55.788
2023-04-27,58.2,57.89200000000001,56.260000000000005
2023-04-28,60.24,58.522000000000006,56.798
2023-05-01,54.11,57.334,57.017999999999994
2023-05-02,48.03,55.384,56.557500000000005
2023-05-03,45.14,53.14399999999999,56.027
2023-05-04,42.63,50.03,55.2385
2023-05-05,46.14,47.21,54.75599999999999
2023-05-08,46.71,45.730000000000004,54.336
2023-05-09,46.75,45.474000000000004,53.8635
2023-05-10,44.88,45.422000000000004,53.30550000000001
2023-05-11,42.28,45.352,52.581
2023-05-12,42.26,44.57600000000001,51.837
2023-05-15,41.31,43.496,51.1365
2023-05-16,37.9,41.726,50.114
2023-05-17,40.98,40.946000000000005,49.2705
2023-05-18,42.25,40.94,48.5535
2023-05-19,42.91,41.07,47.8445
2023-05-22,41.18,41.044,46.900999999999996
2023-05-23,43.1,42.084,46.167
2023-05-24,44.69,42.826,45.5845
2023-05-25,42.11,42.797999999999995,44.78
2023-05-26,41.18,42.452,43.827
2023-05-30,39.93,42.202,43.118
2023-05-31,37.44,41.07,42.588499999999996
2023-06-01,38.21,39.774,42.242000000000004
2023-06-02,41.39,39.63,42.18
2023-06-05,40.76,39.546,41.911
2023-06-06,41.91,39.94199999999999,41.671
2023-06-07,45.08,41.47,41.5875
2023-06-08,44.62,42.751999999999995,41.5745
2023-06-09,43.56,43.186,41.6385
2023-06-12,42.27,43.488,41.638999999999996
2023-06-13,42.29,43.564,41.688
2023-06-14,40.59,42.666,41.822500000000005
2023-06-15,41.56,42.053999999999995,41.8515
2023-06-16,40.55,41.452,41.7665
2023-06-20,37.34,40.466,41.488
2023-06-21,38.87,39.782000000000004,41.372499999999995
2023-06-22,38.11,39.285999999999994,41.123
2023-06-23,36.91,38.356,40.733999999999995
2023-06-26,39.43,38.132,40.6
2023-06-27,39.78,38.62,40.53
2023-06-28,40.91,39.028,40.57899999999999
2023-06-29,42.64,39.934000000000005,40.839
2023-06-30,43.37,41.226,41.096999999999994
2023-07-03,42.76,41.891999999999996,41.165499999999994
2023-07-05,42.04,42.344,41.2295
2023-07-06,36.79,41.519999999999996,40.9735
2023-07-07,37.1,40.41199999999999,40.5745
2023-07-10,39.12,39.562,40.2995
2023-07-11,40.81,39.172000000000004,40.162
2023-07-12,41.49,39.062,40.123
2023-07-13,38.92,39.488,39.9545
2023-07-14,34.16,38.9,39.632999999999996
2023-07-17,34.74,38.024,39.292
2023-07-18,34.14,36.69,38.9715
2023-07-19,35.06,35.403999999999996,38.8575
2023-07-20,37.43,35.106,38.7855
2023-07-21,38.07,35.888,38.783500000000004
2023-07-24,40.22,36.984,38.949
2023-07-25,40.44,38.24400000000001,38.9995
2023-07-26,39.65,39.162,38.993
2023-07-27,40.09,39.694,38.952000000000005
2023-07-28,38.42,39.763999999999996,38.741
2023-07-31,42.5,40.220000000000006,38.697500000000005
2023-08-01,40.85,40.30200000000001,38.602000000000004
2023-08-02,39.12,40.196000000000005,38.456
2023-08-03,41.5,40.478,38.691500000000005
2023-08-04,41.88,41.17,38.9305
2023-08-07,41.6,40.989999999999995,39.054500000000004
2023-08-08,42.12,41.244,39.120000000000005
2023-08-09,43.92,42.20399999999999,39.2415
2023-08-10,44.47,42.798,39.519
2023-08-11,46.15,43.652,40.1185
2023-08-14,46.24,44.58,40.6935
2023-08-15,42.87,44.730000000000004,41.13
2023-08-16,41.23,44.192,41.4385
2023-08-17,43.08,43.914,41.721
2023-08-18,44.56,43.596000000000004,42.0455
2023-08-21,43.36,43.019999999999996,42.2025
2023-08-22,42.82,43.01,42.3215
2023-08-23,41.98,43.160000000000004,42.438
2023-08-24,41.28,42.8,42.497499999999995
2023-08-25,42.96,42.480000000000004,42.7245
2023-08-28,43.76,42.56,42.7875
2023-08-29,44.33,42.862,42.9615
2023-08-30,45.27,43.519999999999996,43.269
2023-08-31,45.54,44.372,43.471
2023-09-01,46.66,45.112,43.709999999999994
2023-09-05,46.66,45.692,43.963
2023-09-06,47.72,46.37,44.242999999999995
2023-09-07,47.06,46.727999999999994,44.4
2023-09-08,49.11,47.44199999999999,44.632
2023-09-11,47.32,47.574,44.6905
2023-09-12,51.52,48.54600000000001,44.954499999999996
2023-09-13,50.19,49.04,45.320499999999996
2023-09-14,52.81,50.19,45.8995
2023-09-15,50.52,50.471999999999994,46.2715
2023-09-18,51.7,51.348,46.628499999999995
2023-09-19,51.31,51.306000000000004,47.025999999999996
2023-09-20,50.12,51.29200000000001,47.391000000000005
2023-09-21,48.04,50.33800000000001,47.694
2023-09-22,48.26,49.886,48.043
2023-09-25,49.91,49.528,48.390499999999996
2023-09-26,50.14,49.294,48.709500000000006
2023-09-27,55.0,50.269999999999996,49.242999999999995
2023-09-28,54.06,51.474000000000004,49.6825
2023-09-29,51.64,52.15,49.9875
2023-10-02,48.19,51.806,50.06400000000001
2023-10-03,48.45,51.468,50.153499999999994
2023-10-04,42.96,49.06,49.9155
2023-10-05,39.78,46.204,49.5515
2023-10-06,37.48,43.372,48.97
2023-10-09,42.23,42.18,48.715500000000006
2023-10-10,41.63,40.815999999999995,48.221
2023-10-11,36.58,39.54,47.540499999999994
2023-10-12,36.56,38.896,46.728
2023-10-13,40.89,39.577999999999996,46.2465
2023-10-16,40.99,39.33,45.711
2023-10-17,42.83,39.57,45.287
2023-10-18,44.82,41.217999999999996,45.022
2023-10-19,44.91,42.888,44.8655
2023-10-20,42.43,43.196,44.574
2023-10-23,40.35,43.068,44.096000000000004
2023-10-24,39.0,42.302,43.539
2023-10-25,39.25,41.188,42.7515
2023-10-26,37.98,39.802,41.947500000000005
2023-10-27,35.36,38.388,41.1335
2023-10-30,35.78,37.474,40.513
2023-10-31,35.75,36.824,39.878
2023-11-01,34.81,35.936,39.4705
2023-11-02,39.16,36.172,39.439499999999995
2023-11-03,37.49,36.598,39.44
2023-11-06,35.1,36.462,39.0835
2023-11-07,33.0,35.912,38.652
2023-11-08,31.38,35.226,38.392
2023-11-09,31.41,33.676,38.1345
2023-11-10,32.41,32.660000000000004,37.7105
2023-11-13,33.79,32.398,37.3505
2023-11-14,33.09,32.416000000000004,36.8635
2023-11-15,32.29,32.598,36.237
2023-11-16,30.77,32.47,35.529999999999994
2023-11-17,33.95,32.778,35.106
2023-11-20,33.36,32.69199999999999,34.7565
2023-11-21,33.31,32.736000000000004,34.471999999999994
2023-11-22,32.74,32.826,34.146499999999996
2023-11-24,33.45,33.362,33.92
2023-11-27,32.67,33.106,33.7855
2023-11-28,32.6,32.95400000000001,33.6265
2023-11-29,30.61,32.414,33.3695
2023-11-30,31.12,32.09,33.185
2023-12-01,30.86,31.571999999999996,32.77
2023-12-04,30.16,31.070000000000004,32.4035
2023-12-05,27.65,30.080000000000002,32.031
2023-12-06,25.98,29.154000000000003,31.68
2023-12-07,25.11,27.951999999999998,31.366500000000002
2023-12-08,26.53,27.086000000000002,31.122500000000002
2023-12-11,26.62,26.377999999999997,30.833
2023-12-12,24.64,25.776,30.3755
2023-12-13,25.74,25.728,30.008
2023-12-14,29.1,26.526,29.8485
2023-12-15,28.24,26.868000000000002,29.722
2023-12-18,29.19,27.381999999999998,29.483999999999998
2023-12-19,30.88,28.630000000000003,29.359999999999996
2023-12-20,28.71,29.224,29.130000000000003
2023-12-21,29.29,29.262,28.9575
2023-12-22,29.52,29.518,28.761000000000003
2023-12-26,29.81,29.642000000000003,28.618000000000002
2023-12-27,29.2,29.306,28.448
2023-12-28,27.34,29.032,28.284499999999998
2023-12-29,27.07,28.588,28.082
2024-01-02,29.54,28.591999999999995,28.016
2024-01-03,30.61,28.752,28.0385
2024-01-04,29.48,28.808,28.130000000000003
2024-01-05,29.87,29.314,28.3245
2024-01-08,27.72,29.444,28.455000000000002
2024-01-09,26.14,28.764,28.4355
2024-01-10,24.9,27.622000000000003,28.3495
2024-01-11,24.88,26.701999999999998,28.3615
2024-01-12,26.49,26.026,28.399
2024-01-16,23.64,25.209999999999997,28.125999999999998
2024-01-17,22.75,24.532,27.851499999999998
2024-01-18,22.52,24.056,27.518
2024-01-19,22.71,23.622,27.109500000000004
2024-01-22,22.54,22.832,26.801
2024-01-23,23.92,22.888,26.5325
2024-01-24,26.05,23.548,26.359
2024-01-25,29.24,24.892,26.3305
2024-01-26,30.34,26.418,26.3875
2024-01-29,30.5,28.01,26.545499999999997
2024-01-30,32.67,29.76,26.825499999999998
2024-01-31,30.1,30.57,26.853500000000004
2024-02-01,29.04,30.53,26.775
2024-02-02,28.52,30.166000000000004,26.726999999999997
2024-02-05,28.0,29.666000000000004,26.633499999999998
2024-02-06,28.88,28.907999999999998,26.6915
2024-02-07,28.84,28.656,26.8265
2024-02-08,31.02,29.052,27.1325
2024-02-09,28.28,29.004,27.3025
2024-02-12,30.02,29.407999999999998,27.479000000000003
2024-02-13,27.73,29.178000000000004,27.6835
2024-02-14,27.1,28.830000000000002,27.901
2024-02-15,30.73,28.772,28.311500000000002
2024-02-16,30.73,29.262,28.7125
2024-02-20,29.5,29.157999999999998,29.0605
2024-02-21,32.13,30.038,29.470999999999997
2024-02-22,32.02,31.022000000000002,29.7695
2024-02-23,30.86,31.048000000000002,29.8505
2024-02-26,31.38,31.178000000000004,29.902499999999996
2024-02-27,31.1,31.498,29.932499999999997
2024-02-28,31.47,31.366000000000003,29.872500000000002
2024-02-29,31.72,31.306,29.9535
2024-03-01,32.79,31.692,30.141000000000002
2024-03-04,30.96,31.607999999999997,30.262999999999998
2024-03-05,32.55,31.898000000000003,30.490500000000004
2024-03-06,33.96,32.396,30.744500000000006
2024-03-07,34.7,32.992000000000004,31.0375
2024-03-08,35.96,33.626000000000005,31.2845
2024-03-11,36.75,34.784000000000006,31.708000000000006
2024-03-12,35.88,35.45,32.001
2024-03-13,37.39,36.136,32.484
2024-03-14,39.81,37.158,33.1195
2024-03-15,39.56,37.878,33.561
2024-03-18,40.84,38.696000000000005,34.066500000000005
2024-03-19,41.83,39.886,34.683
2024-03-20,41.71,40.75000000000001,35.162
2024-03-21,42.33,41.254,35.6775
2024-03-22,42.33,41.808,36.251
2024-03-25,43.78,42.396,36.871
2024-03-26,42.87,42.604,37.459500000000006
2024-03-27,44.12,43.086,38.092
2024-03-28,45.47,43.714,38.7795
2024-04-01,45.47,44.342,39.4135
2024-04-02,48.09,45.20399999999999,40.27
2024-04-03,48.11,46.251999999999995,41.048
2024-04-04,48.6,47.148,41.779999999999994
2024-04-05,50.48,48.15,42.569
2024-04-08,49.54,48.964,43.248000000000005
2024-04-09,50.19,49.384,43.92
2024-04-10,51.23,50.007999999999996,44.6875
2024-04-11,50.81,50.45,45.3585
2024-04-12,49.36,50.226,45.836
2024-04-15,48.66,50.05,46.291
2024-04-16,47.69,49.55,46.6335
2024-04-17,47.63,48.83,46.923500000000004
2024-04-18,47.52,48.172,47.214
2024-04-19,48.85,48.07000000000001,47.54
2024-04-22,49.52,48.242000000000004,47.8995
2024-04-23,49.97,48.698,48.208999999999996
2024-04-24,49.99,49.17,48.565
2024-04-25,50.26,49.718,48.872
2024-04-26,47.02,49.352000000000004,48.9495
2024-04-29,48.63,49.174,49.1075
2024-04-30,47.12,48.604,49.059
2024-05-01,43.9,47.386,48.848499999999994
2024-05-02,44.13,46.160000000000004,48.625
2024-05-03,43.87,45.53,48.2945
2024-05-06,44.68,44.739999999999995,48.0515
2024-05-07,44.01,44.118,47.7425
2024-05-08,43.99,44.136,47.3805
2024-05-09,46.64,44.638,47.172000000000004
2024-05-10,46.08,45.08,47.008
2024-05-13,46.03,45.35,46.87650000000001
2024-05-14,45.74,45.696,46.779
2024-05-15,46.83,46.264,46.739
2024-05-16,45.98,46.132,46.662
2024-05-17,48.1,46.535999999999994,46.6245
2024-05-20,46.94,46.717999999999996,46.4955
2024-05-21,45.94,46.757999999999996,46.294
2024-05-22,43.06,46.004,45.9475
2024-05-23,40.66,44.94,45.4675
2024-05-24,40.55,43.43,45.144
2024-05-28,42.3,42.501999999999995,44.8275
2024-05-29,40.81,41.476,44.512
2024-05-30,41.24,41.112,44.379000000000005
2024-05-31,45.22,42.024,44.4335
2024-06-03,41.11,42.136,44.295500000000004
2024-06-04,38.95,41.466,44.009
2024-06-05,39.49,41.202000000000005,43.783
2024-06-06,40.52,41.05800000000001,43.6095
2024-06-07,39.04,39.822,43.2295
2024-06-10,39.44,39.488,42.897499999999994
2024-06-11,38.33,39.364,42.5125
2024-06-12,36.82,38.83,42.0665
2024-06-13,35.73,37.872,41.5115
2024-06-14,34.59,36.982,40.942
2024-06-17,33.68,35.83,40.221
2024-06-18,34.93,35.15,39.62050000000001
2024-06-20,37.82,35.35,39.2145
2024-06-21,36.62,35.528,38.8925
2024-06-24,40.65,36.739999999999995,38.891999999999996
2024-06-25,41.05,38.214,38.917
2024-06-26,41.1,39.448,38.857000000000006
2024-06-27,41.7,40.224000000000004,38.9015
2024-06-28,41.97,41.294,38.938
2024-07-01,41.09,41.382,38.7315
2024-07-02,40.14,41.2,38.683
2024-07-03,40.84,41.148,38.7775
2024-07-05,39.15,40.638,38.7605
2024-07-08,37.7,39.784000000000006,38.6195
2024-07-09,36.19,38.804,38.477
2024-07-10,37.39,38.254,38.3745
2024-07-11,39.01,37.888,38.4085
