Date,price,Open,High,Low,Close,Volume ,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2022-01-03,63.44,64.48,64.75,61.91,63.44,3991400,,,,,,,,63.44,,,0.00,False,False,63.44,31000000.00,0,15577736.24,15422263.76,187.00,0.00,31000000,week +buy 50% Monthly invest,,,,Z,0.00
2022-01-04,62.25,64.24,64.75,60.26,62.25,5064800,,,,,,,,63.44,,,-0.12,False,False,62.25,30710711.24,0,15577736.24,15132975.00,187.00,-0.93,31000000,,,,,Z,-0.02
2022-01-05,58.34,61.79,63.44,57.54,58.34,4277900,,,,,,,,63.44,,,-0.59,False,False,58.34,29760190.24,0,15577736.24,14182454.00,187.00,-4.00,31000000,,,,,Z,-0.97
2022-01-06,57.34,58.05,59.16,54.56,57.34,4966200,,,,,,,,63.44,,,-0.95,False,False,57.34,29517090.24,0,15577736.24,13939354.00,187.00,-4.78,31000000,,,,,Z,-1.04
2022-01-07,56.68,57.00,58.75,55.69,56.68,3471800,,,59.61,,,,,63.44,,,-1.21,False,False,56.68,29356644.24,0,15577736.24,13778908.00,187.00,-5.30,31000000,,,,,Z,-1.21
2022-01-10,56.54,55.90,57.19,54.75,56.54,3526000,,,58.23,,,,,63.44,,,-1.31,False,False,56.54,29322610.49,0,7860026.11,21462584.38,292.00,-5.41,31000000,week +buy 50% ,,,,Z,-1.27
2022-01-11,58.35,56.75,58.85,56.36,58.35,2930900,,,57.45,,,,,63.44,,,-1.12,False,False,56.54,30009685.35,0,7860026.11,22149659.24,292.00,-3.19,31000000,,,,,Z,-0.63
2022-01-12,57.07,59.00,59.33,56.77,57.07,2539600,,,57.20,,,,,63.44,,,-1.06,False,False,56.54,29523798.11,0,7860026.11,21663772.00,292.00,-4.76,31000000,,,,,Z,-0.40
2022-01-13,56.60,57.02,58.25,56.01,56.60,2444800,,,57.05,,,,,63.44,,,-1.01,False,False,56.54,29345385.35,0,7860026.11,21485359.24,292.00,-5.34,31000000,,,,,Z,-1.43
2022-01-14,55.35,56.25,56.67,53.54,55.35,4512700,,,56.78,,,,,63.44,,,-1.05,False,False,55.35,28870885.35,0,7860026.11,21010859.24,292.00,-6.87,31000000,,,,,Z,-1.41
2022-01-18,54.07,54.01,55.41,53.54,54.07,3971200,,,56.29,,,,,63.44,,,-1.14,False,False,54.07,28384998.11,0,7860026.11,20524972.00,292.00,-8.44,31000000,,,,,Z,-2.70
2022-01-19,54.22,54.15,55.74,53.56,54.22,2598600,,,55.46,,,,,63.44,,,-1.11,False,False,54.07,28441938.49,0,7860026.11,20581912.38,292.00,-8.25,31000000,,,,,Z,-3.45
2022-01-20,53.86,55.38,56.86,53.77,53.86,3062700,,,54.82,,,,,63.44,,,-1.05,False,False,53.86,28305282.49,0,7860026.11,20445256.38,292.00,-8.69,31000000,,,,,Z,-4.24
2022-01-21,51.10,53.31,53.44,50.52,51.10,4662200,,,53.72,,,,,63.44,,,-1.25,False,False,51.10,27257585.35,0,7860026.11,19397559.24,292.00,-12.07,31000000,,,,,Z,-5.63
2022-01-24,53.29,49.05,53.36,47.96,53.29,6595900,,,53.31,,,,,63.44,,,-1.04,False,False,51.10,28088910.49,0,3980514.03,24108396.45,348.00,-9.39,31000000,week +buy 50% ,27.70,,,Z,-5.34
2022-01-25,49.59,51.94,53.00,49.52,49.59,4333100,,,52.41,,,,,63.44,,,-1.25,False,False,49.59,26415030.03,0,3980514.03,22434516.00,348.00,-14.79,31000000,,20.77,,,Z,-6.33
2022-01-26,47.71,50.86,51.82,47.38,47.71,5204700,,,51.11,,,,,63.44,,,-1.52,False,False,47.71,25564517.58,0,3980514.03,21584003.55,348.00,-17.53,31000000,,18.27,,,Z,-6.51
2022-01-27,46.78,48.40,48.57,46.58,46.78,3678300,,,49.69,,,,,63.44,,,-1.70,False,False,46.78,25143785.58,0,3980514.03,21163271.55,348.00,-18.89,31000000,,17.17,,,Z,-6.91
2022-01-28,47.42,46.70,47.43,44.80,47.42,5405800,,,48.96,,,,,63.44,,,-1.62,False,False,46.78,25433321.13,0,3980514.03,21452807.10,348.00,-17.96,31000000,,20.71,,,Z,-4.96
2022-01-31,50.48,47.63,50.51,47.63,50.48,5561800,63.56,36.46,48.40,54.52,,,,63.44,,,-1.08,False,False,46.78,26817666.03,0,2011794.03,24805872.00,378.00,-13.49,31000000,week +buy 50% ,35.02,,,Z,-3.46
2022-02-01,51.40,51.00,51.59,49.85,51.40,6308100,62.06,37.65,48.76,53.92,,,,63.44,,,-0.52,False,False,46.78,28269755.02,0,3011794.03,25257960.98,378.00,-11.66,32000000,Monthly invest,38.60,,,Z,-2.79
2022-02-02,49.09,51.49,51.59,48.54,49.09,4006200,60.70,38.39,49.03,53.26,,,,63.44,,,-0.38,False,False,46.78,27134620.03,0,3011794.03,24122826.00,378.00,-15.20,32000000,,33.59,28.20,,Z,-1.97
2022-02-03,47.53,48.29,49.37,47.35,47.53,2910000,60.18,37.82,49.18,52.72,,,,63.44,,,-0.42,False,False,46.78,26368035.54,0,3011794.03,23356241.51,378.00,-17.60,32000000,,30.69,24.98,,Z,-4.00
2022-02-04,48.94,47.18,49.57,46.55,48.94,3048200,59.61,37.68,49.49,52.30,,,,63.44,,,-0.20,False,False,46.78,27060909.54,0,3011794.03,24049115.51,378.00,-15.43,32000000,,36.06,23.45,,Z,-3.60
2022-02-07,48.42,49.04,50.58,48.41,48.42,3235700,59.10,37.48,49.08,51.89,,,,63.44,,,-0.07,False,False,46.78,26805381.05,0,1564036.09,25241344.96,401.00,-16.23,32000000,week +buy 50% ,34.98,24.08,,Z,-3.88
2022-02-08,48.85,47.68,49.26,47.17,48.85,3793600,58.50,37.53,48.57,51.51,,,,63.44,4.00,72.00,0.11,False,False,46.78,27029540.05,0,1564036.09,25465503.96,401.00,-15.53,32000000,,36.67,27.11,,Z,-3.15
2022-02-09,49.66,49.76,50.01,49.02,49.66,4767300,57.35,38.51,48.68,51.07,,,,63.44,0.00,68.00,0.38,False,False,46.78,27451794.09,0,1564036.09,25887758.00,401.00,-14.21,32000000,,39.83,28.76,,Z,-1.81
2022-02-10,48.79,49.41,50.77,48.28,48.79,13661300,56.37,39.24,48.93,50.66,,,,63.44,0.00,64.00,0.47,False,False,46.78,26998263.61,0,1564036.09,25434227.52,401.00,-15.63,32000000,,37.66,30.34,,Z,-3.44
2022-02-11,55.40,56.02,58.25,53.32,55.40,50184000,56.08,39.64,50.22,50.60,,,,63.44,16.00,60.00,1.38,False,False,46.78,30444057.14,0,1564036.09,28880021.04,401.00,-4.86,32000000,,56.90,47.32,,Z,-5.24
2022-02-14,58.07,55.67,61.31,55.09,58.07,24359700,56.78,38.64,52.15,50.73,,,,63.44,100.00,56.00,2.26,False,False,46.78,31835927.09,0,809126.09,31026801.00,411.00,-0.51,32000000,week +buy 50% ,62.01,62.96,,Z,-5.53
