Date,rate_LRCX,rate_LRCX_5D,rate_LRCX_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-17,-11.01,-9.846,-8.6795,-4.88,-5.428,-7.08
2023-04-18,-10.54,-10.274,-8.828,-4.82,-5.224,-6.8595
2023-04-19,-11.3,-10.486,-8.963,-4.83,-4.948,-6.697
2023-04-20,-5.05,-9.494000000000002,-8.776,-5.36,-5.018000000000001,-6.487
2023-04-21,-6.69,-8.918000000000001,-8.8215,-5.3,-5.037999999999999,-6.2845
2023-04-24,-7.19,-8.154,-8.7045,-5.18,-5.098000000000001,-6.087
2023-04-25,-9.77,-8.0,-8.6615,-6.43,-5.42,-5.9595
2023-04-26,-10.18,-7.776000000000001,-8.5445,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-6.39,-8.044,-8.510000000000002,-5.24,-5.786,-5.71
2023-04-28,-5.48,-7.802,-8.568000000000001,-4.56,-5.638,-5.5715
2023-05-01,-5.41,-7.446,-8.6115,-4.51,-5.504,-5.4944999999999995
2023-05-02,-5.75,-6.642,-8.602500000000001,-5.49,-5.316,-5.4910000000000005
2023-05-03,-7.03,-6.0120000000000005,-8.5055,-6.08,-5.176,-5.4910000000000005
2023-05-04,-7.44,-6.2219999999999995,-8.334,-6.71,-5.47,-5.5115
2023-05-05,-4.37,-6.0,-8.0115,-5.15,-5.588,-5.471500000000001
2023-05-08,-4.89,-5.896,-7.835499999999999,-5.11,-5.708,-5.4345
2023-05-09,-6.82,-6.11,-7.756500000000001,-5.5,-5.71,-5.4174999999999995
2023-05-10,-4.8,-5.664,-7.4845,-5.1,-5.514,-5.362
2023-05-11,-4.77,-5.13,-7.222500000000001,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-4.83,-5.2219999999999995,-6.985499999999999,-5.35,-5.258,-5.3805000000000005
2023-05-15,-0.42,-4.328,-6.456,-5.04,-5.244,-5.3885
2023-05-16,0.74,-2.816,-5.892,-5.65,-5.274,-5.430000000000001
2023-05-17,3.4,-1.176,-5.157,-4.56,-5.166,-5.416500000000001
2023-05-18,7.72,1.3219999999999998,-4.5185,-3.65,-4.85,-5.331
2023-05-19,5.99,3.4859999999999998,-3.8845,-3.8,-4.54,-5.255999999999999
2023-05-22,5.32,4.634,-3.2590000000000003,-3.74,-4.28,-5.184
2023-05-23,3.26,5.138,-2.6075,-4.8,-4.109999999999999,-5.1025
2023-05-24,1.91,4.84,-2.0029999999999997,-5.51,-4.3,-5.039
2023-05-25,8.35,4.965999999999999,-1.2660000000000002,-4.7,-4.51,-5.012
2023-05-26,13.01,6.37,-0.3415,-3.48,-4.446,-4.958
2023-05-30,13.31,7.968000000000001,0.5945,-3.45,-4.388,-4.905
2023-05-31,10.95,9.506,1.4294999999999998,-3.96,-4.220000000000001,-4.8285
2023-06-01,11.27,11.378,2.3445,-2.99,-3.716,-4.674
2023-06-02,10.35,11.778,3.2339999999999995,-1.6,-3.096,-4.4185
2023-06-05,9.23,11.022,3.914,-1.79,-2.758,-4.250500000000001
2023-06-06,10.14,10.388,4.6655,-1.59,-2.386,-4.0745
2023-06-07,9.94,10.186,5.5035,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,10.46,10.024,6.2665,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,9.36,9.826,6.972999999999999,-1.17,-1.558,-3.5035000000000003
2023-06-12,12.26,10.431999999999999,7.827500000000001,-0.27,-1.254,-3.2495
2023-06-13,11.98,10.8,8.4475,0.38,-0.86,-2.9785
2023-06-14,12.6,11.331999999999999,9.0405,0.45,-0.388,-2.6735
2023-06-15,11.36,11.512,9.438500000000001,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,10.21,11.681999999999999,9.562999999999999,1.35,0.7260000000000001,-2.1095
2023-06-20,10.44,11.318000000000001,9.785499999999999,0.89,0.958,-1.875
2023-06-21,9.27,10.776,9.983,0.35,0.9520000000000002,-1.6705
2023-06-22,11.21,10.498000000000001,10.380500000000001,0.71,1.004,-1.395
2023-06-23,9.68,10.161999999999999,10.769,-0.04,0.652,-1.1215
2023-06-26,11.27,10.373999999999999,10.915,-0.45,0.292,-0.909
2023-06-27,15.78,11.441999999999998,11.0535,0.64,0.242,-0.7030000000000001
2023-06-28,14.69,12.526,11.122499999999999,0.69,0.30999999999999994,-0.496
2023-06-29,14.4,13.163999999999998,11.295,0.68,0.304,-0.26400000000000007
2023-06-30,14.79,14.186000000000002,11.471,1.85,0.682,-0.022
2023-07-03,15.74,15.079999999999998,11.7405,2.0,1.1720000000000002,0.158
2023-07-05,12.06,14.335999999999999,11.882,1.78,1.4,0.3365
2023-07-06,10.82,13.562000000000001,11.916,0.97,1.456,0.46449999999999997
2023-07-07,10.31,12.744,11.9345,0.74,1.468,0.597
2023-07-10,11.91,12.168000000000001,12.007,1.01,1.3,0.7140000000000001
2023-07-11,10.52,11.123999999999999,12.065000000000001,1.65,1.23,0.8550000000000001
2023-07-12,11.06,10.924000000000001,12.004999999999999,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,13.71,11.501999999999999,12.0915,3.26,1.8199999999999998,1.1345
2023-07-14,13.76,12.192,12.1495,3.18,2.308,1.2710000000000001
2023-07-17,17.4,13.289999999999997,12.4515,3.53,2.812,1.3615
2023-07-18,16.69,14.524000000000001,12.775500000000001,4.31,3.344,1.5095
2023-07-19,13.97,15.106,12.951999999999998,4.53,3.7619999999999996,1.6915
2023-07-20,9.74,14.312000000000001,12.9755,3.86,3.882,1.8669999999999998
2023-07-21,11.14,13.788,12.972,3.87,4.0200000000000005,2.025
2023-07-24,13.78,13.064000000000002,13.176999999999998,4.3,4.1739999999999995,2.242
2023-07-25,15.74,12.874,13.4005,4.56,4.224,2.4925
2023-07-26,14.36,12.951999999999998,13.329500000000001,4.58,4.234,2.6895
2023-07-27,24.76,15.956,13.833000000000002,3.99,4.26,2.8545000000000003
2023-07-28,28.12,19.352,14.519,4.84,4.454,3.0625
2023-07-31,27.64,22.124000000000002,15.1615,5.01,4.595999999999999,3.2205
2023-08-01,26.64,24.304,15.7065,4.66,4.616,3.3534999999999995
2023-08-02,21.43,25.718,16.175,3.53,4.406000000000001,3.441
2023-08-03,22.73,25.312,16.770500000000002,3.31,4.27,3.558
2023-08-04,22.22,24.131999999999998,17.366,2.92,3.886,3.6670000000000003
2023-08-07,24.81,23.566,18.011,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,23.58,22.954,18.663999999999998,3.32,3.342,3.8815
2023-08-09,22.28,23.124000000000002,19.225,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,22.33,23.044,19.656,2.89,3.1220000000000003,3.8835
2023-08-11,17.82,22.163999999999998,19.859,2.83,3.104,3.8659999999999997
2023-08-14,19.81,21.163999999999998,19.979499999999998,3.23,3.024,3.851
2023-08-15,18.45,20.137999999999998,20.0675,2.44,2.848,3.7574999999999994
2023-08-16,17.3,19.142,20.234,1.94,2.666,3.6279999999999992
2023-08-17,17.57,18.19,20.6255,1.39,2.366,3.5044999999999993
2023-08-18,18.1,18.246,20.9735,1.45,2.09,3.3835
2023-08-21,20.06,18.296,21.2875,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,19.77,18.56,21.488999999999997,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,21.09,19.318,21.825499999999998,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,18.5,19.503999999999998,21.5125,1.53,1.8039999999999998,2.8905
2023-08-25,19.01,19.686,21.057,1.97,1.908,2.747
2023-08-28,19.71,19.616,20.6605,2.41,2.0100000000000002,2.617
2023-08-29,21.89,20.04,20.423000000000002,3.38,2.3440000000000003,2.553
2023-08-30,22.11,20.244,20.457,3.66,2.59,2.5595
2023-08-31,23.99,21.342000000000002,20.52,3.58,3.0,2.573
2023-09-01,23.47,22.233999999999998,20.582500000000003,3.65,3.336,2.6094999999999997
2023-09-05,23.33,22.958,20.5085,3.35,3.524,2.5955
2023-09-06,22.67,23.113999999999997,20.463,2.76,3.4,2.5675
2023-09-07,19.56,22.604,20.326999999999998,2.49,3.166,2.5495
2023-09-08,18.25,21.456,20.123,2.62,2.974,2.5360000000000005
2023-09-11,17.38,20.238,20.101000000000003,3.26,2.896,2.5575
2023-09-12,15.52,18.676,19.8865,2.72,2.77,2.532
2023-09-13,16.53,17.448,19.7905,2.84,2.786,2.5520000000000005
2023-09-14,16.15,16.766,19.733,3.7,3.028,2.6399999999999997
2023-09-15,10.5,15.216,19.3795,2.45,2.9939999999999998,2.693
2023-09-18,12.63,14.266,19.106,2.56,2.854,2.7485
2023-09-19,10.82,13.326000000000002,18.644,2.36,2.782,2.7715000000000005
2023-09-20,9.74,11.968,18.142500000000002,1.42,2.498,2.757
2023-09-21,8.28,10.394,17.502,-0.2,1.718,2.6255
2023-09-22,9.78,10.25,17.066,-0.44,1.1400000000000001,2.527
2023-09-25,10.04,9.732,16.6175,-0.03,0.622,2.4270000000000005
2023-09-26,7.49,9.065999999999999,16.0065,-1.48,-0.146,2.2325
2023-09-27,8.87,8.892,15.355500000000001,-1.46,-0.722,1.9904999999999997
2023-09-28,11.25,9.485999999999999,14.8125,-1.26,-0.9339999999999999,1.7445
2023-09-29,11.12,9.754,14.169,-1.49,-1.1440000000000001,1.491
2023-10-02,11.61,10.068000000000001,13.575999999999999,-1.47,-1.432,1.2349999999999999
2023-10-03,9.39,10.448,12.879,-2.77,-1.69,0.929
2023-10-04,11.87,11.048,12.339,-2.07,-1.812,0.6875
2023-10-05,10.73,10.943999999999999,11.897499999999999,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,11.13,10.946,11.5415,-1.01,-1.8939999999999997,0.274
2023-10-09,11.05,10.834,11.225,-0.36,-1.672,0.09300000000000001
2023-10-10,12.22,11.4,11.059999999999999,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,13.49,11.724,10.908,0.56,-0.564,-0.14999999999999997
2023-10-12,15.79,12.736,10.889999999999999,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,14.08,13.325999999999999,11.069,-0.55,-0.048,-0.48650000000000004
2023-10-16,15.05,14.126,11.19,0.47,0.118,-0.591
2023-10-17,14.92,14.666,11.395,0.48,0.186,-0.6849999999999999
2023-10-18,13.58,14.684000000000001,11.587,-0.85,-0.09600000000000002,-0.7985
2023-10-19,6.58,12.841999999999999,11.501999999999999,-1.68,-0.426,-0.8724999999999999
2023-10-20,6.3,11.286,11.328,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,6.16,9.508,11.134,-3.06,-1.6,-1.1465
2023-10-24,6.94,7.912000000000001,11.1065,-2.34,-2.164,-1.1895
2023-10-25,3.34,5.864,10.830000000000002,-3.7,-2.7340000000000004,-1.3015
2023-10-26,3.65,5.2780000000000005,10.45,-4.87,-3.372,-1.482
2023-10-27,3.46,4.71,10.067,-5.28,-3.85,-1.6715
2023-10-30,3.37,4.152,9.655,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,4.19,3.6019999999999994,9.395,-3.59,-4.319999999999999,-1.847
2023-11-01,7.26,4.386,9.1645,-2.49,-4.078,-1.8679999999999999
2023-11-02,10.09,5.674,9.1325,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,11.93,7.368,9.172500000000001,0.19,-2.15,-1.7355
2023-11-06,12.78,9.25,9.259,0.38,-1.242,-1.6985000000000003
2023-11-07,13.16,11.044,9.306000000000001,0.65,-0.394,-1.673
2023-11-08,14.26,12.443999999999999,9.3445,0.73,0.25,-1.6644999999999999
2023-11-09,14.72,13.37,9.291,-0.01,0.388,-1.6635000000000002
2023-11-10,20.81,15.146,9.6275,1.52,0.654,-1.56
2023-11-13,18.73,16.336000000000002,9.8115,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,22.45,18.194,10.187999999999999,3.34,1.4,-1.3695
2023-11-15,22.96,19.934,10.657,3.57,1.968,-1.1485
2023-11-16,23.4,21.669999999999998,11.498,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,23.39,22.186,12.352500000000001,3.86,3.18,-0.5415000000000001
2023-11-20,26.64,23.768,13.376499999999998,4.63,3.822,-0.15700000000000008
2023-11-21,24.6,24.198,14.2595,4.36,4.026,0.17799999999999994
2023-11-22,26.35,24.875999999999998,15.410000000000002,4.81,4.273999999999999,0.6034999999999999
2023-11-24,26.36,25.468,16.545499999999997,4.87,4.505999999999999,1.0905
2023-11-27,27.21,26.232000000000006,17.733,4.69,4.672,1.589
2023-11-28,25.43,25.99,18.836000000000002,4.79,4.704,2.0364999999999998
2023-11-29,25.96,26.262,19.924500000000002,4.72,4.776000000000001,2.452
2023-11-30,26.25,26.242,20.874000000000002,5.12,4.837999999999999,2.8325
2023-12-01,26.66,26.302,21.702499999999997,5.62,4.988,3.1485
2023-12-04,24.91,25.842000000000002,22.3515,5.11,5.072,3.3945
2023-12-05,23.13,25.381999999999998,22.869,5.08,5.130000000000001,3.6295
2023-12-06,22.81,24.752,23.3515,4.72,5.13,3.8329999999999997
2023-12-07,24.63,24.428,23.869999999999997,5.4,5.186,4.0665
2023-12-08,23.96,23.887999999999998,24.332,5.77,5.215999999999999,4.3555
2023-12-11,28.43,24.592000000000002,24.713,6.12,5.418,4.585500000000001
2023-12-12,28.01,25.568,25.177,6.6,5.7219999999999995,4.8445
2023-12-13,28.34,26.674,25.4715,7.92,6.362,5.0735
2023-12-14,31.48,28.044,25.8975,8.21,6.9239999999999995,5.3055
2023-12-15,32.09,29.670000000000005,26.332,8.06,7.382000000000001,5.523
2023-12-18,31.74,30.332,26.7495,8.62,7.882,5.761
2023-12-19,33.21,31.372000000000003,27.078000000000003,9.16,8.394,5.9875
2023-12-20,29.75,31.654000000000003,27.335500000000003,7.51,8.312,6.1450000000000005
2023-12-21,32.67,31.892000000000003,27.6515,8.36,8.341999999999999,6.3225
2023-12-22,33.08,32.089999999999996,27.9875,8.57,8.443999999999999,6.5075
2023-12-26,35.16,32.774,28.385,8.94,8.508,6.720000000000001
2023-12-27,35.06,33.144000000000005,28.866499999999995,9.1,8.495999999999999,6.9355
2023-12-28,34.36,34.066,29.2865,9.11,8.815999999999999,7.154999999999999
2023-12-29,33.51,34.233999999999995,29.6495,8.87,8.918000000000001,7.342499999999999
2024-01-02,28.48,33.314,29.740499999999997,8.16,8.836,7.469499999999999
2024-01-03,26.63,31.608000000000004,29.8265,7.53,8.553999999999998,7.5905000000000005
2024-01-04,25.71,29.738,29.9555,7.23,8.18,7.698
2024-01-05,25.92,28.05,30.110999999999997,7.36,7.830000000000001,7.83
2024-01-08,30.02,27.352000000000004,30.380499999999994,8.85,7.8260000000000005,8.0025
2024-01-09,29.16,27.488,30.640500000000003,8.62,7.918000000000001,8.145
2024-01-10,28.77,27.916000000000004,30.6575,9.22,8.256,8.3
2024-01-11,30.53,28.880000000000003,30.783499999999997,9.19,8.648,8.429499999999999
2024-01-12,30.45,29.786,30.889000000000003,9.23,9.022,8.495000000000001
2024-01-16,30.69,29.919999999999998,30.8495,8.92,9.036,8.5305
2024-01-17,29.31,29.95,30.710500000000003,8.42,8.996,8.5485
2024-01-18,34.81,31.157999999999998,30.863999999999997,9.22,8.995999999999999,8.578500000000002
2024-01-19,41.64,33.38,31.285499999999995,10.34,9.226,8.6375
2024-01-22,42.86,35.862,31.940999999999995,10.55,9.49,8.7895
2024-01-23,42.33,38.190000000000005,32.424,10.83,9.872,8.913
2024-01-24,45.31,41.39,33.0355,10.91,10.370000000000001,9.03
2024-01-25,48.24,44.076,33.689499999999995,11.43,10.812000000000001,9.1545
2024-01-26,43.78,44.504,34.1255,11.37,11.017999999999999,9.267999999999999
2024-01-29,44.92,44.916000000000004,34.6535,12.06,11.32,9.4155
2024-01-30,43.48,45.146,35.152,11.99,11.552,9.5715
2024-01-31,41.95,44.474000000000004,35.8255,10.45,11.459999999999999,9.686
2024-02-01,42.2,43.266,36.604,11.46,11.466,9.8825
2024-02-02,43.11,43.132000000000005,37.474000000000004,12.41,11.674000000000001,10.141499999999999
2024-02-05,44.89,43.126,38.4225,12.07,11.676,10.377
2024-02-06,42.66,42.962,39.054500000000004,12.35,11.748,10.552000000000001
2024-02-07,44.52,43.476,39.8225,13.07,12.272,10.7745
2024-02-08,46.64,44.364,40.715999999999994,13.13,12.606,10.97
2024-02-09,52.94,46.33,41.8365,13.64,12.852,11.1925
2024-02-12,52.46,47.844,42.937,13.6,13.157999999999998,11.411
2024-02-13,50.16,49.344,43.9105,12.17,13.122,11.5735
2024-02-14,53.62,51.164,45.126,13.12,13.132,11.808499999999999
2024-02-15,53.33,52.501999999999995,46.052,13.8,13.266,12.0375
2024-02-16,55.17,52.948,46.728500000000004,13.28,13.193999999999999,12.1845
2024-02-20,51.33,52.722,47.152,12.73,13.02,12.2935
2024-02-21,51.56,53.001999999999995,47.6135,12.83,13.151999999999997,12.3935
2024-02-22,57.91,53.86,48.2435,14.94,13.516,12.595
2024-02-23,55.54,54.302,48.60850000000001,14.99,13.754000000000001,12.773
2024-02-26,57.07,54.681999999999995,49.273,14.61,14.02,12.934999999999999
2024-02-27,55.81,55.577999999999996,49.8175,14.81,14.435999999999998,13.0725
2024-02-28,54.55,56.176,50.370999999999995,14.65,14.8,13.2055
2024-02-29,56.99,55.992,51.123000000000005,15.05,14.822,13.435500000000001
2024-03-01,62.66,57.416,52.146,15.81,14.986,13.653
2024-03-04,62.04,58.410000000000004,53.092499999999994,15.68,15.2,13.8165
2024-03-05,59.75,59.198,53.8355,14.57,15.152000000000001,13.941500000000001
2024-03-06,62.73,60.83399999999999,54.839,15.15,15.252,14.0815
2024-03-07,64.74,62.38399999999999,55.85,16.24,15.49,14.24
2024-03-08,58.73,61.598,56.45450000000001,15.57,15.442000000000002,14.362
2024-03-11,54.7,60.129999999999995,56.5425,15.48,15.402000000000001,14.454000000000002
2024-03-12,57.85,59.75,56.812,16.5,15.788,14.599
2024-03-13,53.97,57.998000000000005,57.00250000000001,16.35,16.028,14.807999999999998
2024-03-14,53.81,55.812,57.012,16.14,16.008000000000003,14.958999999999998
2024-03-15,51.3,54.326,56.9105,15.48,15.989999999999998,15.043000000000001
2024-03-18,53.74,54.134,56.839,16.07,16.108,15.1825
2024-03-19,54.68,53.5,57.0065,16.58,16.124000000000002,15.375
2024-03-20,57.63,54.232000000000006,57.31,17.38,16.33,15.602500000000001
2024-03-21,63.09,56.088,57.569,17.69,16.639999999999997,15.74
2024-03-22,62.33,58.294,57.908500000000004,17.27,16.998,15.854
2024-03-25,61.28,59.802,58.11899999999999,17.03,17.19,15.975
2024-03-26,60.59,60.984,58.35799999999999,16.78,17.23,16.073500000000003
2024-03-27,60.33,61.524,58.647000000000006,17.57,17.268,16.2195
2024-03-28,61.3,61.166,58.8625,17.56,17.242,16.345
2024-04-01,61.88,61.076,58.82349999999999,17.14,17.216,16.411499999999997
2024-04-02,59.53,60.726,58.698,16.47,17.104,16.451
2024-04-03,61.32,60.872,58.7765,16.56,17.06,16.5505
2024-04-04,56.97,60.2,58.4885,15.31,16.608,16.558500000000002
2024-04-05,59.73,59.886,58.238,16.37,16.369999999999997,16.565
2024-04-08,59.51,59.412,58.277,16.41,16.224,16.607
2024-04-09,60.5,59.605999999999995,58.56700000000001,16.55,16.240000000000002,16.6605
2024-04-10,58.6,59.062,58.604499999999994,15.5,16.028,16.6105
2024-04-11,62.15,60.098,59.0135,16.27,16.22,16.6065
2024-04-12,57.85,59.722,59.2155,14.8,15.906,16.5395
2024-04-15,56.09,59.038,59.455,13.46,15.315999999999999,16.438499999999998
2024-04-16,58.86,58.71,59.711,13.26,14.658000000000001,16.298000000000002
2024-04-17,50.57,57.104,59.5055,12.6,14.078,16.098999999999997
2024-04-18,46.78,54.029999999999994,58.963,12.36,13.296000000000001,15.847999999999999
2024-04-19,43.74,51.208000000000006,57.99549999999999,11.45,12.626,15.535999999999998
2024-04-22,43.39,48.668,57.048500000000004,12.38,12.41,15.2915
2024-04-23,46.53,46.202000000000005,56.311,13.77,12.512,15.128499999999999
2024-04-24,46.12,45.312,55.5875,13.69,12.73,14.974
2024-04-25,48.82,45.72,55.012,13.23,12.904,14.757
2024-04-26,52.7,47.512,54.58200000000001,14.34,13.482,14.596
2024-04-29,53.26,49.486000000000004,54.15100000000001,14.73,13.952000000000002,14.4755
2024-04-30,47.67,49.714,53.55800000000001,12.94,13.785999999999998,14.298999999999998
2024-05-01,42.66,49.022,52.625,12.36,13.52,14.088999999999999
2024-05-02,45.15,48.288,52.03399999999999,13.38,13.55,13.992499999999998
2024-05-03,49.12,47.572,51.503499999999995,14.75,13.632,13.911499999999998
2024-05-06,51.68,47.25599999999999,51.112,15.88,13.862,13.885
2024-05-07,50.14,47.75,50.59400000000001,16.04,14.482,13.8595
2024-05-08,49.88,49.194,50.158,16.05,15.219999999999999,13.887
2024-05-09,48.96,49.956,49.4985,16.7,15.884,13.9085
2024-05-10,50.22,50.176,49.117000000000004,16.85,16.304000000000002,14.011000000000001
2024-05-13,48.36,49.512,48.7305,16.85,16.497999999999998,14.180499999999999
2024-05-14,49.76,49.436,48.2755,17.4,16.77,14.3875
2024-05-15,55.39,50.538,48.5165,18.81,17.322,14.698000000000002
2024-05-16,54.61,51.66799999999999,48.908,18.58,17.698,15.009
2024-05-17,49.69,51.562,49.205499999999994,18.76,18.08,15.374500000000001
2024-05-20,54.48,52.78599999999999,49.76,18.87,18.484,15.699000000000002
2024-05-21,57.99,54.431999999999995,50.333,19.19,18.842000000000002,15.969999999999999
2024-05-22,58.27,55.008,50.9405,18.84,18.848000000000003,16.2275
2024-05-23,57.05,55.496,51.352,17.97,18.726000000000003,16.4645
2024-05-24,59.04,57.366,51.669000000000004,18.76,18.726,16.685499999999998
2024-05-28,59.15,58.3,51.963499999999996,18.86,18.724,16.892000000000003
2024-05-29,56.27,57.955999999999996,52.393499999999996,18.03,18.492,17.1465
2024-05-30,55.86,57.474000000000004,53.0535,17.25,18.174,17.391
2024-05-31,52.94,56.652,53.443,18.26,18.232,17.635
2024-06-03,52.56,55.35600000000001,53.614999999999995,18.08,18.096,17.8015
2024-06-04,50.5,53.626,53.556000000000004,18.22,17.968,17.9185
2024-06-05,58.31,54.034000000000006,53.9645,19.6,18.282000000000004,18.0965
2024-06-06,56.79,54.220000000000006,54.31,19.58,18.747999999999998,18.273
2024-06-07,56.88,55.008,54.706,19.43,18.982,18.4095
2024-06-10,63.3,57.156000000000006,55.36,19.81,19.328,18.557499999999997
2024-06-11,62.78,59.612,56.081,20.08,19.7,18.719
2024-06-12,68.81,61.712,57.033500000000004,21.06,19.991999999999997,18.901999999999997
2024-06-13,68.95,64.14399999999999,57.7115,21.28,20.332,19.0255
2024-06-14,68.55,66.478,58.408500000000004,21.38,20.722,19.1655
2024-06-17,74.24,68.666,59.636,22.32,21.224,19.3435
2024-06-18,77.09,71.52799999999999,60.76649999999999,22.64,21.736,19.532
2024-06-20,72.58,72.282,61.496,22.31,21.985999999999997,19.688
2024-06-21,70.84,72.66,62.1245,22.04,22.137999999999998,19.848000000000003
2024-06-24,66.71,72.292,62.6075,21.72,22.206,20.0355
2024-06-25,71.24,71.692,63.217499999999994,22.14,22.17,20.2045
2024-06-26,71.7,70.614,63.845000000000006,22.26,22.094,20.3745
2024-06-27,71.71,70.44000000000001,64.617,22.42,22.116000000000003,20.594
2024-06-28,73.15,70.902,65.4815,21.66,22.04,20.814500000000002
2024-07-01,71.29,71.81800000000001,66.399,21.54,22.003999999999998,20.9785
2024-07-02,72.94,72.158,67.41799999999999,22.15,22.006,21.182
2024-07-03,74.28,72.674,68.607,22.58,22.07,21.4
2024-07-05,74.96,73.324,69.4395,23.16,22.218,21.578
2024-07-08,76.83,74.06,70.44149999999999,23.25,22.535999999999998,21.7615
2024-07-09,78.31,75.464,71.513,23.35,22.898000000000003,21.9575
2024-07-10,80.31,76.938,72.3635,24.29,23.326,22.1815
2024-07-11,71.19,76.32000000000001,72.784,23.45,23.5,22.35
2024-07-12,72.53,75.83399999999999,72.97,24.05,23.678,22.4995
