Date,rate_MSFT,rate_MSFT_5D,rate_MSFT_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-20,-0.22,0.186,-0.7855000000000001,-5.36,-5.018000000000001,-6.487
2023-04-21,-0.32,0.19,-0.638,-5.3,-5.037999999999999,-6.2845
2023-04-24,-1.49,-0.22199999999999998,-0.599,-5.18,-5.098000000000001,-6.087
2023-04-25,-3.52,-1.016,-0.5900000000000001,-6.43,-5.42,-5.9595
2023-04-26,2.85,-0.5399999999999998,-0.2425,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,5.87,0.6780000000000002,0.165,-5.24,-5.786,-5.71
2023-04-28,6.65,2.072,0.5505000000000001,-4.56,-5.638,-5.5715
2023-05-01,5.98,3.5660000000000003,0.8290000000000001,-4.51,-5.504,-5.4944999999999995
2023-05-02,5.93,5.456,1.1235000000000002,-5.49,-5.316,-5.4910000000000005
2023-05-03,5.59,6.004,1.4020000000000001,-6.08,-5.176,-5.4910000000000005
2023-05-04,5.93,6.016,1.7454999999999998,-6.71,-5.47,-5.5115
2023-05-05,7.65,6.215999999999999,2.0515,-5.15,-5.588,-5.471500000000001
2023-05-08,6.99,6.418000000000001,2.3619999999999997,-5.11,-5.708,-5.4345
2023-05-09,6.44,6.5200000000000005,2.758,-5.5,-5.71,-5.4174999999999995
2023-05-10,8.23,7.048,3.232,-5.1,-5.514,-5.362
2023-05-11,7.49,7.360000000000001,3.56,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,7.1,7.25,3.932,-5.35,-5.258,-5.3805000000000005
2023-05-15,7.27,7.306,4.267,-5.04,-5.244,-5.3885
2023-05-16,7.92,7.602000000000001,4.6405,-5.65,-5.274,-5.430000000000001
2023-05-17,8.58,7.672,5.046,-4.56,-5.166,-5.416500000000001
2023-05-18,9.88,8.15,5.551,-3.65,-4.85,-5.331
2023-05-19,9.83,8.696000000000002,6.0585,-3.8,-4.54,-5.255999999999999
2023-05-22,10.65,9.372000000000002,6.6655,-3.74,-4.28,-5.184
2023-05-23,8.78,9.544,7.280500000000001,-4.8,-4.109999999999999,-5.1025
2023-05-24,8.33,9.494000000000002,7.5545,-5.51,-4.3,-5.039
2023-05-25,12.15,9.948,7.8685,-4.7,-4.51,-5.012
2023-05-26,14.36,10.854000000000001,8.254000000000001,-3.48,-4.446,-4.958
2023-05-30,13.83,11.49,8.6465,-3.45,-4.388,-4.905
2023-05-31,12.93,12.32,8.996500000000001,-3.96,-4.220000000000001,-4.8285
2023-06-01,13.96,13.446000000000002,9.415000000000001,-2.99,-3.716,-4.674
2023-06-02,14.75,13.966,9.856,-1.6,-3.096,-4.4185
2023-06-05,14.85,14.063999999999998,10.216,-1.79,-2.758,-4.250500000000001
2023-06-06,14.41,14.180000000000001,10.587,-1.59,-2.386,-4.0745
2023-06-07,12.4,14.074000000000002,10.885000000000002,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,12.77,13.836000000000002,11.112,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,13.07,13.5,11.391,-1.17,-1.558,-3.5035000000000003
2023-06-12,14.06,13.342000000000002,11.739,-0.27,-1.254,-3.2495
2023-06-13,14.64,13.388,12.1075,0.38,-0.86,-2.9785
2023-06-14,15.37,13.982,12.48,0.45,-0.388,-2.6735
2023-06-15,17.95,15.018,12.948500000000001,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,16.57,15.718,13.283000000000001,1.35,0.7260000000000001,-2.1095
2023-06-20,15.54,16.014,13.5685,0.89,0.958,-1.875
2023-06-21,14.47,15.98,13.7595,0.35,0.9520000000000002,-1.6705
2023-06-22,15.94,16.094,14.117500000000001,0.71,1.004,-1.395
2023-06-23,14.82,15.468,14.442000000000002,-0.04,0.652,-1.1215
2023-06-26,13.28,14.809999999999999,14.498499999999998,-0.45,0.292,-0.909
2023-06-27,15.01,14.704000000000002,14.531,0.64,0.242,-0.7030000000000001
2023-06-28,15.39,14.888,14.608999999999998,0.69,0.30999999999999994,-0.496
2023-06-29,15.15,14.73,14.720000000000002,0.68,0.304,-0.26400000000000007
2023-06-30,16.75,15.116000000000003,14.8595,1.85,0.682,-0.022
2023-07-03,15.68,15.596,14.906,2.0,1.1720000000000002,0.158
2023-07-05,15.73,15.74,14.95,1.78,1.4,0.3365
2023-07-06,16.71,16.004,15.065000000000001,0.97,1.456,0.46449999999999997
2023-07-07,15.44,16.062,15.217000000000002,0.74,1.468,0.597
2023-07-10,13.76,15.464000000000002,15.266499999999999,1.01,1.3,0.7140000000000001
2023-07-11,13.97,15.122000000000003,15.3115,1.65,1.23,0.8550000000000001
2023-07-12,15.51,15.078,15.384,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,17.28,15.192000000000002,15.516,3.26,1.8199999999999998,1.1345
2023-07-14,18.12,15.728000000000003,15.6535,3.18,2.308,1.2710000000000001
2023-07-17,18.28,16.632000000000005,15.670000000000002,3.53,2.812,1.3615
2023-07-18,22.86,18.410000000000004,15.9845,4.31,3.344,1.5095
2023-07-19,21.39,19.586000000000002,16.277,4.53,3.7619999999999996,1.6915
2023-07-20,18.66,19.862000000000002,16.4865,3.86,3.882,1.8669999999999998
2023-07-21,17.63,19.764000000000003,16.570999999999998,3.87,4.0200000000000005,2.025
2023-07-24,18.07,19.722,16.7335,4.3,4.1739999999999995,2.242
2023-07-25,20.04,19.158,17.0715,4.56,4.224,2.4925
2023-07-26,15.61,18.002000000000002,17.1015,4.58,4.234,2.6895
2023-07-27,13.24,16.918,16.994,3.99,4.26,2.8545000000000003
2023-07-28,15.81,16.554000000000002,17.027,4.84,4.454,3.0625
2023-07-31,14.99,15.938000000000002,16.939,5.01,4.595999999999999,3.2205
2023-08-01,14.83,14.896,16.8965,4.66,4.616,3.3534999999999995
2023-08-02,11.9,14.154000000000002,16.705000000000002,3.53,4.406000000000001,3.441
2023-08-03,11.62,13.830000000000002,16.450499999999998,3.31,4.27,3.558
2023-08-04,11.99,13.065999999999999,16.278,2.92,3.886,3.6670000000000003
2023-08-07,12.76,12.620000000000001,16.228,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,11.74,12.002000000000002,16.1165,3.32,3.342,3.8815
2023-08-09,10.78,11.778,15.879999999999999,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,10.96,11.646,15.564000000000002,2.89,3.1220000000000003,3.8835
2023-08-11,10.47,11.342000000000002,15.1815,2.83,3.104,3.8659999999999997
2023-08-14,11.24,11.038000000000002,14.8295,3.23,3.024,3.851
2023-08-15,10.73,10.836000000000002,14.223000000000003,2.44,2.848,3.7574999999999994
2023-08-16,10.39,10.758000000000001,13.672999999999998,1.94,2.666,3.6279999999999992
2023-08-17,9.57,10.480000000000002,13.2185,1.39,2.366,3.5044999999999993
2023-08-18,9.48,10.282000000000002,12.811000000000002,1.45,2.09,3.3835
2023-08-21,10.74,10.182000000000002,12.4445,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,10.87,10.210000000000003,11.986,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,11.9,10.512000000000002,11.800500000000001,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,10.3,10.658000000000001,11.653500000000001,1.53,1.8039999999999998,2.8905
2023-08-25,10.99,10.96,11.4125,1.97,1.908,2.747
2023-08-28,11.15,11.042000000000002,11.2205,2.41,2.0100000000000002,2.617
2023-08-29,12.23,11.314000000000002,11.0905,3.38,2.3440000000000003,2.553
2023-08-30,12.31,11.396,11.111,3.66,2.59,2.5595
2023-08-31,12.08,11.752000000000002,11.134,3.58,3.0,2.573
2023-09-01,12.04,11.962000000000002,11.1365,3.65,3.336,2.6094999999999997
2023-09-05,13.14,12.360000000000003,11.1555,3.35,3.524,2.5955
2023-09-06,12.95,12.504000000000001,11.216,2.76,3.4,2.5675
2023-09-07,12.03,12.448000000000002,11.2785,2.49,3.166,2.5495
2023-09-08,13.44,12.72,11.4025,2.62,2.974,2.5360000000000005
2023-09-11,14.63,13.238,11.6105,3.26,2.896,2.5575
2023-09-12,12.59,13.128,11.678,2.72,2.77,2.532
2023-09-13,14.01,13.34,11.841999999999999,2.84,2.786,2.5520000000000005
2023-09-14,14.88,13.910000000000002,12.066500000000001,3.7,3.028,2.6399999999999997
2023-09-15,12.08,13.638000000000002,12.192,2.45,2.9939999999999998,2.693
2023-09-18,11.69,13.05,12.302499999999998,2.56,2.854,2.7485
2023-09-19,11.55,12.842000000000002,12.343,2.36,2.782,2.7715000000000005
2023-09-20,8.93,11.826000000000002,12.246,1.42,2.498,2.757
2023-09-21,8.51,10.552000000000003,12.0765,-0.2,1.718,2.6255
2023-09-22,7.67,9.670000000000002,11.944999999999999,-0.44,1.1400000000000001,2.527
2023-09-25,7.85,8.902000000000001,11.788,-0.03,0.622,2.4270000000000005
2023-09-26,6.03,7.798000000000002,11.532,-1.48,-0.146,2.2325
2023-09-27,6.25,7.262000000000002,11.233,-1.46,-0.722,1.9904999999999997
2023-09-28,6.54,6.868000000000002,10.944500000000001,-1.26,-0.9339999999999999,1.7445
2023-09-29,7.25,6.784000000000002,10.703,-1.49,-1.1440000000000001,1.491
2023-10-02,9.1,7.034000000000001,10.556000000000001,-1.47,-1.432,1.2349999999999999
2023-10-03,6.31,7.090000000000002,10.2145,-2.77,-1.69,0.929
2023-10-04,8.16,7.472000000000001,9.975,-2.07,-1.812,0.6875
2023-10-05,8.29,7.822000000000001,9.788,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,10.92,8.556000000000001,9.662,-1.01,-1.8939999999999997,0.274
2023-10-09,11.77,9.09,9.519,-0.36,-1.672,0.09300000000000001
2023-10-10,11.29,10.086,9.454,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,12.64,10.982000000000001,9.3855,0.56,-0.564,-0.14999999999999997
2023-10-12,12.21,11.766000000000002,9.251999999999999,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,11.07,11.796000000000001,9.2015,-0.55,-0.048,-0.48650000000000004
2023-10-16,12.71,11.984000000000002,9.252500000000001,0.47,0.118,-0.591
2023-10-17,12.52,12.230000000000002,9.300999999999998,0.48,0.186,-0.6849999999999999
2023-10-18,11.86,12.074000000000002,9.4475,-0.85,-0.09600000000000002,-0.7985
2023-10-19,12.27,12.086000000000002,9.6355,-1.68,-0.426,-0.8724999999999999
2023-10-20,10.71,12.014000000000001,9.7875,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,11.6,11.792000000000002,9.975,-3.06,-1.6,-1.1465
2023-10-24,12.0,11.688,10.273499999999999,-2.34,-2.164,-1.1895
2023-10-25,15.4,12.396,10.730999999999998,-3.7,-2.7340000000000004,-1.3015
2023-10-26,11.12,12.166000000000002,10.959999999999999,-4.87,-3.372,-1.482
2023-10-27,11.76,12.376000000000001,11.1855,-5.28,-3.85,-1.6715
2023-10-30,14.27,12.910000000000002,11.443999999999999,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,14.54,13.418000000000001,11.8555,-3.59,-4.319999999999999,-1.847
2023-11-01,16.88,13.714000000000002,12.2915,-2.49,-4.078,-1.8679999999999999
2023-11-02,17.62,15.014000000000001,12.758,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,19.09,16.48,13.1665,0.19,-2.15,-1.7355
2023-11-06,20.31,17.688000000000002,13.5935,0.38,-1.242,-1.6985000000000003
2023-11-07,21.64,19.108,14.110999999999999,0.65,-0.394,-1.673
2023-11-08,22.52,20.236,14.605,0.73,0.25,-1.6644999999999999
2023-11-09,21.69,21.05,15.079000000000002,-0.01,0.388,-1.6635000000000002
2023-11-10,24.66,22.163999999999998,15.758499999999998,1.52,0.654,-1.56
2023-11-13,23.67,22.836000000000002,16.3065,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,24.87,23.482000000000003,16.924,3.34,1.4,-1.3695
2023-11-15,24.67,23.912000000000003,17.564500000000002,3.57,1.968,-1.1485
2023-11-16,26.83,24.94,18.2925,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,24.73,24.954,18.9935,3.86,3.18,-0.5415000000000001
2023-11-20,27.26,25.672000000000004,19.776500000000002,4.63,3.822,-0.15700000000000008
2023-11-21,26.24,25.946000000000005,20.488500000000002,4.36,4.026,0.17799999999999994
2023-11-22,27.35,26.482,21.086,4.81,4.273999999999999,0.6034999999999999
2023-11-24,27.25,26.566000000000003,21.8925,4.87,4.505999999999999,1.0905
2023-11-27,27.53,27.126000000000005,22.681,4.69,4.672,1.589
2023-11-28,28.48,27.370000000000005,23.3915,4.79,4.704,2.0364999999999998
2023-11-29,27.58,27.637999999999998,24.0435,4.72,4.776000000000001,2.452
2023-11-30,27.6,27.688,24.5795,5.12,4.837999999999999,2.8325
2023-12-01,26.08,27.454,25.0025,5.62,4.988,3.1485
2023-12-04,24.85,26.918,25.2905,5.11,5.072,3.3945
2023-12-05,25.8,26.381999999999998,25.565,5.08,5.130000000000001,3.6295
2023-12-06,24.75,25.816000000000003,25.720500000000005,4.72,5.13,3.8329999999999997
2023-12-07,25.36,25.368000000000002,25.8625,5.4,5.186,4.0665
2023-12-08,26.29,25.410000000000004,26.0925,5.77,5.215999999999999,4.3555
2023-12-11,25.46,25.532,26.1325,6.12,5.418,4.585500000000001
2023-12-12,26.41,25.654000000000003,26.2695,6.6,5.7219999999999995,4.8445
2023-12-13,26.41,25.986,26.3465,7.92,6.362,5.0735
2023-12-14,23.8,25.674,26.302999999999997,8.21,6.9239999999999995,5.3055
2023-12-15,25.28,25.472,26.2255,8.06,7.382000000000001,5.523
2023-12-18,25.88,25.556,26.282999999999998,8.62,7.882,5.761
2023-12-19,26.07,25.488000000000003,26.2235,9.16,8.394,5.9875
2023-12-20,25.22,25.25,26.172499999999996,7.51,8.312,6.1450000000000005
2023-12-21,26.16,25.722,26.113,8.36,8.341999999999999,6.3225
2023-12-22,26.5,25.966,26.075499999999998,8.57,8.443999999999999,6.5075
2023-12-26,26.52,26.094,26.025,8.94,8.508,6.720000000000001
2023-12-27,26.33,26.146000000000004,25.9175,9.1,8.495999999999999,6.9355
2023-12-28,26.72,26.446000000000005,25.8745,9.11,8.815999999999999,7.154999999999999
2023-12-29,26.97,26.607999999999997,25.843,8.87,8.918000000000001,7.342499999999999
2024-01-02,24.84,26.276,25.781,8.16,8.836,7.469499999999999
2024-01-03,24.75,25.922000000000004,25.776,7.53,8.553999999999998,7.5905000000000005
2024-01-04,23.87,25.43,25.6795,7.23,8.18,7.698
2024-01-05,23.81,24.848000000000003,25.6325,7.36,7.830000000000001,7.83
2024-01-08,26.12,24.678000000000004,25.670499999999997,8.85,7.8260000000000005,8.0025
2024-01-09,26.49,25.008000000000003,25.680500000000002,8.62,7.918000000000001,8.145
2024-01-10,28.82,25.822000000000003,25.8485,9.22,8.256,8.3
2024-01-11,29.44,26.936,26.0,9.19,8.648,8.429499999999999
2024-01-12,30.72,28.318,26.2155,9.23,9.022,8.495000000000001
2024-01-16,31.32,29.358000000000004,26.591499999999996,8.92,9.036,8.5305
2024-01-17,31.05,30.270000000000003,26.880000000000003,8.42,8.996,8.5485
2024-01-18,32.52,31.01,27.212,9.22,8.995999999999999,8.578500000000002
2024-01-19,34.12,31.946000000000005,27.6145,10.34,9.226,8.6375
2024-01-22,33.4,32.482000000000006,28.023500000000002,10.55,9.49,8.7895
2024-01-23,34.2,33.05800000000001,28.4255,10.83,9.872,8.913
2024-01-24,35.42,33.932,28.871499999999997,10.91,10.370000000000001,9.03
2024-01-25,36.19,34.66600000000001,29.355,11.43,10.812000000000001,9.1545
2024-01-26,35.87,35.016000000000005,29.832,11.37,11.017999999999999,9.267999999999999
2024-01-29,37.81,35.898,30.3865,12.06,11.32,9.4155
2024-01-30,37.43,36.544000000000004,30.9095,11.99,11.552,9.5715
2024-01-31,33.76,36.212,31.3555,10.45,11.459999999999999,9.686
2024-02-01,35.18,36.010000000000005,31.877,11.46,11.466,9.8825
2024-02-02,37.62,36.36,32.564499999999995,12.41,11.674000000000001,10.141499999999999
2024-02-05,35.8,35.958,33.164,12.07,11.676,10.377
2024-02-06,35.75,35.622,33.6455,12.35,11.748,10.552000000000001
2024-02-07,38.15,36.5,34.2285,13.07,12.272,10.7745
2024-02-08,38.17,37.098,34.696,13.13,12.606,10.97
2024-02-09,39.97,37.568000000000005,35.222500000000004,13.64,12.852,11.1925
2024-02-12,38.49,38.106,35.611000000000004,13.6,13.157999999999998,11.411
2024-02-13,35.76,38.108000000000004,35.833000000000006,12.17,13.122,11.5735
2024-02-14,36.73,37.824000000000005,36.117,13.12,13.132,11.808499999999999
2024-02-15,35.83,37.356,36.2825,13.8,13.266,12.0375
2024-02-16,35.07,36.376,36.33,13.28,13.193999999999999,12.1845
2024-02-20,34.68,35.614,36.394,12.73,13.02,12.2935
2024-02-21,34.49,35.36,36.4085,12.83,13.151999999999997,12.3935
2024-02-22,37.39,35.492000000000004,36.507,14.94,13.516,12.595
2024-02-23,36.99,35.724000000000004,36.547,14.99,13.754000000000001,12.773
2024-02-26,36.13,35.936,36.559999999999995,14.61,14.02,12.934999999999999
2024-02-27,36.11,36.222,36.475,14.81,14.435999999999998,13.0725
2024-02-28,36.19,36.562,36.413,14.65,14.8,13.2055
2024-02-29,38.08,36.7,36.629,15.05,14.822,13.435500000000001
2024-03-01,38.0,36.902,36.769999999999996,15.81,14.986,13.653
2024-03-04,37.81,37.238,36.7795,15.68,15.2,13.8165
2024-03-05,33.88,36.792,36.6835,14.57,15.152000000000001,13.941500000000001
2024-03-06,33.7,36.294000000000004,36.581,15.15,15.252,14.0815
2024-03-07,35.96,35.870000000000005,36.471500000000006,16.24,15.49,14.24
2024-03-08,35.02,35.27400000000001,36.314,15.57,15.442000000000002,14.362
2024-03-11,34.48,34.608000000000004,36.0395,15.48,15.402000000000001,14.454000000000002
2024-03-12,37.98,35.428000000000004,36.013999999999996,16.5,15.788,14.599
2024-03-13,37.92,36.272000000000006,36.122,16.35,16.028,14.807999999999998
2024-03-14,41.22,37.324000000000005,36.346500000000006,16.14,16.008000000000003,14.958999999999998
2024-03-15,38.35,37.99,36.472500000000004,15.48,15.989999999999998,15.043000000000001
2024-03-18,38.64,38.822,36.650999999999996,16.07,16.108,15.1825
2024-03-19,39.98,39.222,36.916000000000004,16.58,16.124000000000002,15.375
2024-03-20,41.24,39.886,37.2535,17.38,16.33,15.602500000000001
2024-03-21,42.59,40.160000000000004,37.5135,17.69,16.639999999999997,15.74
2024-03-22,42.39,40.968,37.783500000000004,17.27,16.998,15.854
2024-03-25,40.46,41.33200000000001,38.0,17.03,17.19,15.975
2024-03-26,40.06,41.348000000000006,38.197500000000005,16.78,17.23,16.073500000000003
2024-03-27,39.99,41.098,38.3875,17.57,17.268,16.2195
2024-03-28,39.76,40.532000000000004,38.471500000000006,17.56,17.242,16.345
2024-04-01,40.31,40.11600000000001,38.587,17.14,17.216,16.411499999999997
2024-04-02,39.3,39.884,38.661500000000004,16.47,17.104,16.451
2024-04-03,38.98,39.668000000000006,38.9165,16.56,17.06,16.5505
2024-04-04,38.14,39.298,39.1385,15.31,16.608,16.558500000000002
2024-04-05,40.62,39.470000000000006,39.3715,16.37,16.369999999999997,16.565
2024-04-08,40.32,39.472,39.6365,16.41,16.224,16.607
2024-04-09,40.87,39.786,39.956,16.55,16.240000000000002,16.6605
2024-04-10,39.89,39.968,40.0515,15.5,16.028,16.6105
2024-04-11,41.41,40.622,40.226,16.27,16.22,16.6065
2024-04-12,39.44,40.386,40.137,14.8,15.906,16.5395
2024-04-15,36.74,39.67,40.0565,13.46,15.315999999999999,16.438499999999998
2024-04-16,37.05,38.906000000000006,39.977,13.26,14.658000000000001,16.298000000000002
2024-04-17,36.15,38.158,39.7855,12.6,14.078,16.098999999999997
2024-04-18,33.68,36.612,39.4075,12.36,13.296000000000001,15.847999999999999
2024-04-19,32.0,35.124,38.878,11.45,12.626,15.535999999999998
2024-04-22,32.6,34.296,38.38850000000001,12.38,12.41,15.2915
2024-04-23,34.76,33.838,38.103500000000004,13.77,12.512,15.128499999999999
2024-04-24,35.25,33.658,37.863,13.69,12.73,14.974
2024-04-25,31.97,33.315999999999995,37.461999999999996,13.23,12.904,14.757
2024-04-26,34.35,33.786,37.1915,14.34,13.482,14.596
2024-04-29,33.02,33.870000000000005,36.827,14.73,13.952000000000002,14.4755
2024-04-30,28.8,32.678000000000004,36.302,12.94,13.785999999999998,14.298999999999998
2024-05-01,30.11,31.650000000000006,35.85850000000001,12.36,13.52,14.088999999999999
2024-05-02,31.05,31.466,35.504,13.38,13.55,13.992499999999998
2024-05-03,33.88,31.372000000000003,35.167,14.75,13.632,13.911499999999998
2024-05-06,36.09,31.986,34.9555,15.88,13.862,13.885
2024-05-07,34.73,33.172000000000004,34.6485,16.04,14.482,13.8595
2024-05-08,35.12,34.174,34.410000000000004,16.05,15.219999999999999,13.887
2024-05-09,35.69,35.102,34.124,16.7,15.884,13.9085
2024-05-10,36.48,35.622,33.976,16.85,16.304000000000002,14.011000000000001
2024-05-13,36.15,35.634,33.9465,16.85,16.497999999999998,14.180499999999999
2024-05-14,37.07,36.102000000000004,33.947500000000005,17.4,16.77,14.3875
2024-05-15,39.19,36.916000000000004,34.0995,18.81,17.322,14.698000000000002
2024-05-16,38.51,37.480000000000004,34.340999999999994,18.58,17.698,15.009
2024-05-17,38.26,37.836,34.653999999999996,18.76,18.08,15.374500000000001
2024-05-20,39.93,38.592,35.0205,18.87,18.484,15.699000000000002
2024-05-21,41.13,39.404,35.339,19.19,18.842000000000002,15.969999999999999
2024-05-22,41.62,39.89,35.6575,18.84,18.848000000000003,16.2275
2024-05-23,40.47,40.282,36.0825,17.97,18.726000000000003,16.4645
2024-05-24,41.5,40.93,36.44,18.76,18.726,16.685499999999998
2024-05-28,41.55,41.254000000000005,36.8665,18.86,18.724,16.892000000000003
2024-05-29,41.18,41.263999999999996,37.485499999999995,18.03,18.492,17.1465
2024-05-30,36.46,40.232,37.803,17.25,18.174,17.391
2024-05-31,36.61,39.46,38.081,18.26,18.232,17.635
2024-06-03,35.48,38.256,38.161,18.08,18.096,17.8015
2024-06-04,36.3,37.206,38.171499999999995,18.22,17.968,17.9185
2024-06-05,38.86,36.742000000000004,38.378,19.6,18.282000000000004,18.0965
2024-06-06,39.03,37.256,38.573499999999996,19.58,18.747999999999998,18.273
2024-06-07,38.81,37.696000000000005,38.7295,19.43,18.982,18.4095
2024-06-10,40.1,38.620000000000005,38.9105,19.81,19.328,18.557499999999997
2024-06-11,41.67,39.694,39.1865,20.08,19.7,18.719
2024-06-12,44.38,40.79800000000001,39.552,21.06,19.991999999999997,18.901999999999997
2024-06-13,44.55,41.902,39.82,21.28,20.332,19.0255
2024-06-14,44.87,43.114000000000004,40.138,21.38,20.722,19.1655
2024-06-17,46.76,44.446000000000005,40.563,22.32,21.224,19.3435
2024-06-18,46.1,45.33200000000001,40.8715,22.64,21.736,19.532
2024-06-20,45.89,45.634,41.1095,22.31,21.985999999999997,19.688
2024-06-21,47.21,46.166000000000004,41.388999999999996,22.04,22.137999999999998,19.848000000000003
2024-06-24,46.53,46.498000000000005,41.69199999999999,21.72,22.206,20.0355
2024-06-25,47.59,46.664,41.9965,22.14,22.17,20.2045
2024-06-26,47.99,47.04200000000001,42.3185,22.26,22.094,20.3745
2024-06-27,48.21,47.50600000000001,42.67,22.42,22.116000000000003,20.594
2024-06-28,46.3,47.324000000000005,43.162,21.66,22.04,20.814500000000002
2024-07-01,48.66,47.75000000000001,43.7645,21.54,22.003999999999998,20.9785
2024-07-02,49.23,48.078,44.452,22.15,22.006,21.182
2024-07-03,49.56,48.392,45.114999999999995,22.58,22.07,21.4
2024-07-05,51.08,48.965999999999994,45.726,23.16,22.218,21.578
2024-07-08,50.78,49.862,46.3135,23.25,22.535999999999998,21.7615
2024-07-09,48.96,49.922000000000004,46.821,23.35,22.898000000000003,21.9575
2024-07-10,50.79,50.234,47.35549999999999,24.29,23.326,22.1815
2024-07-11,47.64,49.85,47.653999999999996,23.45,23.5,22.35
2024-07-12,47.33,49.1,47.8015,24.05,23.678,22.4995
2024-07-15,47.44,48.432,47.946000000000005,24.34,23.896,22.652499999999996
2024-07-16,46.11,47.862,48.008,24.73,24.171999999999997,22.82
2024-07-17,44.33,46.57000000000001,47.8865,23.77,24.068,22.8925
2024-07-18,43.39,45.720000000000006,47.751,23.26,24.03,22.9235
2024-07-19,42.42,44.738,47.5775,22.81,23.782,22.948500000000003
2024-07-22,44.15,44.08,47.4245,23.5,23.613999999999997,23.0215
2024-07-23,44.75,43.80800000000001,47.3355,23.35,23.338,23.103
2024-07-24,39.79,42.9,46.945499999999996,21.18,22.82,23.055
2024-07-25,36.53,41.528000000000006,46.372499999999995,20.72,22.312,22.978
