Date,rate_DHR_5D,rate_DHR_20D,rate_VOO_5D,rate_VOO_20D
2023-09-13,-10.867999999999999,-9.238,2.786,2.5520000000000005
2023-09-14,-10.96,-9.247,3.028,2.6399999999999997
2023-09-15,-10.486,-9.226,2.9939999999999998,2.693
2023-09-18,-10.236,-9.2135,2.854,2.7485
2023-09-19,-9.758000000000001,-9.1605,2.782,2.7715000000000005
2023-09-20,-9.618,-9.1155,2.498,2.757
2023-09-21,-9.888,-9.2165,1.718,2.6255
2023-09-22,-10.368,-9.324000000000002,1.1400000000000001,2.527
2023-09-25,-10.49,-9.391,0.622,2.4270000000000005
2023-09-26,-11.05,-9.613000000000001,-0.146,2.2325
2023-09-27,-11.544,-9.8615,-0.722,1.9904999999999997
2023-09-28,-11.716,-10.116,-0.9339999999999999,1.7445
2023-09-29,-11.736,-10.364,-1.1440000000000001,1.491
2023-10-02,-12.45,-10.735,-1.432,1.2349999999999999
2023-10-03,-12.674,-11.013000000000002,-1.69,0.929
2023-10-04,-12.88,-11.2275,-1.812,0.6875
2023-10-05,-13.008000000000001,-11.393,-1.9899999999999998,0.45549999999999996
2023-10-06,-13.172,-11.4405,-1.8939999999999997,0.274
2023-10-09,-12.807999999999998,-11.496,-1.672,0.09300000000000001
2023-10-10,-12.57,-11.513,-1.0899999999999999,-0.03599999999999999
2023-10-11,-12.544,-11.6465,-0.564,-0.14999999999999997
2023-10-12,-13.13,-11.935500000000001,-0.13999999999999999,-0.33649999999999997
2023-10-13,-13.75,-12.256499999999999,-0.048,-0.48650000000000004
2023-10-16,-14.378,-12.5315,0.118,-0.591
2023-10-17,-14.916,-12.8025,0.186,-0.6849999999999999
2023-10-18,-15.841999999999999,-13.2025,-0.09600000000000002,-0.7985
2023-10-19,-16.018,-13.468,-0.426,-0.8724999999999999
2023-10-20,-16.305999999999997,-13.741,-0.8940000000000001,-0.9949999999999999
2023-10-23,-16.818,-14.113499999999998,-1.6,-1.1465
2023-10-24,-18.023999999999997,-14.546000000000001,-2.164,-1.1895
2023-10-25,-18.994,-15.064999999999998,-2.7340000000000004,-1.3015
2023-10-26,-20.082,-15.5595,-3.372,-1.482
2023-10-27,-21.514000000000003,-16.185499999999998,-3.85,-1.6715
2023-10-30,-23.026,-16.7575,-4.069999999999999,-1.8060000000000003
2023-10-31,-23.41,-17.23,-4.319999999999999,-1.847
2023-11-01,-23.532000000000004,-17.728,-4.078,-1.8679999999999999
2023-11-02,-23.503999999999998,-18.183500000000002,-3.2439999999999998,-1.7954999999999999
2023-11-03,-22.63,-18.55,-2.15,-1.7355
2023-11-06,-21.718,-18.985,-1.242,-1.6985000000000003
2023-11-07,-21.142000000000003,-19.372999999999998,-0.394,-1.673
2023-11-08,-20.606,-19.7435,0.25,-1.6644999999999999
2023-11-09,-20.406,-20.0025,0.388,-1.6635000000000002
2023-11-10,-20.472,-20.2305,0.654,-1.56
2023-11-13,-20.436,-20.4995,0.8620000000000001,-1.5125000000000002
2023-11-14,-20.014,-20.6475,1.4,-1.3695
2023-11-15,-19.110000000000003,-20.560499999999998,1.968,-1.1485
2023-11-16,-18.026,-20.5045,2.7119999999999997,-0.8790000000000001
2023-11-17,-17.166,-20.4455,3.18,-0.5415000000000001
2023-11-20,-15.963999999999999,-20.286,3.822,-0.15700000000000008
2023-11-21,-14.815999999999999,-19.8455,4.026,0.17799999999999994
2023-11-22,-13.762,-19.2525,4.273999999999999,0.6034999999999999
2023-11-24,-12.774000000000001,-18.677500000000002,4.505999999999999,1.0905
2023-11-27,-11.794,-18.0155,4.672,1.589
2023-11-28,-11.174,-17.323,4.704,2.0364999999999998
2023-11-29,-10.8,-16.693,4.776000000000001,2.452
2023-11-30,-10.638,-16.029,4.837999999999999,2.8325
2023-12-01,-10.436,-15.410499999999999,4.988,3.1485
2023-12-04,-10.225999999999999,-14.9145,5.072,3.3945
2023-12-05,-10.097999999999999,-14.418000000000001,5.130000000000001,3.6295
2023-12-06,-10.184000000000001,-13.9535,5.13,3.8329999999999997
2023-12-07,-10.458,-13.491999999999999,5.186,4.0665
2023-12-08,-10.878,-13.0285,5.215999999999999,4.3555
2023-12-11,-10.931999999999999,-12.5295,5.418,4.585500000000001
2023-12-12,-10.905999999999999,-12.035499999999999,5.7219999999999995,4.8445
2023-12-13,-10.514,-11.5785,6.362,5.0735
2023-12-14,-9.846,-11.175999999999998,6.9239999999999995,5.3055
2023-12-15,-9.209999999999999,-10.8245,7.382000000000001,5.523
2023-12-18,-8.884,-10.459,7.882,5.761
2023-12-19,-8.288,-10.116499999999998,8.394,5.9875
2023-12-20,-8.291999999999998,-9.947500000000002,8.312,6.1450000000000005
2023-12-21,-8.226,-9.792,8.341999999999999,6.3225
2023-12-22,-8.032,-9.639,8.443999999999999,6.5075
2023-12-26,-7.723999999999999,-9.4415,8.508,6.720000000000001
2023-12-27,-7.492,-9.196,8.495999999999999,6.9355
2023-12-28,-7.096000000000001,-9.0215,8.815999999999999,7.154999999999999
2023-12-29,-7.034000000000001,-8.891,8.918000000000001,7.342499999999999
2024-01-02,-6.736,-8.714,8.836,7.469499999999999
2024-01-03,-6.779999999999999,-8.58,8.553999999999998,7.5905000000000005
2024-01-04,-6.781999999999999,-8.367,8.18,7.698
2024-01-05,-6.981999999999999,-8.221,7.830000000000001,7.83
2024-01-08,-6.709999999999999,-7.953999999999999,7.8260000000000005,8.0025
2024-01-09,-6.942,-7.7299999999999995,7.918000000000001,8.145
2024-01-10,-6.9799999999999995,-7.5920000000000005,8.256,8.3
2024-01-11,-7.264,-7.4565,8.648,8.429499999999999
2024-01-12,-7.552,-7.480499999999999,9.022,8.495000000000001
2024-01-16,-8.098,-7.517,9.036,8.5305
2024-01-17,-8.522,-7.558,8.996,8.5485
2024-01-18,-8.745999999999999,-7.557499999999999,8.995999999999999,8.578500000000002
2024-01-19,-8.538,-7.519000000000001,9.226,8.6375
2024-01-22,-8.084,-7.4285,9.49,8.7895
2024-01-23,-7.7219999999999995,-7.391000000000001,9.872,8.913
2024-01-24,-7.4719999999999995,-7.418000000000001,10.370000000000001,9.03
2024-01-25,-7.428,-7.483500000000001,10.812000000000001,9.1545
2024-01-26,-7.290000000000001,-7.468500000000001,11.017999999999999,9.267999999999999
2024-01-29,-7.146000000000001,-7.441,11.32,9.4155
2024-01-30,-6.164,-7.1735,11.552,9.5715
2024-01-31,-5.312,-7.061999999999999,11.459999999999999,9.686
2024-02-01,-3.9620000000000006,-6.779000000000001,11.466,9.8825
2024-02-02,-2.936,-6.507000000000001,11.674000000000001,10.141499999999999
2024-02-05,-2.016,-6.1995000000000005,11.676,10.377
2024-02-06,-1.7600000000000002,-5.936,11.748,10.552000000000001
2024-02-07,-1.2360000000000002,-5.6354999999999995,12.272,10.7745
2024-02-08,-1.1800000000000002,-5.329,12.606,10.97
2024-02-09,-1.44,-5.051,12.852,11.1925
2024-02-12,-1.362,-4.651999999999999,13.157999999999998,11.411
2024-02-13,-1.8219999999999998,-4.367,13.122,11.5735
2024-02-14,-1.73,-3.9375,13.132,11.808499999999999
2024-02-15,-1.514,-3.521,13.266,12.0375
2024-02-16,-1.0020000000000002,-3.1670000000000003,13.193999999999999,12.1845
2024-02-20,-0.9400000000000001,-2.8660000000000005,13.02,12.2935
2024-02-21,-0.33199999999999996,-2.5195,13.151999999999997,12.3935
2024-02-22,-0.016000000000000014,-2.0735,13.516,12.595
2024-02-23,0.30999999999999994,-1.5864999999999998,13.754000000000001,12.773
2024-02-26,0.42000000000000004,-1.2395,14.02,12.934999999999999
2024-02-27,0.914,-0.851,14.435999999999998,13.0725
2024-02-28,1.278,-0.659,14.8,13.2055
2024-02-29,1.314,-0.4170000000000001,14.822,13.435500000000001
2024-03-01,1.4700000000000002,-0.2285,14.986,13.653
2024-03-04,1.794,-0.05700000000000001,15.2,13.8165
2024-03-05,1.768,0.09499999999999999,15.152000000000001,13.941500000000001
2024-03-06,1.582,0.1765,15.252,14.0815
2024-03-07,1.6640000000000001,0.308,15.49,14.24
2024-03-08,1.524,0.44749999999999995,15.442000000000002,14.362
2024-03-11,1.304,0.629,15.402000000000001,14.454000000000002
2024-03-12,1.222,0.741,15.788,14.599
2024-03-13,1.4,0.982,16.028,14.807999999999998
2024-03-14,1.3439999999999999,1.0764999999999998,16.008000000000003,14.958999999999998
2024-03-15,1.04,1.0859999999999999,15.989999999999998,15.043000000000001
2024-03-18,0.944,1.1155,16.108,15.1825
2024-03-19,0.998,1.2254999999999998,16.124000000000002,15.375
2024-03-20,0.734,1.2485000000000002,16.33,15.602500000000001
2024-03-21,0.808,1.2825000000000002,16.639999999999997,15.74
2024-03-22,1.21,1.311,16.998,15.854
2024-03-25,0.932,1.2434999999999998,17.19,15.975
2024-03-26,0.532,1.13,17.23,16.073500000000003
2024-03-27,0.3120000000000001,1.0070000000000001,17.268,16.2195
2024-03-28,-0.017999999999999967,0.9495000000000001,17.242,16.345
2024-04-01,-0.546,0.807,17.216,16.411499999999997
2024-04-02,-0.6900000000000001,0.6224999999999999,17.104,16.451
2024-04-03,-1.008,0.43599999999999994,17.06,16.5505
2024-04-04,-1.5399999999999998,0.22649999999999998,16.608,16.558500000000002
2024-04-05,-1.9600000000000002,0.04349999999999996,16.369999999999997,16.565
2024-04-08,-2.2380000000000004,-0.13350000000000004,16.224,16.607
2024-04-09,-1.9300000000000004,-0.18600000000000003,16.240000000000002,16.6605
2024-04-10,-1.81,-0.32200000000000006,16.028,16.6105
2024-04-11,-1.6460000000000001,-0.535,16.22,16.6065
2024-04-12,-1.9899999999999998,-0.79,15.906,16.5395
2024-04-15,-2.352,-0.9815000000000002,15.315999999999999,16.438499999999998
2024-04-16,-3.1,-1.197,14.658000000000001,16.298000000000002
2024-04-17,-3.6119999999999997,-1.4745000000000001,14.078,16.098999999999997
2024-04-18,-4.218,-1.7730000000000001,13.296000000000001,15.847999999999999
2024-04-19,-4.569999999999999,-2.1345,12.626,15.535999999999998
2024-04-22,-4.854,-2.4974999999999996,12.41,15.2915
2024-04-23,-3.838,-2.3895,12.512,15.128499999999999
2024-04-24,-2.962,-2.348,12.73,14.974
2024-04-25,-2.2119999999999997,-2.4040000000000004,12.904,14.757
2024-04-26,-1.332,-2.463,13.482,14.596
2024-04-29,-0.4779999999999999,-2.4805,13.952000000000002,14.4755
2024-04-30,-0.994,-2.4655,13.785999999999998,14.298999999999998
2024-05-01,-1.27,-2.4135,13.52,14.088999999999999
2024-05-02,-1.184,-2.315,13.55,13.992499999999998
2024-05-03,-1.038,-2.2325,13.632,13.911499999999998
2024-05-06,-0.99,-2.1685000000000003,13.862,13.885
2024-05-07,-0.818,-2.1875000000000004,14.482,13.8595
2024-05-08,-0.608,-2.113,15.219999999999999,13.887
2024-05-09,-0.244,-1.9645,15.884,13.9085
2024-05-10,0.152,-1.6970000000000003,16.304000000000002,14.011000000000001
2024-05-13,0.48600000000000004,-1.459,16.497999999999998,14.180499999999999
2024-05-14,1.3199999999999998,-1.0825,16.77,14.3875
2024-05-15,2.426,-0.6035,17.322,14.698000000000002
2024-05-16,3.4900000000000007,-0.0375,17.698,15.009
2024-05-17,4.478,0.5650000000000001,18.08,15.374500000000001
2024-05-20,5.71,1.182,18.484,15.699000000000002
2024-05-21,6.287999999999999,1.449,18.842000000000002,15.969999999999999
2024-05-22,6.5840000000000005,1.783,18.848000000000003,16.2275
2024-05-23,6.311999999999999,2.0934999999999997,18.726000000000003,16.4645
2024-05-24,6.072,2.4159999999999995,18.726,16.685499999999998
2024-05-28,5.404,2.6525,18.724,16.892000000000003
2024-05-29,4.5600000000000005,2.8375,18.492,17.1465
2024-05-30,3.412,2.9535,18.174,17.391
2024-05-31,3.0460000000000003,3.1510000000000002,18.232,17.635
2024-06-03,2.918,3.405,18.096,17.8015
2024-06-04,3.268,3.717,17.968,17.9185
2024-06-05,4.198,4.0915,18.282000000000004,18.0965
2024-06-06,5.390000000000001,4.453,18.747999999999998,18.273
2024-06-07,5.872,4.68,18.982,18.4095
2024-06-10,6.132000000000001,4.9,19.328,18.557499999999997
2024-06-11,5.966,5.087,19.7,18.719
2024-06-12,5.709999999999999,5.189,19.991999999999997,18.901999999999997
2024-06-13,4.68,5.0165,20.332,19.0255
2024-06-14,4.026,4.814,20.722,19.1655
2024-06-17,3.1879999999999997,4.5775,21.224,19.3435
2024-06-18,2.892,4.3825,21.736,19.532
2024-06-20,1.616,4.021,21.985999999999997,19.688
2024-06-21,1.6119999999999997,3.7735,22.137999999999998,19.848000000000003
2024-06-24,1.764,3.6769999999999996,22.206,20.0355
2024-06-25,1.7659999999999996,3.501,22.17,20.2045
2024-06-26,1.454,3.3950000000000005,22.094,20.3745
2024-06-27,1.7079999999999997,3.308,22.116000000000003,20.594
2024-06-28,1.302,3.246,22.04,20.814500000000002
2024-07-01,0.33599999999999997,2.9995,22.003999999999998,20.9785
2024-07-02,-0.7460000000000001,2.585,22.006,21.182
2024-07-03,-1.816,2.1239999999999997,22.07,21.4
2024-07-05,-2.8000000000000003,1.5585,22.218,21.578
2024-07-08,-3.522,1.018,22.535999999999998,21.7615
2024-07-09,-3.896,0.5574999999999999,22.898000000000003,21.9575
2024-07-10,-3.7540000000000004,0.11349999999999998,23.326,22.1815
2024-07-11,-3.2560000000000002,-0.18150000000000005,23.5,22.35
2024-07-12,-2.664,-0.535,23.678,22.4995
