Date,rate_KDP,rate_KDP_5D,rate_KDP_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-05-01,-10.77,-6.952,-4.326,-4.51,-5.504,-5.4944999999999995
2023-05-02,-10.85,-8.73,-4.702,-5.49,-5.316,-5.4910000000000005
2023-05-03,-10.18,-10.161999999999999,-5.0405,-6.08,-5.176,-5.4910000000000005
2023-05-04,-10.99,-10.688,-5.425,-6.71,-5.47,-5.5115
2023-05-05,-8.99,-10.356,-5.742,-5.15,-5.588,-5.471500000000001
2023-05-08,-10.01,-10.204,-6.054499999999999,-5.11,-5.708,-5.4345
2023-05-09,-10.39,-10.112,-6.389,-5.5,-5.71,-5.4174999999999995
2023-05-10,-10.72,-10.22,-6.7345,-5.1,-5.514,-5.362
2023-05-11,-11.16,-10.254,-7.106,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-10.5,-10.556000000000001,-7.4254999999999995,-5.35,-5.258,-5.3805000000000005
2023-05-15,-11.35,-10.824,-7.827,-5.04,-5.244,-5.3885
2023-05-16,-12.71,-11.288,-8.2965,-5.65,-5.274,-5.430000000000001
2023-05-17,-12.0,-11.544,-8.725,-4.56,-5.166,-5.416500000000001
2023-05-18,-12.68,-11.848,-9.212,-3.65,-4.85,-5.331
2023-05-19,-12.79,-12.306,-9.674499999999998,-3.8,-4.54,-5.255999999999999
2023-05-22,-12.57,-12.55,-10.132499999999999,-3.74,-4.28,-5.184
2023-05-23,-12.27,-12.462,-10.648,-4.8,-4.109999999999999,-5.1025
2023-05-24,-12.55,-12.572,-11.124500000000001,-5.51,-4.3,-5.039
2023-05-25,-13.56,-12.748000000000001,-11.3845,-4.7,-4.51,-5.012
2023-05-26,-13.94,-12.978,-11.549000000000001,-3.48,-4.446,-4.958
2023-05-30,-15.06,-13.475999999999999,-11.7635,-3.45,-4.388,-4.905
2023-05-31,-14.73,-13.968,-11.9575,-3.96,-4.220000000000001,-4.8285
2023-06-01,-14.29,-14.315999999999999,-12.163,-2.99,-3.716,-4.674
2023-06-02,-13.53,-14.309999999999999,-12.29,-1.6,-3.096,-4.4185
2023-06-05,-13.91,-14.303999999999998,-12.536,-1.79,-2.758,-4.250500000000001
2023-06-06,-14.54,-14.2,-12.7625,-1.59,-2.386,-4.0745
2023-06-07,-13.91,-14.035999999999998,-12.9385,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-13.64,-13.906,-13.0845,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-13.91,-13.982,-13.222,-1.17,-1.558,-3.5035000000000003
2023-06-12,-14.13,-14.026,-13.4035,-0.27,-1.254,-3.2495
2023-06-13,-13.34,-13.786000000000001,-13.503,0.38,-0.86,-2.9785
2023-06-14,-12.68,-13.540000000000001,-13.501500000000002,0.45,-0.388,-2.6735
2023-06-15,-12.68,-13.348000000000003,-13.535499999999999,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-11.55,-12.876,-13.479,1.35,0.7260000000000001,-2.1095
2023-06-20,-12.21,-12.492,-13.45,0.89,0.958,-1.875
2023-06-21,-12.73,-12.370000000000001,-13.457999999999998,0.35,0.9520000000000002,-1.6705
2023-06-22,-12.24,-12.282,-13.4565,0.71,1.004,-1.395
2023-06-23,-14.27,-12.6,-13.542499999999999,-0.04,0.652,-1.1215
2023-06-26,-14.43,-13.176000000000002,-13.585999999999999,-0.45,0.292,-0.909
2023-06-27,-14.08,-13.55,-13.593,0.64,0.242,-0.7030000000000001
2023-06-28,-15.04,-14.012,-13.591999999999999,0.69,0.30999999999999994,-0.496
2023-06-29,-15.42,-14.648,-13.626499999999998,0.68,0.304,-0.26400000000000007
2023-06-30,-14.02,-14.597999999999999,-13.613,1.85,0.682,-0.022
2023-07-03,-13.2,-14.352,-13.596499999999997,2.0,1.1720000000000002,0.158
2023-07-05,-12.44,-14.024000000000001,-13.523000000000001,1.78,1.4,0.3365
2023-07-06,-11.21,-13.258,-13.3565,0.97,1.456,0.46449999999999997
2023-07-07,-12.41,-12.656,-13.2815,0.74,1.468,0.597
2023-07-10,-13.23,-12.498,-13.261000000000001,1.01,1.3,0.7140000000000001
2023-07-11,-13.42,-12.542,-13.236500000000001,1.65,1.23,0.8550000000000001
2023-07-12,-13.75,-12.803999999999998,-13.217499999999998,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-13.09,-13.180000000000001,-13.205000000000002,3.26,1.8199999999999998,1.1345
2023-07-14,-12.68,-13.234,-13.205000000000002,3.18,2.308,1.2710000000000001
2023-07-17,-12.82,-13.151999999999997,-13.212,3.53,2.812,1.3615
2023-07-18,-12.95,-13.058000000000002,-13.282,4.31,3.344,1.5095
2023-07-19,-12.05,-12.718,-13.274000000000001,4.53,3.7619999999999996,1.6915
2023-07-20,-10.56,-12.212,-13.1655,3.86,3.882,1.8669999999999998
2023-07-21,-10.15,-11.706,-13.061000000000002,3.87,4.0200000000000005,2.025
2023-07-24,-10.76,-11.294,-12.885499999999999,4.3,4.1739999999999995,2.242
2023-07-25,-10.87,-10.878,-12.7075,4.56,4.224,2.4925
2023-07-26,-10.26,-10.52,-12.5165,4.58,4.234,2.6895
2023-07-27,-6.91,-9.79,-12.11,3.99,4.26,2.8545000000000003
2023-07-28,-6.47,-9.053999999999998,-11.6625,4.84,4.454,3.0625
2023-07-31,-6.22,-8.145999999999999,-11.272499999999999,5.01,4.595999999999999,3.2205
2023-08-01,-5.77,-7.126,-10.901,4.66,4.616,3.3534999999999995
2023-08-02,-4.88,-6.05,-10.523,3.53,4.406000000000001,3.441
2023-08-03,-6.31,-5.93,-10.278,3.31,4.27,3.558
2023-08-04,-7.2,-6.076,-10.0175,2.92,3.886,3.6670000000000003
2023-08-07,-6.61,-6.153999999999999,-9.6865,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-7.41,-6.482000000000001,-9.386,3.32,3.342,3.8815
2023-08-09,-7.02,-6.909999999999999,-9.049499999999998,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-7.47,-7.142,-8.7685,2.89,3.1220000000000003,3.8835
2023-08-11,-6.65,-7.032000000000001,-8.467,2.83,3.104,3.8659999999999997
2023-08-14,-6.77,-7.064,-8.1645,3.23,3.024,3.851
2023-08-15,-7.28,-7.037999999999999,-7.881,2.44,2.848,3.7574999999999994
2023-08-16,-6.56,-6.946000000000001,-7.6065,1.94,2.666,3.6279999999999992
2023-08-17,-6.9,-6.831999999999999,-7.423499999999999,1.39,2.366,3.5044999999999993
2023-08-18,-6.75,-6.851999999999999,-7.2535,1.45,2.09,3.3835
2023-08-21,-6.98,-6.894,-7.0645,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-7.31,-6.9,-6.886500000000001,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-6.94,-6.976000000000001,-6.7204999999999995,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-7.35,-7.066,-6.7425,1.53,1.8039999999999998,2.8905
2023-08-25,-7.63,-7.242,-6.8004999999999995,1.97,1.908,2.747
2023-08-28,-6.85,-7.215999999999999,-6.831999999999999,2.41,2.0100000000000002,2.617
2023-08-29,-6.48,-7.05,-6.8675,3.38,2.3440000000000003,2.553
2023-08-30,-6.72,-7.006,-6.9595,3.66,2.59,2.5595
2023-08-31,-6.94,-6.924000000000001,-6.991,3.58,3.0,2.573
2023-09-01,-6.99,-6.795999999999999,-6.980500000000001,3.65,3.336,2.6094999999999997
2023-09-05,-7.89,-7.0040000000000004,-7.044499999999999,3.35,3.524,2.5955
2023-09-06,-7.55,-7.218000000000001,-7.0515,2.76,3.4,2.5675
2023-09-07,-7.27,-7.328,-7.064,2.49,3.166,2.5495
2023-09-08,-7.13,-7.366,-7.047,2.62,2.974,2.5360000000000005
2023-09-11,-6.68,-7.303999999999999,-7.0485,3.26,2.896,2.5575
2023-09-12,-7.42,-7.209999999999999,-7.081,2.72,2.77,2.532
2023-09-13,-7.77,-7.254,-7.105499999999999,2.84,2.786,2.5520000000000005
2023-09-14,-6.3,-7.06,-7.092499999999999,3.7,3.028,2.6399999999999997
2023-09-15,-7.31,-7.095999999999999,-7.1129999999999995,2.45,2.9939999999999998,2.693
2023-09-18,-6.35,-7.029999999999999,-7.092999999999999,2.56,2.854,2.7485
2023-09-19,-7.02,-6.95,-7.095000000000001,2.36,2.782,2.7715000000000005
2023-09-20,-6.02,-6.6,-7.030499999999999,1.42,2.498,2.757
2023-09-21,-7.24,-6.787999999999999,-7.0455,-0.2,1.718,2.6255
2023-09-22,-7.81,-6.888,-7.0685,-0.44,1.1400000000000001,2.527
2023-09-25,-9.57,-7.531999999999999,-7.1655,-0.03,0.622,2.4270000000000005
2023-09-26,-10.46,-8.22,-7.346000000000001,-1.48,-0.146,2.2325
2023-09-27,-11.82,-9.379999999999999,-7.6129999999999995,-1.46,-0.722,1.9904999999999997
2023-09-28,-12.4,-10.412,-7.897,-1.26,-0.9339999999999999,1.7445
2023-09-29,-12.09,-11.268,-8.1545,-1.49,-1.1440000000000001,1.491
2023-10-02,-12.84,-11.922,-8.447,-1.47,-1.432,1.2349999999999999
2023-10-03,-13.17,-12.464,-8.711,-2.77,-1.69,0.929
2023-10-04,-11.49,-12.398,-8.908,-2.07,-1.812,0.6875
2023-10-05,-15.59,-13.036000000000001,-9.324000000000002,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-15.97,-13.812000000000001,-9.766000000000002,-1.01,-1.8939999999999997,0.274
2023-10-09,-16.88,-14.62,-10.276,-0.36,-1.672,0.09300000000000001
2023-10-10,-15.36,-15.057999999999998,-10.672999999999998,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-18.13,-16.386,-11.190999999999999,0.56,-0.564,-0.14999999999999997
2023-10-12,-21.98,-17.663999999999998,-11.975,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-21.4,-18.75,-12.679499999999999,-0.55,-0.048,-0.48650000000000004
2023-10-16,-20.29,-19.432,-13.376499999999998,0.47,0.118,-0.591
2023-10-17,-19.54,-20.268,-14.002500000000001,0.48,0.186,-0.6849999999999999
2023-10-18,-19.51,-20.544,-14.676999999999998,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-20.46,-20.240000000000002,-15.338000000000003,-1.68,-0.426,-0.8724999999999999
2023-10-20,-19.9,-19.94,-15.9425,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-20.79,-20.04,-16.5035,-3.06,-1.6,-1.1465
2023-10-24,-18.62,-19.856,-16.9115,-2.34,-2.164,-1.1895
2023-10-25,-18.64,-19.682,-17.2525,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-17.5,-19.089999999999996,-17.5075,-4.87,-3.372,-1.482
2023-10-27,-16.5,-18.410000000000004,-17.728,-5.28,-3.85,-1.6715
2023-10-30,-16.08,-17.468,-17.89,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-15.22,-16.788,-17.9925,-3.59,-4.319999999999999,-1.847
2023-11-01,-14.57,-15.974,-18.1465,-2.49,-4.078,-1.8679999999999999
2023-11-02,-13.48,-15.169999999999998,-18.041,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-12.77,-14.424000000000001,-17.881,0.19,-2.15,-1.7355
2023-11-06,-13.18,-13.844,-17.696,0.38,-1.242,-1.6985000000000003
2023-11-07,-13.1,-13.419999999999998,-17.583,0.65,-0.394,-1.673
2023-11-08,-12.96,-13.098000000000003,-17.3245,0.73,0.25,-1.6644999999999999
2023-11-09,-13.37,-13.075999999999999,-16.894,-0.01,0.388,-1.6635000000000002
2023-11-10,-13.18,-13.158000000000001,-16.482999999999997,1.52,0.654,-1.56
2023-11-13,-12.32,-12.986,-16.0845,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-10.65,-12.496,-15.64,3.34,1.4,-1.3695
2023-11-15,-10.62,-12.028,-15.195500000000001,3.57,1.968,-1.1485
2023-11-16,-10.93,-11.540000000000001,-14.719,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-11.07,-11.118,-14.2775,3.86,3.18,-0.5415000000000001
2023-11-20,-10.93,-10.84,-13.7845,4.63,3.822,-0.15700000000000008
2023-11-21,-10.62,-10.834,-13.384500000000003,4.36,4.026,0.17799999999999994
2023-11-22,-9.43,-10.596,-12.923999999999998,4.81,4.273999999999999,0.6034999999999999
2023-11-24,-8.93,-10.196,-12.495499999999998,4.87,4.505999999999999,1.0905
2023-11-27,-9.1,-9.802,-12.125499999999999,4.69,4.672,1.589
2023-11-28,-9.9,-9.596,-11.8165,4.79,4.704,2.0364999999999998
2023-11-29,-11.22,-9.716,-11.6165,4.72,4.776000000000001,2.452
2023-11-30,-11.63,-10.156,-11.4695,5.12,4.837999999999999,2.8325
2023-12-01,-9.89,-10.348,-11.29,5.62,4.988,3.1485
2023-12-04,-9.74,-10.476,-11.1385,5.11,5.072,3.3945
2023-12-05,-10.2,-10.536,-10.9895,5.08,5.130000000000001,3.6295
2023-12-06,-9.83,-10.258000000000001,-10.826,4.72,5.13,3.8329999999999997
2023-12-07,-9.45,-9.822,-10.6505,5.4,5.186,4.0665
2023-12-08,-10.02,-9.847999999999999,-10.483,5.77,5.215999999999999,4.3555
2023-12-11,-8.53,-9.605999999999998,-10.250499999999999,6.12,5.418,4.585500000000001
2023-12-12,-8.76,-9.318000000000001,-10.0725,6.6,5.7219999999999995,4.8445
2023-12-13,-7.31,-8.814,-9.9055,7.92,6.362,5.0735
2023-12-14,-9.93,-8.91,-9.871,8.21,6.9239999999999995,5.3055
2023-12-15,-10.54,-9.014,-9.8515,8.06,7.382000000000001,5.523
2023-12-18,-9.44,-9.196,-9.77,8.62,7.882,5.761
2023-12-19,-9.07,-9.258,-9.677,9.16,8.394,5.9875
2023-12-20,-9.76,-9.748,-9.634,7.51,8.312,6.1450000000000005
2023-12-21,-9.12,-9.586,-9.6185,8.36,8.341999999999999,6.3225
2023-12-22,-8.3,-9.138,-9.587,8.57,8.443999999999999,6.5075
2023-12-26,-7.71,-8.792,-9.5175,8.94,8.508,6.720000000000001
2023-12-27,-7.55,-8.488,-9.399999999999999,9.1,8.495999999999999,6.9355
2023-12-28,-6.91,-7.917999999999999,-9.1845,9.11,8.815999999999999,7.154999999999999
2023-12-29,-6.99,-7.492,-8.952499999999999,8.87,8.918000000000001,7.342499999999999
2024-01-02,-6.73,-7.178,-8.794500000000001,8.16,8.836,7.469499999999999
2024-01-03,-8.84,-7.404000000000001,-8.7495,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-9.45,-7.784000000000001,-8.712,7.23,8.18,7.698
2024-01-05,-10.56,-8.514000000000001,-8.7485,7.36,7.830000000000001,7.83
2024-01-08,-11.0,-9.315999999999999,-8.826,8.85,7.8260000000000005,8.0025
2024-01-09,-10.53,-10.075999999999999,-8.8515,8.62,7.918000000000001,8.145
2024-01-10,-11.11,-10.53,-8.9805,9.22,8.256,8.3
2024-01-11,-10.61,-10.761999999999999,-9.073,9.19,8.648,8.429499999999999
2024-01-12,-10.72,-10.794,-9.243500000000001,9.23,9.022,8.495000000000001
2024-01-16,-10.95,-10.784,-9.2945,8.92,9.036,8.5305
2024-01-17,-11.2,-10.918000000000001,-9.3275,8.42,8.996,8.5485
2024-01-18,-11.03,-10.902,-9.407,9.22,8.995999999999999,8.578500000000002
2024-01-19,-10.78,-10.936,-9.4925,10.34,9.226,8.6375
2024-01-22,-11.87,-11.165999999999999,-9.597999999999999,10.55,9.49,8.7895
2024-01-23,-11.2,-11.216,-9.702000000000002,10.83,9.872,8.913
2024-01-24,-12.87,-11.549999999999999,-9.930499999999999,10.91,10.370000000000001,9.03
2024-01-25,-11.62,-11.668,-10.126,11.43,10.812000000000001,9.1545
2024-01-26,-10.53,-11.617999999999999,-10.275,11.37,11.017999999999999,9.267999999999999
2024-01-29,-10.44,-11.331999999999999,-10.4515,12.06,11.32,9.4155
2024-01-30,-11.03,-11.297999999999998,-10.6535,11.99,11.552,9.5715
2024-01-31,-12.04,-11.132,-10.918999999999999,10.45,11.459999999999999,9.686
2024-02-01,-10.34,-10.876,-10.994,11.46,11.466,9.8825
2024-02-02,-11.24,-11.017999999999999,-11.083499999999999,12.41,11.674000000000001,10.141499999999999
2024-02-05,-12.92,-11.514,-11.2015,12.07,11.676,10.377
2024-02-06,-12.72,-11.852,-11.287499999999998,12.35,11.748,10.552000000000001
2024-02-07,-12.31,-11.906,-11.376499999999998,13.07,12.272,10.7745
2024-02-08,-11.67,-12.172,-11.4045,13.13,12.606,10.97
2024-02-09,-12.61,-12.446000000000002,-11.504499999999998,13.64,12.852,11.1925
2024-02-12,-12.14,-12.290000000000001,-11.5755,13.6,13.157999999999998,11.411
2024-02-13,-13.26,-12.398,-11.690999999999999,12.17,13.122,11.5735
2024-02-14,-12.76,-12.488,-11.769,13.12,13.132,11.808499999999999
2024-02-15,-12.78,-12.709999999999999,-11.8565,13.8,13.266,12.0375
2024-02-16,-13.12,-12.812000000000001,-11.9735,13.28,13.193999999999999,12.1845
2024-02-20,-12.39,-12.862,-11.999500000000001,12.73,13.02,12.2935
2024-02-21,-11.36,-12.482,-12.007499999999999,12.83,13.151999999999997,12.3935
2024-02-22,-14.79,-12.888,-12.1035,14.94,13.516,12.595
2024-02-23,-15.29,-13.39,-12.287,14.99,13.754000000000001,12.773
2024-02-26,-17.22,-14.209999999999999,-12.621500000000001,14.61,14.02,12.934999999999999
2024-02-27,-17.22,-15.175999999999998,-12.9605,14.81,14.435999999999998,13.0725
2024-02-28,-15.73,-16.05,-13.195500000000001,14.65,14.8,13.2055
2024-02-29,-16.07,-16.305999999999997,-13.397,15.05,14.822,13.435500000000001
2024-03-01,-17.52,-16.752,-13.756,15.81,14.986,13.653
2024-03-04,-18.01,-16.91,-14.094500000000002,15.68,15.2,13.8165
2024-03-05,-18.04,-17.074,-14.3505,14.57,15.152000000000001,13.941500000000001
2024-03-06,-17.73,-17.474,-14.600999999999999,15.15,15.252,14.0815
2024-03-07,-18.4,-17.94,-14.905499999999998,16.24,15.49,14.24
2024-03-08,-17.9,-18.016000000000002,-15.217000000000002,15.57,15.442000000000002,14.362
2024-03-11,-17.46,-17.906,-15.4595,15.48,15.402000000000001,14.454000000000002
2024-03-12,-17.48,-17.794,-15.726500000000001,16.5,15.788,14.599
2024-03-13,-18.58,-17.964000000000002,-15.992499999999998,16.35,16.028,14.807999999999998
2024-03-14,-18.3,-17.944,-16.2695,16.14,16.008000000000003,14.958999999999998
2024-03-15,-18.63,-18.089999999999996,-16.562,15.48,15.989999999999998,15.043000000000001
2024-03-18,-16.87,-17.972,-16.7495,16.07,16.108,15.1825
2024-03-19,-17.43,-17.962,-17.0015,16.58,16.124000000000002,15.375
2024-03-20,-16.31,-17.508,-17.249000000000002,17.38,16.33,15.602500000000001
2024-03-21,-16.67,-17.182,-17.342999999999996,17.69,16.639999999999997,15.74
2024-03-22,-16.05,-16.666000000000004,-17.381,17.27,16.998,15.854
2024-03-25,-14.15,-16.122,-17.2275,17.03,17.19,15.975
2024-03-26,-13.44,-15.324000000000002,-17.038500000000003,16.78,17.23,16.073500000000003
2024-03-27,-13.84,-14.830000000000002,-16.944,17.57,17.268,16.2195
2024-03-28,-13.61,-14.218,-16.821,17.56,17.242,16.345
2024-04-01,-11.83,-13.374,-16.536499999999997,17.14,17.216,16.411499999999997
2024-04-02,-12.69,-13.081999999999999,-16.2705,16.47,17.104,16.451
2024-04-03,-12.44,-12.882,-15.9905,16.56,17.06,16.5505
2024-04-04,-13.36,-12.786,-15.772,15.31,16.608,16.558500000000002
2024-04-05,-13.11,-12.686,-15.507500000000002,16.37,16.369999999999997,16.565
2024-04-08,-13.03,-12.925999999999998,-15.264,16.41,16.224,16.607
2024-04-09,-12.44,-12.876,-15.013,16.55,16.240000000000002,16.6605
2024-04-10,-13.45,-13.078,-14.811499999999999,15.5,16.028,16.6105
2024-04-11,-12.97,-13.0,-14.531,16.27,16.22,16.6065
2024-04-12,-14.66,-13.309999999999999,-14.349,14.8,15.906,16.5395
2024-04-15,-14.07,-13.518,-14.121,13.46,15.315999999999999,16.438499999999998
2024-04-16,-14.04,-13.838,-13.979499999999998,13.26,14.658000000000001,16.298000000000002
2024-04-17,-12.8,-13.708000000000002,-13.748,12.6,14.078,16.098999999999997
2024-04-18,-12.1,-13.534,-13.5375,12.36,13.296000000000001,15.847999999999999
2024-04-19,-11.06,-12.813999999999998,-13.257,11.45,12.626,15.535999999999998
2024-04-22,-10.33,-12.065999999999999,-12.970999999999998,12.38,12.41,15.2915
2024-04-23,-10.33,-11.324000000000002,-12.78,13.77,12.512,15.128499999999999
2024-04-24,-8.69,-10.502,-12.5425,13.69,12.73,14.974
2024-04-25,-4.47,-8.976,-12.074,13.23,12.904,14.757
2024-04-26,-4.8,-7.723999999999999,-11.6335,14.34,13.482,14.596
2024-04-29,-4.86,-6.63,-11.285,14.73,13.952000000000002,14.4755
2024-04-30,-4.86,-5.536,-10.8935,12.94,13.785999999999998,14.298999999999998
2024-05-01,-5.63,-4.924,-10.553,12.36,13.52,14.088999999999999
2024-05-02,-5.11,-5.052,-10.1405,13.38,13.55,13.992499999999998
2024-05-03,-4.47,-4.986000000000001,-9.7085,14.75,13.632,13.911499999999998
2024-05-06,-5.11,-5.036,-9.3125,15.88,13.862,13.885
2024-05-07,-4.55,-4.974,-8.918000000000001,16.04,14.482,13.8595
2024-05-08,-4.8,-4.808,-8.4855,16.05,15.219999999999999,13.887
2024-05-09,-4.15,-4.6160000000000005,-8.0445,16.7,15.884,13.9085
2024-05-10,-4.06,-4.534,-7.5145,16.85,16.304000000000002,14.011000000000001
2024-05-13,-3.86,-4.284,-7.0040000000000004,16.85,16.497999999999998,14.180499999999999
2024-05-14,-3.73,-4.119999999999999,-6.4885,17.4,16.77,14.3875
2024-05-15,-4.64,-4.087999999999999,-6.0805,18.81,17.322,14.698000000000002
2024-05-16,-3.81,-4.0200000000000005,-5.6659999999999995,18.58,17.698,15.009
2024-05-17,-4.79,-4.1659999999999995,-5.3525,18.76,18.08,15.374500000000001
2024-05-20,-4.97,-4.388,-5.0845,18.87,18.484,15.699000000000002
2024-05-21,-4.22,-4.486,-4.779,19.19,18.842000000000002,15.969999999999999
2024-05-22,-3.39,-4.235999999999999,-4.514,18.84,18.848000000000003,16.2275
2024-05-23,-4.17,-4.308,-4.4990000000000006,17.97,18.726000000000003,16.4645
2024-05-24,-3.6,-4.07,-4.439,18.76,18.726,16.685499999999998
2024-05-28,-4.89,-4.054,-4.4405,18.86,18.724,16.892000000000003
2024-05-29,-5.02,-4.214,-4.4485,18.03,18.492,17.1465
2024-05-30,-4.38,-4.412000000000001,-4.386,17.25,18.174,17.391
2024-05-31,-3.44,-4.266,-4.3025,18.26,18.232,17.635
2024-06-03,-3.07,-4.159999999999999,-4.2325,18.08,18.096,17.8015
2024-06-04,-1.84,-3.55,-4.069,18.22,17.968,17.9185
2024-06-05,-1.95,-2.936,-3.939,19.6,18.282000000000004,18.0965
2024-06-06,-2.69,-2.598,-3.8335,19.58,18.747999999999998,18.273
2024-06-07,-2.36,-2.382,-3.7439999999999998,19.43,18.982,18.4095
2024-06-10,-3.64,-2.4959999999999996,-3.723,19.81,19.328,18.557499999999997
2024-06-11,-4.56,-3.04,-3.758,20.08,19.7,18.719
2024-06-12,-5.17,-3.684,-3.8300000000000005,21.06,19.991999999999997,18.901999999999997
2024-06-13,-3.92,-3.9299999999999997,-3.7939999999999996,21.28,20.332,19.0255
2024-06-14,-3.98,-4.254,-3.8024999999999998,21.38,20.722,19.1655
2024-06-17,-2.17,-3.96,-3.6714999999999995,22.32,21.224,19.3435
2024-06-18,-2.65,-3.5780000000000003,-3.5555,22.64,21.736,19.532
2024-06-20,-3.32,-3.2079999999999997,-3.5104999999999995,22.31,21.985999999999997,19.688
2024-06-21,-2.91,-3.006,-3.4864999999999995,22.04,22.137999999999998,19.848000000000003
2024-06-24,-2.22,-2.654,-3.3890000000000002,21.72,22.206,20.0355
2024-06-25,-2.9,-2.8,-3.354,22.14,22.17,20.2045
2024-06-26,-3.03,-2.8760000000000003,-3.261,22.26,22.094,20.3745
2024-06-27,-3.65,-2.942,-3.1925,22.42,22.116000000000003,20.594
2024-06-28,-5.52,-3.464,-3.2495,21.66,22.04,20.814500000000002
2024-07-01,-6.86,-4.392,-3.4204999999999997,21.54,22.003999999999998,20.9785
2024-07-02,-7.02,-5.216,-3.618,22.15,22.006,21.182
2024-07-03,-7.19,-6.048,-3.8855000000000004,22.58,22.07,21.4
2024-07-05,-7.35,-6.787999999999999,-4.1555,23.16,22.218,21.578
2024-07-08,-8.34,-7.351999999999999,-4.438000000000001,23.25,22.535999999999998,21.7615
2024-07-09,-9.28,-7.836,-4.784000000000001,23.35,22.898000000000003,21.9575
2024-07-10,-9.28,-8.288,-5.066000000000001,24.29,23.326,22.1815
2024-07-11,-7.96,-8.441999999999998,-5.236,23.45,23.5,22.35
2024-07-12,-7.43,-8.458,-5.349,24.05,23.678,22.4995
