Date,rate_ABT,rate_VOO_5D,rate_VOO_20D
2022-06-14,-21.7,-16.994,-13.807999999999998
2022-06-15,-20.3,-18.488,-14.159
2022-06-16,-22.36,-20.094,-14.5455
2022-06-17,-22.01,-21.166,-14.9035
2022-06-21,-20.59,-21.392000000000003,-15.220500000000001
2022-06-22,-19.81,-21.014000000000003,-15.565499999999997
2022-06-23,-19.23,-20.8,-15.834
2022-06-24,-16.79,-19.686,-15.959
2022-06-27,-17.07,-18.698,-16.161
2022-06-28,-18.66,-18.312,-16.511000000000003
2022-06-29,-17.05,-17.759999999999998,-16.809
2022-06-30,-17.39,-17.392,-17.053
2022-07-01,-15.77,-17.188,-17.306
2022-07-05,-16.44,-17.062,-17.557499999999997
2022-07-06,-16.9,-16.71,-17.826
2022-07-07,-16.3,-16.56,-18.082
2022-07-08,-16.47,-16.375999999999998,-18.264000000000003
2022-07-11,-16.75,-16.572,-18.385
2022-07-12,-17.2,-16.723999999999997,-18.4125
2022-07-13,-18.78,-17.1,-18.3785
2022-07-14,-19.16,-17.672,-18.2515
2022-07-15,-16.8,-17.738,-18.076500000000003
2022-07-18,-18.17,-18.022000000000002,-17.866999999999997
2022-07-19,-15.96,-17.774,-17.564500000000002
2022-07-20,-17.25,-17.468,-17.3975
2022-07-21,-15.38,-16.712,-17.176
2022-07-22,-16.52,-16.656,-17.0405
2022-07-25,-17.05,-16.432000000000002,-17.0535
2022-07-26,-16.6,-16.56,-17.03
2022-07-27,-15.92,-16.294,-16.893
2022-07-28,-15.64,-16.346,-16.8225
2022-07-29,-16.79,-16.4,-16.792499999999997
2022-08-01,-15.84,-16.157999999999998,-16.796
2022-08-02,-16.34,-16.106,-16.791
2022-08-03,-15.79,-16.080000000000002,-16.735500000000002
2022-08-04,-15.73,-16.098,-16.707
2022-08-05,-16.0,-15.940000000000001,-16.6835
2022-08-08,-16.14,-16.0,-16.653
2022-08-09,-16.71,-16.074,-16.6285
2022-08-10,-15.47,-16.01,-16.463
2022-08-11,-15.36,-15.936000000000002,-16.273
2022-08-12,-14.84,-15.704000000000002,-16.175
2022-08-15,-14.62,-15.4,-15.997500000000002
2022-08-16,-14.56,-14.969999999999999,-15.9275
2022-08-17,-15.31,-14.937999999999999,-15.8305
2022-08-18,-15.61,-14.988,-15.841999999999999
2022-08-19,-15.56,-15.132,-15.794
2022-08-22,-16.9,-15.588,-15.7865
2022-08-23,-17.64,-16.204,-15.8385
2022-08-24,-17.93,-16.728,-15.939000000000002
2022-08-25,-17.7,-17.146,-16.041999999999998
2022-08-26,-19.74,-17.982,-16.189500000000002
2022-08-29,-19.77,-18.555999999999997,-16.386
2022-08-30,-19.58,-18.943999999999996,-16.548
2022-08-31,-19.35,-19.228,-16.726
2022-09-01,-17.75,-19.238,-16.827
2022-09-02,-18.93,-19.076,-16.9735
2022-09-06,-18.82,-18.886000000000003,-17.107499999999998
2022-09-07,-17.54,-18.478,-17.149
2022-09-08,-15.9,-17.788,-17.170499999999997
2022-09-09,-14.83,-17.204,-17.144
2022-09-12,-14.25,-16.268,-17.1145
2022-09-13,-16.84,-15.872,-17.2255
2022-09-14,-16.88,-15.74,-17.3415
2022-09-15,-17.42,-16.044,-17.447
2022-09-16,-18.22,-16.722,-17.5775
2022-09-19,-18.15,-17.502,-17.707
2022-09-20,-19.51,-18.035999999999998,-17.8375
2022-09-21,-20.78,-18.816,-17.9945
2022-09-22,-20.46,-19.424,-18.121000000000002
2022-09-23,-20.76,-19.932,-18.274
2022-09-26,-21.41,-20.584,-18.357499999999998
2022-09-27,-22.58,-21.198,-18.498
2022-09-28,-22.27,-21.496000000000002,-18.6325
2022-09-29,-22.61,-21.926,-18.7955
2022-09-30,-23.8,-22.534,-19.098
2022-10-03,-21.11,-22.473999999999997,-19.207
2022-10-04,-18.36,-21.63,-19.184
2022-10-05,-18.13,-20.802,-19.2135
2022-10-06,-18.85,-20.05,-19.361
2022-10-07,-19.36,-19.162,-19.5875
2022-10-10,-19.87,-18.914,-19.8685
2022-10-11,-19.38,-19.118000000000002,-19.9955
2022-10-12,-20.69,-19.630000000000003,-20.186
2022-10-13,-18.82,-19.624000000000002,-20.256
2022-10-14,-20.04,-19.759999999999998,-20.347
2022-10-17,-18.0,-19.386,-20.339499999999997
2022-10-18,-16.86,-18.881999999999998,-20.207
2022-10-19,-22.24,-19.192,-20.28
2022-10-20,-24.51,-20.33,-20.482499999999998
2022-10-21,-24.63,-21.248,-20.676
2022-10-24,-22.1,-22.068,-20.710500000000003
2022-10-25,-22.37,-23.17,-20.7
2022-10-26,-22.0,-23.122000000000003,-20.686500000000002
2022-10-27,-23.17,-22.854000000000003,-20.714499999999997
2022-10-28,-21.16,-22.160000000000004,-20.582500000000003
2022-10-31,-21.59,-22.058,-20.6065
2022-11-01,-20.78,-21.740000000000002,-20.7275
2022-11-02,-21.75,-21.69,-20.9085
2022-11-03,-22.97,-21.65,-21.1145
2022-11-04,-21.73,-21.764,-21.233
2022-11-07,-20.63,-21.572,-21.271
2022-11-08,-20.52,-21.52,-21.328
2022-11-09,-20.66,-21.302,-21.326500000000003
2022-11-10,-16.94,-20.095999999999997,-21.232499999999998
2022-11-11,-17.05,-19.160000000000004,-21.083000000000002
2022-11-14,-18.67,-18.768,-21.116500000000002
2022-11-15,-17.79,-18.222,-21.163
2022-11-16,-17.42,-17.574,-20.922
2022-11-17,-18.24,-17.834000000000003,-20.6085
2022-11-18,-17.21,-17.866,-20.2375
2022-11-21,-17.2,-17.572,-19.9925
2022-11-22,-16.42,-17.298000000000002,-19.695
2022-11-23,-15.52,-16.918,-19.371
2022-11-25,-14.77,-16.223999999999997,-18.951
2022-11-28,-16.01,-15.984,-18.6935
2022-11-29,-16.32,-15.807999999999998,-18.43
2022-11-30,-14.28,-15.379999999999999,-18.104999999999997
2022-12-01,-13.67,-15.01,-17.701
2022-12-02,-13.54,-14.764000000000001,-17.2295
2022-12-05,-15.62,-14.685999999999998,-16.924
2022-12-06,-16.83,-14.788,-16.734
2022-12-07,-16.09,-15.15,-16.5125
2022-12-08,-14.43,-15.301999999999998,-16.201
2022-12-09,-13.97,-15.388,-16.052500000000002
2022-12-12,-12.41,-14.746,-15.8205
2022-12-13,-10.79,-13.538,-15.426499999999999
2022-12-14,-11.01,-12.522,-15.0875
2022-12-15,-13.18,-12.272,-14.875499999999999
2022-12-16,-14.45,-12.367999999999999,-14.685999999999998
2022-12-19,-14.71,-12.828,-14.561000000000002
2022-12-20,-14.79,-13.628,-14.4405
2022-12-21,-13.47,-14.12,-14.293000000000001
2022-12-22,-13.56,-14.196000000000002,-14.195000000000002
2022-12-23,-13.44,-13.994,-14.128499999999999
2022-12-27,-13.13,-13.678,-13.9845
2022-12-28,-13.72,-13.464000000000002,-13.854499999999998
2022-12-29,-11.75,-13.120000000000001,-13.728
2022-12-30,-12.16,-12.84,-13.6525
2023-01-03,-12.04,-12.56,-13.5775
2023-01-04,-10.76,-12.086,-13.3345
2023-01-05,-11.08,-11.558,-13.047
2023-01-06,-9.86,-11.18,-12.7355
2023-01-09,-10.01,-10.75,-12.5145
2023-01-10,-8.65,-10.072,-12.2485
2023-01-11,-9.21,-9.762,-12.0885
2023-01-12,-10.64,-9.674000000000001,-12.081
2023-01-13,-8.92,-9.486,-11.9765
2023-01-17,-9.02,-9.288,-11.7685
2023-01-18,-10.52,-9.662,-11.572000000000001
2023-01-19,-10.29,-9.878,-11.351
2023-01-20,-9.47,-9.644,-11.085
2023-01-23,-8.52,-9.563999999999998,-10.8375
2023-01-24,-9.53,-9.666,-10.636
2023-01-25,-10.57,-9.676,-10.4925
2023-01-26,-10.52,-9.722,-10.361999999999998
2023-01-27,-11.28,-10.084,-10.239999999999998
2023-01-30,-11.38,-10.656,-10.2215
2023-01-31,-10.83,-10.916,-10.155
2023-02-01,-9.66,-10.734,-10.036
2023-02-02,-9.35,-10.5,-9.965499999999999
2023-02-03,-9.68,-10.180000000000001,-9.8955
2023-02-06,-10.44,-9.992,-9.924499999999998
2023-02-07,-9.48,-9.722,-9.898
2023-02-08,-10.86,-9.962,-10.0085
2023-02-09,-12.49,-10.59,-10.172500000000001
2023-02-10,-12.42,-11.138,-10.2615
2023-02-13,-12.15,-11.48,-10.423
2023-02-14,-13.14,-12.212,-10.629
2023-02-15,-13.12,-12.664,-10.758999999999999
2023-02-16,-14.07,-12.98,-10.948
2023-02-17,-13.55,-13.206,-11.152
2023-02-21,-15.98,-13.972,-11.525
2023-02-22,-16.74,-14.692000000000002,-11.8855
2023-02-23,-16.85,-15.437999999999999,-12.1995
2023-02-24,-18.5,-16.324,-12.598500000000001
2023-02-27,-19.04,-17.422000000000004,-12.986500000000001
2023-02-28,-17.49,-17.724,-13.292000000000002
2023-03-01,-17.79,-17.933999999999997,-13.64
2023-03-02,-16.39,-17.842,-13.976499999999998
2023-03-03,-14.97,-17.136,-14.257500000000002
2023-03-06,-16.3,-16.588,-14.5885
2023-03-07,-18.5,-16.79,-14.991499999999998
2023-03-08,-18.96,-17.024,-15.4655
2023-03-09,-20.2,-17.786,-15.9325
2023-03-10,-20.91,-18.974,-16.353500000000004
2023-03-13,-19.93,-19.7,-16.729
2023-03-14,-19.64,-19.927999999999997,-17.1035
2023-03-15,-20.24,-20.184,-17.458499999999997
2023-03-16,-19.25,-19.994,-17.764999999999997
2023-03-17,-20.88,-19.988,-18.1055
2023-03-20,-20.19,-20.04,-18.4375
2023-03-21,-19.81,-20.074,-18.629
2023-03-22,-21.0,-20.226,-18.842000000000002
2023-03-23,-20.86,-20.548,-19.042499999999997
2023-03-24,-20.04,-20.380000000000003,-19.1195
2023-03-27,-19.71,-20.284,-19.153
2023-03-28,-20.8,-20.482,-19.3185
2023-03-29,-19.58,-20.198,-19.407999999999998
2023-03-30,-19.21,-19.868000000000002,-19.549
2023-03-31,-17.44,-19.348000000000003,-19.6725
2023-04-03,-16.8,-18.766,-19.6975
2023-04-04,-15.82,-17.770000000000003,-19.5635
2023-04-05,-14.69,-16.792,-19.35
2023-04-06,-14.11,-15.772,-19.045499999999997
2023-04-10,-15.1,-15.303999999999998,-18.755000000000003
2023-04-11,-15.43,-15.030000000000001,-18.53
2023-04-12,-16.02,-15.069999999999999,-18.348999999999997
2023-04-13,-15.17,-15.166,-18.0955
2023-04-14,-14.89,-15.322,-17.8775
2023-04-17,-14.44,-15.190000000000001,-17.5555
2023-04-18,-14.74,-15.051999999999998,-17.282999999999998
2023-04-19,-8.12,-13.472,-16.698500000000003
2023-04-20,-9.7,-12.378,-16.1335
2023-04-21,-8.63,-11.126,-15.522
2023-04-24,-9.65,-10.168000000000001,-15.002500000000001
2023-04-25,-10.0,-9.219999999999999,-14.517000000000001
2023-04-26,-11.0,-9.796000000000001,-14.027000000000001
2023-04-27,-10.39,-9.934000000000001,-13.5675
2023-04-28,-9.6,-10.128,-13.087
2023-05-01,-8.88,-9.974,-12.659
2023-05-02,-8.62,-9.698,-12.25
2023-05-03,-8.44,-9.185999999999998,-11.881
2023-05-04,-9.06,-8.919999999999998,-11.5995
2023-05-05,-8.78,-8.756,-11.333
2023-05-08,-9.03,-8.786,-11.0295
2023-05-09,-9.45,-8.952,-10.7305
2023-05-10,-9.16,-9.096,-10.3875
2023-05-11,-9.58,-9.2,-10.108
2023-05-12,-9.29,-9.302,-9.828
2023-05-15,-9.72,-9.44,-9.592
2023-05-16,-10.05,-9.56,-9.3575
2023-05-17,-10.47,-9.822,-9.475
2023-05-18,-10.72,-10.05,-9.526
2023-05-19,-10.39,-10.27,-9.614
2023-05-22,-10.89,-10.504000000000001,-9.676
2023-05-23,-12.84,-11.062000000000001,-9.818000000000001
2023-05-24,-14.16,-11.8,-9.976
2023-05-25,-15.63,-12.782,-10.238
2023-05-26,-15.07,-13.718,-10.511500000000002
2023-05-30,-15.97,-14.734,-10.866000000000001
2023-05-31,-15.74,-15.313999999999998,-11.222
2023-06-01,-14.79,-15.440000000000001,-11.5395
2023-06-02,-13.7,-15.053999999999998,-11.7715
2023-06-05,-14.05,-14.85,-12.035
2023-06-06,-14.98,-14.652000000000001,-12.3325
2023-06-07,-15.77,-14.657999999999998,-12.648500000000002
2023-06-08,-16.49,-14.998,-13.015
2023-06-09,-15.74,-15.406,-13.322999999999999
2023-06-12,-15.98,-15.791999999999998,-13.657499999999999
2023-06-13,-15.6,-15.916,-13.951500000000001
2023-06-14,-14.46,-15.654,-14.172
2023-06-15,-13.0,-14.956,-14.2985
2023-06-16,-12.03,-14.214000000000002,-14.364
2023-06-20,-11.62,-13.341999999999999,-14.4255
2023-06-21,-11.99,-12.620000000000001,-14.480499999999997
2023-06-22,-10.34,-11.796000000000001,-14.355500000000001
2023-06-23,-10.51,-11.298,-14.172999999999998
2023-06-26,-10.13,-10.918000000000001,-13.898
2023-06-27,-10.72,-10.738,-13.6805
2023-06-28,-10.87,-10.514,-13.4255
2023-06-29,-10.83,-10.612,-13.180000000000001
2023-06-30,-9.71,-10.452000000000002,-12.925999999999998
2023-07-03,-10.96,-10.618,-12.789
2023-07-05,-10.84,-10.642,-12.6285
2023-07-06,-10.98,-10.664000000000001,-12.4285
2023-07-07,-11.67,-10.832,-12.223500000000001
2023-07-10,-11.13,-11.116000000000001,-11.9555
2023-07-11,-10.73,-11.070000000000002,-11.705
2023-07-12,-11.27,-11.156,-11.4695
2023-07-13,-10.53,-11.065999999999999,-11.216000000000001
2023-07-14,-10.38,-10.808000000000002,-11.012
2023-07-17,-11.14,-10.809999999999999,-10.919
2023-07-18,-11.18,-10.9,-10.8765
2023-07-19,-10.91,-10.828,-10.841
2023-07-20,-7.16,-10.154,-10.599499999999999
2023-07-21,-5.13,-9.104000000000001,-10.339000000000002
2023-07-24,-4.86,-7.847999999999999,-10.0565
2023-07-25,-6.25,-6.862,-9.8625
2023-07-26,-5.3,-5.74,-9.5915
2023-07-27,-6.48,-5.604,-9.372
2023-07-28,-6.42,-5.862,-9.1515
2023-07-31,-7.57,-6.404000000000001,-9.044500000000001
2023-08-01,-8.07,-6.768000000000001,-8.9
2023-08-02,-9.62,-7.632000000000001,-8.839
2023-08-03,-10.49,-8.434000000000001,-8.8145
2023-08-04,-10.4,-9.23,-8.751
2023-08-07,-9.76,-9.668000000000001,-8.682500000000001
2023-08-08,-11.53,-10.36,-8.7225
2023-08-09,-11.7,-10.776,-8.744
2023-08-10,-12.05,-11.088,-8.82
2023-08-11,-11.7,-11.348,-8.886
2023-08-14,-11.21,-11.638000000000002,-8.889500000000002
2023-08-15,-11.87,-11.706,-8.924000000000001
2023-08-16,-12.11,-11.788,-8.984
2023-08-17,-11.88,-11.754000000000001,-9.22
2023-08-18,-12.58,-11.93,-9.5925
2023-08-21,-12.48,-12.184000000000001,-9.9735
2023-08-22,-11.76,-12.162,-10.248999999999999
2023-08-23,-11.77,-12.094,-10.5725
2023-08-24,-12.55,-12.228,-10.876000000000001
2023-08-25,-12.29,-12.17,-11.169500000000001
2023-08-28,-13.09,-12.292,-11.4455
2023-08-29,-12.49,-12.437999999999999,-11.6665
2023-08-30,-12.18,-12.52,-11.7945
2023-08-31,-13.03,-12.616,-11.921499999999998
2023-09-01,-12.8,-12.718,-12.041500000000001
2023-09-05,-13.89,-12.878,-12.248
2023-09-06,-13.41,-13.062000000000001,-12.341999999999999
2023-09-07,-14.1,-13.446000000000002,-12.462
2023-09-08,-14.06,-13.652000000000001,-12.5625
2023-09-11,-12.65,-13.622,-12.61
2023-09-12,-12.7,-13.384,-12.6845
2023-09-13,-12.46,-13.193999999999999,-12.713999999999999
2023-09-14,-12.49,-12.872,-12.733
2023-09-15,-13.25,-12.71,-12.8015
2023-09-18,-13.86,-12.952000000000002,-12.8655
2023-09-19,-14.14,-13.24,-12.948500000000001
2023-09-20,-14.47,-13.642000000000001,-13.084
2023-09-21,-15.61,-14.266,-13.276
2023-09-22,-16.26,-14.868,-13.461500000000001
2023-09-25,-16.84,-15.463999999999999,-13.689000000000002
2023-09-26,-17.89,-16.214,-13.928999999999998
2023-09-27,-18.48,-17.016,-14.2285
2023-09-28,-16.28,-17.15,-14.433499999999999
2023-09-29,-17.36,-17.369999999999997,-14.65
2023-10-02,-17.96,-17.594,-14.908000000000001
2023-10-03,-17.91,-17.598000000000003,-15.109
2023-10-04,-18.03,-17.508000000000003,-15.34
2023-10-05,-17.56,-17.764000000000003,-15.513000000000002
2023-10-06,-16.99,-17.69,-15.6595
2023-10-09,-17.09,-17.516,-15.881499999999999
2023-10-10,-16.41,-17.216,-16.067
2023-10-11,-20.59,-17.728,-16.4735
2023-10-12,-22.67,-18.75,-16.9825
2023-10-13,-22.09,-19.77,-17.424500000000002
2023-10-16,-20.98,-20.548,-17.7805
2023-10-17,-21.01,-21.468,-18.124000000000002
2023-10-18,-18.1,-20.97,-18.305500000000002
2023-10-19,-18.2,-20.076,-18.435000000000002
2023-10-20,-17.06,-19.07,-18.475
2023-10-23,-17.91,-18.456,-18.5285
2023-10-24,-18.74,-18.002,-18.571
2023-10-25,-19.8,-18.342000000000002,-18.637
2023-10-26,-19.45,-18.592000000000002,-18.7955
2023-10-27,-20.41,-19.262,-18.948
2023-10-30,-20.29,-19.738,-19.0645
2023-10-31,-18.96,-19.782,-19.117
2023-11-01,-18.22,-19.466,-19.1265
2023-11-02,-17.42,-19.06,-19.1195
2023-11-03,-17.52,-18.482,-19.146
2023-11-06,-18.23,-18.07,-19.203
2023-11-07,-18.4,-17.958,-19.302500000000002
2023-11-08,-18.45,-18.003999999999998,-19.1955
2023-11-09,-19.46,-18.412,-19.035
2023-11-10,-19.1,-18.728,-18.8855
2023-11-13,-17.56,-18.594,-18.714499999999997
2023-11-14,-16.46,-18.206,-18.487000000000002
2023-11-15,-15.67,-17.65,-18.365499999999997
2023-11-16,-13.75,-16.508,-18.142999999999997
2023-11-17,-14.35,-15.557999999999998,-18.0075
2023-11-20,-12.95,-14.636,-17.7595
2023-11-21,-12.34,-13.812000000000001,-17.439500000000002
2023-11-22,-11.66,-13.01,-17.0325
2023-11-24,-11.52,-12.564,-16.636000000000003
2023-11-27,-11.66,-12.026,-16.1985
2023-11-28,-12.21,-11.878,-15.7945
2023-11-29,-10.87,-11.584,-15.389999999999997
2023-11-30,-10.3,-11.312000000000001,-14.994
2023-12-01,-9.61,-10.93,-14.6035
2023-12-04,-9.35,-10.468,-14.194999999999999
2023-12-05,-10.07,-10.04,-13.787
2023-12-06,-9.57,-9.78,-13.345500000000001
2023-12-07,-10.32,-9.784,-12.938999999999998
2023-12-08,-9.93,-9.848,-12.4625
2023-12-11,-8.48,-9.674000000000001,-11.9315
2023-12-12,-8.14,-9.288,-11.4605
2023-12-13,-7.73,-8.92,-11.024000000000001
2023-12-14,-6.74,-8.204,-10.577499999999999
2023-12-15,-7.7,-7.758,-10.275
2023-12-18,-7.14,-7.49,-9.9145
2023-12-19,-6.89,-7.24,-9.611500000000001
2023-12-20,-7.59,-7.212000000000001,-9.374
2023-12-21,-6.85,-7.233999999999999,-9.133500000000002
2023-12-22,-6.47,-6.9879999999999995,-8.881
2023-12-26,-6.34,-6.828,-8.615
2023-12-27,-5.96,-6.642,-8.302499999999998
2023-12-28,-5.54,-6.232,-8.036
2023-12-29,-5.76,-6.014,-7.809
2024-01-02,-5.81,-5.882,-7.619
2024-01-03,-6.03,-5.82,-7.453
2024-01-04,-5.06,-5.64,-7.202500000000001
2024-01-05,-5.18,-5.568,-6.983000000000001
2024-01-08,-4.13,-5.241999999999999,-6.6735
2024-01-09,-3.88,-4.856,-6.371
2024-01-10,-2.62,-4.174,-6.078
2024-01-11,-3.3,-3.822,-5.836
2024-01-12,-2.98,-3.382,-5.5985
2024-01-16,-3.1,-3.1759999999999997,-5.4165
2024-01-17,-2.97,-2.994,-5.18
2024-01-18,-2.91,-3.052,-4.9685
2024-01-19,-2.4,-2.8720000000000003,-4.744
2024-01-22,-2.78,-2.832,-4.503500000000001
2024-01-23,-2.91,-2.7939999999999996,-4.3065
2024-01-24,-5.13,-3.2260000000000004,-4.2395
2024-01-25,-3.98,-3.44,-4.121499999999999
2024-01-26,-4.28,-3.816,-4.0375
2024-01-29,-3.29,-3.918,-3.925
2024-01-30,-3.27,-3.9899999999999998,-3.8005000000000004
2024-01-31,-3.52,-3.668,-3.686
2024-02-01,-2.44,-3.3600000000000003,-3.5065
2024-02-02,-4.24,-3.3519999999999994,-3.4655
2024-02-05,-4.59,-3.6120000000000005,-3.436
2024-02-06,-2.7,-3.4979999999999998,-3.3645000000000005
2024-02-07,-3.25,-3.444,-3.3329999999999997
2024-02-08,-3.96,-3.748,-3.4
2024-02-09,-4.46,-3.7920000000000003,-3.4579999999999997
2024-02-12,-3.88,-3.65,-3.503
2024-02-13,-4.87,-4.0840000000000005,-3.5915
2024-02-14,-4.27,-4.288,-3.6565
2024-02-15,-2.96,-4.087999999999999,-3.6590000000000003
2024-02-16,-2.66,-3.728,-3.6719999999999997
2024-02-20,-0.48,-3.048,-3.557
2024-02-21,0.54,-1.966,-3.3845
2024-02-22,1.49,-0.8140000000000001,-3.0535
2024-02-23,1.85,0.148,-2.762
2024-02-26,1.21,0.922,-2.4875
2024-02-27,1.81,1.3800000000000001,-2.2325
2024-02-28,2.35,1.7420000000000002,-1.9515
2024-02-29,1.17,1.6780000000000002,-1.7169999999999999
2024-03-01,1.13,1.534,-1.5384999999999998
2024-03-04,2.3,1.752,-1.2115
2024-03-05,1.19,1.6280000000000001,-0.9225
2024-03-06,1.81,1.52,-0.6970000000000001
2024-03-07,2.93,1.8719999999999999,-0.388
2024-03-08,2.96,2.2380000000000004,-0.04199999999999997
2024-03-11,2.41,2.2600000000000002,0.30150000000000005
2024-03-12,2.86,2.5940000000000003,0.6385
2024-03-13,2.39,2.71,1.0015
2024-03-14,1.36,2.396,1.283
2024-03-15,-1.26,1.552,1.3679999999999999
2024-03-18,-3.65,0.33999999999999997,1.3185
2024-03-19,-3.06,-0.844,1.1895000000000002
2024-03-20,-4.42,-2.206,0.9414999999999999
2024-03-21,-4.41,-3.3600000000000003,0.6465
2024-03-22,-5.18,-4.144,0.29500000000000004
2024-03-25,-5.64,-4.542,-0.047499999999999966
2024-03-26,-4.39,-4.808,-0.35749999999999993
2024-03-27,-2.73,-4.47,-0.6115
2024-03-28,-2.58,-4.104,-0.7989999999999999
