Date,rate_COIN,rate_COIN_5D,rate_COIN_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-19,-46.07,-43.402,-44.9855,-4.83,-4.948,-6.697
2023-04-20,-49.34,-44.803999999999995,-45.6135,-5.36,-5.018000000000001,-6.487
2023-04-21,-50.55,-46.606,-45.8625,-5.3,-5.037999999999999,-6.2845
2023-04-24,-54.11,-48.760000000000005,-46.3515,-5.18,-5.098000000000001,-6.087
2023-04-25,-53.44,-50.702,-46.5925,-6.43,-5.42,-5.9595
2023-04-26,-54.83,-52.45399999999999,-46.923500000000004,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-54.59,-53.504,-47.334500000000006,-5.24,-5.786,-5.71
2023-04-28,-54.91,-54.376,-47.715,-4.56,-5.638,-5.5715
2023-05-01,-56.72,-54.898,-48.3245,-4.51,-5.504,-5.4944999999999995
2023-05-02,-55.73,-55.355999999999995,-48.7755,-5.49,-5.316,-5.4910000000000005
2023-05-03,-58.1,-56.010000000000005,-49.3015,-6.08,-5.176,-5.4910000000000005
2023-05-04,-57.49,-56.589999999999996,-49.725,-6.71,-5.47,-5.5115
2023-05-05,-49.93,-55.59400000000001,-49.7975,-5.15,-5.588,-5.471500000000001
2023-05-08,-50.05,-54.260000000000005,-50.0675,-5.11,-5.708,-5.4345
2023-05-09,-48.26,-52.766,-50.415,-5.5,-5.71,-5.4174999999999995
2023-05-10,-46.2,-50.385999999999996,-50.563,-5.1,-5.514,-5.362
2023-05-11,-48.14,-48.516000000000005,-50.853500000000004,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-50.7,-48.67,-51.3115,-5.35,-5.258,-5.3805000000000005
2023-05-15,-47.79,-48.218,-51.534000000000006,-5.04,-5.244,-5.3885
2023-05-16,-50.25,-48.616,-51.86,-5.65,-5.274,-5.430000000000001
2023-05-17,-47.56,-48.888,-51.9345,-4.56,-5.166,-5.416500000000001
2023-05-18,-48.22,-48.903999999999996,-51.878499999999995,-3.65,-4.85,-5.331
2023-05-19,-51.18,-49.0,-51.910000000000004,-3.8,-4.54,-5.255999999999999
2023-05-22,-47.53,-48.94799999999999,-51.580999999999996,-3.74,-4.28,-5.184
2023-05-23,-49.21,-48.74,-51.3695,-4.8,-4.109999999999999,-5.1025
2023-05-24,-49.84,-49.196,-51.12,-5.51,-4.3,-5.039
2023-05-25,-51.12,-49.775999999999996,-50.9465,-4.7,-4.51,-5.012
2023-05-26,-51.07,-49.754000000000005,-50.75449999999999,-3.48,-4.446,-4.958
2023-05-30,-47.45,-49.738,-50.291,-3.45,-4.388,-4.905
2023-05-31,-46.57,-49.21,-49.833000000000006,-3.96,-4.220000000000001,-4.8285
2023-06-01,-44.45,-48.132,-49.1505,-2.99,-3.716,-4.674
2023-06-02,-43.62,-46.632,-48.457,-1.6,-3.096,-4.4185
2023-06-05,-48.64,-46.146,-48.3925,-1.79,-2.758,-4.250500000000001
2023-06-06,-54.79,-47.614000000000004,-48.6295,-1.59,-2.386,-4.0745
2023-06-07,-53.36,-48.971999999999994,-48.8845,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-51.94,-50.47,-49.171499999999995,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-53.34,-52.414,-49.4315,-1.17,-1.558,-3.5035000000000003
2023-06-12,-55.7,-53.826,-49.6815,-0.27,-1.254,-3.2495
2023-06-13,-54.1,-53.688,-49.997,0.38,-0.86,-2.9785
2023-06-14,-52.8,-53.576,-50.1245,0.45,-0.388,-2.6735
2023-06-15,-52.49,-53.686,-50.371,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-51.33,-53.284000000000006,-50.5265,1.35,0.7260000000000001,-2.1095
2023-06-20,-50.02,-52.148,-50.4685,0.89,0.958,-1.875
2023-06-21,-49.15,-51.158,-50.5495,0.35,0.9520000000000002,-1.6705
2023-06-22,-49.68,-50.534000000000006,-50.573,0.71,1.004,-1.395
2023-06-23,-46.22,-49.28,-50.392,-0.04,0.652,-1.1215
2023-06-26,-45.81,-48.176,-50.1265,-0.45,0.292,-0.909
2023-06-27,-38.89,-45.95,-49.5175,0.64,0.242,-0.7030000000000001
2023-06-28,-38.14,-43.748000000000005,-49.052,0.69,0.30999999999999994,-0.496
2023-06-29,-36.67,-41.146,-48.557,0.68,0.304,-0.26400000000000007
2023-06-30,-37.44,-39.39,-48.2065,1.85,0.682,-0.022
2023-07-03,-29.52,-36.132,-47.50150000000001,2.0,1.1720000000000002,0.158
2023-07-05,-30.89,-34.532,-46.614000000000004,1.78,1.4,0.3365
2023-07-06,-31.11,-33.126,-45.43,0.97,1.456,0.46449999999999997
2023-07-07,-30.57,-31.905999999999995,-44.290499999999994,0.74,1.468,0.597
2023-07-10,-28.41,-30.1,-43.114,1.01,1.3,0.7140000000000001
2023-07-11,-21.49,-28.494,-41.521499999999996,1.65,1.23,0.8550000000000001
2023-07-12,-24.28,-27.172000000000004,-39.950500000000005,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-5.92,-22.134,-37.5415,3.26,1.8199999999999998,1.1345
2023-07-14,-7.4,-17.5,-35.271499999999996,3.18,2.308,1.2710000000000001
2023-07-17,-7.19,-13.256,-33.0065,3.53,2.812,1.3615
2023-07-18,-7.9,-10.538,-30.835,4.31,3.344,1.5095
2023-07-19,-3.77,-6.436,-28.5225,4.53,3.7619999999999996,1.6915
2023-07-20,-10.38,-7.328,-26.583999999999996,3.86,3.882,1.8669999999999998
2023-07-21,-10.7,-7.9879999999999995,-24.634999999999998,3.87,4.0200000000000005,2.025
2023-07-24,-12.17,-8.984,-22.9325,4.3,4.1739999999999995,2.242
2023-07-25,-12.99,-10.001999999999999,-21.291500000000003,4.56,4.224,2.4925
2023-07-26,-11.53,-11.554,-19.923499999999997,4.58,4.234,2.6895
2023-07-27,-16.5,-12.778,-18.8415,3.99,4.26,2.8545000000000003
2023-07-28,-15.04,-13.645999999999997,-17.759999999999998,4.84,4.454,3.0625
2023-07-31,-12.34,-13.680000000000001,-16.505,5.01,4.595999999999999,3.2205
2023-08-01,-15.1,-14.102,-15.784,4.66,4.616,3.3534999999999995
2023-08-02,-17.61,-15.318000000000001,-15.120000000000001,3.53,4.406000000000001,3.441
2023-08-03,-17.39,-15.495999999999999,-14.434000000000001,3.31,4.27,3.558
2023-08-04,-19.71,-16.43,-13.891,2.92,3.886,3.6670000000000003
2023-08-07,-20.63,-18.088,-13.501999999999999,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-19.32,-18.932,-13.3935,3.32,3.342,3.8815
2023-08-09,-21.64,-19.738,-13.261500000000002,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-22.24,-20.708,-14.077499999999997,2.89,3.1220000000000003,3.8835
2023-08-11,-23.74,-21.514,-14.894499999999999,2.83,3.104,3.8659999999999997
2023-08-14,-23.86,-22.16,-15.728,3.23,3.024,3.851
2023-08-15,-24.88,-23.272,-16.576999999999998,2.44,2.848,3.7574999999999994
2023-08-16,-25.0,-23.944,-17.6385,1.94,2.666,3.6279999999999992
2023-08-17,-27.15,-24.926,-18.476999999999997,1.39,2.366,3.5044999999999993
2023-08-18,-28.64,-25.906,-19.374000000000002,1.45,2.09,3.3835
2023-08-21,-27.33,-26.6,-20.131999999999998,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-27.57,-27.137999999999998,-20.860999999999997,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-25.73,-27.284,-21.571,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-28.36,-27.526,-22.164,1.53,1.8039999999999998,2.8905
2023-08-25,-27.98,-27.394,-22.811,1.97,1.908,2.747
2023-08-28,-28.33,-27.594,-23.610500000000002,2.41,2.0100000000000002,2.617
2023-08-29,-21.25,-26.330000000000002,-23.918,3.38,2.3440000000000003,2.553
2023-08-30,-21.81,-25.546,-24.127999999999997,3.66,2.59,2.5595
2023-08-31,-24.53,-24.779999999999998,-24.485,3.58,3.0,2.573
2023-09-01,-25.07,-24.198,-24.753,3.65,3.336,2.6094999999999997
2023-09-05,-25.38,-23.607999999999997,-24.9905,3.35,3.524,2.5955
2023-09-06,-24.95,-24.348,-25.272,2.76,3.4,2.5675
2023-09-07,-21.65,-24.316,-25.2725,2.49,3.166,2.5495
2023-09-08,-21.38,-23.686,-25.2295,2.62,2.974,2.5360000000000005
2023-09-11,-22.73,-23.217999999999996,-25.179,3.26,2.896,2.5575
2023-09-12,-22.07,-22.556,-25.0895,2.72,2.77,2.532
2023-09-13,-23.44,-22.253999999999998,-25.017500000000002,2.84,2.786,2.5520000000000005
2023-09-14,-20.07,-21.938,-24.771,3.7,3.028,2.6399999999999997
2023-09-15,-21.29,-21.92,-24.477999999999998,2.45,2.9939999999999998,2.693
2023-09-18,-21.8,-21.734,-24.136,2.56,2.854,2.7485
2023-09-19,-25.1,-22.34,-24.0245,2.36,2.782,2.7715000000000005
2023-09-20,-26.48,-22.948,-23.97,1.42,2.498,2.757
2023-09-21,-28.61,-24.656,-24.113999999999997,-0.2,1.718,2.6255
2023-09-22,-31.89,-26.776,-24.290499999999998,-0.44,1.1400000000000001,2.527
2023-09-25,-31.14,-28.644,-24.448500000000003,-0.03,0.622,2.4270000000000005
2023-09-26,-32.31,-30.086000000000002,-24.6475,-1.48,-0.146,2.2325
2023-09-27,-31.36,-31.062,-25.153000000000002,-1.46,-0.722,1.9904999999999997
2023-09-28,-27.89,-30.918,-25.457,-1.26,-0.9339999999999999,1.7445
2023-09-29,-27.97,-30.134000000000004,-25.629,-1.49,-1.1440000000000001,1.491
2023-10-02,-27.22,-29.35,-25.7365,-1.47,-1.432,1.2349999999999999
2023-10-03,-29.9,-28.867999999999995,-25.9625,-2.77,-1.69,0.929
2023-10-04,-28.96,-28.387999999999998,-26.163,-2.07,-1.812,0.6875
2023-10-05,-27.87,-28.383999999999997,-26.474,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-24.23,-27.636000000000003,-26.616500000000002,-1.01,-1.8939999999999997,0.274
2023-10-09,-23.62,-26.915999999999997,-26.661,-0.36,-1.672,0.09300000000000001
2023-10-10,-23.12,-25.560000000000002,-26.7135,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-25.29,-24.826,-26.806,0.56,-0.564,-0.14999999999999997
2023-10-12,-27.36,-24.724,-27.170500000000004,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-29.04,-25.686,-27.558,-0.55,-0.048,-0.48650000000000004
2023-10-16,-27.34,-26.43,-27.835,0.47,0.118,-0.591
2023-10-17,-25.18,-26.841999999999995,-27.839,0.48,0.186,-0.6849999999999999
2023-10-18,-28.57,-27.498,-27.9435,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-29.36,-27.898000000000003,-27.981,-1.68,-0.426,-0.8724999999999999
2023-10-20,-27.87,-27.663999999999998,-27.78,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-25.42,-27.28,-27.494,-3.06,-1.6,-1.1465
2023-10-24,-20.75,-26.394,-26.916000000000004,-2.34,-2.164,-1.1895
2023-10-25,-24.86,-25.651999999999997,-26.591,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-27.92,-25.364,-26.5925,-4.87,-3.372,-1.482
2023-10-27,-31.61,-26.112000000000002,-26.7745,-5.28,-3.85,-1.6715
2023-10-30,-28.89,-26.806,-26.857999999999997,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-25.51,-27.758,-26.6385,-3.59,-4.319999999999999,-1.847
2023-11-01,-24.38,-27.662,-26.409499999999998,-2.49,-4.078,-1.8679999999999999
2023-11-02,-17.97,-25.672000000000004,-25.914500000000004,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-16.84,-22.718,-25.545,0.19,-2.15,-1.7355
2023-11-06,-16.3,-20.2,-25.179,0.38,-1.242,-1.6985000000000003
2023-11-07,-13.68,-17.833999999999996,-24.707,0.65,-0.394,-1.673
2023-11-08,-14.41,-15.84,-24.163,0.73,0.25,-1.6644999999999999
2023-11-09,-10.01,-14.248,-23.2955,-0.01,0.388,-1.6635000000000002
2023-11-10,-9.96,-12.872,-22.3415,1.52,0.654,-1.56
2023-11-13,-10.23,-11.658,-21.486,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-10.76,-11.074000000000002,-20.765,3.34,1.4,-1.3695
2023-11-15,-4.89,-9.17,-19.581,3.57,1.968,-1.1485
2023-11-16,-6.08,-8.384,-18.417,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-4.02,-7.196,-17.2245,3.86,3.18,-0.5415000000000001
2023-11-20,2.8,-4.590000000000001,-15.8135,4.63,3.822,-0.15700000000000008
2023-11-21,2.21,-1.996,-14.6655,4.36,4.026,0.17799999999999994
2023-11-22,5.85,0.15199999999999997,-13.129999999999999,4.81,4.273999999999999,0.6034999999999999
2023-11-24,11.94,3.7560000000000002,-11.137,4.87,4.505999999999999,1.0905
2023-11-27,16.04,7.768000000000001,-8.7545,4.69,4.672,1.589
2023-11-28,24.27,12.062000000000001,-6.0965,4.79,4.704,2.0364999999999998
2023-11-29,23.83,16.386000000000003,-3.6295,4.72,4.776000000000001,2.452
2023-11-30,20.83,19.381999999999998,-1.3690000000000002,5.12,4.837999999999999,2.8325
2023-12-01,29.04,22.802,0.9814999999999996,5.62,4.988,3.1485
2023-12-04,36.0,26.794,3.6235,5.11,5.072,3.3945
2023-12-05,35.14,28.968,6.1955,5.08,5.130000000000001,3.6295
2023-12-06,29.78,30.158000000000005,8.368500000000001,4.72,5.13,3.8329999999999997
2023-12-07,31.28,32.248000000000005,10.653,5.4,5.186,4.0665
2023-12-08,41.33,34.706,13.219999999999999,5.77,5.215999999999999,4.3555
2023-12-11,33.04,34.114,15.370000000000001,6.12,5.418,4.585500000000001
2023-12-12,34.35,33.956,17.598999999999997,6.6,5.7219999999999995,4.8445
2023-12-13,43.23,36.646,20.298499999999997,7.92,6.362,5.0735
2023-12-14,45.83,39.556,22.8345,8.21,6.9239999999999995,5.3055
2023-12-15,41.13,39.516,25.195,8.06,7.382000000000001,5.523
2023-12-18,45.66,42.04,27.678999999999995,8.62,7.882,5.761
2023-12-19,52.5,45.669999999999995,30.163999999999998,9.16,8.394,5.9875
2023-12-20,53.12,47.647999999999996,32.7095,7.51,8.312,6.1450000000000005
2023-12-21,58.57,50.196000000000005,35.3455,8.36,8.341999999999999,6.3225
2023-12-22,65.16,55.001999999999995,38.0065,8.57,8.443999999999999,6.5075
2023-12-26,62.12,58.294,40.3105,8.94,8.508,6.720000000000001
2023-12-27,73.79,62.552,42.786500000000004,9.1,8.495999999999999,6.9355
2023-12-28,74.78,66.88399999999999,45.334,9.11,8.815999999999999,7.154999999999999
2023-12-29,63.78,67.926,47.4815,8.87,8.918000000000001,7.342499999999999
2024-01-02,47.83,64.46000000000001,48.42100000000001,8.16,8.836,7.469499999999999
2024-01-03,43.64,60.76400000000001,48.803000000000004,7.53,8.553999999999998,7.5905000000000005
2024-01-04,46.74,55.354,49.383,7.23,8.18,7.698
2024-01-05,45.23,49.444,50.155499999999996,7.36,7.830000000000001,7.83
2024-01-08,50.32,46.751999999999995,51.1075,8.85,7.8260000000000005,8.0025
2024-01-09,43.34,45.854,51.20799999999999,8.62,7.918000000000001,8.145
2024-01-10,42.69,45.664,51.6905,9.22,8.256,8.3
2024-01-11,33.18,42.952,51.63199999999999,9.19,8.648,8.429499999999999
2024-01-12,23.43,38.592,50.641999999999996,9.23,9.022,8.495000000000001
2024-01-16,26.34,33.79600000000001,49.667500000000004,8.92,9.036,8.5305
2024-01-17,26.32,30.392000000000003,48.927,8.42,8.996,8.5485
2024-01-18,17.39,25.332,47.51350000000001,9.22,8.995999999999999,8.578500000000002
2024-01-19,17.77,22.25,45.777,10.34,9.226,8.6375
2024-01-22,21.02,21.767999999999997,44.172000000000004,10.55,9.49,8.7895
2024-01-23,17.23,19.946,42.105000000000004,10.83,9.872,8.913
2024-01-24,14.55,17.592,39.5745,10.91,10.370000000000001,9.03
2024-01-25,14.24,16.962,37.1805,11.43,10.812000000000001,9.1545
2024-01-26,18.19,17.046,34.4005,11.37,11.017999999999999,9.267999999999999
2024-01-29,25.36,17.914,31.929499999999997,12.06,11.32,9.4155
2024-01-30,23.48,19.164,29.914499999999997,11.99,11.552,9.5715
2024-01-31,21.01,20.456,28.573499999999996,10.45,11.459999999999999,9.686
2024-02-01,21.33,21.874000000000002,27.458,11.46,11.466,9.8825
2024-02-02,21.58,22.552,26.2,12.41,11.674000000000001,10.141499999999999
2024-02-05,10.56,19.592,24.4665,12.07,11.676,10.377
2024-02-06,12.88,17.472,22.5945,12.35,11.748,10.552000000000001
2024-02-07,15.0,16.27,21.1775,13.07,12.272,10.7745
2024-02-08,24.76,16.956,20.281,13.13,12.606,10.97
2024-02-09,33.55,19.35,20.299500000000002,13.64,12.852,11.1925
2024-02-12,38.51,24.939999999999998,21.053500000000003,13.6,13.157999999999998,11.411
2024-02-13,32.05,28.774,21.339,12.17,13.122,11.5735
2024-02-14,50.71,35.916,22.558500000000002,13.12,13.132,11.808499999999999
2024-02-15,55.65,42.094,24.4715,13.8,13.266,12.0375
2024-02-16,69.32,49.248,27.049,13.28,13.193999999999999,12.1845
2024-02-20,62.78,54.102,29.137,12.73,13.02,12.2935
2024-02-21,52.61,58.214,30.906,12.83,13.151999999999997,12.3935
2024-02-22,60.54,60.17999999999999,33.2055,14.94,13.516,12.595
2024-02-23,55.94,60.238,35.290499999999994,14.99,13.754000000000001,12.773
2024-02-26,82.05,62.78399999999999,38.4835,14.61,14.02,12.934999999999999
2024-02-27,86.99,67.626,41.565,14.81,14.435999999999998,13.0725
2024-02-28,88.47,74.79799999999999,44.814499999999995,14.65,14.8,13.2055
2024-02-29,91.06,80.902,48.317,15.05,14.822,13.435500000000001
2024-03-01,91.5,88.014,51.8255,15.81,14.986,13.653
2024-03-04,113.01,94.20599999999999,56.397000000000006,15.68,15.2,13.8165
2024-03-05,101.51,97.11,60.944500000000005,14.57,15.152000000000001,13.941500000000001
2024-03-06,121.75,103.766,66.388,15.15,15.252,14.0815
2024-03-07,125.53,110.66000000000001,71.9145,16.24,15.49,14.24
2024-03-08,138.55,120.07000000000001,77.604,15.57,15.442000000000002,14.362
2024-03-11,136.27,124.72200000000001,82.74,15.48,15.402000000000001,14.454000000000002
2024-03-12,138.1,132.04000000000002,87.7195,16.5,15.788,14.599
2024-03-13,134.0,134.49,92.81700000000001,16.35,16.028,14.807999999999998
2024-03-14,117.22,132.828,96.1425,16.14,16.008000000000003,14.958999999999998
2024-03-15,125.29,130.176,99.6245,15.48,15.989999999999998,15.043000000000001
2024-03-18,122.75,127.47200000000001,102.296,16.07,16.108,15.1825
2024-03-19,115.24,122.9,104.91900000000001,16.58,16.124000000000002,15.375
2024-03-20,136.38,123.376,109.1075,17.38,16.33,15.602500000000001
2024-03-21,140.42,128.016,113.10150000000002,17.69,16.639999999999997,15.74
2024-03-22,135.3,130.018,117.06949999999999,17.27,16.998,15.854
2024-03-25,154.41,136.35,120.6875,17.03,17.19,15.975
2024-03-26,144.22,142.14600000000002,123.549,16.78,17.23,16.073500000000003
2024-03-27,136.24,142.118,125.9375,17.57,17.268,16.2195
2024-03-28,142.89,142.61200000000002,128.529,17.56,17.242,16.345
2024-04-01,130.32,141.61599999999999,130.47,17.14,17.216,16.411499999999997
2024-04-02,125.04,135.74200000000002,131.07150000000001,16.47,17.104,16.451
2024-04-03,129.88,132.87399999999997,132.48999999999998,16.56,17.06,16.5505
2024-04-04,128.22,131.26999999999998,132.8135,15.31,16.608,16.558500000000002
2024-04-05,120.87,126.86599999999999,132.5805,16.37,16.369999999999997,16.565
2024-04-08,134.44,127.69000000000001,132.375,16.41,16.224,16.607
2024-04-09,122.13,127.10799999999999,131.668,16.55,16.240000000000002,16.6605
2024-04-10,129.18,126.968,131.222,15.5,16.028,16.6105
2024-04-11,139.72,129.26799999999997,131.50799999999998,16.27,16.22,16.6065
2024-04-12,124.58,130.01,131.876,14.8,15.906,16.5395
2024-04-15,104.99,124.12,130.861,13.46,15.315999999999999,16.438499999999998
2024-04-16,100.88,119.87,129.76749999999998,13.26,14.658000000000001,16.298000000000002
2024-04-17,96.35,113.304,128.823,12.6,14.078,16.098999999999997
2024-04-18,100.21,105.402,127.0145,12.36,13.296000000000001,15.847999999999999
2024-04-19,93.86,99.258,124.6865,11.45,12.626,15.535999999999998
2024-04-22,107.19,99.69800000000001,123.28100000000002,12.38,12.41,15.2915
2024-04-23,116.77,102.876,121.399,13.77,12.512,15.128499999999999
2024-04-24,105.84,104.774,119.47999999999999,13.69,12.73,14.974
2024-04-25,105.15,105.76199999999999,117.92549999999999,13.23,12.904,14.757
2024-04-26,116.67,110.324,116.61449999999999,14.34,13.482,14.596
2024-04-29,100.21,108.928,115.109,14.73,13.952000000000002,14.4755
2024-04-30,87.25,103.024,113.2195,12.94,13.785999999999998,14.298999999999998
2024-05-01,91.29,100.114,111.29,12.36,13.52,14.088999999999999
2024-05-02,108.08,100.7,110.28299999999999,13.38,13.55,13.992499999999998
2024-05-03,103.07,97.98,109.393,14.75,13.632,13.911499999999998
2024-05-06,106.36,99.21,107.98899999999999,15.88,13.862,13.885
2024-05-07,95.01,100.762,106.633,16.04,14.482,13.8595
2024-05-08,92.18,100.94,104.78299999999999,16.05,15.219999999999999,13.887
2024-05-09,91.5,97.624,102.372,16.7,15.884,13.9085
2024-05-10,82.91,93.592,100.2885,16.85,16.304000000000002,14.011000000000001
2024-05-13,81.64,88.648,99.12100000000001,16.85,16.497999999999998,14.180499999999999
2024-05-14,84.84,86.614,98.31899999999999,17.4,16.77,14.3875
2024-05-15,100.08,88.19399999999999,98.50550000000001,18.81,17.322,14.698000000000002
2024-05-16,81.33,86.16,97.5615,18.58,17.698,15.009
2024-05-17,88.95,87.36800000000001,97.316,18.76,18.08,15.374500000000001
2024-05-20,104.85,92.01,97.199,18.87,18.484,15.699000000000002
2024-05-21,105.39,96.12,96.63000000000001,19.19,18.842000000000002,15.969999999999999
2024-05-22,110.58,98.22,96.86699999999999,18.84,18.848000000000003,16.2275
2024-05-23,99.11,101.776,96.565,17.97,18.726000000000003,16.4645
2024-05-24,116.14,107.21399999999998,96.5385,18.76,18.726,16.685499999999998
2024-05-28,122.8,110.804,97.66799999999999,18.86,18.724,16.892000000000003
2024-05-29,115.24,112.774,99.0675,18.03,18.492,17.1465
2024-05-30,113.52,113.362,100.179,17.25,18.174,17.391
2024-05-31,105.51,114.64199999999998,100.0505,18.26,18.232,17.635
2024-06-03,108.63,113.13999999999999,100.3285,18.08,18.096,17.8015
2024-06-04,120.1,112.6,101.0155,18.22,17.968,17.9185
2024-06-05,126.55,114.862,102.5925,19.6,18.282000000000004,18.0965
2024-06-06,131.63,118.48400000000001,104.56499999999998,19.58,18.747999999999998,18.273
2024-06-07,120.06,121.394,105.99299999999998,19.43,18.982,18.4095
2024-06-10,125.12,124.69200000000001,108.10350000000001,19.81,19.328,18.557499999999997
2024-06-11,120.09,124.69000000000001,110.026,20.08,19.7,18.719
2024-06-12,129.74,125.328,112.271,21.06,19.991999999999997,18.901999999999997
2024-06-13,123.17,123.63600000000001,113.42550000000001,21.28,20.332,19.0255
2024-06-14,120.36,123.696,115.377,21.38,20.722,19.1655
2024-06-17,120.89,122.85,116.974,22.32,21.224,19.3435
2024-06-18,112.68,121.36800000000001,117.3655,22.64,21.736,19.532
2024-06-20,111.86,117.792,117.68900000000001,22.31,21.985999999999997,19.688
2024-06-21,103.62,113.88200000000002,117.34100000000001,22.04,22.137999999999998,19.848000000000003
2024-06-24,91.46,108.102,116.9585,21.72,22.206,20.0355
2024-06-25,99.9,103.904,116.14650000000002,22.14,22.17,20.2045
2024-06-26,93.5,100.06800000000001,114.6815,22.26,22.094,20.3745
2024-06-27,101.95,98.086,114.01699999999998,22.42,22.116000000000003,20.594
2024-06-28,100.37,97.436,113.35949999999998,21.66,22.04,20.814500000000002
2024-07-01,108.56,100.85600000000001,113.51200000000001,21.54,22.003999999999998,20.9785
2024-07-02,103.36,101.548,113.24849999999999,22.15,22.006,21.182
2024-07-03,101.08,103.064,112.29749999999999,22.58,22.07,21.4
2024-07-05,99.96,102.66600000000001,110.96799999999999,23.16,22.218,21.578
2024-07-08,97.19,102.03,109.24600000000001,23.25,22.535999999999998,21.7615
2024-07-09,96.67,99.652,108.07649999999998,23.35,22.898000000000003,21.9575
2024-07-10,96.3,98.24,106.63550000000001,24.29,23.326,22.1815
2024-07-11,91.92,96.40799999999999,105.227,23.45,23.5,22.35
2024-07-12,94.93,95.402,103.4865,24.05,23.678,22.4995
2024-07-15,117.01,99.36600000000001,103.17849999999999,24.34,23.896,22.652499999999996
2024-07-16,124.72,104.976,103.39649999999999,24.73,24.171999999999997,22.82
2024-07-17,122.59,110.234,103.48150000000001,23.77,24.068,22.8925
2024-07-18,108.45,113.54,103.27000000000001,23.26,24.03,22.9235
2024-07-19,130.33,120.62,104.1935,22.81,23.782,22.948500000000003
2024-07-22,136.89,124.596,105.857,23.5,23.613999999999997,23.0215
2024-07-23,130.19,125.69000000000001,107.7935,23.35,23.338,23.103
2024-07-24,118.98,124.968,108.74749999999999,21.18,22.82,23.055
