Date,rate_IBM,rate_IBM_5D,rate_VOO_20D
2022-01-03,0.0,0.0,0.0
2022-01-04,0.72,0.0,0.0
2022-01-05,0.8,0.0,0.0
2022-01-06,-0.26,0.0,0.0
2022-01-07,-0.44,0.164,0.0
2022-01-10,-0.37,0.09,0.0
2022-01-11,-1.56,-0.366,0.0
2022-01-12,-1.16,-0.758,0.0
2022-01-13,-0.52,-0.8099999999999999,0.0
2022-01-14,-0.82,-0.8859999999999999,0.0
2022-01-18,-1.52,-1.116,0.0
2022-01-19,-2.26,-1.2559999999999998,0.0
2022-01-20,-2.68,-1.56,0.0
2022-01-21,-3.49,-2.154,0.0
2022-01-24,-3.78,-2.746,0.0
2022-01-25,0.92,-2.258,0.0
2022-01-26,-0.27,-1.86,0.0
2022-01-27,-1.39,-1.6019999999999999,0.0
2022-01-28,-0.11,-0.9259999999999999,0.0
2022-01-31,-0.71,-0.31199999999999994,-2.8954999999999997
2022-02-01,0.62,-0.37199999999999994,-3.035
2022-02-02,1.78,0.038000000000000034,-3.1325
2022-02-03,2.13,0.742,-3.284
2022-02-04,1.71,1.1059999999999999,-3.4120000000000004
2022-02-07,1.77,1.6019999999999999,-3.5454999999999997
2022-02-08,1.62,1.802,-3.6395000000000004
2022-02-09,2.16,1.8780000000000001,-3.6985000000000006
2022-02-10,-0.84,1.284,-3.8505000000000003
2022-02-11,-1.43,0.6560000000000001,-4.0409999999999995
2022-02-14,-3.21,-0.33999999999999997,-4.247
2022-02-15,-3.36,-1.3359999999999999,-4.316
2022-02-16,-3.91,-2.55,-4.3425
2022-02-17,-6.96,-3.774,-4.427
2022-02-18,-7.41,-4.970000000000001,-4.4704999999999995
2022-02-22,-7.72,-5.872,-4.5775
2022-02-23,-9.06,-7.0120000000000005,-4.714
2022-02-24,-9.13,-8.056000000000001,-4.775
2022-02-25,-7.53,-8.17,-4.720000000000001
2022-02-28,-8.74,-8.436000000000002,-4.774
2022-03-01,-9.3,-8.752,-4.96
2022-03-02,-7.52,-8.443999999999999,-5.099500000000001
2022-03-03,-6.05,-7.828,-5.3025
2022-03-04,-5.56,-7.434,-5.439500000000001
2022-03-07,-5.95,-6.876,-5.726
2022-03-08,-6.23,-6.262,-6.031000000000001
2022-03-09,-5.84,-5.926,-6.258
2022-03-10,-7.2,-6.156000000000001,-6.572
2022-03-11,-7.48,-6.540000000000001,-6.8605
