Date,rate_ORCL,rate_ORCL_5D,rate_ORCL_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-06-16,53.57,48.754,33.713,1.35,0.7260000000000001,-2.1095
2023-06-20,49.43,50.11,34.84400000000001,0.89,0.958,-1.875
2023-06-21,49.51,51.422000000000004,36.0435,0.35,0.9520000000000002,-1.6705
2023-06-22,47.67,51.013999999999996,37.348,0.71,1.004,-1.395
2023-06-23,45.32,49.1,38.548,-0.04,0.652,-1.1215
2023-06-26,43.07,47.0,39.272,-0.45,0.292,-0.909
2023-06-27,44.17,45.948,40.064,0.64,0.242,-0.7030000000000001
2023-06-28,42.81,44.608000000000004,40.722500000000004,0.69,0.30999999999999994,-0.496
2023-06-29,44.11,43.896,41.398,0.68,0.304,-0.26400000000000007
2023-06-30,45.46,43.924,42.17,1.85,0.682,-0.022
2023-07-03,42.57,43.824,42.8035,2.0,1.1720000000000002,0.158
2023-07-05,41.24,43.238,43.3075,1.78,1.4,0.3365
2023-07-06,40.68,42.812,43.772999999999996,0.97,1.456,0.46449999999999997
2023-07-07,39.74,41.938,44.3035,0.74,1.468,0.597
2023-07-10,39.49,40.744,44.6865,1.01,1.3,0.7140000000000001
2023-07-11,40.07,40.244,44.9555,1.65,1.23,0.8550000000000001
2023-07-12,41.4,40.275999999999996,44.893,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,43.07,40.754,44.899,3.26,1.8199999999999998,1.1345
2023-07-14,45.19,41.843999999999994,44.673,3.18,2.308,1.2710000000000001
2023-07-17,44.75,42.896,44.166,3.53,2.812,1.3615
2023-07-18,46.65,44.211999999999996,43.82,4.31,3.344,1.5095
2023-07-19,44.54,44.839999999999996,43.575500000000005,4.53,3.7619999999999996,1.6915
2023-07-20,41.69,44.564,43.1845,3.86,3.882,1.8669999999999998
2023-07-21,43.49,44.224000000000004,42.9755,3.87,4.0200000000000005,2.025
2023-07-24,43.91,44.056,42.905,4.3,4.1739999999999995,2.242
2023-07-25,43.78,43.482,42.9405,4.56,4.224,2.4925
2023-07-26,41.04,42.782,42.784000000000006,4.58,4.234,2.6895
2023-07-27,42.05,42.854,42.745999999999995,3.99,4.26,2.8545000000000003
2023-07-28,41.59,42.474000000000004,42.62,4.84,4.454,3.0625
2023-07-31,42.97,42.286,42.49550000000001,5.01,4.595999999999999,3.2205
2023-08-01,42.89,42.108,42.5115,4.66,4.616,3.3534999999999995
2023-08-02,40.38,41.976,42.4685,3.53,4.406000000000001,3.441
2023-08-03,39.05,41.376,42.387,3.31,4.27,3.558
2023-08-04,38.93,40.844,42.346500000000006,2.92,3.886,3.6670000000000003
2023-08-07,40.82,40.414,42.413,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,40.05,39.846000000000004,42.412,3.32,3.342,3.8815
2023-08-09,38.15,39.39999999999999,42.2495,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,38.05,39.2,41.99849999999999,2.89,3.1220000000000003,3.8835
2023-08-11,38.11,39.035999999999994,41.6445,2.83,3.104,3.8659999999999997
2023-08-14,40.35,38.94199999999999,41.4245,3.23,3.024,3.851
2023-08-15,41.78,39.288,41.181,2.44,2.848,3.7574999999999994
2023-08-16,40.16,39.69,40.961999999999996,1.94,2.666,3.6279999999999992
2023-08-17,39.78,40.036,40.8665,1.39,2.366,3.5044999999999993
2023-08-18,41.09,40.63199999999999,40.7465,1.45,2.09,3.3835
2023-08-21,41.2,40.802,40.611000000000004,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,41.15,40.676,40.479499999999994,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,42.21,41.086,40.538,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,38.21,40.772,40.346000000000004,1.53,1.8039999999999998,2.8905
2023-08-25,40.77,40.708,40.305,1.97,1.908,2.747
2023-08-28,41.4,40.748000000000005,40.2265,2.41,2.0100000000000002,2.617
2023-08-29,44.47,41.412,40.3055,3.38,2.3440000000000003,2.553
2023-08-30,44.85,41.94,40.529,3.66,2.59,2.5595
2023-08-31,44.26,43.15,40.789500000000004,3.58,3.0,2.573
2023-09-01,43.82,43.760000000000005,41.034,3.65,3.336,2.6094999999999997
2023-09-05,46.23,44.726,41.304500000000004,3.35,3.524,2.5955
2023-09-06,46.58,45.147999999999996,41.631,2.76,3.4,2.5675
2023-09-07,47.4,45.658,42.0935,2.49,3.166,2.5495
2023-09-08,48.79,46.56399999999999,42.6305,2.62,2.974,2.5360000000000005
2023-09-11,49.23,47.645999999999994,43.1865,3.26,2.896,2.5575
2023-09-12,29.91,44.382,42.6645,2.72,2.77,2.532
2023-09-13,32.43,41.552,42.197,2.84,2.786,2.5520000000000005
2023-09-14,34.49,38.97,41.913500000000006,3.7,3.028,2.6399999999999997
2023-09-15,34.77,36.166000000000004,41.663,2.45,2.9939999999999998,2.693
2023-09-18,32.85,32.89,41.251000000000005,2.56,2.854,2.7485
2023-09-19,33.5,33.608,40.866,2.36,2.782,2.7715000000000005
2023-09-20,33.61,33.84400000000001,40.489,1.42,2.498,2.757
2023-09-21,29.64,32.874,39.8605,-0.2,1.718,2.6255
2023-09-22,29.18,31.756,39.409,-0.44,1.1400000000000001,2.527
2023-09-25,28.33,30.851999999999997,38.787,-0.03,0.622,2.4270000000000005
2023-09-26,24.34,29.02,37.934,-1.48,-0.146,2.2325
2023-09-27,24.04,27.106,36.9125,-1.46,-0.722,1.9904999999999997
2023-09-28,25.82,26.342000000000002,35.961,-1.26,-0.9339999999999999,1.7445
2023-09-29,25.55,25.615999999999996,35.0255,-1.49,-1.1440000000000001,1.491
2023-10-02,25.97,25.144,34.132999999999996,-1.47,-1.432,1.2349999999999999
2023-10-03,23.42,24.96,32.9925,-2.77,-1.69,0.929
2023-10-04,26.4,25.432,31.9835,-2.07,-1.812,0.6875
2023-10-05,27.87,25.842000000000002,31.006999999999998,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,29.75,26.682,30.055,-1.01,-1.8939999999999997,0.274
2023-10-09,30.16,27.52,29.101499999999998,-0.36,-1.672,0.09300000000000001
2023-10-10,29.45,28.726,29.078500000000002,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,29.37,29.32,28.9255,0.56,-0.564,-0.14999999999999997
2023-10-12,28.75,29.496000000000002,28.6385,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,27.74,29.094,28.287,-0.55,-0.048,-0.48650000000000004
2023-10-16,28.28,28.718,28.0585,0.47,0.118,-0.591
2023-10-17,28.67,28.562,27.816999999999997,0.48,0.186,-0.6849999999999999
2023-10-18,27.74,28.236,27.523500000000002,-0.85,-0.09600000000000002,-0.7985
2023-10-19,27.85,28.056,27.433999999999997,-1.68,-0.426,-0.8724999999999999
2023-10-20,20.24,26.556,26.987000000000002,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,22.36,25.372,26.688499999999998,-3.06,-1.6,-1.1465
2023-10-24,21.82,24.002000000000002,26.5625,-2.34,-2.164,-1.1895
2023-10-25,19.74,22.402,26.347500000000004,-3.7,-2.7340000000000004,-1.3015
2023-10-26,18.53,20.538,25.983000000000004,-4.87,-3.372,-1.482
2023-10-27,19.22,20.334,25.666500000000003,-5.28,-3.85,-1.6715
2023-10-30,20.0,19.862000000000002,25.368000000000002,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,22.06,19.91,25.3,-3.59,-4.319999999999999,-1.847
2023-11-01,24.36,20.834,25.198,-2.49,-4.078,-1.8679999999999999
2023-11-02,25.65,22.258,25.087,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,27.01,23.816,24.95,0.19,-2.15,-1.7355
2023-11-06,28.24,25.464,24.854000000000003,0.38,-1.242,-1.6985000000000003
2023-11-07,28.1,26.671999999999997,24.786499999999997,0.65,-0.394,-1.673
2023-11-08,31.99,28.198,24.9175,0.73,0.25,-1.6644999999999999
2023-11-09,31.82,29.432,25.071,-0.01,0.388,-1.6635000000000002
2023-11-10,32.85,30.6,25.326500000000003,1.52,0.654,-1.56
2023-11-13,34.11,31.774,25.618000000000002,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,36.39,33.432,26.003999999999998,3.34,1.4,-1.3695
2023-11-15,34.01,33.836,26.317500000000003,3.57,1.968,-1.1485
2023-11-16,34.72,34.416000000000004,26.661,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,35.53,34.952000000000005,27.4255,3.86,3.18,-0.5415000000000001
2023-11-20,37.35,35.6,28.175,4.63,3.822,-0.15700000000000008
2023-11-21,36.36,35.59400000000001,28.902000000000005,4.36,4.026,0.17799999999999994
2023-11-22,36.55,36.102,29.7425,4.81,4.273999999999999,0.6034999999999999
2023-11-24,36.56,36.47,30.643999999999995,4.87,4.505999999999999,1.0905
2023-11-27,36.82,36.727999999999994,31.524,4.69,4.672,1.589
2023-11-28,36.59,36.576,32.353500000000004,4.79,4.704,2.0364999999999998
2023-11-29,36.56,36.616,33.0785,4.72,4.776000000000001,2.452
2023-11-30,36.56,36.618,33.6885,5.12,4.837999999999999,2.8325
2023-12-01,36.81,36.668,34.2465,5.62,4.988,3.1485
2023-12-04,35.46,36.396,34.669,5.11,5.072,3.3945
2023-12-05,34.31,35.940000000000005,34.972500000000004,5.08,5.130000000000001,3.6295
2023-12-06,32.0,35.028000000000006,35.1675,4.72,5.13,3.8329999999999997
2023-12-07,32.77,34.27,35.2065,5.4,5.186,4.0665
2023-12-08,33.46,33.6,35.2885,5.77,5.215999999999999,4.3555
2023-12-11,34.86,33.480000000000004,35.388999999999996,6.12,5.418,4.585500000000001
2023-12-12,19.86,30.589999999999996,34.6765,6.6,5.7219999999999995,4.8445
2023-12-13,22.14,28.618000000000002,33.964,7.92,6.362,5.0735
2023-12-14,19.34,25.932,33.2305,8.21,6.9239999999999995,5.3055
2023-12-15,22.49,23.738,32.619,8.06,7.382000000000001,5.523
2023-12-18,24.25,21.616,32.055,8.62,7.882,5.761
2023-12-19,25.64,22.772,31.4695,9.16,8.394,5.9875
2023-12-20,23.3,23.003999999999998,30.816499999999998,7.51,8.312,6.1450000000000005
2023-12-21,25.21,24.178,30.2495,8.36,8.341999999999999,6.3225
2023-12-22,25.59,24.798000000000002,29.701000000000004,8.57,8.443999999999999,6.5075
2023-12-26,25.58,25.064,29.139,8.94,8.508,6.720000000000001
2023-12-27,25.3,24.996000000000002,28.5745,9.1,8.495999999999999,6.9355
2023-12-28,25.64,25.464000000000002,28.0285,9.11,8.815999999999999,7.154999999999999
2023-12-29,24.73,25.368000000000002,27.437,8.87,8.918000000000001,7.342499999999999
2024-01-02,22.78,24.806,26.735500000000002,8.16,8.836,7.469499999999999
2024-01-03,20.96,23.882,26.0105,7.53,8.553999999999998,7.5905000000000005
2024-01-04,21.11,23.044,25.3505,7.23,8.18,7.698
2024-01-05,21.27,22.169999999999998,24.814,7.36,7.830000000000001,7.83
2024-01-08,23.54,21.932000000000002,24.3525,8.85,7.8260000000000005,8.0025
2024-01-09,22.33,21.842,23.796,8.62,7.918000000000001,8.145
2024-01-10,22.67,22.184,23.1865,9.22,8.256,8.3
2024-01-11,23.67,22.696,23.377000000000002,9.19,8.648,8.429499999999999
2024-01-12,25.82,23.606,23.561,9.23,9.022,8.495000000000001
2024-01-16,25.78,24.054,23.883000000000003,8.92,9.036,8.5305
2024-01-17,25.62,24.712,24.039499999999997,8.42,8.996,8.5485
2024-01-18,28.29,25.836000000000002,24.2415,9.22,8.995999999999999,8.578500000000002
2024-01-19,29.43,26.988,24.431,10.34,9.226,8.6375
2024-01-22,29.93,27.810000000000002,24.7625,10.55,9.49,8.7895
2024-01-23,31.97,29.048000000000002,25.1005,10.83,9.872,8.913
2024-01-24,34.89,30.901999999999997,25.5655,10.91,10.370000000000001,9.03
2024-01-25,35.7,32.384,26.071499999999997,11.43,10.812000000000001,9.1545
2024-01-26,35.28,33.554,26.5705,11.37,11.017999999999999,9.267999999999999
2024-01-29,34.23,34.414,27.0,12.06,11.32,9.4155
2024-01-30,34.64,34.948,27.4955,11.99,11.552,9.5715
2024-01-31,32.18,34.406,27.965500000000002,10.45,11.459999999999999,9.686
2024-02-01,35.37,34.339999999999996,28.686,11.46,11.466,9.8825
2024-02-02,35.62,34.408,29.411499999999997,12.41,11.674000000000001,10.141499999999999
2024-02-05,36.21,34.803999999999995,30.158499999999997,12.07,11.676,10.377
2024-02-06,35.04,34.884,30.7335,12.35,11.748,10.552000000000001
2024-02-07,37.16,35.88,31.475,13.07,12.272,10.7745
2024-02-08,36.53,36.112,32.168,13.13,12.606,10.97
2024-02-09,36.48,36.284,32.8085,13.64,12.852,11.1925
2024-02-12,35.62,36.166,33.298500000000004,13.6,13.157999999999998,11.411
2024-02-13,33.55,35.867999999999995,33.687,12.17,13.122,11.5735
2024-02-14,34.11,35.257999999999996,34.1115,13.12,13.132,11.808499999999999
2024-02-15,32.68,34.488,34.330999999999996,13.8,13.266,12.0375
2024-02-16,31.27,33.446,34.423,13.28,13.193999999999999,12.1845
2024-02-20,28.53,32.028,34.353,12.73,13.02,12.2935
2024-02-21,28.25,30.968,34.167,12.83,13.151999999999997,12.3935
2024-02-22,30.98,30.341999999999995,33.971500000000006,14.94,13.516,12.595
2024-02-23,31.89,30.184000000000005,33.781,14.99,13.754000000000001,12.773
2024-02-26,30.95,30.119999999999997,33.564499999999995,14.61,14.02,12.934999999999999
2024-02-27,31.38,30.689999999999998,33.422,14.81,14.435999999999998,13.0725
2024-02-28,31.71,31.381999999999998,33.2755,14.65,14.8,13.2055
2024-02-29,31.71,31.528,33.251999999999995,15.05,14.822,13.435500000000001
2024-03-01,33.36,31.822000000000003,33.151500000000006,15.81,14.986,13.653
2024-03-04,33.65,32.362,33.053000000000004,15.68,15.2,13.8165
2024-03-05,30.19,32.124,32.751999999999995,14.57,15.152000000000001,13.941500000000001
2024-03-06,31.66,32.114,32.583000000000006,15.15,15.252,14.0815
2024-03-07,34.18,32.608,32.434,16.24,15.49,14.24
2024-03-08,31.83,32.30200000000001,32.199,15.57,15.442000000000002,14.362
2024-03-11,33.73,32.318,32.0615,15.48,15.402000000000001,14.454000000000002
2024-03-12,49.01,36.082,32.731,16.5,15.788,14.599
2024-03-13,46.71,39.092,33.388999999999996,16.35,16.028,14.807999999999998
2024-03-14,46.72,41.6,34.0195,16.14,16.008000000000003,14.958999999999998
2024-03-15,46.73,44.58,34.722,15.48,15.989999999999998,15.043000000000001
2024-03-18,49.3,47.694,35.62349999999999,16.07,16.108,15.1825
2024-03-19,50.9,48.072,36.742,16.58,16.124000000000002,15.375
2024-03-20,50.95,48.92,37.876999999999995,17.38,16.33,15.602500000000001
2024-03-21,50.69,49.714,38.8625,17.69,16.639999999999997,15.74
2024-03-22,49.29,50.226,39.7325,17.27,16.998,15.854
2024-03-25,47.33,49.832,40.5515,17.03,17.19,15.975
2024-03-26,47.72,49.196,41.3685,16.78,17.23,16.073500000000003
2024-03-27,46.53,48.312,42.1095,17.57,17.268,16.2195
2024-03-28,46.87,47.548,42.86749999999999,17.56,17.242,16.345
2024-04-01,45.94,46.878,43.4965,17.14,17.216,16.411499999999997
2024-04-02,44.89,46.39,44.058499999999995,16.47,17.104,16.451
2024-04-03,46.63,46.172,44.8805,16.56,17.06,16.5505
2024-04-04,44.75,45.815999999999995,45.535,15.31,16.608,16.558500000000002
2024-04-05,45.4,45.522,46.096,16.37,16.369999999999997,16.565
2024-04-08,44.9,45.31400000000001,46.7495,16.41,16.224,16.607
2024-04-09,43.73,45.082,47.2495,16.55,16.240000000000002,16.6605
2024-04-10,42.19,44.194,46.9085,15.5,16.028,16.6105
2024-04-11,43.74,43.992000000000004,46.760000000000005,16.27,16.22,16.6065
2024-04-12,41.52,43.215999999999994,46.5,14.8,15.906,16.5395
2024-04-15,40.24,42.284,46.1755,13.46,15.315999999999999,16.438499999999998
2024-04-16,41.06,41.75,45.7635,13.26,14.658000000000001,16.298000000000002
2024-04-17,38.91,41.094,45.164,12.6,14.078,16.098999999999997
2024-04-18,35.96,39.538,44.4145,12.36,13.296000000000001,15.847999999999999
2024-04-19,34.73,38.18,43.616499999999995,11.45,12.626,15.535999999999998
2024-04-22,34.34,37.0,42.869,12.38,12.41,15.2915
2024-04-23,34.98,35.784000000000006,42.25150000000001,13.77,12.512,15.128499999999999
2024-04-24,35.26,35.054,41.6285,13.69,12.73,14.974
2024-04-25,34.75,34.812,41.039500000000004,13.23,12.904,14.757
2024-04-26,37.39,35.344,40.5655,14.34,13.482,14.596
2024-04-29,36.57,35.79,40.096999999999994,14.73,13.952000000000002,14.4755
2024-04-30,33.41,35.476,39.523,12.94,13.785999999999998,14.298999999999998
2024-05-01,33.84,35.19199999999999,38.8835,12.36,13.52,14.088999999999999
2024-05-02,34.22,35.086,38.357,13.38,13.55,13.992499999999998
2024-05-03,35.17,34.642,37.8455,14.75,13.632,13.911499999999998
2024-05-06,38.05,34.938,37.503,15.88,13.862,13.885
2024-05-07,37.58,35.772000000000006,37.1955,16.04,14.482,13.8595
2024-05-08,36.96,36.396,36.934,16.05,15.219999999999999,13.887
2024-05-09,36.09,36.769999999999996,36.5515,16.7,15.884,13.9085
2024-05-10,36.13,36.962,36.282,16.85,16.304000000000002,14.011000000000001
2024-05-13,35.78,36.507999999999996,36.059,16.85,16.497999999999998,14.180499999999999
2024-05-14,40.99,37.190000000000005,36.0555,17.4,16.77,14.3875
2024-05-15,41.87,38.172000000000004,36.2035,18.81,17.322,14.698000000000002
2024-05-16,42.49,39.452,36.53,18.58,17.698,15.009
2024-05-17,44.04,41.034000000000006,36.9955,18.76,18.08,15.374500000000001
2024-05-20,45.22,42.922000000000004,37.5395,18.87,18.484,15.699000000000002
2024-05-21,45.34,43.791999999999994,38.0575,19.19,18.842000000000002,15.969999999999999
2024-05-22,45.31,44.48,38.559999999999995,18.84,18.848000000000003,16.2275
2024-05-23,44.72,44.926,39.058499999999995,17.97,18.726000000000003,16.4645
2024-05-24,43.35,44.788,39.3565,18.76,18.726,16.685499999999998
2024-05-28,45.18,44.78000000000001,39.787,18.86,18.724,16.892000000000003
2024-05-29,44.31,44.574,40.332,18.03,18.492,17.1465
2024-05-30,36.58,42.827999999999996,40.46900000000001,17.25,18.174,17.391
2024-05-31,36.7,41.224000000000004,40.593,18.26,18.232,17.635
2024-06-03,38.48,40.25,40.758500000000005,18.08,18.096,17.8015
2024-06-04,39.39,39.092,40.8255,18.22,17.968,17.9185
2024-06-05,42.33,38.696,41.063,19.6,18.282000000000004,18.0965
2024-06-06,43.33,40.046,41.3815,19.58,18.747999999999998,18.273
2024-06-07,46.12,41.92999999999999,41.882999999999996,19.43,18.982,18.4095
2024-06-10,44.49,43.132,42.301,19.81,19.328,18.557499999999997
2024-06-11,43.77,44.008,42.7005,20.08,19.7,18.719
2024-06-12,62.83,48.108,43.792500000000004,21.06,19.991999999999997,18.901999999999997
2024-06-13,62.22,51.886,44.81,21.28,20.332,19.0255
2024-06-14,60.23,54.708000000000006,45.697,21.38,20.722,19.1655
2024-06-17,63.91,58.592,46.6905,22.32,21.224,19.3435
2024-06-18,67.76,63.39000000000001,47.8175,22.64,21.736,19.532
2024-06-20,65.76,63.976,48.838499999999996,22.31,21.985999999999997,19.688
2024-06-21,64.13,64.35799999999999,49.7795,22.04,22.137999999999998,19.848000000000003
2024-06-24,62.26,64.764,50.6565,21.72,22.206,20.0355
2024-06-25,61.56,64.294,51.56699999999999,22.14,22.17,20.2045
2024-06-26,60.63,62.86800000000001,52.3395,22.26,22.094,20.3745
2024-06-27,62.55,62.226,53.2515,22.42,22.116000000000003,20.594
2024-06-28,63.55,62.11,54.6,21.66,22.04,20.814500000000002
2024-07-01,64.34,62.525999999999996,55.982000000000006,21.54,22.003999999999998,20.9785
2024-07-02,64.54,63.122,57.285000000000004,22.15,22.006,21.182
2024-07-03,65.7,64.136,58.6005,22.58,22.07,21.4
2024-07-05,66.18,64.862,59.79299999999999,23.16,22.218,21.578
2024-07-08,66.39,65.42999999999999,60.946000000000005,23.25,22.535999999999998,21.7615
2024-07-09,61.79,64.92,61.729499999999994,23.35,22.898000000000003,21.9575
2024-07-10,63.26,64.664,62.66799999999999,24.29,23.326,22.1815
2024-07-11,63.99,64.322,63.678999999999995,23.45,23.5,22.35
2024-07-12,66.12,64.31,63.843500000000006,24.05,23.678,22.4995
