Date,rate_BA,rate_BA_5D,rate_BA_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-26,5.78,6.632,8.854000000000001,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,7.34,6.51,8.7925,-5.24,-5.786,-5.71
2023-04-28,7.72,6.678,8.6705,-4.56,-5.638,-5.5715
2023-05-01,6.08,6.453999999999999,8.430499999999999,-4.51,-5.504,-5.4944999999999995
2023-05-02,5.77,6.537999999999999,8.111500000000001,-5.49,-5.316,-5.4910000000000005
2023-05-03,4.58,6.298,7.771499999999999,-6.08,-5.176,-5.4910000000000005
2023-05-04,2.6,5.35,7.432499999999999,-6.71,-5.47,-5.5115
2023-05-05,3.26,4.458,7.091500000000001,-5.15,-5.588,-5.471500000000001
2023-05-08,2.71,3.784,6.738000000000001,-5.11,-5.708,-5.4345
2023-05-09,5.08,3.6459999999999995,6.463500000000001,-5.5,-5.71,-5.4174999999999995
2023-05-10,4.55,3.6399999999999997,6.162,-5.1,-5.514,-5.362
2023-05-11,5.06,4.132,5.8534999999999995,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,4.48,4.376,5.8225,-5.35,-5.258,-5.3805000000000005
2023-05-15,5.54,4.942,5.7589999999999995,-5.04,-5.244,-5.3885
2023-05-16,4.56,4.838,5.56,-5.65,-5.274,-5.430000000000001
2023-05-17,7.65,5.458,5.507,-4.56,-5.166,-5.416500000000001
2023-05-18,7.84,6.014,5.5015,-3.65,-4.85,-5.331
2023-05-19,6.94,6.506,5.5045,-3.8,-4.54,-5.255999999999999
2023-05-22,7.16,6.83,5.5024999999999995,-3.74,-4.28,-5.184
2023-05-23,5.45,7.008,5.5075,-4.8,-4.109999999999999,-5.1025
2023-05-24,3.73,6.224,5.405,-5.51,-4.3,-5.039
2023-05-25,4.56,5.5680000000000005,5.266,-4.7,-4.51,-5.012
2023-05-26,5.98,5.376,5.179,-3.48,-4.446,-4.958
2023-05-30,6.53,5.25,5.2015,-3.45,-4.388,-4.905
2023-05-31,7.05,5.569999999999999,5.2655,-3.96,-4.220000000000001,-4.8285
2023-06-01,8.04,6.4319999999999995,5.4384999999999994,-2.99,-3.716,-4.674
2023-06-02,10.78,7.675999999999999,5.8475,-1.6,-3.096,-4.4185
2023-06-05,8.45,8.17,6.106999999999999,-1.79,-2.758,-4.250500000000001
2023-06-06,7.68,8.4,6.3555,-1.59,-2.386,-4.0745
2023-06-07,10.08,9.006,6.605500000000001,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,13.26,10.049999999999999,7.0409999999999995,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,12.85,10.464,7.4305,-1.17,-1.558,-3.5035000000000003
2023-06-12,15.04,11.782,7.958500000000001,-0.27,-1.254,-3.2495
2023-06-13,14.44,13.134,8.4035,0.38,-0.86,-2.9785
2023-06-14,12.64,13.646,8.8075,0.45,-0.388,-2.6735
2023-06-15,13.94,13.782,9.122,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,14.23,14.057999999999998,9.441500000000001,1.35,0.7260000000000001,-2.1095
2023-06-20,10.3,13.11,9.6095,0.89,0.958,-1.875
2023-06-21,10.15,12.252,9.758999999999999,0.35,0.9520000000000002,-1.6705
2023-06-22,6.81,11.086,9.827,0.71,1.004,-1.395
2023-06-23,6.71,9.639999999999999,9.976,-0.04,0.652,-1.1215
2023-06-26,6.8,8.154,10.088,-0.45,0.292,-0.909
2023-06-27,8.79,7.851999999999999,10.2285,0.64,0.242,-0.7030000000000001
2023-06-28,9.45,7.712000000000001,10.3745,0.69,0.30999999999999994,-0.496
2023-06-29,10.02,8.354,10.523,0.68,0.304,-0.26400000000000007
2023-06-30,9.68,8.947999999999999,10.605,1.85,0.682,-0.022
2023-07-03,9.36,9.459999999999999,10.534,2.0,1.1720000000000002,0.158
2023-07-05,10.58,9.818,10.6405,1.78,1.4,0.3365
2023-07-06,10.23,9.974,10.768,0.97,1.456,0.46449999999999997
2023-07-07,9.96,9.962,10.762,0.74,1.468,0.597
2023-07-10,10.58,10.142,10.628,1.01,1.3,0.7140000000000001
2023-07-11,13.38,10.946000000000002,10.654499999999999,1.65,1.23,0.8550000000000001
2023-07-12,12.53,11.336000000000002,10.529,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,12.4,11.77,10.427,3.26,1.8199999999999998,1.1345
2023-07-14,10.48,11.873999999999999,10.318999999999999,3.18,2.308,1.2710000000000001
2023-07-17,9.84,11.726,10.114,3.53,2.812,1.3615
2023-07-18,9.69,10.988,9.886999999999999,4.31,3.344,1.5095
2023-07-19,8.16,10.113999999999999,9.780000000000001,4.53,3.7619999999999996,1.6915
2023-07-20,10.73,9.78,9.809000000000001,3.86,3.882,1.8669999999999998
2023-07-21,9.81,9.646,9.959,3.87,4.0200000000000005,2.025
2023-07-24,11.89,10.056000000000001,10.218,4.3,4.1739999999999995,2.242
2023-07-25,11.0,10.318000000000001,10.428,4.56,4.224,2.4925
2023-07-26,20.59,12.804000000000002,11.017999999999999,4.58,4.234,2.6895
2023-07-27,21.07,14.872,11.599,3.99,4.26,2.8545000000000003
2023-07-28,23.61,17.631999999999998,12.2785,4.84,4.454,3.0625
2023-07-31,23.69,19.991999999999997,12.979000000000003,5.01,4.595999999999999,3.2205
2023-08-01,22.8,22.351999999999997,13.651,4.66,4.616,3.3534999999999995
2023-08-02,19.46,22.125999999999998,14.095000000000002,3.53,4.406000000000001,3.441
2023-08-03,19.45,21.802,14.556000000000001,3.31,4.27,3.558
2023-08-04,19.45,20.97,15.0305,2.92,3.886,3.6670000000000003
2023-08-07,22.92,20.816000000000003,15.647499999999999,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,22.84,20.823999999999998,16.1205,3.32,3.342,3.8815
2023-08-09,22.77,21.486,16.6325,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,22.92,22.18,17.158499999999997,2.89,3.1220000000000003,3.8835
2023-08-11,21.95,22.68,17.732000000000003,2.83,3.104,3.8659999999999997
2023-08-14,22.33,22.561999999999998,18.3565,3.23,3.024,3.851
2023-08-15,20.76,22.146,18.91,2.44,2.848,3.7574999999999994
2023-08-16,19.95,21.582,19.4995,1.94,2.666,3.6279999999999992
2023-08-17,18.05,20.608,19.8655,1.39,2.366,3.5044999999999993
2023-08-18,18.79,19.976,20.314500000000002,1.45,2.09,3.3835
2023-08-21,18.99,19.308,20.6695,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,19.98,19.151999999999997,21.1185,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,19.46,19.054,21.062,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,15.54,18.552,20.7855,1.53,1.8039999999999998,2.8905
2023-08-25,17.67,18.328000000000003,20.488500000000002,1.97,1.908,2.747
2023-08-28,18.93,18.316,20.2505,2.41,2.0100000000000002,2.617
2023-08-29,19.0,18.119999999999997,20.0605,3.38,2.3440000000000003,2.553
2023-08-30,19.56,18.14,20.0655,3.66,2.59,2.5595
2023-08-31,17.88,18.607999999999997,19.987000000000002,3.58,3.0,2.573
2023-09-01,17.31,18.536,19.880000000000003,3.65,3.336,2.6094999999999997
2023-09-05,17.03,18.156,19.5855,3.35,3.524,2.5955
2023-09-06,15.03,17.362000000000002,19.195,2.76,3.4,2.5675
2023-09-07,14.12,16.273999999999997,18.7625,2.49,3.166,2.5495
2023-09-08,11.72,15.041999999999998,18.2025,2.62,2.974,2.5360000000000005
2023-09-11,11.59,13.898,17.6845,3.26,2.896,2.5575
2023-09-12,11.41,12.774,17.1385,2.72,2.77,2.532
2023-09-13,10.25,11.818000000000001,16.613,2.84,2.786,2.5520000000000005
2023-09-14,10.58,11.11,16.1445,3.7,3.028,2.6399999999999997
2023-09-15,10.1,10.786,15.747,2.45,2.9939999999999998,2.693
2023-09-18,8.56,10.180000000000001,15.235499999999998,2.56,2.854,2.7485
2023-09-19,8.23,9.544,14.697500000000002,2.36,2.782,2.7715000000000005
2023-09-20,7.13,8.92,14.055000000000001,1.42,2.498,2.757
2023-09-21,5.88,7.9799999999999995,13.376,-0.2,1.718,2.6255
2023-09-22,4.71,6.901999999999999,12.8345,-0.44,1.1400000000000001,2.527
2023-09-25,5.27,6.244,12.2145,-0.03,0.622,2.4270000000000005
2023-09-26,3.63,5.324,11.4495,-1.48,-0.146,2.2325
2023-09-27,3.53,4.604,10.676,-1.46,-0.722,1.9904999999999997
2023-09-28,0.91,3.6100000000000003,9.743500000000001,-1.26,-0.9339999999999999,1.7445
2023-09-29,1.56,2.98,8.9275,-1.49,-1.1440000000000001,1.491
2023-10-02,-0.44,1.8379999999999999,8.040000000000001,-1.47,-1.432,1.2349999999999999
2023-10-03,0.12,1.136,7.194500000000001,-2.77,-1.69,0.929
2023-10-04,-1.01,0.22800000000000004,6.3925,-2.07,-1.812,0.6875
2023-10-05,-1.24,-0.20199999999999996,5.6245,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-0.68,-0.65,5.0045,-1.01,-1.8939999999999997,0.274
2023-10-09,-0.1,-0.5820000000000001,4.42,-0.36,-1.672,0.09300000000000001
2023-10-10,2.55,-0.09600000000000009,3.9770000000000003,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,3.88,0.882,3.6585,0.56,-0.564,-0.14999999999999997
2023-10-12,1.38,1.406,3.1985,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-1.98,1.146,2.5945,-0.55,-0.048,-0.48650000000000004
2023-10-16,-1.97,0.772,2.0679999999999996,0.47,0.118,-0.591
2023-10-17,-1.61,-0.06000000000000005,1.576,0.48,0.186,-0.6849999999999999
2023-10-18,-1.57,-1.15,1.141,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-3.09,-2.044,0.6924999999999999,-1.68,-0.426,-0.8724999999999999
2023-10-20,-4.54,-2.556,0.22999999999999998,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-4.02,-2.9659999999999997,-0.23450000000000001,-3.06,-1.6,-1.1465
2023-10-24,-3.32,-3.308,-0.5820000000000001,-2.34,-2.164,-1.1895
2023-10-25,-5.76,-4.145999999999999,-1.0465,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-5.04,-4.536,-1.3439999999999999,-4.87,-3.372,-1.482
2023-10-27,-4.73,-4.574,-1.6585,-5.28,-3.85,-1.6715
2023-10-30,-3.33,-4.436,-1.8030000000000002,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-0.97,-3.966,-1.8575,-3.59,-4.319999999999999,-1.847
2023-11-01,0.37,-2.74,-1.7885000000000002,-2.49,-4.078,-1.8679999999999999
2023-11-02,1.73,-1.386,-1.64,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,3.3,0.21999999999999992,-1.441,0.19,-2.15,-1.7355
2023-11-06,2.22,1.33,-1.325,0.38,-1.242,-1.6985000000000003
2023-11-07,1.41,1.8059999999999998,-1.3820000000000001,0.65,-0.394,-1.673
2023-11-08,1.63,2.0580000000000003,-1.4945,0.73,0.25,-1.6644999999999999
2023-11-09,2.42,2.196,-1.4425000000000001,-0.01,0.388,-1.6635000000000002
2023-11-10,4.15,2.366,-1.136,1.52,0.654,-1.56
2023-11-13,8.27,3.5759999999999996,-0.624,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,9.81,5.256,-0.053000000000000026,3.34,1.4,-1.3695
2023-11-15,10.46,7.022,0.5485,3.57,1.968,-1.1485
2023-11-16,9.35,8.408,1.1705,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,10.11,9.6,1.903,3.86,3.18,-0.5415000000000001
2023-11-20,15.18,10.982000000000001,2.8630000000000004,4.63,3.822,-0.15700000000000008
2023-11-21,15.47,12.114,3.8024999999999998,4.36,4.026,0.17799999999999994
2023-11-22,16.33,13.288,4.906999999999999,4.81,4.273999999999999,0.6034999999999999
2023-11-24,16.38,14.693999999999999,5.978,4.87,4.505999999999999,1.0905
2023-11-27,16.01,15.874,7.015000000000001,4.69,4.672,1.589
2023-11-28,17.62,16.362,8.0625,4.79,4.704,2.0364999999999998
2023-11-29,18.7,17.008,9.046,4.72,4.776000000000001,2.452
2023-11-30,22.48,18.238000000000003,10.1515,5.12,4.837999999999999,2.8325
2023-12-01,23.22,19.606,11.225999999999999,5.62,4.988,3.1485
2023-12-04,23.73,21.15,12.2475,5.11,5.072,3.3945
2023-12-05,23.36,22.298000000000002,13.3045,5.08,5.130000000000001,3.6295
2023-12-06,24.78,23.514,14.472999999999999,4.72,5.13,3.8329999999999997
2023-12-07,25.01,24.02,15.642,5.4,5.186,4.0665
2023-12-08,28.84,25.144,16.963,5.77,5.215999999999999,4.3555
2023-12-11,30.59,26.516000000000002,18.285,6.12,5.418,4.585500000000001
2023-12-12,30.88,28.02,19.4155,6.6,5.7219999999999995,4.8445
2023-12-13,32.07,29.477999999999998,20.5285,7.92,6.362,5.0735
2023-12-14,34.83,31.442,21.747,8.21,6.9239999999999995,5.3055
2023-12-15,39.01,33.476,23.23,8.06,7.382000000000001,5.523
2023-12-18,37.0,34.757999999999996,24.5745,8.62,7.882,5.761
2023-12-19,38.38,36.257999999999996,25.734499999999997,9.16,8.394,5.9875
2023-12-20,36.93,37.230000000000004,26.807499999999997,7.51,8.312,6.1450000000000005
2023-12-21,37.72,37.808,27.877,8.36,8.341999999999999,6.3225
2023-12-22,37.01,37.408,28.908499999999997,8.57,8.443999999999999,6.5075
2023-12-26,38.06,37.62,30.011000000000003,8.94,8.508,6.720000000000001
2023-12-27,37.75,37.494,31.017500000000002,9.1,8.495999999999999,6.9355
2023-12-28,36.98,37.504,31.931500000000007,9.11,8.815999999999999,7.154999999999999
2023-12-29,37.11,37.382,32.663,8.87,8.918000000000001,7.342499999999999
2024-01-02,32.57,36.494,33.1305,8.16,8.836,7.469499999999999
2024-01-03,28.8,34.642,33.384,7.53,8.553999999999998,7.5905000000000005
2024-01-04,29.32,32.956,33.682,7.23,8.18,7.698
2024-01-05,31.41,31.842000000000002,34.0135,7.36,7.830000000000001,7.83
2024-01-08,21.0,28.619999999999997,33.813,8.85,7.8260000000000005,8.0025
2024-01-09,19.31,25.968,33.3365,8.62,7.918000000000001,8.145
2024-01-10,20.4,24.288,32.827,9.22,8.256,8.3
2024-01-11,17.69,21.962,32.1675,9.19,8.648,8.429499999999999
2024-01-12,15.1,18.7,31.319,9.23,9.022,8.495000000000001
2024-01-16,6.12,15.724,29.883499999999998,8.92,9.036,8.5305
2024-01-17,7.45,13.352,28.305500000000002,8.42,8.996,8.5485
2024-01-18,11.92,11.656,27.051499999999997,9.22,8.995999999999999,8.578500000000002
2024-01-19,13.7,10.858,25.817500000000003,10.34,9.226,8.6375
2024-01-22,13.65,10.568,24.6535,10.55,9.49,8.7895
2024-01-23,11.85,11.714,23.36,10.83,9.872,8.913
2024-01-24,13.23,12.87,22.171,10.91,10.370000000000001,9.03
2024-01-25,6.8,11.846,20.608,11.43,10.812000000000001,9.1545
2024-01-26,8.69,10.844,19.155,11.37,11.017999999999999,9.267999999999999
2024-01-29,8.54,9.822,17.732999999999997,12.06,11.32,9.4155
2024-01-30,6.04,8.66,16.179499999999997,11.99,11.552,9.5715
2024-01-31,11.61,8.335999999999999,15.131499999999999,10.45,11.459999999999999,9.686
2024-02-01,10.77,9.129999999999999,14.229999999999999,11.46,11.466,9.8825
2024-02-02,10.55,9.501999999999999,13.2915,12.41,11.674000000000001,10.141499999999999
2024-02-05,9.13,9.620000000000001,12.177499999999998,12.07,11.676,10.377
2024-02-06,10.14,10.44,11.6345,12.35,11.748,10.552000000000001
2024-02-07,11.88,10.494000000000002,11.263,13.07,12.272,10.7745
2024-02-08,10.48,10.436000000000002,10.767,13.13,12.606,10.97
2024-02-09,10.47,10.420000000000002,10.405999999999999,13.64,12.852,11.1925
2024-02-12,10.53,10.7,10.177499999999998,13.6,13.157999999999998,11.411
2024-02-13,7.99,10.27,10.270999999999999,12.17,13.122,11.5735
2024-02-14,7.42,9.378,10.269499999999999,13.12,13.132,11.808499999999999
2024-02-15,8.44,8.969999999999999,10.0955,13.8,13.266,12.0375
2024-02-16,7.69,8.414,9.795,13.28,13.193999999999999,12.1845
2024-02-20,7.42,7.792,9.4835,12.73,13.02,12.2935
2024-02-21,6.48,7.489999999999999,9.215,12.83,13.151999999999997,12.3935
2024-02-22,6.44,7.294,8.875499999999999,14.94,13.516,12.595
2024-02-23,6.09,6.824000000000001,8.84,14.99,13.754000000000001,12.773
2024-02-26,5.94,6.474000000000001,8.702499999999999,14.61,14.02,12.934999999999999
2024-02-27,6.39,6.268,8.595,14.81,14.435999999999998,13.0725
2024-02-28,9.33,6.837999999999999,8.7595,14.65,14.8,13.2055
2024-02-29,7.61,7.072,8.5595,15.05,14.822,13.435500000000001
2024-03-01,5.56,6.965999999999999,8.299000000000001,15.81,14.986,13.653
2024-03-04,5.84,6.946000000000001,8.063500000000001,15.68,15.2,13.8165
2024-03-05,6.15,6.898000000000001,7.914500000000001,14.57,15.152000000000001,13.941500000000001
2024-03-06,6.07,6.246,7.711,15.15,15.252,14.0815
2024-03-07,7.13,6.15,7.4735,16.24,15.49,14.24
2024-03-08,4.77,5.992,7.188000000000001,15.57,15.442000000000002,14.362
2024-03-11,1.65,5.154,6.747,15.48,15.402000000000001,14.454000000000002
2024-03-12,-2.66,3.3919999999999995,6.0875,16.5,15.788,14.599
2024-03-13,-3.65,1.448,5.5055,16.35,16.028,14.807999999999998
2024-03-14,-4.28,-0.8340000000000002,4.9205,16.14,16.008000000000003,14.958999999999998
2024-03-15,-3.56,-2.5000000000000004,4.3205,15.48,15.989999999999998,15.043000000000001
2024-03-18,-4.96,-3.822,3.688,16.07,16.108,15.1825
2024-03-19,-4.28,-4.146,3.103,16.58,16.124000000000002,15.375
2024-03-20,-0.79,-3.5740000000000003,2.7395000000000005,17.38,16.33,15.602500000000001
2024-03-21,-0.84,-2.886,2.3754999999999997,17.69,16.639999999999997,15.74
2024-03-22,-0.23,-2.2199999999999998,2.0595000000000003,17.27,16.998,15.854
2024-03-25,1.11,-1.006,1.818,17.03,17.19,15.975
2024-03-26,-0.94,-0.33799999999999997,1.4515,16.78,17.23,16.073500000000003
2024-03-27,1.39,0.098,1.0545,17.57,17.268,16.2195
2024-03-28,1.94,0.654,0.7709999999999999,17.56,17.242,16.345
2024-04-01,0.11,0.722,0.49849999999999994,17.14,17.216,16.411499999999997
2024-04-02,-0.65,0.37,0.174,16.47,17.104,16.451
2024-04-03,-2.28,0.10200000000000005,-0.2475,16.56,17.06,16.5505
2024-04-04,-3.12,-0.8,-0.7070000000000001,15.31,16.608,16.558500000000002
2024-04-05,-3.2,-1.828,-1.2235,16.37,16.369999999999997,16.565
2024-04-08,-4.02,-2.654,-1.6630000000000003,16.41,16.224,16.607
2024-04-09,-5.82,-3.688,-2.0365,16.55,16.240000000000002,16.6605
2024-04-10,-7.65,-4.762,-2.286,15.5,16.028,16.6105
2024-04-11,-8.31,-5.8,-2.5189999999999997,16.27,16.22,16.6065
2024-04-12,-10.3,-7.220000000000001,-2.82,14.8,15.906,16.5395
2024-04-15,-11.2,-8.656,-3.2020000000000004,13.46,15.315999999999999,16.438499999999998
2024-04-16,-9.77,-9.446000000000002,-3.4425,13.26,14.658000000000001,16.298000000000002
2024-04-17,-9.95,-9.906,-3.726,12.6,14.078,16.098999999999997
2024-04-18,-9.94,-10.232,-4.1834999999999996,12.36,13.296000000000001,15.847999999999999
2024-04-19,-10.15,-10.202,-4.649,11.45,12.626,15.535999999999998
2024-04-22,-9.81,-9.924000000000001,-5.128,12.38,12.41,15.2915
2024-04-23,-10.49,-10.068000000000001,-5.708,13.77,12.512,15.128499999999999
2024-04-24,-13.03,-10.684,-6.3125,13.69,12.73,14.974
2024-04-25,-11.73,-11.042,-6.968500000000001,13.23,12.904,14.757
2024-04-26,-11.52,-11.315999999999999,-7.641500000000001,14.34,13.482,14.596
2024-04-29,-8.23,-11.0,-8.058499999999999,14.73,13.952000000000002,14.4755
2024-04-30,-11.19,-11.14,-8.5855,12.94,13.785999999999998,14.298999999999998
2024-05-01,-9.14,-10.362,-8.9285,12.36,13.52,14.088999999999999
2024-05-02,-5.32,-9.08,-9.0385,13.38,13.55,13.992499999999998
2024-05-03,-4.84,-7.744,-9.1205,14.75,13.632,13.911499999999998
2024-05-06,-5.58,-7.214,-9.1985,15.88,13.862,13.885
2024-05-07,-6.44,-6.264,-9.2295,16.04,14.482,13.8595
2024-05-08,-4.54,-5.343999999999999,-9.074000000000002,16.05,15.219999999999999,13.887
2024-05-09,-4.07,-5.093999999999999,-8.862,16.7,15.884,13.9085
2024-05-10,-5.5,-5.226000000000001,-8.622,16.85,16.304000000000002,14.011000000000001
2024-05-13,-5.53,-5.216,-8.3385,16.85,16.497999999999998,14.180499999999999
2024-05-14,-4.32,-4.792,-8.065999999999999,17.4,16.77,14.3875
2024-05-15,-6.3,-5.144,-7.883500000000001,18.81,17.322,14.698000000000002
2024-05-16,-3.16,-4.962,-7.544500000000001,18.58,17.698,15.009
2024-05-17,-2.12,-4.2860000000000005,-7.143000000000001,18.76,18.08,15.374500000000001
2024-05-20,-1.25,-3.4300000000000006,-6.715000000000001,18.87,18.484,15.699000000000002
2024-05-21,-2.21,-3.008,-6.301,19.19,18.842000000000002,15.969999999999999
2024-05-22,-1.42,-2.032,-5.7204999999999995,18.84,18.848000000000003,16.2275
2024-05-23,-8.83,-3.166,-5.5755,17.97,18.726000000000003,16.4645
2024-05-24,-7.62,-4.266,-5.3805,18.76,18.726,16.685499999999998
2024-05-28,-7.32,-5.48,-5.335,18.86,18.724,16.892000000000003
2024-05-29,-9.13,-6.864,-5.232,18.03,18.492,17.1465
2024-05-30,-8.55,-8.290000000000001,-5.202500000000001,17.25,18.174,17.391
2024-05-31,-5.99,-7.7219999999999995,-5.236000000000001,18.26,18.232,17.635
2024-06-03,-2.28,-6.654000000000001,-5.1080000000000005,18.08,18.096,17.8015
2024-06-04,-0.17,-5.224,-4.8375,18.22,17.968,17.9185
2024-06-05,0.47,-3.304,-4.492,19.6,18.282000000000004,18.0965
2024-06-06,1.29,-1.3359999999999999,-4.2005,19.58,18.747999999999998,18.273
2024-06-07,0.68,-0.0019999999999999797,-3.963,19.43,18.982,18.4095
2024-06-10,0.61,0.576,-3.6574999999999998,19.81,19.328,18.557499999999997
2024-06-11,-1.81,0.24799999999999994,-3.4715,20.08,19.7,18.719
2024-06-12,-3.29,-0.504,-3.4200000000000004,21.06,19.991999999999997,18.901999999999997
2024-06-13,-4.33,-1.6280000000000001,-3.3215000000000003,21.28,20.332,19.0255
2024-06-14,-6.13,-2.9899999999999998,-3.47,21.38,20.722,19.1655
2024-06-17,-5.54,-4.220000000000001,-3.6409999999999996,22.32,21.224,19.3435
2024-06-18,-7.33,-5.324,-3.9450000000000003,22.64,21.736,19.532
2024-06-20,-6.64,-5.994000000000001,-4.1665,22.31,21.985999999999997,19.688
2024-06-21,-6.5,-6.428,-4.4205,22.04,22.137999999999998,19.848000000000003
2024-06-24,-5.16,-6.234,-4.237,21.72,22.206,20.0355
2024-06-25,-7.27,-6.58,-4.2195,22.14,22.17,20.2045
2024-06-26,-5.48,-6.21,-4.1275,22.26,22.094,20.3745
2024-06-27,-3.37,-5.556,-3.8394999999999997,22.42,22.116000000000003,20.594
2024-06-28,-3.63,-4.982,-3.5935,21.66,22.04,20.814500000000002
2024-07-01,-1.14,-4.178,-3.3510000000000004,21.54,22.003999999999998,20.9785
2024-07-02,-1.81,-3.086,-3.3274999999999997,22.15,22.006,21.182
2024-07-03,-2.39,-2.468,-3.4385,22.58,22.07,21.4
2024-07-05,-2.12,-2.218,-3.568,23.16,22.218,21.578
2024-07-08,-1.59,-1.81,-3.7119999999999997,23.25,22.535999999999998,21.7615
2024-07-09,-2.96,-2.1740000000000004,-3.8939999999999997,23.35,22.898000000000003,21.9575
2024-07-10,-2.7,-2.352,-4.0595,24.29,23.326,22.1815
2024-07-11,-2.6,-2.394,-4.099,23.45,23.5,22.35
2024-07-12,-3.44,-2.658,-4.1065000000000005,24.05,23.678,22.4995
