Date,rate_ADBE,rate_ADBE_5D,rate_ADBE_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-21,-15.98,-15.756,-15.9655,-5.3,-5.037999999999999,-6.2845
2023-04-24,-16.05,-15.780000000000001,-15.922,-5.18,-5.098000000000001,-6.087
2023-04-25,-17.75,-16.128,-15.9435,-6.43,-5.42,-5.9595
2023-04-26,-19.18,-16.874,-16.0395,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-17.35,-17.262,-16.1065,-5.24,-5.786,-5.71
2023-04-28,-16.0,-17.266000000000002,-16.136,-4.56,-5.638,-5.5715
2023-05-01,-16.4,-17.336,-16.2235,-4.51,-5.504,-5.4944999999999995
2023-05-02,-17.59,-17.304,-16.33,-5.49,-5.316,-5.4910000000000005
2023-05-03,-22.67,-18.002000000000002,-16.745,-6.08,-5.176,-5.4910000000000005
2023-05-04,-24.72,-19.476,-17.229,-6.71,-5.47,-5.5115
2023-05-05,-21.99,-20.674,-17.561,-5.15,-5.588,-5.471500000000001
2023-05-08,-22.93,-21.98,-17.893,-5.11,-5.708,-5.4345
2023-05-09,-23.24,-23.11,-18.184,-5.5,-5.71,-5.4174999999999995
2023-05-10,-22.94,-23.163999999999998,-18.4465,-5.1,-5.514,-5.362
2023-05-11,-23.48,-22.916,-18.834,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-24.82,-23.482,-19.294500000000003,-5.35,-5.258,-5.3805000000000005
2023-05-15,-22.58,-23.412,-19.627000000000002,-5.04,-5.244,-5.3885
2023-05-16,-22.7,-23.304,-19.961499999999997,-5.65,-5.274,-5.430000000000001
2023-05-17,-20.17,-22.75,-20.197499999999998,-4.56,-5.166,-5.416500000000001
2023-05-18,-19.33,-21.919999999999998,-20.3935,-3.65,-4.85,-5.331
2023-05-19,-16.95,-20.346,-20.442,-3.8,-4.54,-5.255999999999999
2023-05-22,-16.77,-19.184,-20.478,-3.74,-4.28,-5.184
2023-05-23,-17.13,-18.07,-20.447,-4.8,-4.109999999999999,-5.1025
2023-05-24,-18.16,-17.668,-20.395999999999997,-5.51,-4.3,-5.039
2023-05-25,-12.37,-16.276,-20.147,-4.7,-4.51,-5.012
2023-05-26,-7.24,-14.334,-19.709,-3.48,-4.446,-4.958
2023-05-30,-6.84,-12.348,-19.231,-3.45,-4.388,-4.905
2023-05-31,-6.71,-10.264,-18.687,-3.96,-4.220000000000001,-4.8285
2023-06-01,-4.64,-7.56,-17.7855,-2.99,-3.716,-4.674
2023-06-02,-2.52,-5.59,-16.6755,-1.6,-3.096,-4.4185
2023-06-05,-3.0,-4.742,-15.725999999999999,-1.79,-2.758,-4.250500000000001
2023-06-06,-3.29,-4.032,-14.744,-1.59,-2.386,-4.0745
2023-06-07,-6.5,-3.9899999999999998,-13.907,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-1.93,-3.4480000000000004,-12.8565,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,1.37,-2.6700000000000004,-11.614,-1.17,-1.558,-3.5035000000000003
2023-06-12,5.93,-0.8840000000000001,-10.0765,-0.27,-1.254,-3.2495
2023-06-13,6.89,1.152,-8.603,0.38,-0.86,-2.9785
2023-06-14,7.01,3.854,-7.1175000000000015,0.45,-0.388,-2.6735
2023-06-15,9.52,6.144,-5.633,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,10.47,7.964,-4.143,1.35,0.7260000000000001,-2.1095
2023-06-20,8.41,8.459999999999999,-2.8749999999999996,0.89,0.958,-1.875
2023-06-21,6.56,8.394,-1.7085000000000001,0.35,0.9520000000000002,-1.6705
2023-06-22,6.58,8.308,-0.523,0.71,1.004,-1.395
2023-06-23,8.16,8.035999999999998,0.7929999999999999,-0.04,0.652,-1.1215
2023-06-26,7.01,7.343999999999999,1.7619999999999998,-0.45,0.292,-0.909
2023-06-27,8.83,7.428,2.5655,0.64,0.242,-0.7030000000000001
2023-06-28,7.55,7.6259999999999994,3.285,0.69,0.30999999999999994,-0.496
2023-06-29,7.8,7.87,4.0104999999999995,0.68,0.304,-0.26400000000000007
2023-06-30,8.78,7.994,4.6815,1.85,0.682,-0.022
2023-07-03,7.91,8.174000000000001,5.202999999999999,2.0,1.1720000000000002,0.158
2023-07-05,8.26,8.06,5.766,1.78,1.4,0.3365
2023-07-06,7.23,7.9959999999999996,6.292,0.97,1.456,0.46449999999999997
2023-07-07,7.92,8.02,7.013,0.74,1.468,0.597
2023-07-10,9.84,8.232,7.6015,1.01,1.3,0.7140000000000001
2023-07-11,11.26,8.902000000000001,8.096,1.65,1.23,0.8550000000000001
2023-07-12,11.7,9.59,8.3845,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,13.38,10.82,8.709,3.26,1.8199999999999998,1.1345
2023-07-14,12.96,11.828,9.006499999999999,3.18,2.308,1.2710000000000001
2023-07-17,14.18,12.696,9.239500000000001,3.53,2.812,1.3615
2023-07-18,16.15,13.674000000000001,9.5235,4.31,3.344,1.5095
2023-07-19,15.17,14.368,9.861500000000001,4.53,3.7619999999999996,1.6915
2023-07-20,13.19,14.330000000000002,10.193000000000001,3.86,3.882,1.8669999999999998
2023-07-21,13.83,14.504,10.555499999999999,3.87,4.0200000000000005,2.025
2023-07-24,14.54,14.575999999999999,10.874500000000001,4.3,4.1739999999999995,2.242
2023-07-25,14.79,14.303999999999998,11.2635,4.56,4.224,2.4925
2023-07-26,12.91,13.851999999999999,11.4675,4.58,4.234,2.6895
2023-07-27,12.81,13.776,11.730500000000001,3.99,4.26,2.8545000000000003
2023-07-28,15.41,14.092000000000002,12.111,4.84,4.454,3.0625
2023-07-31,18.44,14.872,12.594,5.01,4.595999999999999,3.2205
2023-08-01,18.62,15.638,13.129500000000002,4.66,4.616,3.3534999999999995
2023-08-02,15.06,16.068,13.4695,3.53,4.406000000000001,3.441
2023-08-03,13.82,16.270000000000003,13.799000000000001,3.31,4.27,3.558
2023-08-04,14.41,16.07,14.123499999999998,2.92,3.886,3.6670000000000003
2023-08-07,14.95,15.372,14.379,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,13.54,14.356,14.493,3.32,3.342,3.8815
2023-08-09,12.49,13.841999999999999,14.532500000000002,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,12.8,13.638,14.503499999999999,2.89,3.1220000000000003,3.8835
2023-08-11,11.66,13.088,14.4385,2.83,3.104,3.8659999999999997
2023-08-14,13.8,12.857999999999999,14.4195,3.23,3.024,3.851
2023-08-15,13.27,12.803999999999998,14.2755,2.44,2.848,3.7574999999999994
2023-08-16,12.65,12.836000000000002,14.1495,1.94,2.666,3.6279999999999992
2023-08-17,12.23,12.722,14.101499999999998,1.39,2.366,3.5044999999999993
2023-08-18,11.71,12.732000000000001,13.995500000000002,1.45,2.09,3.3835
2023-08-21,13.53,12.678,13.944999999999999,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,13.39,12.702000000000002,13.875,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,15.01,13.174000000000001,13.98,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,12.38,13.204000000000002,13.9585,1.53,1.8039999999999998,2.8905
2023-08-25,14.19,13.7,13.897499999999999,1.97,1.908,2.747
2023-08-28,14.89,13.972,13.719999999999999,2.41,2.0100000000000002,2.617
2023-08-29,16.41,14.575999999999999,13.6095,3.38,2.3440000000000003,2.553
2023-08-30,17.09,14.992,13.711000000000002,3.66,2.59,2.5595
2023-08-31,19.08,16.332,13.974,3.58,3.0,2.573
2023-09-01,19.24,17.342000000000002,14.2155,3.65,3.336,2.6094999999999997
2023-09-05,19.47,18.258,14.4415,3.35,3.524,2.5955
2023-09-06,19.06,18.788,14.717500000000001,2.76,3.4,2.5675
2023-09-07,18.8,19.130000000000003,15.033000000000001,2.49,3.166,2.5495
2023-09-08,18.79,19.072,15.3325,2.62,2.974,2.5360000000000005
2023-09-11,19.58,19.14,15.7285,3.26,2.896,2.5575
2023-09-12,15.11,18.267999999999997,15.794,2.72,2.77,2.532
2023-09-13,17.39,17.934,16.0,2.84,2.786,2.5520000000000005
2023-09-14,17.11,17.596,16.223000000000003,3.7,3.028,2.6399999999999997
2023-09-15,12.44,16.326,16.2335,2.45,2.9939999999999998,2.693
2023-09-18,13.15,15.040000000000001,16.305500000000002,2.56,2.854,2.7485
2023-09-19,15.06,15.030000000000001,16.381999999999998,2.36,2.782,2.7715000000000005
2023-09-20,13.84,14.319999999999999,16.4045,1.42,2.498,2.757
2023-09-21,9.34,12.766,16.121000000000002,-0.2,1.718,2.6255
2023-09-22,9.14,12.106,15.959,-0.44,1.1400000000000001,2.527
2023-09-25,8.87,11.25,15.693000000000001,-0.03,0.622,2.4270000000000005
2023-09-26,7.76,9.790000000000001,15.336499999999997,-1.48,-0.146,2.2325
2023-09-27,6.99,8.419999999999998,14.8655,-1.46,-0.722,1.9904999999999997
2023-09-28,7.43,8.038,14.382499999999999,-1.26,-0.9339999999999999,1.7445
2023-09-29,8.51,7.912000000000001,13.854,-1.49,-1.1440000000000001,1.491
2023-10-02,10.64,8.266,13.423999999999998,-1.47,-1.432,1.2349999999999999
2023-10-03,7.73,8.260000000000002,12.837,-2.77,-1.69,0.929
2023-10-04,10.08,8.878,12.388,-2.07,-1.812,0.6875
2023-10-05,9.67,9.326,11.9315,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,11.79,9.982000000000001,11.5815,-1.01,-1.8939999999999997,0.274
2023-10-09,12.33,10.32,11.219000000000001,-0.36,-1.672,0.09300000000000001
2023-10-10,13.05,11.384,11.116,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,16.64,12.696000000000002,11.078500000000002,0.56,-0.564,-0.14999999999999997
2023-10-12,18.68,14.498,11.157,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,16.4,15.419999999999998,11.355,-0.55,-0.048,-0.48650000000000004
2023-10-16,16.82,16.318,11.538499999999999,0.47,0.118,-0.591
2023-10-17,18.77,17.462,11.724,0.48,0.186,-0.6849999999999999
2023-10-18,18.31,17.796,11.9475,-0.85,-0.09600000000000002,-0.7985
2023-10-19,17.86,17.631999999999998,12.373499999999998,-1.68,-0.426,-0.8724999999999999
2023-10-20,14.77,17.306,12.655,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,14.66,16.874,12.9445,-3.06,-1.6,-1.1465
2023-10-24,14.48,16.016,13.2805,-2.34,-2.164,-1.1895
2023-10-25,10.63,14.479999999999999,13.4625,-3.7,-2.7340000000000004,-1.3015
2023-10-26,9.19,12.745999999999999,13.5505,-4.87,-3.372,-1.482
2023-10-27,7.9,11.372,13.52,-5.28,-3.85,-1.6715
2023-10-30,11.84,10.808000000000002,13.580000000000002,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,12.91,10.494,13.838999999999999,-3.59,-4.319999999999999,-1.847
2023-11-01,15.22,11.412,14.096,-2.49,-4.078,-1.8679999999999999
2023-11-02,18.14,13.202000000000002,14.519499999999999,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,19.15,15.452000000000002,14.8875,0.19,-2.15,-1.7355
2023-11-06,19.52,16.988,15.247,0.38,-1.242,-1.6985000000000003
2023-11-07,23.57,19.119999999999997,15.773,0.65,-0.394,-1.673
2023-11-08,23.6,20.796,16.121000000000002,0.73,0.25,-1.6644999999999999
2023-11-09,22.04,21.576,16.288999999999998,-0.01,0.388,-1.6635000000000002
2023-11-10,26.04,22.954,16.771,1.52,0.654,-1.56
2023-11-13,24.63,23.976,17.1615,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,27.53,24.768,17.5995,3.34,1.4,-1.3695
2023-11-15,25.66,25.18,17.967,3.57,1.968,-1.1485
2023-11-16,27.06,26.184000000000005,18.427,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,27.19,26.413999999999998,19.048,3.86,3.18,-0.5415000000000001
2023-11-20,29.27,27.342000000000002,19.7785,4.63,3.822,-0.15700000000000008
2023-11-21,28.92,27.619999999999997,20.5005,4.36,4.026,0.17799999999999994
2023-11-22,30.73,28.634000000000004,21.5055,4.81,4.273999999999999,0.6034999999999999
2023-11-24,30.67,29.356,22.5795,4.87,4.505999999999999,1.0905
2023-11-27,30.64,30.046000000000003,23.716500000000003,4.69,4.672,1.589
2023-11-28,31.48,30.488,24.6985,4.79,4.704,2.0364999999999998
2023-11-29,30.25,30.754,25.5655,4.72,4.776000000000001,2.452
2023-11-30,28.92,30.392000000000003,26.2505,5.12,4.837999999999999,2.8325
2023-12-01,28.68,29.994,26.777499999999996,5.62,4.988,3.1485
2023-12-04,27.07,29.28,27.1735,5.11,5.072,3.3945
2023-12-05,26.59,28.302,27.527000000000005,5.08,5.130000000000001,3.6295
2023-12-06,25.24,27.3,27.610500000000002,4.72,5.13,3.8329999999999997
2023-12-07,27.94,27.104000000000003,27.827499999999997,5.4,5.186,4.0665
2023-12-08,28.2,27.008,28.1355,5.77,5.215999999999999,4.3555
2023-12-11,31.33,27.860000000000003,28.4,6.12,5.418,4.585500000000001
2023-12-12,33.07,29.156,28.822000000000003,6.6,5.7219999999999995,4.8445
2023-12-13,31.14,30.336000000000002,29.002499999999998,7.92,6.362,5.0735
2023-12-14,22.96,29.340000000000003,28.8675,8.21,6.9239999999999995,5.3055
2023-12-15,22.97,28.294,28.663000000000004,8.06,7.382000000000001,5.523
2023-12-18,25.95,27.218,28.601,8.62,7.882,5.761
2023-12-19,27.09,26.022000000000002,28.492,9.16,8.394,5.9875
2023-12-20,25.32,24.857999999999997,28.312,7.51,8.312,6.1450000000000005
2023-12-21,26.16,25.497999999999998,28.083500000000004,8.36,8.341999999999999,6.3225
2023-12-22,25.87,26.078000000000003,27.8435,8.57,8.443999999999999,6.5075
2023-12-26,25.77,26.042,27.6,8.94,8.508,6.720000000000001
2023-12-27,25.32,25.688,27.291999999999994,9.1,8.495999999999999,6.9355
2023-12-28,25.21,25.666000000000004,27.04,9.11,8.815999999999999,7.154999999999999
2023-12-29,25.43,25.52,26.865500000000004,8.87,8.918000000000001,7.342499999999999
2024-01-02,21.62,24.669999999999998,26.5125,8.16,8.836,7.469499999999999
2024-01-03,19.92,23.5,26.155,7.53,8.553999999999998,7.5905000000000005
2024-01-04,18.94,22.224,25.772499999999997,7.23,8.18,7.698
2024-01-05,18.43,20.868000000000002,25.432000000000002,7.36,7.830000000000001,7.83
2024-01-08,21.74,20.130000000000003,25.122000000000003,8.85,7.8260000000000005,8.0025
2024-01-09,22.91,20.387999999999998,24.857499999999998,8.62,7.918000000000001,8.145
2024-01-10,23.91,21.186,24.4865,9.22,8.256,8.3
2024-01-11,25.25,22.448,24.0955,9.19,8.648,8.429499999999999
2024-01-12,25.05,23.772,23.791,9.23,9.022,8.495000000000001
2024-01-16,25.29,24.482,23.9075,8.92,9.036,8.5305
2024-01-17,24.96,24.892000000000003,24.006999999999998,8.42,8.996,8.5485
2024-01-18,24.46,25.002000000000002,23.9325,9.22,8.995999999999999,8.578500000000002
2024-01-19,28.16,25.583999999999996,23.985999999999997,10.34,9.226,8.6375
2024-01-22,26.51,25.875999999999998,24.0455,10.55,9.49,8.7895
2024-01-23,25.19,25.856,23.997000000000003,10.83,9.872,8.913
2024-01-24,27.11,26.286,24.059,10.91,10.370000000000001,9.03
2024-01-25,30.45,27.484,24.293,11.43,10.812000000000001,9.1545
2024-01-26,28.66,27.584000000000003,24.46,11.37,11.017999999999999,9.267999999999999
2024-01-29,32.04,28.689999999999998,24.8015,12.06,11.32,9.4155
2024-01-30,31.56,29.964,25.108,11.99,11.552,9.5715
2024-01-31,29.45,30.432,25.4995,10.45,11.459999999999999,9.686
2024-02-01,30.99,30.54,26.052999999999997,11.46,11.466,9.8825
2024-02-02,32.39,31.286,26.7255,12.41,11.674000000000001,10.141499999999999
2024-02-05,31.52,31.182,27.380000000000003,12.07,11.676,10.377
2024-02-06,26.71,30.212,27.628500000000003,12.35,11.748,10.552000000000001
2024-02-07,28.5,30.022000000000002,27.907999999999998,13.07,12.272,10.7745
2024-02-08,28.5,29.524,28.1375,13.13,12.606,10.97
2024-02-09,30.84,29.214,28.417,13.64,12.852,11.1925
2024-02-12,27.68,28.446000000000005,28.5485,13.6,13.157999999999998,11.411
2024-02-13,25.63,28.23,28.565499999999997,12.17,13.122,11.5735
2024-02-14,26.2,27.77,28.627500000000005,13.12,13.132,11.808499999999999
2024-02-15,23.27,26.724,28.568,13.8,13.266,12.0375
2024-02-16,14.26,23.407999999999998,27.873,13.28,13.193999999999999,12.1845
2024-02-20,13.28,20.528,27.2115,12.73,13.02,12.2935
2024-02-21,12.58,17.918,26.581,12.83,13.151999999999997,12.3935
2024-02-22,12.39,15.156,25.845,14.94,13.516,12.595
2024-02-23,15.65,13.632,25.104999999999997,14.99,13.754000000000001,12.773
2024-02-26,17.1,14.2,24.527,14.61,14.02,12.934999999999999
2024-02-27,15.46,14.636000000000001,23.698,14.81,14.435999999999998,13.0725
2024-02-28,15.32,15.184000000000001,22.886,14.65,14.8,13.2055
2024-02-29,17.06,16.118000000000002,22.2665,15.05,14.822,13.435500000000001
2024-03-01,18.92,16.772,21.663,15.81,14.986,13.653
2024-03-04,18.31,17.014,20.959,15.68,15.2,13.8165
2024-03-05,13.59,16.639999999999997,20.0625,14.57,15.152000000000001,13.941500000000001
2024-03-06,13.23,16.222,19.3885,15.15,15.252,14.0815
2024-03-07,15.88,15.985999999999999,18.7575,16.24,15.49,14.24
2024-03-08,14.99,15.2,18.082,15.57,15.442000000000002,14.362
2024-03-11,16.77,14.892000000000001,17.3785,15.48,15.402000000000001,14.454000000000002
2024-03-12,20.6,16.294,17.0245,16.5,15.788,14.599
2024-03-13,19.46,17.540000000000003,16.716,16.35,16.028,14.807999999999998
2024-03-14,18.83,18.130000000000003,16.347500000000004,16.14,16.008000000000003,14.958999999999998
2024-03-15,2.87,15.706,15.327499999999997,15.48,15.989999999999998,15.043000000000001
2024-03-18,7.25,13.802000000000001,14.976999999999999,16.07,16.108,15.1825
2024-03-19,8.75,11.431999999999999,14.750499999999999,16.58,16.124000000000002,15.375
2024-03-20,8.33,9.206,14.538000000000002,17.38,16.33,15.602500000000001
2024-03-21,6.72,6.784000000000001,14.254499999999998,17.69,16.639999999999997,15.74
2024-03-22,4.32,7.074,13.687999999999999,17.27,16.998,15.854
2024-03-25,5.89,6.802,13.127500000000001,17.03,17.19,15.975
2024-03-26,5.97,6.246,12.653,16.78,17.23,16.073500000000003
2024-03-27,5.32,5.644,12.153,17.57,17.268,16.2195
2024-03-28,5.36,5.372,11.568000000000001,17.56,17.242,16.345
2024-04-01,4.76,5.459999999999999,10.86,17.14,17.216,16.411499999999997
2024-04-02,4.17,5.116,10.153,16.47,17.104,16.451
2024-04-03,3.73,4.668,9.66,16.56,17.06,16.5505
2024-04-04,1.71,3.946,9.084,15.31,16.608,16.558500000000002
2024-04-05,1.31,3.136,8.355500000000001,16.37,16.369999999999997,16.565
2024-04-08,1.14,2.412,7.662999999999999,16.41,16.224,16.607
2024-04-09,2.84,2.146,6.966500000000001,16.55,16.240000000000002,16.6605
2024-04-10,1.74,1.7479999999999998,6.0235,15.5,16.028,16.6105
2024-04-11,1.14,1.634,5.1075,16.27,16.22,16.6065
2024-04-12,-0.95,1.182,4.1185,14.8,15.906,16.5395
2024-04-15,-1.77,0.6,3.8864999999999994,13.46,15.315999999999999,16.438499999999998
2024-04-16,-0.52,-0.07200000000000002,3.4979999999999998,13.26,14.658000000000001,16.298000000000002
2024-04-17,-0.88,-0.596,3.0164999999999997,12.6,14.078,16.098999999999997
2024-04-18,-1.14,-1.052,2.543,12.36,13.296000000000001,15.847999999999999
2024-04-19,-2.82,-1.426,2.066,11.45,12.626,15.535999999999998
2024-04-22,-2.43,-1.5579999999999998,1.7285,12.38,12.41,15.2915
2024-04-23,-1.2,-1.6940000000000002,1.3739999999999999,13.77,12.512,15.128499999999999
2024-04-24,-0.33,-1.584,1.059,13.69,12.73,14.974
2024-04-25,-1.09,-1.5739999999999998,0.7384999999999999,13.23,12.904,14.757
2024-04-26,-0.24,-1.058,0.4585,14.34,13.482,14.596
2024-04-29,-1.16,-0.8039999999999999,0.16249999999999998,14.73,13.952000000000002,14.4755
2024-04-30,-3.27,-1.218,-0.20950000000000002,12.94,13.785999999999998,14.298999999999998
2024-05-01,-1.89,-1.5299999999999998,-0.49050000000000005,12.36,13.52,14.088999999999999
2024-05-02,-0.44,-1.4,-0.5980000000000001,13.38,13.55,13.992499999999998
2024-05-03,1.5,-1.052,-0.5885,14.75,13.632,13.911499999999998
2024-05-06,3.0,-0.21999999999999992,-0.4955,15.88,13.862,13.885
2024-05-07,2.73,0.9800000000000001,-0.501,16.04,14.482,13.8595
2024-05-08,1.88,1.734,-0.49400000000000005,16.05,15.219999999999999,13.887
2024-05-09,0.77,1.9759999999999998,-0.5125,16.7,15.884,13.9085
2024-05-10,0.69,1.8139999999999996,-0.4305,16.85,16.304000000000002,14.011000000000001
2024-05-13,0.86,1.386,-0.29900000000000004,16.85,16.497999999999998,14.180499999999999
2024-05-14,-0.62,0.7159999999999999,-0.304,17.4,16.77,14.3875
2024-05-15,1.32,0.604,-0.194,18.81,17.322,14.698000000000002
2024-05-16,0.81,0.612,-0.0965,18.58,17.698,15.009
2024-05-17,0.93,0.66,0.091,18.76,18.08,15.374500000000001
2024-05-20,1.19,0.7260000000000001,0.27199999999999996,18.87,18.484,15.699000000000002
2024-05-21,0.6,0.97,0.362,19.19,18.842000000000002,15.969999999999999
2024-05-22,1.03,0.9120000000000001,0.43,18.84,18.848000000000003,16.2275
2024-05-23,0.9,0.93,0.5295,17.97,18.726000000000003,16.4645
2024-05-24,-0.72,0.6,0.5055,18.76,18.726,16.685499999999998
2024-05-28,-0.11,0.33999999999999997,0.558,18.86,18.724,16.892000000000003
2024-05-29,-0.28,0.164,0.7075,18.03,18.492,17.1465
2024-05-30,-6.83,-1.408,0.46049999999999996,17.25,18.174,17.391
2024-05-31,-7.06,-3.0,0.12950000000000003,18.26,18.232,17.635
2024-06-03,-8.1,-4.476,-0.3504999999999999,18.08,18.096,17.8015
2024-06-04,-6.18,-5.6899999999999995,-0.8094999999999999,18.22,17.968,17.9185
2024-06-05,-4.66,-6.566,-1.1789999999999998,19.6,18.282000000000004,18.0965
2024-06-06,-4.18,-6.036,-1.4819999999999998,19.58,18.747999999999998,18.273
2024-06-07,-2.69,-5.162,-1.6549999999999998,19.43,18.982,18.4095
2024-06-10,-3.81,-4.304,-1.8800000000000001,19.81,19.328,18.557499999999997
2024-06-11,-3.25,-3.718,-2.0855,20.08,19.7,18.719
2024-06-12,-3.83,-3.5519999999999996,-2.2459999999999996,21.06,19.991999999999997,18.901999999999997
2024-06-13,-4.06,-3.528,-2.5149999999999997,21.28,20.332,19.0255
2024-06-14,9.6,-1.0699999999999998,-2.0755,21.38,20.722,19.1655
2024-06-17,8.25,1.342,-1.7094999999999998,22.32,21.224,19.3435
2024-06-18,8.97,3.786,-1.3204999999999998,22.64,21.736,19.532
2024-06-20,9.11,6.374,-0.8949999999999999,22.31,21.985999999999997,19.688
2024-06-21,11.27,9.440000000000001,-0.3829999999999999,22.04,22.137999999999998,19.848000000000003
2024-06-24,9.37,9.394,0.04050000000000002,21.72,22.206,20.0355
2024-06-25,9.92,9.728,0.5725,22.14,22.17,20.2045
2024-06-26,10.29,9.992,1.0925,22.26,22.094,20.3745
2024-06-27,14.0,10.97,1.8065000000000002,22.42,22.116000000000003,20.594
2024-06-28,15.8,11.876,2.9379999999999997,21.66,22.04,20.814500000000002
2024-07-01,16.44,13.290000000000001,4.1129999999999995,21.54,22.003999999999998,20.9785
2024-07-02,18.01,14.908000000000001,5.4185,22.15,22.006,21.182
2024-07-03,18.51,16.552000000000003,6.6530000000000005,22.58,22.07,21.4
2024-07-05,20.18,17.788000000000004,7.8950000000000005,23.16,22.218,21.578
2024-07-08,19.58,18.544,9.083,23.25,22.535999999999998,21.7615
2024-07-09,17.67,18.79,10.101,23.35,22.898000000000003,21.9575
2024-07-10,17.37,18.662,11.16,24.29,23.326,22.1815
2024-07-11,15.96,18.152,12.1205,23.45,23.5,22.35
2024-07-12,16.25,17.366,13.124500000000001,24.05,23.678,22.4995
