Date,rate_AMZN,rate_VOO,Sector,rate_BKNG,rate_DHI,rate_F,rate_HD,rate_LULU,rate_MAR,rate_MCD,rate_NKE,rate_SBUX,rate_TSLA
2023-06-27,-5.09,0.64,Consumer Cyclical,15.84,37.28,-18.03,-9.74,6.87,10.85,10.93,-16.03,-2.93,-11.22
2023-06-28,-5.19,0.69,Consumer Cyclical,14.48,36.34,-16.19,-11.8,7.35,11.07,11.09,-16.46,-3.04,-9.1
2023-06-29,-5.96,0.68,Consumer Cyclical,14.06,34.28,-15.42,-11.42,5.67,13.32,12.12,-16.21,-2.97,-8.65
2023-06-30,-4.3,1.85,Consumer Cyclical,15.84,35.77,-14.54,-10.62,7.98,14.82,13.61,-18.41,-2.6,-7.15
2023-07-03,-4.3,2.0,Consumer Cyclical,16.31,33.4,-13.72,-10.58,8.07,14.85,12.01,-18.94,-2.46,-0.77
2023-07-05,-4.2,1.78,Consumer Cyclical,14.48,32.57,-13.15,-10.39,7.12,13.55,12.78,-20.41,-3.13,0.15
2023-07-06,-5.42,0.97,Consumer Cyclical,12.86,28.44,-15.08,-12.5,4.63,13.5,12.04,-21.88,-5.32,-1.91
2023-07-07,-4.56,0.74,Consumer Cyclical,13.03,28.93,-15.08,-12.31,3.72,15.73,10.99,-22.34,-5.46,-2.65
2023-07-10,-6.15,1.01,Consumer Cyclical,16.63,32.48,-14.61,-10.51,5.32,18.97,11.88,-21.38,-2.48,-4.32
2023-07-11,-5.05,1.65,Consumer Cyclical,18.77,32.71,-13.86,-9.62,8.12,19.17,11.98,-20.19,-1.54,-4.27
2023-07-12,-3.7,2.44,Consumer Cyclical,18.97,37.1,-13.91,-8.6,9.19,18.4,12.3,-19.92,-0.52,-3.62
2023-07-13,-1.36,3.26,Consumer Cyclical,20.77,39.91,-14.05,-9.37,8.13,19.3,12.16,-19.86,-0.07,-1.86
2023-07-14,-1.11,3.18,Consumer Cyclical,22.04,43.84,-15.03,-8.87,8.38,18.02,12.05,-19.78,-0.06,-0.83
2023-07-17,-1.85,3.53,Consumer Cyclical,25.28,41.53,-19.17,-8.99,9.3,19.19,11.96,-19.22,-0.72,1.84
2023-07-18,-2.37,4.31,Consumer Cyclical,26.54,41.35,-18.75,-8.79,9.78,20.43,11.63,-18.48,-0.89,2.79
2023-07-19,-0.59,4.53,Consumer Cyclical,24.43,41.32,-19.12,-8.04,11.21,18.62,11.75,-18.36,0.16,2.12
2023-07-20,-4.38,3.86,Consumer Cyclical,24.02,38.74,-19.48,-8.15,8.78,19.29,12.87,-20.09,-0.77,-7.04
2023-07-21,-4.35,3.87,Consumer Cyclical,24.25,41.03,-20.0,-7.77,9.09,21.08,12.3,-18.96,1.13,-7.97
2023-07-24,-5.19,4.3,Consumer Cyclical,23.09,43.61,-19.84,-6.5,8.37,20.75,12.19,-19.18,1.09,-5.05
2023-07-25,-4.95,4.56,Consumer Cyclical,24.69,44.52,-21.92,-6.49,8.86,21.07,11.08,-19.52,1.22,-6.32
2023-07-26,-5.65,4.58,Consumer Cyclical,25.2,42.35,-21.43,-5.24,7.98,20.44,10.85,-18.79,0.06,-6.64
2023-07-27,-5.58,3.99,Consumer Cyclical,25.13,40.88,-21.1,-5.21,5.67,21.6,12.15,-19.99,-0.87,-9.54
2023-07-28,-2.75,4.84,Consumer Cyclical,26.97,41.34,-23.67,-4.74,7.69,23.81,11.71,-19.29,-0.41,-5.93
2023-07-31,-1.69,5.01,Consumer Cyclical,25.61,40.85,-23.94,-4.05,7.85,25.08,11.4,-17.98,-0.1,-5.6
2023-08-01,-3.07,4.66,Consumer Cyclical,23.14,40.93,-22.31,-4.46,8.43,26.22,10.39,-18.34,-0.39,-7.64
2023-08-02,-5.54,3.53,Consumer Cyclical,22.12,38.76,-24.4,-5.45,7.18,25.53,9.85,-19.71,0.44,-9.98
2023-08-03,-5.04,3.31,Consumer Cyclical,20.56,36.19,-24.07,-5.07,9.2,24.04,10.37,-18.89,0.63,-8.23
2023-08-04,2.52,2.92,Consumer Cyclical,28.31,38.73,-25.22,-6.02,7.6,25.23,8.9,-18.76,-0.95,-10.07
2023-08-07,4.4,3.63,Consumer Cyclical,34.54,40.5,-24.95,-5.26,8.78,26.2,10.51,-17.56,0.07,-10.88
2023-08-08,3.17,3.32,Consumer Cyclical,34.25,40.53,-25.21,-5.55,8.41,26.99,10.0,-17.99,-0.69,-11.34
2023-08-09,2.03,2.85,Consumer Cyclical,33.88,39.36,-25.85,-5.47,8.75,26.83,9.62,-17.99,-1.26,-13.29
2023-08-10,2.42,2.89,Consumer Cyclical,34.2,37.27,-28.28,-5.21,9.22,27.85,9.44,-18.36,0.01,-12.47
2023-08-11,2.34,2.83,Consumer Cyclical,33.91,36.92,-28.37,-4.85,8.5,27.9,9.73,-18.87,-0.48,-13.17
2023-08-14,3.51,3.23,Consumer Cyclical,34.39,37.14,-28.11,-5.1,9.31,27.16,9.78,-19.12,-0.47,-13.92
2023-08-15,2.05,2.44,Consumer Cyclical,33.57,39.83,-28.99,-4.67,8.96,26.8,9.65,-19.68,-1.12,-15.58
2023-08-16,0.74,1.94,Consumer Cyclical,33.45,36.69,-29.68,-4.5,8.57,27.01,8.9,-19.69,-1.84,-17.38
2023-08-17,0.2,1.39,Consumer Cyclical,31.43,32.02,-29.6,-5.62,7.63,25.27,7.98,-20.45,-3.46,-18.94
2023-08-18,-0.18,1.45,Consumer Cyclical,30.12,32.63,-29.07,-5.6,8.59,25.17,7.95,-20.57,-3.02,-19.85
2023-08-21,0.55,1.9,Consumer Cyclical,29.97,31.6,-29.03,-6.24,9.29,24.21,7.51,-21.57,-3.54,-15.99
2023-08-22,0.33,1.71,Consumer Cyclical,30.52,32.49,-29.43,-6.16,8.26,25.93,7.57,-22.28,-3.8,-15.53
2023-08-23,0.97,2.43,Consumer Cyclical,31.14,33.04,-29.07,-5.85,7.94,25.64,7.97,-23.66,-4.39,-14.64
2023-08-24,-0.87,1.53,Consumer Cyclical,29.32,32.17,-29.91,-6.52,4.66,23.79,8.09,-24.23,-4.62,-16.29
2023-08-25,-0.16,1.97,Consumer Cyclical,29.73,30.84,-29.27,-6.47,5.67,24.2,8.66,-23.62,-4.19,-14.22
2023-08-28,-0.22,2.41,Consumer Cyclical,30.41,31.35,-29.31,-5.89,5.71,25.34,8.43,-23.21,-3.15,-14.17
2023-08-29,0.66,3.38,Consumer Cyclical,31.46,32.57,-28.72,-5.22,7.4,26.84,8.41,-22.12,-1.75,-9.8
2023-08-30,0.74,3.66,Consumer Cyclical,31.97,33.9,-28.8,-4.98,7.78,26.5,8.58,-21.95,-1.69,-9.87
2023-08-31,2.21,3.58,Consumer Cyclical,31.32,33.92,-28.4,-5.05,8.64,25.75,7.79,-22.15,-2.88,-9.59
2023-09-01,2.22,3.65,Consumer Cyclical,30.95,34.11,-27.81,-4.43,12.75,26.18,7.58,-21.39,-2.46,-12.45
2023-09-05,1.81,3.35,Consumer Cyclical,31.69,29.75,-28.0,-5.42,12.3,24.24,7.14,-22.41,-3.22,-9.77
2023-09-06,0.63,2.76,Consumer Cyclical,31.58,31.01,-28.1,-5.84,11.65,24.94,5.96,-22.5,-3.95,-11.1
2023-09-07,2.32,2.49,Consumer Cyclical,30.25,32.54,-28.7,-5.21,11.65,23.51,6.97,-24.08,-4.72,-11.24
2023-09-08,2.59,2.62,Consumer Cyclical,31.75,32.76,-26.76,-5.13,10.95,26.79,7.3,-24.28,-4.55,-12.24
2023-09-11,6.04,3.26,Consumer Cyclical,33.25,33.37,-27.21,-5.22,11.24,26.03,7.49,-24.93,-4.18,-3.84
2023-09-12,4.68,2.72,Consumer Cyclical,32.9,29.8,-25.88,-5.81,8.72,25.82,7.85,-25.3,-3.62,-5.93
2023-09-13,7.3,2.84,Consumer Cyclical,30.71,28.93,-24.77,-5.92,8.95,23.67,8.24,-25.43,-2.95,-4.62
2023-09-14,7.21,3.7,Consumer Cyclical,33.81,30.41,-24.88,-4.87,8.88,26.06,9.35,-24.62,-2.72,-2.99
2023-09-15,4.08,2.45,Consumer Cyclical,32.39,27.29,-24.94,-7.17,9.21,25.43,6.92,-25.33,-3.63,-3.56
2023-09-18,3.78,2.56,Consumer Cyclical,32.33,28.19,-26.52,-8.33,7.28,23.94,6.73,-25.89,-3.12,-6.68
2023-09-19,2.06,2.36,Consumer Cyclical,30.6,28.64,-25.22,-9.08,7.73,22.64,6.89,-26.57,-4.57,-6.26
2023-09-20,0.35,1.42,Consumer Cyclical,28.94,28.21,-26.4,-10.13,9.76,23.44,6.54,-27.02,-4.69,-7.61
2023-09-21,-4.01,-0.2,Consumer Cyclical,27.71,23.57,-27.34,-11.29,7.58,20.59,4.28,-28.89,-6.73,-9.99
2023-09-22,-4.16,-0.44,Consumer Cyclical,28.7,23.85,-25.99,-11.58,8.71,20.1,4.66,-29.46,-6.16,-13.73
2023-09-25,-2.59,-0.03,Consumer Cyclical,30.04,22.59,-25.1,-11.37,7.7,19.23,3.74,-29.65,-7.08,-13.0
2023-09-26,-6.48,-1.48,Consumer Cyclical,28.63,21.79,-25.99,-12.49,6.68,18.51,2.96,-29.98,-7.82,-14.0
2023-09-27,-6.48,-1.46,Consumer Cyclical,29.46,21.28,-26.23,-12.7,6.26,19.81,1.41,-30.55,-8.64,-15.26
2023-09-28,-6.48,-1.26,Consumer Cyclical,30.3,23.43,-25.22,-12.22,6.23,23.27,2.15,-30.39,-8.73,-13.21
2023-09-29,-5.64,-1.49,Consumer Cyclical,29.51,21.8,-26.05,-12.6,8.05,21.44,1.33,-25.78,-8.54,-11.87
2023-10-02,-3.84,-1.47,Consumer Cyclical,29.31,19.96,-26.19,-13.01,7.15,19.35,-0.81,-26.09,-8.52,-11.18
2023-10-03,-7.31,-2.77,Consumer Cyclical,26.23,16.25,-27.6,-15.25,3.19,17.31,-2.04,-25.68,-10.15,-12.93
2023-10-04,-5.65,-2.07,Consumer Cyclical,27.56,17.94,-28.08,-15.12,3.67,20.0,-1.55,-25.07,-8.5,-7.87
2023-10-05,-6.41,-2.15,Consumer Cyclical,26.53,17.29,-28.61,-15.32,1.01,19.97,-2.9,-25.15,-7.29,-8.25
2023-10-06,-4.94,-1.01,Consumer Cyclical,27.67,17.86,-28.02,-15.0,2.88,20.7,-4.41,-24.13,-6.82,-8.08
2023-10-09,-4.72,-0.36,Consumer Cyclical,26.19,19.88,-27.6,-14.28,4.36,19.76,-3.77,-24.31,-6.98,-8.38
2023-10-10,-3.82,0.14,Consumer Cyclical,28.07,21.1,-26.83,-13.17,4.47,22.22,-3.16,-23.74,-6.49,-7.0
2023-10-11,-2.09,0.56,Consumer Cyclical,28.5,22.75,-26.53,-13.51,4.56,22.1,-3.39,-22.94,-7.71,-7.22
2023-10-12,-1.72,-0.03,Consumer Cyclical,27.65,15.67,-28.02,-14.95,4.72,21.81,-5.19,-22.48,-8.24,-8.66
2023-10-13,-3.6,-0.55,Consumer Cyclical,23.98,17.14,-29.15,-15.26,5.75,18.85,-4.38,-21.97,-8.18,-11.36
2023-10-16,-1.56,0.47,Consumer Cyclical,24.59,18.1,-28.44,-13.71,16.47,21.35,-3.76,-20.33,-6.02,-10.39
2023-10-17,-2.36,0.48,Consumer Cyclical,25.03,18.56,-27.78,-14.11,15.46,21.64,-3.3,-19.58,-5.49,-10.06
2023-10-18,-4.83,-0.85,Consumer Cyclical,20.28,15.76,-29.51,-15.75,13.44,19.73,-1.43,-18.99,-5.92,-14.31
2023-10-19,-4.63,-1.68,Consumer Cyclical,17.87,14.42,-30.82,-16.74,10.84,18.46,-0.53,-19.54,-5.25,-22.18
2023-10-20,-7.02,-2.89,Consumer Cyclical,16.81,13.77,-30.17,-16.84,10.74,15.8,-0.64,-19.84,-5.48,-25.01
2023-10-23,-5.99,-3.06,Consumer Cyclical,19.14,15.4,-31.12,-17.23,12.57,16.21,-1.92,-19.73,-5.47,-24.98
2023-10-24,-4.51,-2.34,Consumer Cyclical,19.77,15.0,-31.66,-17.73,12.82,17.13,-0.96,-18.17,-5.05,-23.42
2023-10-25,-9.81,-3.7,Consumer Cyclical,18.88,13.76,-30.76,-18.41,10.99,16.08,-0.67,-19.25,-5.67,-24.86
2023-10-26,-11.16,-4.87,Consumer Cyclical,16.1,14.88,-31.9,-19.25,8.76,14.87,-1.51,-21.57,-7.0,-27.2
2023-10-27,-5.12,-5.28,Consumer Cyclical,16.24,14.93,-40.22,-19.7,8.27,14.15,-1.53,-22.92,-7.65,-26.66
2023-10-30,-1.44,-4.16,Consumer Cyclical,17.9,15.42,-41.36,-18.26,9.62,15.87,0.14,-20.4,-6.52,-30.15
2023-10-31,-1.16,-3.59,Consumer Cyclical,17.95,17.97,-41.48,-17.34,10.1,16.16,0.92,-19.7,-7.43,-28.92
2023-11-01,1.7,-2.49,Consumer Cyclical,16.71,23.04,-39.75,-16.46,10.4,16.0,0.82,-20.66,-8.16,-26.72
2023-11-02,2.47,-0.7,Consumer Cyclical,19.52,28.26,-38.4,-14.24,12.61,14.14,2.66,-17.7,0.34,-22.29
2023-11-03,2.86,0.19,Consumer Cyclical,20.3,33.6,-35.93,-13.94,13.81,17.5,3.04,-16.3,2.93,-21.79
2023-11-06,3.69,0.38,Consumer Cyclical,24.68,32.34,-37.4,-14.23,13.82,17.42,3.43,-16.16,4.29,-22.03
2023-11-07,5.86,0.65,Consumer Cyclical,26.25,36.18,-38.24,-14.17,15.38,19.44,3.34,-14.6,3.94,-21.01
2023-11-08,5.4,0.73,Consumer Cyclical,26.58,36.89,-38.96,-13.84,14.28,18.28,2.89,-14.57,4.56,-21.04
2023-11-09,4.32,-0.01,Consumer Cyclical,26.19,35.63,-41.05,-16.15,13.44,19.37,2.67,-16.35,2.5,-25.27
2023-11-10,6.49,1.52,Consumer Cyclical,28.67,37.89,-40.09,-15.08,15.38,21.32,3.01,-17.01,4.59,-23.64
2023-11-13,5.77,1.42,Consumer Cyclical,30.42,37.46,-40.33,-16.09,16.28,21.38,3.54,-18.43,3.77,-20.48
2023-11-14,8.13,3.34,Consumer Cyclical,32.53,44.82,-36.84,-11.6,19.95,24.21,4.28,-17.25,5.86,-15.65
2023-11-15,6.22,3.57,Consumer Cyclical,30.48,43.7,-36.41,-10.28,20.46,23.48,3.92,-15.67,6.28,-13.74
2023-11-16,5.95,3.71,Consumer Cyclical,30.79,43.4,-38.28,-10.79,17.18,25.01,5.77,-15.83,7.46,-17.0
2023-11-17,7.68,3.86,Consumer Cyclical,31.04,43.88,-37.62,-10.55,17.78,26.28,5.65,-17.09,5.83,-16.75
2023-11-20,8.38,4.63,Consumer Cyclical,31.92,44.26,-37.2,-10.28,19.47,27.0,6.72,-16.81,4.56,-16.29
2023-11-21,6.98,4.36,Consumer Cyclical,31.42,42.69,-38.1,-11.11,19.89,27.14,7.22,-16.64,4.04,-14.32
2023-11-22,8.74,4.81,Consumer Cyclical,30.84,42.95,-37.68,-9.99,19.48,28.83,7.74,-15.58,3.83,-16.78
2023-11-24,8.76,4.87,Consumer Cyclical,30.28,43.39,-36.83,-9.56,20.21,28.21,7.95,-15.79,3.27,-16.34
2023-11-27,9.38,4.69,Consumer Cyclical,30.87,42.24,-37.2,-9.5,21.13,27.34,7.71,-15.55,2.91,-16.12
2023-11-28,8.9,4.79,Consumer Cyclical,31.22,41.96,-37.02,-8.8,19.11,25.86,7.8,-14.93,1.82,-12.38
2023-11-29,8.42,4.72,Consumer Cyclical,30.72,43.12,-35.68,-9.47,21.81,24.72,7.17,-13.67,0.59,-13.29
2023-11-30,8.26,5.12,Consumer Cyclical,30.7,43.49,-37.68,-8.75,23.95,24.84,7.71,-13.75,0.08,-14.71
2023-12-01,8.74,5.62,Consumer Cyclical,31.2,45.48,-35.08,-6.86,28.44,27.74,9.05,-11.05,-0.01,-14.87
2023-12-04,7.27,5.11,Consumer Cyclical,30.41,45.16,-34.37,-5.61,26.99,27.9,9.11,-9.77,-1.47,-16.0
2023-12-05,8.71,5.08,Consumer Cyclical,30.9,45.4,-34.97,-5.76,25.99,24.57,9.24,-9.57,-3.44,-14.9
2023-12-06,7.05,4.72,Consumer Cyclical,30.98,48.26,-34.43,-5.01,26.96,25.57,9.34,-9.03,-2.02,-14.67
2023-12-07,8.71,5.4,Consumer Cyclical,34.18,50.97,-33.64,-4.99,28.01,27.14,9.32,-10.04,-2.58,-13.52
2023-12-08,9.09,5.77,Consumer Cyclical,35.51,53.08,-32.49,-4.91,34.53,27.8,8.92,-9.19,-2.42,-13.1
2023-12-11,8.01,6.12,Consumer Cyclical,38.12,53.52,-32.13,-3.52,37.95,31.22,10.06,-7.1,-0.97,-14.54
2023-12-12,9.16,6.6,Consumer Cyclical,40.14,54.41,-31.58,-2.98,38.19,31.41,10.85,-6.3,-0.94,-15.5
2023-12-13,10.13,7.92,Consumer Cyclical,40.93,58.75,-31.1,-0.04,38.42,31.99,12.41,-5.11,-0.98,-14.7
2023-12-14,9.11,8.21,Consumer Cyclical,41.52,67.66,-25.99,2.38,34.37,32.96,10.36,-5.23,-1.25,-10.55
2023-12-15,10.95,8.06,Consumer Cyclical,42.93,64.66,-26.35,3.01,34.95,33.47,9.41,-4.82,-2.31,-9.69
2023-12-18,13.9,8.62,Consumer Cyclical,42.62,63.16,-26.9,2.09,37.65,33.94,10.44,-5.14,-2.5,-10.19
2023-12-19,13.69,9.16,Consumer Cyclical,44.24,64.63,-26.35,2.4,38.85,33.59,10.59,-4.14,-1.35,-8.38
2023-12-20,12.48,7.51,Consumer Cyclical,42.57,63.86,-27.69,1.56,38.46,31.34,10.05,-4.94,-4.34,-11.93
2023-12-21,13.73,8.36,Consumer Cyclical,44.4,64.71,-24.4,1.64,39.81,33.81,10.79,-4.21,-3.72,-9.33
2023-12-22,13.42,8.57,Consumer Cyclical,44.98,64.36,-24.34,1.55,39.58,34.18,10.89,-13.81,-3.77,-10.03
2023-12-26,13.42,8.94,Consumer Cyclical,46.11,65.05,-23.73,1.72,38.73,34.59,11.25,-13.82,-3.38,-8.59
2023-12-27,13.37,9.1,Consumer Cyclical,44.94,65.98,-24.09,1.53,39.3,35.06,11.77,-14.41,-3.76,-6.89
2023-12-28,13.39,9.11,Consumer Cyclical,45.52,66.18,-24.4,1.25,39.4,34.89,12.17,-13.29,-3.13,-9.8
2023-12-29,12.34,8.87,Consumer Cyclical,45.4,66.18,-25.31,1.05,39.87,35.58,12.38,-13.46,-3.05,-11.46
2024-01-02,10.68,8.16,Consumer Cyclical,42.2,63.13,-25.03,0.68,37.81,33.19,12.32,-14.52,-5.27,-11.27
2024-01-03,9.62,7.53,Consumer Cyclical,39.91,61.24,-27.36,-0.89,36.24,31.89,11.42,-16.35,-5.71,-14.77
2024-01-04,6.78,7.23,Consumer Cyclical,40.28,61.01,-27.53,-0.81,35.81,32.42,10.47,-17.67,-5.39,-14.95
2024-01-05,7.27,7.36,Consumer Cyclical,39.85,61.81,-26.52,0.39,34.62,33.77,9.46,-17.85,-5.95,-15.11
2024-01-08,10.1,8.85,Consumer Cyclical,41.86,64.88,-25.79,1.6,34.72,36.66,10.54,-16.63,-4.74,-14.06
2024-01-09,11.77,8.62,Consumer Cyclical,42.83,64.45,-26.59,1.2,33.2,36.06,10.15,-17.33,-5.85,-16.0
2024-01-10,13.5,9.22,Consumer Cyclical,44.0,66.75,-26.65,3.62,32.77,36.16,11.36,-16.51,-5.44,-16.36
2024-01-11,14.57,9.19,Consumer Cyclical,45.15,67.14,-27.39,3.56,33.14,36.23,11.38,-14.81,-6.0,-18.74
2024-01-12,14.16,9.23,Consumer Cyclical,43.31,66.25,-28.92,3.37,31.68,35.71,11.13,-15.48,-6.97,-21.68
2024-01-16,13.09,8.92,Consumer Cyclical,43.36,65.47,-28.92,3.99,29.25,36.01,10.24,-18.14,-6.24,-21.32
2024-01-17,12.02,8.42,Consumer Cyclical,42.85,64.61,-30.09,3.37,28.64,36.48,10.26,-18.86,-7.18,-22.86
2024-01-18,13.34,9.22,Consumer Cyclical,44.28,65.09,-31.81,3.87,31.02,38.21,11.46,-18.76,-5.6,-24.16
2024-01-19,14.69,10.34,Consumer Cyclical,47.51,67.4,-30.52,4.9,32.75,38.56,13.78,-18.09,-5.07,-24.05
2024-01-22,14.28,10.55,Consumer Cyclical,43.45,69.41,-30.52,3.6,32.19,39.85,12.98,-19.06,-5.87,-25.25
2024-01-23,15.19,10.83,Consumer Cyclical,42.88,57.24,-29.47,2.07,30.88,39.75,13.6,-17.99,-6.98,-25.13
2024-01-24,15.81,10.91,Consumer Cyclical,43.11,53.97,-31.57,1.16,30.3,40.02,13.74,-18.9,-6.91,-25.59
2024-01-25,16.46,11.43,Consumer Cyclical,43.34,55.94,-29.65,2.11,30.15,41.64,12.53,-18.9,-6.33,-34.49
2024-01-26,17.46,11.37,Consumer Cyclical,43.95,55.04,-29.35,3.24,31.16,41.32,10.67,-17.32,-6.14,-34.27
2024-01-29,19.04,12.06,Consumer Cyclical,45.21,54.79,-28.36,3.34,32.22,41.51,10.69,-16.41,-5.14,-31.56
2024-01-30,17.38,11.99,Consumer Cyclical,45.25,57.75,-26.94,3.72,32.06,42.0,11.57,-16.17,-4.85,-31.32
2024-01-31,14.58,10.45,Consumer Cyclical,43.5,57.42,-27.31,2.59,24.59,40.39,10.85,-18.3,-5.91,-32.85
2024-02-01,17.27,11.46,Consumer Cyclical,44.56,60.59,-24.51,4.45,26.31,41.47,12.63,-17.79,-5.47,-31.72
2024-02-02,26.31,12.41,Consumer Cyclical,44.67,60.17,-24.27,3.69,26.43,42.13,12.25,-18.61,-5.85,-32.05
2024-02-05,25.23,12.07,Consumer Cyclical,46.97,58.59,-27.61,3.13,24.93,41.72,8.17,-19.42,-6.32,-34.44
2024-02-06,24.39,12.35,Consumer Cyclical,47.69,56.35,-24.65,3.44,24.88,42.0,7.67,-17.09,-3.16,-33.01
2024-02-07,25.39,13.07,Consumer Cyclical,50.0,57.99,-20.16,5.23,25.2,43.64,8.67,-16.15,-3.52,-32.14
2024-02-08,24.89,13.13,Consumer Cyclical,54.74,57.93,-19.97,5.51,29.29,44.48,10.39,-16.17,-2.24,-31.44
2024-02-09,28.24,13.64,Consumer Cyclical,51.78,58.27,-20.9,5.36,28.55,43.16,9.47,-15.59,-1.53,-30.02
2024-02-12,26.7,13.6,Consumer Cyclical,52.94,61.71,-19.05,5.99,27.43,44.1,9.46,-13.45,-3.36,-31.94
2024-02-13,24.01,12.17,Consumer Cyclical,51.4,55.47,-20.91,3.77,24.77,37.6,8.59,-15.2,-4.97,-33.41
2024-02-14,25.71,13.12,Consumer Cyclical,51.06,58.77,-21.65,3.96,25.98,37.81,8.98,-14.13,-4.77,-31.73
2024-02-15,24.85,13.8,Consumer Cyclical,51.51,58.65,-21.9,4.76,25.51,40.19,10.37,-14.36,-5.62,-27.55
2024-02-16,24.64,13.28,Consumer Cyclical,50.28,54.31,-23.26,5.12,22.98,40.73,10.43,-16.39,-5.62,-27.73
2024-02-20,22.87,12.73,Consumer Cyclical,49.71,56.63,-23.57,5.18,21.63,41.34,10.67,-16.56,-5.38,-29.94
2024-02-21,23.97,12.83,Consumer Cyclical,51.16,57.18,-24.25,5.62,21.32,41.53,11.14,-14.98,-3.81,-29.58
2024-02-22,28.33,14.94,Consumer Cyclical,56.97,58.38,-24.38,7.66,24.51,44.32,11.89,-15.13,-3.05,-28.63
2024-02-23,28.63,14.99,Consumer Cyclical,42.67,59.41,-24.25,7.83,25.22,45.34,12.58,-14.69,-3.21,-30.57
2024-02-26,28.44,14.61,Consumer Cyclical,42.44,59.15,-25.43,7.73,28.02,44.28,12.34,-15.57,-4.56,-27.93
2024-02-27,27.57,14.81,Consumer Cyclical,41.66,58.7,-25.12,8.86,27.91,44.18,11.08,-15.08,-4.71,-27.81
2024-02-28,27.3,14.65,Consumer Cyclical,42.29,59.28,-23.26,9.44,26.91,44.16,11.62,-15.72,-5.85,-26.98
2024-02-29,29.93,15.05,Consumer Cyclical,41.33,62.99,-22.38,10.3,27.71,44.62,10.53,-16.06,-3.93,-27.04
2024-03-01,30.45,15.81,Consumer Cyclical,41.7,65.6,-21.93,11.19,24.94,43.9,9.77,-17.39,-5.58,-26.29
2024-03-04,29.99,15.68,Consumer Cyclical,40.34,65.07,-20.16,10.05,22.89,42.58,9.85,-19.24,-6.28,-31.4
2024-03-05,27.48,14.57,Consumer Cyclical,39.16,63.63,-21.15,9.5,21.62,42.83,10.44,-20.22,-7.52,-34.04
2024-03-06,27.04,15.15,Consumer Cyclical,39.08,64.44,-22.39,9.22,22.29,42.41,10.59,-20.76,-7.09,-35.54
2024-03-07,29.44,16.24,Consumer Cyclical,40.96,68.09,-22.2,8.96,24.63,42.3,9.91,-20.32,-7.79,-34.79
2024-03-08,28.38,15.57,Consumer Cyclical,41.26,66.25,-23.62,8.05,25.46,44.14,10.45,-19.54,-7.68,-35.97
2024-03-11,25.92,15.48,Consumer Cyclical,41.9,65.33,-24.06,7.53,24.76,43.15,11.29,-18.01,-6.67,-35.1
2024-03-12,28.41,16.5,Consumer Cyclical,41.8,67.37,-24.06,8.4,26.77,44.39,11.1,-18.73,-6.33,-35.19
2024-03-13,29.26,16.35,Consumer Cyclical,41.8,68.0,-22.44,9.67,26.85,44.79,6.82,-17.79,-7.13,-38.08
2024-03-14,30.86,16.14,Consumer Cyclical,42.23,62.76,-24.24,8.61,28.04,42.89,6.4,-18.67,-7.08,-40.59
2024-03-15,27.71,15.48,Consumer Cyclical,38.55,64.23,-24.37,8.02,26.68,40.7,5.43,-19.17,-8.63,-40.2
2024-03-18,27.75,16.07,Consumer Cyclical,39.94,64.04,-23.62,7.64,25.24,43.18,5.23,-19.89,-7.73,-36.53
2024-03-19,28.79,16.58,Consumer Cyclical,42.02,68.97,-22.87,9.79,27.31,43.92,6.83,-18.91,-7.15,-37.43
2024-03-20,30.43,17.38,Consumer Cyclical,44.76,71.65,-19.12,11.23,27.78,46.3,7.42,-18.66,-6.13,-35.86
2024-03-21,30.43,17.69,Consumer Cyclical,47.38,74.69,-19.0,14.32,30.41,46.99,7.07,-18.21,-7.08,-36.88
2024-03-22,30.95,17.27,Consumer Cyclical,46.51,75.14,-19.06,12.91,10.13,46.93,6.74,-23.82,-8.04,-37.6
2024-03-25,31.57,17.03,Consumer Cyclical,46.59,72.95,-19.12,10.97,6.3,45.21,5.24,-23.91,-8.08,-36.95
2024-03-26,30.54,16.78,Consumer Cyclical,47.88,72.4,-22.0,9.94,5.56,45.25,5.24,-24.85,-8.39,-35.13
2024-03-27,31.65,17.57,Consumer Cyclical,48.35,75.4,-18.12,11.65,6.45,46.03,6.51,-23.6,-7.24,-34.35
2024-03-28,32.05,17.56,Consumer Cyclical,46.63,78.1,-16.75,10.99,6.78,45.32,6.48,-23.72,-7.35,-35.81
2024-04-01,31.92,17.14,Consumer Cyclical,43.63,73.92,-16.4,6.42,5.21,43.99,5.74,-24.44,-7.08,-35.4
2024-04-02,31.72,16.47,Consumer Cyclical,43.53,67.27,-16.46,4.99,3.3,41.97,4.82,-25.73,-9.32,-38.51
2024-04-03,32.96,16.56,Consumer Cyclical,45.99,69.58,-14.16,4.11,2.21,43.58,4.0,-26.23,-9.92,-37.87
2024-04-04,31.23,15.31,Consumer Cyclical,41.89,67.78,-16.89,3.48,-2.19,42.62,1.97,-27.25,-11.0,-36.88
2024-04-05,34.86,16.37,Consumer Cyclical,44.86,70.33,-16.46,3.54,-2.38,45.46,0.71,-27.43,-11.78,-39.13
2024-04-08,34.95,16.41,Consumer Cyclical,44.83,68.43,-15.65,4.72,-1.42,45.88,1.04,-26.5,-11.44,-36.21
2024-04-09,35.19,16.55,Consumer Cyclical,44.1,70.17,-14.96,4.54,-1.86,46.03,1.74,-25.69,-11.5,-34.79
