Date,rate_MDLZ,rate_MDLZ_5D,rate_MDLZ_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-18,-7.24,-7.626,-4.879,-3.77,-6.45,-7.235000000000001
2022-03-21,-7.44,-7.0200000000000005,-5.209,-3.77,-5.236,-7.0985
2022-03-22,-7.14,-6.9,-5.5585,-2.68,-4.188,-6.858499999999999
2022-03-23,-8.33,-7.25,-5.9535,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-8.22,-7.674000000000001,-6.223999999999999,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-7.22,-7.67,-6.5985,-2.35,-3.106,-6.182499999999999
2022-03-28,-7.14,-7.609999999999999,-6.875500000000001,-1.69,-2.69,-5.965000000000001
2022-03-29,-4.91,-7.164,-6.962000000000001,-0.48,-2.25,-5.63
2022-03-30,-5.37,-6.572,-7.0969999999999995,-1.09,-1.688,-5.4055
2022-03-31,-5.33,-5.994000000000001,-7.245,-2.57,-1.636,-5.2325
2022-04-01,-4.08,-5.3660000000000005,-7.253,-2.24,-1.614,-5.0075
2022-04-04,-4.79,-4.896000000000001,-7.2035,-1.45,-1.566,-4.6135
2022-04-05,-4.84,-4.882,-7.0295000000000005,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-4.54,-4.716,-6.8765,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-5.01,-4.652,-6.664,-3.1,-2.596,-3.79
2022-04-08,-4.26,-4.688000000000001,-6.3375,-3.33,-2.814,-3.496
2022-04-11,-4.25,-4.58,-6.0265,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-3.86,-4.384,-5.8325000000000005,-5.28,-4.044,-3.119
2022-04-13,-3.59,-4.194,-5.683,-4.23,-4.176,-3.0345
2022-04-14,-3.78,-3.9480000000000004,-5.566999999999999,-5.37,-4.630000000000001,-3.063
2022-04-18,-4.01,-3.8980000000000006,-5.4055,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-1.55,-3.3579999999999997,-5.111,-3.88,-4.822000000000001,-3.1475
2022-04-20,-0.77,-2.74,-4.7924999999999995,-3.95,-4.556,-3.211
2022-04-21,-0.6,-2.1420000000000003,-4.406000000000001,-5.34,-4.7780000000000005,-3.283
2022-04-22,-1.77,-1.7400000000000002,-4.0835,-7.86,-5.276,-3.5345
2022-04-25,-0.69,-1.0760000000000003,-3.757,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-2.92,-1.3500000000000003,-3.5460000000000003,-9.95,-6.894,-4.1985
2022-04-27,-2.91,-1.778,-3.4459999999999993,-9.73,-8.05,-4.661
2022-04-28,-0.13,-1.6840000000000004,-3.184,-7.52,-8.485999999999999,-4.9825
2022-04-29,-2.36,-1.8020000000000003,-3.0355,-10.83,-9.08,-5.3955
2022-05-02,-3.15,-2.294,-2.989,-9.99,-9.604,-5.7829999999999995
2022-05-03,-1.9,-2.0900000000000003,-2.8445,-9.62,-9.538,-6.1915
2022-05-04,0.16,-1.4760000000000004,-2.5944999999999996,-6.99,-8.99,-6.410000000000001
2022-05-05,-1.16,-1.6820000000000004,-2.4255,-10.13,-9.512,-6.7379999999999995
2022-05-06,-0.47,-1.3040000000000005,-2.1985,-10.67,-9.48,-7.1165
2022-05-09,0.29,-0.6160000000000003,-1.971,-13.43,-10.168,-7.6215
2022-05-10,-0.23,-0.28200000000000036,-1.77,-13.22,-10.888,-8.0355
2022-05-11,-0.75,-0.4640000000000003,-1.6145,-14.58,-12.406,-8.500499999999999
2022-05-12,-0.58,-0.34800000000000036,-1.464,-14.64,-13.308000000000002,-9.021
2022-05-13,0.43,-0.16800000000000037,-1.2535,-12.68,-13.709999999999999,-9.3865
2022-05-16,0.07,-0.21200000000000035,-1.0494999999999999,-12.99,-13.622,-9.7685
2022-05-17,-0.53,-0.27200000000000035,-0.9984999999999999,-11.29,-13.236,-10.139
2022-05-18,-7.59,-1.6400000000000001,-1.3395,-14.71,-13.262,-10.677
2022-05-19,-7.34,-2.992,-1.6765,-15.27,-13.388,-11.1735
2022-05-20,-7.22,-4.522,-1.9489999999999998,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-5.96,-5.728,-2.2125,-13.68,-14.040000000000001,-11.8585
2022-05-24,-4.53,-6.5280000000000005,-2.293,-14.29,-14.64,-12.075500000000002
2022-05-25,-5.47,-6.104,-2.4210000000000003,-13.59,-14.416,-12.2685
2022-05-26,-5.28,-5.692,-2.6785,-11.92,-13.745999999999999,-12.4885
2022-05-27,-3.39,-4.926,-2.73,-9.77,-12.65,-12.435500000000001
2022-05-31,-3.69,-4.4719999999999995,-2.757,-10.26,-11.966,-12.449
2022-06-01,-4.53,-4.4719999999999995,-2.8885,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-4.34,-4.246,-3.1134999999999997,-9.06,-10.34,-12.606
2022-06-03,-5.28,-4.246,-3.3195,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-5.22,-4.612,-3.557,-10.26,-10.154,-12.604
2022-06-07,-4.03,-4.680000000000001,-3.7729999999999997,-9.4,-9.982,-12.4025
2022-06-08,-4.97,-4.768000000000001,-4.01,-10.37,-9.918000000000001,-12.26
2022-06-09,-7.06,-5.312,-4.3255,-12.42,-10.59,-12.152
2022-06-10,-7.71,-5.798,-4.6819999999999995,-14.93,-11.475999999999999,-12.1665
2022-06-13,-10.12,-6.7780000000000005,-5.2095,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-11.23,-8.218,-5.7745,-18.32,-14.831999999999999,-12.705
2022-06-15,-10.37,-9.298,-6.266500000000001,-17.18,-16.194,-12.999500000000001
2022-06-16,-11.01,-10.088,-6.4375,-19.83,-17.676,-13.255500000000001
2022-06-17,-10.73,-10.691999999999998,-6.606999999999999,-19.62,-18.614,-13.472999999999999
2022-06-21,-9.19,-10.506,-6.705500000000001,-17.71,-18.532,-13.596
2022-06-22,-8.49,-9.957999999999998,-6.831999999999999,-17.88,-18.444,-13.806000000000001
2022-06-23,-7.34,-9.352,-6.972499999999999,-17.04,-18.416,-13.9435
2022-06-24,-4.91,-8.132,-6.9445,-14.53,-17.356,-13.9905
2022-06-27,-4.94,-6.973999999999999,-6.927499999999999,-14.84,-16.4,-14.136499999999998
2022-06-28,-6.32,-6.4,-7.074000000000001,-16.63,-16.184,-14.479499999999998
2022-06-29,-5.82,-5.8660000000000005,-7.1805,-16.92,-15.992,-14.8125
2022-06-30,-5.76,-5.55,-7.242,-17.56,-16.096,-15.156
2022-07-01,-3.76,-5.32,-7.212999999999999,-16.28,-16.446,-15.517
2022-07-05,-5.03,-5.337999999999999,-7.2005,-16.14,-16.706,-15.799000000000001
2022-07-06,-5.13,-5.1,-7.196000000000001,-15.85,-16.55,-16.0785
2022-07-07,-5.19,-4.973999999999999,-7.2540000000000004,-14.65,-16.096,-16.341
2022-07-08,-5.09,-4.840000000000001,-7.26,-14.7,-15.524000000000001,-16.5575
2022-07-11,-5.33,-5.154,-7.1735,-15.64,-15.395999999999997,-16.7185
2022-07-12,-4.9,-5.128,-7.0329999999999995,-16.4,-15.447999999999999,-16.792
2022-07-13,-5.8,-5.262,-6.816999999999998,-16.77,-15.632,-16.7245
2022-07-14,-7.45,-5.714,-6.628,-16.99,-16.1,-16.658
2022-07-15,-7.66,-6.228,-6.4925,-15.46,-16.252000000000002,-16.572
2022-07-18,-8.69,-6.9,-6.3765,-16.14,-16.352,-16.3875
2022-07-19,-6.63,-7.246,-6.1715,-13.93,-15.857999999999999,-16.103
2022-07-20,-6.59,-7.404000000000001,-6.0415,-13.4,-15.184000000000001,-15.8875
2022-07-21,-6.74,-7.261999999999999,-5.954000000000001,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-5.77,-6.884,-5.875500000000001,-13.32,-13.868,-15.434999999999999
2022-07-25,-4.6,-6.066,-5.86,-13.24,-13.288,-15.370499999999998
2022-07-26,-4.33,-5.606,-5.8294999999999995,-14.25,-13.352,-15.341
2022-07-27,-3.28,-4.944,-5.6775,-12.07,-13.086000000000002,-15.113
2022-07-28,-2.42,-4.08,-5.507499999999999,-10.99,-12.774,-14.8165
2022-07-29,-2.66,-3.4579999999999997,-5.3525,-9.72,-12.053999999999998,-14.4245
2022-08-01,-1.34,-2.806,-5.2315,-9.72,-11.350000000000001,-14.0965
2022-08-02,-1.48,-2.2359999999999998,-5.054,-10.15,-10.53,-13.797
2022-08-03,-1.07,-1.7939999999999998,-4.851,-9.12,-9.94,-13.460500000000001
2022-08-04,-2.06,-1.722,-4.6945,-9.18,-9.578,-13.187000000000001
2022-08-05,-2.6,-1.7100000000000002,-4.57,-9.31,-9.496,-12.9175
2022-08-08,-2.41,-1.9240000000000002,-4.424,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,-2.42,-2.1119999999999997,-4.3,-9.62,-9.319999999999999,-12.265
2022-08-10,-1.86,-2.27,-4.103,-8.33,-9.162,-11.843
2022-08-11,-2.04,-2.2660000000000005,-3.8324999999999996,-8.33,-8.992,-11.41
2022-08-12,-2.14,-2.174,-3.5564999999999998,-7.26,-8.581999999999999,-11.0
2022-08-15,-1.12,-1.9160000000000004,-3.178,-6.98,-8.104000000000001,-10.542
2022-08-16,-0.32,-1.496,-2.8625,-6.87,-7.554,-10.189
2022-08-17,-0.78,-1.28,-2.572,-7.3,-7.348000000000001,-9.884
2022-08-18,-0.74,-1.02,-2.272,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,-0.93,-0.778,-2.0300000000000002,-7.96,-7.244,-9.344
2022-08-22,-1.8,-0.914,-1.8900000000000001,-9.24,-7.696,-9.144
2022-08-23,-2.6,-1.3699999999999999,-1.8035,-9.38,-8.198,-8.9005
2022-08-24,-1.71,-1.5560000000000003,-1.7250000000000003,-9.2,-8.578,-8.757
2022-08-25,-1.85,-1.778,-1.6965,-8.33,-8.822,-8.623999999999999
2022-08-26,-3.6,-2.3120000000000003,-1.7435000000000003,-10.4,-9.31,-8.658
2022-08-29,-3.86,-2.724,-1.8695,-10.79,-9.620000000000001,-8.7115
2022-08-30,-4.5,-3.104,-2.0205,-11.42,-10.028,-8.774999999999999
2022-08-31,-4.49,-3.66,-2.1915,-11.87,-10.562,-8.9125
2022-09-01,-4.27,-4.144,-2.302,-11.4,-11.175999999999998,-9.0235
2022-09-02,-5.5,-4.524,-2.447,-11.98,-11.492,-9.157
2022-09-06,-6.22,-4.9959999999999996,-2.6375,-12.17,-11.768,-9.297
2022-09-07,-4.41,-4.978,-2.737,-10.9,-11.664,-9.361
2022-09-08,-5.08,-5.096,-2.898,-10.38,-11.366,-9.4635
2022-09-09,-4.54,-5.15,-3.023,-9.13,-10.912,-9.503499999999999
2022-09-12,-3.73,-4.796,-3.1025,-8.23,-10.162,-9.552
2022-09-13,-6.73,-4.898000000000001,-3.383,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-6.2,-5.256,-3.6769999999999996,-11.7,-10.290000000000001,-10.045
2022-09-15,-7.19,-5.678,-3.9974999999999996,-12.63,-10.74,-10.311499999999999
2022-09-16,-6.11,-5.992,-4.266,-13.28,-11.57,-10.620000000000001
2022-09-19,-5.99,-6.444,-4.519,-12.65,-12.453999999999999,-10.8545
2022-09-20,-6.94,-6.486,-4.776,-13.61,-12.774,-11.073
2022-09-21,-6.94,-6.634,-4.993,-15.08,-13.45,-11.358
2022-09-22,-6.87,-6.57,-5.2509999999999994,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-8.16,-6.980000000000001,-5.5665,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-9.07,-7.596000000000001,-5.840000000000001,-17.92,-15.906,-12.503499999999999
2022-09-27,-10.25,-8.258000000000001,-6.1595,-18.14,-16.812,-12.871
2022-09-28,-9.39,-8.748,-6.404000000000001,-16.92,-17.18,-13.146
2022-09-29,-11.65,-9.704,-6.7620000000000005,-18.62,-17.748,-13.483500000000001
2022-09-30,-14.48,-10.968,-7.272500000000001,-19.84,-18.288,-13.905499999999998
2022-10-03,-11.84,-11.522,-7.589499999999999,-17.32,-18.168,-14.172500000000003
2022-10-04,-10.03,-11.478,-7.779999999999999,-14.89,-17.518,-14.3085
2022-10-05,-10.48,-11.696,-8.083499999999999,-15.03,-17.14,-14.515
2022-10-06,-12.36,-11.838,-8.447500000000002,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-13.51,-11.644,-8.896,-18.18,-16.264,-15.243500000000001
2022-10-10,-12.96,-11.867999999999999,-9.3575,-18.77,-16.554,-15.770500000000002
2022-10-11,-11.94,-12.25,-9.618,-19.3,-17.436,-16.135
2022-10-12,-11.09,-12.372,-9.8625,-19.54,-18.338,-16.526999999999997
2022-10-13,-9.77,-11.854,-9.991499999999998,-17.48,-18.654,-16.7695
2022-10-14,-10.92,-11.336,-10.232000000000001,-19.3,-18.878,-17.070500000000003
2022-10-17,-10.14,-10.772,-10.439499999999999,-17.29,-18.582,-17.3025
2022-10-18,-8.73,-10.13,-10.529,-16.34,-17.99,-17.439
2022-10-19,-9.74,-9.86,-10.669,-16.91,-17.464,-17.530499999999996
2022-10-20,-10.97,-10.100000000000001,-10.873999999999999,-17.57,-17.482,-17.619999999999997
2022-10-21,-10.28,-9.972,-10.98,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-8.12,-9.568000000000001,-10.932500000000001,-14.63,-16.216,-17.380000000000003
2022-10-25,-7.23,-9.267999999999999,-10.781500000000001,-13.27,-15.602,-17.1365
2022-10-26,-6.31,-8.581999999999999,-10.6275,-13.9,-15.0,-16.9855
2022-10-27,-5.67,-7.522,-10.3285,-14.35,-14.356,-16.772
2022-10-28,-3.51,-6.168,-9.78,-12.4,-13.709999999999999,-16.4
2022-10-31,-3.85,-5.313999999999999,-9.3805,-12.98,-13.38,-16.183
2022-11-01,-3.17,-4.502,-9.0375,-13.0,-13.325999999999999,-16.0885
2022-11-02,-2.09,-3.658,-8.618,-15.11,-13.568000000000001,-16.0925
2022-11-03,-2.97,-3.118,-8.1485,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-1.11,-2.638,-7.528499999999999,-14.8,-14.372,-15.927000000000001
2022-11-07,0.66,-1.736,-6.847499999999999,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,0.05,-1.092,-6.247999999999999,-13.57,-14.696000000000002,-15.4035
2022-11-09,-0.65,-0.804,-5.726000000000001,-15.28,-14.73,-15.1905
2022-11-10,1.44,0.07799999999999999,-5.1655,-10.81,-13.697999999999999,-14.857
2022-11-11,1.2,0.54,-4.5595,-9.98,-12.734,-14.391
2022-11-14,0.28,0.46399999999999997,-4.0385,-10.68,-12.064,-14.060500000000001
2022-11-15,1.07,0.6679999999999999,-3.5484999999999998,-9.96,-11.342,-13.741499999999998
2022-11-16,1.58,1.114,-2.9825,-10.63,-10.412,-13.4275
2022-11-17,0.79,0.9840000000000002,-2.3945,-10.88,-10.426,-13.093
2022-11-18,1.56,1.056,-1.8025000000000002,-10.49,-10.528,-12.836000000000002
2022-11-21,2.8,1.56,-1.2565,-10.8,-10.552000000000001,-12.6445
2022-11-22,3.48,2.042,-0.7209999999999999,-9.64,-10.488000000000001,-12.463
2022-11-23,4.02,2.53,-0.2045,-9.09,-10.180000000000001,-12.2225
2022-11-25,4.05,3.182,0.2815,-9.1,-9.824,-11.96
2022-11-28,3.24,3.518,0.619,-10.5,-9.825999999999999,-11.865
2022-11-29,3.09,3.5759999999999996,0.966,-10.66,-9.798,-11.749
2022-11-30,5.47,3.9739999999999993,1.398,-7.97,-9.464,-11.4975
2022-12-01,6.06,4.382,1.8054999999999999,-7.76,-9.198,-11.129999999999999
2022-12-02,6.39,4.85,2.2735,-7.89,-8.956,-10.725999999999999
2022-12-05,5.07,5.215999999999999,2.5825,-9.46,-8.748000000000001,-10.459
2022-12-06,4.89,5.576,2.7939999999999996,-10.72,-8.76,-10.2935
2022-12-07,5.85,5.651999999999999,3.0839999999999996,-10.89,-9.344,-10.1595
2022-12-08,5.28,5.4959999999999996,3.3805,-10.21,-9.834,-9.906000000000002
2022-12-09,4.59,5.136,3.5380000000000003,-10.84,-10.424000000000001,-9.9075
2022-12-12,5.01,5.124,3.7284999999999995,-9.61,-10.454,-9.889
2022-12-13,5.28,5.202,3.9784999999999995,-8.96,-10.102,-9.803
2022-12-14,4.86,5.004,4.167999999999999,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,3.79,4.706,4.278499999999999,-11.68,-10.118,-9.8325
2022-12-16,3.51,4.49,4.4145,-12.71,-10.492,-9.924
2022-12-19,2.94,4.076,4.4835,-13.44,-11.258,-10.0715
2022-12-20,3.15,3.65,4.5009999999999994,-13.72,-12.209999999999999,-10.2175
2022-12-21,4.6,3.598,4.557,-12.46,-12.802000000000001,-10.3585
2022-12-22,4.38,3.7159999999999997,4.575,-13.66,-13.197999999999999,-10.587
2022-12-23,4.9,3.9939999999999998,4.617500000000001,-13.19,-13.294,-10.7915
2022-12-27,5.44,4.494000000000001,4.7275,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,4.52,4.768,4.7989999999999995,-14.56,-13.478,-11.1375
2022-12-29,4.72,4.792,4.7615,-13.08,-13.602,-11.392999999999999
2022-12-30,4.27,4.77,4.672,-13.31,-13.532,-11.6705
2023-01-03,3.62,4.514,4.5335,-13.32,-13.558000000000002,-11.942
2023-01-04,4.33,4.292,4.496499999999999,-12.72,-13.398000000000001,-12.105
2023-01-05,3.51,4.09,4.4275,-13.65,-13.216,-12.2515
2023-01-06,6.32,4.41,4.451,-11.74,-12.948000000000002,-12.294
2023-01-09,5.11,4.578,4.4425,-11.8,-12.646,-12.3735
2023-01-10,5.22,4.898,4.473999999999999,-11.18,-12.218,-12.3905
2023-01-11,5.63,5.1579999999999995,4.505000000000001,-10.08,-11.690000000000001,-12.414
2023-01-12,4.37,5.33,4.4595,-9.75,-10.91,-12.4535
2023-01-13,4.83,5.032,4.458,-9.41,-10.444,-12.449
2023-01-17,4.77,4.964,4.507,-9.54,-9.992,-12.342
2023-01-18,0.96,4.112,4.379499999999999,-10.98,-9.952,-12.255500000000001
2023-01-19,-0.17,2.952,4.223999999999999,-11.6,-10.256,-12.1635
2023-01-20,0.14,2.1060000000000003,4.0735,-10.01,-10.308,-11.978
2023-01-23,0.64,1.268,3.8754999999999997,-8.94,-10.213999999999999,-11.802
2023-01-24,1.38,0.59,3.7255000000000003,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,1.63,0.724,3.562,-9.01,-9.72,-11.362
2023-01-26,0.89,0.9359999999999999,3.3345,-8.06,-9.012,-11.089
2023-01-27,1.2,1.1480000000000001,3.1685,-7.8,-8.57,-10.751
2023-01-30,1.38,1.2959999999999998,3.0014999999999996,-8.93,-8.568,-10.5435
2023-01-31,2.32,1.484,2.904,-7.66,-8.291999999999998,-10.261
2023-02-01,4.23,2.004,2.9345,-6.52,-7.794,-9.921
2023-02-02,4.13,2.652,2.9244999999999997,-5.25,-7.231999999999999,-9.5475
2023-02-03,2.98,3.008,2.898,-6.21,-6.914,-9.175500000000001
2023-02-06,3.38,3.408,2.751,-6.73,-6.473999999999999,-8.925
2023-02-07,1.7,3.2840000000000003,2.5805,-5.74,-6.09,-8.622
2023-02-08,1.25,2.6879999999999997,2.382,-6.59,-6.104,-8.3925
2023-02-09,0.48,1.9579999999999997,2.1245,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,2.35,1.832,2.0235,-7.06,-6.6739999999999995,-8.1165
2023-02-13,3.53,1.8619999999999997,1.9585000000000001,-6.18,-6.564,-7.955
2023-02-14,2.59,2.04,1.8494999999999997,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,2.63,2.316,1.9329999999999998,-5.96,-6.531999999999999,-7.5375
2023-02-16,2.62,2.7439999999999998,2.0725,-6.98,-6.478,-7.3065
2023-02-17,4.43,3.1599999999999997,2.287,-7.17,-6.5,-7.164500000000001
2023-02-21,4.05,3.2640000000000002,2.4575,-8.6,-6.984,-7.147500000000001
2023-02-22,3.47,3.44,2.5620000000000003,-8.69,-7.4799999999999995,-7.13
2023-02-23,3.22,3.558,2.6414999999999997,-8.34,-7.956,-7.096500000000001
2023-02-24,2.42,3.518,2.718,-9.1,-8.379999999999999,-7.1485
2023-02-27,2.56,3.144,2.7859999999999996,-8.85,-8.716,-7.2010000000000005
2023-02-28,1.84,2.7020000000000004,2.809,-9.16,-8.828,-7.2125
2023-03-01,0.3,2.068,2.7079999999999997,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,2.08,1.8399999999999999,2.6005,-8.66,-9.001999999999999,-7.3985
2023-03-03,2.61,1.8780000000000001,2.5245,-7.41,-8.663999999999998,-7.5065
2023-03-06,2.56,1.8780000000000001,2.5035,-7.32,-8.358,-7.561999999999999
2023-03-07,1.22,1.754,2.3955,-8.65,-8.256,-7.6579999999999995
2023-03-08,1.65,2.024,2.393,-8.52,-8.112,-7.797
2023-03-09,1.14,1.8359999999999999,2.3875,-10.08,-8.396,-7.971499999999999
2023-03-10,1.36,1.5859999999999999,2.4315,-11.27,-9.168000000000001,-8.1725
2023-03-13,2.35,1.544,2.4314999999999998,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,3.51,2.002,2.4305,-10.0,-10.256,-8.581
2023-03-15,3.68,2.408,2.4850000000000003,-10.53,-10.658,-8.797
2023-03-16,4.51,3.082,2.5789999999999997,-9.06,-10.453999999999999,-8.952
2023-03-17,3.68,3.5460000000000003,2.632,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,5.74,4.223999999999999,2.6975,-9.23,-9.768,-9.206999999999999
2023-03-21,5.89,4.7,2.7895,-8.08,-9.384,-9.181000000000001
2023-03-22,5.16,4.9959999999999996,2.8739999999999997,-9.56,-9.190000000000001,-9.2245
2023-03-23,4.91,5.076,2.9585,-9.35,-9.248000000000001,-9.275
2023-03-24,7.77,5.894,3.226,-9.13,-9.069999999999999,-9.2765
2023-03-27,7.96,6.337999999999999,3.4959999999999996,-8.98,-9.02,-9.283
2023-03-28,8.63,6.886,3.8354999999999997,-9.14,-9.232000000000001,-9.282
2023-03-29,9.84,7.822,4.3125,-7.87,-8.894,-9.2135
2023-03-30,8.61,8.562,4.639,-7.33,-8.49,-9.147
2023-03-31,8.83,8.774000000000001,4.95,-6.05,-7.8740000000000006,-9.079
2023-04-03,9.4,9.062000000000001,5.292,-5.56,-7.19,-8.991000000000001
2023-04-04,9.86,9.308,5.723999999999999,-6.08,-6.578,-8.8625
2023-04-05,11.21,9.582,6.202,-6.3,-6.264,-8.7515
2023-04-06,10.67,9.994,6.6785,-5.95,-5.988,-8.545
2023-04-10,9.88,10.204,7.1045,-5.85,-5.9479999999999995,-8.274
2023-04-11,9.59,10.242,7.466499999999999,-5.84,-6.004,-7.9955
2023-04-12,9.45,10.16,7.7635000000000005,-6.21,-6.029999999999999,-7.806
2023-04-13,9.76,9.87,8.067499999999999,-5.01,-5.772,-7.529999999999999
2023-04-14,8.93,9.522,8.2885,-5.2,-5.622,-7.337000000000001
2023-04-17,9.52,9.45,8.5805,-4.88,-5.428,-7.08
2023-04-18,9.82,9.495999999999999,8.7845,-4.82,-5.224,-6.8595
2023-04-19,9.64,9.534,8.972,-4.83,-4.948,-6.697
2023-04-20,10.47,9.675999999999998,9.2375,-5.36,-5.018000000000001,-6.487
2023-04-21,10.83,10.056000000000001,9.5335,-5.3,-5.037999999999999,-6.2845
2023-04-24,11.44,10.440000000000001,9.717,-5.18,-5.098000000000001,-6.087
