Date,rate_ADP,rate_ADP_5D,rate_ADP_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-02-23,-14.92,-13.254,-12.017,-9.06,-6.590000000000001,-4.714
2022-02-24,-13.27,-13.589999999999998,-11.962,-7.73,-7.340000000000001,-4.775
2022-02-25,-11.54,-13.264,-11.8015,-5.81,-7.316,-4.720000000000001
2022-02-28,-11.51,-12.930000000000001,-11.6915,-6.04,-7.224000000000001,-4.774
2022-03-01,-12.03,-12.654,-11.7335,-7.18,-7.164,-4.96
2022-03-02,-10.4,-11.749999999999998,-11.7,-5.58,-6.467999999999999,-5.099500000000001
2022-03-03,-11.05,-11.306000000000001,-11.743500000000001,-6.03,-6.128,-5.3025
2022-03-04,-9.51,-10.9,-11.657,-6.74,-6.314,-5.439500000000001
2022-03-07,-9.54,-10.506,-11.593499999999999,-9.33,-6.9719999999999995,-5.726
2022-03-08,-10.81,-10.262,-11.5885,-9.98,-7.531999999999999,-6.031000000000001
2022-03-09,-8.99,-9.98,-11.542,-7.69,-7.954000000000001,-6.258
2022-03-10,-9.1,-9.59,-11.5565,-8.09,-8.366,-6.572
2022-03-11,-10.01,-9.690000000000001,-11.502500000000001,-9.21,-8.86,-6.8605
2022-03-14,-10.13,-9.808,-11.419,-9.84,-8.962,-7.0905000000000005
2022-03-15,-7.87,-9.22,-11.185500000000001,-7.92,-8.55,-7.210000000000001
2022-03-16,-7.8,-8.982,-10.991499999999998,-5.92,-8.196000000000002,-7.302000000000001
2022-03-17,-7.18,-8.598,-10.770999999999999,-4.8,-7.537999999999999,-7.343000000000001
2022-03-18,-6.85,-7.966000000000001,-10.455,-3.77,-6.45,-7.235000000000001
2022-03-21,-7.77,-7.494,-10.1845,-3.77,-5.236,-7.0985
2022-03-22,-6.62,-7.244,-9.845,-2.68,-4.188,-6.858499999999999
2022-03-23,-7.76,-7.236,-9.487,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-5.87,-6.973999999999999,-9.117,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-4.98,-6.6,-8.789,-2.35,-3.106,-6.182499999999999
2022-03-28,-4.29,-5.904000000000001,-8.427999999999999,-1.69,-2.69,-5.965000000000001
2022-03-29,-2.44,-5.068,-7.9485,-0.48,-2.25,-5.63
2022-03-30,-1.23,-3.7619999999999996,-7.49,-1.09,-1.688,-5.4055
2022-03-31,-1.33,-2.854,-7.004,-2.57,-1.636,-5.2325
2022-04-01,1.2,-1.6179999999999999,-6.468500000000001,-2.24,-1.614,-5.0075
2022-04-04,1.9,-0.38,-5.8965,-1.45,-1.566,-4.6135
2022-04-05,3.09,0.726,-5.2015,-2.62,-1.9939999999999998,-4.2455
2022-04-06,3.0,1.5719999999999998,-4.602,-3.57,-2.4899999999999998,-4.0395
2022-04-07,3.3,2.4979999999999998,-3.9819999999999993,-3.1,-2.596,-3.79
2022-04-08,2.97,2.852,-3.3329999999999997,-3.33,-2.814,-3.496
2022-04-11,0.1,2.492,-2.8215,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,0.14,1.902,-2.4210000000000003,-5.28,-4.044,-3.119
2022-04-13,1.11,1.524,-1.9754999999999998,-4.23,-4.176,-3.0345
2022-04-14,-0.53,0.758,-1.643,-5.37,-4.630000000000001,-3.063
2022-04-18,-1.26,-0.088,-1.3635,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-0.31,-0.16999999999999998,-0.9905000000000002,-3.88,-4.822000000000001,-3.1475
2022-04-20,0.89,-0.019999999999999997,-0.615,-3.95,-4.556,-3.211
2022-04-21,-0.08,-0.258,-0.23100000000000004,-5.34,-4.7780000000000005,-3.283
2022-04-22,-2.72,-0.6960000000000001,-0.07350000000000005,-7.86,-5.276,-3.5345
2022-04-25,-1.31,-0.7060000000000002,0.10999999999999996,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-3.28,-1.3,0.16049999999999998,-9.95,-6.894,-4.1985
2022-04-27,-0.93,-1.6640000000000001,0.236,-9.73,-8.05,-4.661
2022-04-28,-0.23,-1.6940000000000002,0.2859999999999999,-7.52,-8.485999999999999,-4.9825
2022-04-29,-4.97,-2.1439999999999997,0.10399999999999995,-10.83,-9.08,-5.3955
2022-05-02,-4.37,-2.756,-0.17450000000000002,-9.99,-9.604,-5.7829999999999995
2022-05-03,-3.45,-2.79,-0.442,-9.62,-9.538,-6.1915
2022-05-04,-0.4,-2.684,-0.6165,-6.99,-8.99,-6.410000000000001
2022-05-05,-4.69,-3.5760000000000005,-1.0010000000000001,-10.13,-9.512,-6.7379999999999995
2022-05-06,-5.36,-3.654000000000001,-1.4340000000000002,-10.67,-9.48,-7.1165
2022-05-09,-8.33,-4.446,-1.999,-13.43,-10.168,-7.6215
2022-05-10,-7.25,-5.206,-2.3665,-13.22,-10.888,-8.0355
2022-05-11,-8.86,-6.897999999999999,-2.8165,-14.58,-12.406,-8.500499999999999
2022-05-12,-9.3,-7.82,-3.3370000000000006,-14.64,-13.308000000000002,-9.021
2022-05-13,-8.75,-8.498000000000001,-3.748,-12.68,-13.709999999999999,-9.3865
2022-05-16,-8.83,-8.597999999999999,-4.1265,-12.99,-13.622,-9.7685
2022-05-17,-6.12,-8.372,-4.417,-11.29,-13.236,-10.139
2022-05-18,-8.87,-8.373999999999999,-4.904999999999999,-14.71,-13.262,-10.677
2022-05-19,-9.57,-8.428,-5.3795,-15.27,-13.388,-11.1735
2022-05-20,-8.81,-8.440000000000001,-5.683999999999999,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-6.97,-8.068000000000001,-5.967,-13.68,-14.040000000000001,-11.8585
2022-05-24,-7.07,-8.258,-6.1565,-14.29,-14.64,-12.075500000000002
2022-05-25,-6.57,-7.798,-6.4385,-13.59,-14.416,-12.2685
2022-05-26,-4.68,-6.82,-6.661,-11.92,-13.745999999999999,-12.4885
2022-05-27,-1.94,-5.446,-6.509500000000001,-9.77,-12.65,-12.435500000000001
2022-05-31,-2.68,-4.587999999999999,-6.425,-10.26,-11.966,-12.449
2022-06-01,-4.12,-3.9979999999999998,-6.458500000000001,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-2.25,-3.1339999999999995,-6.551,-9.06,-10.34,-12.606
2022-06-03,-3.55,-2.908,-6.494,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-4.06,-3.332,-6.429,-10.26,-10.154,-12.604
2022-06-07,-2.86,-3.368,-6.1555,-9.4,-9.982,-12.4025
2022-06-08,-3.85,-3.314,-5.9855,-10.37,-9.918000000000001,-12.26
2022-06-09,-5.7,-4.004,-5.827500000000001,-12.42,-10.59,-12.152
2022-06-10,-7.47,-4.787999999999999,-5.736,-14.93,-11.475999999999999,-12.1665
2022-06-13,-10.43,-6.061999999999999,-5.819999999999999,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-10.71,-7.632,-5.914,-18.32,-14.831999999999999,-12.705
2022-06-15,-9.4,-8.742,-6.078,-17.18,-16.194,-12.999500000000001
2022-06-16,-12.52,-10.106,-6.2605,-19.83,-17.676,-13.255500000000001
2022-06-17,-12.37,-11.086000000000002,-6.400500000000001,-19.62,-18.614,-13.472999999999999
2022-06-21,-9.53,-10.905999999999999,-6.4365000000000006,-17.71,-18.532,-13.596
2022-06-22,-9.29,-10.621999999999998,-6.5525,-17.88,-18.444,-13.806000000000001
2022-06-23,-7.92,-10.325999999999999,-6.595000000000001,-17.04,-18.416,-13.9435
2022-06-24,-4.37,-8.696,-6.485000000000001,-14.53,-17.356,-13.9905
2022-06-27,-4.58,-7.138,-6.4799999999999995,-14.84,-16.4,-14.136499999999998
2022-06-28,-6.41,-6.514,-6.7035,-16.63,-16.184,-14.479499999999998
2022-06-29,-7.22,-6.1,-6.930499999999999,-16.92,-15.992,-14.8125
2022-06-30,-8.15,-6.146,-7.132,-17.56,-16.096,-15.156
2022-07-01,-6.59,-6.590000000000001,-7.348999999999999,-16.28,-16.446,-15.517
2022-07-05,-6.9,-7.054,-7.516500000000001,-16.14,-16.706,-15.799000000000001
2022-07-06,-4.86,-6.744,-7.5565,-15.85,-16.55,-16.0785
2022-07-07,-5.18,-6.336,-7.672499999999999,-14.65,-16.096,-16.341
2022-07-08,-4.86,-5.678,-7.723000000000001,-14.7,-15.524000000000001,-16.5575
2022-07-11,-5.88,-5.536,-7.732000000000001,-15.64,-15.395999999999997,-16.7185
2022-07-12,-7.0,-5.556,-7.708500000000001,-16.4,-15.447999999999999,-16.792
2022-07-13,-7.53,-6.09,-7.5635,-16.77,-15.632,-16.7245
2022-07-14,-7.47,-6.548,-7.4015,-16.99,-16.1,-16.658
2022-07-15,-6.21,-6.8180000000000005,-7.241999999999999,-15.46,-16.252000000000002,-16.572
2022-07-18,-7.43,-7.128,-6.9875,-16.14,-16.352,-16.3875
2022-07-19,-4.13,-6.554,-6.5755,-13.93,-15.857999999999999,-16.103
2022-07-20,-5.38,-6.124,-6.368,-13.4,-15.184000000000001,-15.8875
2022-07-21,-4.5,-5.529999999999999,-6.1285,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-3.53,-4.994,-5.909000000000001,-13.32,-13.868,-15.434999999999999
2022-07-25,-4.38,-4.384,-5.9094999999999995,-13.24,-13.288,-15.370499999999998
2022-07-26,-4.58,-4.474,-5.9094999999999995,-14.25,-13.352,-15.341
2022-07-27,2.37,-2.9240000000000004,-5.4705,-12.07,-13.086000000000002,-15.113
2022-07-28,4.72,-1.08,-4.8735,-10.99,-12.774,-14.8165
2022-07-29,5.43,0.7119999999999999,-4.1945,-9.72,-12.053999999999998,-14.4245
2022-08-01,5.37,2.662,-3.5965,-9.72,-11.350000000000001,-14.0965
2022-08-02,5.14,4.606,-2.9945000000000004,-10.15,-10.53,-13.797
2022-08-03,6.33,5.397999999999999,-2.435,-9.12,-9.94,-13.460500000000001
2022-08-04,6.23,5.7,-1.8645,-9.18,-9.578,-13.187000000000001
2022-08-05,7.26,6.066,-1.2585000000000002,-9.31,-9.496,-12.9175
2022-08-08,7.72,6.536,-0.5785,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,7.91,7.090000000000001,0.16699999999999998,-9.62,-9.319999999999999,-12.265
2022-08-10,8.34,7.491999999999999,0.9605,-8.33,-9.162,-11.843
2022-08-11,7.98,7.841999999999999,1.7329999999999999,-8.33,-8.992,-11.41
2022-08-12,9.04,8.197999999999999,2.4955,-7.26,-8.581999999999999,-11.0
2022-08-15,9.51,8.556000000000001,3.3425,-6.98,-8.104000000000001,-10.542
2022-08-16,9.54,8.882,4.026,-6.87,-7.554,-10.189
2022-08-17,9.59,9.132,4.774500000000001,-7.3,-7.348000000000001,-9.884
2022-08-18,9.61,9.457999999999998,5.48,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,9.52,9.553999999999998,6.132499999999999,-7.96,-7.244,-9.344
2022-08-22,9.24,9.5,6.8135,-9.24,-7.696,-9.144
2022-08-23,9.1,9.411999999999999,7.4975,-9.38,-8.198,-8.9005
2022-08-24,9.19,9.331999999999999,7.838500000000001,-9.2,-8.578,-8.757
2022-08-25,9.67,9.344,8.086,-8.33,-8.822,-8.623999999999999
2022-08-26,7.87,9.014,8.208,-10.4,-9.31,-8.658
2022-08-29,7.5,8.666,8.314499999999999,-10.79,-9.620000000000001,-8.7115
2022-08-30,6.6,8.166,8.3875,-11.42,-10.028,-8.774999999999999
2022-08-31,6.28,7.583999999999999,8.385,-11.87,-10.562,-8.9125
2022-09-01,6.53,6.956,8.4,-11.4,-11.175999999999998,-9.0235
2022-09-02,4.54,6.289999999999999,8.264,-11.98,-11.492,-9.157
2022-09-06,4.45,5.68,8.1005,-12.17,-11.768,-9.297
2022-09-07,5.7,5.5,7.989999999999999,-10.9,-11.664,-9.361
2022-09-08,5.79,5.401999999999999,7.8625,-10.38,-11.366,-9.4635
2022-09-09,6.72,5.4399999999999995,7.7995,-9.13,-10.912,-9.503499999999999
2022-09-12,6.58,5.848,7.6765,-8.23,-10.162,-9.552
2022-09-13,2.91,5.54,7.346499999999999,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,2.67,4.934,7.003,-11.7,-10.290000000000001,-10.045
2022-09-15,1.11,3.9979999999999998,6.578999999999999,-12.63,-10.74,-10.311499999999999
2022-09-16,2.32,3.1179999999999994,6.214499999999999,-13.28,-11.57,-10.620000000000001
2022-09-19,3.18,2.4379999999999997,5.8975,-12.65,-12.453999999999999,-10.8545
2022-09-20,2.26,2.3079999999999994,5.5485,-13.61,-12.774,-11.073
2022-09-21,0.94,1.9619999999999997,5.140499999999999,-15.08,-13.45,-11.358
2022-09-22,0.96,1.9319999999999997,4.729,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,0.88,1.6439999999999997,4.289499999999999,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,0.18,1.0439999999999996,3.9050000000000002,-17.92,-15.906,-12.503499999999999
2022-09-27,-0.25,0.5419999999999996,3.5175000000000005,-18.14,-16.812,-12.871
2022-09-28,1.61,0.6759999999999996,3.268,-16.92,-17.18,-13.146
2022-09-29,-0.2,0.4439999999999997,2.944,-18.62,-17.748,-13.483500000000001
2022-09-30,-0.87,0.09399999999999968,2.5740000000000003,-19.84,-18.288,-13.905499999999998
2022-10-03,1.69,0.39599999999999963,2.4315,-17.32,-18.168,-14.172500000000003
2022-10-04,3.55,1.1559999999999995,2.3865,-14.89,-17.518,-14.3085
2022-10-05,4.59,1.7519999999999996,2.3310000000000004,-15.03,-17.14,-14.515
2022-10-06,2.82,2.3559999999999994,2.1825,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-0.49,2.4319999999999995,1.8219999999999998,-18.18,-16.264,-15.243500000000001
2022-10-10,0.18,2.13,1.502,-18.77,-16.554,-15.770500000000002
2022-10-11,-0.86,1.2479999999999993,1.3135,-19.3,-17.436,-16.135
2022-10-12,-1.79,-0.02800000000000056,1.0905,-19.54,-18.338,-16.526999999999997
2022-10-13,0.7,-0.4520000000000005,1.0699999999999998,-17.48,-18.654,-16.7695
2022-10-14,-1.01,-0.5560000000000006,0.9034999999999999,-19.3,-18.878,-17.070500000000003
2022-10-17,2.06,-0.18000000000000052,0.8474999999999999,-17.29,-18.582,-17.3025
2022-10-18,2.9,0.5719999999999995,0.8795,-16.34,-17.99,-17.439
2022-10-19,2.13,1.3559999999999994,0.9389999999999998,-16.91,-17.464,-17.530499999999996
2022-10-20,0.5,1.3159999999999994,0.916,-17.57,-17.482,-17.619999999999997
2022-10-21,1.91,1.8999999999999992,0.9674999999999999,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,3.71,2.2299999999999995,1.144,-14.63,-16.216,-17.380000000000003
2022-10-25,4.08,2.4659999999999993,1.3605,-13.27,-15.602,-17.1365
2022-10-26,2.95,2.63,1.4275,-13.9,-15.0,-16.9855
2022-10-27,2.88,3.1059999999999994,1.5815,-14.35,-14.356,-16.772
2022-10-28,6.19,3.9619999999999997,1.9344999999999999,-12.4,-13.709999999999999,-16.4
2022-10-31,5.78,4.3759999999999994,2.1390000000000002,-12.98,-13.38,-16.183
2022-11-01,6.46,4.851999999999999,2.2845,-13.0,-13.325999999999999,-16.0885
2022-11-02,3.85,5.031999999999999,2.2475,-15.11,-13.568000000000001,-16.0925
2022-11-03,3.28,5.111999999999999,2.2705,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,3.6,4.593999999999999,2.4750000000000005,-14.8,-14.372,-15.927000000000001
2022-11-07,5.1,4.458,2.7209999999999996,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,7.08,4.581999999999999,3.118,-13.57,-14.696000000000002,-15.4035
2022-11-09,5.09,4.829999999999999,3.4619999999999997,-15.28,-14.73,-15.1905
2022-11-10,11.29,6.4319999999999995,3.9915000000000007,-10.81,-13.697999999999999,-14.857
2022-11-11,8.87,7.485999999999999,4.4855,-9.98,-12.734,-14.391
2022-11-14,9.23,8.312,4.843999999999999,-10.68,-12.064,-14.060500000000001
2022-11-15,10.63,9.022,5.2305,-9.96,-11.342,-13.741499999999998
2022-11-16,10.76,10.155999999999999,5.662,-10.63,-10.412,-13.4275
2022-11-17,10.73,10.043999999999999,6.1735,-10.88,-10.426,-13.093
2022-11-18,11.79,10.627999999999998,6.6674999999999995,-10.49,-10.528,-12.836000000000002
2022-11-21,12.47,11.276,7.105499999999999,-10.8,-10.552000000000001,-12.6445
2022-11-22,14.36,12.022,7.6195,-9.64,-10.488000000000001,-12.463
2022-11-23,14.62,12.794,8.203,-9.09,-10.180000000000001,-12.2225
2022-11-25,15.21,13.689999999999998,8.8195,-9.1,-9.824,-11.96
2022-11-28,12.79,13.889999999999997,9.1495,-10.5,-9.825999999999999,-11.865
2022-11-29,12.24,13.844,9.4725,-10.66,-9.798,-11.749
2022-11-30,15.29,14.029999999999998,9.913999999999998,-7.97,-9.464,-11.4975
2022-12-01,16.53,14.412,10.547999999999998,-7.76,-9.198,-11.129999999999999
2022-12-02,17.35,14.84,11.2515,-7.89,-8.956,-10.725999999999999
2022-12-05,15.03,15.288,11.823,-9.46,-8.748000000000001,-10.459
2022-12-06,12.53,15.345999999999998,12.1945,-10.72,-8.76,-10.2935
2022-12-07,12.83,14.854,12.482,-10.89,-9.344,-10.1595
2022-12-08,13.18,14.184000000000001,12.886500000000002,-10.21,-9.834,-9.906000000000002
2022-12-09,11.96,13.106,12.919999999999998,-10.84,-10.424000000000001,-9.9075
2022-12-12,15.05,13.11,13.229,-9.61,-10.454,-9.889
2022-12-13,14.09,13.422,13.472,-8.96,-10.102,-9.803
2022-12-14,13.18,13.491999999999999,13.5995,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,8.33,12.522,13.478,-11.68,-10.118,-9.8325
2022-12-16,7.58,11.645999999999999,13.3205,-12.71,-10.492,-9.924
2022-12-19,6.72,9.98,13.066999999999998,-13.44,-11.258,-10.0715
2022-12-20,6.23,8.407999999999998,12.754999999999999,-13.72,-12.209999999999999,-10.2175
2022-12-21,7.57,7.285999999999999,12.4155,-12.46,-12.802000000000001,-10.3585
2022-12-22,4.19,6.458,11.894000000000002,-13.66,-13.197999999999999,-10.587
2022-12-23,4.95,5.932,11.381,-13.19,-13.294,-10.7915
2022-12-27,4.99,5.585999999999999,10.991000000000001,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,3.62,5.063999999999999,10.56,-14.56,-13.478,-11.1375
2022-12-29,4.81,4.511999999999999,10.036000000000001,-13.08,-13.602,-11.392999999999999
2022-12-30,4.06,4.486,9.4125,-13.31,-13.532,-11.6705
2023-01-03,3.46,4.187999999999999,8.718,-13.32,-13.558000000000002,-11.942
2023-01-04,3.94,3.9779999999999993,8.163499999999999,-12.72,-13.398000000000001,-12.105
2023-01-05,1.73,3.599999999999999,7.623500000000002,-13.65,-13.216,-12.2515
2023-01-06,4.55,3.547999999999999,7.2095,-11.74,-12.948000000000002,-12.294
2023-01-09,4.27,3.589999999999999,6.764,-11.8,-12.646,-12.3735
2023-01-10,4.82,3.861999999999999,6.407000000000001,-11.18,-12.218,-12.3905
2023-01-11,6.66,4.405999999999999,5.9875,-10.08,-11.690000000000001,-12.414
2023-01-12,6.32,5.324,5.599,-9.75,-10.91,-12.4535
2023-01-13,6.79,5.772,5.2795,-9.41,-10.444,-12.449
2023-01-17,3.09,5.536,5.0175,-9.54,-9.992,-12.342
2023-01-18,1.99,4.97,4.738,-10.98,-9.952,-12.255500000000001
2023-01-19,1.59,3.9559999999999995,4.4815,-11.6,-10.256,-12.1635
2023-01-20,3.26,3.343999999999999,4.333,-10.01,-10.308,-11.978
2023-01-23,4.89,2.9639999999999995,4.199,-8.94,-10.213999999999999,-11.802
2023-01-24,4.11,3.1679999999999993,4.195,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-0.7,2.6299999999999994,3.9125,-9.01,-9.72,-11.362
2023-01-26,-1.82,1.947999999999999,3.572,-8.06,-9.012,-11.089
2023-01-27,-3.82,0.5319999999999994,3.2,-7.8,-8.57,-10.751
2023-01-30,-3.15,-1.0760000000000005,2.802,-8.93,-8.568,-10.5435
2023-01-31,-1.65,-2.2280000000000006,2.5164999999999997,-7.66,-8.291999999999998,-10.261
2023-02-01,-1.23,-2.3340000000000005,2.282,-6.52,-7.794,-9.921
2023-02-02,-0.27,-2.0240000000000005,2.0715,-5.25,-7.231999999999999,-9.5475
2023-02-03,-1.82,-1.6240000000000006,1.8940000000000001,-6.21,-6.914,-9.175500000000001
2023-02-06,-2.6,-1.5140000000000007,1.5364999999999998,-6.73,-6.473999999999999,-8.925
2023-02-07,-1.19,-1.4220000000000006,1.2635,-5.74,-6.09,-8.622
2023-02-08,-2.38,-1.6520000000000006,0.9035000000000002,-6.59,-6.104,-8.3925
2023-02-09,-2.41,-2.080000000000001,0.45,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-1.6,-2.0360000000000005,0.054000000000000006,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-0.94,-1.7040000000000006,-0.3325,-6.18,-6.564,-7.955
2023-02-14,-2.13,-1.8920000000000008,-0.5934999999999999,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-0.73,-1.5620000000000007,-0.7295,-5.96,-6.531999999999999,-7.5375
2023-02-16,-0.88,-1.2560000000000007,-0.853,-6.98,-6.478,-7.3065
2023-02-17,-0.36,-1.0080000000000007,-1.034,-7.17,-6.5,-7.164500000000001
2023-02-21,-2.09,-1.2380000000000007,-1.3829999999999998,-8.6,-6.984,-7.147500000000001
2023-02-22,-2.85,-1.3820000000000008,-1.7309999999999999,-8.69,-7.4799999999999995,-7.13
2023-02-23,-2.91,-1.8180000000000007,-1.8415000000000004,-8.34,-7.956,-7.096500000000001
2023-02-24,-3.43,-2.3280000000000007,-1.9220000000000002,-9.1,-8.379999999999999,-7.1485
2023-02-27,-3.42,-2.9400000000000004,-1.902,-8.85,-8.716,-7.2010000000000005
2023-02-28,-4.19,-3.3600000000000008,-1.9540000000000002,-9.16,-8.828,-7.2125
2023-03-01,-4.2,-3.6300000000000012,-2.0814999999999997,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-2.94,-3.6360000000000006,-2.1670000000000003,-8.66,-9.001999999999999,-7.3985
2023-03-03,-2.02,-3.3540000000000005,-2.2544999999999997,-7.41,-8.663999999999998,-7.5065
2023-03-06,-1.69,-3.0080000000000005,-2.248,-7.32,-8.358,-7.561999999999999
2023-03-07,-3.5,-2.8700000000000006,-2.293,-8.65,-8.256,-7.6579999999999995
2023-03-08,-3.21,-2.6720000000000006,-2.3939999999999997,-8.52,-8.112,-7.797
2023-03-09,-4.49,-2.9820000000000007,-2.4995000000000003,-10.08,-8.396,-7.971499999999999
2023-03-10,-6.8,-3.938000000000001,-2.7190000000000003,-11.27,-9.168000000000001,-8.1725
2023-03-13,-6.81,-4.962000000000001,-2.9795,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-6.79,-5.62,-3.272,-10.0,-10.256,-8.581
2023-03-15,-6.93,-6.364000000000001,-3.5119999999999996,-10.53,-10.658,-8.797
2023-03-16,-5.84,-6.634,-3.7674999999999996,-9.06,-10.453999999999999,-8.952
2023-03-17,-6.95,-6.664,-4.071,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-5.81,-6.464,-4.343500000000001,-9.23,-9.768,-9.206999999999999
2023-03-21,-4.84,-6.074000000000001,-4.481,-8.08,-9.384,-9.181000000000001
2023-03-22,-6.94,-6.0760000000000005,-4.6855,-9.56,-9.190000000000001,-9.2245
2023-03-23,-6.78,-6.264000000000001,-4.879,-9.35,-9.248000000000001,-9.275
2023-03-24,-6.56,-6.186000000000002,-5.0355,-9.13,-9.069999999999999,-9.2765
2023-03-27,-6.46,-6.316000000000001,-5.1875,-8.98,-9.02,-9.283
2023-03-28,-6.55,-6.658000000000001,-5.3055,-9.14,-9.232000000000001,-9.282
2023-03-29,-4.06,-6.082000000000001,-5.2985,-7.87,-8.894,-9.2135
2023-03-30,-4.24,-5.574000000000001,-5.3635,-7.33,-8.49,-9.147
2023-03-31,-2.88,-4.838,-5.406499999999999,-6.05,-7.8740000000000006,-9.079
2023-04-03,-5.28,-4.602000000000001,-5.586,-5.56,-7.19,-8.991000000000001
2023-04-04,-6.47,-4.586,-5.7345,-6.08,-6.578,-8.8625
2023-04-05,-6.85,-5.144000000000001,-5.9165,-6.3,-6.264,-8.7515
2023-04-06,-5.58,-5.412000000000001,-5.971,-5.95,-5.988,-8.545
2023-04-10,-6.39,-6.114000000000001,-5.9505,-5.85,-5.9479999999999995,-8.274
2023-04-11,-5.97,-6.252000000000001,-5.9085,-5.84,-6.004,-7.9955
2023-04-12,-5.79,-6.1160000000000005,-5.858499999999999,-6.21,-6.029999999999999,-7.806
2023-04-13,-5.09,-5.764000000000001,-5.7665,-5.01,-5.772,-7.529999999999999
2023-04-14,-5.76,-5.800000000000001,-5.7625,-5.2,-5.622,-7.337000000000001
2023-04-17,-4.69,-5.460000000000001,-5.6495,-4.88,-5.428,-7.08
2023-04-18,-5.06,-5.2780000000000005,-5.612,-4.82,-5.224,-6.8595
