Date,rate_BHP,rate_BHP_5D,rate_BHP_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-05-12,5.85,7.808,8.167,-5.35,-5.258,-5.3805000000000005
2023-05-15,7.96,7.308,7.917999999999999,-5.04,-5.244,-5.3885
2023-05-16,5.52,6.459999999999999,7.4375,-5.65,-5.274,-5.430000000000001
2023-05-17,7.34,6.273999999999999,7.103,-4.56,-5.166,-5.416500000000001
2023-05-18,6.17,6.568,6.894,-3.65,-4.85,-5.331
2023-05-19,6.24,6.646000000000001,6.8655,-3.8,-4.54,-5.255999999999999
2023-05-22,6.4,6.3340000000000005,6.812,-3.74,-4.28,-5.184
2023-05-23,4.81,6.192,6.862,-4.8,-4.109999999999999,-5.1025
2023-05-24,0.59,4.8420000000000005,6.586500000000001,-5.51,-4.3,-5.039
2023-05-25,-0.1,3.5879999999999996,6.213,-4.7,-4.51,-5.012
2023-05-26,2.87,2.914,5.989999999999999,-3.48,-4.446,-4.958
2023-05-30,1.33,1.9,5.7325,-3.45,-4.388,-4.905
2023-05-31,-0.33,0.8720000000000001,5.4735,-3.96,-4.220000000000001,-4.8285
2023-06-01,2.32,1.218,5.305999999999999,-2.99,-3.716,-4.674
2023-06-02,6.49,2.536,5.3485,-1.6,-3.096,-4.4185
2023-06-05,4.96,2.9539999999999997,5.0805,-1.79,-2.758,-4.250500000000001
2023-06-06,6.59,4.006,4.8870000000000005,-1.59,-2.386,-4.0745
2023-06-07,6.52,5.3759999999999994,4.725,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,8.83,6.678,4.753,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,8.2,7.019999999999999,4.928,-1.17,-1.558,-3.5035000000000003
2023-06-12,7.94,7.616,5.0325,-0.27,-1.254,-3.2495
2023-06-13,11.38,8.574,5.2035,0.38,-0.86,-2.9785
2023-06-14,13.76,10.022,5.6155,0.45,-0.388,-2.6735
2023-06-15,16.02,11.46,6.0495,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,14.55,12.73,6.468500000000001,1.35,0.7260000000000001,-2.1095
2023-06-20,13.09,13.760000000000002,6.811,0.89,0.958,-1.875
2023-06-21,12.33,13.95,7.1075,0.35,0.9520000000000002,-1.6705
2023-06-22,10.44,13.286000000000001,7.389,0.71,1.004,-1.395
2023-06-23,7.56,11.594,7.7375,-0.04,0.652,-1.1215
2023-06-26,8.0,10.284,8.1425,-0.45,0.292,-0.909
2023-06-27,9.63,9.592,8.480500000000001,0.64,0.242,-0.7030000000000001
2023-06-28,7.69,8.664,8.7985,0.69,0.30999999999999994,-0.496
2023-06-29,8.4,8.256,9.235000000000001,0.68,0.304,-0.26400000000000007
2023-06-30,8.22,8.388000000000002,9.53,1.85,0.682,-0.022
2023-07-03,10.03,8.794,9.707,2.0,1.1720000000000002,0.158
2023-07-05,7.58,8.384,9.838,1.78,1.4,0.3365
2023-07-06,4.68,7.782000000000001,9.7425,0.97,1.456,0.46449999999999997
2023-07-07,5.09,7.12,9.671,0.74,1.468,0.597
2023-07-10,4.09,6.294,9.434000000000001,1.01,1.3,0.7140000000000001
2023-07-11,6.41,5.57,9.3445,1.65,1.23,0.8550000000000001
2023-07-12,9.91,6.036,9.443,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,12.84,7.668000000000001,9.516,3.26,1.8199999999999998,1.1345
2023-07-14,12.43,9.136,9.4495,3.18,2.308,1.2710000000000001
2023-07-17,10.65,10.448,9.181,3.53,2.812,1.3615
2023-07-18,10.97,11.36,9.001999999999999,4.31,3.344,1.5095
2023-07-19,9.73,11.324000000000002,8.834,4.53,3.7619999999999996,1.6915
2023-07-20,10.21,10.798,8.728,3.86,3.882,1.8669999999999998
2023-07-21,9.98,10.308,8.705,3.87,4.0200000000000005,2.025
2023-07-24,11.33,10.443999999999999,8.8935,4.3,4.1739999999999995,2.242
2023-07-25,16.21,11.492,9.303999999999998,4.56,4.224,2.4925
2023-07-26,14.27,12.4,9.536,4.58,4.234,2.6895
2023-07-27,12.32,12.822,9.7675,3.99,4.26,2.8545000000000003
2023-07-28,11.04,13.034,9.8995,4.84,4.454,3.0625
2023-07-31,13.43,13.454000000000002,10.16,5.01,4.595999999999999,3.2205
2023-08-01,10.15,12.241999999999999,10.166,4.66,4.616,3.3534999999999995
2023-08-02,7.9,10.968,10.182,3.53,4.406000000000001,3.441
2023-08-03,8.17,10.138,10.3565,3.31,4.27,3.558
2023-08-04,8.27,9.584,10.5155,2.92,3.886,3.6670000000000003
2023-08-07,8.36,8.57,10.729,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,7.68,8.076,10.7925,3.32,3.342,3.8815
2023-08-09,7.77,8.05,10.685500000000001,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,7.53,7.922,10.42,2.89,3.1220000000000003,3.8835
2023-08-11,7.04,7.675999999999999,10.1505,2.83,3.104,3.8659999999999997
2023-08-14,5.54,7.111999999999999,9.895,3.23,3.024,3.851
2023-08-15,4.07,6.39,9.549999999999999,2.44,2.848,3.7574999999999994
2023-08-16,2.77,5.39,9.202,1.94,2.666,3.6279999999999992
2023-08-17,3.53,4.590000000000001,8.867999999999999,1.39,2.366,3.5044999999999993
2023-08-18,2.99,3.78,8.5185,1.45,2.09,3.3835
2023-08-21,3.54,3.3800000000000003,8.129,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,2.46,3.0580000000000003,7.4415000000000004,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,4.45,3.3939999999999997,6.9505,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,2.47,3.182,6.458,1.53,1.8039999999999998,2.8905
2023-08-25,2.27,3.0380000000000003,6.0195,1.97,1.908,2.747
2023-08-28,3.33,2.996,5.5145,2.41,2.0100000000000002,2.617
2023-08-29,4.83,3.47,5.2485,3.38,2.3440000000000003,2.553
2023-08-30,5.39,3.658,5.122999999999999,3.66,2.59,2.5595
2023-08-31,5.07,4.178,4.967999999999999,3.58,3.0,2.573
2023-09-01,5.9,4.904000000000001,4.8495,3.65,3.336,2.6094999999999997
2023-09-05,6.19,5.476,4.741,3.35,3.524,2.5955
2023-09-06,6.19,5.748,4.666499999999999,2.76,3.4,2.5675
2023-09-07,1.04,4.878,4.33,2.49,3.166,2.5495
2023-09-08,0.32,3.928,3.969499999999999,2.62,2.974,2.5360000000000005
2023-09-11,2.97,3.342,3.7659999999999996,3.26,2.896,2.5575
2023-09-12,2.94,2.6919999999999997,3.636,2.72,2.77,2.532
2023-09-13,2.35,1.9240000000000002,3.55,2.84,2.786,2.5520000000000005
2023-09-14,6.33,2.982,3.7279999999999993,3.7,3.028,2.6399999999999997
2023-09-15,6.42,4.202,3.8724999999999996,2.45,2.9939999999999998,2.693
2023-09-18,6.07,4.822,4.0265,2.56,2.854,2.7485
2023-09-19,5.33,5.3,4.116,2.36,2.782,2.7715000000000005
2023-09-20,4.66,5.762,4.226,1.42,2.498,2.757
2023-09-21,1.42,4.78,4.0745,-0.2,1.718,2.6255
2023-09-22,3.37,4.17,4.1194999999999995,-0.44,1.1400000000000001,2.527
2023-09-25,2.23,3.4019999999999997,4.1175,-0.03,0.622,2.4270000000000005
2023-09-26,0.21,2.378,3.9615,-1.48,-0.146,2.2325
2023-09-27,1.47,1.7399999999999998,3.7935000000000003,-1.46,-0.722,1.9904999999999997
2023-09-28,4.19,2.294,3.7335000000000003,-1.26,-0.9339999999999999,1.7445
2023-09-29,3.61,2.342,3.6605,-1.49,-1.1440000000000001,1.491
2023-10-02,1.82,2.2600000000000002,3.4564999999999997,-1.47,-1.432,1.2349999999999999
2023-10-03,0.02,2.222,3.1479999999999997,-2.77,-1.69,0.929
2023-10-04,0.25,1.9780000000000002,2.8509999999999995,-2.07,-1.812,0.6875
2023-10-05,0.78,1.296,2.8379999999999996,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,3.69,1.312,3.0065,-1.01,-1.8939999999999997,0.274
2023-10-09,2.41,1.4300000000000002,2.9784999999999995,-0.36,-1.672,0.09300000000000001
2023-10-10,3.97,2.22,3.03,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,4.56,3.082,3.1405,0.56,-0.564,-0.14999999999999997
2023-10-12,3.04,3.534,2.976,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,3.06,3.408,2.808,-0.55,-0.048,-0.48650000000000004
2023-10-16,5.25,3.976,2.767,0.47,0.118,-0.591
2023-10-17,6.3,4.442,2.8154999999999997,0.48,0.186,-0.6849999999999999
2023-10-18,4.05,4.339999999999999,2.7849999999999993,-0.85,-0.09600000000000002,-0.7985
2023-10-19,2.95,4.322,2.8614999999999995,-1.68,-0.426,-0.8724999999999999
2023-10-20,-0.12,3.686,2.687,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-0.12,2.612,2.5694999999999997,-3.06,-1.6,-1.1465
2023-10-24,2.37,1.8259999999999998,2.6774999999999998,-2.34,-2.164,-1.1895
2023-10-25,3.19,1.654,2.7634999999999996,-3.7,-2.7340000000000004,-1.3015
2023-10-26,3.28,1.72,2.7179999999999995,-4.87,-3.372,-1.482
2023-10-27,4.13,2.5699999999999994,2.7439999999999998,-5.28,-3.85,-1.6715
2023-10-30,4.78,3.55,2.8919999999999995,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,3.89,3.854,3.0854999999999997,-3.59,-4.319999999999999,-1.847
2023-11-01,5.37,4.290000000000001,3.3415,-2.49,-4.078,-1.8679999999999999
2023-11-02,7.33,5.1,3.6689999999999996,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,7.49,5.772,3.8589999999999995,0.19,-2.15,-1.7355
2023-11-06,7.31,6.2780000000000005,4.103999999999999,0.38,-1.242,-1.6985000000000003
2023-11-07,4.63,6.425999999999999,4.136999999999999,0.65,-0.394,-1.673
2023-11-08,3.79,6.11,4.0985,0.73,0.25,-1.6644999999999999
2023-11-09,4.22,5.4879999999999995,4.1575,-0.01,0.388,-1.6635000000000002
2023-11-10,5.6,5.109999999999999,4.2844999999999995,1.52,0.654,-1.56
2023-11-13,6.18,4.8839999999999995,4.3309999999999995,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,10.27,6.012,4.5295,3.34,1.4,-1.3695
2023-11-15,10.18,7.290000000000001,4.836,3.57,1.968,-1.1485
2023-11-16,9.78,8.402,5.1775,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,10.74,9.43,5.7204999999999995,3.86,3.18,-0.5415000000000001
2023-11-20,12.0,10.594,6.326499999999999,4.63,3.822,-0.15700000000000008
2023-11-21,13.65,11.27,6.8905,4.36,4.026,0.17799999999999994
2023-11-22,13.11,11.856,7.3865,4.81,4.273999999999999,0.6034999999999999
2023-11-24,12.73,12.446000000000002,7.859,4.87,4.505999999999999,1.0905
2023-11-27,11.46,12.59,8.2255,4.69,4.672,1.589
2023-11-28,11.97,12.584,8.584999999999999,4.79,4.704,2.0364999999999998
2023-11-29,10.67,11.988000000000001,8.924,4.72,4.776000000000001,2.452
2023-11-30,10.92,11.55,9.2015,5.12,4.837999999999999,2.8325
2023-12-01,13.71,11.746,9.5205,5.62,4.988,3.1485
2023-12-04,11.32,11.718,9.712,5.11,5.072,3.3945
2023-12-05,10.76,11.476,9.8845,5.08,5.130000000000001,3.6295
2023-12-06,11.47,11.636,10.2265,4.72,5.13,3.8329999999999997
2023-12-07,13.53,12.158000000000001,10.7135,5.4,5.186,4.0665
2023-12-08,13.15,12.046,11.16,5.77,5.215999999999999,4.3555
2023-12-11,12.5,12.282,11.504999999999999,6.12,5.418,4.585500000000001
2023-12-12,12.64,12.658,11.828,6.6,5.7219999999999995,4.8445
2023-12-13,15.94,13.552000000000001,12.1115,7.92,6.362,5.0735
2023-12-14,18.51,14.548000000000002,12.528,8.21,6.9239999999999995,5.3055
2023-12-15,18.96,15.710000000000003,12.987,8.06,7.382000000000001,5.523
2023-12-18,19.48,17.106,13.424000000000001,8.62,7.882,5.761
2023-12-19,21.46,18.87,13.897,9.16,8.394,5.9875
2023-12-20,19.37,19.556,14.182999999999998,7.51,8.312,6.1450000000000005
2023-12-21,22.49,20.352,14.652000000000001,8.36,8.341999999999999,6.3225
2023-12-22,22.54,21.068,15.142500000000002,8.57,8.443999999999999,6.5075
2023-12-26,23.25,21.822,15.732000000000003,8.94,8.508,6.720000000000001
2023-12-27,24.44,22.418,16.3555,9.1,8.495999999999999,6.9355
2023-12-28,23.96,23.336,17.02,9.11,8.815999999999999,7.154999999999999
2023-12-29,23.41,23.52,17.6445,8.87,8.918000000000001,7.342499999999999
2024-01-02,22.29,23.470000000000002,18.0735,8.16,8.836,7.469499999999999
2024-01-03,21.19,23.058,18.567,7.53,8.553999999999998,7.5905000000000005
2024-01-04,20.35,22.24,19.0465,7.23,8.18,7.698
2024-01-05,19.42,21.332,19.444000000000003,7.36,7.830000000000001,7.83
2024-01-08,19.42,20.534000000000002,19.7385,8.85,7.8260000000000005,8.0025
2024-01-09,16.93,19.462,19.927500000000002,8.62,7.918000000000001,8.145
2024-01-10,15.29,18.282,20.067,9.22,8.256,8.3
2024-01-11,14.97,17.206000000000003,20.1835,9.19,8.648,8.429499999999999
2024-01-12,14.57,16.236,20.115000000000002,9.23,9.022,8.495000000000001
2024-01-16,11.51,14.654,19.765,8.92,9.036,8.5305
2024-01-17,9.57,13.181999999999999,19.2955,8.42,8.996,8.5485
2024-01-18,9.68,12.059999999999999,18.805500000000002,9.22,8.995999999999999,8.578500000000002
2024-01-19,9.76,11.018,18.2205,10.34,9.226,8.6375
2024-01-22,9.04,9.912,17.704,10.55,9.49,8.7895
2024-01-23,11.15,9.84,17.137,10.83,9.872,8.913
2024-01-24,12.7,10.466,16.645,10.91,10.370000000000001,9.03
2024-01-25,11.86,10.902000000000001,16.075499999999998,11.43,10.812000000000001,9.1545
2024-01-26,12.33,11.416,15.469999999999999,11.37,11.017999999999999,9.267999999999999
2024-01-29,12.33,12.074,14.888499999999999,12.06,11.32,9.4155
2024-01-30,11.99,12.242,14.317499999999999,11.99,11.552,9.5715
2024-01-31,11.0,11.902000000000001,13.753,10.45,11.459999999999999,9.686
2024-02-01,12.11,11.952000000000002,13.298999999999998,11.46,11.466,9.8825
2024-02-02,10.57,11.6,12.809999999999999,12.41,11.674000000000001,10.141499999999999
2024-02-05,7.75,10.684000000000001,12.226499999999998,12.07,11.676,10.377
2024-02-06,9.25,10.136,11.718,12.35,11.748,10.552000000000001
2024-02-07,9.59,9.854,11.350999999999999,13.07,12.272,10.7745
2024-02-08,8.73,9.178,11.023,13.13,12.606,10.97
2024-02-09,8.98,8.86,10.7235,13.64,12.852,11.1925
2024-02-12,9.46,9.202,10.468,13.6,13.157999999999998,11.411
2024-02-13,6.73,8.698,10.229,12.17,13.122,11.5735
2024-02-14,8.38,8.456,10.1695,13.12,13.132,11.808499999999999
2024-02-15,7.95,8.3,10.083,13.8,13.266,12.0375
2024-02-16,9.27,8.358,10.058499999999999,13.28,13.193999999999999,12.1845
2024-02-20,5.24,7.514,9.868500000000001,12.73,13.02,12.2935
2024-02-21,4.63,7.093999999999999,9.5425,12.83,13.151999999999997,12.3935
2024-02-22,5.71,6.56,9.193000000000001,14.94,13.516,12.595
2024-02-23,5.62,6.093999999999999,8.881,14.99,13.754000000000001,12.773
2024-02-26,3.62,4.964,8.4455,14.61,14.02,12.934999999999999
2024-02-27,4.59,4.834,8.058499999999999,14.81,14.435999999999998,13.0725
2024-02-28,3.42,4.5920000000000005,7.63,14.65,14.8,13.2055
2024-02-29,3.87,4.223999999999999,7.2735,15.05,14.822,13.435500000000001
2024-03-01,5.58,4.216,6.947,15.81,14.986,13.653
2024-03-04,5.08,4.508,6.672500000000001,15.68,15.2,13.8165
2024-03-05,4.06,4.401999999999999,6.4879999999999995,14.57,15.152000000000001,13.941500000000001
2024-03-06,5.97,4.912,6.324,15.15,15.252,14.0815
2024-03-07,4.65,5.068,6.077,16.24,15.49,14.24
2024-03-08,3.72,4.696,5.8265,15.57,15.442000000000002,14.362
2024-03-11,1.63,4.006,5.459,15.48,15.402000000000001,14.454000000000002
2024-03-12,1.39,3.472,5.055499999999999,16.5,15.788,14.599
2024-03-13,2.96,2.87,4.867,16.35,16.028,14.807999999999998
2024-03-14,1.47,2.234,4.5215,16.14,16.008000000000003,14.958999999999998
2024-03-15,0.8,1.65,4.164,15.48,15.989999999999998,15.043000000000001
2024-03-18,1.18,1.56,3.759499999999999,16.07,16.108,15.1825
2024-03-19,2.55,1.7920000000000003,3.625,16.58,16.124000000000002,15.375
2024-03-20,4.6,2.12,3.6235,17.38,16.33,15.602500000000001
2024-03-21,4.8,2.786,3.5779999999999994,17.69,16.639999999999997,15.74
2024-03-22,3.27,3.28,3.460499999999999,17.27,16.998,15.854
2024-03-25,3.12,3.668,3.4354999999999998,17.03,17.19,15.975
2024-03-26,2.38,3.6339999999999995,3.3249999999999993,16.78,17.23,16.073500000000003
2024-03-27,4.15,3.5439999999999996,3.3614999999999995,17.57,17.268,16.2195
2024-03-28,4.44,3.472,3.3899999999999997,17.56,17.242,16.345
2024-04-01,5.54,3.9260000000000006,3.3879999999999995,17.14,17.216,16.411499999999997
2024-04-02,7.0,4.702,3.4839999999999995,16.47,17.104,16.451
2024-04-03,6.41,5.508,3.6014999999999993,16.56,17.06,16.5505
2024-04-04,4.44,5.566000000000001,3.5249999999999995,15.31,16.608,16.558500000000002
2024-04-05,4.3,5.538,3.5075000000000003,16.37,16.369999999999997,16.565
2024-04-08,7.93,6.016,3.718,16.41,16.224,16.607
2024-04-09,9.37,6.489999999999999,4.1049999999999995,16.55,16.240000000000002,16.6605
2024-04-10,7.92,6.792,4.4315,15.5,16.028,16.6105
2024-04-11,7.57,7.418000000000001,4.662,16.27,16.22,16.6065
2024-04-12,5.9,7.738000000000001,4.8835,14.8,15.906,16.5395
2024-04-15,6.8,7.5120000000000005,5.1835,13.46,15.315999999999999,16.438499999999998
2024-04-16,3.02,6.242,5.275499999999999,13.26,14.658000000000001,16.298000000000002
2024-04-17,5.63,5.784000000000001,5.429499999999999,12.6,14.078,16.098999999999997
2024-04-18,4.87,5.244,5.443,12.36,13.296000000000001,15.847999999999999
2024-04-19,5.11,5.086,5.458499999999999,11.45,12.626,15.535999999999998
2024-04-22,5.81,4.888,5.5855,12.38,12.41,15.2915
2024-04-23,6.15,5.514,5.737,13.77,12.512,15.128499999999999
2024-04-24,7.13,5.814,5.9745,13.69,12.73,14.974
2024-04-25,3.46,5.532,5.9399999999999995,13.23,12.904,14.757
2024-04-26,2.05,4.92,5.8205,14.34,13.482,14.596
2024-04-29,2.74,4.306,5.6805,14.73,13.952000000000002,14.4755
2024-04-30,-0.24,3.028,5.3185,12.94,13.785999999999998,14.298999999999998
2024-05-01,-0.52,1.498,4.9719999999999995,12.36,13.52,14.088999999999999
2024-05-02,0.51,0.908,4.775499999999999,13.38,13.55,13.992499999999998
2024-05-03,1.72,0.842,4.6465,14.75,13.632,13.911499999999998
2024-05-06,2.78,0.85,4.389,15.88,13.862,13.885
2024-05-07,3.88,1.6740000000000002,4.1145,16.04,14.482,13.8595
2024-05-08,2.14,2.206,3.8254999999999995,16.05,15.219999999999999,13.887
2024-05-09,3.25,2.754,3.6094999999999997,16.7,15.884,13.9085
2024-05-10,3.37,3.084,3.4829999999999997,16.85,16.304000000000002,14.011000000000001
2024-05-13,3.36,3.2,3.310999999999999,16.85,16.497999999999998,14.180499999999999
2024-05-14,6.25,3.6740000000000004,3.4724999999999993,17.4,16.77,14.3875
2024-05-15,7.11,4.668,3.5464999999999995,18.81,17.322,14.698000000000002
2024-05-16,8.46,5.71,3.725999999999999,18.58,17.698,15.009
2024-05-17,11.06,7.248,4.023499999999999,18.76,18.08,15.374500000000001
2024-05-20,11.26,8.828,4.296,18.87,18.484,15.699000000000002
2024-05-21,11.35,9.848,4.555999999999999,19.19,18.842000000000002,15.969999999999999
2024-05-22,6.13,9.652,4.506,18.84,18.848000000000003,16.2275
2024-05-23,6.16,9.192,4.641,17.97,18.726000000000003,16.4645
2024-05-24,7.75,8.53,4.926,18.76,18.726,16.685499999999998
2024-05-28,7.69,7.816,5.1735,18.86,18.724,16.892000000000003
2024-05-29,7.42,7.029999999999999,5.5565,18.03,18.492,17.1465
2024-05-30,6.0,7.004,5.882499999999999,17.25,18.174,17.391
2024-05-31,7.57,7.286,6.2355,18.26,18.232,17.635
2024-06-03,7.18,7.172,6.508500000000001,18.08,18.096,17.8015
2024-06-04,4.84,6.602000000000001,6.6114999999999995,18.22,17.968,17.9185
2024-06-05,5.82,6.282,6.708500000000001,19.6,18.282000000000004,18.0965
2024-06-06,7.75,6.632,6.989,19.58,18.747999999999998,18.273
2024-06-07,5.05,6.128,7.078999999999999,19.43,18.982,18.4095
2024-06-10,5.44,5.779999999999999,7.182499999999999,19.81,19.328,18.557499999999997
2024-06-11,2.55,5.322,7.142,20.08,19.7,18.719
2024-06-12,3.61,4.88,7.01,21.06,19.991999999999997,18.901999999999997
2024-06-13,3.54,4.038,6.8315,21.28,20.332,19.0255
2024-06-14,2.61,3.55,6.539,21.38,20.722,19.1655
2024-06-17,1.57,2.776,6.0645,22.32,21.224,19.3435
2024-06-18,2.31,2.7279999999999998,5.617,22.64,21.736,19.532
2024-06-20,3.29,2.664,5.2139999999999995,22.31,21.985999999999997,19.688
2024-06-21,2.16,2.3880000000000003,5.0155,22.04,22.137999999999998,19.848000000000003
2024-06-24,2.36,2.338,4.8255,21.72,22.206,20.0355
2024-06-25,2.86,2.596,4.581,22.14,22.17,20.2045
2024-06-26,3.51,2.836,4.371999999999999,22.26,22.094,20.3745
2024-06-27,2.45,2.668,4.123499999999999,22.42,22.116000000000003,20.594
2024-06-28,3.08,2.8520000000000003,3.9775,21.66,22.04,20.814500000000002
2024-07-01,4.13,3.2060000000000004,3.8054999999999994,21.54,22.003999999999998,20.9785
2024-07-02,4.2,3.474,3.656499999999999,22.15,22.006,21.182
2024-07-03,7.4,4.252000000000001,3.7845,22.58,22.07,21.4
2024-07-05,7.31,5.224,3.8589999999999995,23.16,22.218,21.578
2024-07-08,5.27,5.662,3.7349999999999994,23.25,22.535999999999998,21.7615
2024-07-09,5.29,5.894,3.747,23.35,22.898000000000003,21.9575
2024-07-10,5.63,6.18,3.7565,24.29,23.326,22.1815
2024-07-11,5.06,5.712,3.882,23.45,23.5,22.35
2024-07-12,6.92,5.6339999999999995,4.0475,24.05,23.678,22.4995
2024-07-15,5.2,5.62,4.1305,24.34,23.896,22.652499999999996
2024-07-16,3.2,5.202,4.159999999999999,24.73,24.171999999999997,22.82
2024-07-17,2.82,4.640000000000001,4.2225,23.77,24.068,22.8925
2024-07-18,1.26,3.88,4.17,23.26,24.03,22.9235
2024-07-19,0.41,2.5780000000000003,4.026,22.81,23.782,22.948500000000003
2024-07-22,0.59,1.656,3.9474999999999993,23.5,23.613999999999997,23.0215
2024-07-23,-0.63,0.89,3.7979999999999996,23.35,23.338,23.103
2024-07-24,-1.79,-0.03200000000000003,3.5654999999999992,21.18,22.82,23.055
