Date,price,Open,High,Low,Close,Volume ,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2022-01-03,198.33,205.00,205.57,193.51,198.33,5311600,,,,,,,,198.33,,,0.00,False,False,198.33,31000000.00,0,15530259.84,15469740.16,60.00,0.00,31000000,week +buy 50% Monthly invest,,,,CRWD,0.00
2022-01-04,189.19,195.89,197.45,183.32,189.19,6503400,,,,,,,,198.33,,,-0.30,False,False,189.19,30287080.00,0,15530259.84,14756820.16,60.00,-2.30,31000000,,,,,CRWD,-0.02
2022-01-05,179.29,185.00,191.36,178.99,179.29,5003400,,,,,,,,198.33,,,-0.79,False,False,179.29,29514879.30,0,15530259.84,13984619.45,60.00,-4.79,31000000,,,,,CRWD,-0.97
2022-01-06,187.49,180.25,192.17,176.25,187.49,6368600,,,,,,,,198.33,,,-0.79,False,False,179.29,30154480.23,0,15530259.84,14624220.39,60.00,-2.73,31000000,,,,,CRWD,-1.04
2022-01-07,188.99,185.00,193.27,184.81,188.99,3531900,,,188.66,,,,,198.33,,,-0.70,False,False,179.29,30271480.23,0,15530259.84,14741220.39,60.00,-2.35,31000000,,,,,CRWD,-1.21
2022-01-10,192.50,182.61,193.18,174.87,192.50,7052000,,,187.49,,,,,198.33,,,-0.48,False,False,179.29,30545259.84,0,7772509.84,22772750.00,91.00,-1.47,31000000,week +buy 50% ,,,,CRWD,-1.27
2022-01-11,196.11,189.61,198.50,188.74,196.11,3663100,,,188.88,,,,,198.33,,,-0.19,False,False,179.29,30972322.96,0,7772509.84,23199813.12,91.00,-0.09,31000000,,,,,CRWD,-0.63
2022-01-12,187.97,196.61,200.68,185.70,187.97,6002800,,,190.61,,,,,198.33,,,-0.26,False,False,179.29,30009360.96,0,7772509.84,22236851.12,91.00,-3.20,31000000,,,,,CRWD,-0.40
2022-01-13,174.90,188.15,188.49,173.53,174.90,7565400,,,188.09,,,,,198.33,,,-0.73,False,False,174.90,28463179.13,0,7772509.84,20690669.29,91.00,-8.18,31000000,,,,,CRWD,-1.43
2022-01-14,176.70,173.87,181.50,172.17,176.70,4674700,,,185.64,,,,,198.33,,,-0.91,False,False,174.90,28676119.49,0,7772509.84,20903609.65,91.00,-7.50,31000000,,,,,CRWD,-1.41
2022-01-18,172.85,172.73,183.88,170.05,172.85,4732600,,,181.71,,,,,198.33,,,-1.11,False,False,172.85,28220665.55,0,7772509.84,20448155.71,91.00,-8.97,31000000,,,,,CRWD,-2.70
2022-01-19,175.71,171.71,181.89,171.52,175.71,4438500,,,177.63,,,,,198.33,,,-1.06,False,False,172.85,28559003.67,0,7772509.84,20786493.83,91.00,-7.87,31000000,,,,,CRWD,-3.45
2022-01-20,173.89,177.33,182.50,173.34,173.89,3172300,,,174.81,,,,,198.33,,,-1.03,False,False,172.85,28343696.73,0,7772509.84,20571186.88,91.00,-8.57,31000000,,,,,CRWD,-4.24
2022-01-21,164.73,171.88,173.25,163.11,164.73,6318100,,,172.78,,,,,198.33,,,-1.26,False,False,164.73,27260068.37,0,7772509.84,19487558.53,91.00,-12.06,31000000,,,,,CRWD,-5.63
2022-01-24,167.27,157.18,168.22,150.02,167.27,8756300,,,170.89,,,,,198.33,,,-1.24,False,False,164.73,27560551.32,0,4075842.76,23484708.56,108.00,-11.09,31000000,week +buy 50% ,29.65,,,CRWD,-5.34
2022-01-25,158.59,167.00,168.95,157.50,158.59,5278000,,,168.04,,,,,198.33,,,-1.46,False,False,158.59,26341878.19,0,4075842.76,22266035.44,108.00,-15.03,31000000,,24.81,,,CRWD,-6.33
2022-01-26,160.94,162.26,171.24,159.27,160.94,5049000,,,165.08,,,,,198.33,,,-1.41,False,False,158.59,26671819.04,0,4075842.76,22595976.28,108.00,-13.96,31000000,,28.23,,,CRWD,-6.51
2022-01-27,159.81,164.16,167.77,158.36,159.81,3890900,,,162.27,,,,,198.33,,,-1.33,False,False,158.59,26513166.47,0,4075842.76,22437323.72,108.00,-14.47,31000000,,27.58,,,CRWD,-6.91
2022-01-28,168.90,160.60,169.17,156.12,168.90,4517600,,,163.10,,,,,198.33,,,-0.84,False,False,158.59,27789401.91,0,4075842.76,23713559.16,108.00,-10.36,31000000,,39.60,,,CRWD,-4.96
2022-01-31,180.64,170.70,180.88,170.24,180.64,4939800,201.52,130.18,165.78,177.74,,,,198.33,,,-0.02,False,False,158.59,29437698.62,0,2197186.77,27240511.85,116.00,-5.04,31000000,week +buy 50% ,50.93,,,CRWD,-3.46
2022-02-01,182.15,182.01,182.91,176.24,182.15,3007000,198.88,133.03,170.49,176.93,,,,198.33,,,0.58,False,False,158.59,30665405.86,0,3197186.77,27468219.10,116.00,-4.17,32000000,Monthly invest,52.18,,,CRWD,-2.79
2022-02-02,177.04,183.00,185.00,174.08,177.04,3525400,197.54,133.88,173.71,176.32,,,,198.33,,,0.78,False,False,158.59,29894817.71,0,3197186.77,26697630.94,116.00,-6.58,32000000,,47.77,57.29,,CRWD,-1.97
2022-02-03,170.63,171.97,175.80,169.52,170.63,3217900,197.21,133.26,175.87,175.89,,,,198.33,,,0.66,False,False,158.59,28928191.52,0,3197186.77,25731004.75,116.00,-9.60,32000000,,42.87,52.48,,CRWD,-4.00
2022-02-04,177.21,170.89,178.64,169.00,177.21,2080600,196.03,134.06,177.53,175.38,,,,198.33,,,0.83,False,False,158.59,29920455.82,0,3197186.77,26723269.06,116.00,-6.50,32000000,,48.69,49.23,,CRWD,-3.60
2022-02-07,178.84,176.80,183.19,176.36,178.84,1988600,194.64,135.32,177.17,174.87,,,,198.33,,,0.98,False,False,158.59,30166258.16,0,1802234.80,28364023.37,122.00,-5.73,32000000,week +buy 50% ,50.04,50.41,,CRWD,-3.88
2022-02-08,178.90,175.98,184.12,175.83,178.90,3821600,192.36,137.84,176.52,174.19,,,,198.33,0.00,56.00,1.05,False,False,158.59,30175773.85,0,1802234.80,28373539.05,122.00,-5.70,32000000,,50.09,55.86,,CRWD,-3.15
2022-02-09,186.90,182.10,187.00,181.01,186.90,2571500,190.03,141.13,178.50,173.73,,,,198.33,24.00,52.00,1.35,True,False,158.59,31444573.85,0,1802234.80,29642339.05,122.00,-1.74,32000000,,56.61,62.23,,CRWD,-1.81
2022-02-10,187.88,182.23,193.48,182.22,187.88,3465300,190.01,141.16,181.95,173.72,,,,198.33,20.00,48.00,1.53,True,False,158.59,31600003.59,0,1802234.80,29797768.79,122.00,-1.25,32000000,,57.35,72.31,,CRWD,-3.44
2022-02-11,181.86,188.49,191.25,178.61,181.86,3268700,190.73,140.75,182.88,174.07,,,,198.33,16.00,44.00,1.36,True,False,158.59,30645230.96,0,1802234.80,28842996.16,122.00,-4.23,32000000,,51.57,77.73,,CRWD,-5.24
2022-02-14,180.60,180.06,186.62,179.91,180.60,2648900,191.14,140.53,183.23,174.27,,,,198.33,12.00,40.00,1.15,True,False,158.59,30445395.75,0,1097894.77,29347500.98,125.00,-4.86,32000000,week +buy 50% ,50.42,76.91,,CRWD,-5.53
2022-02-15,189.30,185.10,189.50,182.41,189.30,2471000,193.16,138.94,185.31,175.09,,,,198.33,8.00,36.00,1.28,True,False,158.59,31859145.26,0,1097894.77,30761250.49,125.00,-0.44,32000000,,57.45,78.00,63.25,CRWD,-4.08
2022-02-16,183.28,186.24,186.61,180.34,183.28,2754900,193.89,138.62,184.58,175.47,,,,198.33,4.00,32.00,1.09,True,False,158.59,30880894.61,0,1097894.77,29782999.84,125.00,-3.50,32000000,,51.96,79.09,65.43,CRWD,-3.98
2022-02-17,169.85,181.86,181.88,168.96,169.85,3644400,193.84,138.11,180.98,175.27,,,,198.33,0.00,28.00,0.45,True,False,158.59,28698520.75,0,1097894.77,27600625.98,125.00,-10.32,32000000,,42.26,70.85,67.26,CRWD,-5.93
2022-02-18,164.93,169.06,170.98,164.12,164.93,3345100,193.83,138.17,177.59,175.28,,,,198.33,76.00,24.00,-0.15,True,False,158.59,27899018.64,0,1097894.77,26801123.86,125.00,-12.82,32000000,,39.36,52.16,67.55,CRWD,-6.50
2022-02-22,166.71,161.50,170.88,161.48,166.71,3281200,193.85,138.04,174.81,175.25,,,,198.33,72.00,20.00,-0.45,True,False,158.59,28188270.91,0,1097894.77,27090376.14,125.00,-11.91,32000000,,40.94,36.09,66.12,CRWD,-7.48
2022-02-23,161.83,170.62,171.60,161.64,161.83,3659400,193.48,139.27,169.32,175.41,,,,198.33,68.00,16.00,-0.79,True,False,158.59,27395270.10,0,1097894.77,26297375.32,125.00,-14.39,32000000,,38.02,25.98,63.13,CRWD,-9.06
2022-02-24,182.88,153.50,184.33,153.50,182.88,9574700,193.56,142.39,169.24,176.51,,,,198.33,64.00,12.00,-0.18,True,False,158.59,30815895.59,0,1097894.77,29718000.81,125.00,-3.70,32000000,,53.45,39.04,60.82,CRWD,-7.73
2022-02-25,181.75,182.51,183.70,174.26,181.75,5477700,192.96,146.89,171.62,177.60,,,,198.33,60.00,8.00,0.17,False,False,158.59,30632269.77,0,1097894.77,29534375.00,125.00,-4.27,32000000,,52.69,53.14,58.90,CRWD,-5.81
2022-02-28,195.21,187.35,197.25,186.73,195.21,8335700,195.53,145.71,177.68,178.92,,,,198.33,100.00,4.00,0.88,False,False,158.59,32819520.91,0,590348.76,32229172.16,127.00,2.56,32000000,week +buy 50% ,59.98,79.83,59.11,CRWD,-6.04
2022-03-01,197.64,201.33,205.68,195.85,197.64,6864800,198.27,142.76,183.86,179.77,,,,198.33,100.00,0.00,1.36,False,False,158.59,34220712.59,0,1590348.76,32630363.83,127.00,3.70,33000000,Monthly invest,61.14,83.53,59.77,CRWD,-7.18
2022-03-02,201.75,198.60,203.37,190.27,201.75,4295700,201.58,139.08,191.85,180.75,,,,201.75,96.00,84.00,1.73,False,False,158.59,34899273.76,0,1590348.76,33308925.00,127.00,5.76,33000000,,63.10,90.80,61.05,CRWD,-5.58
2022-03-03,191.02,200.00,204.80,189.08,191.02,5157800,202.67,139.00,193.47,181.45,,,,201.75,92.00,80.00,1.49,False,False,158.59,33127751.42,0,1590348.76,31537402.66,127.00,0.39,33000000,,55.28,82.99,61.44,CRWD,-6.03
2022-03-04,179.03,193.76,193.86,177.28,179.03,4721700,202.54,140.52,192.93,181.87,,,,201.75,88.00,76.00,0.85,True,False,158.59,31148201.59,0,1590348.76,29557852.83,127.00,-5.61,33000000,,48.11,71.10,61.47,CRWD,-6.74
2022-03-07,167.40,180.99,182.46,165.59,167.40,5122400,202.92,138.29,187.37,181.38,,,,201.75,84.00,72.00,-0.01,True,False,158.59,29228087.76,0,937488.78,28290598.99,130.00,-11.43,33000000,week +buy 50% ,42.37,49.16,61.17,CRWD,-9.33
2022-03-08,156.77,165.00,165.01,155.36,156.77,6671800,204.34,132.15,179.19,180.27,,,,201.75,80.00,68.00,-0.93,True,False,156.77,27431619.46,0,937488.78,26494130.68,130.00,-16.87,33000000,,37.91,27.28,60.28,CRWD,-9.98
2022-03-09,169.79,161.31,171.08,157.67,169.79,9287200,204.31,130.84,172.80,179.82,,,,201.75,76.00,64.00,-1.01,True,False,156.77,29631997.60,0,937488.78,28694508.82,130.00,-10.21,33000000,,45.47,21.37,59.82,CRWD,-7.69
2022-03-10,191.02,187.90,198.67,182.55,191.02,24135400,204.82,130.44,172.80,180.03,,,,201.75,72.00,60.00,-0.25,True,False,156.77,33219869.46,0,937488.78,32282380.68,130.00,0.67,33000000,,55.08,36.46,59.57,CRWD,-8.09
2022-03-11,190.54,191.12,197.00,189.50,190.54,7983100,205.15,130.18,175.10,180.16,,,,201.75,68.00,56.00,0.22,True,False,156.77,33138747.60,0,937488.78,32201258.82,130.00,0.42,33000000,,54.84,58.04,60.06,CRWD,-9.21
2022-03-14,183.12,188.01,191.92,178.00,183.12,5855500,205.23,130.20,178.25,180.22,,,,201.75,64.00,52.00,0.24,True,False,156.77,31884767.93,0,699432.79,31185335.15,131.00,-3.38,33000000,week +buy 50% ,51.20,66.55,58.73,CRWD,-9.84
2022-03-15,188.64,183.50,189.04,178.16,188.64,5086000,205.90,130.06,184.62,180.62,,,,201.75,60.00,48.00,0.44,True,False,156.77,32824824.62,0,699432.79,32125391.83,131.00,-0.53,33000000,,53.67,65.03,56.88,CRWD,-7.92
2022-03-16,189.66,191.59,197.82,181.28,189.66,7738900,205.95,130.03,188.60,180.64,,,,201.75,56.00,44.00,0.57,True,False,156.77,32998531.47,0,699432.79,32299098.68,131.00,-0.00,33000000,,54.13,64.47,54.24,CRWD,-5.92
2022-03-17,204.13,189.28,205.11,186.52,204.13,6523500,208.98,127.10,191.22,181.68,,,,204.13,52.00,40.00,1.11,True,False,156.77,35462772.64,0,699432.79,34763339.85,131.00,7.46,33000000,,60.18,77.89,53.74,CRWD,-4.80
2022-03-18,208.06,201.60,209.68,200.75,208.06,6604100,212.60,125.58,194.72,183.59,,,,208.06,100.00,36.00,1.51,True,False,156.77,36132050.44,0,699432.79,35432617.66,131.00,9.49,33000000,,61.66,87.82,55.41,CRWD,-3.77
2022-03-21,204.13,203.00,205.49,195.50,204.13,6307100,214.55,127.56,198.92,185.55,,,,208.06,96.00,32.00,1.53,True,False,156.77,35462772.64,0,434063.78,35028708.86,132.00,7.46,33000000,week +buy 50% ,59.29,94.76,59.97,CRWD,-3.77
2022-03-22,217.06,204.20,219.75,204.01,217.06,6391900,218.78,126.66,204.61,188.07,,,,217.06,100.00,28.00,1.87,True,False,156.77,37681559.44,0,434063.78,37247495.66,132.00,14.19,33000000,,64.17,94.40,66.68,CRWD,-2.68
2022-03-23,219.48,213.24,223.98,210.57,219.48,4624900,222.09,128.69,210.57,190.95,,,,219.48,100.00,24.00,2.03,True,False,156.77,38096831.09,0,434063.78,37662767.31,132.00,15.44,33000000,,65.02,93.23,73.86,CRWD,-3.90
2022-03-24,223.40,220.00,223.49,215.20,223.40,3055300,226.90,125.15,214.43,192.98,,,,223.40,96.00,20.00,2.11,True,False,156.77,38769502.75,0,434063.78,38335438.97,132.00,17.48,33000000,,66.40,96.24,79.84,CRWD,-2.83
2022-03-25,221.95,225.00,225.75,216.70,221.95,2806700,230.72,123.52,217.20,194.99,,,,223.40,100.00,16.00,1.96,True,False,156.77,38520683.26,0,434063.78,38086619.49,132.00,16.73,33000000,,65.37,95.79,83.62,CRWD,-2.35
2022-03-28,222.12,220.15,225.75,216.91,222.12,2691200,233.98,121.05,220.80,196.34,,,,223.40,100.00,12.00,1.73,True,False,156.77,38549854.92,0,434063.78,38115791.14,132.00,16.82,33000000,week +buy 50% ,65.44,96.20,86.58,CRWD,-1.69
2022-03-29,223.01,224.45,225.44,213.55,223.01,4299900,237.00,118.80,221.99,197.60,185.04,,,223.40,96.00,8.00,1.48,True,False,156.77,38702578.92,0,434063.78,38268515.14,132.00,17.28,33000000,,65.82,95.18,89.60,CRWD,-0.48
2022-03-30,224.96,220.74,231.50,218.38,224.96,4551600,239.91,116.47,223.09,198.76,185.48,,,224.96,100.00,4.00,1.26,True,False,156.77,39037200.98,0,434063.78,38603137.20,132.00,18.29,33000000,,66.67,94.12,92.56,CRWD,-1.09
2022-03-31,227.08,225.05,232.35,223.03,227.08,4145200,243.33,115.05,223.82,200.57,186.11,,,227.08,100.00,0.00,1.07,True,False,156.77,39400992.12,0,434063.78,38966928.34,132.00,19.40,33000000,,67.62,93.56,94.13,CRWD,-2.57
2022-04-01,227.85,225.30,232.86,224.53,227.85,3909200,246.15,116.73,225.00,203.01,186.92,,,227.85,100.00,28.00,0.87,True,False,156.77,40533124.81,0,1434063.78,39099061.03,132.00,19.22,34000000,Monthly invest,67.98,92.70,94.62,CRWD,-2.24
2022-04-04,229.03,228.00,230.07,225.60,229.03,3005500,247.38,123.52,226.39,206.09,187.61,,,229.03,96.00,24.00,0.68,True,False,156.77,40735611.61,0,13224528.13,27511083.48,92.40,19.81,34000000,sell 30% ,68.55,93.92,94.53,CRWD,-1.45
2022-04-05,219.96,229.99,230.37,217.88,219.96,3565300,244.13,139.49,225.78,209.25,188.13,,,229.03,92.00,20.00,0.21,True,False,156.77,39646124.17,0,13224528.13,26421596.04,92.40,16.61,34000000,,59.71,90.48,94.14,CRWD,-2.62
2022-04-06,211.22,212.54,215.59,207.20,211.22,4390500,241.14,151.69,223.03,211.32,188.44,,,229.03,88.00,16.00,-0.40,True,False,156.77,38596274.65,0,13224528.13,25371746.52,92.40,13.52,34000000,,52.67,79.49,92.77,CRWD,-3.57
2022-04-07,217.03,210.78,221.50,210.28,217.03,3544100,241.02,155.83,221.02,212.62,188.79,,,229.03,84.00,12.00,-0.63,True,False,156.77,39294171.61,0,13224528.13,26069643.48,92.40,15.57,34000000,,56.35,71.51,90.29,CRWD,-3.10
2022-04-08,218.21,221.50,227.70,215.20,218.21,6730400,240.60,160.82,219.09,214.01,189.30,,,229.03,80.00,8.00,-0.76,True,False,156.77,39435914.17,0,13224528.13,26211386.04,92.40,15.99,34000000,,57.09,68.33,87.55,CRWD,-3.33
2022-04-11,216.60,213.77,219.99,208.44,216.60,3158900,238.19,170.66,216.60,215.68,189.99,,,229.03,76.00,4.00,-0.89,True,False,156.77,39242520.85,0,6748187.95,32494332.90,115.40,15.42,34000000,week +buy 50% ,55.71,71.57,85.09,CRWD,-4.94
