Date,rate_VHT,rate_VOO_5D,rate_VOO_20D
2022-01-03,0.0,0.0,0.0
2022-01-04,-0.8,0.0,0.0
2022-01-05,-1.4,0.0,0.0
2022-01-06,-2.01,0.0,0.0
2022-01-07,-2.31,-1.3039999999999998,0.0
2022-01-10,-1.8,-1.6640000000000001,0.0
2022-01-11,-1.2,-1.7440000000000002,0.0
2022-01-12,-1.61,-1.786,0.0
2022-01-13,-2.88,-1.9600000000000002,0.0
2022-01-14,-2.93,-2.084,0.0
2022-01-18,-4.28,-2.58,0.0
2022-01-19,-4.58,-3.2560000000000002,0.0
2022-01-20,-5.0,-3.934,0.0
2022-01-21,-5.73,-4.5040000000000004,0.0
2022-01-24,-5.81,-5.08,0.0
2022-01-25,-6.57,-5.538,0.0
2022-01-26,-7.0,-6.022,0.0
2022-01-27,-7.24,-6.470000000000001,0.0
2022-01-28,-5.42,-6.4079999999999995,0.0
2022-01-31,-4.39,-6.124,-3.6480000000000006
2022-02-01,-3.93,-5.596,-3.8445
2022-02-02,-3.13,-4.822,-3.961
2022-02-03,-3.71,-4.1160000000000005,-4.0765
2022-02-04,-3.87,-3.8059999999999996,-4.1695
2022-02-07,-3.93,-3.714,-4.250500000000001
2022-02-08,-3.18,-3.564,-4.319500000000001
2022-02-09,-2.07,-3.3519999999999994,-4.363
2022-02-10,-3.52,-3.314,-4.4585
2022-02-11,-4.85,-3.5099999999999993,-4.557
2022-02-14,-5.76,-3.876,-4.6985
2022-02-15,-4.5,-4.14,-4.7095
2022-02-16,-4.55,-4.636,-4.708
2022-02-17,-6.28,-5.188,-4.772
2022-02-18,-7.0,-5.617999999999999,-4.8355
2022-02-22,-7.35,-5.936,-4.9125
2022-02-23,-8.05,-6.646000000000001,-4.9865
2022-02-24,-7.18,-7.172,-4.9955
2022-02-25,-4.57,-6.83,-4.862
2022-02-28,-5.15,-6.459999999999999,-4.8485
2022-03-01,-5.48,-6.086,-4.9030000000000005
2022-03-02,-4.11,-5.298,-4.912
2022-03-03,-4.0,-4.662000000000001,-4.9555
2022-03-04,-3.84,-4.516,-4.962
2022-03-07,-5.38,-4.561999999999999,-5.0375
2022-03-08,-7.15,-4.895999999999999,-5.1985
2022-03-09,-5.27,-5.128,-5.302999999999999
2022-03-10,-5.35,-5.398,-5.4670000000000005
2022-03-11,-6.41,-5.912,-5.6115
2022-03-14,-6.22,-6.08,-5.68
2022-03-15,-4.43,-5.536,-5.6135
2022-03-16,-2.91,-5.063999999999999,-5.534000000000001
2022-03-17,-1.13,-4.220000000000001,-5.363
2022-03-18,-0.39,-3.016,-5.0685
2022-03-21,-0.64,-1.8999999999999997,-4.750500000000001
2022-03-22,-0.44,-1.1019999999999999,-4.404999999999999
2022-03-23,-2.4,-1.0,-4.1225000000000005
2022-03-24,-1.38,-1.05,-3.8325000000000005
2022-03-25,-1.16,-1.2040000000000002,-3.662
2022-03-28,-0.4,-1.156,-3.4244999999999997
2022-03-29,0.32,-1.004,-3.1345
2022-03-30,0.36,-0.45199999999999996,-2.911
2022-03-31,-0.57,-0.29,-2.7395
2022-04-01,0.49,0.039999999999999994,-2.523
2022-04-04,-0.04,0.11199999999999999,-2.256
2022-04-05,-0.11,0.025999999999999995,-1.904
2022-04-06,1.06,0.166,-1.5875
2022-04-07,2.62,0.8039999999999999,-1.189
2022-04-08,2.96,1.298,-0.7205
2022-04-11,1.01,1.508,-0.35900000000000004
2022-04-12,0.21,1.5719999999999998,-0.12699999999999997
2022-04-13,0.9,1.54,0.06350000000000003
2022-04-14,0.33,1.082,0.1365
2022-04-18,-0.97,0.296,0.10750000000000001
2022-04-19,0.04,0.10200000000000001,0.14150000000000001
2022-04-20,1.2,0.3,0.22350000000000003
2022-04-21,-0.11,0.098,0.338
2022-04-22,-3.53,-0.6739999999999999,0.23050000000000007
2022-04-25,-2.86,-1.052,0.14550000000000002
2022-04-26,-4.9,-2.04,-0.07949999999999999
2022-04-27,-5.08,-3.2960000000000003,-0.34950000000000003
2022-04-28,-4.05,-4.0840000000000005,-0.5700000000000001
2022-04-29,-6.32,-4.642,-0.8574999999999999
2022-05-02,-6.41,-5.351999999999999,-1.2025
2022-05-03,-6.18,-5.608,-1.5094999999999998
2022-05-04,-4.23,-5.438000000000001,-1.7155
2022-05-05,-6.32,-5.892,-2.0845000000000002
2022-05-06,-6.95,-6.018000000000001,-2.5629999999999997
2022-05-09,-9.7,-6.676,-3.196
2022-05-10,-9.11,-7.2620000000000005,-3.7020000000000004
2022-05-11,-10.07,-8.43,-4.215999999999999
2022-05-12,-9.12,-8.989999999999998,-4.7170000000000005
2022-05-13,-7.76,-9.152000000000001,-5.1215
2022-05-16,-7.19,-8.65,-5.4325
2022-05-17,-5.68,-7.964,-5.7185
2022-05-18,-8.23,-7.596000000000001,-6.1899999999999995
2022-05-19,-7.94,-7.360000000000001,-6.5815
2022-05-20,-6.84,-7.176,-6.747
2022-05-23,-6.11,-6.960000000000001,-6.909500000000001
2022-05-24,-6.12,-7.048,-6.9704999999999995
2022-05-25,-6.03,-6.608000000000001,-7.017999999999999
2022-05-26,-5.51,-6.122000000000001,-7.091000000000001
2022-05-27,-3.8,-5.514000000000001,-6.964999999999999
2022-05-31,-5.16,-5.324000000000001,-6.902499999999999
2022-06-01,-6.45,-5.390000000000001,-6.9159999999999995
2022-06-02,-5.39,-5.2620000000000005,-6.973999999999999
2022-06-03,-6.35,-5.430000000000001,-6.975500000000001
2022-06-06,-6.47,-5.964,-6.9515
2022-06-07,-5.17,-5.966,-6.725
2022-06-08,-5.83,-5.8420000000000005,-6.561
2022-06-09,-8.03,-6.37,-6.4590000000000005
2022-06-10,-9.59,-7.018000000000001,-6.4825
2022-06-13,-12.45,-8.214000000000002,-6.7170000000000005
2022-06-14,-13.18,-9.815999999999999,-7.016499999999999
2022-06-15,-12.23,-11.096,-7.343999999999999
2022-06-16,-13.64,-12.218,-7.6145
2022-06-17,-13.37,-12.974,-7.886
2022-06-21,-11.16,-12.716000000000001,-8.102
2022-06-22,-9.87,-12.054,-8.290000000000001
2022-06-23,-7.93,-11.194,-8.380500000000001
2022-06-24,-6.38,-9.742,-8.398
2022-06-27,-6.09,-8.286,-8.427
2022-06-28,-7.76,-7.606,-8.625
2022-06-29,-7.05,-7.042,-8.7195
2022-06-30,-7.43,-6.942,-8.7685
2022-07-01,-6.09,-6.884,-8.8035
2022-07-05,-6.23,-6.912000000000001,-8.797500000000001
2022-07-06,-5.74,-6.508000000000001,-8.761000000000001
2022-07-07,-5.04,-6.106000000000001,-8.7545
2022-07-08,-4.74,-5.5680000000000005,-8.7
2022-07-11,-5.3,-5.410000000000001,-8.563500000000001
2022-07-12,-6.43,-5.45,-8.4055
2022-07-13,-7.14,-5.73,-8.139999999999999
2022-07-14,-7.49,-6.220000000000001,-7.855500000000001
2022-07-15,-5.4,-6.352,-7.514
2022-07-18,-7.35,-6.7620000000000005,-7.1995000000000005
2022-07-19,-5.67,-6.610000000000001,-6.8145
2022-07-20,-6.27,-6.436000000000002,-6.57
2022-07-21,-4.88,-5.914,-6.3205
2022-07-22,-5.45,-5.924000000000001,-6.1964999999999995
2022-07-25,-5.02,-5.458,-6.1285
2022-07-26,-4.61,-5.246,-6.0545
2022-07-27,-3.81,-4.7540000000000004,-5.857
2022-07-28,-3.3,-4.438000000000001,-5.669500000000001
2022-07-29,-3.65,-4.078,-5.4805
2022-08-01,-4.3,-3.934,-5.391
2022-08-02,-4.36,-3.8840000000000003,-5.2975
2022-08-03,-3.65,-3.8520000000000003,-5.193
2022-08-04,-3.81,-3.9540000000000006,-5.131500000000001
2022-08-05,-3.72,-3.9680000000000013,-5.0805
2022-08-08,-3.41,-3.7900000000000014,-4.986
2022-08-09,-3.81,-3.680000000000001,-4.855
2022-08-10,-2.95,-3.5400000000000005,-4.6455
2022-08-11,-3.41,-3.460000000000001,-4.4415
2022-08-12,-2.57,-3.2300000000000013,-4.300000000000001
2022-08-15,-2.2,-2.988000000000001,-4.0424999999999995
2022-08-16,-2.52,-2.730000000000001,-3.8850000000000002
2022-08-17,-3.02,-2.7440000000000007,-3.7225
2022-08-18,-3.3,-2.7220000000000004,-3.6435000000000004
2022-08-19,-3.29,-2.8660000000000005,-3.5355000000000003
2022-08-22,-4.14,-3.2540000000000004,-3.4915000000000007
2022-08-23,-4.89,-3.7280000000000006,-3.5055000000000005
2022-08-24,-4.68,-4.0600000000000005,-3.5490000000000004
2022-08-25,-3.97,-4.194000000000001,-3.5825000000000005
2022-08-26,-5.85,-4.706,-3.6925
2022-08-29,-6.32,-5.142,-3.7935000000000003
2022-08-30,-6.81,-5.526000000000001,-3.9160000000000004
2022-08-31,-7.12,-6.014,-4.089499999999999
2022-09-01,-6.11,-6.442,-4.2045
2022-09-02,-6.97,-6.6659999999999995,-4.367
2022-09-06,-7.02,-6.806,-4.5475
2022-09-07,-5.63,-6.57,-4.6385
2022-09-08,-4.01,-5.948000000000001,-4.6915
2022-09-09,-3.2,-5.3660000000000005,-4.681
2022-09-12,-2.65,-4.502000000000001,-4.6850000000000005
2022-09-13,-5.72,-4.242,-4.861
2022-09-14,-5.63,-4.242000000000001,-5.016500000000001
2022-09-15,-5.22,-4.484,-5.1265
2022-09-16,-5.65,-4.974000000000001,-5.244
2022-09-19,-6.19,-5.682,-5.389
2022-09-20,-7.17,-5.972000000000001,-5.5405
2022-09-21,-8.79,-6.604000000000001,-5.7355
2022-09-22,-8.72,-7.304,-5.9375
2022-09-23,-9.18,-8.010000000000002,-6.1979999999999995
2022-09-26,-10.11,-8.794,-6.411
2022-09-27,-10.18,-9.396,-6.603999999999999
2022-09-28,-8.45,-9.328,-6.686
2022-09-29,-9.32,-9.448,-6.796000000000001
2022-09-30,-10.36,-9.684000000000001,-7.0085
2022-10-03,-8.5,-9.362,-7.084999999999999
2022-10-04,-6.29,-8.584,-7.0485
2022-10-05,-6.1,-8.114,-7.072000000000001
2022-10-06,-7.16,-7.682,-7.2295
2022-10-07,-9.21,-7.452000000000001,-7.529999999999999
2022-10-10,-9.95,-7.742000000000002,-7.8950000000000005
2022-10-11,-9.46,-8.376000000000001,-8.081999999999999
2022-10-12,-9.93,-9.142000000000001,-8.297
2022-10-13,-7.91,-9.292,-8.4315
2022-10-14,-8.82,-9.214,-8.59
2022-10-17,-7.13,-8.650000000000002,-8.637
2022-10-18,-6.62,-8.082,-8.6095
2022-10-19,-8.12,-7.720000000000001,-8.575999999999999
2022-10-20,-8.88,-7.9140000000000015,-8.584
2022-10-21,-6.94,-7.538000000000001,-8.472
2022-10-24,-5.45,-7.202000000000001,-8.239
2022-10-25,-4.47,-6.772000000000001,-7.9535
2022-10-26,-3.34,-5.816000000000001,-7.698
2022-10-27,-3.96,-4.832000000000001,-7.4300000000000015
2022-10-28,-2.4,-3.9240000000000004,-7.032000000000001
2022-10-31,-2.49,-3.3320000000000007,-6.7315
2022-11-01,-2.35,-2.908000000000001,-6.5344999999999995
2022-11-02,-3.95,-3.0300000000000002,-6.427
2022-11-03,-4.34,-3.1060000000000008,-6.286
2022-11-04,-3.95,-3.4160000000000013,-6.023
2022-11-07,-3.06,-3.5300000000000002,-5.6785000000000005
2022-11-08,-2.71,-3.602000000000001,-5.341
2022-11-09,-3.81,-3.5740000000000007,-5.035
2022-11-10,-1.04,-2.9140000000000006,-4.6915
2022-11-11,-1.88,-2.500000000000001,-4.3445
2022-11-14,-2.01,-2.2900000000000005,-4.088500000000001
2022-11-15,-1.94,-2.1360000000000006,-3.8545000000000003
2022-11-16,-2.25,-1.8240000000000005,-3.561
2022-11-17,-2.44,-2.1040000000000005,-3.239
2022-11-18,-1.31,-1.9900000000000007,-2.9575000000000005
2022-11-21,-1.35,-1.8580000000000005,-2.7525000000000004
2022-11-22,-0.48,-1.5660000000000007,-2.553
2022-11-23,-0.05,-1.1260000000000008,-2.3885
2022-11-25,0.53,-0.5320000000000007,-2.164
2022-11-28,-0.31,-0.33200000000000074,-2.0595000000000003
2022-11-29,-0.55,-0.17200000000000074,-1.9625000000000004
2022-11-30,2.07,0.33799999999999925,-1.7415000000000003
2022-12-01,2.36,0.8199999999999992,-1.4260000000000002
2022-12-02,2.64,1.241999999999999,-1.0770000000000002
2022-12-05,1.49,1.6019999999999992,-0.8050000000000003
2022-12-06,0.67,1.845999999999999,-0.6185000000000002
2022-12-07,1.29,1.6899999999999995,-0.4185000000000002
2022-12-08,2.14,1.6459999999999995,-0.12100000000000015
2022-12-09,0.94,1.3059999999999992,-0.02200000000000015
2022-12-12,1.9,1.3879999999999995,0.16699999999999984
2022-12-13,2.27,1.7079999999999995,0.3809999999999998
2022-12-14,2.41,1.9319999999999993,0.5984999999999998
2022-12-15,0.53,1.6099999999999994,0.7374999999999998
2022-12-16,-0.49,1.3239999999999994,0.8349999999999997
2022-12-19,-0.87,0.7699999999999994,0.8569999999999999
2022-12-20,-0.76,0.1639999999999993,0.8864999999999998
2022-12-21,0.37,-0.24400000000000066,0.9289999999999999
2022-12-22,0.29,-0.2920000000000007,0.946
2022-12-23,0.18,-0.1580000000000007,0.9284999999999999
2022-12-27,-0.25,-0.034000000000000696,0.9314999999999998
2022-12-28,-0.74,-0.030000000000000693,0.9219999999999999
2022-12-29,0.35,-0.034000000000000696,0.8359999999999997
2022-12-30,0.07,-0.0780000000000007,0.7214999999999998
2023-01-03,-0.29,-0.17200000000000068,0.5749999999999998
2023-01-04,0.12,-0.09800000000000067,0.5064999999999998
2023-01-05,-0.75,-0.10000000000000067,0.4354999999999999
2023-01-06,0.06,-0.15800000000000067,0.37399999999999983
2023-01-09,-1.48,-0.4680000000000007,0.19299999999999984
2023-01-10,-0.5,-0.5100000000000007,0.12099999999999986
2023-01-11,0.12,-0.5100000000000007,0.031999999999999855
2023-01-12,0.07,-0.3460000000000007,-0.07800000000000015
2023-01-13,0.5,-0.2580000000000007,-0.17350000000000015
2023-01-17,0.11,0.05999999999999932,-0.19450000000000017
2023-01-18,-1.28,-0.09600000000000068,-0.23400000000000015
2023-01-19,-1.14,-0.34800000000000064,-0.24750000000000014
2023-01-20,-0.49,-0.4600000000000007,-0.23400000000000015
2023-01-23,-0.09,-0.5780000000000006,-0.2570000000000002
2023-01-24,-0.76,-0.7520000000000007,-0.3095000000000002
2023-01-25,-0.64,-0.6240000000000006,-0.35050000000000014
2023-01-26,-0.39,-0.47400000000000064,-0.35750000000000015
2023-01-27,-0.99,-0.5740000000000006,-0.37000000000000016
2023-01-30,-2.0,-0.9560000000000006,-0.48750000000000016
2023-01-31,-0.67,-0.9380000000000008,-0.5245000000000002
2023-02-01,-0.09,-0.8280000000000006,-0.5145000000000002
2023-02-02,-0.4,-0.8300000000000006,-0.5405000000000002
2023-02-03,-0.82,-0.7960000000000006,-0.5440000000000003
2023-02-06,-1.49,-0.6940000000000006,-0.6215000000000002
2023-02-07,-0.88,-0.7360000000000007,-0.5915000000000001
2023-02-08,-1.34,-0.9860000000000007,-0.6335000000000002
2023-02-09,-2.2,-1.3460000000000008,-0.7495000000000002
2023-02-10,-1.46,-1.4740000000000006,-0.8260000000000002
2023-02-13,-0.72,-1.3200000000000007,-0.8870000000000001
2023-02-14,-1.2,-1.3840000000000008,-0.9525000000000002
2023-02-15,-1.48,-1.4120000000000006,-0.9625
2023-02-16,-2.4,-1.4520000000000006,-1.0255000000000003
2023-02-17,-1.43,-1.4460000000000006,-1.0725000000000002
2023-02-21,-3.08,-1.9180000000000006,-1.2220000000000002
2023-02-22,-3.27,-2.3320000000000007,-1.3475000000000004
2023-02-23,-3.02,-2.6400000000000006,-1.4665000000000004
2023-02-24,-4.28,-3.016000000000001,-1.6610000000000003
2023-02-27,-4.5,-3.6300000000000012,-1.8365000000000002
2023-02-28,-5.15,-4.044000000000001,-1.9940000000000002
2023-03-01,-5.02,-4.394000000000001,-2.2115
2023-03-02,-4.52,-4.694000000000001,-2.4330000000000003
2023-03-03,-3.34,-4.506,-2.5800000000000005
2023-03-06,-3.67,-4.340000000000001,-2.7225
2023-03-07,-5.11,-4.332000000000001,-2.9035
2023-03-08,-5.65,-4.458,-3.1420000000000003
2023-03-09,-6.73,-4.9,-3.4115
2023-03-10,-7.64,-5.760000000000001,-3.6835
2023-03-13,-6.76,-6.378000000000001,-3.9485000000000006
2023-03-14,-5.73,-6.502000000000001,-4.199
2023-03-15,-5.96,-6.564,-4.437
2023-03-16,-4.97,-6.212000000000001,-4.6115
2023-03-17,-6.33,-5.95,-4.808000000000001
2023-03-20,-5.21,-5.640000000000001,-4.997
2023-03-21,-4.54,-5.402000000000001,-5.07
2023-03-22,-6.07,-5.424000000000001,-5.210000000000001
2023-03-23,-6.23,-5.676,-5.3705
2023-03-24,-5.4,-5.490000000000001,-5.4265
2023-03-27,-4.91,-5.4300000000000015,-5.447
2023-03-28,-5.46,-5.614000000000002,-5.4625
2023-03-29,-5.08,-5.416000000000001,-5.4655000000000005
2023-03-30,-4.67,-5.104000000000001,-5.473000000000001
2023-03-31,-3.56,-4.736000000000001,-5.484
2023-04-03,-2.57,-4.268000000000001,-5.429
2023-04-04,-2.63,-3.7020000000000004,-5.305000000000001
2023-04-05,-1.14,-2.9140000000000006,-5.0795
2023-04-06,-0.85,-2.1500000000000004,-4.785500000000001
2023-04-10,-0.88,-1.6140000000000008,-4.4475
2023-04-11,-0.5,-1.2000000000000006,-4.134500000000001
2023-04-12,-0.57,-0.7880000000000007,-3.8765
2023-04-13,0.84,-0.3920000000000007,-3.5365
2023-04-14,-0.02,-0.2260000000000007,-3.289
2023-04-17,0.12,-0.02600000000000071,-2.9665
2023-04-18,-0.4,-0.006000000000000716,-2.7260000000000004
2023-04-19,-0.13,0.08199999999999927,-2.5055
2023-04-20,-0.52,-0.19000000000000072,-2.2280000000000006
2023-04-21,0.13,-0.16000000000000072,-1.9100000000000001
2023-04-24,0.51,-0.08200000000000071,-1.6145000000000003
2023-04-25,-0.46,-0.09400000000000072,-1.392
2023-04-26,-1.48,-0.3640000000000007,-1.193
2023-04-27,-1.13,-0.48600000000000065,-0.9955000000000002
2023-04-28,-0.43,-0.5980000000000006,-0.7835000000000002
2023-05-01,0.07,-0.6860000000000007,-0.6020000000000001
2023-05-02,-0.54,-0.7020000000000007,-0.5005000000000002
2023-05-03,-0.44,-0.49400000000000077,-0.3910000000000001
2023-05-04,-1.09,-0.48600000000000076,-0.3885000000000002
2023-05-05,-0.18,-0.4360000000000007,-0.35500000000000015
2023-05-08,-0.45,-0.5400000000000007,-0.3335000000000002
2023-05-09,-0.98,-0.6280000000000008,-0.35750000000000015
2023-05-10,-0.64,-0.6680000000000008,-0.3610000000000002
2023-05-11,-0.98,-0.6460000000000007,-0.45200000000000023
2023-05-12,-1.21,-0.8520000000000006,-0.5115000000000002
2023-05-15,-1.13,-0.9880000000000007,-0.5740000000000002
2023-05-16,-2.18,-1.2280000000000009,-0.6630000000000001
2023-05-17,-1.99,-1.4980000000000007,-0.7560000000000002
2023-05-18,-2.16,-1.7340000000000007,-0.8380000000000003
2023-05-19,-1.79,-1.8500000000000008,-0.9340000000000004
2023-05-22,-1.54,-1.9320000000000008,-1.0365000000000002
2023-05-23,-2.62,-2.0200000000000005,-1.1445000000000003
2023-05-24,-3.33,-2.2880000000000007,-1.237
2023-05-25,-4.38,-2.7320000000000007,-1.3995000000000002
2023-05-26,-4.43,-3.2600000000000007,-1.5995000000000001
2023-05-30,-5.06,-3.964000000000001,-1.8560000000000003
2023-05-31,-4.37,-4.314000000000001,-2.0475000000000003
2023-06-01,-3.53,-4.354,-2.2020000000000004
2023-06-02,-2.2,-3.9180000000000006,-2.2575000000000003
2023-06-05,-1.95,-3.4220000000000006,-2.346
2023-06-06,-2.55,-2.920000000000001,-2.451
2023-06-07,-2.88,-2.6220000000000008,-2.5460000000000003
2023-06-08,-2.38,-2.3920000000000003,-2.633
2023-06-09,-2.3,-2.4120000000000004,-2.6990000000000003
2023-06-12,-1.79,-2.3800000000000003,-2.728
2023-06-13,-1.18,-2.1060000000000008,-2.7305
2023-06-14,-2.18,-1.9660000000000006,-2.7305
2023-06-15,-0.74,-1.6380000000000006,-2.668
2023-06-16,-0.84,-1.3460000000000008,-2.6020000000000003
2023-06-20,-0.88,-1.1640000000000008,-2.5565
2023-06-21,-0.95,-1.1180000000000008,-2.527
2023-06-22,-0.39,-0.7600000000000007,-2.4155
2023-06-23,-0.84,-0.7800000000000006,-2.291
2023-06-26,-1.48,-0.9080000000000007,-2.146
2023-06-27,-1.65,-1.0620000000000007,-2.007
2023-06-28,-1.84,-1.2400000000000007,-1.8460000000000005
2023-06-29,-1.6,-1.4820000000000007,-1.7075
2023-06-30,-0.73,-1.4600000000000009,-1.5675000000000003
2023-07-03,-1.46,-1.4560000000000006,-1.5305000000000002
2023-07-05,-1.54,-1.4340000000000006,-1.5100000000000002
2023-07-06,-2.41,-1.5480000000000007,-1.5030000000000003
2023-07-07,-3.33,-1.8940000000000008,-1.5255000000000003
2023-07-10,-2.37,-2.2220000000000004,-1.5250000000000001
2023-07-11,-2.34,-2.3980000000000006,-1.5270000000000001
2023-07-12,-2.52,-2.5940000000000003,-1.5635000000000001
2023-07-13,-2.48,-2.6080000000000005,-1.6285
2023-07-14,-1.15,-2.1720000000000006,-1.5770000000000002
2023-07-17,-1.57,-2.012000000000001,-1.6185000000000003
2023-07-18,-0.94,-1.7320000000000007,-1.6235000000000004
2023-07-19,-0.54,-1.3360000000000007,-1.6065
2023-07-20,0.72,-0.6960000000000006,-1.5230000000000001
2023-07-21,1.7,-0.12600000000000072,-1.4185000000000003
2023-07-24,1.37,0.4619999999999993,-1.3080000000000003
2023-07-25,1.28,0.9059999999999994,-1.1700000000000002
2023-07-26,1.26,1.2659999999999993,-1.0245000000000002
2023-07-27,0.54,1.2299999999999993,-0.9055000000000002
2023-07-28,0.94,1.0779999999999994,-0.7785000000000001
2023-07-31,0.32,0.8679999999999992,-0.7260000000000002
2023-08-01,-0.24,0.5639999999999993,-0.6650000000000001
2023-08-02,-0.37,0.23799999999999927,-0.6065000000000003
2023-08-03,-0.96,-0.06200000000000072,-0.5340000000000001
2023-08-04,-1.18,-0.48600000000000065,-0.4265000000000002
2023-08-07,-0.38,-0.6260000000000007,-0.3270000000000001
2023-08-08,0.14,-0.5500000000000007,-0.20300000000000015
2023-08-09,0.08,-0.4600000000000007,-0.07300000000000016
2023-08-10,0.03,-0.2620000000000007,0.05249999999999984
2023-08-11,0.45,0.0639999999999993,0.1324999999999998
2023-08-14,0.65,0.2699999999999993,0.24349999999999983
2023-08-15,0.39,0.3199999999999993,0.30999999999999983
2023-08-16,-0.17,0.2699999999999993,0.32849999999999985
2023-08-17,-0.76,0.11199999999999928,0.25449999999999984
2023-08-18,-0.72,-0.1220000000000007,0.13349999999999984
2023-08-21,-0.61,-0.3740000000000007,0.03449999999999982
2023-08-22,-0.8,-0.6120000000000008,-0.06950000000000019
2023-08-23,-0.62,-0.7020000000000007,-0.1635000000000002
2023-08-24,-1.12,-0.7740000000000007,-0.24650000000000022
2023-08-25,-0.65,-0.7600000000000008,-0.3260000000000002
2023-08-28,-0.53,-0.7440000000000008,-0.36850000000000016
2023-08-29,0.07,-0.5700000000000007,-0.35300000000000015
2023-08-30,0.1,-0.42600000000000077,-0.3295000000000002
2023-08-31,-0.61,-0.32400000000000073,-0.31200000000000017
2023-09-01,-0.38,-0.27000000000000074,-0.2720000000000002
