Date,rate_VHT,rate_VOO_5D,rate_VOO_20D
2023-12-21,0.77,0.4859999999999993,-1.0850000000000002
2023-12-22,1.36,0.6719999999999994,-0.8845000000000003
2023-12-26,1.66,0.8899999999999991,-0.6425000000000003
2023-12-27,2.08,1.0979999999999994,-0.3520000000000002
2023-12-28,2.3,1.6339999999999992,-0.05500000000000018
2023-12-29,2.16,1.9119999999999995,0.17749999999999982
2024-01-02,3.44,2.327999999999999,0.44099999999999984
2024-01-03,3.08,2.611999999999999,0.6709999999999998
2024-01-04,3.55,2.9059999999999997,0.9344999999999999
2024-01-05,3.48,3.141999999999999,1.188
2024-01-08,4.61,3.6319999999999992,1.5025
2024-01-09,4.64,3.871999999999999,1.8124999999999996
2024-01-10,4.97,4.249999999999998,2.1129999999999995
2024-01-11,4.76,4.491999999999999,2.373
2024-01-12,4.5,4.696,2.5195
2024-01-16,3.92,4.558,2.647
2024-01-17,3.57,4.343999999999999,2.8039999999999994
2024-01-18,3.61,4.071999999999998,2.9559999999999995
2024-01-19,3.72,3.8639999999999994,3.09
2024-01-22,4.25,3.813999999999999,3.3214999999999995
2024-01-23,4.18,3.8659999999999997,3.492
2024-01-24,3.38,3.8279999999999994,3.593
2024-01-25,3.3,3.7659999999999996,3.6749999999999994
2024-01-26,3.71,3.7639999999999993,3.7565
2024-01-29,4.45,3.8039999999999994,3.864
2024-01-30,4.48,3.8639999999999994,3.9799999999999995
2024-01-31,4.28,4.044,4.022
2024-02-01,5.27,4.438,4.1315
2024-02-02,5.11,4.717999999999999,4.2095
2024-02-05,5.29,4.885999999999999,4.3
2024-02-06,6.4,5.27,4.3895
2024-02-07,6.53,5.719999999999999,4.484
2024-02-08,6.51,5.967999999999999,4.561
2024-02-09,6.51,6.247999999999999,4.6485
2024-02-12,6.8,6.55,4.7635
2024-02-13,5.69,6.407999999999999,4.851999999999999
2024-02-14,6.65,6.4319999999999995,5.006
2024-02-15,7.46,6.622,5.198499999999999
2024-02-16,7.71,6.862,5.398
2024-02-20,7.26,6.953999999999999,5.5485
2024-02-21,7.49,7.313999999999998,5.714
2024-02-22,8.66,7.715999999999999,5.978
2024-02-23,9.15,8.053999999999998,6.2705
2024-02-26,8.71,8.254,6.5205
2024-02-27,8.84,8.57,6.74
2024-02-28,8.2,8.712,6.926
2024-02-29,7.19,8.418,7.0715
2024-03-01,8.26,8.239999999999998,7.220999999999999
2024-03-04,8.03,8.104,7.367
2024-03-05,7.31,7.797999999999999,7.467999999999999
2024-03-06,7.92,7.741999999999999,7.544
2024-03-07,8.4,7.984,7.6375
2024-03-08,8.24,7.9799999999999995,7.723999999999999
2024-03-11,8.05,7.983999999999999,7.801
2024-03-12,8.43,8.208,7.8824999999999985
2024-03-13,8.07,8.238,8.0015
2024-03-14,7.58,8.073999999999998,8.047999999999998
2024-03-15,7.27,7.88,8.0385
2024-03-18,7.19,7.707999999999998,8.0125
2024-03-19,7.93,7.607999999999999,8.046000000000001
2024-03-20,7.81,7.555999999999999,8.062000000000001
2024-03-21,7.95,7.63,8.0265
2024-03-22,7.39,7.653999999999999,7.9384999999999994
2024-03-25,7.21,7.657999999999999,7.863499999999999
2024-03-26,7.69,7.609999999999999,7.805999999999999
2024-03-27,9.12,7.872,7.851999999999999
2024-03-28,9.11,8.104,7.948
2024-04-01,8.05,8.235999999999999,7.9375
2024-04-02,6.31,8.056,7.8515
2024-04-03,6.32,7.781999999999999,7.802
2024-04-04,4.92,6.941999999999998,7.651999999999999
2024-04-05,5.77,6.273999999999999,7.520499999999998
2024-04-08,5.51,5.765999999999999,7.384
2024-04-09,6.0,5.703999999999999,7.281499999999999
2024-04-10,4.73,5.385999999999999,7.096499999999999
2024-04-11,4.28,5.257999999999999,6.906999999999999
2024-04-12,2.75,4.653999999999999,6.6655
2024-04-15,2.29,4.01,6.416499999999999
2024-04-16,2.37,3.284,6.1754999999999995
2024-04-17,2.1,2.7579999999999996,5.8839999999999995
2024-04-18,1.98,2.297999999999999,5.5925
2024-04-19,2.18,2.1839999999999993,5.304
2024-04-22,2.66,2.257999999999999,5.0675
2024-04-23,3.97,2.5779999999999994,4.905499999999999
2024-04-24,3.75,2.9079999999999995,4.708499999999999
2024-04-25,2.94,3.099999999999999,4.3995
2024-04-26,2.98,3.2599999999999993,4.092999999999999
2024-04-29,3.46,3.4199999999999995,3.8634999999999997
2024-04-30,3.26,3.2779999999999996,3.7109999999999994
2024-05-01,3.69,3.265999999999999,3.5795000000000003
2024-05-02,3.64,3.4059999999999997,3.5155000000000003
2024-05-03,3.99,3.607999999999999,3.4265
2024-05-06,4.43,3.8019999999999987,3.3724999999999996
2024-05-07,5.19,4.188,3.332
2024-05-08,4.67,4.383999999999999,3.3289999999999997
2024-05-09,5.58,4.771999999999999,3.3939999999999997
2024-05-10,5.64,5.101999999999999,3.5385
2024-05-13,5.63,5.342,3.7054999999999993
2024-05-14,6.07,5.517999999999999,3.8905000000000003
2024-05-15,7.65,6.113999999999999,4.167999999999999
2024-05-16,7.55,6.508,4.4465
2024-05-17,7.6,6.899999999999999,4.717499999999999
2024-05-20,7.5,7.273999999999999,4.9595
2024-05-21,7.52,7.563999999999998,5.137
2024-05-22,7.71,7.575999999999999,5.335
2024-05-23,6.52,7.369999999999999,5.514
2024-05-24,6.16,7.081999999999999,5.673
2024-05-28,5.02,6.5859999999999985,5.7509999999999994
2024-05-29,4.17,5.915999999999999,5.7965
2024-05-30,4.33,5.239999999999999,5.8285
2024-05-31,5.74,5.083999999999999,5.9335
2024-06-03,6.26,5.103999999999999,6.047
2024-06-04,6.59,5.417999999999999,6.154999999999999
2024-06-05,7.18,6.019999999999999,6.2545
2024-06-06,7.4,6.634,6.391
2024-06-07,7.39,6.963999999999999,6.4815
2024-06-10,7.86,7.284000000000001,6.592499999999999
2024-06-11,7.44,7.453999999999999,6.683
2024-06-12,7.34,7.485999999999999,6.7465
2024-06-13,7.19,7.444,6.7235
2024-06-14,7.04,7.374,6.698
2024-06-17,6.89,7.18,6.6625
2024-06-18,6.89,7.0699999999999985,6.632
2024-06-20,7.28,7.057999999999998,6.619999999999999
2024-06-21,7.69,7.1579999999999995,6.619
2024-06-24,8.39,7.428,6.7125
2024-06-25,8.1,7.669999999999999,6.8095
2024-06-26,7.72,7.836,6.9445
2024-06-27,7.61,7.901999999999999,7.1165
2024-06-28,7.04,7.772,7.252
2024-07-01,6.43,7.38,7.286499999999999
2024-07-02,6.04,6.967999999999999,7.275499999999999
2024-07-03,5.3,6.483999999999999,7.211
2024-07-05,6.11,6.183999999999999,7.157500000000001
2024-07-08,5.99,5.973999999999999,7.087000000000001
2024-07-09,6.52,5.991999999999999,7.0435
2024-07-10,7.55,6.293999999999999,7.0280000000000005
2024-07-11,8.59,6.952,7.085500000000001
2024-07-12,9.38,7.606,7.1875
