Date,rate_CSCO_5D,rate_CSCO_20D,rate_VOO_5D,rate_VOO_20D
2023-08-23,-0.6679999999999986,-3.005,1.7759999999999998,3.0134999999999996
2023-08-24,-0.5399999999999986,-2.8565,1.8039999999999998,2.8905
2023-08-25,-0.3779999999999986,-2.598,1.908,2.747
2023-08-28,-0.19399999999999856,-2.305,2.0100000000000002,2.617
2023-08-29,0.07000000000000142,-2.051,2.3440000000000003,2.553
2023-08-30,0.27000000000000146,-1.775,2.59,2.5595
2023-08-31,0.7760000000000014,-1.5174999999999998,3.0,2.573
2023-09-01,1.2780000000000014,-1.1869999999999998,3.336,2.6094999999999997
2023-09-05,1.5240000000000014,-0.924,3.524,2.5955
2023-09-06,1.6560000000000012,-0.6715,3.4,2.5675
2023-09-07,1.6240000000000012,-0.43999999999999995,3.166,2.5495
2023-09-08,1.4300000000000015,-0.24299999999999997,2.974,2.5360000000000005
2023-09-11,1.1760000000000015,-0.06199999999999998,2.896,2.5575
2023-09-12,0.9340000000000014,0.08150000000000002,2.77,2.532
2023-09-13,0.6900000000000015,0.2505,2.786,2.5520000000000005
2023-09-14,0.5740000000000014,0.45000000000000007,3.028,2.6399999999999997
2023-09-15,0.40200000000000136,0.517,2.9939999999999998,2.693
2023-09-18,0.20200000000000143,0.5695,2.854,2.7485
2023-09-19,0.04000000000000144,0.576,2.782,2.7715000000000005
2023-09-20,-0.19999999999999857,0.554,2.498,2.757
2023-09-21,-1.1439999999999986,0.33100000000000007,1.718,2.6255
2023-09-22,-1.9239999999999984,0.171,1.1400000000000001,2.527
2023-09-25,-2.7539999999999987,-0.02450000000000001,0.622,2.4270000000000005
2023-09-26,-3.755999999999999,-0.3145,-0.146,2.2325
2023-09-27,-4.485999999999999,-0.585,-0.722,1.9904999999999997
2023-09-28,-4.305999999999999,-0.813,-0.9339999999999999,1.7445
2023-09-29,-4.239999999999999,-1.083,-1.1440000000000001,1.491
2023-10-02,-3.9239999999999986,-1.325,-1.432,1.2349999999999999
2023-10-03,-3.6039999999999983,-1.5965,-1.69,0.929
2023-10-04,-3.5159999999999982,-1.8780000000000001,-1.812,0.6875
2023-10-05,-3.787999999999999,-2.166,-1.9899999999999998,0.45549999999999996
2023-10-06,-3.8899999999999983,-2.4130000000000003,-1.8939999999999997,0.274
2023-10-09,-4.049999999999999,-2.6315,-1.672,0.09300000000000001
2023-10-10,-3.973999999999998,-2.8235,-1.0899999999999999,-0.03599999999999999
2023-10-11,-3.9039999999999986,-3.0265,-0.564,-0.14999999999999997
2023-10-12,-3.637999999999998,-3.219,-0.13999999999999999,-0.33649999999999997
2023-10-13,-3.529999999999999,-3.396,-0.048,-0.48650000000000004
2023-10-16,-3.445999999999999,-3.5434999999999994,0.118,-0.591
2023-10-17,-3.4219999999999984,-3.689,0.186,-0.6849999999999999
2023-10-18,-3.383999999999999,-3.8225000000000002,-0.09600000000000002,-0.7985
2023-10-19,-3.5719999999999983,-3.8260000000000005,-0.426,-0.8724999999999999
2023-10-20,-3.8699999999999988,-3.8825000000000003,-0.8940000000000001,-0.9949999999999999
2023-10-23,-4.563999999999998,-3.996,-1.6,-1.1465
2023-10-24,-4.891999999999999,-3.9730000000000003,-2.164,-1.1895
2023-10-25,-5.377999999999998,-4.0455,-2.7340000000000004,-1.3015
2023-10-26,-6.0699999999999985,-4.267,-3.372,-1.482
2023-10-27,-6.557999999999998,-4.462,-3.85,-1.6715
2023-10-30,-6.783999999999999,-4.711,-4.069999999999999,-1.8060000000000003
2023-10-31,-7.097999999999997,-4.8465,-4.319999999999999,-1.847
2023-11-01,-7.147999999999999,-4.9535,-4.078,-1.8679999999999999
2023-11-02,-6.635999999999998,-4.979,-3.2439999999999998,-1.7954999999999999
2023-11-03,-6.097999999999998,-5.014,-2.15,-1.7355
2023-11-06,-5.465999999999998,-5.0649999999999995,-1.242,-1.6985000000000003
2023-11-07,-5.089999999999998,-5.125500000000001,-0.394,-1.673
2023-11-08,-4.805999999999999,-5.179,0.25,-1.6644999999999999
2023-11-09,-5.073999999999999,-5.337999999999999,0.388,-1.6635000000000002
2023-11-10,-5.223999999999998,-5.437499999999999,0.654,-1.56
2023-11-13,-5.599999999999999,-5.6035,0.8620000000000001,-1.5125000000000002
2023-11-14,-5.583999999999998,-5.666,1.4,-1.3695
2023-11-15,-5.483999999999998,-5.704,1.968,-1.1485
2023-11-16,-6.895999999999998,-6.169,2.7119999999999997,-0.8790000000000001
2023-11-17,-8.617999999999999,-6.6245,3.18,-0.5415000000000001
2023-11-20,-10.03,-6.970000000000001,3.822,-0.15700000000000008
2023-11-21,-11.946,-7.4295,4.026,0.17799999999999994
2023-11-22,-13.8,-7.8095,4.273999999999999,0.6034999999999999
2023-11-24,-13.685999999999998,-8.073,4.505999999999999,1.0905
2023-11-27,-13.626,-8.391499999999999,4.672,1.589
2023-11-28,-13.776,-8.718,4.704,2.0364999999999998
2023-11-29,-13.685999999999998,-9.0765,4.776000000000001,2.452
2023-11-30,-13.577999999999998,-9.417,4.837999999999999,2.8325
2023-12-01,-13.489999999999998,-9.7865,4.988,3.1485
2023-12-04,-13.395999999999997,-10.216000000000001,5.072,3.3945
2023-12-05,-13.315999999999997,-10.6805,5.130000000000001,3.6295
2023-12-06,-13.389999999999997,-11.1515,5.13,3.8329999999999997
2023-12-07,-13.382,-11.561,5.186,4.0665
2023-12-08,-13.411999999999997,-11.871,5.215999999999999,4.3555
2023-12-11,-12.933999999999997,-12.1435,5.418,4.585500000000001
2023-12-12,-12.435999999999998,-12.3895,5.7219999999999995,4.8445
2023-12-13,-11.727999999999998,-12.6875,6.362,5.0735
2023-12-14,-11.308,-13.017,6.9239999999999995,5.3055
2023-12-15,-10.777999999999999,-12.841500000000002,7.382000000000001,5.523
2023-12-18,-10.473999999999998,-12.6075,7.882,5.761
2023-12-19,-10.169999999999998,-12.4245,8.394,5.9875
2023-12-20,-10.129999999999999,-12.233500000000001,8.312,6.1450000000000005
2023-12-21,-10.037999999999998,-12.0765,8.341999999999999,6.3225
2023-12-22,-9.957999999999998,-11.9095,8.443999999999999,6.5075
2023-12-26,-9.943999999999999,-11.687000000000001,8.508,6.720000000000001
2023-12-27,-9.851999999999999,-11.4435,8.495999999999999,6.9355
2023-12-28,-9.607999999999999,-11.214,8.815999999999999,7.154999999999999
2023-12-29,-9.313999999999998,-11.0105,8.918000000000001,7.342499999999999
2024-01-02,-9.132,-10.819999999999999,8.836,7.469499999999999
2024-01-03,-9.017999999999997,-10.5925,8.553999999999998,7.5905000000000005
2024-01-04,-9.113999999999999,-10.392999999999999,8.18,7.698
2024-01-05,-9.222,-10.172,7.830000000000001,7.83
2024-01-08,-9.209999999999999,-9.967500000000001,7.8260000000000005,8.0025
2024-01-09,-9.424,-9.822999999999999,7.918000000000001,8.145
2024-01-10,-9.52,-9.739,8.256,8.3
2024-01-11,-9.389999999999999,-9.6315,8.648,8.429499999999999
2024-01-12,-9.299999999999997,-9.565000000000001,9.022,8.495000000000001
2024-01-16,-9.253999999999998,-9.453999999999999,9.036,8.5305
2024-01-17,-9.113999999999999,-9.407,8.996,8.5485
2024-01-18,-8.929999999999998,-9.353,8.995999999999999,8.578500000000002
2024-01-19,-8.629999999999999,-9.246500000000001,9.226,8.6375
2024-01-22,-8.185999999999998,-9.078999999999999,9.49,8.7895
2024-01-23,-7.7639999999999985,-8.885499999999999,9.872,8.913
2024-01-24,-7.399999999999999,-8.767500000000002,10.370000000000001,9.03
2024-01-25,-6.831999999999999,-8.575,10.812000000000001,9.1545
2024-01-26,-6.519999999999999,-8.4135,11.017999999999999,9.267999999999999
2024-01-29,-6.261999999999999,-8.2425,11.32,9.4155
2024-01-30,-6.089999999999998,-8.0795,11.552,9.5715
2024-01-31,-6.497999999999999,-8.108999999999998,11.459999999999999,9.686
2024-02-01,-7.237999999999998,-8.129999999999999,11.466,9.8825
2024-02-02,-7.909999999999999,-8.1125,11.674000000000001,10.141499999999999
2024-02-05,-8.871999999999998,-8.155,11.676,10.377
2024-02-06,-9.648,-8.189,11.748,10.552000000000001
2024-02-07,-9.758,-8.1925,12.272,10.7745
2024-02-08,-9.837999999999997,-8.2095,12.606,10.97
2024-02-09,-9.852,-8.228,12.852,11.1925
2024-02-12,-9.68,-8.25,13.157999999999998,11.411
2024-02-13,-9.802,-8.326,13.122,11.5735
2024-02-14,-9.617999999999999,-8.3185,13.132,11.808499999999999
2024-02-15,-9.935999999999998,-8.461,13.266,12.0375
2024-02-16,-10.543999999999999,-8.706500000000002,13.193999999999999,12.1845
2024-02-20,-11.159999999999998,-8.993500000000001,13.02,12.2935
2024-02-21,-11.578,-9.279500000000002,13.151999999999997,12.3935
2024-02-22,-12.191999999999998,-9.516499999999999,13.516,12.595
2024-02-23,-12.264,-9.818999999999999,13.754000000000001,12.773
2024-02-26,-12.277999999999999,-10.145999999999999,14.02,12.934999999999999
2024-02-27,-12.266,-10.4945,14.435999999999998,13.0725
2024-02-28,-12.415999999999999,-10.861,14.8,13.2055
2024-02-29,-12.487999999999998,-11.014,14.822,13.435500000000001
2024-03-01,-12.609999999999998,-11.162,14.986,13.653
2024-03-04,-12.307999999999998,-11.2455,15.2,13.8165
2024-03-05,-12.037999999999998,-11.286,15.152000000000001,13.941500000000001
2024-03-06,-11.599999999999998,-11.349,15.252,14.0815
2024-03-07,-11.37,-11.417,15.49,14.24
2024-03-08,-10.979999999999999,-11.447500000000002,15.442000000000002,14.362
2024-03-11,-10.59,-11.43,15.402000000000001,14.454000000000002
2024-03-12,-10.189999999999998,-11.413499999999999,15.788,14.599
2024-03-13,-9.854,-11.362,16.028,14.807999999999998
2024-03-14,-9.535999999999998,-11.3965,16.008000000000003,14.958999999999998
2024-03-15,-9.741999999999999,-11.399000000000001,15.989999999999998,15.043000000000001
2024-03-18,-10.084,-11.315,16.108,15.1825
2024-03-19,-10.417999999999997,-11.228,16.124000000000002,15.375
2024-03-20,-10.617999999999999,-11.122,16.33,15.602500000000001
2024-03-21,-10.585999999999999,-10.995000000000001,16.639999999999997,15.74
2024-03-22,-10.28,-10.903,16.998,15.854
2024-03-25,-10.132,-10.7785,17.19,15.975
2024-03-26,-9.983999999999998,-10.6575,17.23,16.073500000000003
2024-03-27,-9.905999999999999,-10.4945,17.268,16.2195
2024-03-28,-9.893999999999998,-10.3465,17.242,16.345
2024-04-01,-9.767999999999997,-10.192499999999999,17.216,16.411499999999997
2024-04-02,-9.849999999999998,-10.164,17.104,16.451
2024-04-03,-10.107999999999999,-10.175,17.06,16.5505
2024-04-04,-10.669999999999998,-10.262,16.608,16.558500000000002
2024-04-05,-11.126,-10.285499999999999,16.369999999999997,16.565
2024-04-08,-11.771999999999998,-10.3905,16.224,16.607
2024-04-09,-11.535999999999998,-10.4005,16.240000000000002,16.6605
2024-04-10,-11.366,-10.469000000000001,16.028,16.6105
2024-04-11,-10.853999999999997,-10.512,16.22,16.6065
2024-04-12,-10.876,-10.620500000000002,15.906,16.5395
2024-04-15,-10.876,-10.674,15.315999999999999,16.438499999999998
2024-04-16,-11.629999999999999,-10.787,14.658000000000001,16.298000000000002
2024-04-17,-12.142,-10.9,14.078,16.098999999999997
2024-04-18,-12.654,-11.020999999999999,13.296000000000001,15.847999999999999
2024-04-19,-12.713999999999999,-11.1525,12.626,15.535999999999998
2024-04-22,-12.749999999999998,-11.291500000000001,12.41,15.2915
2024-04-23,-12.604,-11.405000000000001,12.512,15.128499999999999
2024-04-24,-12.401999999999997,-11.5045,12.73,14.974
2024-04-25,-12.405999999999997,-11.645999999999999,12.904,14.757
2024-04-26,-12.572,-11.822,13.482,14.596
2024-04-29,-12.701999999999998,-12.025,13.952000000000002,14.4755
2024-04-30,-13.187999999999999,-12.239500000000001,13.785999999999998,14.298999999999998
2024-05-01,-13.683999999999997,-12.3985,13.52,14.088999999999999
2024-05-02,-14.107999999999999,-12.5055,13.55,13.992499999999998
2024-05-03,-14.327999999999998,-12.6225,13.632,13.911499999999998
2024-05-06,-14.521999999999997,-12.7125,13.862,13.885
2024-05-07,-14.363999999999999,-12.9465,14.482,13.8595
2024-05-08,-13.947999999999999,-13.044,15.219999999999999,13.887
2024-05-09,-13.589999999999998,-13.1895,15.884,13.9085
2024-05-10,-13.251999999999999,-13.2165,16.304000000000002,14.011000000000001
2024-05-13,-12.685999999999998,-13.165000000000001,16.497999999999998,14.180499999999999
2024-05-14,-12.085999999999999,-13.0605,16.77,14.3875
2024-05-15,-11.481999999999998,-12.879,17.322,14.698000000000002
2024-05-16,-11.283999999999997,-12.847,17.698,15.009
2024-05-17,-11.245999999999999,-12.8495,18.08,15.374500000000001
2024-05-20,-11.807999999999998,-12.929499999999999,18.484,15.699000000000002
2024-05-21,-12.533999999999999,-13.043000000000001,18.842000000000002,15.969999999999999
2024-05-22,-13.344,-13.114499999999998,18.848000000000003,16.2275
2024-05-23,-13.973999999999998,-13.238999999999999,18.726000000000003,16.4645
2024-05-24,-14.606,-13.358,18.726,16.685499999999998
2024-05-28,-14.913999999999998,-13.482499999999998,18.724,16.892000000000003
2024-05-29,-15.225999999999999,-13.5525,18.492,17.1465
2024-05-30,-15.701999999999998,-13.619,18.174,17.391
2024-05-31,-15.738,-13.6465,18.232,17.635
2024-06-03,-15.606,-13.6775,18.096,17.8015
2024-06-04,-15.144,-13.638000000000002,17.968,17.9185
2024-06-05,-15.113999999999999,-13.74,18.282000000000004,18.0965
2024-06-06,-15.021999999999997,-13.8875,18.747999999999998,18.273
2024-06-07,-15.209999999999997,-14.051499999999999,18.982,18.4095
2024-06-10,-15.498,-14.239,19.328,18.557499999999997
2024-06-11,-16.092,-14.489500000000001,19.7,18.719
2024-06-12,-16.237999999999996,-14.778,19.991999999999997,18.901999999999997
2024-06-13,-16.496,-15.141000000000002,20.332,19.0255
2024-06-14,-16.554,-15.369,20.722,19.1655
2024-06-17,-16.612,-15.5805,21.224,19.3435
2024-06-18,-16.54,-15.6725,21.736,19.532
2024-06-20,-16.139999999999997,-15.679499999999999,21.985999999999997,19.688
2024-06-21,-15.495999999999999,-15.678999999999998,22.137999999999998,19.848000000000003
2024-06-24,-14.913999999999998,-15.604000000000003,22.206,20.0355
2024-06-25,-14.297999999999998,-15.503499999999999,22.17,20.2045
2024-06-26,-13.973999999999998,-15.4375,22.094,20.3745
2024-06-27,-13.707999999999998,-15.3,22.116000000000003,20.594
2024-06-28,-13.627999999999997,-15.160500000000003,22.04,20.814500000000002
2024-07-01,-13.495999999999999,-15.0435,22.003999999999998,20.9785
2024-07-02,-13.489999999999998,-14.9745,22.006,21.182
2024-07-03,-13.361999999999998,-14.991999999999999,22.07,21.4
2024-07-05,-13.607999999999999,-14.923499999999999,22.218,21.578
2024-07-08,-14.089999999999998,-14.9275,22.535999999999998,21.7615
2024-07-09,-14.713999999999999,-14.919500000000003,22.898000000000003,21.9575
2024-07-10,-15.078,-14.869499999999999,23.326,22.1815
2024-07-11,-15.195999999999998,-14.768,23.5,22.35
2024-07-12,-14.929999999999998,-14.5965,23.678,22.4995
