Date,rate_C_5D,rate_C_20D,rate_VOO_5D,rate_VOO_20D
2022-03-31,-11.98,-11.3875,-1.636,-5.2325
2022-04-01,-13.268,-11.693,-1.614,-5.0075
2022-04-04,-14.154000000000002,-11.885,-1.566,-4.6135
2022-04-05,-15.596,-12.120000000000001,-1.9939999999999998,-4.2455
2022-04-06,-16.894,-12.52,-2.4899999999999998,-4.0395
2022-04-07,-17.852,-12.877,-2.596,-3.79
2022-04-08,-18.308,-13.112,-2.814,-3.496
2022-04-11,-19.01,-13.378,-3.5120000000000005,-3.2510000000000003
2022-04-12,-19.398000000000003,-13.729500000000002,-4.044,-3.119
2022-04-13,-19.516,-14.227500000000001,-4.176,-3.0345
2022-04-14,-19.234,-14.702499999999997,-4.630000000000001,-3.063
2022-04-18,-18.782,-15.0735,-5.034000000000001,-3.1420000000000003
2022-04-19,-18.036,-15.367500000000001,-4.822000000000001,-3.1475
2022-04-20,-17.164,-15.688000000000002,-4.556,-3.211
2022-04-21,-16.384,-15.955499999999997,-4.7780000000000005,-3.283
2022-04-22,-16.29,-16.339000000000002,-5.276,-3.5345
2022-04-25,-16.664,-16.755499999999998,-5.680000000000001,-3.7855000000000003
2022-04-26,-17.516000000000002,-17.179,-6.894,-4.1985
2022-04-27,-18.625999999999998,-17.696,-8.05,-4.661
2022-04-28,-19.452,-18.061500000000002,-8.485999999999999,-4.9825
2022-04-29,-20.41,-18.446499999999997,-9.08,-5.3955
2022-05-02,-21.052,-18.7015,-9.604,-5.7829999999999995
2022-05-03,-20.970000000000002,-18.883000000000003,-9.538,-6.1915
2022-05-04,-20.016,-18.801,-8.99,-6.410000000000001
2022-05-05,-19.486,-18.7095,-9.512,-6.7379999999999995
2022-05-06,-18.284,-18.554499999999997,-9.48,-7.1165
2022-05-09,-17.912,-18.6025,-10.168,-7.6215
2022-05-10,-18.340000000000003,-18.7155,-10.888,-8.0355
2022-05-11,-19.786,-18.898000000000003,-12.406,-8.500499999999999
2022-05-12,-21.292,-19.1535,-13.308000000000002,-9.021
2022-05-13,-22.552000000000003,-19.383999999999997,-13.709999999999999,-9.3865
2022-05-16,-23.324,-19.738,-13.622,-9.7685
2022-05-17,-22.588,-19.8535,-13.236,-10.139
2022-05-18,-22.058,-20.121499999999997,-13.262,-10.677
2022-05-19,-21.032000000000004,-20.3155,-13.388,-11.1735
2022-05-20,-20.358,-20.401,-13.901999999999997,-11.543000000000001
2022-05-23,-18.662,-20.2375,-14.040000000000001,-11.8585
2022-05-24,-18.140000000000004,-20.0095,-14.64,-12.075500000000002
2022-05-25,-17.060000000000002,-19.729999999999997,-14.416,-12.2685
2022-05-26,-15.681999999999999,-19.372999999999998,-13.745999999999999,-12.4885
2022-05-27,-14.446000000000002,-18.910000000000004,-12.65,-12.435500000000001
2022-05-31,-14.242,-18.535,-11.966,-12.449
2022-06-01,-14.248000000000001,-18.329,-11.245999999999999,-12.502500000000001
2022-06-02,-14.248000000000001,-18.288,-10.34,-12.606
2022-06-03,-15.044,-18.2625,-10.056000000000001,-12.624500000000001
2022-06-06,-15.668000000000001,-18.256,-10.154,-12.604
2022-06-07,-15.998000000000005,-18.056500000000003,-9.982,-12.4025
2022-06-08,-16.312,-17.822,-9.918000000000001,-12.26
2022-06-09,-17.102,-17.616999999999997,-10.59,-12.152
2022-06-10,-18.268,-17.5065,-11.475999999999999,-12.1665
2022-06-13,-20.106,-17.6445,-13.048000000000002,-12.438500000000001
2022-06-14,-22.084,-17.7465,-14.831999999999999,-12.705
2022-06-15,-23.316,-18.003999999999998,-16.194,-12.999500000000001
2022-06-16,-24.306000000000004,-18.179000000000002,-17.676,-13.255500000000001
2022-06-17,-24.688,-18.4205,-18.614,-13.472999999999999
2022-06-21,-23.956000000000003,-18.544,-18.532,-13.596
2022-06-22,-23.554000000000002,-18.969500000000004,-18.444,-13.806000000000001
2022-06-23,-23.952,-19.457,-18.416,-13.9435
2022-06-24,-23.640000000000004,-19.824,-17.356,-13.9905
2022-06-27,-23.218,-20.304499999999997,-16.4,-14.136499999999998
2022-06-28,-23.46,-20.7975,-16.184,-14.479499999999998
2022-06-29,-23.494,-21.2825,-15.992,-14.8125
2022-06-30,-23.610000000000003,-21.7975,-16.096,-15.156
2022-07-01,-23.798000000000002,-22.2115,-16.446,-15.517
2022-07-05,-24.058,-22.558,-16.706,-15.799000000000001
2022-07-06,-24.266000000000002,-22.947,-16.55,-16.0785
2022-07-07,-24.186,-23.3295,-16.096,-16.341
2022-07-08,-23.784,-23.6655,-15.524000000000001,-16.5575
2022-07-11,-24.002000000000002,-23.936500000000002,-15.395999999999997,-16.7185
2022-07-12,-24.158000000000005,-24.0305,-15.447999999999999,-16.792
2022-07-13,-24.370000000000005,-24.013,-15.632,-16.7245
2022-07-14,-25.276000000000003,-24.1275,-16.1,-16.658
2022-07-15,-24.250000000000004,-23.899,-16.252000000000002,-16.572
2022-07-18,-22.990000000000002,-23.607499999999998,-16.352,-16.3875
2022-07-19,-21.04,-23.1185,-15.857999999999999,-16.103
2022-07-20,-18.782000000000004,-22.7195,-15.184000000000001,-15.8875
2022-07-21,-16.036,-22.247999999999998,-14.296000000000001,-15.620999999999999
2022-07-22,-15.408000000000001,-21.762999999999998,-13.868,-15.434999999999999
2022-07-25,-14.728,-21.3795,-13.288,-15.370499999999998
2022-07-26,-14.966000000000003,-21.055500000000002,-13.352,-15.341
2022-07-27,-14.998000000000001,-20.604,-13.086000000000002,-15.113
2022-07-28,-15.116000000000003,-20.1535,-12.774,-14.8165
2022-07-29,-15.118,-19.64,-12.053999999999998,-14.4245
2022-08-01,-15.116000000000003,-19.209,-11.350000000000001,-14.0965
2022-08-02,-15.15,-18.8285,-10.53,-13.797
2022-08-03,-15.286000000000001,-18.359,-9.94,-13.460500000000001
2022-08-04,-15.466000000000003,-17.9735,-9.578,-13.187000000000001
2022-08-05,-15.444000000000003,-17.555,-9.496,-12.9175
2022-08-08,-15.554000000000002,-17.097,-9.425999999999998,-12.604000000000001
2022-08-09,-15.24,-16.598999999999997,-9.319999999999999,-12.265
2022-08-10,-14.886000000000001,-15.988,-9.162,-11.843
2022-08-11,-14.266000000000002,-15.221,-8.992,-11.41
2022-08-12,-13.658000000000001,-14.907,-8.581999999999999,-11.0
2022-08-15,-13.074000000000002,-14.618,-8.104000000000001,-10.542
2022-08-16,-12.606000000000002,-14.4905,-7.554,-10.189
2022-08-17,-12.476000000000003,-14.4115,-7.348000000000001,-9.884
2022-08-18,-12.574000000000002,-14.355500000000001,-7.104000000000001,-9.611999999999998
2022-08-19,-12.960000000000003,-14.295000000000002,-7.244,-9.344
2022-08-22,-13.574000000000002,-14.329500000000001,-7.696,-9.144
2022-08-23,-14.276000000000002,-14.318000000000001,-8.198,-8.9005
2022-08-24,-14.876000000000001,-14.381,-8.578,-8.757
2022-08-25,-15.200000000000003,-14.376500000000002,-8.822,-8.623999999999999
2022-08-26,-15.818000000000001,-14.469999999999999,-9.31,-8.658
2022-08-29,-16.228,-14.607499999999998,-9.620000000000001,-8.7115
2022-08-30,-16.638,-14.690000000000001,-10.028,-8.774999999999999
2022-08-31,-17.12,-14.839500000000001,-10.562,-8.9125
2022-09-01,-17.752000000000002,-14.947999999999999,-11.175999999999998,-9.0235
2022-09-02,-17.866000000000003,-15.075500000000002,-11.492,-9.157
2022-09-06,-18.024,-15.225,-11.768,-9.297
2022-09-07,-18.003999999999998,-15.381,-11.664,-9.361
2022-09-08,-17.536,-15.501999999999999,-11.366,-9.4635
2022-09-09,-16.910000000000004,-15.609,-10.912,-9.503499999999999
2022-09-12,-16.244,-15.722,-10.162,-9.552
2022-09-13,-16.044,-15.967500000000001,-10.129999999999999,-9.803500000000001
2022-09-14,-16.142000000000003,-16.265,-10.290000000000001,-10.045
2022-09-15,-16.624000000000002,-16.538999999999998,-10.74,-10.311499999999999
2022-09-16,-17.45,-16.828,-11.57,-10.620000000000001
2022-09-19,-18.294000000000004,-17.055500000000002,-12.453999999999999,-10.8545
2022-09-20,-18.864,-17.29,-12.774,-11.073
2022-09-21,-19.554,-17.5845,-13.45,-11.358
2022-09-22,-20.494,-17.9435,-14.080000000000002,-11.687000000000001
2022-09-23,-21.764000000000003,-18.469,-14.851999999999999,-12.127500000000001
2022-09-26,-23.494000000000003,-18.9745,-15.906,-12.503499999999999
2022-09-27,-25.032,-19.491,-16.812,-12.871
2022-09-28,-25.996000000000002,-19.924,-17.18,-13.146
2022-09-29,-27.05,-20.426,-17.748,-13.483500000000001
2022-09-30,-27.908000000000005,-21.008,-18.288,-13.905499999999998
2022-10-03,-27.912,-21.485999999999997,-18.168,-14.172500000000003
2022-10-04,-27.166000000000004,-21.7765,-17.518,-14.3085
2022-10-05,-26.880000000000003,-22.143,-17.14,-14.515
2022-10-06,-26.516000000000002,-22.671,-16.595999999999997,-14.791000000000002
2022-10-07,-26.201999999999998,-23.331,-16.264,-15.243500000000001
2022-10-10,-26.520000000000003,-24.055,-16.554,-15.770500000000002
2022-10-11,-27.842000000000002,-24.726000000000003,-17.436,-16.135
2022-10-12,-28.842000000000002,-25.317999999999998,-18.338,-16.526999999999997
2022-10-13,-28.874000000000002,-25.733500000000003,-18.654,-16.7695
2022-10-14,-28.522000000000002,-26.099,-18.878,-17.070500000000003
2022-10-17,-27.852000000000004,-26.444499999999998,-18.582,-17.3025
2022-10-18,-26.606,-26.6615,-17.99,-17.439
2022-10-19,-25.766000000000002,-26.871,-17.464,-17.530499999999996
2022-10-20,-25.778000000000002,-27.0545,-17.482,-17.619999999999997
2022-10-21,-25.43,-27.015500000000003,-16.747999999999998,-17.544500000000003
2022-10-24,-25.154000000000003,-26.859499999999997,-16.216,-17.380000000000003
2022-10-25,-24.756,-26.5925,-15.602,-17.1365
2022-10-26,-24.054,-26.385499999999997,-15.0,-16.9855
2022-10-27,-23.198,-26.091500000000003,-14.356,-16.772
2022-10-28,-22.562,-25.679000000000002,-13.709999999999999,-16.4
2022-10-31,-22.068,-25.398500000000002,-13.38,-16.183
2022-11-01,-21.658,-25.2155,-13.325999999999999,-16.0885
2022-11-02,-21.502000000000002,-25.041,-13.568000000000001,-16.0925
2022-11-03,-21.68,-24.8825,-13.892000000000001,-16.095999999999997
2022-11-04,-21.908,-24.6055,-14.372,-15.927000000000001
2022-11-07,-21.846000000000004,-24.229999999999997,-14.581999999999999,-15.690000000000001
2022-11-08,-21.878,-23.7245,-14.696000000000002,-15.4035
2022-11-09,-21.942,-23.316000000000003,-14.73,-15.1905
2022-11-10,-20.65,-22.826500000000003,-13.697999999999999,-14.857
2022-11-11,-18.944000000000003,-22.211000000000002,-12.734,-14.391
2022-11-14,-17.832,-21.725,-12.064,-14.060500000000001
2022-11-15,-16.848000000000003,-21.285000000000004,-11.342,-13.741499999999998
2022-11-16,-15.832000000000003,-20.8325,-10.412,-13.4275
2022-11-17,-15.892000000000001,-20.355,-10.426,-13.093
2022-11-18,-16.410000000000004,-19.956,-10.528,-12.836000000000002
2022-11-21,-16.458000000000002,-19.551000000000002,-10.552000000000001,-12.6445
2022-11-22,-16.378,-19.1905,-10.488000000000001,-12.463
2022-11-23,-16.39,-18.9165,-10.180000000000001,-12.2225
2022-11-25,-16.346000000000004,-18.642000000000003,-9.824,-11.96
2022-11-28,-16.75,-18.503,-9.825999999999999,-11.865
2022-11-29,-17.119999999999997,-18.314,-9.798,-11.749
2022-11-30,-17.356,-18.115000000000002,-9.464,-11.4975
2022-12-01,-17.392000000000003,-17.889000000000003,-9.198,-11.129999999999999
2022-12-02,-17.610000000000003,-17.624499999999998,-8.956,-10.725999999999999
2022-12-05,-18.016000000000002,-17.53,-8.748000000000001,-10.459
2022-12-06,-18.746000000000002,-17.539,-8.76,-10.2935
2022-12-07,-19.844,-17.6065,-9.344,-10.1595
2022-12-08,-20.82,-17.6085,-9.834,-9.906000000000002
2022-12-09,-21.572000000000003,-17.854999999999997,-10.424000000000001,-9.9075
2022-12-12,-21.528000000000002,-18.176,-10.454,-9.889
2022-12-13,-20.992,-18.329,-10.102,-9.803
2022-12-14,-20.560000000000002,-18.534499999999998,-9.824000000000002,-9.780000000000001
2022-12-15,-20.594,-18.799,-10.118,-9.8325
2022-12-16,-20.776000000000003,-19.076,-10.492,-9.924
2022-12-19,-21.400000000000002,-19.423499999999997,-11.258,-10.0715
2022-12-20,-22.34,-19.7995,-12.209999999999999,-10.2175
2022-12-21,-22.732000000000003,-20.122999999999998,-12.802000000000001,-10.3585
2022-12-22,-22.946000000000005,-20.438,-13.197999999999999,-10.587
2022-12-23,-22.974000000000004,-20.732999999999997,-13.294,-10.7915
2022-12-27,-22.816000000000003,-20.939999999999998,-13.309999999999999,-10.942499999999999
2022-12-28,-22.538,-21.154,-13.478,-11.1375
2022-12-29,-22.418,-21.3885,-13.602,-11.392999999999999
2022-12-30,-21.992,-21.588,-13.532,-11.6705
2023-01-03,-21.376,-21.674500000000002,-13.558000000000002,-11.942
2023-01-04,-20.400000000000002,-21.535999999999998,-13.398000000000001,-12.105
2023-01-05,-19.576,-21.3615,-13.216,-12.2515
2023-01-06,-18.742,-21.113,-12.948000000000002,-12.294
2023-01-09,-17.851999999999997,-20.846,-12.646,-12.3735
2023-01-10,-17.018,-20.536,-12.218,-12.3905
2023-01-11,-16.406000000000002,-20.2555,-11.690000000000001,-12.414
2023-01-12,-15.590000000000003,-20.011000000000003,-10.91,-12.4535
2023-01-13,-14.678,-19.642500000000002,-10.444,-12.449
2023-01-17,-13.710000000000003,-19.125,-9.992,-12.342
2023-01-18,-13.276000000000002,-18.661,-9.952,-12.255500000000001
2023-01-19,-13.046000000000003,-18.167,-10.256,-12.1635
2023-01-20,-12.346,-17.5125,-10.308,-11.978
2023-01-23,-11.626000000000001,-16.866,-10.213999999999999,-11.802
2023-01-24,-11.238000000000003,-16.198,-10.113999999999999,-11.571000000000002
2023-01-25,-10.376000000000001,-15.511500000000002,-9.72,-11.362
2023-01-26,-9.390000000000002,-14.810500000000001,-9.012,-11.089
2023-01-27,-9.122000000000003,-14.1585,-8.57,-10.751
2023-01-30,-9.202000000000002,-13.561999999999998,-8.568,-10.5435
2023-01-31,-8.922,-12.9305,-8.291999999999998,-10.261
2023-02-01,-8.796000000000001,-12.3665,-7.794,-9.921
2023-02-02,-8.748000000000001,-11.897499999999999,-7.231999999999999,-9.5475
2023-02-03,-9.016000000000002,-11.5185,-6.914,-9.175500000000001
2023-02-06,-9.278000000000002,-11.196,-6.473999999999999,-8.925
2023-02-07,-9.610000000000003,-10.870000000000001,-6.09,-8.622
2023-02-08,-9.950000000000003,-10.5995,-6.104,-8.3925
2023-02-09,-10.718,-10.4755,-6.5040000000000004,-8.251000000000001
2023-02-10,-11.010000000000002,-10.3735,-6.6739999999999995,-8.1165
2023-02-13,-10.962000000000002,-10.267,-6.564,-7.955
2023-02-14,-10.794,-10.141000000000002,-6.6579999999999995,-7.788500000000001
2023-02-15,-10.56,-9.9205,-6.531999999999999,-7.5375
2023-02-16,-10.046000000000003,-9.7255,-6.478,-7.3065
2023-02-17,-9.59,-9.6845,-6.5,-7.164500000000001
2023-02-21,-9.994000000000002,-9.859,-6.984,-7.147500000000001
2023-02-22,-10.542000000000002,-9.966999999999999,-7.4799999999999995,-7.13
2023-02-23,-11.044000000000002,-10.0875,-7.956,-7.096500000000001
2023-02-24,-11.49,-10.250499999999999,-8.379999999999999,-7.1485
2023-02-27,-11.822000000000003,-10.3595,-8.716,-7.2010000000000005
2023-02-28,-11.524000000000001,-10.439499999999999,-8.828,-7.2125
2023-03-01,-10.972000000000001,-10.4795,-8.937999999999999,-7.291500000000001
2023-03-02,-10.572000000000003,-10.5315,-9.001999999999999,-7.3985
2023-03-03,-9.778,-10.508000000000001,-8.663999999999998,-7.5065
2023-03-06,-9.142000000000001,-10.391,-8.358,-7.561999999999999
2023-03-07,-8.966000000000001,-10.361500000000001,-8.256,-7.6579999999999995
2023-03-08,-9.252000000000002,-10.389999999999999,-8.112,-7.797
2023-03-09,-10.226000000000003,-10.6005,-8.396,-7.971499999999999
2023-03-10,-11.616000000000003,-10.7325,-9.168000000000001,-8.1725
2023-03-13,-14.196000000000003,-11.1875,-9.985999999999999,-8.389999999999999
2023-03-14,-15.464000000000002,-11.487,-10.256,-8.581
2023-03-15,-17.496000000000002,-12.0655,-10.658,-8.797
2023-03-16,-18.526,-12.592,-10.453999999999999,-8.952
2023-03-17,-19.944,-13.206999999999999,-10.203999999999999,-9.104000000000001
2023-03-20,-20.170000000000005,-13.8325,-9.768,-9.206999999999999
2023-03-21,-20.982,-14.234,-9.384,-9.181000000000001
2023-03-22,-21.37,-14.772499999999999,-9.190000000000001,-9.2245
2023-03-23,-22.130000000000003,-15.363500000000002,-9.248000000000001,-9.275
2023-03-24,-22.532000000000004,-15.967499999999998,-9.069999999999999,-9.2765
2023-03-27,-22.29,-16.4495,-9.02,-9.283
2023-03-28,-22.238,-16.9125,-9.232000000000001,-9.282
2023-03-29,-21.45,-17.392,-8.894,-9.2135
2023-03-30,-20.528,-17.8525,-8.49,-9.147
2023-03-31,-19.198,-18.322499999999998,-7.8740000000000006,-9.079
2023-04-03,-18.444,-18.775,-7.19,-8.991000000000001
2023-04-04,-18.060000000000002,-19.186,-6.578,-8.8625
2023-04-05,-18.046,-19.5905,-6.264,-8.7515
2023-04-06,-18.042,-19.8065,-5.988,-8.545
2023-04-10,-18.096,-19.942500000000003,-5.9479999999999995,-8.274
2023-04-11,-17.922000000000004,-19.7065,-6.004,-7.9955
2023-04-12,-17.630000000000003,-19.7275,-6.029999999999999,-7.806
2023-04-13,-17.094,-19.490000000000002,-5.772,-7.529999999999999
2023-04-14,-15.794000000000002,-19.1235,-5.622,-7.337000000000001
2023-04-17,-14.680000000000001,-18.6265,-5.428,-7.08
2023-04-18,-13.668000000000001,-18.081,-5.224,-6.8595
2023-04-19,-12.443999999999999,-17.592999999999996,-4.948,-6.697
2023-04-20,-11.706000000000001,-17.074,-5.018000000000001,-6.487
2023-04-21,-11.894000000000002,-16.5645,-5.037999999999999,-6.2845
2023-04-24,-12.126000000000001,-16.025,-5.098000000000001,-6.087
2023-04-25,-12.894,-15.732,-5.42,-5.9595
2023-04-26,-14.144000000000002,-15.5695,-5.8100000000000005,-5.841500000000001
2023-04-27,-14.98,-15.4565,-5.786,-5.71
2023-04-28,-15.672000000000002,-15.3505,-5.638,-5.5715
2023-05-01,-16.232000000000003,-15.2835,-5.504,-5.4944999999999995
2023-05-02,-16.832,-15.328999999999999,-5.316,-5.4910000000000005
2023-05-03,-17.18,-15.3495,-5.176,-5.4910000000000005
2023-05-04,-17.858,-15.4095,-5.47,-5.5115
2023-05-05,-18.052000000000003,-15.353,-5.588,-5.471500000000001
2023-05-08,-18.364000000000004,-15.3505,-5.708,-5.4345
2023-05-09,-18.182000000000002,-15.394,-5.71,-5.4174999999999995
2023-05-10,-17.936,-15.425999999999998,-5.514,-5.362
2023-05-11,-17.540000000000003,-15.521,-5.218000000000001,-5.372999999999999
2023-05-12,-17.846,-15.866,-5.258,-5.3805000000000005
2023-05-15,-17.954,-16.169,-5.244,-5.3885
2023-05-16,-18.392000000000003,-16.575,-5.274,-5.430000000000001
2023-05-17,-18.140000000000004,-16.85,-5.166,-5.416500000000001
2023-05-18,-18.012000000000004,-17.0975,-4.85,-5.331
2023-05-19,-17.922000000000004,-17.373,-4.54,-5.255999999999999
2023-05-22,-18.014000000000003,-17.641,-4.28,-5.184
2023-05-23,-17.79,-17.799,-4.109999999999999,-5.1025
2023-05-24,-18.708000000000002,-17.991,-4.3,-5.039
2023-05-25,-19.474,-18.221,-4.51,-5.012
2023-05-26,-19.866000000000003,-18.4215,-4.446,-4.958
2023-05-30,-20.254,-18.6465,-4.388,-4.905
2023-05-31,-20.818,-18.7955,-4.220000000000001,-4.8285
2023-06-01,-20.61,-18.8485,-3.716,-4.674
2023-06-02,-19.788,-18.7035,-3.096,-4.4185
2023-06-05,-19.128,-18.6905,-2.758,-4.250500000000001
2023-06-06,-18.152,-18.5935,-2.386,-4.0745
2023-06-07,-16.762,-18.4405,-1.9760000000000002,-3.8950000000000005
2023-06-08,-15.608,-18.2665,-1.6440000000000001,-3.7065000000000006
2023-06-09,-14.904000000000002,-18.0445,-1.558,-3.5035000000000003
2023-06-12,-14.116,-17.758000000000003,-1.254,-3.2495
2023-06-13,-13.594000000000003,-17.5035,-0.86,-2.9785
2023-06-14,-13.512,-17.2205,-0.388,-2.6735
2023-06-15,-13.348000000000003,-17.0685,0.22200000000000003,-2.3594999999999997
2023-06-16,-13.388000000000002,-16.8885,0.7260000000000001,-2.1095
2023-06-20,-13.688000000000002,-16.6995,0.958,-1.875
2023-06-21,-14.144,-16.536,0.9520000000000002,-1.6705
2023-06-22,-14.718,-16.452499999999997,1.004,-1.395
2023-06-23,-15.622000000000003,-16.297,0.652,-1.1215
2023-06-26,-16.316000000000003,-16.099,0.292,-0.909
2023-06-27,-16.748,-15.919999999999998,0.242,-0.7030000000000001
2023-06-28,-17.168000000000003,-15.764499999999998,0.30999999999999994,-0.496
2023-06-29,-17.288000000000004,-15.569999999999999,0.304,-0.26400000000000007
2023-06-30,-17.282000000000004,-15.465,0.682,-0.022
2023-07-03,-17.036,-15.410999999999998,1.1720000000000002,0.158
2023-07-05,-16.826,-15.344500000000002,1.4,0.3365
2023-07-06,-17.058000000000003,-15.491,1.456,0.46449999999999997
2023-07-07,-17.186,-15.675999999999998,1.468,0.597
2023-07-10,-17.247999999999998,-15.875,1.3,0.7140000000000001
2023-07-11,-17.322,-16.0155,1.23,0.8550000000000001
2023-07-12,-17.112000000000002,-16.0935,1.3619999999999999,0.9904999999999999
2023-07-13,-16.294,-16.166000000000004,1.8199999999999998,1.1345
2023-07-14,-16.29,-16.3705,2.308,1.2710000000000001
2023-07-17,-16.080000000000002,-16.558,2.812,1.3615
2023-07-18,-15.904,-16.6445,3.344,1.5095
2023-07-19,-15.854000000000003,-16.634999999999998,3.7619999999999996,1.6915
2023-07-20,-15.948000000000002,-16.616999999999997,3.882,1.8669999999999998
2023-07-21,-15.484,-16.562,4.0200000000000005,2.025
2023-07-24,-14.984000000000004,-16.398500000000002,4.1739999999999995,2.242
2023-07-25,-14.960000000000003,-16.305500000000002,4.224,2.4925
2023-07-26,-14.970000000000002,-16.1905,4.234,2.6895
2023-07-27,-14.802000000000001,-16.0255,4.26,2.8545000000000003
2023-07-28,-14.672000000000002,-15.908000000000001,4.454,3.0625
2023-07-31,-14.672000000000002,-15.745999999999999,4.595999999999999,3.2205
2023-08-01,-14.618,-15.701000000000002,4.616,3.3534999999999995
2023-08-02,-14.974,-15.727499999999997,4.406000000000001,3.441
2023-08-03,-15.506,-15.6375,4.27,3.558
2023-08-04,-16.046,-15.623000000000001,3.886,3.6670000000000003
2023-08-07,-16.630000000000003,-15.591500000000002,3.6100000000000003,3.7979999999999996
2023-08-08,-17.244000000000003,-15.6815,3.342,3.8815
2023-08-09,-17.786,-15.895999999999997,3.2060000000000004,3.9019999999999997
2023-08-10,-18.318,-16.143499999999996,3.1220000000000003,3.8835
2023-08-11,-18.612000000000002,-16.203500000000002,3.104,3.8659999999999997
2023-08-14,-19.076,-16.3405,3.024,3.851
2023-08-15,-19.582,-16.601000000000003,2.848,3.7574999999999994
2023-08-16,-20.036,-16.941499999999998,2.666,3.6279999999999992
2023-08-17,-20.508000000000003,-17.2835,2.366,3.5044999999999993
2023-08-18,-21.094,-17.606,2.09,3.3835
2023-08-21,-21.6,-17.9945,1.8239999999999998,3.2634999999999996
2023-08-22,-22.142000000000003,-18.3965,1.6780000000000002,3.1209999999999996
2023-08-23,-22.528000000000002,-18.831,1.7759999999999998,3.0134999999999996
2023-08-24,-22.87,-19.300500000000003,1.8039999999999998,2.8905
2023-08-25,-23.12,-19.718,1.908,2.747
2023-08-28,-23.304000000000002,-20.1525,2.0100000000000002,2.617
2023-08-29,-23.131999999999998,-20.525,2.3440000000000003,2.553
2023-08-30,-23.060000000000002,-20.8525,2.59,2.5595
2023-08-31,-23.008000000000003,-21.176,3.0,2.573
2023-09-01,-22.832,-21.414499999999997,3.336,2.6094999999999997
