Date,rate_BR,rate_BR_5D,rate_BR_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-21,-11.49,-11.004000000000001,-11.576,-5.3,-5.037999999999999,-6.2845
2023-04-24,-10.88,-11.17,-11.439,-5.18,-5.098000000000001,-6.087
2023-04-25,-13.02,-11.736,-11.419,-6.43,-5.42,-5.9595
2023-04-26,-13.79,-12.266,-11.4285,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-11.6,-12.155999999999999,-11.4,-5.24,-5.786,-5.71
2023-04-28,-10.44,-11.946000000000002,-11.378499999999999,-4.56,-5.638,-5.5715
2023-05-01,-10.96,-11.962,-11.4275,-4.51,-5.504,-5.4944999999999995
2023-05-02,-5.45,-10.448,-11.171,-5.49,-5.316,-5.4910000000000005
2023-05-03,-4.34,-8.558000000000002,-10.808499999999999,-6.08,-5.176,-5.4910000000000005
2023-05-04,-5.57,-7.352000000000001,-10.427499999999998,-6.71,-5.47,-5.5115
2023-05-05,-5.68,-6.4,-10.061499999999999,-5.15,-5.588,-5.471500000000001
2023-05-08,-5.87,-5.382,-9.729000000000001,-5.11,-5.708,-5.4345
2023-05-09,-5.88,-5.468,-9.4595,-5.5,-5.71,-5.4174999999999995
2023-05-10,-4.47,-5.494,-9.1645,-5.1,-5.514,-5.362
2023-05-11,-4.57,-5.294,-8.905999999999999,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-4.65,-5.088,-8.6095,-5.35,-5.258,-5.3805000000000005
2023-05-15,-4.72,-4.858,-8.343,-5.04,-5.244,-5.3885
2023-05-16,-5.9,-4.862,-8.128499999999999,-5.65,-5.274,-5.430000000000001
2023-05-17,-5.77,-5.122000000000001,-7.860000000000001,-4.56,-5.166,-5.416500000000001
2023-05-18,-4.88,-5.183999999999999,-7.4965,-3.65,-4.85,-5.331
2023-05-19,-5.44,-5.3420000000000005,-7.194,-3.8,-4.54,-5.255999999999999
2023-05-22,-5.17,-5.432,-6.908499999999999,-3.74,-4.28,-5.184
2023-05-23,-6.76,-5.604,-6.5954999999999995,-4.8,-4.109999999999999,-5.1025
2023-05-24,-7.43,-5.936,-6.2775,-5.51,-4.3,-5.039
2023-05-25,-8.56,-6.672,-6.125500000000001,-4.7,-4.51,-5.012
2023-05-26,-7.69,-7.122,-5.988,-3.48,-4.446,-4.958
2023-05-30,-8.8,-7.848000000000001,-5.88,-3.45,-4.388,-4.905
2023-05-31,-9.45,-8.386000000000001,-6.08,-3.96,-4.220000000000001,-4.8285
2023-06-01,-7.89,-8.478,-6.2575,-2.99,-3.716,-4.674
2023-06-02,-5.31,-7.828,-6.2445,-1.6,-3.096,-4.4185
2023-06-05,-5.13,-7.316,-6.2170000000000005,-1.79,-2.758,-4.250500000000001
2023-06-06,-4.66,-6.4879999999999995,-6.156499999999999,-1.59,-2.386,-4.0745
2023-06-07,-4.88,-5.574,-6.1065000000000005,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-4.85,-4.965999999999999,-6.125500000000001,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-4.94,-4.892,-6.144,-1.17,-1.558,-3.5035000000000003
2023-06-12,-4.66,-4.798,-6.144499999999999,-0.27,-1.254,-3.2495
2023-06-13,-2.53,-4.372,-6.034999999999999,0.38,-0.86,-2.9785
2023-06-14,-2.74,-3.944,-5.877000000000001,0.45,-0.388,-2.6735
2023-06-15,-1.35,-3.2439999999999998,-5.656000000000001,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-0.68,-2.392,-5.446,1.35,0.7260000000000001,-2.1095
2023-06-20,-1.92,-1.844,-5.2700000000000005,0.89,0.958,-1.875
2023-06-21,-1.36,-1.61,-5.0795,0.35,0.9520000000000002,-1.6705
2023-06-22,-2.06,-1.4740000000000002,-4.8445,0.71,1.004,-1.395
2023-06-23,-2.39,-1.682,-4.592499999999999,-0.04,0.652,-1.1215
2023-06-26,-1.22,-1.7900000000000003,-4.225499999999999,-0.45,0.292,-0.909
2023-06-27,-0.39,-1.4840000000000002,-3.8604999999999996,0.64,0.242,-0.7030000000000001
2023-06-28,-0.27,-1.2660000000000002,-3.434,0.69,0.30999999999999994,-0.496
2023-06-29,0.54,-0.746,-2.9345,0.68,0.304,-0.26400000000000007
2023-06-30,1.76,0.08399999999999999,-2.452,1.85,0.682,-0.022
2023-07-03,0.83,0.49399999999999994,-2.1450000000000005,2.0,1.1720000000000002,0.158
2023-07-05,0.86,0.744,-1.8455000000000001,1.78,1.4,0.3365
2023-07-06,0.62,0.922,-1.5815,0.97,1.456,0.46449999999999997
2023-07-07,0.5,0.914,-1.3125,0.74,1.468,0.597
2023-07-10,1.55,0.8719999999999999,-0.9925,1.01,1.3,0.7140000000000001
2023-07-11,2.14,1.134,-0.6385,1.65,1.23,0.8550000000000001
2023-07-12,2.2,1.4020000000000001,-0.2955,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,2.94,1.866,-0.02200000000000004,3.26,1.8199999999999998,1.1345
2023-07-14,2.97,2.3600000000000003,0.26349999999999996,3.18,2.308,1.2710000000000001
2023-07-17,2.33,2.516,0.44749999999999995,3.53,2.812,1.3615
2023-07-18,2.67,2.6220000000000003,0.615,4.31,3.344,1.5095
2023-07-19,3.97,2.976,0.9094999999999999,4.53,3.7619999999999996,1.6915
2023-07-20,3.71,3.13,1.1629999999999998,3.86,3.882,1.8669999999999998
2023-07-21,4.06,3.3480000000000003,1.469,3.87,4.0200000000000005,2.025
2023-07-24,4.08,3.6980000000000004,1.7925,4.3,4.1739999999999995,2.242
2023-07-25,4.79,4.122,2.093,4.56,4.224,2.4925
2023-07-26,5.32,4.392,2.3785,4.58,4.234,2.6895
2023-07-27,4.05,4.46,2.5945,3.99,4.26,2.8545000000000003
2023-07-28,2.89,4.226000000000001,2.7119999999999997,4.84,4.454,3.0625
2023-07-31,2.95,4.0,2.7715,5.01,4.595999999999999,3.2205
2023-08-01,3.06,3.654000000000001,2.883,4.66,4.616,3.3534999999999995
2023-08-02,2.17,3.024,2.9485,3.53,4.406000000000001,3.441
2023-08-03,1.71,2.556,3.0029999999999997,3.31,4.27,3.558
2023-08-04,1.6,2.298,3.058,2.92,3.886,3.6670000000000003
2023-08-07,1.85,2.0780000000000003,3.073,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,6.68,2.802,3.3,3.32,3.342,3.8815
2023-08-09,7.46,3.8600000000000003,3.5629999999999997,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,7.81,5.08,3.8064999999999998,2.89,3.1220000000000003,3.8835
2023-08-11,8.96,6.552000000000001,4.106,2.83,3.104,3.8659999999999997
2023-08-14,9.37,8.056000000000001,4.458,3.23,3.024,3.851
2023-08-15,8.56,8.431999999999999,4.7524999999999995,2.44,2.848,3.7574999999999994
2023-08-16,8.77,8.693999999999999,4.9925,1.94,2.666,3.6279999999999992
2023-08-17,7.63,8.658,5.1884999999999994,1.39,2.366,3.5044999999999993
2023-08-18,7.81,8.427999999999999,5.376,1.45,2.09,3.3835
2023-08-21,7.37,8.028,5.5405,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,7.31,7.7780000000000005,5.6665,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,9.21,7.866,5.861,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,9.21,8.182,6.119,1.53,1.8039999999999998,2.8905
2023-08-25,9.69,8.558,6.4590000000000005,1.97,1.908,2.747
2023-08-28,10.64,9.212,6.843500000000001,2.41,2.0100000000000002,2.617
2023-08-29,10.67,9.884,7.223999999999999,3.38,2.3440000000000003,2.553
2023-08-30,10.79,10.2,7.654999999999999,3.66,2.59,2.5595
2023-08-31,10.67,10.491999999999999,8.103,3.58,3.0,2.573
2023-09-01,10.76,10.706,8.561,3.65,3.336,2.6094999999999997
2023-09-05,10.75,10.728,9.006,3.35,3.524,2.5955
2023-09-06,9.81,10.556000000000001,9.1625,2.76,3.4,2.5675
2023-09-07,10.6,10.517999999999999,9.3195,2.49,3.166,2.5495
2023-09-08,10.87,10.558000000000002,9.4725,2.62,2.974,2.5360000000000005
2023-09-11,11.44,10.693999999999999,9.5965,3.26,2.896,2.5575
2023-09-12,11.38,10.819999999999999,9.697,2.72,2.77,2.532
2023-09-13,11.17,11.091999999999999,9.8275,2.84,2.786,2.5520000000000005
2023-09-14,11.14,11.2,9.946,3.7,3.028,2.6399999999999997
2023-09-15,10.23,11.072,10.076,2.45,2.9939999999999998,2.693
2023-09-18,10.18,10.82,10.1945,2.56,2.854,2.7485
2023-09-19,10.54,10.652,10.353,2.36,2.782,2.7715000000000005
2023-09-20,9.96,10.41,10.485499999999998,1.42,2.498,2.757
2023-09-21,9.52,10.086,10.501000000000001,-0.2,1.718,2.6255
2023-09-22,9.86,10.011999999999999,10.5335,-0.44,1.1400000000000001,2.527
2023-09-25,10.24,10.024,10.561,-0.03,0.622,2.4270000000000005
2023-09-26,8.65,9.645999999999999,10.4615,-1.48,-0.146,2.2325
2023-09-27,8.21,9.296,10.3385,-1.46,-0.722,1.9904999999999997
2023-09-28,8.09,9.010000000000002,10.203500000000002,-1.26,-0.9339999999999999,1.7445
2023-09-29,7.07,8.452000000000002,10.0235,-1.49,-1.1440000000000001,1.491
2023-10-02,5.88,7.58,9.7795,-1.47,-1.432,1.2349999999999999
2023-10-03,5.18,6.886,9.501000000000001,-2.77,-1.69,0.929
2023-10-04,7.24,6.692,9.372499999999999,-2.07,-1.812,0.6875
2023-10-05,7.17,6.508,9.201,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,7.37,6.568,9.026,-1.01,-1.8939999999999997,0.274
2023-10-09,8.6,7.112,8.884,-0.36,-1.672,0.09300000000000001
2023-10-10,8.35,7.7459999999999996,8.7325,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,8.88,8.074000000000002,8.617999999999999,0.56,-0.564,-0.14999999999999997
2023-10-12,8.21,8.282,8.4715,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,6.17,8.042,8.2685,-0.55,-0.048,-0.48650000000000004
2023-10-16,7.28,7.7780000000000005,8.1235,0.47,0.118,-0.591
2023-10-17,8.16,7.74,8.004499999999998,0.48,0.186,-0.6849999999999999
2023-10-18,6.13,7.19,7.813000000000001,-0.85,-0.09600000000000002,-0.7985
2023-10-19,5.12,6.572,7.593000000000001,-1.68,-0.426,-0.8724999999999999
2023-10-20,3.53,6.044,7.2765,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,3.22,5.232,6.9254999999999995,-3.06,-1.6,-1.1465
2023-10-24,3.34,4.268,6.659999999999999,-2.34,-2.164,-1.1895
2023-10-25,1.65,3.372,6.332,-3.7,-2.7340000000000004,-1.3015
2023-10-26,1.26,2.6,5.9905,-4.87,-3.372,-1.482
2023-10-27,0.11,1.916,5.6425,-5.28,-3.85,-1.6715
2023-10-30,1.35,1.542,5.4159999999999995,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,2.04,1.282,5.259,-3.59,-4.319999999999999,-1.847
2023-11-01,1.94,1.3399999999999999,4.994,-2.49,-4.078,-1.8679999999999999
2023-11-02,6.74,2.436,4.972499999999999,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,5.76,3.566,4.892,0.19,-2.15,-1.7355
2023-11-06,5.88,4.4719999999999995,4.755999999999999,0.38,-1.242,-1.6985000000000003
2023-11-07,5.63,5.1899999999999995,4.62,0.65,-0.394,-1.673
2023-11-08,6.24,6.05,4.488,0.73,0.25,-1.6644999999999999
2023-11-09,5.21,5.744,4.338,-0.01,0.388,-1.6635000000000002
2023-11-10,5.76,5.744000000000001,4.3175,1.52,0.654,-1.56
2023-11-13,6.16,5.8,4.2615,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,8.05,6.284000000000001,4.256,3.34,1.4,-1.3695
2023-11-15,7.64,6.564,4.3315,3.57,1.968,-1.1485
2023-11-16,8.17,7.156000000000001,4.484,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,9.05,7.814,4.76,3.86,3.18,-0.5415000000000001
2023-11-20,9.64,8.510000000000002,5.081,4.63,3.822,-0.15700000000000008
2023-11-21,10.56,9.012,5.442,4.36,4.026,0.17799999999999994
2023-11-22,11.42,9.768,5.9305,4.81,4.273999999999999,0.6034999999999999
2023-11-24,11.35,10.404,6.435,4.87,4.505999999999999,1.0905
2023-11-27,11.96,10.986,7.027499999999999,4.69,4.672,1.589
2023-11-28,12.52,11.562000000000001,7.586,4.79,4.704,2.0364999999999998
2023-11-29,13.75,12.2,8.1715,4.72,4.776000000000001,2.452
2023-11-30,15.63,13.041999999999998,8.856,5.12,4.837999999999999,2.8325
2023-12-01,16.26,14.024000000000001,9.331999999999999,5.62,4.988,3.1485
2023-12-04,16.1,14.852,9.849,5.11,5.072,3.3945
2023-12-05,15.64,15.475999999999999,10.337,5.08,5.130000000000001,3.6295
2023-12-06,13.91,15.508000000000001,10.751000000000001,4.72,5.13,3.8329999999999997
2023-12-07,14.28,15.238000000000003,11.153,5.4,5.186,4.0665
2023-12-08,13.9,14.766,11.5875,5.77,5.215999999999999,4.3555
2023-12-11,13.74,14.294,11.986500000000001,6.12,5.418,4.585500000000001
2023-12-12,15.12,14.190000000000001,12.4345,6.6,5.7219999999999995,4.8445
2023-12-13,14.85,14.378,12.7745,7.92,6.362,5.0735
2023-12-14,15.02,14.526,13.1435,8.21,6.9239999999999995,5.3055
2023-12-15,15.07,14.76,13.488499999999998,8.06,7.382000000000001,5.523
2023-12-18,16.56,15.324000000000002,13.863999999999999,8.62,7.882,5.761
2023-12-19,16.71,15.642,14.217500000000001,9.16,8.394,5.9875
2023-12-20,16.38,15.947999999999999,14.508500000000002,7.51,8.312,6.1450000000000005
2023-12-21,16.38,16.22,14.756499999999999,8.36,8.341999999999999,6.3225
2023-12-22,18.04,16.814,15.091,8.57,8.443999999999999,6.5075
2023-12-26,19.22,17.345999999999997,15.453999999999999,8.94,8.508,6.720000000000001
2023-12-27,20.35,18.074,15.845499999999998,9.1,8.495999999999999,6.9355
2023-12-28,21.14,19.026,16.215,9.11,8.815999999999999,7.154999999999999
2023-12-29,21.1,19.970000000000002,16.4885,8.87,8.918000000000001,7.342499999999999
2024-01-02,17.82,19.926,16.5665,8.16,8.836,7.469499999999999
2024-01-03,16.54,19.39,16.5885,7.53,8.553999999999998,7.5905000000000005
2024-01-04,16.52,18.624,16.6325,7.23,8.18,7.698
2024-01-05,16.11,17.618,16.7425,7.36,7.830000000000001,7.83
2024-01-08,18.2,17.038,16.938499999999998,8.85,7.8260000000000005,8.0025
2024-01-09,18.2,17.114,17.1535,8.62,7.918000000000001,8.145
2024-01-10,19.35,17.676,17.434,9.22,8.256,8.3
2024-01-11,18.91,18.154000000000003,17.6235,9.19,8.648,8.429499999999999
2024-01-12,19.71,18.874000000000002,17.8665,9.23,9.022,8.495000000000001
2024-01-16,19.46,19.125999999999998,18.0885,8.92,9.036,8.5305
2024-01-17,19.34,19.354,18.302,8.42,8.996,8.5485
2024-01-18,18.92,19.268,18.42,9.22,8.995999999999999,8.578500000000002
2024-01-19,21.05,19.696000000000005,18.637,10.34,9.226,8.6375
2024-01-22,21.91,20.136000000000003,18.9135,10.55,9.49,8.7895
2024-01-23,21.88,20.619999999999997,19.188499999999998,10.83,9.872,8.913
2024-01-24,21.73,21.098000000000003,19.373,10.91,10.370000000000001,9.03
2024-01-25,23.0,21.914,19.562,11.43,10.812000000000001,9.1545
2024-01-26,22.78,22.26,19.6835,11.37,11.017999999999999,9.267999999999999
2024-01-29,22.95,22.468,19.774,12.06,11.32,9.4155
2024-01-30,23.41,22.774,19.8895,11.99,11.552,9.5715
2024-01-31,20.63,22.554,20.03,10.45,11.459999999999999,9.686
2024-02-01,18.79,21.712,20.142500000000002,11.46,11.466,9.8825
2024-02-02,18.86,20.927999999999997,20.259500000000003,12.41,11.674000000000001,10.141499999999999
2024-02-05,16.84,19.706,20.296,12.07,11.676,10.377
2024-02-06,17.2,18.464,20.246000000000002,12.35,11.748,10.552000000000001
2024-02-07,16.86,17.71,20.179,13.07,12.272,10.7745
2024-02-08,17.29,17.409999999999997,20.076,13.13,12.606,10.97
2024-02-09,17.28,17.094,19.9945,13.64,12.852,11.1925
2024-02-12,16.5,17.026,19.834,13.6,13.157999999999998,11.411
2024-02-13,14.12,16.41,19.567,12.17,13.122,11.5735
2024-02-14,15.82,16.202,19.391,13.12,13.132,11.808499999999999
2024-02-15,16.89,16.122,19.289499999999997,13.8,13.266,12.0375
2024-02-16,16.66,15.998,19.07,13.28,13.193999999999999,12.1845
2024-02-20,15.06,15.709999999999999,18.7275,12.73,13.02,12.2935
2024-02-21,15.88,16.062,18.427500000000002,12.83,13.151999999999997,12.3935
2024-02-22,17.78,16.454,18.229999999999997,14.94,13.516,12.595
2024-02-23,18.74,16.824,18.017,14.99,13.754000000000001,12.773
2024-02-26,18.69,17.23,17.8125,14.61,14.02,12.934999999999999
2024-02-27,17.88,17.794,17.558999999999997,14.81,14.435999999999998,13.0725
2024-02-28,18.72,18.362000000000002,17.3245,14.65,14.8,13.2055
2024-02-29,19.97,18.8,17.2915,15.05,14.822,13.435500000000001
2024-03-01,19.71,18.994,17.3375,15.81,14.986,13.653
2024-03-04,20.75,19.406,17.432,15.68,15.2,13.8165
2024-03-05,18.23,19.476,17.5015,14.57,15.152000000000001,13.941500000000001
2024-03-06,19.28,19.588,17.6055,15.15,15.252,14.0815
2024-03-07,20.37,19.668,17.781,16.24,15.49,14.24
2024-03-08,19.59,19.644,17.896,15.57,15.442000000000002,14.362
2024-03-11,18.9,19.274,17.977,15.48,15.402000000000001,14.454000000000002
2024-03-12,19.86,19.6,18.145,16.5,15.788,14.599
2024-03-13,19.26,19.596,18.402,16.35,16.028,14.807999999999998
2024-03-14,17.37,18.996000000000002,18.4795,16.14,16.008000000000003,14.958999999999998
2024-03-15,17.65,18.607999999999997,18.517500000000002,15.48,15.989999999999998,15.043000000000001
2024-03-18,17.23,18.273999999999997,18.546,16.07,16.108,15.1825
2024-03-19,18.84,18.07,18.735,16.58,16.124000000000002,15.375
2024-03-20,19.96,18.21,18.939,17.38,16.33,15.602500000000001
2024-03-21,21.06,18.948,19.103,17.69,16.639999999999997,15.74
2024-03-22,19.58,19.334,19.145000000000003,17.27,16.998,15.854
2024-03-25,18.9,19.668,19.1555,17.03,17.19,15.975
2024-03-26,18.53,19.606,19.188,16.78,17.23,16.073500000000003
2024-03-27,19.77,19.567999999999998,19.2405,17.57,17.268,16.2195
2024-03-28,20.37,19.43,19.2605,17.56,17.242,16.345
2024-04-01,19.08,19.330000000000002,19.229,17.14,17.216,16.411499999999997
2024-04-02,18.7,19.29,19.1265,16.47,17.104,16.451
2024-04-03,16.91,18.966,19.0605,16.56,17.06,16.5505
2024-04-04,16.4,18.291999999999998,18.9165,15.31,16.608,16.558500000000002
2024-04-05,18.8,17.977999999999998,18.838,16.37,16.369999999999997,16.565
2024-04-08,20.03,18.168,18.86,16.41,16.224,16.607
2024-04-09,21.4,18.708000000000002,18.985,16.55,16.240000000000002,16.6605
2024-04-10,19.27,19.18,18.9555,15.5,16.028,16.6105
2024-04-11,17.64,19.428,18.874499999999998,16.27,16.22,16.6065
2024-04-12,16.52,18.972,18.832,14.8,15.906,16.5395
2024-04-15,14.69,17.904000000000003,18.684,13.46,15.315999999999999,16.438499999999998
2024-04-16,13.49,16.322,18.496999999999996,13.26,14.658000000000001,16.298000000000002
2024-04-17,13.4,15.148000000000001,18.225,12.6,14.078,16.098999999999997
2024-04-18,13.12,14.244,17.883000000000003,12.36,13.296000000000001,15.847999999999999
2024-04-19,13.36,13.612,17.498,11.45,12.626,15.535999999999998
2024-04-22,13.85,13.443999999999999,17.211499999999997,12.38,12.41,15.2915
2024-04-23,14.83,13.712,17.008,13.77,12.512,15.128499999999999
2024-04-24,14.35,13.902000000000001,16.799,13.69,12.73,14.974
2024-04-25,14.63,14.203999999999999,16.541999999999998,13.23,12.904,14.757
2024-04-26,13.8,14.291999999999998,16.2135,14.34,13.482,14.596
2024-04-29,15.05,14.532,16.012,14.73,13.952000000000002,14.4755
2024-04-30,13.37,14.24,15.745500000000002,12.94,13.785999999999998,14.298999999999998
2024-05-01,13.16,14.002,15.557999999999998,12.36,13.52,14.088999999999999
2024-05-02,14.26,13.928,15.450999999999999,13.38,13.55,13.992499999999998
2024-05-03,16.26,14.420000000000002,15.324000000000002,14.75,13.632,13.911499999999998
2024-05-06,17.31,14.872,15.187999999999999,15.88,13.862,13.885
2024-05-07,17.7,15.738,15.003,16.04,14.482,13.8595
2024-05-08,11.41,15.388,14.61,16.05,15.219999999999999,13.887
2024-05-09,12.91,15.118,14.373500000000002,16.7,15.884,13.9085
2024-05-10,14.43,14.751999999999999,14.269,16.85,16.304000000000002,14.011000000000001
2024-05-13,15.65,14.419999999999998,14.316999999999998,16.85,16.497999999999998,14.180499999999999
2024-05-14,16.85,14.25,14.485000000000003,17.4,16.77,14.3875
2024-05-15,18.15,15.598000000000003,14.7225,18.81,17.322,14.698000000000002
2024-05-16,19.26,16.868000000000002,15.029499999999999,18.58,17.698,15.009
2024-05-17,18.94,17.77,15.308499999999999,18.76,18.08,15.374500000000001
2024-05-20,17.15,18.07,15.473500000000001,18.87,18.484,15.699000000000002
2024-05-21,16.9,18.080000000000002,15.577000000000002,19.19,18.842000000000002,15.969999999999999
2024-05-22,19.22,18.294,15.820500000000001,18.84,18.848000000000003,16.2275
2024-05-23,17.9,18.022,15.984,17.97,18.726000000000003,16.4645
2024-05-24,17.24,17.681999999999995,16.156,18.76,18.726,16.685499999999998
2024-05-28,14.73,17.198,16.139999999999997,18.86,18.724,16.892000000000003
2024-05-29,13.5,16.518,16.146499999999996,18.03,18.492,17.1465
2024-05-30,14.42,15.557999999999998,16.2095,17.25,18.174,17.391
2024-05-31,17.37,15.451999999999998,16.365000000000002,18.26,18.232,17.635
2024-06-03,16.4,15.284,16.371999999999996,18.08,18.096,17.8015
2024-06-04,16.63,15.663999999999998,16.338,18.22,17.968,17.9185
2024-06-05,15.47,16.058,16.226499999999998,19.6,18.282000000000004,18.0965
2024-06-06,15.32,16.238,16.422,19.58,18.747999999999998,18.273
2024-06-07,15.51,15.866,16.552,19.43,18.982,18.4095
2024-06-10,14.83,15.552000000000001,16.572,19.81,19.328,18.557499999999997
2024-06-11,14.72,15.170000000000002,16.5255,20.08,19.7,18.719
2024-06-12,14.89,15.053999999999998,16.4275,21.06,19.991999999999997,18.901999999999997
2024-06-13,14.46,14.882,16.243000000000002,21.28,20.332,19.0255
2024-06-14,13.83,14.546000000000001,15.9715,21.38,20.722,19.1655
2024-06-17,15.29,14.638,15.789000000000001,22.32,21.224,19.3435
2024-06-18,16.21,14.936000000000002,15.741999999999999,22.64,21.736,19.532
2024-06-20,16.62,15.282000000000002,15.728,22.31,21.985999999999997,19.688
2024-06-21,17.11,15.812000000000001,15.622499999999999,22.04,22.137999999999998,19.848000000000003
2024-06-24,17.72,16.59,15.613499999999998,21.72,22.206,20.0355
2024-06-25,16.94,16.92,15.598499999999998,22.14,22.17,20.2045
2024-06-26,16.9,17.058,15.707000000000003,22.26,22.094,20.3745
2024-06-27,16.19,16.972,15.8415,22.42,22.116000000000003,20.594
2024-06-28,14.91,16.532,15.866,21.66,22.04,20.814500000000002
2024-07-01,14.42,15.872,15.7185,21.54,22.003999999999998,20.9785
2024-07-02,15.41,15.565999999999999,15.669000000000002,22.15,22.006,21.182
2024-07-03,16.11,15.407999999999998,15.642999999999997,22.58,22.07,21.4
2024-07-05,17.61,15.692000000000002,15.75,23.16,22.218,21.578
2024-07-08,17.41,16.192,15.854500000000002,23.25,22.535999999999998,21.7615
2024-07-09,16.39,16.586,15.898500000000002,23.35,22.898000000000003,21.9575
2024-07-10,16.73,16.85,15.993500000000001,24.29,23.326,22.1815
2024-07-11,18.39,17.306,16.177,23.45,23.5,22.35
2024-07-12,19.54,17.692,16.4095,24.05,23.678,22.4995
2024-07-15,21.09,18.428,16.741,24.34,23.896,22.652499999999996
2024-07-16,22.02,19.554000000000002,17.1505,24.73,24.171999999999997,22.82
