Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2022-01-03,144.99,145.05,145.85,143.71,144.99,28646000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.99,0.00,0.00,0.00,False,False,144.99,31000000.00,0,15543905.99,15456094.01,82.00,0.00,31000000,week +buy 50% Monthly invest,0.00,0.00,0.00,GOOGL,0.00
2022-01-04,144.40,145.40,146.49,143.72,144.40,28400000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.03,False,False,144.40,30936893.33,0,15543905.99,15392987.34,82.00,-0.20,31000000,,0.00,0.00,0.00,GOOGL,-0.02
2022-01-05,137.77,144.42,144.50,137.69,137.77,54618000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.33,False,False,137.77,30230720.35,0,15543905.99,14686814.36,82.00,-2.48,31000000,,0.00,0.00,0.00,GOOGL,-0.97
2022-01-06,137.75,137.00,139.94,136.56,137.75,37348000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.51,False,False,137.75,30227789.28,0,15543905.99,14683883.29,82.00,-2.49,31000000,,0.00,0.00,0.00,GOOGL,-1.04
2022-01-07,137.02,138.15,138.45,135.77,137.02,29760000,0.00,0.00,140.39,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.63,False,False,137.02,30149917.98,0,15543905.99,14606011.99,82.00,-2.74,31000000,,0.00,0.00,0.00,GOOGL,-1.21
2022-01-10,138.67,135.08,138.82,133.16,138.67,44408000,0.00,0.00,139.12,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.59,False,False,137.02,30326074.16,0,7792281.22,22533792.94,125.00,-2.17,31000000,week +buy 50% ,0.00,0.00,0.00,GOOGL,-1.27
2022-01-11,139.74,138.01,140.22,136.69,139.74,28730000,0.00,0.00,138.19,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.49,False,False,137.02,30499379.92,0,7792281.22,22707098.70,125.00,-1.61,31000000,,0.00,0.00,0.00,GOOGL,-0.63
2022-01-12,141.43,141.15,142.61,140.69,141.43,26108000,0.00,0.00,138.92,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.31,False,False,137.02,30774736.82,0,7792281.22,22982455.60,125.00,-0.73,31000000,,0.00,0.00,0.00,GOOGL,-0.40
2022-01-13,138.59,141.54,142.85,138.41,138.59,31436000,0.00,0.00,139.09,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.31,False,False,137.02,30312669.70,0,7792281.22,22520388.48,125.00,-2.22,31000000,,0.00,0.00,0.00,GOOGL,-1.43
2022-01-14,139.48,137.08,140.74,137.00,139.48,29662000,0.00,0.00,139.58,0.00,0.00,0.00,0.00,144.99,0.00,0.00,-0.24,False,False,137.02,30457862.31,0,7792281.22,22665581.09,125.00,-1.75,31000000,,0.00,0.00,0.00,GOOGL,-1.41
