Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2019-01-02,57.40,56.20,58.00,55.92,57.40,9896600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.40,0.00,0.00,0.00,False,False,57.40,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,Monthly invest,0.00,0.00,0.00,QCOM,0.00
2019-01-03,55.70,55.95,56.84,55.52,55.70,14422200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.40,0.00,0.00,-0.19,False,False,55.70,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,QCOM,0.00
2019-01-04,56.60,56.50,56.83,55.21,56.60,14177300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.40,0.00,0.00,-0.20,False,False,55.70,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,QCOM,0.00
2019-01-07,56.44,56.39,57.16,55.95,56.44,12352000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.40,0.00,0.00,-0.21,False,False,55.70,31000000.00,0,15518508.27,15481491.73,211.00,0.00,31000000,week +buy 50% ,0.00,0.00,0.00,QCOM,0.00
2019-01-08,55.95,56.71,56.88,55.61,55.95,12110000,0.00,0.00,56.42,0.00,0.00,0.00,0.00,57.40,0.00,0.00,-0.26,False,False,55.70,30865593.55,0,15518508.27,15347085.27,211.00,-0.43,31000000,,0.00,0.00,0.00,QCOM,0.00
2019-01-09,56.61,56.26,57.11,56.14,56.61,10971000,0.00,0.00,56.26,0.00,0.00,0.00,0.00,57.40,0.00,0.00,-0.20,False,False,55.70,31046631.55,0,15518508.27,15528123.27,211.00,0.15,31000000,,0.00,0.00,0.00,QCOM,0.00
2019-01-10,56.80,56.19,56.99,56.10,56.80,10958200,0.00,0.00,56.48,0.00,0.00,0.00,0.00,57.40,0.00,0.00,-0.13,False,False,55.70,31098748.00,0,15518508.27,15580239.73,211.00,0.32,31000000,,0.00,0.00,0.00,QCOM,0.00
2019-01-11,57.50,56.47,58.17,56.33,57.50,12024300,0.00,0.00,56.66,0.00,0.00,0.00,0.00,57.50,0.00,0.00,0.00,False,False,55.70,31290758.27,0,15518508.27,15772250.00,211.00,0.94,31000000,,0.00,0.00,0.00,QCOM,0.00
2019-01-14,57.30,57.02,57.65,56.37,57.30,9449400,0.00,0.00,56.83,0.00,0.00,0.00,0.00,57.50,0.00,0.00,0.06,False,False,55.70,31235898.00,0,7771548.41,23464349.59,315.00,0.76,31000000,week +buy 50% ,0.00,0.00,0.00,QCOM,0.00
2019-01-15,55.73,57.32,57.40,55.56,55.73,17423400,0.00,0.00,56.79,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-0.07,False,False,55.70,30592983.41,0,7771548.41,22821435.00,315.00,-1.31,31000000,,0.00,0.00,0.00,QCOM,0.58
2019-01-16,55.27,55.75,56.08,55.16,55.27,13856000,0.00,0.00,56.52,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-0.20,False,False,55.27,30404613.41,0,7771548.41,22633065.00,315.00,-1.92,31000000,,0.00,0.00,0.00,QCOM,0.69
2019-01-17,54.77,54.97,55.20,54.37,54.77,18365000,0.00,0.00,56.11,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-0.33,False,False,54.77,30199863.41,0,7771548.41,22428315.00,315.00,-2.58,31000000,,0.00,0.00,0.00,QCOM,1.07
2019-01-18,55.27,55.39,55.90,54.99,55.27,28020000,0.00,0.00,55.67,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-0.33,False,False,54.77,30404613.41,0,7771548.41,22633065.00,315.00,-1.92,31000000,,0.00,0.00,0.00,QCOM,1.75
2019-01-22,54.29,54.97,54.99,53.94,54.29,17867500,0.00,0.00,55.07,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-0.42,False,False,54.29,30003303.82,0,7771548.41,22231755.41,315.00,-3.22,31000000,,0.00,0.00,0.00,QCOM,1.07
2019-01-23,51.77,52.92,53.57,51.22,51.77,33788600,0.00,0.00,54.27,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-0.74,False,False,51.77,28971363.41,0,7771548.41,21199815.00,315.00,-6.54,31000000,,20.77,0.00,0.00,QCOM,1.14
2019-01-24,50.81,51.95,51.98,50.41,50.81,32782700,0.00,0.00,53.38,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-1.01,False,False,50.81,28578243.82,0,7771548.41,20806695.41,315.00,-7.81,31000000,,18.39,0.00,0.00,QCOM,1.19
2019-01-25,51.30,50.93,52.03,50.28,51.30,19516200,0.00,0.00,52.69,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-1.07,False,False,50.81,28778898.00,0,7771548.41,21007349.59,315.00,-7.16,31000000,,23.22,0.00,0.00,QCOM,1.62
2019-01-28,50.64,50.32,51.29,50.24,50.64,24457600,0.00,0.00,51.76,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-1.12,False,False,50.64,28508628.00,0,3887460.49,24621167.51,374.00,-8.04,31000000,week +buy 50% ,21.39,0.00,0.00,QCOM,1.23
2019-01-29,49.40,50.49,50.84,49.34,49.40,26266600,0.00,0.00,50.78,0.00,0.00,0.00,0.00,57.50,0.00,0.00,-1.23,False,False,49.40,27905741.46,0,3887460.49,24018280.97,374.00,-9.98,31000000,,18.44,0.00,0.00,QCOM,1.14
2019-01-30,50.17,49.68,50.87,49.21,50.17,18124100,59.79,43.88,50.46,54.49,0.00,0.00,0.00,57.50,0.00,0.00,-1.13,False,False,49.40,28280113.51,0,3887460.49,24392653.03,374.00,-8.77,31000000,,25.32,0.00,0.00,QCOM,2.22
2019-01-31,49.52,51.20,51.28,49.10,49.52,24736300,59.63,43.01,50.21,54.09,0.00,0.00,0.00,57.50,0.00,0.00,-1.07,False,False,49.40,27964084.49,0,3887460.49,24076624.00,374.00,-9.79,31000000,,23.52,0.00,0.00,QCOM,2.79
2019-02-01,49.61,49.58,50.28,49.40,49.61,15533200,59.60,42.15,49.87,53.79,0.00,0.00,0.00,57.50,0.00,0.00,-0.95,False,False,49.40,29007842.97,0,4887460.49,24120382.49,374.00,-9.35,32000000,Monthly invest,24.32,6.99,0.00,QCOM,2.76
2019-02-04,49.69,49.71,49.80,49.47,49.69,10880000,59.37,41.59,49.68,53.44,0.00,0.00,0.00,57.50,0.00,0.00,-0.79,False,False,49.40,29046738.00,0,2497371.53,26549366.47,411.00,-9.23,32000000,week +buy 50% ,25.08,5.59,0.00,QCOM,3.25
2019-02-05,50.73,49.73,51.08,49.72,50.73,15454200,59.03,41.41,49.94,53.16,0.00,0.00,0.00,57.50,0.00,0.00,-0.50,False,False,49.40,29602410.53,0,2497371.53,27105039.00,411.00,-7.49,32000000,,34.25,10.03,0.00,QCOM,3.55
2019-02-06,51.10,50.94,51.64,50.93,51.10,11052900,58.71,41.33,50.13,52.91,0.00,0.00,0.00,57.50,0.00,0.00,-0.21,False,False,49.40,29800100.47,0,2497371.53,27302728.93,411.00,-6.87,32000000,,37.20,15.51,0.00,QCOM,3.46
