Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2022-01-03,725.46,721.13,731.06,711.83,725.46,1060200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.46,0.00,0.00,0.00,False,False,725.46,31000000.00,0,15910431.54,15089568.46,16.00,0.00,31000000,week +buy 50% Monthly invest,0.00,0.00,0.00,LRCX,0.00
2022-01-04,712.00,726.73,731.85,702.45,712.00,1456600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.12,False,False,712.00,30720031.54,0,15910431.54,14809600.00,16.00,-0.90,31000000,,0.00,0.00,0.00,LRCX,-0.02
2022-01-05,691.81,712.79,714.90,690.61,691.81,1399400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.37,False,False,691.81,30300079.50,0,15910431.54,14389647.96,16.00,-2.26,31000000,,0.00,0.00,0.00,LRCX,-0.97
2022-01-06,701.91,693.50,705.69,686.96,701.91,1189600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.41,False,False,691.81,30510158.98,0,15910431.54,14599727.44,16.00,-1.58,31000000,,0.00,0.00,0.00,LRCX,-1.04
2022-01-07,669.29,697.88,703.22,668.39,669.29,1569800,0.00,0.00,700.09,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.71,False,False,669.29,29831663.08,0,15910431.54,13921231.54,16.00,-3.77,31000000,,0.00,0.00,0.00,LRCX,-1.21
2022-01-10,664.29,658.62,667.82,643.21,664.29,1624600,0.00,0.00,687.86,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.90,False,False,664.29,29727663.08,0,8138238.80,21589424.29,25.00,-4.10,31000000,week +buy 50% ,0.00,0.00,0.00,LRCX,-1.27
2022-01-11,673.21,652.82,673.55,652.01,673.21,918900,0.00,0.00,680.10,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.90,False,False,664.29,30017564.51,0,8138238.80,21879325.71,25.00,-3.17,31000000,,0.00,0.00,0.00,LRCX,-0.63
2022-01-12,686.32,679.08,689.02,674.32,686.32,928600,0.00,0.00,679.00,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.72,False,False,664.29,30443639.03,0,8138238.80,22305400.23,25.00,-1.79,31000000,,0.00,0.00,0.00,LRCX,-0.40
2022-01-13,686.77,705.00,730.66,683.33,686.77,2913500,0.00,0.00,675.98,0.00,0.00,0.00,0.00,725.46,0.00,0.00,-0.55,False,False,664.29,30458264.45,0,8138238.80,22320025.65,25.00,-1.75,31000000,,0.00,0.00,0.00,LRCX,-1.43
2022-01-14,729.82,683.57,730.75,681.80,729.82,1941600,0.00,0.00,688.08,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-0.02,False,False,664.29,31857389.03,0,8138238.80,23719150.23,25.00,2.77,31000000,,0.00,0.00,0.00,LRCX,-1.41
2022-01-18,679.01,716.66,717.40,676.43,679.01,2006900,0.00,0.00,691.03,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-0.14,False,False,664.29,30206064.12,0,8138238.80,22067825.32,25.00,-2.56,31000000,,0.00,0.00,0.00,LRCX,-2.70
2022-01-19,642.73,690.85,698.68,642.05,642.73,1834000,0.00,0.00,684.93,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-0.53,False,False,642.73,29026963.15,0,8138238.80,20888724.35,25.00,-6.36,31000000,,0.00,0.00,0.00,LRCX,-3.45
2022-01-20,619.67,654.69,657.99,617.52,619.67,1944400,0.00,0.00,671.60,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-0.95,False,False,619.67,28277513.25,0,8138238.80,20139274.45,25.00,-8.78,31000000,,0.00,0.00,0.00,LRCX,-4.24
2022-01-21,605.79,616.20,636.73,604.45,605.79,2222200,0.00,0.00,655.40,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-1.30,False,False,605.79,27826413.08,0,8138238.80,19688174.29,25.00,-10.24,31000000,,0.00,0.00,0.00,LRCX,-5.63
2022-01-24,621.82,585.00,623.24,575.51,621.82,2489000,0.00,0.00,633.80,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-1.28,False,False,605.79,28347389.03,0,4096408.75,24250980.27,30.00,-8.56,31000000,week +buy 50% ,32.53,0.00,0.00,LRCX,-5.34
2022-01-25,588.23,600.14,604.44,581.00,588.23,1884600,0.00,0.00,615.65,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-1.52,False,False,588.23,27037377.97,0,4096408.75,22940969.22,30.00,-12.78,31000000,,27.43,0.00,0.00,LRCX,-6.33
2022-01-26,596.67,603.52,614.22,580.38,596.67,2363700,0.00,0.00,606.44,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-1.50,False,False,588.23,27366538.09,0,4096408.75,23270129.34,30.00,-11.72,31000000,,30.39,0.00,0.00,LRCX,-6.51
2022-01-27,555.30,594.90,600.50,550.73,555.30,3094300,0.00,0.00,593.56,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-1.80,False,False,555.30,25753108.29,0,4096408.75,21656699.53,30.00,-16.93,31000000,,25.01,0.00,0.00,LRCX,-6.91
2022-01-28,561.14,553.62,561.16,530.00,561.14,2002400,0.00,0.00,584.63,0.00,0.00,0.00,0.00,729.82,0.00,0.00,-1.82,False,False,555.30,25980869.34,0,4096408.75,21884460.58,30.00,-16.19,31000000,,26.97,0.00,0.00,LRCX,-4.96
2022-01-31,589.92,563.56,589.97,556.83,589.92,1900000,755.73,438.71,578.25,650.06,0.00,0.00,0.00,729.82,0.00,0.00,-1.42,False,False,555.30,27103288.09,0,2562616.80,24540671.29,32.00,-12.57,31000000,week +buy 50% ,35.89,0.00,0.00,LRCX,-3.46
2022-02-01,589.47,590.00,593.85,572.00,589.47,1135500,746.11,437.55,578.50,643.26,0.00,0.00,0.00,729.82,0.00,0.00,-1.06,False,False,555.30,28084567.59,0,3562616.80,24521950.79,32.00,-12.24,32000000,Monthly invest,35.81,0.00,0.00,LRCX,-2.79
2022-02-02,611.77,597.97,613.30,590.07,611.77,1662200,736.90,440.95,581.52,638.25,0.00,0.00,0.00,729.82,0.00,0.00,-0.51,False,False,555.30,29012249.63,0,3562616.80,25449632.83,32.00,-9.34,32000000,,42.15,33.29,0.00,LRCX,-1.97
2022-02-03,588.76,596.98,605.56,585.77,588.76,2007600,730.78,437.73,588.21,633.09,0.00,0.00,0.00,729.82,0.00,0.00,-0.34,False,False,555.30,28055033.21,0,3562616.80,24492416.42,32.00,-12.33,32000000,,37.98,33.15,0.00,LRCX,-4.00
2022-02-04,579.07,586.50,589.55,573.64,579.07,1446200,721.97,436.93,591.80,626.95,0.00,0.00,0.00,729.82,0.00,0.00,-0.28,False,False,555.30,27651929.09,0,3562616.80,24089312.29,32.00,-13.59,32000000,,36.35,31.48,0.00,LRCX,-3.60
2022-02-07,571.37,581.07,589.61,568.98,571.37,1085900,717.93,430.32,588.09,622.06,0.00,0.00,0.00,729.82,0.00,0.00,-0.26,False,False,555.30,27331608.59,0,2077054.81,25254553.78,34.00,-14.59,32000000,week +buy 50% ,35.07,24.77,0.00,LRCX,-3.88
2022-02-08,576.29,566.53,577.57,560.60,576.29,1295800,713.45,426.08,585.45,617.66,0.00,0.00,0.00,729.82,4.00,72.00,-0.15,False,False,555.30,27549071.84,0,2077054.81,25472017.03,34.00,-13.91,32000000,,36.61,22.70,0.00,LRCX,-3.15
