Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2019-01-02,108.97,108.10,109.14,107.73,108.97,9723500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.97,0.00,0.00,0.00,False,False,108.97,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,Monthly invest,0.00,0.00,0.00,DIS,0.00
2019-01-03,106.33,108.48,108.65,105.94,106.33,10594700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.97,0.00,0.00,-0.15,False,False,106.33,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,DIS,0.00
2019-01-04,109.61,107.94,110.75,107.25,109.61,10122800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.61,0.00,0.00,-0.05,False,False,106.33,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,DIS,0.00
2019-01-07,110.56,109.91,111.40,109.30,110.56,6714700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.56,0.00,0.00,0.07,False,False,106.33,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,DIS,0.00
2019-01-08,111.42,111.80,112.56,111.17,111.42,8730700,0.00,0.00,109.38,0.00,0.00,0.00,0.00,111.42,0.00,0.00,0.20,False,False,106.33,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,DIS,0.00
2019-01-09,112.67,111.80,112.80,111.56,112.67,5931900,0.00,0.00,110.12,0.00,0.00,0.00,0.00,112.67,0.00,0.00,0.34,False,False,106.33,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,DIS,0.00
2019-01-10,112.80,111.99,112.91,111.50,112.80,6160100,0.00,0.00,111.41,0.00,0.00,0.00,0.00,112.80,0.00,0.00,0.41,False,False,106.33,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,DIS,0.00
2019-01-11,112.65,112.18,112.92,111.73,112.65,4819100,0.00,0.00,112.02,0.00,0.00,0.00,0.00,112.80,0.00,0.00,0.43,False,False,106.33,31000000.00,0,31000000.00,0.00,0.00,0.00,31000000,,0.00,0.00,0.00,DIS,0.00
2019-01-14,112.42,111.65,112.70,111.43,112.42,6980600,0.00,0.00,112.39,0.00,0.00,0.00,0.00,112.80,0.00,0.00,0.40,False,False,106.33,31000000.00,0,15508524.28,15491475.72,106.00,0.00,31000000,week +buy 50% ,0.00,0.00,0.00,DIS,0.00
2019-01-15,111.76,112.30,113.18,110.61,111.76,9800900,0.00,0.00,112.46,0.00,0.00,0.00,0.00,112.80,0.00,0.00,0.32,False,False,106.33,30909052.55,0,15508524.28,15400528.28,106.00,-0.29,31000000,,0.00,0.00,0.00,DIS,0.58
2019-01-16,110.91,111.45,112.01,110.81,110.91,5899900,0.00,0.00,112.11,0.00,0.00,0.00,0.00,112.80,0.00,0.00,0.19,False,False,106.33,30791922.83,0,15508524.28,15283398.55,106.00,-0.67,31000000,,0.00,0.00,0.00,DIS,0.69
2019-01-17,111.01,110.72,111.26,110.16,111.01,6392000,0.00,0.00,111.75,0.00,0.00,0.00,0.00,112.80,0.00,0.00,0.11,False,False,106.33,30805702.55,0,15508524.28,15297178.28,106.00,-0.63,31000000,,0.00,0.00,0.00,DIS,1.07
2019-01-18,111.04,111.86,111.93,110.83,111.04,8554700,0.00,0.00,111.43,0.00,0.00,0.00,0.00,112.80,0.00,0.00,0.05,False,False,106.33,30809836.41,0,15508524.28,15301312.14,106.00,-0.61,31000000,,0.00,0.00,0.00,DIS,1.75
2019-01-22,110.60,110.62,111.33,109.75,110.60,6986700,0.00,0.00,111.06,0.00,0.00,0.00,0.00,112.80,0.00,0.00,-0.02,False,False,106.33,30749204.00,0,15508524.28,15240679.72,106.00,-0.81,31000000,,0.00,0.00,0.00,DIS,1.07
2019-01-23,111.12,111.19,111.84,110.00,111.12,6845600,0.00,0.00,110.94,0.00,0.00,0.00,0.00,112.80,0.00,0.00,-0.04,False,False,106.33,30820860.69,0,15508524.28,15312336.41,106.00,-0.58,31000000,,56.21,0.00,0.00,DIS,1.14
2019-01-24,110.55,111.00,111.11,109.93,110.55,6716800,0.00,0.00,110.86,0.00,0.00,0.00,0.00,112.80,0.00,0.00,-0.09,False,False,106.33,30742314.69,0,15508524.28,15233790.41,106.00,-0.83,31000000,,51.19,0.00,0.00,DIS,1.19
2019-01-25,111.09,111.47,111.50,110.66,111.09,5706900,0.00,0.00,110.88,0.00,0.00,0.00,0.00,112.80,0.00,0.00,-0.09,False,False,106.33,30816725.72,0,15508524.28,15308201.45,106.00,-0.59,31000000,,55.27,0.00,0.00,DIS,1.62
2019-01-28,110.81,110.76,110.99,109.95,110.81,6178800,0.00,0.00,110.83,0.00,0.00,0.00,0.00,112.80,0.00,0.00,-0.11,False,False,106.33,30778142.00,0,7873715.41,22904426.59,159.00,-0.72,31000000,week +buy 50% ,52.80,0.00,0.00,DIS,1.23
2019-01-29,110.90,110.65,110.93,110.00,110.90,5253700,0.00,0.00,110.89,0.00,0.00,0.00,0.00,112.80,0.00,0.00,-0.11,False,False,106.33,30796745.83,0,7873715.41,22923030.41,159.00,-0.66,31000000,,53.52,0.00,0.00,DIS,1.14
2019-01-30,110.13,110.30,110.58,108.96,110.13,7853800,113.71,105.18,110.70,110.87,0.00,0.00,0.00,112.80,0.00,0.00,-0.15,False,False,106.33,30637585.79,0,7873715.41,22763870.38,159.00,-1.17,31000000,,46.95,0.00,0.00,DIS,2.22
2019-01-31,111.52,110.10,111.54,110.01,111.52,8351600,113.71,105.56,110.89,111.00,0.00,0.00,0.00,112.80,0.00,0.00,-0.10,False,False,106.33,30924898.79,0,7873715.41,23051183.38,159.00,-0.24,31000000,,57.17,0.00,0.00,DIS,2.79
2019-02-01,111.30,111.97,112.05,110.93,111.30,6557700,112.92,107.89,110.93,111.24,0.00,0.00,0.00,112.80,0.00,0.00,-0.07,False,False,106.33,31879426.03,0,8873715.41,23005710.62,159.00,-0.38,32000000,Monthly invest,55.35,67.75,0.00,DIS,2.76
2019-02-04,111.80,111.41,111.98,110.68,111.80,7037000,112.86,108.33,111.13,111.35,0.00,0.00,0.00,112.80,0.00,0.00,-0.03,False,False,106.33,31982776.03,0,4513515.30,27469260.74,189.00,-0.05,32000000,week +buy 50% ,58.58,70.89,0.00,DIS,3.25
2019-02-05,112.66,112.02,112.74,111.45,112.66,13619800,113.03,108.32,111.48,111.46,0.00,0.00,0.00,112.80,0.00,0.00,0.05,False,False,106.33,32194078.28,0,4513515.30,27680562.98,189.00,0.61,32000000,,63.46,74.42,0.00,DIS,3.55
2019-02-06,111.41,113.85,113.92,111.07,111.41,14229000,113.02,108.32,111.74,111.46,0.00,0.00,0.00,112.80,0.00,0.00,0.01,False,False,106.33,31886953.28,0,4513515.30,27373437.98,189.00,-0.35,32000000,,53.57,68.12,0.00,DIS,3.46
2019-02-07,110.95,111.05,111.11,109.81,110.95,8658100,112.85,108.42,111.62,111.37,0.00,0.00,0.00,112.80,96.00,4.00,-0.03,False,False,106.33,31773929.56,0,4513515.30,27260414.26,189.00,-0.71,32000000,,50.45,59.06,0.00,DIS,2.79
2019-02-08,111.51,110.46,111.54,110.06,111.51,6395500,112.63,108.65,111.67,111.31,0.00,0.00,0.00,112.80,92.00,0.00,-0.04,False,False,106.33,31911522.79,0,4513515.30,27398007.49,189.00,-0.28,32000000,,53.97,46.98,0.00,DIS,2.88
2019-02-11,109.44,111.77,111.81,109.25,109.44,11086400,112.56,108.32,111.19,111.15,0.00,0.00,0.00,112.80,88.00,0.00,-0.16,True,False,106.33,31402923.79,0,2379435.26,29023488.53,204.00,-1.87,32000000,week +buy 50% ,42.09,33.74,0.00,DIS,2.92
2019-02-12,109.20,110.21,110.83,109.15,109.20,7610200,112.51,107.94,110.50,110.99,0.00,0.00,0.00,112.80,84.00,64.00,-0.24,True,False,106.33,31339274.46,0,2379435.26,28959839.20,204.00,-2.06,32000000,,40.97,21.98,0.00,DIS,4.02
2019-02-13,110.20,109.24,110.48,109.23,110.20,6919700,112.43,107.87,110.26,110.91,0.00,0.00,0.00,112.80,80.00,60.00,-0.23,True,False,106.33,31604474.46,0,2379435.26,29225039.20,204.00,-1.24,32000000,,47.29,13.17,0.00,DIS,4.27
2019-02-14,110.66,109.85,111.50,109.54,110.66,6324300,112.42,107.85,110.20,110.90,0.00,0.00,0.00,112.80,76.00,56.00,-0.18,True,False,106.33,31726468.32,0,2379435.26,29347033.06,204.00,-0.85,32000000,,49.95,21.37,47.75,DIS,4.08
2019-02-15,112.59,111.40,112.63,111.03,112.59,8197300,112.67,107.59,110.42,110.97,0.00,0.00,0.00,112.80,72.00,52.00,-0.03,True,False,106.33,32238302.20,0,2379435.26,29858866.94,204.00,0.74,32000000,,59.23,44.15,45.39,DIS,5.03
2019-02-19,113.51,112.91,113.77,112.83,113.51,8169600,113.12,107.05,111.23,111.10,0.00,0.00,0.00,113.51,68.00,48.00,0.11,True,False,106.33,32482287.79,0,2379435.26,30102852.53,204.00,1.51,32000000,,62.78,66.40,44.94,DIS,5.18
2019-02-20,113.68,113.60,114.09,113.29,113.68,7081500,113.55,106.66,112.13,111.25,0.00,0.00,0.00,113.68,100.00,44.00,0.21,True,False,106.33,32527371.26,0,2379435.26,30147936.00,204.00,1.65,32000000,,63.41,85.64,46.06,DIS,5.38
2019-02-21,114.29,113.40,114.54,112.87,114.29,9480100,114.06,106.11,112.95,111.41,0.00,0.00,0.00,114.29,100.00,40.00,0.29,True,False,106.33,32689143.52,0,2379435.26,30309708.27,204.00,2.15,32000000,,65.66,93.09,48.56,DIS,5.07
2019-02-22,115.25,114.63,115.77,113.95,115.25,8734700,114.74,105.45,113.86,111.65,0.00,0.00,0.00,115.25,100.00,36.00,0.37,True,False,106.33,32943735.26,0,2379435.26,30564300.00,204.00,2.95,32000000,,68.91,93.30,51.98,DIS,5.59
2019-02-25,113.59,115.62,115.80,113.46,113.59,9327700,114.97,105.37,114.06,111.77,0.00,0.00,0.00,115.25,100.00,32.00,0.31,True,False,106.33,32503502.20,0,1198099.30,31305402.90,212.00,1.57,32000000,week +buy 50% ,58.59,85.19,55.80,DIS,5.72
2019-02-26,113.50,113.65,114.01,112.85,113.50,8956000,115.16,105.40,114.06,111.90,0.00,0.00,0.00,115.25,96.00,28.00,0.24,True,False,106.33,32478699.30,0,1198099.30,31280600.00,212.00,1.50,32000000,,58.08,75.48,59.98,DIS,5.65
2019-02-27,112.78,113.10,113.51,112.46,112.78,7249500,115.24,105.52,113.88,112.00,0.00,0.00,0.00,115.25,92.00,24.00,0.14,True,False,106.33,32280267.02,0,1198099.30,31082167.72,212.00,0.88,32000000,,54.04,63.30,64.11,DIS,5.61
2019-02-28,112.84,112.90,113.43,112.75,112.84,6716700,115.27,105.85,113.59,112.13,0.00,0.00,0.00,115.25,88.00,20.00,0.07,True,False,106.33,32296802.20,0,1198099.30,31098702.90,212.00,0.93,32000000,,54.33,59.24,68.72,DIS,5.40
