Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2022-01-03,251.05,256.27,261.63,250.64,251.05,3350900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.05,0.00,0.00,0.00,False,False,251.05,31000000.00,0,15660844.82,15339155.18,47.00,0.00,31000000,week +buy 50% Monthly invest,0.00,0.00,0.00,COIN,0.00
2022-01-04,250.15,253.05,258.81,244.14,250.15,3652600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.02,False,False,250.15,30945009.45,0,15660844.82,15284164.63,47.00,-0.18,31000000,,0.00,0.00,0.00,COIN,-0.02
2022-01-05,234.23,247.72,248.69,232.86,234.23,5196300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.44,False,False,234.23,29972297.57,0,15660844.82,14311452.76,47.00,-3.32,31000000,,0.00,0.00,0.00,COIN,-0.97
2022-01-06,234.00,233.19,235.98,224.88,234.00,5236000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.69,False,False,234.00,29958244.82,0,15660844.82,14297400.00,47.00,-3.36,31000000,,0.00,0.00,0.00,COIN,-1.04
2022-01-07,232.33,233.63,238.48,227.59,232.33,3312000,0.00,0.00,240.35,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.85,False,False,232.33,29856207.94,0,15660844.82,14195363.12,47.00,-3.69,31000000,,0.00,0.00,0.00,COIN,-1.21
2022-01-10,225.01,224.43,225.26,214.64,225.01,6800800,0.00,0.00,235.14,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-1.10,False,False,225.01,29408955.51,0,8055506.99,21353448.53,73.00,-5.13,31000000,week +buy 50% ,0.00,0.00,0.00,COIN,-1.27
2022-01-11,237.23,225.50,238.00,222.18,237.23,5585600,0.00,0.00,232.56,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.88,False,False,225.01,30568633.61,0,8055506.99,22513126.62,73.00,-1.39,31000000,,0.00,0.00,0.00,COIN,-0.63
2022-01-12,234.70,242.11,246.27,234.42,234.70,3937000,0.00,0.00,232.65,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.75,False,False,225.01,30328536.70,0,8055506.99,22273029.72,73.00,-2.17,31000000,,0.00,0.00,0.00,COIN,-0.40
2022-01-13,228.23,241.99,242.87,227.19,228.23,3814100,0.00,0.00,231.50,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.79,False,False,225.01,29714533.61,0,8055506.99,21659026.62,73.00,-4.15,31000000,,0.00,0.00,0.00,COIN,-1.43
2022-01-14,230.03,226.62,232.00,222.30,230.03,4325600,0.00,0.00,231.04,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.71,False,False,225.01,29885353.89,0,8055506.99,21829846.91,73.00,-3.60,31000000,,0.00,0.00,0.00,COIN,-1.41
2022-01-18,222.00,226.82,227.19,219.60,222.00,3483000,0.00,0.00,230.44,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.84,False,False,222.00,29123306.99,0,8055506.99,21067800.00,73.00,-6.05,31000000,,0.00,0.00,0.00,COIN,-2.70
2022-01-19,219.50,224.25,227.17,218.82,219.50,2976700,0.00,0.00,226.89,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.92,False,False,219.50,28886056.99,0,8055506.99,20830550.00,73.00,-6.82,31000000,,0.00,0.00,0.00,COIN,-3.45
2022-01-20,221.62,222.30,232.00,220.84,221.62,3691200,0.00,0.00,224.28,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-0.86,False,False,219.50,29087244.51,0,8055506.99,21031737.53,73.00,-6.17,31000000,,0.00,0.00,0.00,COIN,-4.24
2022-01-21,191.97,209.98,210.19,186.86,191.97,13628300,0.00,0.00,217.02,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-1.59,False,False,191.97,26273460.08,0,8055506.99,18217953.09,73.00,-15.25,31000000,,0.00,0.00,0.00,COIN,-5.63
2022-01-24,191.48,173.18,191.86,162.51,191.48,12978700,0.00,0.00,209.31,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-1.98,False,False,191.48,26226958.61,0,4072723.07,22154235.54,89.00,-15.40,31000000,week +buy 50% ,15.59,0.00,0.00,COIN,-5.34
2022-01-25,185.63,185.17,193.12,177.15,185.63,6271300,0.00,0.00,202.04,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-2.28,False,False,185.63,25550114.65,0,4072723.07,21477391.58,89.00,-17.58,31000000,,14.18,0.00,0.00,COIN,-6.33
2022-01-26,178.64,193.60,198.05,177.00,178.64,7566300,0.00,0.00,193.87,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-2.56,False,False,178.64,24741370.95,0,4072723.07,20668647.88,89.00,-20.19,31000000,,12.69,0.00,0.00,COIN,-6.51
2022-01-27,170.20,182.03,182.75,168.58,170.20,5551900,0.00,0.00,183.58,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-2.85,False,False,170.20,23764862.72,0,4072723.07,19692139.65,89.00,-23.34,31000000,,11.17,0.00,0.00,COIN,-6.91
2022-01-28,177.58,169.10,181.75,162.20,177.58,6475800,0.00,0.00,180.71,0.00,0.00,0.00,0.00,251.05,0.00,0.00,-2.64,False,False,170.20,24618729.30,0,4072723.07,20546006.23,89.00,-20.58,31000000,,20.18,0.00,0.00,COIN,-4.96
2022-01-31,190.15,177.87,192.00,175.03,190.15,4060500,264.99,115.87,180.44,215.29,0.00,0.00,0.00,251.05,0.00,0.00,-1.94,False,False,170.20,26073077.37,0,2095163.13,23977914.24,97.00,-15.89,31000000,week +buy 50% ,32.70,0.00,0.00,COIN,-3.46
2022-02-01,197.73,197.97,201.45,188.62,197.73,5159000,260.04,117.79,182.86,212.62,0.00,0.00,0.00,251.05,0.00,0.00,-1.10,False,False,170.20,28028915.63,0,3095163.13,24933752.50,97.00,-12.41,32000000,Monthly invest,38.92,0.00,0.00,COIN,-2.79
2022-02-02,187.37,195.81,197.00,181.73,187.37,3861700,254.81,118.83,184.61,209.48,0.00,0.00,0.00,251.05,0.00,0.00,-0.80,False,False,170.20,26722519.50,0,3095163.13,23627356.37,97.00,-16.49,32000000,,34.26,31.33,0.00,COIN,-1.97
