Date,price,Open,High,Low,Close,Volume,bb_upper_ta,bb_lower_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,aroon_up_ta,aroon_downp_ta,ppo_histogram,SMA_20_turn,SMA_60_turn,Recent_low,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,stochk_ta,stochd_ta,stock_ticker,rate_vs
2022-01-03,408.64,416.57,417.84,403.26,408.64,3715700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,408.64,0.00,0.00,0.00,False,False,408.64,31000000.00,0,15594271.43,15405728.57,29.00,0.00,31000000,week +buy 50% Monthly invest,0.00,0.00,0.00,HD,0.00
2022-01-04,412.84,408.64,413.61,408.19,412.84,3266500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412.84,0.00,0.00,0.07,False,False,408.64,31158339.28,0,15594271.43,15564067.85,29.00,0.51,31000000,,0.00,0.00,0.00,HD,-0.02
2022-01-05,407.24,414.00,414.22,406.81,407.24,4443200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412.84,0.00,0.00,0.02,False,False,407.24,30947219.06,0,15594271.43,15352947.62,29.00,-0.17,31000000,,0.00,0.00,0.00,HD,-0.97
2022-01-06,405.76,408.56,409.07,403.02,405.76,3315100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.04,False,False,405.76,30891423.81,0,15594271.43,15297152.38,29.00,-0.35,31000000,,0.00,0.00,0.00,HD,-1.04
2022-01-07,393.61,403.36,404.09,392.88,393.61,4520700,0.00,0.00,405.62,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.26,False,False,393.61,30433367.87,0,15594271.43,14839096.43,29.00,-1.83,31000000,,0.00,0.00,0.00,HD,-1.21
2022-01-10,387.46,387.40,387.59,380.91,387.46,6440000,0.00,0.00,401.38,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.49,False,False,387.46,30201513.10,0,8038801.61,22162711.49,44.00,-2.58,31000000,week +buy 50% ,0.00,0.00,0.00,HD,-1.27
2022-01-11,386.67,388.07,391.84,384.32,386.67,4385400,0.00,0.00,396.15,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.61,False,False,386.67,30156326.35,0,8038801.61,22117524.74,44.00,-2.72,31000000,,0.00,0.00,0.00,HD,-0.63
2022-01-12,389.40,388.29,393.45,386.38,389.40,3623300,0.00,0.00,392.58,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.62,False,False,386.67,30312481.27,0,8038801.61,22273679.66,44.00,-2.22,31000000,,0.00,0.00,0.00,HD,-0.40
2022-01-13,386.98,392.51,394.31,385.86,386.98,3466300,0.00,0.00,388.82,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.62,False,False,386.67,30174058.24,0,8038801.61,22135256.63,44.00,-2.66,31000000,,0.00,0.00,0.00,HD,-1.43
2022-01-14,372.00,381.33,382.01,371.50,372.00,6336200,0.00,0.00,384.50,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.83,False,False,372.00,29317201.61,0,8038801.61,21278400.00,44.00,-5.43,31000000,,0.00,0.00,0.00,HD,-1.41
2022-01-18,366.72,366.10,368.09,360.03,366.72,6435200,0.00,0.00,380.35,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-1.00,False,False,366.72,29015185.67,0,8038801.61,20976384.06,44.00,-6.40,31000000,,0.00,0.00,0.00,HD,-2.70
2022-01-19,359.69,367.18,368.70,359.41,359.69,5175100,0.00,0.00,374.96,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-1.16,False,False,359.69,28613069.72,0,8038801.61,20574268.11,44.00,-7.70,31000000,,0.00,0.00,0.00,HD,-3.45
2022-01-20,349.58,361.33,361.85,349.02,349.58,5440600,0.00,0.00,366.99,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-1.37,False,False,349.58,28034776.87,0,8038801.61,19995975.26,44.00,-9.57,31000000,,0.00,0.00,0.00,HD,-4.24
2022-01-21,349.10,351.72,360.09,347.18,349.10,7718400,0.00,0.00,359.42,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-1.42,False,False,349.10,28007321.95,0,8038801.61,19968520.34,44.00,-9.65,31000000,,0.00,0.00,0.00,HD,-5.63
2022-01-24,363.81,343.78,364.38,343.61,363.81,8584300,0.00,0.00,357.78,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-1.12,False,False,349.10,28848733.50,0,4255177.63,24593555.86,52.00,-6.94,31000000,week +buy 50% ,29.46,0.00,0.00,HD,-5.34
2022-01-25,358.98,358.14,361.52,352.19,358.98,5536700,0.00,0.00,356.23,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.94,False,False,349.10,28522226.37,0,4255177.63,24267048.74,52.00,-7.99,31000000,,27.14,0.00,0.00,HD,-6.33
2022-01-26,357.28,360.00,365.90,354.45,357.28,6103300,0.00,0.00,355.75,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.78,False,False,349.10,28407305.56,0,4255177.63,24152127.93,52.00,-8.36,31000000,,26.36,0.00,0.00,HD,-6.51
2022-01-27,356.43,360.43,364.12,353.91,356.43,3941000,0.00,0.00,357.12,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.63,False,False,349.10,28349845.16,0,4255177.63,24094667.53,52.00,-8.55,31000000,,25.95,0.00,0.00,HD,-6.91
2022-01-28,366.54,360.17,366.72,352.84,366.54,4551300,0.00,0.00,360.61,0.00,0.00,0.00,0.00,412.84,0.00,0.00,-0.30,False,False,349.10,29033282.24,0,4255177.63,24778104.61,52.00,-6.34,31000000,,38.12,0.00,0.00,HD,-4.96
2022-01-31,366.98,364.81,367.41,362.21,366.98,4084600,417.88,296.10,361.24,377.29,0.00,0.00,0.00,412.84,0.00,0.00,-0.05,False,False,349.10,29063026.37,0,2346881.57,26716144.80,56.00,-6.25,31000000,week +buy 50% ,38.60,0.00,0.00,HD,-3.46
2022-02-01,368.70,369.47,370.69,362.37,368.70,3406800,413.37,299.13,363.19,375.29,0.00,0.00,0.00,412.84,0.00,0.00,0.17,False,False,349.10,30188242.45,0,3346881.57,26841360.87,56.00,-5.66,32000000,Monthly invest,40.51,0.00,0.00,HD,-2.79
2022-02-02,373.73,368.38,374.67,367.76,373.73,3839300,407.29,305.42,366.48,373.33,0.00,0.00,0.00,412.84,0.00,0.00,0.41,False,False,349.10,30554426.37,0,3346881.57,27207544.80,56.00,-4.52,32000000,,45.83,36.56,0.00,HD,-1.97
2022-02-03,364.81,370.19,372.12,363.20,364.81,4009700,401.54,310.56,368.15,371.21,0.00,0.00,0.00,412.84,0.00,0.00,0.42,False,False,349.10,29905049.43,0,3346881.57,26558167.85,56.00,-6.55,32000000,,39.15,36.86,0.00,HD,-4.00
2022-02-04,359.67,363.50,364.67,354.25,359.67,3728100,395.11,316.51,366.78,368.91,0.00,0.00,0.00,412.84,0.00,0.00,0.33,False,False,349.10,29530858.52,0,3346881.57,26183976.95,56.00,-7.72,32000000,,35.90,33.87,0.00,HD,-3.60
2022-02-07,357.35,360.26,361.80,355.44,357.35,2809300,391.13,319.02,364.85,367.09,0.00,0.00,0.00,412.84,0.00,0.00,0.25,False,False,349.10,29361962.01,0,1953216.55,27408745.46,59.00,-8.24,32000000,week +buy 50% ,34.50,28.68,0.00,HD,-3.88
2022-02-08,361.44,357.35,362.98,354.80,361.44,3225100,388.03,321.32,363.40,365.79,0.00,0.00,0.00,412.84,0.00,56.00,0.27,False,False,349.10,29675664.70,0,1953216.55,27722448.15,59.00,-7.26,32000000,,39.00,29.61,0.00,HD,-3.15
2022-02-09,364.37,365.31,367.46,363.00,364.37,2777500,384.75,324.54,361.53,364.68,0.00,0.00,0.00,412.84,4.00,52.00,0.35,False,False,349.10,29900395.17,0,1953216.55,27947178.62,59.00,-6.56,32000000,,42.06,34.41,0.00,HD,-1.81
2022-02-10,355.09,358.84,363.00,352.87,355.09,4291800,379.91,329.07,359.58,362.96,0.00,0.00,0.00,412.84,0.00,48.00,0.24,True,False,349.10,29188619.24,0,1953216.55,27235402.69,59.00,-8.79,32000000,,35.91,32.92,0.00,HD,-3.44
2022-02-11,350.29,354.69,357.34,348.56,350.29,3308700,374.93,333.52,357.71,361.13,0.00,0.00,0.00,412.84,0.00,44.00,0.10,True,False,349.10,28820460.24,0,1953216.55,26867243.69,59.00,-9.94,32000000,,33.20,27.00,0.00,HD,-5.24
2022-02-14,351.56,348.00,352.91,346.83,351.56,3654300,373.56,333.20,356.55,360.11,0.00,0.00,0.00,412.84,0.00,40.00,0.04,True,False,349.10,28917868.40,0,1039160.56,27878707.84,61.00,-9.63,32000000,week +buy 50% ,34.61,21.88,0.00,HD,-5.53
2022-02-15,353.26,355.56,357.42,351.38,353.26,3552500,372.84,332.62,354.91,359.43,0.00,0.00,0.00,412.84,12.00,36.00,0.06,False,False,349.10,29052679.35,0,1039160.56,28013518.79,61.00,-9.21,32000000,,36.53,24.69,30.65,HD,-4.08
2022-02-16,350.09,351.50,352.86,345.72,350.09,3594900,372.96,330.93,352.06,358.95,0.00,0.00,0.00,412.84,8.00,32.00,0.03,False,False,349.10,28801297.24,0,1039160.56,27762136.68,61.00,-10.00,32000000,,34.49,25.84,29.57,HD,-3.98
2022-02-17,347.94,348.99,352.31,347.39,347.94,3927000,373.12,330.38,350.63,358.87,0.00,0.00,0.00,412.84,4.00,28.00,-0.01,False,False,347.94,28630802.71,0,1039160.56,27591642.16,61.00,-10.53,32000000,,33.14,21.96,28.08,HD,-5.93
2022-02-18,346.87,348.39,350.60,344.10,346.87,5526100,373.34,329.60,349.94,358.76,0.00,0.00,0.00,412.84,0.00,24.00,-0.03,False,False,346.87,28545951.16,0,1039160.56,27506790.60,61.00,-10.79,32000000,,32.46,15.10,26.21,HD,-6.50
2022-02-22,316.17,335.09,336.69,312.35,316.17,19752800,379.78,309.58,342.87,356.38,0.00,0.00,0.00,412.84,0.00,100.00,-0.58,False,False,316.17,26111442.59,0,1039160.56,25072282.03,61.00,-18.40,32000000,,19.85,10.19,24.36,HD,-7.48
2022-02-23,308.45,319.32,320.40,307.10,308.45,11026000,385.16,291.24,333.90,353.85,0.00,0.00,0.00,412.84,44.00,100.00,-1.02,False,False,308.45,25499246.51,0,1039160.56,24460085.95,61.00,-20.31,32000000,,17.97,6.21,22.02,HD,-9.06
2022-02-24,313.24,300.00,313.44,299.29,313.24,8416700,387.54,279.87,326.53,351.65,0.00,0.00,0.00,412.84,40.00,100.00,-1.15,False,False,308.45,25879091.76,0,1039160.56,24839931.21,61.00,-19.13,32000000,,22.87,8.88,19.47,HD,-7.73
2022-02-25,316.65,313.18,317.44,307.57,316.65,6510600,388.56,271.87,320.28,349.66,0.00,0.00,0.00,412.84,36.00,96.00,-1.08,False,False,308.45,26149505.08,0,1039160.56,25110344.52,61.00,-18.28,32000000,,26.25,14.51,17.62,HD,-5.81
